time,Portland,pts.away,score,pts.home,LA Clippers
6:54.0,M. Leonard enters the game for N. Vonleh,,2-13,,
6:54.0,,,2-13,,D. Jordan misses free throw 2 of 2
6:52.0,Defensive rebound by C. McCollum,,2-13,,
6:43.0,D. Lillard makes 2-pt shot from 17 ft,2,4-13,,
6:23.0,,,4-16,3,J. Redick makes 3-pt shot from 23 ft (assist by C. Paul)
6:10.0,D. Lillard misses 2-pt shot from 5 ft (block by D. Jordan),,4-16,,
6:07.0,,,4-16,,Defensive rebound by D. Jordan
6:03.0,,,4-19,3,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul)
5:42.0,A. Aminu makes 3-pt shot from 25 ft (assist by C. McCollum),3,7-19,,
5:22.0,,,7-19,,B. Griffin misses 2-pt shot from 20 ft
5:20.0,Defensive rebound by Team,,7-19,,
5:06.0,Shooting foul by C. Paul (drawn by E. Davis),,7-19,,
5:06.0,E. Davis misses free throw 1 of 2,,7-19,,
5:06.0,Offensive rebound by Team,,7-19,,
5:06.0,E. Davis makes free throw 2 of 2,1,8-19,,
4:53.0,,,8-19,,J. Redick misses 2-pt shot from 13 ft
4:53.0,,,8-19,,Offensive rebound by D. Jordan
4:49.0,,,8-19,,D. Jordan misses 2-pt shot from 2 ft
4:47.0,Defensive rebound by M. Leonard,,8-19,,
4:40.0,E. Davis misses 2-pt shot from 12 ft,,8-19,,
4:38.0,,,8-19,,Defensive rebound by D. Jordan
4:34.0,,,8-21,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
4:15.0,D. Lillard makes 3-pt shot from 27 ft (assist by C. McCollum),3,11-21,,
4:00.0,,,11-21,,C. Paul misses 2-pt shot from 18 ft
3:59.0,Defensive rebound by D. Lillard,,11-21,,
3:52.0,A. Aminu misses 2-pt shot from 4 ft,,11-21,,
3:51.0,,,11-21,,Defensive rebound by B. Griffin
3:38.0,,,11-21,,Shooting foul by M. Leonard (drawn by B. Griffin)
3:38.0,,,11-21,,B. Griffin misses free throw 1 of 2
3:38.0,,,11-21,,Offensive rebound by Team
3:38.0,A. Crabbe enters the game for C. McCollum,,11-21,,
3:38.0,M. Harkless enters the game for A. Aminu,,11-21,,
3:38.0,,,11-22,1,B. Griffin makes free throw 2 of 2
3:25.0,D. Lillard misses 3-pt shot from 26 ft,,11-22,,
3:24.0,,,11-22,,Defensive rebound by D. Jordan
3:12.0,,,11-24,2,B. Griffin makes 2-pt shot at rim (assist by J. Redick)
2:55.0,A. Crabbe misses 2-pt shot from 15 ft,,11-24,,
2:54.0,Offensive rebound by E. Davis,,11-24,,
2:49.0,E. Davis makes 2-pt shot from 5 ft,2,13-24,,
2:38.0,,,13-24,,B. Griffin misses 2-pt shot from 20 ft
2:37.0,,,13-24,,Offensive rebound by D. Jordan
2:35.0,,,13-24,,Shooting foul by E. Davis (drawn by B. Griffin)
2:35.0,,,13-24,,LA Clippers full timeout
2:35.0,,,13-24,,J. Crawford enters the game for L. Mbah a Moute
2:35.0,,,13-24,,L. Stephenson enters the game for D. Jordan
2:35.0,,,13-24,,J. Smith enters the game for J. Redick
2:35.0,,,13-24,,B. Griffin misses free throw 1 of 2
2:35.0,,,13-24,,Offensive rebound by Team
2:35.0,,,13-25,1,B. Griffin makes free throw 2 of 2
2:18.0,M. Leonard misses 2-pt shot from 17 ft,,13-25,,
2:17.0,,,13-25,,Defensive rebound by B. Griffin
2:12.0,,,13-25,,Turnover by C. Paul (lost ball)
2:12.0,,,13-25,,A. Rivers enters the game for C. Paul
2:12.0,,,13-25,,P. Pierce enters the game for B. Griffin
1:57.0,D. Lillard makes 2-pt shot from 8 ft,2,15-25,,
1:38.0,,,15-27,2,A. Rivers makes 2-pt shot from 16 ft (assist by J. Smith)
1:24.0,Shooting foul by J. Crawford (drawn by M. Harkless),,15-27,,
1:24.0,M. Harkless misses free throw 1 of 2,,15-27,,
1:24.0,Offensive rebound by Team,,15-27,,
1:24.0,M. Harkless misses free throw 2 of 2,,15-27,,
1:22.0,,,15-27,,Defensive rebound by Team
1:12.0,,,15-27,,L. Stephenson misses 3-pt shot from 23 ft
1:12.0,,,15-27,,Offensive rebound by J. Smith
1:06.0,,,15-29,2,J. Crawford makes 2-pt shot from 3 ft (assist by J. Smith)
0:49.0,D. Lillard misses 2-pt shot from 5 ft,,15-29,,
0:48.0,Offensive rebound by E. Davis,,15-29,,
0:44.0,E. Davis misses 2-pt shot from 2 ft,,15-29,,
0:43.0,,,15-29,,Defensive rebound by L. Stephenson
0:39.0,,,15-29,,P. Pierce misses 3-pt shot from 27 ft
0:38.0,Defensive rebound by M. Leonard,,15-29,,
0:32.0,A. Crabbe makes 3-pt shot from 24 ft (assist by M. Harkless),3,18-29,,
0:10.0,,,18-29,,P. Pierce misses 2-pt shot from 15 ft
0:09.0,Defensive rebound by D. Lillard,,18-29,,
0:03.0,D. Lillard misses 3-pt shot from 30 ft,,18-29,,
0:00.0,Offensive rebound by Team,,18-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,C. McCollum misses 3-pt shot from 25 ft,,18-29,,
11:44.0,Offensive rebound by M. Harkless,,18-29,,
11:43.0,Shooting foul by J. Smith (drawn by E. Davis),,18-29,,
11:43.0,E. Davis makes free throw 1 of 2,1,19-29,,
11:43.0,E. Davis makes free throw 2 of 2,1,20-29,,
11:24.0,,,20-29,,A. Rivers misses 2-pt shot from 3 ft
11:23.0,Defensive rebound by M. Leonard,,20-29,,
11:05.0,C. McCollum misses 2-pt shot from 17 ft,,20-29,,
11:04.0,,,20-29,,Defensive rebound by L. Stephenson
10:58.0,,,20-31,2,J. Smith makes 2-pt shot from 3 ft (assist by L. Stephenson)
10:42.0,C. McCollum misses 2-pt shot from 1 ft (block by A. Rivers),,20-31,,
10:41.0,,,20-31,,Defensive rebound by L. Stephenson
10:31.0,,,20-31,,P. Pierce misses 2-pt shot from 2 ft (block by E. Davis)
10:29.0,Defensive rebound by E. Davis,,20-31,,
10:26.0,,,20-31,,Personal block foul by J. Smith (drawn by C. McCollum)
10:26.0,A. Aminu enters the game for M. Leonard,,20-31,,
10:15.0,A. Aminu misses 2-pt shot from 21 ft,,20-31,,
10:14.0,Offensive rebound by E. Davis,,20-31,,
10:09.0,C. McCollum misses 2-pt shot from 2 ft,,20-31,,
10:08.0,,,20-31,,Defensive rebound by L. Stephenson
10:02.0,,,20-31,,J. Smith misses 2-pt shot from 2 ft (block by M. Harkless)
10:00.0,Defensive rebound by A. Aminu,,20-31,,
9:55.0,,,20-31,,Personal take foul by P. Pierce (drawn by A. Aminu)
9:55.0,M. Plumlee enters the game for E. Davis,,20-31,,
9:45.0,A. Crabbe misses 2-pt shot from 21 ft,,20-31,,
9:45.0,,,20-31,,Defensive rebound by L. Stephenson
9:38.0,,,20-31,,J. Crawford misses 3-pt shot from 25 ft
9:38.0,Defensive rebound by M. Plumlee,,20-31,,
9:25.0,M. Plumlee misses 2-pt shot from 4 ft,,20-31,,
9:25.0,Offensive rebound by M. Plumlee,,20-31,,
9:25.0,Shooting foul by P. Pierce (drawn by M. Plumlee),,20-31,,
9:25.0,M. Plumlee misses free throw 1 of 2,,20-31,,
9:25.0,Offensive rebound by Team,,20-31,,
9:25.0,M. Plumlee makes free throw 2 of 2,1,21-31,,
9:18.0,Personal foul by A. Crabbe (drawn by J. Crawford),,21-31,,
9:18.0,G. Henderson enters the game for A. Crabbe,,21-31,,
9:12.0,,,21-31,,J. Crawford misses 2-pt shot from 13 ft
9:11.0,Defensive rebound by M. Harkless,,21-31,,
9:05.0,M. Harkless misses 2-pt shot from 2 ft,,21-31,,
9:04.0,,,21-31,,Defensive rebound by J. Smith
8:51.0,,,21-34,3,J. Smith makes 3-pt shot from 26 ft (assist by L. Stephenson)
8:36.0,M. Plumlee misses 2-pt shot from 5 ft,,21-34,,
8:36.0,Offensive rebound by Team,,21-34,,
8:36.0,,,21-34,,Loose ball foul by A. Rivers (drawn by C. McCollum)
8:36.0,Official timeout,,21-34,,
8:36.0,C. McCollum makes free throw 1 of 2,1,22-34,,
8:36.0,C. McCollum makes free throw 2 of 2,1,23-34,,
8:27.0,,,23-34,,Shooting foul by C. McCollum (drawn by J. Crawford)
8:27.0,,,23-34,,J. Crawford misses free throw 1 of 2
8:27.0,,,23-34,,Offensive rebound by Team
8:27.0,,,23-35,1,J. Crawford makes free throw 2 of 2
8:12.0,M. Harkless makes 2-pt shot from 3 ft,2,25-35,,
7:58.0,,,25-35,,Turnover by A. Rivers (bad pass; steal by C. McCollum)
7:54.0,,,25-35,,Violation by J. Smith (def goaltending)
7:54.0,C. McCollum makes 2-pt shot from 2 ft,2,27-35,,
7:37.0,,,27-35,,P. Pierce misses 2-pt shot from 4 ft
7:35.0,Defensive rebound by A. Aminu,,27-35,,
7:29.0,C. McCollum misses 2-pt shot from 3 ft (block by J. Smith),,27-35,,
7:28.0,Offensive rebound by M. Plumlee,,27-35,,
7:28.0,M. Plumlee makes 2-pt shot from 2 ft,2,29-35,,
7:28.0,,,29-35,,LA Clippers full timeout
7:28.0,,,29-35,,C. Paul enters the game for J. Crawford
7:28.0,,,29-35,,J. Redick enters the game for J. Smith
7:28.0,,,29-35,,D. Jordan enters the game for L. Stephenson
7:28.0,,,29-35,,B. Griffin enters the game for A. Rivers
7:28.0,,,29-35,,L. Mbah a Moute enters the game for P. Pierce
7:19.0,,,29-35,,Turnover by C. Paul (bad pass; steal by M. Plumlee)
7:13.0,M. Harkless makes 3-pt shot from 25 ft (assist by C. McCollum),3,32-35,,
6:53.0,Personal foul by G. Henderson (drawn by J. Redick),,32-35,,
6:47.0,,,32-35,,C. Paul misses 2-pt shot from 15 ft
6:47.0,,,32-35,,Offensive rebound by D. Jordan
6:41.0,Violation by C. McCollum (kicked ball),,32-35,,
6:35.0,,,32-35,,B. Griffin misses 2-pt shot from 3 ft
6:33.0,Defensive rebound by M. Plumlee,,32-35,,
6:28.0,A. Aminu misses 2-pt shot from 2 ft,,32-35,,
6:27.0,,,32-35,,Defensive rebound by B. Griffin
6:25.0,,,32-35,,Turnover by B. Griffin (lost ball; steal by M. Plumlee)
6:20.0,A. Aminu makes 2-pt shot from 2 ft,2,34-35,,
6:08.0,,,34-35,,J. Redick misses 2-pt shot from 17 ft
6:08.0,Defensive rebound by M. Plumlee,,34-35,,
5:58.0,C. McCollum misses 2-pt shot from 17 ft,,34-35,,
5:58.0,,,34-35,,Defensive rebound by D. Jordan
5:46.0,,,34-35,,C. Paul misses 2-pt shot from 3 ft
5:46.0,Defensive rebound by C. McCollum,,34-35,,
5:33.0,G. Henderson makes 2-pt shot from 17 ft (assist by C. McCollum),2,36-35,,
5:29.0,Personal foul by A. Aminu (drawn by B. Griffin),,36-35,,
5:24.0,,,36-35,,J. Redick misses 2-pt shot from 21 ft
5:23.0,Defensive rebound by G. Henderson,,36-35,,
5:13.0,M. Harkless makes 2-pt shot from 20 ft (assist by G. Henderson),2,38-35,,
5:01.0,Personal foul by C. McCollum (drawn by C. Paul),,38-35,,
5:01.0,,,38-36,1,C. Paul makes free throw 1 of 2
5:01.0,D. Lillard enters the game for C. McCollum,,38-36,,
5:01.0,,,38-37,1,C. Paul makes free throw 2 of 2
4:41.0,M. Harkless makes 2-pt shot at rim (assist by M. Plumlee),2,40-37,,
4:30.0,,,40-37,,C. Paul misses 2-pt shot from 11 ft
4:27.0,Defensive rebound by M. Plumlee,,40-37,,
4:23.0,Turnover by M. Harkless (bad pass),,40-37,,
4:10.0,,,40-37,,B. Griffin misses 2-pt shot from 18 ft
4:09.0,,,40-37,,Offensive rebound by D. Jordan
4:06.0,,,40-37,,D. Jordan misses 2-pt shot from 4 ft
4:06.0,Defensive rebound by Team,,40-37,,
3:51.0,Turnover by M. Plumlee (lost ball),,40-37,,
3:51.0,,,40-37,,W. Johnson enters the game for L. Mbah a Moute
3:40.0,,,40-37,,C. Paul misses 2-pt shot from 11 ft
3:39.0,Defensive rebound by M. Plumlee,,40-37,,
3:34.0,,,40-37,,Personal foul by W. Johnson (drawn by M. Harkless)
3:34.0,M. Harkless makes free throw 1 of 2,1,41-37,,
3:34.0,M. Harkless makes free throw 2 of 2,1,42-37,,
3:34.0,Personal take foul by G. Henderson (drawn by D. Jordan),,42-37,,
3:34.0,,,42-37,,D. Jordan misses free throw 1 of 2
3:34.0,,,42-37,,Offensive rebound by Team
3:34.0,,,42-38,1,D. Jordan makes free throw 2 of 2
3:16.0,G. Henderson misses 2-pt shot from 18 ft,,42-38,,
3:16.0,Offensive rebound by A. Aminu,,42-38,,
3:14.0,Shooting foul by D. Jordan (drawn by A. Aminu),,42-38,,
3:14.0,A. Aminu misses free throw 1 of 2,,42-38,,
3:14.0,Offensive rebound by Team,,42-38,,
3:14.0,A. Aminu misses free throw 2 of 2,,42-38,,
3:13.0,,,42-38,,Defensive rebound by D. Jordan
3:12.0,Personal foul by M. Harkless (drawn by D. Jordan),,42-38,,
3:12.0,Portland full timeout,,42-38,,
3:12.0,,,42-39,1,D. Jordan makes free throw 1 of 2
3:12.0,,,42-39,,D. Jordan misses free throw 2 of 2
3:10.0,Defensive rebound by A. Aminu,,42-39,,
2:47.0,A. Aminu misses 3-pt shot from 26 ft,,42-39,,
2:46.0,,,42-39,,Defensive rebound by B. Griffin
2:29.0,,,42-41,2,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul)
2:11.0,A. Aminu misses 3-pt shot from 26 ft,,42-41,,
2:10.0,,,42-41,,Defensive rebound by D. Jordan
1:50.0,,,42-41,,Shooting foul by D. Lillard (drawn by B. Griffin)
1:50.0,,,42-41,,B. Griffin misses free throw 1 of 2
1:50.0,,,42-41,,Offensive rebound by Team
1:50.0,C. McCollum enters the game for D. Lillard,,42-41,,
1:50.0,,,42-42,1,B. Griffin makes free throw 2 of 2
1:34.0,A. Aminu makes 2-pt shot at rim (assist by C. McCollum),2,44-42,,
1:20.0,,,44-42,,B. Griffin misses 2-pt shot from 18 ft
1:19.0,Defensive rebound by G. Henderson,,44-42,,
1:06.0,Turnover by C. McCollum (bad pass; steal by C. Paul),,44-42,,
1:03.0,,,44-42,,Shooting foul by G. Henderson (drawn by B. Griffin)
1:03.0,,,44-43,1,B. Griffin makes free throw 1 of 2
1:03.0,,,44-44,1,B. Griffin makes free throw 2 of 2
0:52.0,M. Harkless misses 3-pt shot from 24 ft,,44-44,,
0:52.0,,,44-44,,Defensive rebound by C. Paul
0:50.0,,,44-44,,Turnover by C. Paul (lost ball; steal by M. Harkless)
0:45.0,M. Plumlee makes 2-pt shot from 1 ft (assist by A. Aminu),2,46-44,,
0:37.0,Away from play foul by M. Harkless (drawn by D. Jordan),,46-44,,
0:37.0,,,46-47,3,W. Johnson makes 3-pt shot from 24 ft (assist by C. Paul)
0:37.0,,,46-47,,D. Jordan misses free throw 1 of 1
0:36.0,,,46-47,,Offensive rebound by Team
0:36.0,Loose ball foul by M. Plumlee (drawn by B. Griffin),,46-47,,
0:36.0,,,46-48,1,B. Griffin makes free throw 1 of 2
0:36.0,E. Davis enters the game for M. Plumlee,,46-48,,
0:36.0,,,46-48,,L. Mbah a Moute enters the game for J. Redick
0:36.0,,,46-48,,A. Rivers enters the game for W. Johnson
0:36.0,,,46-49,1,B. Griffin makes free throw 2 of 2
0:24.0,Turnover by M. Harkless (bad pass; steal by A. Rivers),,46-49,,
0:20.0,,,46-49,,Turnover by B. Griffin (lost ball; steal by M. Harkless)
0:02.0,C. McCollum makes 3-pt shot from 28 ft,3,49-49,,
0:00.0,,,49-49,,C. Paul misses 3-pt shot from 51 ft
0:00.0,,,49-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:32.0,M. Plumlee makes 2-pt shot from 3 ft (assist by C. McCollum),2,51-49,,
11:14.0,,,51-51,2,B. Griffin makes 2-pt shot from 20 ft (assist by J. Redick)
10:52.0,Turnover by M. Plumlee (bad pass),,51-51,,
10:40.0,,,51-51,,J. Redick misses 2-pt shot from 17 ft
10:39.0,,,51-51,,Offensive rebound by L. Mbah a Moute
10:26.0,,,51-53,2,B. Griffin makes 2-pt shot from 4 ft
10:13.0,,,51-53,,Personal foul by J. Redick (drawn by M. Plumlee)
10:13.0,A. Crabbe enters the game for D. Lillard,,51-53,,
10:12.0,Turnover by C. McCollum (step out of bounds),,51-53,,
9:53.0,,,51-53,,J. Redick misses 2-pt shot from 16 ft
9:52.0,,,51-53,,Offensive rebound by D. Jordan
9:46.0,,,51-53,,C. Paul misses 2-pt shot from 15 ft
9:46.0,,,51-53,,Offensive rebound by C. Paul
9:42.0,,,51-53,,Shooting foul by N. Vonleh (drawn by D. Jordan)
9:42.0,,,51-53,,D. Jordan misses free throw 1 of 2
9:42.0,,,51-53,,Offensive rebound by Team
9:42.0,,,51-54,1,D. Jordan makes free throw 2 of 2
9:25.0,A. Aminu misses 2-pt shot from 5 ft,,51-54,,
9:25.0,,,51-54,,Defensive rebound by Team
9:25.0,Loose ball foul by N. Vonleh (drawn by B. Griffin),,51-54,,
9:06.0,,,51-54,,B. Griffin misses 2-pt shot from 17 ft
9:05.0,Defensive rebound by A. Aminu,,51-54,,
8:52.0,A. Aminu misses 3-pt shot from 28 ft,,51-54,,
8:52.0,,,51-54,,Defensive rebound by D. Jordan
8:33.0,,,51-56,2,C. Paul makes 2-pt shot from 17 ft (assist by B. Griffin)
8:21.0,Shooting foul by B. Griffin (drawn by M. Plumlee),,51-56,,
8:21.0,M. Plumlee makes free throw 1 of 2,1,52-56,,
8:21.0,M. Plumlee makes free throw 2 of 2,1,53-56,,
8:08.0,,,53-56,,C. Paul misses 2-pt shot from 19 ft
8:07.0,,,53-56,,Offensive rebound by L. Mbah a Moute
8:04.0,,,53-58,2,L. Mbah a Moute makes 2-pt shot from 2 ft
7:52.0,C. McCollum misses 3-pt shot from 25 ft,,53-58,,
7:51.0,,,53-58,,Defensive rebound by D. Jordan
7:38.0,,,53-58,,L. Mbah a Moute misses 3-pt shot from 26 ft
7:38.0,Defensive rebound by M. Plumlee,,53-58,,
7:32.0,A. Crabbe makes 2-pt shot from 18 ft (assist by A. Aminu),2,55-58,,
7:09.0,,,55-58,,B. Griffin misses 2-pt shot from 19 ft
7:09.0,,,55-58,,Offensive rebound by L. Mbah a Moute
7:03.0,,,55-61,3,J. Redick makes 3-pt shot from 25 ft (assist by D. Jordan)
6:52.0,Shooting foul by D. Jordan (drawn by M. Plumlee),,55-61,,
6:52.0,M. Plumlee misses free throw 1 of 2,,55-61,,
6:52.0,Offensive rebound by Team,,55-61,,
6:52.0,M. Plumlee makes free throw 2 of 2,1,56-61,,
6:42.0,,,56-61,,J. Redick misses 3-pt shot from 24 ft
6:42.0,Defensive rebound by C. McCollum,,56-61,,
6:35.0,Turnover by M. Plumlee (bad pass; steal by C. Paul),,56-61,,
6:30.0,,,56-61,,Shooting foul by N. Vonleh (drawn by C. Paul)
6:30.0,,,56-62,1,C. Paul makes free throw 1 of 2
6:30.0,M. Leonard enters the game for N. Vonleh,,56-62,,
6:30.0,,,56-63,1,C. Paul makes free throw 2 of 2
6:19.0,C. McCollum makes 2-pt shot from 2 ft,2,58-63,,
6:17.0,,,58-63,,Turnover by C. Paul (bad pass)
6:08.0,Turnover by C. McCollum (traveling),,58-63,,
6:00.0,Personal foul by C. McCollum (drawn by J. Redick),,58-63,,
5:50.0,,,58-63,,J. Redick misses 3-pt shot from 24 ft
5:49.0,,,58-63,,Offensive rebound by D. Jordan
5:34.0,,,58-65,2,B. Griffin makes 2-pt shot from 21 ft (assist by J. Redick)
5:17.0,A. Crabbe misses 2-pt shot from 19 ft,,58-65,,
5:17.0,,,58-65,,Defensive rebound by D. Jordan
5:11.0,,,58-65,,LA Clippers full timeout
5:11.0,,,58-65,,A. Rivers enters the game for C. Paul
5:11.0,E. Davis enters the game for M. Plumlee,,58-65,,
5:11.0,Personal take foul by M. Leonard (drawn by D. Jordan),,58-65,,
5:11.0,,,58-65,,D. Jordan misses free throw 1 of 2
5:11.0,,,58-65,,Offensive rebound by Team
5:11.0,,,58-65,,D. Jordan misses free throw 2 of 2
5:10.0,Defensive rebound by E. Davis,,58-65,,
4:56.0,A. Crabbe misses 3-pt shot from 25 ft,,58-65,,
4:55.0,Offensive rebound by M. Leonard,,58-65,,
4:45.0,E. Davis misses 2-pt shot from 2 ft,,58-65,,
4:45.0,,,58-65,,Defensive rebound by B. Griffin
4:36.0,,,58-67,2,A. Rivers makes 2-pt shot from 2 ft (assist by B. Griffin)
4:12.0,A. Aminu misses 3-pt shot from 24 ft,,58-67,,
4:11.0,,,58-67,,Defensive rebound by L. Mbah a Moute
4:01.0,,,58-67,,A. Rivers misses 3-pt shot from 25 ft
4:01.0,Defensive rebound by E. Davis,,58-67,,
3:40.0,A. Aminu misses 3-pt shot from 23 ft,,58-67,,
3:39.0,Offensive rebound by A. Aminu,,58-67,,
3:38.0,Turnover by A. Aminu (lost ball),,58-67,,
3:38.0,,,58-67,,J. Crawford enters the game for J. Redick
3:38.0,M. Harkless enters the game for C. McCollum,,58-67,,
3:38.0,T. Frazier enters the game for A. Aminu,,58-67,,
3:38.0,Personal take foul by T. Frazier (drawn by D. Jordan),,58-67,,
3:38.0,,,58-67,,D. Jordan misses free throw 1 of 2
3:38.0,,,58-67,,Offensive rebound by Team
3:38.0,,,58-67,,L. Stephenson enters the game for L. Mbah a Moute
3:38.0,,,58-67,,D. Jordan misses free throw 2 of 2
3:36.0,Defensive rebound by M. Leonard,,58-67,,
3:24.0,M. Leonard misses 3-pt shot from 25 ft,,58-67,,
3:24.0,,,58-67,,Defensive rebound by B. Griffin
3:20.0,Personal take foul by M. Leonard (drawn by D. Jordan),,58-67,,
3:20.0,,,58-67,,D. Jordan misses free throw 1 of 2
3:20.0,,,58-67,,Offensive rebound by Team
3:20.0,,,58-67,,D. Jordan misses free throw 2 of 2
3:19.0,Defensive rebound by T. Frazier,,58-67,,
3:10.0,,,58-67,,Personal foul by B. Griffin (drawn by M. Leonard)
3:10.0,,,58-67,,J. Smith enters the game for D. Jordan
3:02.0,,,58-67,,Personal foul by B. Griffin (drawn by M. Leonard)
3:02.0,M. Leonard makes free throw 1 of 2,1,59-67,,
3:02.0,M. Leonard makes free throw 2 of 2,1,60-67,,
2:57.0,Personal foul by T. Frazier (drawn by J. Crawford),,60-67,,
2:57.0,Portland full timeout,,60-67,,
2:57.0,,,60-68,1,J. Crawford makes free throw 1 of 2
2:57.0,,,60-69,1,J. Crawford makes free throw 2 of 2
2:43.0,M. Leonard misses 2-pt shot from 9 ft,,60-69,,
2:43.0,,,60-69,,Defensive rebound by B. Griffin
2:25.0,,,60-69,,J. Crawford misses 2-pt shot from 22 ft
2:25.0,Defensive rebound by T. Frazier,,60-69,,
2:16.0,M. Leonard misses 3-pt shot from 26 ft,,60-69,,
2:12.0,Offensive rebound by E. Davis,,60-69,,
2:08.0,E. Davis makes 2-pt shot from 2 ft,2,62-69,,
1:53.0,,,62-69,,J. Crawford misses 2-pt shot from 18 ft
1:51.0,Defensive rebound by E. Davis,,62-69,,
1:46.0,E. Davis makes 2-pt shot from 2 ft (assist by T. Frazier),2,64-69,,
1:46.0,Shooting foul by J. Smith (drawn by E. Davis),,64-69,,
1:46.0,,,64-69,,P. Pierce enters the game for B. Griffin
1:46.0,C. McCollum enters the game for A. Crabbe,,64-69,,
1:46.0,E. Davis misses free throw 1 of 1,,64-69,,
1:45.0,,,64-69,,Defensive rebound by P. Pierce
1:29.0,,,64-71,2,J. Crawford makes 2-pt shot from 1 ft (assist by L. Stephenson)
1:22.0,Turnover by T. Frazier (bad pass),,64-71,,
1:12.0,,,64-71,,Shooting foul by E. Davis (drawn by J. Smith)
1:12.0,,,64-71,,J. Smith misses free throw 1 of 2
1:12.0,,,64-71,,Offensive rebound by Team
1:12.0,,,64-71,,J. Smith misses free throw 2 of 2
1:12.0,Defensive rebound by M. Leonard,,64-71,,
0:48.0,C. McCollum misses 3-pt shot from 25 ft,,64-71,,
0:47.0,,,64-71,,Defensive rebound by L. Stephenson
0:34.0,,,64-74,3,P. Pierce makes 3-pt shot from 26 ft (assist by J. Crawford)
0:22.0,T. Frazier misses 3-pt shot from 25 ft,,64-74,,
0:21.0,,,64-74,,Defensive rebound by L. Stephenson
0:03.0,,,64-74,,J. Crawford misses 2-pt shot from 19 ft
0:00.0,Defensive rebound by C. McCollum,,64-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,64-74,,Turnover by Team (back court)
11:11.0,M. Harkless makes 2-pt shot from 2 ft,2,66-74,,
