time,Orlando,pts.away,score,pts.home,Indiana
6:40.0,,,15-15,,I. Mahinmi misses 2-pt shot from 2 ft
6:39.0,Defensive rebound by V. Oladipo,,15-15,,
6:31.0,A. Gordon misses 3-pt shot from 23 ft,,15-15,,
6:30.0,Offensive rebound by N. Vucevic,,15-15,,
6:30.0,N. Vucevic misses 2-pt shot from 1 ft,,15-15,,
6:29.0,,,15-15,,Defensive rebound by P. George
6:22.0,,,15-17,2,P. George makes 2-pt shot from 15 ft
6:08.0,N. Vucevic misses 2-pt shot from 20 ft,,15-17,,
6:07.0,Offensive rebound by A. Gordon,,15-17,,
5:52.0,E. Payton misses 2-pt shot from 1 ft,,15-17,,
5:51.0,Offensive rebound by E. Payton,,15-17,,
5:51.0,E. Payton makes 2-pt shot from 1 ft,2,17-17,,
5:30.0,,,17-17,,M. Turner misses 2-pt shot from 12 ft (block by N. Vucevic)
5:29.0,Defensive rebound by N. Vucevic,,17-17,,
5:24.0,E. Fournier makes 2-pt shot at rim (assist by A. Gordon),2,19-17,,
5:23.0,,,19-17,,Indiana full timeout
5:11.0,,,19-19,2,M. Ellis makes 2-pt shot from 1 ft (assist by I. Mahinmi)
4:53.0,E. Fournier makes 2-pt shot from 1 ft,2,21-19,,
4:53.0,,,21-19,,Violation by M. Turner (def goaltending)
4:40.0,,,21-19,,Turnover by M. Turner (lost ball; steal by A. Gordon)
4:35.0,A. Gordon misses 2-pt shot at rim,,21-19,,
4:34.0,Offensive rebound by V. Oladipo,,21-19,,
4:34.0,V. Oladipo makes 2-pt shot at rim,2,23-19,,
4:17.0,,,23-19,,G. Hill misses 3-pt shot from 23 ft
4:16.0,Defensive rebound by A. Gordon,,23-19,,
4:03.0,E. Fournier misses 3-pt shot from 24 ft,,23-19,,
4:02.0,,,23-19,,Defensive rebound by I. Mahinmi
4:00.0,Personal block foul by E. Fournier,,23-19,,
4:00.0,,,23-19,,L. Allen enters the game for M. Turner
3:44.0,,,23-19,,Turnover by M. Ellis (lost ball; steal by V. Oladipo)
3:40.0,V. Oladipo makes 2-pt shot at rim (assist by E. Payton),2,25-19,,
3:17.0,,,25-21,2,P. George makes 2-pt shot from 16 ft
3:01.0,N. Vucevic makes 2-pt shot from 1 ft (assist by V. Oladipo),2,27-21,,
2:55.0,Shooting block foul by V. Oladipo (drawn by M. Ellis),,27-21,,
2:55.0,Orlando full timeout,,27-21,,
2:55.0,,,27-21,,T. Lawson enters the game for G. Hill
2:55.0,,,27-22,1,M. Ellis makes free throw 1 of 2
2:55.0,,,27-23,1,M. Ellis makes free throw 2 of 2
2:45.0,Turnover by E. Payton (lost ball; steal by I. Mahinmi),,27-23,,
2:39.0,,,27-26,3,P. George makes 3-pt shot from 26 ft
2:18.0,Turnover by A. Gordon (lost ball; steal by P. George),,27-26,,
2:13.0,,,27-26,,M. Ellis misses 2-pt shot at rim
2:12.0,,,27-26,,Offensive rebound by L. Allen
2:12.0,,,27-26,,L. Allen misses 2-pt shot at rim
2:11.0,,,27-26,,Offensive rebound by L. Allen
2:09.0,,,27-26,,L. Allen misses 2-pt shot at rim
2:09.0,Defensive rebound by V. Oladipo,,27-26,,
2:00.0,N. Vucevic makes 2-pt shot from 17 ft (assist by E. Payton),2,29-26,,
1:39.0,,,29-26,,P. George misses 2-pt shot from 15 ft
1:37.0,,,29-26,,Offensive rebound by L. Allen
1:33.0,,,29-26,,P. George misses 3-pt shot from 23 ft
1:33.0,Defensive rebound by E. Payton,,29-26,,
1:26.0,A. Gordon makes 2-pt shot at rim (assist by E. Payton),2,31-26,,
1:03.0,,,31-28,2,I. Mahinmi makes 2-pt shot from 1 ft
0:55.0,E. Payton misses 2-pt shot from 7 ft (block by T. Lawson),,31-28,,
0:52.0,,,31-28,,Defensive rebound by I. Mahinmi
0:45.0,,,31-28,,T. Lawson misses 2-pt shot from 10 ft
0:43.0,,,31-28,,Offensive rebound by M. Ellis
0:42.0,,,31-28,,Turnover by M. Ellis (bad pass)
0:42.0,,,31-28,,J. Hill enters the game for I. Mahinmi
0:42.0,,,31-28,,R. Stuckey enters the game for M. Ellis
0:42.0,M. Hezonja enters the game for E. Fournier,,31-28,,
0:42.0,B. Jennings enters the game for A. Gordon,,31-28,,
0:42.0,A. Nicholson enters the game for E. Payton,,31-28,,
0:31.0,V. Oladipo misses 2-pt shot from 16 ft,,31-28,,
0:31.0,,,31-28,,Defensive rebound by P. George
0:23.0,,,31-28,,P. George misses 2-pt shot from 12 ft
0:22.0,Defensive rebound by N. Vucevic,,31-28,,
0:06.0,,,31-28,,Personal take foul by T. Lawson
0:02.0,N. Vucevic makes 2-pt shot from 18 ft (assist by V. Oladipo),2,33-28,,
0:00.0,,,33-28,,T. Lawson misses 3-pt shot from 49 ft
0:00.0,,,33-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,33-28,,C. Miles misses 2-pt shot from 22 ft
11:38.0,Defensive rebound by C. Watson,,33-28,,
11:23.0,M. Hezonja misses 2-pt shot from 1 ft,,33-28,,
11:23.0,,,33-28,,Defensive rebound by T. Lawson
11:07.0,,,33-30,2,J. Hill makes 2-pt shot from 8 ft
10:51.0,A. Nicholson misses 3-pt shot from 26 ft,,33-30,,
10:50.0,,,33-30,,Defensive rebound by J. Hill
10:42.0,,,33-33,3,C. Miles makes 3-pt shot from 27 ft (assist by T. Lawson)
10:23.0,Offensive charge foul by M. Hezonja,,33-33,,
10:23.0,Turnover by M. Hezonja (offensive foul),,33-33,,
10:23.0,J. Smith enters the game for N. Vucevic,,33-33,,
10:02.0,,,33-33,,T. Lawson misses 2-pt shot from 1 ft (block by A. Nicholson)
10:01.0,Defensive rebound by J. Smith,,33-33,,
9:55.0,A. Nicholson makes 2-pt shot from 6 ft,2,35-33,,
9:40.0,,,35-33,,J. Hill misses 2-pt shot from 14 ft
9:40.0,Defensive rebound by A. Nicholson,,35-33,,
9:31.0,B. Jennings misses 2-pt shot from 18 ft,,35-33,,
9:30.0,,,35-33,,Defensive rebound by L. Allen
9:18.0,,,35-33,,L. Allen misses 2-pt shot from 1 ft
9:18.0,,,35-33,,Offensive rebound by L. Allen
9:16.0,,,35-35,2,L. Allen makes 2-pt shot at rim
8:53.0,J. Smith makes 2-pt shot from 20 ft (assist by B. Jennings),2,37-35,,
8:38.0,,,37-35,,Turnover by R. Stuckey (bad pass)
8:38.0,Official timeout,,37-35,,
8:38.0,E. Fournier enters the game for M. Hezonja,,37-35,,
8:25.0,J. Smith misses 2-pt shot from 16 ft,,37-35,,
8:24.0,,,37-35,,Defensive rebound by L. Allen
8:12.0,,,37-37,2,L. Allen makes 2-pt shot from 19 ft (assist by R. Stuckey)
7:57.0,Shooting foul by L. Allen (drawn by A. Nicholson),,37-37,,
7:57.0,A. Nicholson makes 2-pt shot at rim (assist by B. Jennings),2,39-37,,
7:57.0,A. Nicholson makes free throw 1 of 1,1,40-37,,
7:47.0,,,40-37,,Turnover by T. Lawson (lost ball; steal by E. Fournier)
7:44.0,Shooting foul by C. Miles (drawn by E. Fournier),,40-37,,
7:44.0,E. Fournier makes free throw 1 of 2,1,41-37,,
7:44.0,E. Fournier makes free throw 2 of 2,1,42-37,,
7:25.0,,,42-39,2,J. Hill makes 2-pt shot at rim (assist by L. Allen)
7:08.0,J. Smith misses 2-pt shot from 20 ft,,42-39,,
7:07.0,Offensive rebound by A. Nicholson,,42-39,,
7:02.0,C. Watson misses 3-pt shot from 26 ft,,42-39,,
7:01.0,Offensive rebound by J. Smith,,42-39,,
6:59.0,J. Smith makes 2-pt shot at rim,2,44-39,,
6:59.0,,,44-39,,Indiana full timeout
6:59.0,,,44-39,,I. Mahinmi enters the game for L. Allen
6:59.0,,,44-39,,M. Turner enters the game for J. Hill
6:42.0,,,44-39,,I. Mahinmi misses 2-pt shot at rim (block by B. Jennings)
6:41.0,Defensive rebound by A. Nicholson,,44-39,,
6:31.0,J. Smith makes 2-pt shot from 20 ft (assist by B. Jennings),2,46-39,,
6:11.0,,,46-39,,C. Miles misses 3-pt shot from 26 ft
6:09.0,Defensive rebound by Team,,46-39,,
5:57.0,J. Smith misses 2-pt shot from 19 ft,,46-39,,
5:56.0,,,46-39,,Defensive rebound by T. Lawson
5:46.0,,,46-41,2,M. Turner makes 2-pt shot from 1 ft (assist by I. Mahinmi)
5:30.0,C. Watson misses 2-pt shot from 1 ft,,46-41,,
5:29.0,,,46-41,,Defensive rebound by I. Mahinmi
5:19.0,,,46-41,,M. Turner misses 2-pt shot from 10 ft
5:18.0,Defensive rebound by B. Jennings,,46-41,,
5:10.0,B. Jennings makes 2-pt shot from 4 ft,2,48-41,,
5:10.0,Shooting foul by R. Stuckey (drawn by B. Jennings),,48-41,,
5:10.0,V. Oladipo enters the game for C. Watson,,48-41,,
5:10.0,D. Dedmon enters the game for J. Smith,,48-41,,
5:10.0,B. Jennings misses free throw 1 of 1,,48-41,,
5:10.0,,,48-41,,Defensive rebound by I. Mahinmi
4:56.0,,,48-41,,Offensive charge foul by R. Stuckey
4:56.0,,,48-41,,Turnover by R. Stuckey (offensive foul)
4:56.0,,,48-41,,M. Ellis enters the game for R. Stuckey
4:56.0,,,48-41,,G. Hill enters the game for T. Lawson
4:42.0,A. Nicholson makes 2-pt shot at rim,2,50-41,,
4:31.0,,,50-41,,M. Turner misses 2-pt shot from 15 ft
4:30.0,Defensive rebound by A. Nicholson,,50-41,,
4:23.0,B. Jennings misses 3-pt shot from 26 ft,,50-41,,
4:22.0,,,50-41,,Defensive rebound by C. Miles
4:08.0,,,50-41,,M. Ellis misses 2-pt shot from 19 ft
4:07.0,Defensive rebound by D. Dedmon,,50-41,,
4:03.0,Orlando full timeout,,50-41,,
4:03.0,E. Payton enters the game for B. Jennings,,50-41,,
4:03.0,,,50-41,,P. George enters the game for C. Miles
3:51.0,E. Fournier makes 3-pt shot from 27 ft (assist by A. Nicholson),3,53-41,,
3:33.0,,,53-41,,G. Hill misses 3-pt shot from 23 ft
3:32.0,,,53-41,,Offensive rebound by G. Hill
3:26.0,,,53-43,2,G. Hill makes 2-pt shot at rim
3:02.0,A. Nicholson misses 2-pt shot from 11 ft,,53-43,,
3:01.0,Offensive rebound by V. Oladipo,,53-43,,
2:55.0,E. Payton makes 2-pt shot from 4 ft,2,55-43,,
2:39.0,,,55-46,3,G. Hill makes 3-pt shot from 27 ft (assist by P. George)
2:22.0,V. Oladipo misses 2-pt shot from 1 ft,,55-46,,
2:22.0,,,55-46,,Defensive rebound by M. Turner
2:17.0,,,55-46,,Turnover by P. George (traveling)
2:17.0,A. Gordon enters the game for A. Nicholson,,55-46,,
2:02.0,A. Gordon misses 2-pt shot from 14 ft,,55-46,,
2:02.0,Offensive rebound by D. Dedmon,,55-46,,
2:00.0,D. Dedmon misses 2-pt shot at rim,,55-46,,
1:59.0,Offensive rebound by D. Dedmon,,55-46,,
1:59.0,D. Dedmon makes 2-pt shot at rim,2,57-46,,
1:43.0,,,57-46,,P. George misses 3-pt shot from 27 ft
1:42.0,Defensive rebound by Team,,57-46,,
1:24.0,Turnover by D. Dedmon (3 sec),,57-46,,
1:05.0,,,57-48,2,I. Mahinmi makes 2-pt shot at rim (assist by P. George)
1:05.0,,,57-48,,Shooting foul by D. Dedmon (drawn by I. Mahinmi)
1:05.0,N. Vucevic enters the game for D. Dedmon,,57-48,,
1:05.0,,,57-49,1,I. Mahinmi makes free throw 1 of 1
0:45.0,E. Fournier misses 2-pt shot from 9 ft,,57-49,,
0:43.0,,,57-49,,Defensive rebound by M. Turner
0:35.0,,,57-51,2,M. Ellis makes 2-pt shot from 1 ft
0:30.0,E. Payton misses 2-pt shot from 20 ft,,57-51,,
0:29.0,,,57-51,,Defensive rebound by M. Turner
0:18.0,,,57-51,,M. Turner misses 2-pt shot from 19 ft
0:17.0,Defensive rebound by A. Gordon,,57-51,,
0:05.0,,,57-51,,Personal take foul by G. Hill
0:00.0,E. Payton misses 2-pt shot from 13 ft (block by M. Ellis),,57-51,,
0:00.0,Offensive rebound by Team,,57-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,57-51,,P. George misses 3-pt shot from 23 ft
11:42.0,Defensive rebound by D. Dedmon,,57-51,,
11:32.0,Shooting foul by I. Mahinmi (drawn by D. Dedmon),,57-51,,
11:32.0,D. Dedmon makes free throw 1 of 2,1,58-51,,
11:32.0,D. Dedmon misses free throw 2 of 2,,58-51,,
11:32.0,,,58-51,,Defensive rebound by I. Mahinmi
11:07.0,,,58-51,,G. Hill misses 2-pt shot from 20 ft
11:06.0,Defensive rebound by V. Oladipo,,58-51,,
11:00.0,V. Oladipo misses 2-pt shot from 19 ft,,58-51,,
10:59.0,,,58-51,,Defensive rebound by P. George
10:53.0,Personal block foul by V. Oladipo,,58-51,,
10:44.0,,,58-51,,M. Turner misses 2-pt shot from 9 ft
10:43.0,Defensive rebound by D. Dedmon,,58-51,,
10:37.0,E. Payton makes 2-pt shot from 1 ft,2,60-51,,
10:20.0,,,60-51,,L. Allen enters the game for M. Turner
10:16.0,Personal foul by E. Fournier,,60-51,,
10:15.0,,,60-53,2,P. George makes 2-pt shot at rim (assist by M. Ellis)
10:01.0,D. Dedmon makes 2-pt shot at rim (assist by V. Oladipo),2,62-53,,
10:01.0,,,62-53,,Shooting block foul by I. Mahinmi (drawn by D. Dedmon)
10:01.0,D. Dedmon misses free throw 1 of 1,,62-53,,
10:01.0,,,62-53,,Defensive rebound by I. Mahinmi
9:46.0,,,62-53,,I. Mahinmi misses 2-pt shot at rim
9:44.0,,,62-53,,Offensive rebound by M. Ellis
9:44.0,,,62-55,2,M. Ellis makes 2-pt shot at rim
9:34.0,Turnover by E. Payton (lost ball; steal by P. George),,62-55,,
9:28.0,,,62-57,2,P. George makes 2-pt shot from 1 ft (assist by G. Hill)
9:07.0,A. Gordon misses 3-pt shot from 25 ft,,62-57,,
9:06.0,,,62-57,,Defensive rebound by G. Hill
9:02.0,,,62-57,,G. Hill misses 2-pt shot from 4 ft
9:01.0,,,62-57,,Offensive rebound by L. Allen
8:55.0,,,62-59,2,P. George makes 2-pt shot at rim (assist by I. Mahinmi)
8:55.0,Orlando full timeout,,62-59,,
8:43.0,Turnover by A. Gordon (lost ball; steal by L. Allen),,62-59,,
8:39.0,,,62-59,,Shooting foul by E. Fournier (drawn by G. Hill)
8:39.0,,,62-59,,G. Hill misses free throw 1 of 2
8:39.0,,,62-59,,Offensive rebound by Team
8:39.0,,,62-60,1,G. Hill makes free throw 2 of 2
8:21.0,Turnover by E. Fournier (lost ball; steal by G. Hill),,62-60,,
8:13.0,,,62-60,,Shooting foul by A. Gordon (drawn by P. George)
8:13.0,,,62-61,1,P. George makes free throw 1 of 2
8:13.0,,,62-62,1,P. George makes free throw 2 of 2
8:00.0,V. Oladipo makes 3-pt shot from 22 ft (assist by E. Payton),3,65-62,,
7:36.0,,,65-62,,M. Ellis misses 3-pt shot from 23 ft
7:35.0,,,65-62,,Offensive rebound by L. Allen
7:33.0,,,65-64,2,L. Allen makes 2-pt shot from 6 ft
7:16.0,E. Payton makes 2-pt shot from 1 ft,2,67-64,,
7:11.0,,,67-64,,Offensive charge foul by G. Hill
7:11.0,,,67-64,,Turnover by G. Hill (offensive foul)
6:56.0,E. Fournier makes 3-pt shot from 25 ft (assist by V. Oladipo),3,70-64,,
6:32.0,,,70-64,,L. Allen misses 2-pt shot from 19 ft
6:31.0,,,70-64,,Offensive rebound by M. Ellis
6:23.0,,,70-64,,P. George misses 2-pt shot at rim
6:22.0,,,70-64,,Offensive rebound by L. Allen
6:20.0,,,70-66,2,L. Allen makes 2-pt shot at rim
5:56.0,V. Oladipo misses 2-pt shot from 23 ft,,70-66,,
5:54.0,Offensive rebound by E. Payton,,70-66,,
5:54.0,E. Payton makes 2-pt shot at rim,2,72-66,,
5:54.0,,,72-66,,Indiana full timeout
5:54.0,N. Vucevic enters the game for A. Gordon,,72-66,,
5:54.0,A. Nicholson enters the game for D. Dedmon,,72-66,,
5:41.0,,,72-66,,Turnover by M. Ellis (bad pass)
5:26.0,A. Nicholson makes 2-pt shot at rim,2,74-66,,
5:10.0,,,74-66,,M. Ellis misses 3-pt shot from 25 ft
5:09.0,,,74-66,,Offensive rebound by L. Allen
5:09.0,Personal foul by A. Nicholson,,74-66,,
5:09.0,,,74-66,,L. Allen misses free throw 1 of 2
5:09.0,,,74-66,,Offensive rebound by Team
5:09.0,,,74-67,1,L. Allen makes free throw 2 of 2
4:50.0,A. Nicholson misses 3-pt shot from 26 ft,,74-67,,
4:47.0,,,74-67,,Defensive rebound by P. George
4:29.0,,,74-67,,Turnover by M. Ellis (lost ball; steal by V. Oladipo)
4:17.0,Turnover by E. Fournier (lost ball; steal by P. George),,74-67,,
4:13.0,,,74-67,,Turnover by M. Ellis (lost ball)
3:57.0,N. Vucevic makes 2-pt shot from 4 ft (assist by E. Fournier),2,76-67,,
3:39.0,,,76-69,2,P. George makes 2-pt shot from 1 ft
3:22.0,N. Vucevic makes 2-pt shot from 3 ft (assist by A. Nicholson),2,78-69,,
3:22.0,Shooting foul by P. George (drawn by N. Vucevic),,78-69,,
3:22.0,,,78-69,,T. Lawson enters the game for M. Ellis
3:22.0,,,78-69,,R. Stuckey enters the game for G. Hill
3:22.0,M. Hezonja enters the game for V. Oladipo,,78-69,,
3:22.0,N. Vucevic misses free throw 1 of 1,,78-69,,
3:22.0,,,78-69,,Defensive rebound by P. George
3:04.0,,,78-71,2,L. Allen makes 2-pt shot at rim (assist by P. George)
2:58.0,,,78-71,,Personal foul by T. Lawson
2:46.0,E. Fournier makes 3-pt shot from 25 ft (assist by N. Vucevic),3,81-71,,
2:33.0,,,81-71,,Offensive foul by I. Mahinmi
2:33.0,,,81-71,,Turnover by I. Mahinmi (offensive foul)
2:33.0,,,81-71,,J. Hill enters the game for I. Mahinmi
2:19.0,N. Vucevic makes 2-pt shot from 16 ft (assist by M. Hezonja),2,83-71,,
2:03.0,,,83-71,,P. George misses 2-pt shot from 19 ft
2:02.0,,,83-71,,Offensive rebound by J. Hill
2:01.0,,,83-71,,Shooting foul by A. Nicholson (drawn by J. Hill)
2:01.0,,,83-72,1,J. Hill makes free throw 1 of 2
2:01.0,B. Jennings enters the game for E. Payton,,83-72,,
2:01.0,,,83-73,1,J. Hill makes free throw 2 of 2
1:46.0,E. Fournier makes 2-pt shot at rim,2,85-73,,
1:39.0,,,85-75,2,P. George makes 2-pt shot from 23 ft
1:17.0,N. Vucevic makes 2-pt shot from 19 ft (assist by B. Jennings),2,87-75,,
1:05.0,,,87-77,2,P. George makes 2-pt shot from 16 ft
0:53.0,Turnover by M. Hezonja (lost ball; steal by L. Allen),,87-77,,
0:50.0,,,87-77,,Shooting foul by B. Jennings (drawn by P. George)
0:50.0,,,87-78,1,P. George makes free throw 1 of 2
0:50.0,,,87-79,1,P. George makes free throw 2 of 2
0:27.0,E. Fournier misses 3-pt shot from 26 ft,,87-79,,
0:26.0,,,87-79,,Defensive rebound by P. George
0:04.0,,,87-79,,Turnover by P. George (lost ball; steal by E. Fournier)
0:00.0,B. Jennings makes 2-pt shot from 16 ft,2,89-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,N. Vucevic makes 2-pt shot from 15 ft (assist by A. Nicholson),2,91-79,,
11:28.0,,,91-79,,Turnover by J. Hill (bad pass)
11:05.0,A. Nicholson misses 3-pt shot from 27 ft,,91-79,,
11:05.0,,,91-79,,Defensive rebound by Team
11:05.0,Loose ball foul by M. Hezonja,,91-79,,
10:49.0,,,91-79,,T. Lawson misses 3-pt shot from 24 ft
10:47.0,Defensive rebound by M. Hezonja,,91-79,,
10:42.0,V. Oladipo misses 2-pt shot from 19 ft,,91-79,,
10:41.0,,,91-79,,Defensive rebound by J. Hill
10:30.0,Personal foul by A. Nicholson,,91-79,,
10:30.0,,,91-79,,M. Turner enters the game for L. Allen
10:27.0,Personal foul by M. Hezonja,,91-79,,
10:22.0,,,91-79,,C. Miles misses 2-pt shot at rim (block by M. Hezonja)
10:21.0,,,91-79,,Offensive rebound by C. Miles
10:19.0,,,91-79,,C. Miles misses 2-pt shot from 1 ft (block by V. Oladipo)
10:18.0,Defensive rebound by M. Hezonja,,91-79,,
10:08.0,A. Nicholson misses 3-pt shot from 23 ft,,91-79,,
10:08.0,,,91-79,,Defensive rebound by T. Lawson
9:58.0,,,91-82,3,C. Miles makes 3-pt shot from 28 ft (assist by T. Lawson)
9:36.0,Shooting foul by R. Stuckey (drawn by V. Oladipo),,91-82,,
9:36.0,V. Oladipo makes free throw 1 of 2,1,92-82,,
9:36.0,V. Oladipo makes free throw 2 of 2,1,93-82,,
9:24.0,,,93-82,,M. Turner misses 2-pt shot from 12 ft
9:23.0,Defensive rebound by N. Vucevic,,93-82,,
9:12.0,N. Vucevic makes 2-pt shot at rim (assist by B. Jennings),2,95-82,,
9:11.0,,,95-82,,Indiana full timeout
9:11.0,,,95-82,,I. Mahinmi enters the game for J. Hill
9:00.0,,,95-85,3,C. Miles makes 3-pt shot from 24 ft (assist by T. Lawson)
8:40.0,Turnover by B. Jennings (lost ball; steal by T. Lawson),,95-85,,
8:34.0,,,95-85,,C. Miles misses 3-pt shot from 26 ft
8:34.0,Defensive rebound by M. Hezonja,,95-85,,
8:18.0,N. Vucevic makes 2-pt shot from 14 ft (assist by V. Oladipo),2,97-85,,
8:06.0,,,97-85,,Turnover by I. Mahinmi (bad pass)
8:06.0,,,97-85,,P. George enters the game for R. Stuckey
7:54.0,V. Oladipo makes 2-pt shot from 19 ft,2,99-85,,
7:41.0,,,99-87,2,T. Lawson makes 2-pt shot from 2 ft
7:23.0,V. Oladipo misses 2-pt shot from 1 ft (block by I. Mahinmi),,99-87,,
7:22.0,,,99-87,,Defensive rebound by M. Turner
7:09.0,,,99-87,,P. George misses 2-pt shot from 14 ft
7:08.0,Defensive rebound by N. Vucevic,,99-87,,
6:47.0,N. Vucevic misses 2-pt shot from 16 ft,,99-87,,
6:46.0,,,99-87,,Defensive rebound by T. Lawson
6:34.0,,,99-87,,C. Miles misses 2-pt shot from 8 ft
6:33.0,Defensive rebound by A. Nicholson,,99-87,,
6:28.0,Orlando full timeout,,99-87,,
6:28.0,E. Fournier enters the game for M. Hezonja,,99-87,,
6:28.0,E. Payton enters the game for B. Jennings,,99-87,,
6:28.0,,,99-87,,G. Hill enters the game for T. Lawson
6:28.0,,,99-87,,M. Ellis enters the game for C. Miles
6:17.0,V. Oladipo makes 3-pt shot from 27 ft,3,102-87,,
5:59.0,,,102-87,,M. Turner misses 2-pt shot from 18 ft
5:57.0,Defensive rebound by N. Vucevic,,102-87,,
5:45.0,V. Oladipo misses 2-pt shot from 13 ft,,102-87,,
5:44.0,,,102-87,,Defensive rebound by I. Mahinmi
5:32.0,,,102-87,,Shooting foul by N. Vucevic (drawn by I. Mahinmi)
5:32.0,,,102-87,,I. Mahinmi misses free throw 1 of 2
5:32.0,,,102-87,,Offensive rebound by Team
5:32.0,,,102-87,,I. Mahinmi misses free throw 2 of 2
5:32.0,Defensive rebound by E. Payton,,102-87,,
5:15.0,Turnover by N. Vucevic (lost ball; steal by I. Mahinmi),,102-87,,
5:09.0,,,102-87,,L. Allen enters the game for M. Turner
5:09.0,J. Smith enters the game for A. Nicholson,,102-87,,
5:04.0,,,102-87,,P. George misses 2-pt shot from 18 ft
5:03.0,Defensive rebound by E. Payton,,102-87,,
4:42.0,E. Fournier makes 2-pt shot from 4 ft,2,104-87,,
4:29.0,,,104-87,,G. Hill misses 2-pt shot from 6 ft
4:28.0,Defensive rebound by V. Oladipo,,104-87,,
4:13.0,V. Oladipo misses 3-pt shot from 25 ft,,104-87,,
4:12.0,,,104-87,,Defensive rebound by L. Allen
3:52.0,,,104-87,,M. Ellis misses 3-pt shot from 22 ft
3:51.0,Defensive rebound by E. Payton,,104-87,,
3:36.0,E. Fournier makes 2-pt shot from 1 ft (assist by J. Smith),2,106-87,,
3:36.0,,,106-87,,Indiana full timeout
3:36.0,,,106-87,,C. Miles enters the game for I. Mahinmi
3:36.0,,,106-87,,T. Lawson enters the game for M. Ellis
3:28.0,,,106-89,2,P. George makes 2-pt shot at rim (assist by L. Allen)
3:07.0,N. Vucevic makes 2-pt shot from 12 ft,2,108-89,,
