time,Boston,pts.away,score,pts.home,Philadelphia
4:59.0,,,46-34,,Shooting foul by A. Bradley (drawn by I. Canaan)
4:59.0,,,46-35,1,I. Canaan makes free throw 1 of 1
4:46.0,A. Johnson makes 2-pt shot from 1 ft (assist by M. Smart),2,48-35,,
4:27.0,,,48-35,,Shooting foul by A. Johnson (drawn by J. Grant)
4:27.0,,,48-36,1,J. Grant makes free throw 1 of 2
4:27.0,,,48-37,1,J. Grant makes free throw 2 of 2
4:11.0,M. Smart misses 3-pt shot from 23 ft,,48-37,,
4:10.0,Offensive rebound by Team,,48-37,,
4:10.0,K. Olynyk enters the game for A. Johnson,,48-37,,
4:10.0,E. Turner enters the game for M. Smart,,48-37,,
3:50.0,E. Turner misses 2-pt shot from 14 ft,,48-37,,
3:48.0,,,48-37,,Defensive rebound by N. Noel
3:30.0,,,48-37,,N. Noel misses 2-pt shot from 8 ft
3:28.0,Defensive rebound by K. Olynyk,,48-37,,
3:25.0,Turnover by I. Thomas (lost ball; steal by I. Canaan),,48-37,,
3:23.0,Personal foul by J. Sullinger,,48-37,,
3:23.0,,,48-37,,I. Smith misses free throw 1 of 2
3:23.0,,,48-37,,Offensive rebound by Team
3:23.0,,,48-38,1,I. Smith makes free throw 2 of 2
3:05.0,Turnover by E. Turner (lost ball; steal by N. Noel),,48-38,,
3:01.0,,,48-40,2,I. Canaan makes 2-pt shot from 1 ft (assist by N. Noel)
2:42.0,E. Turner makes 2-pt shot from 14 ft (assist by A. Bradley),2,50-40,,
2:23.0,,,50-40,,I. Smith misses 2-pt shot from 18 ft
2:21.0,Defensive rebound by J. Sullinger,,50-40,,
2:15.0,I. Thomas misses 3-pt shot from 26 ft,,50-40,,
2:13.0,,,50-40,,Defensive rebound by J. Grant
2:06.0,,,50-40,,I. Canaan misses 3-pt shot from 26 ft
2:06.0,Defensive rebound by Team,,50-40,,
2:06.0,Official timeout,,50-40,,
2:06.0,,,50-40,,E. Brand enters the game for N. Noel
2:06.0,,,50-40,,C. Landry enters the game for J. Grant
1:47.0,K. Olynyk misses 3-pt shot from 25 ft,,50-40,,
1:45.0,,,50-40,,Defensive rebound by I. Smith
1:36.0,,,50-42,2,H. Thompson makes 2-pt shot from 20 ft (assist by I. Smith)
1:24.0,Turnover by J. Sullinger (offensive foul),,50-42,,
1:24.0,Offensive charge foul by J. Sullinger,,50-42,,
1:06.0,,,50-42,,E. Brand misses 2-pt shot from 14 ft
1:04.0,Defensive rebound by I. Thomas,,50-42,,
0:52.0,A. Bradley makes 3-pt shot from 23 ft (assist by E. Turner),3,53-42,,
0:36.0,,,53-44,2,C. Landry makes 2-pt shot from 17 ft (assist by I. Smith)
0:30.0,I. Thomas misses 2-pt shot from 2 ft,,53-44,,
0:28.0,Offensive rebound by K. Olynyk,,53-44,,
0:08.0,Shooting foul by C. Landry (drawn by I. Thomas),,53-44,,
0:08.0,I. Thomas makes free throw 1 of 2,1,54-44,,
0:08.0,,,54-44,,N. Stauskas enters the game for E. Brand
0:08.0,M. Smart enters the game for K. Olynyk,,54-44,,
0:08.0,J. Mickey enters the game for J. Sullinger,,54-44,,
0:08.0,I. Thomas makes free throw 2 of 2,1,55-44,,
0:00.0,,,55-44,,I. Smith misses 2-pt shot from 14 ft
0:00.0,Defensive rebound by Team,,55-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,55-46,2,H. Thompson makes 2-pt shot from 3 ft (assist by N. Noel)
11:28.0,A. Bradley misses 2-pt shot from 21 ft,,55-46,,
11:26.0,,,55-46,,Defensive rebound by N. Noel
11:16.0,,,55-46,,N. Noel misses 2-pt shot from 15 ft
11:14.0,Defensive rebound by A. Johnson,,55-46,,
11:02.0,Shooting foul by I. Smith (drawn by I. Thomas),,55-46,,
11:02.0,I. Thomas makes free throw 1 of 2,1,56-46,,
11:02.0,I. Thomas makes free throw 2 of 2,1,57-46,,
10:53.0,,,57-48,2,J. Grant makes 2-pt shot at rim (assist by I. Canaan)
10:43.0,E. Turner makes 2-pt shot from 11 ft,2,59-48,,
10:20.0,,,59-48,,I. Smith misses 2-pt shot from 19 ft
10:18.0,Defensive rebound by E. Turner,,59-48,,
10:14.0,A. Johnson makes 2-pt shot at rim (assist by I. Thomas),2,61-48,,
9:57.0,,,61-48,,Shooting foul by J. Sullinger (drawn by J. Grant)
9:57.0,,,61-49,1,J. Grant makes free throw 1 of 2
9:57.0,,,61-50,1,J. Grant makes free throw 2 of 2
9:44.0,A. Johnson makes 2-pt shot from 2 ft (assist by I. Thomas),2,63-50,,
9:34.0,,,63-52,2,H. Thompson makes 2-pt shot from 3 ft (assist by J. Grant)
9:34.0,,,63-52,,Shooting foul by A. Johnson (drawn by H. Thompson)
9:34.0,,,63-53,1,H. Thompson makes free throw 1 of 1
9:25.0,,,63-53,,Personal block foul by J. Grant
9:19.0,I. Thomas makes 2-pt shot from 16 ft,2,65-53,,
9:01.0,,,65-53,,J. Grant misses 2-pt shot from 16 ft
8:59.0,Defensive rebound by E. Turner,,65-53,,
8:52.0,Shooting foul by N. Noel (drawn by J. Sullinger),,65-53,,
8:52.0,J. Sullinger misses free throw 1 of 2,,65-53,,
8:52.0,Offensive rebound by Team,,65-53,,
8:52.0,J. Sullinger makes free throw 2 of 2,1,66-53,,
8:39.0,,,66-55,2,H. Thompson makes 2-pt shot from 17 ft (assist by N. Noel)
8:24.0,I. Thomas misses 2-pt shot from 22 ft,,66-55,,
8:22.0,,,66-55,,Defensive rebound by I. Smith
8:12.0,,,66-57,2,J. Grant makes 2-pt shot from 1 ft (assist by I. Canaan)
8:11.0,Boston full timeout,,66-57,,
7:55.0,,,66-57,,Personal block foul by N. Noel
7:55.0,,,66-57,,C. Landry enters the game for N. Noel
7:48.0,J. Sullinger misses 2-pt shot from 1 ft,,66-57,,
7:46.0,Offensive rebound by J. Sullinger,,66-57,,
7:46.0,J. Sullinger makes 2-pt shot from 1 ft,2,68-57,,
7:28.0,,,68-57,,Turnover by I. Smith (lost ball; steal by A. Bradley)
7:25.0,I. Thomas makes 2-pt shot at rim (assist by A. Bradley),2,70-57,,
7:04.0,,,70-57,,Turnover by J. Grant (bad pass)
6:53.0,J. Sullinger misses 2-pt shot from 11 ft,,70-57,,
6:52.0,,,70-57,,Defensive rebound by H. Thompson
6:31.0,,,70-57,,C. Landry misses 2-pt shot from 2 ft
6:30.0,,,70-57,,Offensive rebound by C. Landry
6:30.0,,,70-57,,Shooting foul by J. Sullinger (drawn by C. Landry)
6:30.0,,,70-58,1,C. Landry makes free throw 1 of 2
6:30.0,K. Olynyk enters the game for A. Johnson,,70-58,,
6:30.0,,,70-59,1,C. Landry makes free throw 2 of 2
6:17.0,E. Turner makes 2-pt shot from 15 ft,2,72-59,,
6:03.0,,,72-59,,J. Grant misses 2-pt shot from 14 ft
6:01.0,,,72-59,,Offensive rebound by I. Canaan
6:01.0,,,72-59,,I. Canaan misses 2-pt shot from 2 ft
6:00.0,Defensive rebound by E. Turner,,72-59,,
5:49.0,E. Turner misses 2-pt shot from 12 ft,,72-59,,
5:47.0,,,72-59,,Defensive rebound by J. Grant
5:35.0,,,72-59,,Turnover by I. Canaan (lost ball; steal by J. Sullinger)
5:31.0,A. Bradley misses 2-pt shot from 1 ft (block by J. Grant),,72-59,,
5:28.0,,,72-59,,Defensive rebound by C. Landry
5:19.0,,,72-59,,J. Grant misses 2-pt shot from 10 ft
5:18.0,,,72-59,,Offensive rebound by J. Grant
5:17.0,,,72-59,,J. Grant misses 2-pt shot from 3 ft
5:16.0,,,72-59,,Offensive rebound by C. Landry
5:15.0,,,72-59,,C. Landry misses 2-pt shot from 2 ft
5:13.0,,,72-59,,Offensive rebound by C. Landry
5:12.0,,,72-61,2,C. Landry makes 2-pt shot from 1 ft
4:58.0,K. Olynyk makes 2-pt shot at rim (assist by E. Turner),2,74-61,,
4:52.0,,,74-63,2,I. Smith makes 2-pt shot from 1 ft
4:44.0,I. Thomas misses 3-pt shot from 24 ft,,74-63,,
4:41.0,,,74-63,,Defensive rebound by J. Grant
4:37.0,,,74-63,,Philadelphia full timeout
4:37.0,,,74-63,,E. Brand enters the game for J. Grant
4:37.0,,,74-63,,N. Stauskas enters the game for I. Canaan
4:37.0,M. Smart enters the game for A. Bradley,,74-63,,
4:23.0,,,74-63,,I. Smith misses 2-pt shot from 20 ft
4:21.0,Defensive rebound by J. Sullinger,,74-63,,
4:06.0,J. Sullinger misses 2-pt shot from 2 ft,,74-63,,
4:04.0,,,74-63,,Defensive rebound by N. Stauskas
3:58.0,,,74-65,2,I. Smith makes 2-pt shot from 5 ft
3:48.0,J. Sullinger makes 2-pt shot from 8 ft (assist by I. Thomas),2,76-65,,
3:35.0,,,76-67,2,I. Smith makes 2-pt shot from 7 ft
3:22.0,I. Thomas misses 2-pt shot from 19 ft,,76-67,,
3:20.0,,,76-67,,Defensive rebound by E. Brand
3:10.0,,,76-70,3,H. Thompson makes 3-pt shot from 25 ft (assist by N. Stauskas)
2:51.0,J. Sullinger makes 3-pt shot from 26 ft (assist by I. Thomas),3,79-70,,
2:36.0,,,79-72,2,C. Landry makes 2-pt shot from 1 ft (assist by I. Smith)
2:22.0,Shooting foul by E. Brand (drawn by I. Thomas),,79-72,,
2:22.0,I. Thomas makes free throw 1 of 2,1,80-72,,
2:22.0,,,80-72,,T. McConnell enters the game for I. Smith
2:22.0,,,80-72,,K. Marshall enters the game for H. Thompson
2:22.0,T. Rozier enters the game for E. Turner,,80-72,,
2:22.0,T. Zeller enters the game for J. Sullinger,,80-72,,
2:22.0,I. Thomas makes free throw 2 of 2,1,81-72,,
2:07.0,,,81-72,,C. Landry misses 2-pt shot from 15 ft
2:05.0,Defensive rebound by T. Zeller,,81-72,,
1:58.0,M. Smart makes 2-pt shot from 13 ft,2,83-72,,
1:48.0,,,83-74,2,K. Marshall makes 2-pt shot from 15 ft
1:37.0,K. Olynyk misses 2-pt shot from 5 ft,,83-74,,
1:35.0,,,83-74,,Defensive rebound by C. Landry
1:26.0,,,83-74,,E. Brand misses 2-pt shot from 15 ft
1:24.0,Defensive rebound by M. Smart,,83-74,,
1:20.0,I. Thomas makes 2-pt shot from 2 ft (assist by M. Smart),2,85-74,,
1:19.0,Violation by Team (jump ball),,85-74,,
0:59.0,,,85-77,3,T. McConnell makes 3-pt shot from 22 ft (assist by N. Stauskas)
0:47.0,I. Thomas misses 2-pt shot from 5 ft (block by T. McConnell),,85-77,,
0:47.0,Offensive rebound by Team,,85-77,,
0:40.0,M. Smart misses 3-pt shot from 27 ft,,85-77,,
0:39.0,Offensive rebound by T. Rozier,,85-77,,
0:32.0,K. Olynyk misses 3-pt shot from 26 ft,,85-77,,
0:30.0,,,85-77,,Defensive rebound by N. Stauskas
0:12.0,Personal foul by M. Smart,,85-77,,
0:03.0,,,85-79,2,T. McConnell makes 2-pt shot from 15 ft
0:01.0,I. Thomas makes 3-pt shot from 30 ft,3,88-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,K. Olynyk makes 2-pt shot from 18 ft (assist by T. Rozier),2,90-79,,
11:26.0,,,90-81,2,C. Landry makes 2-pt shot from 1 ft
11:20.0,Shooting foul by E. Brand (drawn by T. Zeller),,90-81,,
11:20.0,T. Zeller makes free throw 1 of 2,1,91-81,,
11:20.0,T. Zeller misses free throw 2 of 2,,91-81,,
11:19.0,,,91-81,,Defensive rebound by N. Stauskas
10:56.0,,,91-81,,C. Landry misses 2-pt shot from 10 ft
10:54.0,,,91-81,,Offensive rebound by Team
10:50.0,,,91-83,2,E. Brand makes 2-pt shot from 14 ft (assist by I. Smith)
10:29.0,K. Olynyk misses 3-pt shot from 25 ft,,91-83,,
10:29.0,Offensive rebound by T. Zeller,,91-83,,
10:29.0,,,91-83,,Loose ball foul by E. Brand
10:21.0,Turnover by K. Olynyk (traveling),,91-83,,
10:06.0,,,91-83,,Shooting foul by T. Rozier (drawn by C. Landry)
10:06.0,,,91-84,1,C. Landry makes free throw 1 of 2
10:06.0,A. Johnson enters the game for T. Zeller,,91-84,,
10:06.0,,,91-85,1,C. Landry makes free throw 2 of 2
9:55.0,A. Bradley misses 2-pt shot from 15 ft,,91-85,,
9:53.0,,,91-85,,Defensive rebound by N. Stauskas
9:46.0,,,91-85,,C. Landry misses 2-pt shot from 17 ft
9:44.0,Defensive rebound by M. Smart,,91-85,,
9:42.0,Turnover by M. Smart (bad pass),,91-85,,
9:20.0,,,91-87,2,C. Landry makes 2-pt shot at rim (assist by I. Smith)
9:08.0,M. Smart misses 2-pt shot from 5 ft (block by E. Brand),,91-87,,
9:08.0,E. Turner enters the game for T. Rozier,,91-87,,
9:08.0,J. Sullinger enters the game for K. Olynyk,,91-87,,
9:08.0,Jump ball: E. Brand vs. M. Smart (T. McConnell gains possession),,,,Jump ball: E. Brand vs. M. Smart (T. McConnell gains possession)
9:08.0,,,91-87,,Defensive rebound by Team
9:01.0,,,91-87,,I. Smith misses 3-pt shot from 25 ft
8:59.0,,,91-87,,Offensive rebound by C. Landry
8:53.0,,,91-87,,I. Smith misses 2-pt shot from 15 ft
8:51.0,Defensive rebound by M. Smart,,91-87,,
8:34.0,E. Turner makes 2-pt shot from 15 ft,2,93-87,,
8:26.0,,,93-87,,Philadelphia full timeout
8:26.0,,,93-87,,N. Noel enters the game for E. Brand
8:11.0,,,93-87,,N. Stauskas misses 3-pt shot from 26 ft
8:09.0,,,93-87,,Offensive rebound by N. Noel
8:08.0,,,93-87,,Shooting foul by A. Bradley (drawn by N. Noel)
8:08.0,,,93-87,,N. Noel misses free throw 1 of 2
8:08.0,,,93-87,,Offensive rebound by Team
8:08.0,,,93-87,,N. Noel misses free throw 2 of 2
8:07.0,Defensive rebound by E. Turner,,93-87,,
7:58.0,,,93-87,,Personal foul by T. McConnell
7:58.0,,,93-87,,I. Canaan enters the game for T. McConnell
7:58.0,,,93-87,,J. Grant enters the game for C. Landry
7:48.0,E. Turner misses 2-pt shot from 11 ft,,93-87,,
7:44.0,Offensive rebound by J. Sullinger,,93-87,,
7:36.0,Shooting foul by N. Noel (drawn by M. Smart),,93-87,,
7:36.0,M. Smart misses free throw 1 of 2,,93-87,,
7:36.0,Offensive rebound by Team,,93-87,,
7:36.0,M. Smart makes free throw 2 of 2,1,94-87,,
