time,Atlanta,pts.away,score,pts.home,Detroit
8:18.0,J. Teague misses 2-pt shot from 18 ft,,7-2,,
8:18.0,,,7-2,,Defensive rebound by A. Drummond
8:08.0,,,7-2,,Turnover by M. Morris (lost ball; steal by P. Millsap)
8:02.0,P. Millsap makes 2-pt shot at rim,2,9-2,,
7:47.0,,,9-2,,K. Caldwell-Pope misses 3-pt shot from 25 ft
7:46.0,Defensive rebound by K. Bazemore,,9-2,,
7:31.0,J. Teague makes 2-pt shot at rim (assist by P. Millsap),2,11-2,,
7:31.0,,,11-2,,Detroit full timeout
7:15.0,,,11-4,2,R. Jackson makes 2-pt shot from 10 ft (assist by T. Harris)
7:05.0,A. Horford misses 3-pt shot from 25 ft,,11-4,,
7:05.0,,,11-4,,Defensive rebound by R. Jackson
6:54.0,,,11-4,,Offensive charge foul by T. Harris
6:54.0,,,11-4,,Turnover by T. Harris (offensive foul)
6:54.0,D. Schroder enters the game for K. Korver,,11-4,,
6:54.0,K. Humphries enters the game for A. Horford,,11-4,,
6:35.0,P. Millsap misses 2-pt shot from 7 ft (block by T. Harris),,11-4,,
6:35.0,Offensive rebound by Team,,11-4,,
6:29.0,K. Humphries misses 2-pt shot at rim (block by A. Drummond),,11-4,,
6:29.0,Offensive rebound by Team,,11-4,,
6:29.0,Turnover by Team (shot clock),,11-4,,
6:13.0,,,11-4,,M. Morris misses 2-pt shot from 3 ft
6:13.0,Defensive rebound by P. Millsap,,11-4,,
6:05.0,Turnover by D. Schroder (lost ball; steal by K. Caldwell-Pope),,11-4,,
6:03.0,,,11-6,2,T. Harris makes 2-pt shot at rim (assist by K. Caldwell-Pope)
6:03.0,Atlanta full timeout,,11-6,,
5:44.0,D. Schroder misses 2-pt shot from 11 ft,,11-6,,
5:43.0,,,11-6,,Defensive rebound by A. Drummond
5:33.0,,,11-9,3,M. Morris makes 3-pt shot from 26 ft (assist by R. Jackson)
5:17.0,K. Bazemore makes 3-pt shot from 26 ft (assist by J. Teague),3,14-9,,
5:03.0,,,14-9,,T. Harris misses 2-pt shot from 4 ft (block by P. Millsap)
5:01.0,Defensive rebound by D. Schroder,,14-9,,
4:52.0,K. Bazemore makes 3-pt shot from 26 ft (assist by P. Millsap),3,17-9,,
4:30.0,,,17-9,,M. Morris misses 2-pt shot from 17 ft
4:29.0,Defensive rebound by D. Schroder,,17-9,,
4:19.0,K. Humphries makes 2-pt shot from 17 ft (assist by J. Teague),2,19-9,,
3:58.0,,,19-12,3,R. Jackson makes 3-pt shot from 24 ft (assist by T. Harris)
3:32.0,Shooting foul by K. Caldwell-Pope (drawn by J. Teague),,19-12,,
3:32.0,J. Teague makes free throw 1 of 2,1,20-12,,
3:32.0,,,20-12,,A. Tolliver enters the game for T. Harris
3:32.0,,,20-12,,S. Johnson enters the game for M. Morris
3:32.0,T. Hardaway enters the game for K. Bazemore,,20-12,,
3:32.0,K. Korver enters the game for D. Schroder,,20-12,,
3:32.0,J. Teague makes free throw 2 of 2,1,21-12,,
3:19.0,,,21-12,,Turnover by A. Tolliver (lost ball; steal by P. Millsap)
2:59.0,P. Millsap misses 3-pt shot from 25 ft,,21-12,,
2:58.0,,,21-12,,Defensive rebound by S. Johnson
2:39.0,,,21-14,2,S. Johnson makes 2-pt shot from 17 ft (assist by R. Jackson)
2:20.0,P. Millsap makes 2-pt shot at rim (assist by J. Teague),2,23-14,,
2:01.0,,,23-14,,A. Drummond misses 2-pt shot at rim
2:00.0,Defensive rebound by P. Millsap,,23-14,,
1:51.0,J. Teague misses 2-pt shot from 15 ft,,23-14,,
1:51.0,Offensive rebound by K. Humphries,,23-14,,
1:40.0,J. Teague misses 2-pt shot from 7 ft,,23-14,,
1:39.0,Offensive rebound by K. Humphries,,23-14,,
1:38.0,K. Humphries makes 2-pt shot from 1 ft,2,25-14,,
1:38.0,,,25-14,,Detroit full timeout
1:38.0,D. Schroder enters the game for J. Teague,,25-14,,
1:38.0,M. Scott enters the game for P. Millsap,,25-14,,
1:38.0,,,25-14,,S. Blake enters the game for A. Drummond
1:38.0,,,25-14,,A. Baynes enters the game for R. Jackson
1:22.0,,,25-14,,A. Tolliver misses 3-pt shot from 24 ft
1:22.0,,,25-14,,Offensive rebound by Team
1:17.0,,,25-14,,Turnover by S. Johnson (lost ball)
1:05.0,,,25-14,,Personal foul by K. Caldwell-Pope
1:05.0,,,25-14,,M. Morris enters the game for K. Caldwell-Pope
0:46.0,K. Humphries misses 3-pt shot from 26 ft,,25-14,,
0:46.0,,,25-14,,Defensive rebound by M. Morris
0:33.0,,,25-14,,M. Morris misses 2-pt shot from 5 ft
0:32.0,,,25-14,,Offensive rebound by S. Johnson
0:29.0,,,25-14,,A. Tolliver misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by D. Schroder,,25-14,,
0:25.0,D. Schroder makes 2-pt shot from 20 ft,2,27-14,,
0:14.0,,,27-14,,Shooting foul by D. Schroder (drawn by A. Baynes)
0:14.0,,,27-14,,A. Baynes misses free throw 1 of 2
0:14.0,,,27-14,,Offensive rebound by Team
0:14.0,A. Horford enters the game for K. Humphries,,27-14,,
0:14.0,,,27-15,1,A. Baynes makes free throw 2 of 2
0:01.0,T. Hardaway misses 3-pt shot from 25 ft,,27-15,,
0:00.0,Offensive rebound by Team,,27-15,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,A. Horford misses 2-pt shot from 9 ft,,27-15,,
11:38.0,Offensive rebound by M. Scott,,27-15,,
11:26.0,D. Schroder misses 2-pt shot at rim,,27-15,,
11:24.0,,,27-15,,Defensive rebound by S. Johnson
11:06.0,,,27-17,2,A. Baynes makes 2-pt shot from 12 ft (assist by M. Morris)
10:45.0,D. Schroder makes 3-pt shot from 26 ft (assist by A. Horford),3,30-17,,
10:24.0,,,30-17,,S. Johnson misses 3-pt shot from 24 ft
10:24.0,Defensive rebound by M. Scott,,30-17,,
10:14.0,A. Horford makes 2-pt shot at rim (assist by M. Scott),2,32-17,,
10:00.0,,,32-17,,Shooting foul by A. Horford (drawn by M. Morris)
10:00.0,,,32-17,,M. Morris misses free throw 1 of 2
10:00.0,,,32-17,,Offensive rebound by Team
10:00.0,,,32-17,,T. Harris enters the game for A. Tolliver
10:00.0,,,32-18,1,M. Morris makes free throw 2 of 2
9:49.0,T. Hardaway misses 2-pt shot from 1 ft (block by M. Morris),,32-18,,
9:48.0,,,32-18,,Defensive rebound by M. Morris
9:37.0,,,32-18,,M. Morris misses 2-pt shot from 13 ft
9:36.0,Defensive rebound by K. Korver,,32-18,,
9:31.0,T. Hardaway misses 2-pt shot from 16 ft,,32-18,,
9:31.0,,,32-18,,Defensive rebound by A. Baynes
9:20.0,,,32-18,,S. Johnson misses 3-pt shot from 23 ft
9:19.0,Defensive rebound by M. Scott,,32-18,,
9:05.0,D. Schroder misses 2-pt shot from 4 ft,,32-18,,
9:05.0,,,32-18,,Defensive rebound by Team
8:50.0,,,32-20,2,T. Harris makes 2-pt shot at rim (assist by S. Blake)
8:37.0,A. Horford makes 3-pt shot from 26 ft (assist by D. Schroder),3,35-20,,
8:20.0,,,35-22,2,A. Baynes makes 2-pt shot at rim (assist by S. Johnson)
8:06.0,M. Scott makes 3-pt shot from 26 ft (assist by D. Schroder),3,38-22,,
8:04.0,,,38-22,,Detroit full timeout
8:04.0,K. Bazemore enters the game for K. Korver,,38-22,,
7:59.0,Personal foul by T. Hardaway,,38-22,,
7:46.0,,,38-24,2,T. Harris makes 2-pt shot from 18 ft (assist by S. Blake)
7:25.0,K. Bazemore misses 3-pt shot from 28 ft,,38-24,,
7:25.0,,,38-24,,Defensive rebound by S. Blake
7:17.0,,,38-24,,S. Blake misses 3-pt shot from 26 ft
7:17.0,Defensive rebound by A. Horford,,38-24,,
7:05.0,D. Schroder misses 3-pt shot from 26 ft,,38-24,,
7:04.0,,,38-24,,Defensive rebound by M. Morris
7:00.0,,,38-24,,Turnover by S. Johnson (traveling)
7:00.0,J. Teague enters the game for A. Horford,,38-24,,
7:00.0,P. Millsap enters the game for T. Hardaway,,38-24,,
7:00.0,K. Humphries enters the game for M. Scott,,38-24,,
7:00.0,,,38-24,,A. Drummond enters the game for A. Baynes
7:00.0,,,38-24,,R. Jackson enters the game for S. Blake
6:44.0,Turnover by K. Bazemore (lost ball),,38-24,,
6:44.0,,,38-24,,K. Caldwell-Pope enters the game for S. Johnson
6:28.0,,,38-24,,R. Jackson misses 2-pt shot from 17 ft
6:28.0,,,38-24,,Offensive rebound by A. Drummond
6:28.0,Personal foul by K. Humphries,,38-24,,
6:14.0,,,38-24,,K. Caldwell-Pope misses 3-pt shot from 25 ft
6:13.0,Defensive rebound by K. Humphries,,38-24,,
5:53.0,D. Schroder misses 3-pt shot from 27 ft,,38-24,,
5:52.0,,,38-24,,Defensive rebound by A. Drummond
5:42.0,,,38-24,,K. Caldwell-Pope misses 2-pt shot from 5 ft
5:41.0,,,38-24,,Offensive rebound by A. Drummond
5:37.0,,,38-24,,A. Drummond misses 2-pt shot at rim (block by P. Millsap)
5:37.0,,,38-24,,Offensive rebound by A. Drummond
5:34.0,,,38-26,2,A. Drummond makes 2-pt shot from 1 ft
5:29.0,Shooting foul by T. Harris (drawn by J. Teague),,38-26,,
5:29.0,Official timeout,,38-26,,
5:29.0,K. Korver enters the game for D. Schroder,,38-26,,
5:29.0,J. Teague makes free throw 1 of 2,1,39-26,,
5:29.0,J. Teague makes free throw 2 of 2,1,40-26,,
5:16.0,,,40-28,2,A. Drummond makes 2-pt shot at rim (assist by T. Harris)
5:00.0,P. Millsap misses 2-pt shot from 15 ft,,40-28,,
4:59.0,,,40-28,,Defensive rebound by A. Drummond
4:48.0,,,40-31,3,R. Jackson makes 3-pt shot from 26 ft (assist by M. Morris)
4:26.0,K. Korver makes 2-pt shot from 19 ft (assist by P. Millsap),2,42-31,,
4:13.0,,,42-33,2,R. Jackson makes 2-pt shot from 5 ft
4:13.0,,,42-33,,Shooting foul by J. Teague (drawn by R. Jackson)
4:13.0,A. Horford enters the game for K. Humphries,,42-33,,
4:13.0,,,42-34,1,R. Jackson makes free throw 1 of 1
4:04.0,K. Korver makes 3-pt shot from 26 ft (assist by J. Teague),3,45-34,,
4:04.0,Shooting foul by K. Caldwell-Pope (drawn by K. Korver),,45-34,,
4:04.0,K. Humphries enters the game for A. Horford,,45-34,,
4:04.0,,,45-34,,S. Johnson enters the game for K. Caldwell-Pope
4:04.0,K. Korver makes free throw 1 of 1,1,46-34,,
4:03.0,Personal take foul by K. Humphries,,46-34,,
4:03.0,,,46-35,1,A. Drummond makes free throw 1 of 2
4:03.0,A. Horford enters the game for K. Humphries,,46-35,,
4:03.0,,,46-35,,A. Drummond misses free throw 2 of 2
4:02.0,Defensive rebound by Team,,46-35,,
3:48.0,J. Teague misses 2-pt shot from 1 ft (block by A. Drummond),,46-35,,
3:48.0,Offensive rebound by Team,,46-35,,
3:41.0,K. Korver misses 3-pt shot from 25 ft,,46-35,,
3:39.0,,,46-35,,Defensive rebound by A. Drummond
3:34.0,,,46-35,,A. Drummond misses 2-pt shot at rim (block by P. Millsap)
3:34.0,,,46-35,,Offensive rebound by Team
3:33.0,,,46-35,,Turnover by M. Morris (lost ball; steal by P. Millsap)
3:27.0,P. Millsap makes 2-pt shot at rim (assist by A. Horford),2,48-35,,
3:06.0,,,48-35,,T. Harris misses 3-pt shot from 24 ft
3:05.0,Defensive rebound by P. Millsap,,48-35,,
2:41.0,A. Horford misses 2-pt shot from 17 ft,,48-35,,
2:40.0,,,48-35,,Defensive rebound by M. Morris
2:28.0,,,48-35,,T. Harris misses 2-pt shot at rim
2:28.0,,,48-35,,Offensive rebound by A. Drummond
2:28.0,,,48-35,,Shooting foul by K. Korver (drawn by A. Drummond)
2:28.0,Atlanta full timeout,,48-35,,
2:28.0,,,48-35,,A. Tolliver enters the game for T. Harris
2:28.0,,,48-36,1,A. Drummond makes free throw 1 of 2
2:28.0,,,48-36,,A. Drummond misses free throw 2 of 2
2:27.0,Defensive rebound by K. Bazemore,,48-36,,
2:07.0,A. Horford misses 3-pt shot from 23 ft,,48-36,,
2:06.0,,,48-36,,Defensive rebound by A. Tolliver
1:53.0,,,48-36,,R. Jackson misses 2-pt shot from 16 ft
1:52.0,Defensive rebound by P. Millsap,,48-36,,
1:42.0,A. Horford makes 2-pt shot from 15 ft (assist by K. Bazemore),2,50-36,,
1:17.0,,,50-38,2,M. Morris makes 2-pt shot from 14 ft
1:03.0,A. Horford misses 3-pt shot from 25 ft,,50-38,,
1:02.0,,,50-38,,Defensive rebound by A. Tolliver
0:53.0,,,50-40,2,A. Drummond makes 2-pt shot at rim (assist by A. Tolliver)
0:48.0,,,50-40,,Personal foul by R. Jackson
0:48.0,T. Hardaway enters the game for K. Korver,,50-40,,
0:48.0,D. Schroder enters the game for J. Teague,,50-40,,
0:39.0,P. Millsap misses 2-pt shot from 6 ft,,50-40,,
0:39.0,,,50-40,,Defensive rebound by M. Morris
0:39.0,Loose ball foul by P. Millsap,,50-40,,
0:39.0,,,50-41,1,M. Morris makes free throw 1 of 2
0:39.0,,,50-42,1,M. Morris makes free throw 2 of 2
0:34.0,Shooting foul by R. Jackson (drawn by P. Millsap),,50-42,,
0:34.0,P. Millsap makes 2-pt shot from 9 ft (assist by D. Schroder),2,52-42,,
0:34.0,P. Millsap makes free throw 1 of 1,1,53-42,,
0:14.0,,,53-42,,A. Tolliver misses 3-pt shot from 23 ft (block by A. Horford)
0:14.0,Defensive rebound by P. Millsap,,53-42,,
0:01.0,P. Millsap makes 3-pt shot from 26 ft (assist by D. Schroder),3,56-42,,
0:01.0,,,56-42,,M. Morris misses 3-pt shot from 65 ft
0:00.0,,,56-42,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,Shooting foul by R. Jackson (drawn by P. Millsap),,56-42,,
11:51.0,P. Millsap makes free throw 1 of 2,1,57-42,,
11:51.0,P. Millsap makes free throw 2 of 2,1,58-42,,
11:27.0,,,58-42,,K. Caldwell-Pope misses 2-pt shot from 7 ft
11:27.0,,,58-42,,Offensive rebound by A. Drummond
11:25.0,,,58-44,2,A. Drummond makes 2-pt shot from 1 ft
11:15.0,J. Teague misses 2-pt shot at rim,,58-44,,
11:14.0,,,58-44,,Defensive rebound by T. Harris
11:06.0,,,58-44,,R. Jackson misses 2-pt shot at rim (block by P. Millsap)
11:06.0,Defensive rebound by K. Korver,,58-44,,
10:59.0,K. Bazemore makes 3-pt shot from 24 ft (assist by J. Teague),3,61-44,,
10:29.0,,,61-46,2,A. Drummond makes 2-pt shot at rim (assist by M. Morris)
10:17.0,J. Teague misses 2-pt shot from 2 ft,,61-46,,
10:16.0,,,61-46,,Defensive rebound by T. Harris
10:10.0,,,61-46,,Turnover by T. Harris (lost ball; steal by A. Horford)
10:05.0,A. Horford misses 3-pt shot from 25 ft,,61-46,,
10:04.0,,,61-46,,Defensive rebound by T. Harris
9:53.0,,,61-46,,T. Harris misses 2-pt shot from 5 ft
9:52.0,Defensive rebound by A. Horford,,61-46,,
9:45.0,A. Horford makes 2-pt shot at rim (assist by J. Teague),2,63-46,,
9:35.0,,,63-46,,Detroit full timeout
9:30.0,Personal foul by J. Teague,,63-46,,
9:16.0,,,63-46,,Shooting foul by P. Millsap (drawn by A. Drummond)
9:16.0,,,63-46,,A. Drummond misses free throw 1 of 2
9:16.0,,,63-46,,Offensive rebound by Team
9:16.0,,,63-47,1,A. Drummond makes free throw 2 of 2
8:56.0,J. Teague makes 3-pt shot from 25 ft (assist by A. Horford),3,66-47,,
8:38.0,,,66-50,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by M. Morris)
8:21.0,J. Teague misses 2-pt shot from 1 ft,,66-50,,
8:21.0,,,66-50,,Defensive rebound by K. Caldwell-Pope
8:14.0,,,66-50,,K. Caldwell-Pope misses 3-pt shot from 26 ft
8:14.0,Defensive rebound by P. Millsap,,66-50,,
8:08.0,K. Korver misses 3-pt shot from 27 ft,,66-50,,
8:08.0,,,66-50,,Defensive rebound by T. Harris
8:00.0,,,66-53,3,M. Morris makes 3-pt shot from 27 ft (assist by T. Harris)
7:40.0,K. Korver misses 3-pt shot from 26 ft,,66-53,,
7:40.0,,,66-53,,Defensive rebound by A. Drummond
7:31.0,,,66-55,2,T. Harris makes 2-pt shot at rim (assist by R. Jackson)
7:31.0,Atlanta full timeout,,66-55,,
7:31.0,D. Schroder enters the game for K. Korver,,66-55,,
7:17.0,P. Millsap makes 2-pt shot from 12 ft (assist by J. Teague),2,68-55,,
6:55.0,,,68-55,,Turnover by K. Caldwell-Pope (bad pass)
6:55.0,K. Humphries enters the game for A. Horford,,68-55,,
6:40.0,D. Schroder makes 2-pt shot at rim (assist by P. Millsap),2,70-55,,
6:21.0,,,70-57,2,T. Harris makes 2-pt shot from 13 ft (assist by R. Jackson)
6:05.0,Shooting foul by T. Harris (drawn by P. Millsap),,70-57,,
6:05.0,P. Millsap misses free throw 1 of 2,,70-57,,
6:05.0,Offensive rebound by Team,,70-57,,
6:05.0,P. Millsap makes free throw 2 of 2,1,71-57,,
5:51.0,,,71-57,,R. Jackson misses 3-pt shot from 25 ft
5:50.0,Defensive rebound by P. Millsap,,71-57,,
5:29.0,K. Humphries makes 2-pt shot at rim (assist by P. Millsap),2,73-57,,
5:05.0,,,73-59,2,T. Harris makes 2-pt shot from 19 ft (assist by R. Jackson)
4:52.0,P. Millsap misses 2-pt shot from 1 ft,,73-59,,
4:51.0,,,73-59,,Defensive rebound by A. Drummond
4:43.0,,,73-62,3,K. Caldwell-Pope makes 3-pt shot from 25 ft
4:27.0,P. Millsap makes 3-pt shot from 25 ft (assist by D. Schroder),3,76-62,,
4:07.0,,,76-62,,M. Morris misses 3-pt shot from 24 ft
4:06.0,Defensive rebound by J. Teague,,76-62,,
3:55.0,K. Humphries misses 3-pt shot from 25 ft,,76-62,,
3:55.0,,,76-62,,Defensive rebound by T. Harris
3:48.0,,,76-62,,Turnover by M. Morris (lost ball; steal by K. Bazemore)
3:43.0,J. Teague misses 3-pt shot from 25 ft,,76-62,,
3:43.0,Offensive rebound by Team,,76-62,,
3:43.0,,,76-62,,Personal foul by R. Jackson
3:43.0,T. Hardaway enters the game for J. Teague,,76-62,,
3:38.0,,,76-62,,S. Blake enters the game for M. Morris
3:38.0,,,76-62,,S. Johnson enters the game for R. Jackson
3:30.0,P. Millsap misses 2-pt shot at rim,,76-62,,
3:30.0,,,76-62,,Defensive rebound by T. Harris
3:21.0,,,76-62,,Shooting foul by T. Hardaway (drawn by K. Caldwell-Pope)
3:21.0,,,76-62,,K. Caldwell-Pope misses free throw 1 of 2
3:21.0,,,76-62,,Offensive rebound by Team
3:21.0,,,76-63,1,K. Caldwell-Pope makes free throw 2 of 2
3:14.0,Offensive foul by D. Schroder,,76-63,,
3:14.0,Turnover by D. Schroder (offensive foul),,76-63,,
3:14.0,,,76-63,,Technical foul by A. Drummond
3:14.0,T. Hardaway makes technical free throw,1,77-63,,
3:00.0,,,77-63,,S. Johnson misses 3-pt shot from 25 ft
3:00.0,,,77-63,,Offensive rebound by S. Blake
2:48.0,,,77-65,2,T. Harris makes 2-pt shot at rim (assist by S. Blake)
2:27.0,D. Schroder makes 2-pt shot from 15 ft,2,79-65,,
2:11.0,,,79-68,3,T. Harris makes 3-pt shot from 26 ft (assist by S. Blake)
1:55.0,T. Hardaway misses 3-pt shot from 25 ft,,79-68,,
1:54.0,,,79-68,,Defensive rebound by T. Harris
1:39.0,,,79-70,2,A. Drummond makes 2-pt shot from 7 ft
1:39.0,,,79-70,,Technical foul by S. Johnson
1:39.0,Technical foul by T. Hardaway,,79-70,,
1:39.0,A. Horford enters the game for P. Millsap,,79-70,,
1:39.0,M. Scott enters the game for K. Humphries,,79-70,,
1:21.0,K. Bazemore makes 2-pt shot at rim,2,81-70,,
1:00.0,,,81-72,2,T. Harris makes 2-pt shot from 6 ft
0:47.0,D. Schroder misses 2-pt shot from 13 ft,,81-72,,
0:46.0,,,81-72,,Defensive rebound by A. Drummond
0:42.0,Personal take foul by M. Scott,,81-72,,
0:42.0,,,81-72,,A. Baynes enters the game for A. Drummond
0:24.0,,,81-74,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by T. Harris)
0:08.0,D. Schroder makes 2-pt shot at rim,2,83-74,,
0:02.0,,,83-74,,Turnover by S. Blake (back court)
0:02.0,K. Korver enters the game for K. Bazemore,,83-74,,
0:01.0,T. Hardaway misses 3-pt shot from 28 ft,,83-74,,
0:00.0,Offensive rebound by Team,,83-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,83-74,,K. Caldwell-Pope misses 2-pt shot from 4 ft
11:45.0,Defensive rebound by M. Scott,,83-74,,
11:29.0,D. Schroder misses 2-pt shot from 10 ft,,83-74,,
11:27.0,,,83-74,,Defensive rebound by S. Blake
11:22.0,,,83-74,,K. Caldwell-Pope misses 3-pt shot from 26 ft
11:22.0,,,83-74,,Offensive rebound by S. Johnson
11:22.0,,,83-74,,Shooting foul by K. Korver (drawn by S. Johnson)
11:22.0,,,83-75,1,S. Johnson makes free throw 1 of 2
11:22.0,,,83-76,1,S. Johnson makes free throw 2 of 2
11:05.0,M. Scott makes 3-pt shot from 26 ft (assist by D. Schroder),3,86-76,,
10:49.0,,,86-76,,S. Blake misses 2-pt shot from 18 ft
10:48.0,Defensive rebound by K. Korver,,86-76,,
10:40.0,Turnover by D. Schroder (lost ball; steal by S. Blake),,86-76,,
10:34.0,,,86-76,,K. Caldwell-Pope misses 3-pt shot from 26 ft
10:34.0,Defensive rebound by Team,,86-76,,
10:34.0,,,86-76,,Personal foul by S. Blake
10:34.0,,,86-76,,A. Tolliver enters the game for T. Harris
10:34.0,,,86-76,,M. Morris enters the game for K. Caldwell-Pope
10:19.0,D. Schroder misses 2-pt shot from 10 ft,,86-76,,
10:18.0,,,86-76,,Defensive rebound by A. Baynes
10:07.0,,,86-76,,S. Blake misses 3-pt shot from 25 ft
10:07.0,,,86-76,,Offensive rebound by Team
10:07.0,Loose ball foul by A. Horford,,86-76,,
9:47.0,,,86-78,2,S. Blake makes 2-pt shot from 13 ft
9:28.0,A. Horford makes 2-pt shot at rim (assist by D. Schroder),2,88-78,,
9:19.0,,,88-78,,Shooting foul by D. Schroder (drawn by S. Blake)
9:19.0,,,88-78,,S. Blake misses free throw 1 of 2
9:19.0,,,88-78,,Offensive rebound by Team
9:19.0,J. Teague enters the game for D. Schroder,,88-78,,
9:19.0,,,88-79,1,S. Blake makes free throw 2 of 2
9:03.0,K. Korver makes 2-pt shot from 18 ft (assist by M. Scott),2,90-79,,
8:49.0,,,90-79,,S. Johnson misses 2-pt shot from 10 ft
8:47.0,Defensive rebound by A. Horford,,90-79,,
8:42.0,M. Scott makes 2-pt shot at rim (assist by T. Hardaway),2,92-79,,
8:33.0,,,92-79,,Detroit full timeout
8:33.0,,,92-79,,R. Jackson enters the game for A. Baynes
8:33.0,,,92-79,,A. Drummond enters the game for S. Blake
8:16.0,,,92-79,,R. Jackson misses 2-pt shot from 5 ft
8:15.0,Defensive rebound by J. Teague,,92-79,,
8:07.0,Shooting foul by A. Tolliver (drawn by M. Scott),,92-79,,
8:07.0,M. Scott makes free throw 1 of 2,1,93-79,,
8:07.0,M. Scott makes free throw 2 of 2,1,94-79,,
7:52.0,,,94-79,,Shooting foul by K. Korver (drawn by M. Morris)
7:52.0,,,94-80,1,M. Morris makes free throw 1 of 2
7:52.0,,,94-81,1,M. Morris makes free throw 2 of 2
7:29.0,M. Scott misses 3-pt shot from 23 ft,,94-81,,
7:28.0,,,94-81,,Defensive rebound by A. Tolliver
7:18.0,,,94-81,,A. Tolliver misses 3-pt shot from 26 ft (block by A. Horford)
7:17.0,Defensive rebound by M. Scott,,94-81,,
7:10.0,M. Scott misses 3-pt shot from 25 ft,,94-81,,
7:10.0,Offensive rebound by A. Horford,,94-81,,
7:07.0,A. Horford misses 2-pt shot at rim,,94-81,,
7:06.0,,,94-81,,Defensive rebound by A. Drummond
6:47.0,,,94-81,,R. Jackson misses 2-pt shot from 17 ft
6:47.0,Defensive rebound by A. Horford,,94-81,,
6:39.0,A. Horford misses 2-pt shot from 19 ft,,94-81,,
6:38.0,,,94-81,,Defensive rebound by S. Johnson
6:27.0,,,94-81,,Shooting foul by M. Scott (drawn by A. Drummond)
6:27.0,,,94-83,2,A. Drummond makes 2-pt shot at rim (assist by M. Morris)
6:27.0,K. Humphries enters the game for A. Horford,,94-83,,
6:27.0,P. Millsap enters the game for M. Scott,,94-83,,
6:27.0,,,94-83,,K. Caldwell-Pope enters the game for A. Tolliver
6:27.0,,,94-83,,T. Harris enters the game for S. Johnson
6:27.0,K. Bazemore enters the game for T. Hardaway,,94-83,,
6:27.0,Violation by K. Bazemore (lane),,94-83,,
6:27.0,,,94-83,,A. Drummond misses free throw 1 of 1
6:26.0,Defensive rebound by K. Bazemore,,94-83,,
6:01.0,K. Bazemore makes 2-pt shot at rim,2,96-83,,
5:46.0,,,96-83,,R. Jackson misses 2-pt shot from 8 ft
5:46.0,,,96-83,,Offensive rebound by Team
5:46.0,Official timeout,,96-83,,
5:46.0,,,96-83,,A. Baynes enters the game for A. Drummond
5:32.0,,,96-83,,T. Harris misses 2-pt shot at rim
5:31.0,,,96-83,,Offensive rebound by T. Harris
5:29.0,,,96-83,,T. Harris misses 2-pt shot from 2 ft
5:28.0,Defensive rebound by K. Humphries,,96-83,,
5:21.0,A. Horford enters the game for P. Millsap,,96-83,,
5:06.0,A. Horford makes 2-pt shot from 20 ft (assist by K. Bazemore),2,98-83,,
4:51.0,,,98-83,,M. Morris misses 2-pt shot at rim
