time,Golden State,pts.away,score,pts.home,Cleveland
6:02.0,S. Curry misses 3-pt shot from 26 ft,,4-15,,
6:02.0,,,4-15,,Defensive rebound by Team
5:40.0,,,4-17,2,R. Jefferson makes 2-pt shot from 12 ft (assist by K. Irving)
5:25.0,K. Thompson misses 3-pt shot from 23 ft,,4-17,,
5:24.0,Offensive rebound by A. Bogut,,4-17,,
5:16.0,Turnover by D. Green (traveling),,4-17,,
5:02.0,,,4-19,2,L. James makes 2-pt shot at rim
4:43.0,D. Green makes 2-pt shot from 16 ft,2,6-19,,
4:30.0,,,6-21,2,K. Irving makes 2-pt shot from 20 ft
4:18.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,8-21,,
4:18.0,,,8-21,,Cleveland full timeout
4:18.0,,,8-21,,I. Shumpert enters the game for R. Jefferson
4:18.0,F. Ezeli enters the game for A. Bogut,,8-21,,
4:18.0,S. Livingston enters the game for K. Thompson,,8-21,,
3:54.0,,,8-21,,J. Smith misses 3-pt shot from 25 ft
3:54.0,Defensive rebound by S. Livingston,,8-21,,
3:25.0,D. Green misses 3-pt shot from 26 ft,,8-21,,
3:24.0,,,8-21,,Defensive rebound by T. Thompson
3:12.0,,,8-23,2,K. Irving makes 2-pt shot from 18 ft
2:45.0,A. Iguodala makes 2-pt shot from 16 ft (assist by D. Green),2,10-23,,
2:33.0,Personal foul by S. Curry,,10-23,,
2:33.0,,,10-23,,T. Mozgov enters the game for T. Thompson
2:33.0,,,10-23,,C. Frye enters the game for L. James
2:33.0,H. Barnes enters the game for D. Green,,10-23,,
2:25.0,Personal foul by S. Curry,,10-23,,
2:25.0,K. Thompson enters the game for S. Curry,,10-23,,
2:14.0,,,10-25,2,K. Irving makes 2-pt shot from 13 ft
1:55.0,F. Ezeli misses 2-pt shot at rim,,10-25,,
1:55.0,,,10-25,,Defensive rebound by J. Smith
1:46.0,,,10-27,2,J. Smith makes 2-pt shot from 3 ft
1:37.0,Offensive foul by S. Livingston,,10-27,,
1:37.0,Turnover by S. Livingston (offensive foul),,10-27,,
1:30.0,M. Speights enters the game for F. Ezeli,,10-27,,
1:22.0,,,10-30,3,K. Irving makes 3-pt shot from 24 ft
1:12.0,,,10-30,,Personal foul by K. Irving
1:06.0,M. Speights makes 3-pt shot from 25 ft (assist by S. Livingston),3,13-30,,
0:50.0,,,13-33,3,K. Irving makes 3-pt shot from 27 ft
0:42.0,M. Speights misses 3-pt shot from 25 ft,,13-33,,
0:41.0,Offensive rebound by Team,,13-33,,
0:41.0,,,13-33,,Loose ball foul by C. Frye
0:41.0,H. Barnes makes free throw 1 of 2,1,14-33,,
0:41.0,,,14-33,,L. James enters the game for J. Smith
0:41.0,H. Barnes misses free throw 2 of 2,,14-33,,
0:40.0,,,14-33,,Defensive rebound by I. Shumpert
0:34.0,,,14-33,,Offensive foul by T. Mozgov
0:34.0,,,14-33,,Turnover by T. Mozgov (offensive foul)
0:34.0,S. Curry enters the game for K. Thompson,,14-33,,
0:34.0,,,14-33,,R. Jefferson enters the game for T. Mozgov
0:25.0,S. Curry misses 3-pt shot from 27 ft,,14-33,,
0:25.0,,,14-33,,Defensive rebound by L. James
0:05.0,,,14-33,,Turnover by I. Shumpert (lost ball)
0:05.0,,,14-33,,M. Dellavedova enters the game for K. Irving
0:00.0,H. Barnes makes 2-pt shot from 11 ft,2,16-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,16-33,,L. James misses 2-pt shot from 1 ft
11:47.0,Defensive rebound by S. Livingston,,16-33,,
11:29.0,D. Green misses 3-pt shot from 25 ft,,16-33,,
11:28.0,,,16-33,,Defensive rebound by I. Shumpert
11:24.0,,,16-33,,I. Shumpert misses 2-pt shot at rim (block by L. Barbosa)
11:22.0,Defensive rebound by D. Green,,16-33,,
11:15.0,S. Livingston misses 2-pt shot from 14 ft,,16-33,,
11:14.0,,,16-33,,Defensive rebound by I. Shumpert
11:07.0,,,16-33,,I. Shumpert misses 2-pt shot from 18 ft
11:01.0,Defensive rebound by H. Barnes,,16-33,,
10:46.0,H. Barnes makes 2-pt shot from 16 ft (assist by L. Barbosa),2,18-33,,
10:27.0,,,18-33,,Turnover by L. James (lost ball; steal by L. Barbosa)
10:20.0,D. Green makes 2-pt shot at rim (assist by S. Livingston),2,20-33,,
10:20.0,,,20-33,,Cleveland full timeout
10:20.0,,,20-33,,K. Irving enters the game for I. Shumpert
10:01.0,,,20-33,,K. Irving misses 3-pt shot from 27 ft
10:00.0,Defensive rebound by D. Green,,20-33,,
9:45.0,Shooting foul by C. Frye (drawn by H. Barnes),,20-33,,
9:45.0,H. Barnes makes 2-pt shot from 5 ft,2,22-33,,
9:45.0,,,22-33,,T. Thompson enters the game for C. Frye
9:45.0,H. Barnes makes free throw 1 of 1,1,23-33,,
9:31.0,Personal foul by D. Green,,23-33,,
9:19.0,,,23-33,,L. James misses 2-pt shot from 16 ft
9:18.0,Defensive rebound by A. Iguodala,,23-33,,
9:12.0,,,23-33,,Personal foul by K. Irving
9:11.0,Turnover by D. Green (lost ball),,23-33,,
9:04.0,Violation by D. Green (kicked ball),,23-33,,
8:58.0,,,23-36,3,K. Irving makes 3-pt shot from 25 ft (assist by M. Dellavedova)
8:52.0,,,23-36,,Personal foul by R. Jefferson
8:46.0,L. Barbosa makes 2-pt shot from 14 ft (assist by D. Green),2,25-36,,
8:39.0,,,25-36,,K. Irving misses 3-pt shot from 26 ft
8:37.0,Defensive rebound by Team,,25-36,,
8:27.0,H. Barnes makes 2-pt shot at rim (assist by L. Barbosa),2,27-36,,
8:01.0,,,27-36,,L. James misses 2-pt shot from 2 ft
8:01.0,,,27-36,,Offensive rebound by T. Thompson
7:57.0,,,27-38,2,T. Thompson makes 2-pt shot from 1 ft
7:47.0,H. Barnes misses 3-pt shot from 24 ft,,27-38,,
7:46.0,,,27-38,,Defensive rebound by L. James
7:39.0,,,27-38,,L. James misses 2-pt shot from 6 ft
7:37.0,,,27-38,,Offensive rebound by L. James
7:24.0,,,27-38,,L. James misses 2-pt shot from 6 ft
7:23.0,Defensive rebound by H. Barnes,,27-38,,
7:18.0,,,27-38,,Shooting block foul by M. Dellavedova (drawn by D. Green)
7:18.0,D. Green misses free throw 1 of 2,,27-38,,
7:18.0,Offensive rebound by Team,,27-38,,
7:18.0,,,27-38,,J. Smith enters the game for M. Dellavedova
7:18.0,K. Thompson enters the game for L. Barbosa,,27-38,,
7:18.0,D. Green misses free throw 2 of 2,,27-38,,
7:18.0,,,27-38,,Defensive rebound by T. Thompson
7:03.0,,,27-38,,K. Irving misses 2-pt shot from 3 ft (block by D. Green)
7:02.0,,,27-38,,Offensive rebound by T. Thompson
6:56.0,,,27-38,,L. James misses 2-pt shot from 1 ft
6:56.0,,,27-38,,Offensive rebound by T. Thompson
6:56.0,,,27-38,,Shooting foul by H. Barnes (drawn by T. Thompson)
6:56.0,,,27-39,1,T. Thompson makes free throw 1 of 2
6:56.0,Golden State full timeout,,27-39,,
6:56.0,S. Curry enters the game for S. Livingston,,27-39,,
6:56.0,,,27-40,1,T. Thompson makes free throw 2 of 2
6:34.0,K. Thompson makes 2-pt shot from 1 ft,2,29-40,,
6:12.0,,,29-40,,L. James misses 2-pt shot from 15 ft
6:11.0,Defensive rebound by H. Barnes,,29-40,,
6:02.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,31-40,,
5:49.0,,,31-40,,Turnover by K. Irving (lost ball; steal by K. Thompson)
5:49.0,Golden State full timeout,,31-40,,
5:29.0,S. Curry misses 3-pt shot from 25 ft,,31-40,,
5:29.0,,,31-40,,Defensive rebound by J. Smith
5:12.0,,,31-40,,J. Smith misses 2-pt shot from 7 ft
5:10.0,Defensive rebound by A. Iguodala,,31-40,,
5:06.0,Turnover by A. Iguodala (dbl dribble),,31-40,,
4:49.0,,,31-43,3,J. Smith makes 3-pt shot from 24 ft (assist by L. James)
4:36.0,Turnover by H. Barnes (lost ball; steal by J. Smith),,31-43,,
4:28.0,,,31-43,,J. Smith misses 3-pt shot from 28 ft
4:28.0,Defensive rebound by H. Barnes,,31-43,,
4:05.0,S. Curry makes 2-pt shot from 10 ft (assist by D. Green),2,33-43,,
3:47.0,,,33-45,2,L. James makes 2-pt shot at rim (assist by T. Thompson)
3:32.0,Turnover by S. Curry (lost ball; steal by R. Jefferson),,33-45,,
3:24.0,,,33-48,3,J. Smith makes 3-pt shot from 23 ft (assist by K. Irving)
3:17.0,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry),2,35-48,,
3:17.0,Shooting foul by T. Thompson (drawn by K. Thompson),,35-48,,
3:17.0,S. Livingston enters the game for S. Curry,,35-48,,
3:17.0,K. Thompson makes free throw 1 of 1,1,36-48,,
2:57.0,,,36-48,,T. Thompson misses 2-pt shot from 1 ft
2:56.0,Defensive rebound by H. Barnes,,36-48,,
2:50.0,K. Thompson makes 3-pt shot from 26 ft,3,39-48,,
2:49.0,,,39-48,,Cleveland full timeout
2:49.0,Official timeout,,39-48,,
2:49.0,S. Curry enters the game for A. Iguodala,,39-48,,
2:38.0,,,39-48,,Turnover by R. Jefferson (lost ball; steal by S. Curry)
2:32.0,Turnover by S. Livingston (bad pass),,39-48,,
2:12.0,,,39-48,,K. Irving misses 2-pt shot from 16 ft
2:10.0,,,39-48,,Offensive rebound by R. Jefferson
2:09.0,,,39-48,,R. Jefferson misses 3-pt shot from 26 ft
2:08.0,,,39-48,,Offensive rebound by T. Thompson
2:07.0,,,39-48,,Turnover by Team (shot clock)
1:51.0,K. Thompson makes 2-pt shot from 3 ft (assist by S. Curry),2,41-48,,
1:29.0,,,41-48,,K. Irving misses 2-pt shot from 17 ft
1:28.0,,,41-48,,Offensive rebound by T. Thompson
1:23.0,,,41-48,,K. Irving misses 3-pt shot from 25 ft
1:23.0,Defensive rebound by H. Barnes,,41-48,,
1:16.0,D. Green misses 2-pt shot from 2 ft,,41-48,,
1:14.0,,,41-48,,Defensive rebound by R. Jefferson
1:11.0,Personal foul by S. Curry,,41-48,,
1:11.0,,,41-48,,M. Dellavedova enters the game for K. Irving
1:11.0,A. Iguodala enters the game for S. Curry,,41-48,,
1:00.0,,,41-48,,L. James misses 2-pt shot from 9 ft
1:00.0,,,41-48,,Offensive rebound by T. Thompson
0:59.0,,,41-50,2,T. Thompson makes 2-pt shot from 1 ft
0:59.0,,,41-50,,Shooting foul by S. Livingston (drawn by T. Thompson)
0:59.0,,,41-50,,T. Thompson misses free throw 1 of 1
0:59.0,,,41-50,,Offensive rebound by M. Dellavedova
0:44.0,,,41-50,,L. James misses 2-pt shot at rim
0:43.0,Defensive rebound by S. Livingston,,41-50,,
0:30.0,S. Livingston makes 2-pt shot from 1 ft,2,43-50,,
0:12.0,Personal foul by K. Thompson,,43-50,,
0:12.0,,,43-50,,L. James misses free throw 1 of 2
0:12.0,,,43-50,,Offensive rebound by Team
0:12.0,M. Speights enters the game for A. Iguodala,,43-50,,
0:12.0,S. Curry enters the game for S. Livingston,,43-50,,
0:12.0,,,43-51,1,L. James makes free throw 2 of 2
0:02.0,K. Thompson misses 2-pt shot from 13 ft,,43-51,,
0:01.0,,,43-51,,Defensive rebound by J. Smith
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,43-51,,Shooting foul by H. Barnes (drawn by T. Thompson)
11:47.0,,,43-52,1,T. Thompson makes free throw 1 of 2
11:47.0,,,43-53,1,T. Thompson makes free throw 2 of 2
11:35.0,S. Curry misses 3-pt shot from 25 ft,,43-53,,
11:35.0,,,43-53,,Defensive rebound by K. Irving
11:22.0,,,43-55,2,K. Irving makes 2-pt shot from 18 ft
11:13.0,Offensive foul by A. Bogut,,43-55,,
11:13.0,Turnover by A. Bogut (offensive foul),,43-55,,
10:54.0,,,43-57,2,T. Thompson makes 2-pt shot from 1 ft (assist by K. Irving)
10:41.0,A. Bogut misses 2-pt shot from 7 ft (block by L. James),,43-57,,
10:40.0,,,43-57,,Defensive rebound by L. James
10:36.0,,,43-57,,Shooting foul by A. Bogut (drawn by J. Smith)
10:36.0,,,43-57,,J. Smith misses free throw 1 of 2
10:36.0,,,43-57,,Offensive rebound by Team
10:36.0,,,43-58,1,J. Smith makes free throw 2 of 2
10:22.0,H. Barnes makes 3-pt shot from 25 ft (assist by S. Curry),3,46-58,,
10:01.0,,,46-58,,K. Irving misses 2-pt shot from 1 ft
10:00.0,,,46-58,,Offensive rebound by R. Jefferson
9:39.0,,,46-60,2,J. Smith makes 2-pt shot from 16 ft
9:24.0,,,46-60,,Personal foul by L. James
9:13.0,Golden State full timeout,,46-60,,
9:09.0,A. Bogut misses 3-pt shot from 29 ft,,46-60,,
9:08.0,,,46-60,,Defensive rebound by T. Thompson
8:58.0,,,46-60,,Turnover by K. Irving (lost ball; steal by S. Curry)
8:51.0,K. Thompson misses 3-pt shot from 25 ft,,46-60,,
8:49.0,,,46-60,,Defensive rebound by K. Irving
8:41.0,,,46-60,,Turnover by L. James (step out of bounds)
8:18.0,K. Thompson misses 2-pt shot from 1 ft,,46-60,,
8:14.0,Offensive rebound by A. Bogut,,46-60,,
8:14.0,A. Bogut misses 2-pt shot from 2 ft,,46-60,,
8:13.0,,,46-60,,Defensive rebound by T. Thompson
8:06.0,,,46-62,2,L. James makes 2-pt shot from 21 ft
7:58.0,D. Green misses 2-pt shot from 5 ft (block by L. James),,46-62,,
7:57.0,,,46-62,,Defensive rebound by R. Jefferson
7:47.0,,,46-62,,R. Jefferson misses 3-pt shot from 24 ft
7:46.0,Defensive rebound by D. Green,,46-62,,
7:41.0,,,46-62,,Personal foul by L. James
7:41.0,A. Iguodala enters the game for A. Bogut,,46-62,,
7:33.0,Turnover by S. Curry (lost ball),,46-62,,
7:10.0,,,46-64,2,L. James makes 2-pt shot from 20 ft
6:57.0,A. Iguodala makes 2-pt shot from 1 ft,2,48-64,,
6:34.0,,,48-67,3,J. Smith makes 3-pt shot from 26 ft (assist by R. Jefferson)
6:25.0,Turnover by K. Thompson (lost ball; steal by R. Jefferson),,48-67,,
6:22.0,Personal foul by D. Green,,48-67,,
6:05.0,,,48-67,,Turnover by L. James (back court)
6:01.0,,,48-67,,Personal foul by K. Irving
5:55.0,H. Barnes misses 3-pt shot from 25 ft,,48-67,,
5:55.0,,,48-67,,Defensive rebound by T. Thompson
5:49.0,,,48-70,3,L. James makes 3-pt shot from 25 ft
5:49.0,Golden State full timeout,,48-70,,
5:49.0,A. Varejao enters the game for H. Barnes,,48-70,,
5:32.0,S. Curry makes 3-pt shot from 26 ft (assist by A. Varejao),3,51-70,,
5:14.0,,,51-72,2,L. James makes 2-pt shot from 20 ft
4:52.0,A. Iguodala makes 3-pt shot from 26 ft (assist by K. Thompson),3,54-72,,
4:33.0,,,54-72,,L. James misses 2-pt shot from 15 ft
4:32.0,Defensive rebound by D. Green,,54-72,,
4:24.0,S. Curry misses 3-pt shot from 25 ft,,54-72,,
4:23.0,Offensive rebound by K. Thompson,,54-72,,
4:19.0,Shooting foul by T. Thompson (drawn by D. Green),,54-72,,
4:19.0,D. Green makes free throw 1 of 2,1,55-72,,
4:19.0,,,55-72,,I. Shumpert enters the game for R. Jefferson
4:19.0,S. Livingston enters the game for K. Thompson,,55-72,,
4:19.0,D. Green makes free throw 2 of 2,1,56-72,,
4:06.0,,,56-74,2,K. Irving makes 2-pt shot from 1 ft
3:51.0,S. Curry makes 3-pt shot from 23 ft (assist by S. Livingston),3,59-74,,
3:30.0,,,59-77,3,J. Smith makes 3-pt shot from 23 ft (assist by K. Irving)
3:15.0,S. Curry misses 3-pt shot from 27 ft,,59-77,,
3:15.0,,,59-77,,Defensive rebound by L. James
3:14.0,Personal foul by A. Varejao,,59-77,,
3:14.0,,,59-77,,Cleveland full timeout
3:00.0,,,59-77,,Turnover by I. Shumpert (lost ball)
2:50.0,Turnover by S. Curry (lost ball; steal by L. James),,59-77,,
2:44.0,,,59-79,2,L. James makes 2-pt shot at rim (assist by K. Irving)
2:30.0,D. Green misses 3-pt shot from 25 ft,,59-79,,
2:30.0,,,59-79,,Defensive rebound by L. James
2:23.0,,,59-81,2,K. Irving makes 2-pt shot from 1 ft (assist by L. James)
2:16.0,Offensive foul by A. Varejao,,59-81,,
2:16.0,Turnover by A. Varejao (offensive foul),,59-81,,
2:16.0,,,59-81,,R. Jefferson enters the game for L. James
2:03.0,,,59-81,,K. Irving misses 3-pt shot from 25 ft
2:02.0,Defensive rebound by S. Livingston,,59-81,,
1:57.0,Shooting foul by R. Jefferson (drawn by S. Curry),,59-81,,
1:57.0,S. Curry makes 2-pt shot from 1 ft,2,61-81,,
1:57.0,S. Curry makes free throw 1 of 1,1,62-81,,
1:39.0,,,62-83,2,T. Thompson makes 2-pt shot from 2 ft (assist by I. Shumpert)
1:21.0,S. Livingston makes 2-pt shot from 9 ft,2,64-83,,
1:04.0,,,64-83,,I. Shumpert misses 3-pt shot from 24 ft
1:02.0,,,64-83,,Offensive rebound by R. Jefferson
1:02.0,,,64-85,2,R. Jefferson makes 2-pt shot from 1 ft
0:50.0,S. Curry makes 3-pt shot from 24 ft (assist by A. Varejao),3,67-85,,
0:50.0,Shooting foul by K. Irving (drawn by S. Curry),,67-85,,
0:50.0,H. Barnes enters the game for D. Green,,67-85,,
0:50.0,,,67-85,,L. James enters the game for K. Irving
0:50.0,S. Curry makes free throw 1 of 1,1,68-85,,
0:31.0,Shooting block foul by A. Varejao (drawn by L. James),,68-85,,
0:31.0,,,68-86,1,L. James makes free throw 1 of 2
0:31.0,M. Speights enters the game for A. Varejao,,68-86,,
0:31.0,,,68-87,1,L. James makes free throw 2 of 2
0:11.0,Shooting foul by I. Shumpert (drawn by S. Livingston),,68-87,,
0:11.0,S. Livingston makes free throw 1 of 2,1,69-87,,
0:11.0,,,69-87,,C. Frye enters the game for T. Thompson
0:11.0,D. Green enters the game for M. Speights,,69-87,,
0:11.0,S. Livingston misses free throw 2 of 2,,69-87,,
0:11.0,,,69-87,,Defensive rebound by R. Jefferson
0:02.0,,,69-89,2,R. Jefferson makes 2-pt shot at rim (assist by L. James)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,H. Barnes misses 3-pt shot from 24 ft,,69-89,,
11:41.0,Offensive rebound by S. Livingston,,69-89,,
11:33.0,L. Barbosa misses 2-pt shot at rim (block by C. Frye),,69-89,,
11:32.0,,,69-89,,Defensive rebound by L. James
11:15.0,,,69-89,,L. James misses 3-pt shot from 25 ft
11:14.0,Defensive rebound by S. Livingston,,69-89,,
10:59.0,A. Iguodala misses 2-pt shot from 7 ft,,69-89,,
10:58.0,,,69-89,,Defensive rebound by J. Smith
10:50.0,,,69-92,3,I. Shumpert makes 3-pt shot from 24 ft (assist by L. James)
10:38.0,,,69-92,,Personal foul by C. Frye
10:36.0,Turnover by S. Livingston (lost ball; steal by J. Smith),,69-92,,
10:28.0,,,69-92,,J. Smith misses 3-pt shot from 25 ft (block by S. Livingston)
10:28.0,,,69-92,,Offensive rebound by Team
10:11.0,,,69-95,3,J. Smith makes 3-pt shot from 27 ft (assist by L. James)
9:45.0,H. Barnes makes 3-pt shot from 27 ft,3,72-95,,
9:27.0,Personal foul by L. Barbosa,,72-95,,
9:19.0,,,72-95,,Turnover by L. James (lost ball)
9:01.0,A. Iguodala misses 3-pt shot from 24 ft,,72-95,,
9:01.0,Offensive rebound by H. Barnes,,72-95,,
9:00.0,H. Barnes misses 2-pt shot from 2 ft,,72-95,,
9:00.0,Offensive rebound by Team,,72-95,,
9:00.0,,,72-95,,Loose ball foul by R. Jefferson
9:00.0,,,72-95,,K. Irving enters the game for R. Jefferson
9:00.0,S. Curry enters the game for S. Livingston,,72-95,,
9:00.0,D. Green enters the game for A. Iguodala,,72-95,,
8:50.0,K. Thompson misses 3-pt shot from 28 ft,,72-95,,
8:50.0,,,72-95,,Defensive rebound by L. James
8:43.0,,,72-95,,K. Irving misses 2-pt shot from 1 ft
8:41.0,Defensive rebound by H. Barnes,,72-95,,
8:41.0,,,72-95,,I. Shumpert misses 2-pt shot from 1 ft
8:41.0,,,72-95,,Offensive rebound by I. Shumpert
8:35.0,L. Barbosa misses 2-pt shot from 11 ft,,72-95,,
8:33.0,,,72-95,,Defensive rebound by Team
8:33.0,Loose ball foul by L. Barbosa,,72-95,,
8:33.0,Official timeout,,72-95,,
8:33.0,,,72-95,,Technical foul by C. Frye
8:33.0,S. Curry makes technical free throw,1,73-95,,
8:26.0,,,73-95,,L. James misses free throw 1 of 1
8:25.0,Defensive rebound by D. Green,,73-95,,
8:26.0,,,73-97,2,L. James makes 2-pt shot at rim
8:26.0,,,73-97,,Shooting foul by D. Green (drawn by L. James)
8:19.0,,,73-97,,Personal foul by I. Shumpert
8:01.0,L. Barbosa makes 2-pt shot from 19 ft (assist by H. Barnes),2,75-97,,
7:40.0,,,75-97,,K. Irving misses 2-pt shot from 19 ft
7:39.0,,,75-97,,Offensive rebound by I. Shumpert
7:23.0,,,75-99,2,L. James makes 2-pt shot from 1 ft (assist by K. Irving)
7:09.0,H. Barnes makes 2-pt shot from 1 ft (assist by D. Green),2,77-99,,
6:44.0,,,77-101,2,L. James makes 2-pt shot from 13 ft
6:35.0,Offensive foul by S. Curry,,77-101,,
6:35.0,Turnover by S. Curry (offensive foul),,77-101,,
6:12.0,,,77-101,,L. James misses 2-pt shot from 1 ft
6:11.0,,,77-101,,Offensive rebound by L. James
6:11.0,,,77-103,2,L. James makes 2-pt shot from 1 ft
5:53.0,Shooting foul by I. Shumpert (drawn by S. Curry),,77-103,,
5:53.0,S. Curry makes 2-pt shot from 1 ft,2,79-103,,
5:53.0,,,79-103,,Cleveland full timeout
5:53.0,M. Speights enters the game for D. Green,,79-103,,
5:53.0,B. Rush enters the game for K. Thompson,,79-103,,
5:53.0,S. Curry makes free throw 1 of 1,1,80-103,,
5:39.0,,,80-103,,Shooting foul by L. Barbosa (drawn by K. Irving)
5:39.0,,,80-104,1,K. Irving makes free throw 1 of 2
5:39.0,I. Clark enters the game for S. Curry,,80-104,,
5:39.0,,,80-105,1,K. Irving makes free throw 2 of 2
5:21.0,I. Clark makes 3-pt shot from 26 ft (assist by H. Barnes),3,83-105,,
5:13.0,,,83-107,2,K. Irving makes 2-pt shot from 1 ft
5:13.0,,,83-107,,Shooting foul by I. Clark (drawn by K. Irving)
5:13.0,,,83-108,1,K. Irving makes free throw 1 of 1
4:57.0,I. Clark misses 2-pt shot from 7 ft,,83-108,,
4:55.0,,,83-108,,Defensive rebound by L. James
4:42.0,,,83-108,,K. Irving misses 2-pt shot from 17 ft
4:41.0,,,83-108,,Offensive rebound by K. Irving
4:38.0,,,83-108,,Cleveland full timeout
4:38.0,A. Varejao enters the game for H. Barnes,,83-108,,
4:38.0,,,83-108,,M. Williams enters the game for L. James
4:38.0,,,83-108,,D. Jones enters the game for J. Smith
4:38.0,,,83-108,,T. Mozgov enters the game for K. Irving
4:38.0,,,83-108,,M. Dellavedova enters the game for I. Shumpert
4:38.0,,,83-108,,J. Jones enters the game for C. Frye
4:26.0,,,83-110,2,M. Dellavedova makes 2-pt shot from 6 ft (assist by J. Jones)
4:10.0,,,83-110,,Shooting block foul by T. Mozgov (drawn by M. Speights)
4:10.0,M. Speights makes free throw 1 of 2,1,84-110,,
4:10.0,M. Speights makes free throw 2 of 2,1,85-110,,
3:57.0,,,85-110,,M. Dellavedova misses 2-pt shot from 5 ft
3:57.0,Defensive rebound by Team,,85-110,,
3:57.0,,,85-110,,Loose ball foul by T. Mozgov
3:57.0,A. Varejao misses free throw 1 of 2,,85-110,,
3:57.0,Offensive rebound by Team,,85-110,,
3:57.0,A. Varejao makes free throw 2 of 2,1,86-110,,
3:48.0,Personal foul by M. Speights,,86-110,,
3:48.0,,,86-111,1,J. Jones makes free throw 1 of 2
3:48.0,,,86-111,,J. Jones misses free throw 2 of 2
3:47.0,Defensive rebound by M. Speights,,86-111,,
3:35.0,B. Rush misses 2-pt shot from 22 ft,,86-111,,
3:34.0,,,86-111,,Defensive rebound by M. Williams
3:23.0,,,86-111,,Turnover by T. Mozgov (lost ball; steal by L. Barbosa)
3:21.0,,,86-111,,Personal foul by D. Jones
3:21.0,L. Barbosa makes free throw 1 of 2,1,87-111,,
3:21.0,L. Barbosa makes free throw 2 of 2,1,88-111,,
3:10.0,,,88-111,,M. Williams misses 2-pt shot from 17 ft
3:09.0,Defensive rebound by B. Rush,,88-111,,
