time,Miami,pts.away,score,pts.home,Toronto
2:30.0,J. Richardson misses 3-pt shot from 26 ft,,18-19,,
2:29.0,,,18-19,,Defensive rebound by B. Biyombo
2:20.0,,,18-19,,D. DeRozan misses 2-pt shot from 3 ft (block by L. Deng)
2:19.0,,,18-19,,Offensive rebound by B. Biyombo
2:17.0,,,18-21,2,B. Biyombo makes 2-pt shot at rim
1:59.0,G. Dragic misses 2-pt shot from 17 ft,,18-21,,
1:58.0,,,18-21,,Defensive rebound by D. DeRozan
1:39.0,,,18-21,,D. DeRozan misses 2-pt shot from 5 ft (block by J. Winslow)
1:38.0,,,18-21,,Offensive rebound by D. DeRozan
1:35.0,,,18-21,,D. DeRozan misses 2-pt shot from 12 ft
1:34.0,,,18-21,,Offensive rebound by D. DeRozan
1:33.0,,,18-21,,Turnover by D. DeRozan (lost ball)
1:33.0,,,18-21,,C. Joseph enters the game for K. Lowry
1:33.0,J. McRoberts enters the game for J. Winslow,,18-21,,
1:33.0,,,18-21,,J. Thompson enters the game for B. Biyombo
1:16.0,J. McRoberts makes 2-pt shot from 6 ft (assist by G. Dragic),2,20-21,,
1:02.0,,,20-23,2,D. DeRozan makes 2-pt shot from 10 ft
1:00.0,,,20-23,,Violation by Team (jump ball)
0:46.0,Shooting foul by D. DeRozan (drawn by L. Deng),,20-23,,
0:46.0,L. Deng makes free throw 1 of 2,1,21-23,,
0:46.0,L. Deng makes free throw 2 of 2,1,22-23,,
0:31.0,,,22-23,,Turnover by T. Ross (lost ball; steal by T. Johnson)
0:27.0,G. Dragic makes 2-pt shot from 3 ft (assist by T. Johnson),2,24-23,,
0:27.0,Shooting foul by J. Thompson (drawn by G. Dragic),,24-23,,
0:27.0,G. Dragic misses free throw 1 of 1,,24-23,,
0:26.0,,,24-23,,Defensive rebound by P. Patterson
0:06.0,,,24-25,2,D. DeRozan makes 2-pt shot from 5 ft (assist by C. Joseph)
0:00.0,J. McRoberts misses 3-pt shot from 28 ft,,24-25,,
0:00.0,Offensive rebound by Team,,24-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,T. Johnson misses 2-pt shot from 13 ft,,24-25,,
11:44.0,,,24-25,,Defensive rebound by K. Lowry
11:22.0,,,24-28,3,T. Ross makes 3-pt shot from 25 ft
10:56.0,J. McRoberts misses 2-pt shot from 13 ft,,24-28,,
10:56.0,Offensive rebound by Team,,24-28,,
10:56.0,Turnover by Team (shot clock),,24-28,,
10:34.0,,,24-28,,C. Joseph misses 2-pt shot from 17 ft
10:32.0,,,24-28,,Offensive rebound by Team
10:32.0,Loose ball foul by T. Johnson,,24-28,,
10:32.0,D. Wade enters the game for T. Johnson,,24-28,,
10:32.0,,,24-28,,B. Biyombo enters the game for J. Thompson
10:27.0,,,24-28,,Shooting foul by J. Richardson (drawn by K. Lowry)
10:27.0,,,24-28,,K. Lowry misses free throw 1 of 2
10:27.0,,,24-28,,Offensive rebound by Team
10:27.0,,,24-29,1,K. Lowry makes free throw 2 of 2
10:17.0,,,24-29,,Personal foul by C. Joseph
10:12.0,D. Wade makes 2-pt shot from 19 ft,2,26-29,,
9:51.0,,,26-29,,C. Joseph misses 2-pt shot from 12 ft
9:50.0,,,26-29,,Offensive rebound by B. Biyombo
9:50.0,,,26-29,,B. Biyombo misses 2-pt shot from 1 ft
9:49.0,Defensive rebound by J. Richardson,,26-29,,
9:47.0,Turnover by D. Wade (lost ball; steal by T. Ross),,26-29,,
9:43.0,,,26-29,,Shooting foul by J. McRoberts (drawn by K. Lowry)
9:43.0,,,26-29,,K. Lowry misses free throw 1 of 2
9:43.0,,,26-29,,Offensive rebound by Team
9:43.0,,,26-30,1,K. Lowry makes free throw 2 of 2
9:33.0,Turnover by D. Wade (lost ball; steal by T. Ross),,26-30,,
9:17.0,,,26-30,,C. Joseph misses 2-pt shot from 11 ft
9:16.0,Defensive rebound by Team,,26-30,,
9:02.0,J. Richardson makes 3-pt shot from 24 ft (assist by G. Dragic),3,29-30,,
8:42.0,,,29-32,2,T. Ross makes 2-pt shot from 3 ft
8:26.0,D. Wade makes 2-pt shot from 5 ft,2,31-32,,
8:14.0,,,31-32,,K. Lowry misses 2-pt shot from 17 ft
8:13.0,Defensive rebound by J. McRoberts,,31-32,,
7:52.0,J. Richardson misses 3-pt shot from 26 ft,,31-32,,
7:51.0,,,31-32,,Defensive rebound by D. Carroll
7:46.0,,,31-34,2,K. Lowry makes 2-pt shot from 1 ft (assist by D. Carroll)
7:32.0,Official timeout,,31-34,,
7:32.0,,,31-34,,D. DeRozan enters the game for C. Joseph
7:32.0,T. Johnson enters the game for G. Dragic,,31-34,,
7:32.0,J. Winslow enters the game for J. McRoberts,,31-34,,
7:26.0,D. Wade misses 2-pt shot from 20 ft,,31-34,,
7:25.0,,,31-34,,Defensive rebound by T. Ross
7:16.0,,,31-36,2,B. Biyombo makes 2-pt shot from 3 ft (assist by K. Lowry)
6:48.0,J. Johnson makes 2-pt shot from 12 ft,2,33-36,,
6:33.0,,,33-36,,D. DeRozan misses 2-pt shot from 16 ft
6:33.0,Defensive rebound by T. Johnson,,33-36,,
6:15.0,J. Johnson makes 2-pt shot from 8 ft,2,35-36,,
5:52.0,,,35-36,,T. Ross misses 3-pt shot from 24 ft
5:51.0,Defensive rebound by J. Johnson,,35-36,,
5:41.0,J. Johnson makes 2-pt shot from 3 ft,2,37-36,,
5:35.0,,,37-36,,Toronto full timeout
5:35.0,,,37-36,,P. Patterson enters the game for T. Ross
5:35.0,L. Deng enters the game for T. Johnson,,37-36,,
5:23.0,,,37-36,,Shooting foul by J. Richardson (drawn by D. DeRozan)
5:23.0,,,37-37,1,D. DeRozan makes free throw 1 of 2
5:23.0,,,37-38,1,D. DeRozan makes free throw 2 of 2
5:05.0,J. Winslow misses 2-pt shot at rim,,37-38,,
5:04.0,,,37-38,,Defensive rebound by B. Biyombo
4:59.0,,,37-38,,Offensive charge foul by P. Patterson
4:59.0,,,37-38,,Turnover by P. Patterson (offensive foul)
4:39.0,Turnover by L. Deng (bad pass),,37-38,,
4:23.0,,,37-40,2,D. Carroll makes 2-pt shot from 2 ft (assist by B. Biyombo)
4:03.0,J. Johnson makes 2-pt shot from 5 ft,2,39-40,,
3:54.0,,,39-43,3,K. Lowry makes 3-pt shot from 25 ft
3:35.0,Turnover by J. Richardson (bad pass),,39-43,,
3:35.0,G. Dragic enters the game for J. Richardson,,39-43,,
3:17.0,,,39-43,,B. Biyombo misses 2-pt shot from 5 ft
3:16.0,,,39-43,,Offensive rebound by P. Patterson
3:16.0,,,39-45,2,P. Patterson makes 2-pt shot from 2 ft
3:16.0,,,39-45,,Shooting foul by J. Winslow (drawn by P. Patterson)
3:16.0,T. Johnson enters the game for J. Johnson,,39-45,,
3:16.0,,,39-46,1,P. Patterson makes free throw 1 of 1
3:12.0,Miami full timeout,,39-46,,
3:04.0,D. Wade misses 2-pt shot from 4 ft (block by B. Biyombo),,39-46,,
3:03.0,,,39-46,,Defensive rebound by D. DeRozan
2:56.0,,,39-46,,D. DeRozan misses 2-pt shot from 9 ft
2:56.0,,,39-46,,Offensive rebound by K. Lowry
2:50.0,,,39-46,,P. Patterson misses 3-pt shot from 25 ft
2:49.0,Defensive rebound by Team,,39-46,,
2:29.0,L. Deng misses 2-pt shot from 10 ft,,39-46,,
2:29.0,,,39-46,,Defensive rebound by D. Carroll
2:16.0,,,39-46,,Shooting foul by T. Johnson (drawn by D. DeRozan)
2:16.0,,,39-46,,D. DeRozan misses free throw 1 of 2
2:16.0,,,39-46,,Offensive rebound by Team
2:16.0,J. Johnson enters the game for T. Johnson,,39-46,,
2:16.0,J. Richardson enters the game for J. Winslow,,39-46,,
2:16.0,,,39-46,,D. DeRozan misses free throw 2 of 2
2:14.0,Defensive rebound by J. Johnson,,39-46,,
2:04.0,L. Deng misses 3-pt shot from 22 ft,,39-46,,
2:04.0,,,39-46,,Defensive rebound by B. Biyombo
1:48.0,,,39-46,,D. DeRozan misses 2-pt shot from 3 ft
1:47.0,Defensive rebound by G. Dragic,,39-46,,
1:38.0,D. Wade makes 3-pt shot from 24 ft (assist by G. Dragic),3,42-46,,
1:17.0,,,42-49,3,K. Lowry makes 3-pt shot from 25 ft
1:00.0,G. Dragic makes 2-pt shot from 1 ft (assist by J. Johnson),2,44-49,,
0:40.0,,,44-49,,D. DeRozan misses 2-pt shot from 8 ft (block by J. Richardson)
0:39.0,,,44-49,,Offensive rebound by P. Patterson
0:38.0,,,44-49,,P. Patterson misses 2-pt shot from 9 ft
0:38.0,Defensive rebound by Team,,44-49,,
0:31.0,G. Dragic makes 2-pt shot from 13 ft,2,46-49,,
0:27.0,,,46-49,,Toronto full timeout
0:27.0,U. Haslem enters the game for D. Wade,,46-49,,
0:15.0,,,46-51,2,D. DeRozan makes 2-pt shot from 10 ft
0:09.0,Miami full timeout,,46-51,,
0:09.0,,,46-51,,C. Joseph enters the game for K. Lowry
0:09.0,D. Wade enters the game for U. Haslem,,46-51,,
0:07.0,,,46-51,,Personal foul by D. Carroll
0:07.0,,,46-51,,Inbound foul by B. Biyombo
0:07.0,,,46-51,,K. Lowry enters the game for C. Joseph
0:07.0,D. Wade misses free throw 1 of 2,,46-51,,
0:07.0,Offensive rebound by Team,,46-51,,
0:07.0,U. Haslem enters the game for J. Richardson,,46-51,,
0:07.0,D. Wade makes free throw 2 of 2,1,47-51,,
0:00.0,Personal block foul by U. Haslem,,47-51,,
0:00.0,,,47-52,1,K. Lowry makes free throw 1 of 2
0:00.0,,,47-53,1,K. Lowry makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,47-53,,Personal block foul by P. Patterson
11:36.0,L. Deng makes 2-pt shot from 6 ft (assist by D. Wade),2,49-53,,
11:16.0,,,49-53,,D. DeRozan misses 2-pt shot from 15 ft
11:16.0,,,49-53,,Offensive rebound by D. DeRozan
11:10.0,,,49-53,,P. Patterson misses 3-pt shot from 25 ft
11:09.0,Defensive rebound by J. Winslow,,49-53,,
11:02.0,G. Dragic misses 2-pt shot from 17 ft,,49-53,,
11:02.0,,,49-53,,Defensive rebound by Team
11:02.0,Loose ball foul by J. Winslow,,49-53,,
10:50.0,,,49-53,,D. DeRozan misses 2-pt shot from 5 ft (block by L. Deng)
10:50.0,,,49-53,,Offensive rebound by Team
10:39.0,,,49-53,,Shooting foul by G. Dragic (drawn by K. Lowry)
10:39.0,,,49-54,1,K. Lowry makes free throw 1 of 3
10:39.0,,,49-55,1,K. Lowry makes free throw 2 of 3
10:39.0,,,49-55,,K. Lowry misses free throw 3 of 3
10:38.0,Defensive rebound by J. Winslow,,49-55,,
10:21.0,Shooting foul by K. Lowry (drawn by G. Dragic),,49-55,,
10:21.0,G. Dragic makes free throw 1 of 2,1,50-55,,
10:21.0,G. Dragic makes free throw 2 of 2,1,51-55,,
10:00.0,,,51-58,3,K. Lowry makes 3-pt shot from 27 ft
9:33.0,J. Johnson makes 2-pt shot from 12 ft,2,53-58,,
9:19.0,,,53-60,2,D. DeRozan makes 2-pt shot from 22 ft
8:51.0,J. Johnson misses 3-pt shot from 26 ft,,53-60,,
8:50.0,,,53-60,,Defensive rebound by D. Carroll
8:46.0,,,53-62,2,K. Lowry makes 2-pt shot from 1 ft (assist by D. Carroll)
8:46.0,Miami full timeout,,53-62,,
8:46.0,J. Richardson enters the game for J. Winslow,,53-62,,
8:32.0,J. Johnson makes 3-pt shot from 26 ft (assist by G. Dragic),3,56-62,,
8:16.0,,,56-62,,Shooting foul by G. Dragic (drawn by B. Biyombo)
8:16.0,,,56-62,,B. Biyombo misses free throw 1 of 2
8:16.0,,,56-62,,Offensive rebound by Team
8:16.0,,,56-62,,B. Biyombo misses free throw 2 of 2
8:16.0,,,56-62,,Offensive rebound by Team
8:16.0,Loose ball foul by L. Deng,,56-62,,
8:06.0,,,56-64,2,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry)
8:06.0,,,56-64,,Shooting foul by J. Richardson (drawn by B. Biyombo)
8:06.0,,,56-64,,B. Biyombo misses free throw 1 of 1
8:05.0,Defensive rebound by G. Dragic,,56-64,,
7:51.0,J. Johnson misses 2-pt shot from 5 ft (block by B. Biyombo),,56-64,,
7:50.0,,,56-64,,Defensive rebound by K. Lowry
7:45.0,,,56-67,3,D. Carroll makes 3-pt shot from 25 ft (assist by K. Lowry)
7:26.0,G. Dragic misses 3-pt shot from 26 ft,,56-67,,
7:26.0,,,56-67,,Defensive rebound by K. Lowry
7:20.0,,,56-67,,Turnover by K. Lowry (lost ball; steal by G. Dragic)
7:20.0,,,56-67,,Personal foul by K. Lowry
7:06.0,L. Deng makes 2-pt shot from 3 ft (assist by D. Wade),2,58-67,,
6:44.0,,,58-69,2,D. DeRozan makes 2-pt shot from 3 ft
6:44.0,,,58-69,,Shooting foul by J. Richardson (drawn by D. DeRozan)
6:44.0,,,58-70,1,D. DeRozan makes free throw 1 of 1
6:20.0,G. Dragic misses 2-pt shot from 1 ft,,58-70,,
6:19.0,,,58-70,,Defensive rebound by P. Patterson
6:13.0,,,58-72,2,B. Biyombo makes 2-pt shot from 2 ft (assist by K. Lowry)
6:13.0,Miami full timeout,,58-72,,
6:13.0,J. Winslow enters the game for J. Johnson,,58-72,,
5:59.0,D. Wade misses 2-pt shot from 21 ft,,58-72,,
5:58.0,,,58-72,,Defensive rebound by B. Biyombo
5:51.0,,,58-74,2,K. Lowry makes 2-pt shot from 3 ft
5:38.0,G. Dragic misses 3-pt shot from 25 ft,,58-74,,
5:37.0,Offensive rebound by J. Winslow,,58-74,,
5:36.0,,,58-74,,Personal foul by D. Carroll
5:19.0,L. Deng misses 2-pt shot from 17 ft (block by P. Patterson),,58-74,,
5:19.0,,,58-74,,Defensive rebound by B. Biyombo
5:12.0,,,58-74,,Shooting foul by D. Wade (drawn by B. Biyombo)
5:12.0,,,58-75,1,B. Biyombo makes free throw 1 of 2
5:12.0,T. Johnson enters the game for D. Wade,,58-75,,
5:12.0,J. McRoberts enters the game for L. Deng,,58-75,,
5:12.0,,,58-75,,B. Biyombo misses free throw 2 of 2
5:09.0,,,58-75,,Offensive rebound by P. Patterson
5:08.0,,,58-75,,P. Patterson misses 2-pt shot from 3 ft
5:08.0,Defensive rebound by J. Winslow,,58-75,,
4:56.0,J. McRoberts makes 2-pt shot from 6 ft (assist by G. Dragic),2,60-75,,
4:36.0,,,60-77,2,D. DeRozan makes 2-pt shot from 20 ft (assist by K. Lowry)
4:16.0,J. Winslow makes 3-pt shot from 25 ft (assist by J. Richardson),3,63-77,,
4:05.0,,,63-77,,Turnover by D. DeRozan (offensive foul)
4:05.0,,,63-77,,Offensive charge foul by D. DeRozan
4:05.0,,,63-77,,T. Ross enters the game for D. Carroll
3:49.0,J. McRoberts makes 2-pt shot from 16 ft (assist by G. Dragic),2,65-77,,
3:46.0,,,65-77,,Toronto full timeout
3:29.0,,,65-77,,D. DeRozan misses 2-pt shot from 7 ft
3:29.0,,,65-77,,Offensive rebound by B. Biyombo
3:28.0,Jump ball: B. Biyombo vs. T. Johnson (K. Lowry gains possession),,,,Jump ball: B. Biyombo vs. T. Johnson (K. Lowry gains possession)
3:16.0,,,65-77,,D. DeRozan misses 3-pt shot from 27 ft
3:16.0,,,65-77,,Offensive rebound by D. DeRozan
3:13.0,,,65-77,,D. DeRozan misses 2-pt shot from 11 ft
3:13.0,Defensive rebound by Team,,65-77,,
3:11.0,,,65-77,,Loose ball foul by D. DeRozan
3:11.0,J. Winslow makes free throw 1 of 2,1,66-77,,
3:11.0,J. Winslow makes free throw 2 of 2,1,67-77,,
3:01.0,,,67-77,,Turnover by K. Lowry (lost ball; steal by J. Richardson)
2:53.0,G. Dragic misses 2-pt shot from 2 ft,,67-77,,
2:50.0,Offensive rebound by J. Winslow,,67-77,,
2:50.0,,,67-77,,Personal foul by B. Biyombo
2:50.0,J. Winslow makes free throw 1 of 2,1,68-77,,
2:50.0,,,68-77,,J. Thompson enters the game for B. Biyombo
2:50.0,J. Winslow makes free throw 2 of 2,1,69-77,,
2:30.0,,,69-80,3,K. Lowry makes 3-pt shot from 26 ft (assist by D. DeRozan)
2:15.0,Offensive charge foul by G. Dragic,,69-80,,
2:15.0,Turnover by G. Dragic (offensive foul),,69-80,,
2:15.0,,,69-80,,C. Joseph enters the game for K. Lowry
1:58.0,,,69-80,,D. DeRozan misses 2-pt shot from 4 ft
1:58.0,,,69-80,,Offensive rebound by Team
1:58.0,Loose ball foul by J. Richardson,,69-80,,
1:58.0,,,69-81,1,P. Patterson makes free throw 1 of 2
1:58.0,D. Wade enters the game for J. Richardson,,69-81,,
1:58.0,,,69-81,,D. Carroll enters the game for T. Ross
1:58.0,,,69-82,1,P. Patterson makes free throw 2 of 2
1:46.0,Shooting foul by C. Joseph (drawn by D. Wade),,69-82,,
1:46.0,D. Wade misses free throw 1 of 2,,69-82,,
1:46.0,Offensive rebound by Team,,69-82,,
1:46.0,D. Wade makes free throw 2 of 2,1,70-82,,
1:24.0,,,70-84,2,D. DeRozan makes 2-pt shot from 21 ft
1:08.0,D. Wade makes 3-pt shot from 25 ft,3,73-84,,
0:49.0,,,73-84,,Turnover by D. DeRozan (lost ball; steal by G. Dragic)
0:47.0,G. Dragic makes 2-pt shot from 1 ft,2,75-84,,
0:33.0,,,75-84,,C. Joseph misses 2-pt shot from 19 ft
0:32.0,Defensive rebound by G. Dragic,,75-84,,
0:15.0,T. Johnson makes 3-pt shot from 24 ft (assist by J. McRoberts),3,78-84,,
0:02.0,,,78-86,2,D. DeRozan makes 2-pt shot from 19 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,78-86,,D. Carroll misses 2-pt shot at rim
11:46.0,,,78-86,,Offensive rebound by K. Lowry
11:23.0,,,78-88,2,K. Lowry makes 2-pt shot from 16 ft
11:06.0,,,78-88,,Personal foul by D. Carroll
10:58.0,Shooting foul by B. Biyombo (drawn by J. McRoberts),,78-88,,
10:58.0,J. McRoberts makes free throw 1 of 2,1,79-88,,
10:58.0,J. McRoberts makes free throw 2 of 2,1,80-88,,
10:43.0,,,80-88,,C. Joseph misses 2-pt shot from 4 ft
10:43.0,,,80-88,,Offensive rebound by Team
10:43.0,Loose ball foul by J. McRoberts,,80-88,,
10:37.0,,,80-90,2,B. Biyombo makes 2-pt shot at rim (assist by C. Joseph)
10:25.0,D. Wade misses 3-pt shot from 25 ft,,80-90,,
10:25.0,,,80-90,,Defensive rebound by D. Carroll
10:16.0,,,80-93,3,D. Carroll makes 3-pt shot from 25 ft (assist by K. Lowry)
10:16.0,Miami full timeout,,80-93,,
9:56.0,T. Johnson misses 3-pt shot from 23 ft,,80-93,,
9:56.0,,,80-93,,Defensive rebound by B. Biyombo
9:41.0,,,80-96,3,T. Ross makes 3-pt shot from 23 ft (assist by K. Lowry)
9:14.0,J. McRoberts misses 2-pt shot from 4 ft,,80-96,,
9:13.0,,,80-96,,Defensive rebound by Team
9:13.0,Loose ball foul by J. McRoberts,,80-96,,
9:13.0,J. Johnson enters the game for T. Johnson,,80-96,,
8:59.0,,,80-96,,Shooting foul by G. Dragic (drawn by C. Joseph)
8:59.0,,,80-96,,C. Joseph misses free throw 1 of 2
8:59.0,,,80-96,,Offensive rebound by Team
8:59.0,J. Richardson enters the game for G. Dragic,,80-96,,
8:59.0,,,80-97,1,C. Joseph makes free throw 2 of 2
8:41.0,,,80-97,,Personal foul by D. Carroll
8:41.0,L. Deng enters the game for J. Winslow,,80-97,,
8:41.0,,,80-97,,P. Patterson enters the game for D. Carroll
8:27.0,J. McRoberts makes 2-pt shot from 4 ft,2,82-97,,
8:05.0,,,82-97,,K. Lowry misses 2-pt shot from 15 ft
8:04.0,,,82-97,,Offensive rebound by B. Biyombo
7:55.0,Flagrant foul type 1 by J. McRoberts,,82-97,,
7:55.0,,,82-98,1,B. Biyombo makes flagrant free throw 1 of 2
7:55.0,G. Dragic enters the game for J. Richardson,,82-98,,
7:55.0,J. Winslow enters the game for J. McRoberts,,82-98,,
7:55.0,,,82-98,,B. Biyombo misses flagrant free throw 2 of 2
7:55.0,,,82-98,,Offensive rebound by Team
7:44.0,,,82-98,,K. Lowry misses 2-pt shot from 2 ft (block by J. Winslow)
7:43.0,,,82-98,,Offensive rebound by P. Patterson
7:41.0,,,82-100,2,P. Patterson makes 2-pt shot from 3 ft
7:34.0,Turnover by G. Dragic (lost ball; steal by K. Lowry),,82-100,,
7:30.0,,,82-100,,Shooting foul by J. Winslow (drawn by P. Patterson)
7:30.0,,,82-101,1,P. Patterson makes free throw 1 of 2
7:30.0,,,82-102,1,P. Patterson makes free throw 2 of 2
7:23.0,,,82-102,,Personal foul by K. Lowry
7:18.0,Turnover by J. Johnson (lost ball; steal by C. Joseph),,82-102,,
7:10.0,,,82-102,,K. Lowry misses 2-pt shot from 3 ft (block by L. Deng)
7:09.0,Defensive rebound by D. Wade,,82-102,,
7:05.0,,,82-102,,Violation by B. Biyombo (def goaltending)
7:05.0,D. Wade makes 2-pt shot from 3 ft,2,84-102,,
6:49.0,,,84-102,,T. Ross misses 3-pt shot from 27 ft
6:49.0,,,84-102,,Offensive rebound by B. Biyombo
6:46.0,,,84-102,,Turnover by Team (back court)
6:35.0,D. Wade misses 2-pt shot from 16 ft,,84-102,,
6:35.0,,,84-102,,Defensive rebound by T. Ross
6:14.0,,,84-102,,K. Lowry misses 2-pt shot from 18 ft
6:13.0,Defensive rebound by G. Dragic,,84-102,,
6:02.0,,,84-102,,Shooting block foul by T. Ross (drawn by G. Dragic)
