time,Miami,pts.away,score,pts.home,Orlando
11:40.0,L. Deng misses 3-pt shot from 23 ft,,55-53,,
11:39.0,,,55-53,,Defensive rebound by E. Payton
11:29.0,,,55-53,,Shooting foul by J. Johnson (drawn by E. Fournier)
11:29.0,,,55-53,,E. Fournier misses free throw 1 of 2
11:29.0,,,55-53,,Offensive rebound by Team
11:29.0,,,55-54,1,E. Fournier makes free throw 2 of 2
11:10.0,J. Johnson misses 3-pt shot from 25 ft,,55-54,,
11:09.0,,,55-54,,Defensive rebound by V. Oladipo
10:53.0,Personal foul by A. Stoudemire,,55-54,,
10:40.0,,,55-54,,N. Vucevic misses 2-pt shot from 19 ft
10:39.0,Defensive rebound by A. Stoudemire,,55-54,,
10:26.0,G. Dragic makes 3-pt shot from 25 ft (assist by L. Deng),3,58-54,,
10:14.0,,,58-54,,Turnover by N. Vucevic (traveling)
9:52.0,J. Johnson misses 2-pt shot from 1 ft,,58-54,,
9:51.0,Offensive rebound by J. Johnson,,58-54,,
9:51.0,J. Johnson makes 2-pt shot from 1 ft,2,60-54,,
9:44.0,,,60-56,2,V. Oladipo makes 2-pt shot from 18 ft (assist by E. Payton)
9:19.0,G. Dragic misses 2-pt shot from 20 ft,,60-56,,
9:18.0,,,60-56,,Defensive rebound by V. Oladipo
9:12.0,,,60-58,2,E. Ilyasova makes 2-pt shot from 2 ft (assist by V. Oladipo)
8:48.0,Turnover by G. Dragic (step out of bounds),,60-58,,
8:38.0,,,60-60,2,E. Payton makes 2-pt shot from 6 ft
8:21.0,Turnover by J. Johnson (bad pass),,60-60,,
8:09.0,Personal foul by J. Johnson,,60-60,,
8:03.0,,,60-62,2,N. Vucevic makes 2-pt shot from 6 ft (assist by E. Payton)
7:44.0,D. Wade misses 2-pt shot from 11 ft,,60-62,,
7:42.0,,,60-62,,Defensive rebound by N. Vucevic
7:35.0,,,60-64,2,E. Payton makes 2-pt shot from 2 ft
7:35.0,Miami full timeout,,60-64,,
7:35.0,J. Richardson enters the game for J. Johnson,,60-64,,
7:35.0,J. Winslow enters the game for A. Stoudemire,,60-64,,
7:35.0,H. Whiteside enters the game for G. Dragic,,60-64,,
7:19.0,D. Wade misses 2-pt shot from 1 ft,,60-64,,
7:18.0,Offensive rebound by D. Wade,,60-64,,
7:18.0,D. Wade makes 2-pt shot from 1 ft,2,62-64,,
7:01.0,,,62-64,,E. Payton misses 2-pt shot from 3 ft
6:59.0,,,62-64,,Offensive rebound by N. Vucevic
6:59.0,,,62-64,,N. Vucevic misses 2-pt shot from 1 ft
6:57.0,,,62-64,,Offensive rebound by N. Vucevic
6:57.0,,,62-66,2,N. Vucevic makes 2-pt shot from 2 ft
6:41.0,D. Wade misses 2-pt shot from 7 ft,,62-66,,
6:41.0,,,62-66,,Defensive rebound by Team
6:41.0,Loose ball foul by H. Whiteside,,62-66,,
6:24.0,,,62-66,,E. Fournier misses 2-pt shot from 21 ft
6:23.0,Defensive rebound by J. Winslow,,62-66,,
6:17.0,J. Winslow makes 2-pt shot from 3 ft,2,64-66,,
6:04.0,,,64-66,,V. Oladipo misses 2-pt shot from 17 ft
6:01.0,Defensive rebound by Team,,64-66,,
6:00.0,,,64-66,,Loose ball foul by N. Vucevic
6:00.0,H. Whiteside misses 2-pt shot from 6 ft,,64-66,,
5:59.0,,,64-66,,Defensive rebound by E. Ilyasova
5:54.0,,,64-66,,E. Fournier misses 2-pt shot from 2 ft (block by H. Whiteside)
5:52.0,,,64-66,,Offensive rebound by V. Oladipo
5:37.0,,,64-66,,Turnover by V. Oladipo (lost ball; steal by J. Winslow)
5:35.0,D. Wade makes 2-pt shot from 2 ft,2,66-66,,
5:27.0,Violation by Team (delay of game),,66-66,,
5:27.0,,,66-68,2,E. Payton makes 2-pt shot from 3 ft
5:06.0,J. Winslow misses 2-pt shot from 2 ft,,66-68,,
5:05.0,,,66-68,,Defensive rebound by E. Ilyasova
4:58.0,,,66-68,,E. Fournier misses 2-pt shot from 17 ft
4:57.0,,,66-68,,Offensive rebound by E. Ilyasova
4:48.0,,,66-71,3,V. Oladipo makes 3-pt shot from 24 ft (assist by E. Fournier)
4:23.0,J. Richardson makes 2-pt shot from 17 ft,2,68-71,,
4:06.0,,,68-73,2,V. Oladipo makes 2-pt shot at rim (assist by N. Vucevic)
3:49.0,J. Richardson misses 3-pt shot from 25 ft,,68-73,,
3:48.0,,,68-73,,Defensive rebound by E. Fournier
3:34.0,,,68-73,,E. Fournier misses 2-pt shot from 10 ft
3:33.0,Defensive rebound by L. Deng,,68-73,,
3:13.0,,,68-73,,Shooting block foul by V. Oladipo (drawn by H. Whiteside)
3:13.0,,,68-73,,Orlando full timeout
3:13.0,G. Green enters the game for L. Deng,,68-73,,
3:13.0,G. Dragic enters the game for D. Wade,,68-73,,
3:13.0,,,68-73,,C. Watson enters the game for V. Oladipo
3:13.0,H. Whiteside misses free throw 1 of 2,,68-73,,
3:13.0,Offensive rebound by Team,,68-73,,
3:13.0,H. Whiteside makes free throw 2 of 2,1,69-73,,
3:03.0,,,69-73,,Turnover by C. Watson (lost ball; steal by G. Dragic)
2:58.0,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic),2,71-73,,
2:34.0,,,71-75,2,N. Vucevic makes 2-pt shot from 1 ft
2:10.0,J. Richardson makes 2-pt shot from 21 ft (assist by G. Dragic),2,73-75,,
2:01.0,,,73-75,,Shooting foul by J. Richardson (drawn by E. Payton)
2:01.0,,,73-76,1,E. Payton makes free throw 1 of 2
2:01.0,,,73-77,1,E. Payton makes free throw 2 of 2
2:01.0,G. Green misses 2-pt shot from 17 ft,,73-77,,
2:00.0,Offensive rebound by H. Whiteside,,73-77,,
1:58.0,H. Whiteside makes 2-pt shot from 2 ft,2,75-77,,
1:43.0,,,75-77,,N. Vucevic misses 2-pt shot from 1 ft (block by H. Whiteside)
1:42.0,Defensive rebound by H. Whiteside,,75-77,,
1:37.0,G. Green misses 3-pt shot from 25 ft,,75-77,,
1:36.0,Offensive rebound by H. Whiteside,,75-77,,
1:11.0,Shooting foul by N. Vucevic (drawn by J. Richardson),,75-77,,
1:11.0,,,75-77,,Technical foul by N. Vucevic
1:11.0,G. Green makes technical free throw,1,76-77,,
1:11.0,J. Richardson makes free throw 1 of 2,1,77-77,,
1:11.0,,,77-77,,J. Smith enters the game for N. Vucevic
1:11.0,J. Richardson makes free throw 2 of 2,1,78-77,,
1:01.0,,,78-77,,E. Payton misses 2-pt shot from 18 ft
1:00.0,Defensive rebound by H. Whiteside,,78-77,,
0:51.0,G. Green makes 2-pt shot from 16 ft (assist by G. Dragic),2,80-77,,
0:44.0,,,80-77,,J. Smith misses 2-pt shot from 19 ft
0:42.0,Defensive rebound by G. Green,,80-77,,
0:35.0,G. Dragic misses 2-pt shot from 5 ft (block by C. Watson),,80-77,,
0:33.0,Offensive rebound by J. Richardson,,80-77,,
0:30.0,J. Winslow misses 2-pt shot from 2 ft (block by J. Smith),,80-77,,
0:29.0,,,80-77,,Defensive rebound by J. Smith
0:25.0,,,80-79,2,E. Fournier makes 2-pt shot from 1 ft
0:05.0,,,80-79,,Shooting block foul by E. Ilyasova (drawn by H. Whiteside)
0:05.0,H. Whiteside misses free throw 1 of 2,,80-79,,
0:05.0,Offensive rebound by Team,,80-79,,
0:05.0,H. Whiteside misses free throw 2 of 2,,80-79,,
0:04.0,,,80-79,,Defensive rebound by E. Ilyasova
0:00.0,,,80-79,,E. Payton misses 3-pt shot from 35 ft
0:00.0,,,80-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Shooting block foul by J. Winslow (drawn by E. Fournier),,80-79,,
11:49.0,,,80-80,1,E. Fournier makes free throw 1 of 2
11:49.0,,,80-81,1,E. Fournier makes free throw 2 of 2
11:25.0,J. Richardson makes 3-pt shot from 28 ft,3,83-81,,
11:06.0,,,83-83,2,J. Smith makes 2-pt shot from 15 ft (assist by E. Payton)
10:47.0,G. Dragic misses 2-pt shot from 6 ft,,83-83,,
10:46.0,,,83-83,,Defensive rebound by M. Hezonja
10:43.0,,,83-83,,Turnover by M. Hezonja (lost ball; steal by J. Richardson)
10:40.0,J. Richardson misses 2-pt shot from 1 ft (block by J. Smith),,83-83,,
10:40.0,Offensive rebound by J. Richardson,,83-83,,
10:40.0,Shooting foul by M. Hezonja (drawn by J. Richardson),,83-83,,
10:40.0,J. Richardson makes free throw 1 of 2,1,84-83,,
10:40.0,J. Richardson misses free throw 2 of 2,,84-83,,
10:40.0,,,84-83,,Defensive rebound by M. Hezonja
10:37.0,Personal foul by G. Green,,84-83,,
10:22.0,,,84-85,2,J. Smith makes 2-pt shot from 8 ft
10:06.0,G. Dragic makes 2-pt shot from 16 ft,2,86-85,,
9:50.0,,,86-85,,C. Watson misses 2-pt shot from 9 ft
9:49.0,Defensive rebound by H. Whiteside,,86-85,,
9:42.0,Turnover by G. Dragic (lost ball; steal by E. Fournier),,86-85,,
9:39.0,,,86-85,,Shooting foul by G. Green (drawn by E. Fournier)
9:39.0,,,86-86,1,E. Fournier makes free throw 1 of 2
9:39.0,,,86-87,1,E. Fournier makes free throw 2 of 2
9:27.0,G. Dragic misses 2-pt shot from 13 ft,,86-87,,
9:25.0,Offensive rebound by G. Dragic,,86-87,,
9:25.0,G. Dragic makes 2-pt shot from 2 ft,2,88-87,,
9:12.0,,,88-89,2,E. Fournier makes 2-pt shot from 18 ft
8:55.0,,,88-89,,Personal foul by J. Smith
8:55.0,Official timeout,,88-89,,
8:55.0,U. Haslem enters the game for H. Whiteside,,88-89,,
8:55.0,L. Deng enters the game for G. Green,,88-89,,
8:42.0,J. Richardson misses 3-pt shot from 31 ft,,88-89,,
8:41.0,,,88-89,,Defensive rebound by J. Smith
8:21.0,Personal foul by J. Winslow,,88-89,,
8:12.0,,,88-89,,M. Hezonja misses 2-pt shot from 2 ft
8:10.0,Defensive rebound by U. Haslem,,88-89,,
8:03.0,G. Dragic misses 2-pt shot from 2 ft (block by J. Smith),,88-89,,
8:01.0,,,88-89,,Defensive rebound by M. Hezonja
7:55.0,,,88-92,3,E. Fournier makes 3-pt shot from 26 ft (assist by C. Watson)
7:26.0,Turnover by Team (shot clock),,88-92,,
7:26.0,D. Wade enters the game for G. Dragic,,88-92,,
7:12.0,,,88-92,,M. Hezonja misses 2-pt shot from 15 ft
7:11.0,Defensive rebound by J. Winslow,,88-92,,
6:57.0,D. Wade makes 2-pt shot from 15 ft,2,90-92,,
6:48.0,Shooting block foul by U. Haslem (drawn by E. Payton),,90-92,,
6:48.0,,,90-93,1,E. Payton makes free throw 1 of 2
6:48.0,,,90-93,,N. Vucevic enters the game for J. Smith
6:48.0,,,90-93,,E. Payton misses free throw 2 of 2
6:47.0,Defensive rebound by U. Haslem,,90-93,,
6:31.0,D. Wade makes 2-pt shot from 18 ft,2,92-93,,
6:13.0,,,92-93,,Turnover by E. Fournier (lost ball; steal by J. Winslow)
6:12.0,J. Johnson enters the game for U. Haslem,,92-93,,
6:12.0,H. Whiteside enters the game for J. Winslow,,92-93,,
5:50.0,D. Wade misses 2-pt shot from 19 ft,,92-93,,
5:49.0,,,92-93,,Defensive rebound by M. Hezonja
5:38.0,,,92-96,3,M. Hezonja makes 3-pt shot from 25 ft (assist by E. Payton)
5:19.0,,,92-96,,Personal foul by E. Fournier
5:19.0,,,92-96,,Orlando full timeout
5:13.0,,,92-96,,Personal foul by C. Watson
4:58.0,D. Wade misses 3-pt shot from 26 ft,,92-96,,
4:57.0,Offensive rebound by J. Richardson,,92-96,,
4:43.0,J. Johnson makes 2-pt shot from 6 ft,2,94-96,,
4:26.0,,,94-98,2,N. Vucevic makes 2-pt shot from 15 ft (assist by E. Fournier)
4:09.0,J. Richardson misses 2-pt shot from 4 ft,,94-98,,
4:07.0,,,94-98,,Defensive rebound by E. Fournier
4:01.0,,,94-98,,M. Hezonja misses 3-pt shot from 25 ft
4:00.0,Defensive rebound by L. Deng,,94-98,,
