time,Brooklyn,pts.away,score,pts.home,Boston
1:57.0,B. Lopez misses 2-pt shot from 7 ft,,25-27,,
1:56.0,,,25-27,,Defensive rebound by K. Olynyk
1:49.0,,,25-27,,Turnover by I. Thomas (bad pass; steal by W. Ellington)
1:43.0,W. Reed makes 2-pt shot from 1 ft (assist by J. Jack),2,27-27,,
1:30.0,Personal foul by J. Jack (drawn by I. Thomas),,27-27,,
1:30.0,,,27-27,,M. Smart enters the game for I. Thomas
1:30.0,,,27-27,,J. Jerebko enters the game for J. Crowder
1:30.0,B. Bogdanovic enters the game for J. Johnson,,27-27,,
1:19.0,,,27-27,,Shooting foul by B. Bogdanovic (drawn by J. Jerebko)
1:19.0,,,27-28,1,J. Jerebko makes free throw 1 of 2
1:19.0,,,27-29,1,J. Jerebko makes free throw 2 of 2
1:03.0,J. Jack misses 2-pt shot from 20 ft,,27-29,,
1:02.0,,,27-29,,Defensive rebound by J. Jerebko
0:55.0,,,27-29,,E. Turner misses 2-pt shot from 20 ft
0:54.0,Defensive rebound by B. Bogdanovic,,27-29,,
0:45.0,B. Bogdanovic makes 2-pt shot from 1 ft,2,29-29,,
0:42.0,,,29-29,,Offensive charge foul by K. Olynyk
0:42.0,,,29-29,,Turnover by K. Olynyk (offensive foul)
0:39.0,,,29-29,,Personal block foul by M. Smart (drawn by J. Jack)
0:39.0,J. Jack makes free throw 1 of 2,1,30-29,,
0:39.0,J. Jack makes free throw 2 of 2,1,31-29,,
0:26.0,,,31-29,,T. Zeller misses 2-pt shot from 9 ft
0:25.0,Defensive rebound by W. Reed,,31-29,,
0:06.0,J. Jack misses 2-pt shot from 21 ft,,31-29,,
0:05.0,,,31-29,,Defensive rebound by K. Olynyk
0:01.0,,,31-29,,M. Smart misses 3-pt shot from 28 ft
0:00.0,,,31-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,31-29,,Shooting foul by W. Reed (drawn by T. Zeller)
11:47.0,,,31-29,,T. Zeller misses free throw 1 of 2
11:47.0,,,31-29,,Offensive rebound by Team
11:47.0,T. Young enters the game for W. Reed,,31-29,,
11:47.0,,,31-30,1,T. Zeller makes free throw 2 of 2
11:28.0,T. Young makes 2-pt shot from 9 ft (assist by S. Larkin),2,33-30,,
11:17.0,,,33-32,2,K. Olynyk makes 2-pt shot from 7 ft
11:04.0,Turnover by B. Lopez (bad pass),,33-32,,
11:04.0,,,33-32,,A. Bradley enters the game for K. Olynyk
10:50.0,,,33-32,,T. Zeller misses 2-pt shot from 19 ft
10:48.0,,,33-32,,Offensive rebound by A. Bradley
10:41.0,,,33-32,,M. Smart misses 2-pt shot from 8 ft
10:39.0,,,33-32,,Offensive rebound by M. Smart
10:35.0,,,33-32,,J. Jerebko misses 2-pt shot from 12 ft
10:35.0,Defensive rebound by W. Ellington,,33-32,,
10:23.0,Shooting foul by T. Zeller (drawn by B. Lopez),,33-32,,
10:23.0,B. Lopez makes free throw 1 of 2,1,34-32,,
10:23.0,J. Johnson enters the game for B. Bogdanovic,,34-32,,
10:23.0,B. Lopez makes free throw 2 of 2,1,35-32,,
10:15.0,,,35-32,,Shooting foul by B. Lopez (drawn by E. Turner)
10:15.0,,,35-33,1,E. Turner makes free throw 1 of 2
10:15.0,,,35-34,1,E. Turner makes free throw 2 of 2
9:55.0,B. Lopez makes 2-pt shot from 11 ft,2,37-34,,
9:44.0,,,37-34,,A. Bradley misses 3-pt shot from 25 ft
9:42.0,,,37-34,,Offensive rebound by J. Jerebko
9:37.0,,,37-34,,Shooting foul by W. Ellington (drawn by T. Zeller)
9:37.0,,,37-35,1,T. Zeller makes free throw 1 of 2
9:37.0,,,37-36,1,T. Zeller makes free throw 2 of 2
9:21.0,T. Young makes 2-pt shot from 5 ft (assist by W. Ellington),2,39-36,,
9:10.0,,,39-38,2,E. Turner makes 2-pt shot at rim
8:57.0,T. Young misses 2-pt shot from 6 ft,,39-38,,
8:57.0,,,39-38,,Defensive rebound by J. Jerebko
8:50.0,,,39-38,,E. Turner misses 3-pt shot from 25 ft
8:49.0,Defensive rebound by B. Lopez,,39-38,,
8:39.0,T. Young misses 2-pt shot from 3 ft (block by T. Zeller),,39-38,,
8:38.0,,,39-38,,Defensive rebound by T. Zeller
8:32.0,,,39-38,,J. Jerebko misses 3-pt shot from 25 ft
8:31.0,,,39-38,,Offensive rebound by T. Zeller
8:30.0,,,39-38,,Turnover by T. Zeller (step out of bounds)
8:30.0,Official timeout,,39-38,,
8:30.0,,,39-38,,J. Sullinger enters the game for T. Zeller
8:30.0,Violation by Team (delay of game),,39-38,,
8:07.0,T. Young misses 2-pt shot from 8 ft,,39-38,,
8:06.0,Offensive rebound by B. Lopez,,39-38,,
8:06.0,B. Lopez makes 2-pt shot at rim,2,41-38,,
7:52.0,,,41-38,,Turnover by A. Bradley (bad pass; steal by S. Larkin)
7:47.0,T. Young makes 2-pt shot at rim (assist by J. Johnson),2,43-38,,
7:40.0,,,43-38,,Boston full timeout
7:40.0,,,43-38,,A. Johnson enters the game for J. Jerebko
7:40.0,,,43-38,,I. Thomas enters the game for A. Bradley
7:31.0,,,43-38,,I. Thomas misses 2-pt shot from 17 ft
7:30.0,,,43-38,,Offensive rebound by A. Johnson
7:30.0,,,43-40,2,A. Johnson makes 2-pt shot at rim
7:12.0,,,43-40,,J. Crowder enters the game for E. Turner
7:05.0,T. Young makes 2-pt shot from 19 ft,2,45-40,,
6:47.0,,,45-40,,J. Sullinger misses 2-pt shot from 1 ft
6:46.0,,,45-40,,Offensive rebound by J. Sullinger
6:46.0,,,45-40,,J. Sullinger misses 2-pt shot from 1 ft
6:44.0,,,45-40,,Offensive rebound by J. Crowder
6:38.0,,,45-40,,Offensive charge foul by J. Sullinger
6:38.0,,,45-40,,Turnover by J. Sullinger (offensive foul)
6:18.0,B. Lopez misses 2-pt shot from 12 ft,,45-40,,
6:17.0,,,45-40,,Defensive rebound by I. Thomas
6:10.0,,,45-40,,J. Crowder misses 2-pt shot from 8 ft
6:10.0,Defensive rebound by W. Ellington,,45-40,,
5:56.0,Shooting foul by M. Smart (drawn by W. Ellington),,45-40,,
5:56.0,,,45-40,,Boston full timeout
5:56.0,,,45-40,,Technical foul by M. Smart (drawn by W. Ellington)
5:56.0,,,45-40,,E. Turner enters the game for M. Smart
5:56.0,J. Jack enters the game for S. Larkin,,45-40,,
5:56.0,W. Ellington makes technical free throw,1,46-40,,
5:56.0,W. Ellington makes free throw 1 of 2,1,47-40,,
5:56.0,W. Ellington makes free throw 2 of 2,1,48-40,,
5:50.0,Violation by J. Jack (kicked ball),,48-40,,
5:35.0,,,48-40,,J. Crowder misses 3-pt shot from 25 ft
5:33.0,,,48-40,,Offensive rebound by A. Johnson
5:27.0,,,48-42,2,I. Thomas makes 2-pt shot at rim (assist by A. Johnson)
5:07.0,J. Johnson misses 3-pt shot from 25 ft,,48-42,,
5:06.0,,,48-42,,Defensive rebound by Team
4:48.0,,,48-42,,Shooting foul by T. Young (drawn by A. Johnson)
4:48.0,,,48-43,1,A. Johnson makes free throw 1 of 2
4:48.0,W. Reed enters the game for T. Young,,48-43,,
4:48.0,,,48-43,,A. Johnson misses free throw 2 of 2
4:48.0,Defensive rebound by B. Lopez,,48-43,,
4:32.0,J. Johnson misses 2-pt shot from 18 ft,,48-43,,
4:31.0,,,48-43,,Defensive rebound by A. Johnson
4:23.0,,,48-43,,J. Sullinger misses 3-pt shot from 26 ft
4:22.0,Defensive rebound by B. Lopez,,48-43,,
4:07.0,,,48-43,,Personal foul by J. Crowder (drawn by J. Jack)
4:07.0,,,48-43,,D. Lee enters the game for J. Sullinger
4:03.0,Turnover by J. Jack (bad pass; steal by I. Thomas),,48-43,,
4:02.0,Personal foul by J. Jack (drawn by J. Crowder),,48-43,,
4:02.0,,,48-43,,J. Crowder misses free throw 1 of 2
4:02.0,,,48-43,,Offensive rebound by Team
4:02.0,S. Larkin enters the game for J. Jack,,48-43,,
4:02.0,,,48-44,1,J. Crowder makes free throw 2 of 2
3:45.0,B. Lopez misses 2-pt shot from 10 ft,,48-44,,
3:44.0,,,48-44,,Defensive rebound by A. Johnson
3:38.0,,,48-44,,Turnover by I. Thomas (lost ball; steal by S. Larkin)
3:24.0,W. Reed misses 2-pt shot from 2 ft,,48-44,,
3:23.0,Offensive rebound by W. Reed,,48-44,,
3:23.0,W. Reed misses 2-pt shot from 2 ft,,48-44,,
3:22.0,,,48-44,,Defensive rebound by Team
3:22.0,Loose ball foul by B. Lopez (drawn by D. Lee),,48-44,,
3:22.0,,,48-44,,D. Lee misses free throw 1 of 2
3:22.0,,,48-44,,Offensive rebound by Team
3:22.0,A. Bargnani enters the game for B. Lopez,,48-44,,
3:22.0,,,48-45,1,D. Lee makes free throw 2 of 2
3:06.0,W. Ellington misses 3-pt shot from 23 ft,,48-45,,
3:05.0,Offensive rebound by Team,,48-45,,
3:05.0,,,48-45,,Loose ball foul by E. Turner (drawn by W. Reed)
3:05.0,Brooklyn full timeout,,48-45,,
2:57.0,A. Bargnani misses 2-pt shot from 20 ft,,48-45,,
2:56.0,,,48-45,,Defensive rebound by E. Turner
2:52.0,,,48-45,,Shooting foul by W. Ellington (drawn by I. Thomas)
2:52.0,,,48-46,1,I. Thomas makes free throw 1 of 2
2:52.0,B. Bogdanovic enters the game for W. Ellington,,48-46,,
2:52.0,,,48-47,1,I. Thomas makes free throw 2 of 2
2:35.0,B. Bogdanovic misses 2-pt shot from 17 ft,,48-47,,
2:33.0,,,48-47,,Defensive rebound by Team
2:18.0,,,48-49,2,D. Lee makes 2-pt shot at rim (assist by I. Thomas)
1:58.0,J. Johnson misses 3-pt shot from 23 ft,,48-49,,
1:57.0,,,48-49,,Defensive rebound by J. Crowder
1:51.0,,,48-49,,D. Lee misses 2-pt shot at rim
1:50.0,Defensive rebound by W. Reed,,48-49,,
1:42.0,Shooting foul by I. Thomas (drawn by S. Larkin),,48-49,,
1:42.0,S. Larkin makes free throw 1 of 2,1,49-49,,
1:42.0,D. Sloan enters the game for J. Johnson,,49-49,,
1:42.0,S. Larkin makes free throw 2 of 2,1,50-49,,
1:26.0,,,50-51,2,J. Crowder makes 2-pt shot from 21 ft (assist by D. Lee)
1:09.0,A. Bargnani makes 2-pt shot from 19 ft (assist by D. Sloan),2,52-51,,
0:48.0,,,52-51,,E. Turner misses 3-pt shot from 22 ft
0:47.0,Defensive rebound by B. Bogdanovic,,52-51,,
0:36.0,Shooting foul by J. Crowder (drawn by B. Bogdanovic),,52-51,,
0:36.0,B. Bogdanovic makes free throw 1 of 2,1,53-51,,
0:36.0,,,53-51,,M. Smart enters the game for J. Crowder
0:36.0,,,53-51,,K. Olynyk enters the game for A. Johnson
0:36.0,B. Bogdanovic makes free throw 2 of 2,1,54-51,,
0:31.0,,,54-53,2,I. Thomas makes 2-pt shot at rim
0:12.0,D. Sloan makes 2-pt shot from 1 ft (assist by A. Bargnani),2,56-53,,
0:02.0,,,56-55,2,I. Thomas makes 2-pt shot from 1 ft
0:00.0,D. Sloan misses 3-pt shot from 54 ft,,56-55,,
0:00.0,Offensive rebound by Team,,56-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,56-55,,I. Thomas misses 3-pt shot from 25 ft
11:43.0,Defensive rebound by T. Young,,56-55,,
11:29.0,B. Lopez misses 2-pt shot from 11 ft,,56-55,,
11:29.0,Offensive rebound by T. Young,,56-55,,
11:26.0,T. Young makes 2-pt shot from 6 ft,2,58-55,,
11:15.0,,,58-55,,J. Sullinger misses 2-pt shot from 16 ft
11:14.0,Defensive rebound by Team,,58-55,,
11:14.0,,,58-55,,Loose ball foul by A. Johnson (drawn by T. Young)
11:05.0,Turnover by J. Johnson (lost ball; steal by J. Crowder),,58-55,,
10:53.0,,,58-58,3,J. Crowder makes 3-pt shot from 25 ft (assist by I. Thomas)
10:25.0,B. Lopez misses 2-pt shot from 2 ft,,58-58,,
10:24.0,Offensive rebound by T. Young,,58-58,,
10:18.0,J. Johnson misses 3-pt shot from 23 ft,,58-58,,
10:17.0,,,58-58,,Defensive rebound by E. Turner
10:07.0,,,58-58,,Turnover by J. Crowder (bad pass)
10:00.0,J. Jack misses 2-pt shot at rim,,58-58,,
9:59.0,Offensive rebound by B. Lopez,,58-58,,
9:59.0,B. Lopez misses 2-pt shot from 1 ft,,58-58,,
9:58.0,Offensive rebound by B. Lopez,,58-58,,
9:58.0,B. Lopez misses 2-pt shot from 1 ft,,58-58,,
9:57.0,Offensive rebound by B. Lopez,,58-58,,
9:56.0,,,58-58,,Flagrant foul type 1 by J. Sullinger (drawn by B. Lopez)
9:56.0,,,58-58,,Technical foul by J. Crowder
9:56.0,Technical foul by J. Jack,,58-58,,
9:56.0,B. Lopez makes flagrant free throw 1 of 2,1,59-58,,
9:56.0,B. Lopez makes flagrant free throw 2 of 2,1,60-58,,
9:45.0,Turnover by J. Johnson (bad pass; steal by J. Crowder),,60-58,,
9:32.0,,,60-58,,Turnover by J. Sullinger (bad pass)
9:17.0,J. Johnson makes 3-pt shot from 26 ft (assist by B. Lopez),3,63-58,,
8:57.0,,,63-58,,I. Thomas misses 3-pt shot from 22 ft
8:56.0,Defensive rebound by B. Lopez,,63-58,,
8:34.0,J. Jack misses 2-pt shot from 8 ft,,63-58,,
8:33.0,,,63-58,,Defensive rebound by A. Johnson
8:16.0,,,63-58,,Turnover by J. Sullinger (lost ball; steal by T. Young)
8:09.0,,,63-58,,Personal foul by E. Turner (drawn by B. Lopez)
7:58.0,J. Jack misses 3-pt shot from 25 ft,,63-58,,
7:57.0,,,63-58,,Defensive rebound by E. Turner
7:45.0,,,63-58,,I. Thomas misses 2-pt shot from 9 ft
7:44.0,Defensive rebound by T. Young,,63-58,,
7:37.0,T. Young makes 2-pt shot from 6 ft (assist by J. Jack),2,65-58,,
7:13.0,,,65-58,,E. Turner misses 2-pt shot from 12 ft
7:12.0,Defensive rebound by J. Johnson,,65-58,,
7:00.0,J. Johnson makes 2-pt shot from 22 ft,2,67-58,,
7:00.0,,,67-58,,Boston full timeout
7:00.0,,,67-58,,D. Lee enters the game for A. Johnson
7:00.0,,,67-58,,K. Olynyk enters the game for J. Sullinger
6:48.0,,,67-58,,J. Crowder misses 3-pt shot from 25 ft
6:47.0,Defensive rebound by B. Bogdanovic,,67-58,,
6:32.0,J. Johnson misses 2-pt shot from 11 ft,,67-58,,
6:31.0,,,67-58,,Defensive rebound by K. Olynyk
6:25.0,,,67-60,2,I. Thomas makes 2-pt shot at rim
6:04.0,B. Lopez misses 2-pt shot from 8 ft,,67-60,,
6:02.0,Offensive rebound by T. Young,,67-60,,
5:59.0,Shooting foul by J. Crowder (drawn by B. Bogdanovic),,67-60,,
5:59.0,B. Bogdanovic makes free throw 1 of 2,1,68-60,,
5:59.0,,,68-60,,M. Smart enters the game for J. Crowder
5:59.0,B. Bogdanovic makes free throw 2 of 2,1,69-60,,
5:40.0,,,69-60,,E. Turner misses 2-pt shot from 18 ft
5:39.0,,,69-60,,Offensive rebound by M. Smart
5:38.0,,,69-60,,Shooting foul by T. Young (drawn by M. Smart)
5:38.0,,,69-61,1,M. Smart makes free throw 1 of 2
5:38.0,,,69-62,1,M. Smart makes free throw 2 of 2
5:26.0,J. Johnson misses 3-pt shot from 23 ft,,69-62,,
5:25.0,,,69-62,,Defensive rebound by K. Olynyk
5:14.0,,,69-62,,D. Lee misses 2-pt shot from 7 ft
5:13.0,Defensive rebound by T. Young,,69-62,,
5:02.0,B. Lopez makes 2-pt shot from 8 ft,2,71-62,,
5:02.0,Shooting foul by D. Lee (drawn by B. Lopez),,71-62,,
5:02.0,B. Lopez makes free throw 1 of 1,1,72-62,,
4:39.0,,,72-62,,Shooting foul by T. Young (drawn by M. Smart)
4:39.0,,,72-63,1,M. Smart makes free throw 1 of 3
4:39.0,,,72-63,,M. Smart misses free throw 2 of 3
4:39.0,,,72-63,,Offensive rebound by Team
4:39.0,W. Reed enters the game for T. Young,,72-63,,
4:39.0,W. Ellington enters the game for J. Johnson,,72-63,,
4:39.0,,,72-63,,M. Smart misses free throw 3 of 3
4:39.0,Defensive rebound by B. Lopez,,72-63,,
4:27.0,W. Reed makes 2-pt shot from 13 ft (assist by J. Jack),2,74-63,,
4:10.0,,,74-66,3,K. Olynyk makes 3-pt shot from 25 ft (assist by M. Smart)
3:52.0,B. Bogdanovic makes 3-pt shot from 22 ft (assist by B. Lopez),3,77-66,,
3:39.0,,,77-66,,D. Lee misses 2-pt shot from 2 ft (block by J. Jack)
3:38.0,Defensive rebound by W. Ellington,,77-66,,
3:20.0,B. Lopez misses 2-pt shot from 6 ft,,77-66,,
3:20.0,,,77-66,,Defensive rebound by E. Turner
3:11.0,,,77-66,,D. Lee misses 2-pt shot from 6 ft
3:10.0,Defensive rebound by W. Ellington,,77-66,,
3:06.0,Brooklyn full timeout,,77-66,,
3:06.0,S. Larkin enters the game for J. Jack,,77-66,,
2:49.0,W. Reed misses 2-pt shot from 15 ft,,77-66,,
2:48.0,,,77-66,,Defensive rebound by D. Lee
2:42.0,,,77-66,,K. Olynyk misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by S. Larkin,,77-66,,
2:33.0,Offensive foul by B. Lopez,,77-66,,
2:33.0,Turnover by B. Lopez (offensive foul),,77-66,,
2:33.0,,,77-66,,J. Jerebko enters the game for K. Olynyk
2:24.0,,,77-66,,I. Thomas misses 2-pt shot from 7 ft
2:23.0,Defensive rebound by W. Reed,,77-66,,
2:21.0,,,77-66,,Technical foul by I. Thomas
2:21.0,W. Ellington misses technical free throw,,77-66,,
2:21.0,Offensive rebound by Team,,77-66,,
2:21.0,,,77-66,,J. Young enters the game for E. Turner
2:21.0,A. Bargnani enters the game for B. Lopez,,77-66,,
2:21.0,D. Sloan enters the game for W. Reed,,77-66,,
2:07.0,W. Ellington misses 3-pt shot from 23 ft,,77-66,,
2:05.0,Offensive rebound by A. Bargnani,,77-66,,
2:05.0,A. Bargnani makes 2-pt shot at rim,2,79-66,,
1:52.0,,,79-68,2,I. Thomas makes 2-pt shot from 11 ft
1:34.0,B. Bogdanovic makes 2-pt shot from 2 ft,2,81-68,,
1:29.0,,,81-68,,A. Johnson enters the game for D. Lee
1:21.0,,,81-68,,M. Smart misses 3-pt shot from 23 ft
1:20.0,,,81-68,,Offensive rebound by J. Jerebko
1:19.0,,,81-68,,J. Jerebko misses 2-pt shot at rim
1:18.0,Defensive rebound by B. Bogdanovic,,81-68,,
1:03.0,Turnover by B. Bogdanovic (bad pass; steal by M. Smart),,81-68,,
0:57.0,,,81-68,,I. Thomas misses 3-pt shot from 27 ft
0:56.0,Defensive rebound by B. Bogdanovic,,81-68,,
0:35.0,B. Bogdanovic misses 2-pt shot from 11 ft,,81-68,,
0:34.0,,,81-68,,Defensive rebound by J. Young
0:27.0,,,81-70,2,M. Smart makes 2-pt shot from 1 ft
0:27.0,,,81-70,,Shooting foul by B. Bogdanovic (drawn by M. Smart)
0:27.0,,,81-71,1,M. Smart makes free throw 1 of 1
0:05.0,B. Bogdanovic misses 3-pt shot from 25 ft,,81-71,,
0:04.0,,,81-71,,Defensive rebound by A. Johnson
0:00.0,,,81-71,,I. Thomas misses 3-pt shot from 34 ft
0:00.0,,,81-71,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,Turnover by S. Larkin (bad pass),,81-71,,
11:25.0,,,81-71,,M. Smart misses 3-pt shot from 26 ft
11:24.0,Defensive rebound by A. Bargnani,,81-71,,
11:15.0,,,81-71,,Personal foul by A. Johnson (drawn by A. Bargnani)
11:07.0,S. Larkin misses 2-pt shot from 11 ft,,81-71,,
11:06.0,,,81-71,,Defensive rebound by J. Jerebko
11:00.0,Personal foul by D. Sloan (drawn by E. Turner),,81-71,,
10:54.0,,,81-73,2,M. Smart makes 2-pt shot from 1 ft (assist by E. Turner)
10:33.0,W. Ellington misses 3-pt shot from 25 ft,,81-73,,
10:32.0,,,81-73,,Defensive rebound by J. Jerebko
10:27.0,Personal foul by S. Larkin (drawn by M. Smart),,81-73,,
10:19.0,,,81-76,3,J. Jerebko makes 3-pt shot from 25 ft (assist by E. Turner)
10:19.0,Brooklyn full timeout,,81-76,,
10:01.0,,,81-76,,Personal foul by M. Smart (drawn by J. Johnson)
9:49.0,J. Johnson makes 2-pt shot from 15 ft (assist by S. Larkin),2,83-76,,
9:39.0,,,83-76,,Shooting foul by S. Larkin (drawn by M. Smart)
9:39.0,,,83-78,2,M. Smart makes 2-pt shot from 2 ft (assist by J. Jerebko)
9:39.0,B. Lopez enters the game for A. Bargnani,,83-78,,
9:39.0,T. Young enters the game for S. Larkin,,83-78,,
9:39.0,,,83-79,1,M. Smart makes free throw 1 of 1
9:21.0,Turnover by B. Lopez (lost ball),,83-79,,
9:03.0,,,83-79,,Shooting foul by B. Lopez (drawn by E. Turner)
9:03.0,,,83-80,1,E. Turner makes free throw 1 of 2
9:03.0,,,83-81,1,E. Turner makes free throw 2 of 2
8:51.0,T. Young misses 2-pt shot from 6 ft,,83-81,,
8:50.0,,,83-81,,Defensive rebound by A. Johnson
8:38.0,,,83-83,2,E. Turner makes 2-pt shot from 14 ft
8:38.0,Brooklyn full timeout,,83-83,,
8:38.0,S. Larkin enters the game for D. Sloan,,83-83,,
8:24.0,B. Lopez makes 2-pt shot from 8 ft,2,85-83,,
8:24.0,Shooting foul by A. Johnson (drawn by B. Lopez),,85-83,,
8:24.0,B. Lopez makes free throw 1 of 1,1,86-83,,
