time,Miami,pts.away,score,pts.home,Boston
4:53.0,,,41-37,2,E. Turner makes 2-pt shot from 15 ft (assist by J. Sullinger)
4:29.0,J. Richardson makes 2-pt shot from 6 ft (assist by G. Dragic),2,43-37,,
4:22.0,,,43-37,,I. Thomas misses 2-pt shot from 1 ft (block by J. Winslow)
4:21.0,,,43-37,,Offensive rebound by I. Thomas
4:18.0,,,43-39,2,J. Crowder makes 2-pt shot at rim (assist by E. Turner)
3:52.0,Turnover by Team (shot clock),,43-39,,
3:39.0,,,43-39,,I. Thomas misses 2-pt shot at rim
3:38.0,Defensive rebound by H. Whiteside,,43-39,,
3:31.0,J. Winslow makes 2-pt shot at rim (assist by J. Richardson),2,45-39,,
3:04.0,,,45-39,,E. Turner misses 2-pt shot from 13 ft
3:03.0,,,45-39,,Offensive rebound by Team
3:03.0,Loose ball foul by J. Winslow (drawn by J. Sullinger),,45-39,,
3:03.0,,,45-40,1,J. Sullinger makes free throw 1 of 2
3:03.0,,,45-40,,A. Johnson enters the game for E. Turner
3:03.0,,,45-41,1,J. Sullinger makes free throw 2 of 2
2:57.0,J. Winslow misses 2-pt shot from 5 ft,,45-41,,
2:56.0,,,45-41,,Defensive rebound by J. Sullinger
2:43.0,,,45-41,,I. Thomas misses 2-pt shot from 17 ft
2:42.0,Defensive rebound by H. Whiteside,,45-41,,
2:40.0,,,45-41,,Personal foul by J. Crowder (drawn by L. Deng)
2:40.0,Official timeout,,45-41,,
2:25.0,L. Deng misses 2-pt shot from 11 ft,,45-41,,
2:24.0,Offensive rebound by J. Winslow,,45-41,,
2:22.0,J. Winslow misses 2-pt shot from 1 ft (block by J. Sullinger),,45-41,,
2:21.0,,,45-41,,Defensive rebound by J. Sullinger
2:12.0,,,45-43,2,J. Sullinger makes 2-pt shot at rim (assist by I. Thomas)
1:57.0,Shooting foul by J. Crowder (drawn by L. Deng),,45-43,,
1:57.0,L. Deng misses free throw 1 of 2,,45-43,,
1:57.0,Offensive rebound by Team,,45-43,,
1:57.0,L. Deng misses free throw 2 of 2,,45-43,,
1:57.0,,,45-43,,Defensive rebound by A. Johnson
1:42.0,,,45-43,,J. Crowder misses 2-pt shot from 6 ft
1:41.0,Defensive rebound by L. Deng,,45-43,,
1:34.0,G. Dragic misses 2-pt shot from 11 ft,,45-43,,
1:33.0,Offensive rebound by L. Deng,,45-43,,
1:33.0,L. Deng makes 2-pt shot at rim,2,47-43,,
1:23.0,,,47-43,,I. Thomas misses 2-pt shot from 2 ft (block by H. Whiteside)
1:22.0,,,47-43,,Offensive rebound by A. Johnson
1:18.0,,,47-43,,J. Crowder misses 3-pt shot from 25 ft
1:17.0,Defensive rebound by H. Whiteside,,47-43,,
1:12.0,Offensive charge foul by G. Dragic,,47-43,,
1:12.0,Turnover by G. Dragic (offensive foul),,47-43,,
1:12.0,D. Wade enters the game for J. Winslow,,47-43,,
1:12.0,G. Green enters the game for G. Dragic,,47-43,,
1:00.0,,,47-43,,J. Sullinger misses 2-pt shot from 19 ft
1:00.0,Defensive rebound by L. Deng,,47-43,,
0:51.0,D. Wade makes 2-pt shot from 16 ft,2,49-43,,
0:51.0,,,49-43,,Boston full timeout
0:51.0,,,49-43,,E. Turner enters the game for A. Johnson
0:51.0,,,49-43,,J. Jerebko enters the game for J. Crowder
0:29.0,,,49-46,3,A. Bradley makes 3-pt shot from 26 ft (assist by J. Jerebko)
0:24.0,Miami full timeout,,49-46,,
0:06.0,D. Wade misses 2-pt shot from 11 ft,,49-46,,
0:03.0,,,49-46,,Defensive rebound by Team
0:03.0,,,49-46,,T. Rozier enters the game for J. Sullinger
0:03.0,G. Dragic enters the game for H. Whiteside,,49-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,49-46,,A. Bradley misses 3-pt shot from 26 ft
11:44.0,Defensive rebound by D. Wade,,49-46,,
11:23.0,D. Wade misses 2-pt shot from 20 ft,,49-46,,
11:22.0,,,49-46,,Defensive rebound by J. Sullinger
11:14.0,,,49-46,,J. Sullinger misses 2-pt shot from 19 ft
11:13.0,Defensive rebound by D. Wade,,49-46,,
11:06.0,D. Wade makes 2-pt shot from 7 ft,2,51-46,,
11:06.0,Shooting foul by A. Bradley (drawn by D. Wade),,51-46,,
11:06.0,D. Wade makes free throw 1 of 1,1,52-46,,
10:49.0,,,52-48,2,J. Sullinger makes 2-pt shot from 6 ft
10:36.0,G. Dragic misses 2-pt shot from 2 ft,,52-48,,
10:35.0,,,52-48,,Defensive rebound by A. Johnson
10:23.0,,,52-48,,I. Thomas misses 3-pt shot from 25 ft
10:22.0,Defensive rebound by A. Stoudemire,,52-48,,
10:15.0,D. Wade misses 2-pt shot from 16 ft,,52-48,,
10:14.0,,,52-48,,Defensive rebound by J. Sullinger
10:02.0,,,52-50,2,J. Crowder makes 2-pt shot from 1 ft (assist by A. Bradley)
9:47.0,L. Deng misses 2-pt shot from 2 ft (block by A. Johnson),,52-50,,
9:46.0,,,52-50,,Defensive rebound by J. Crowder
9:40.0,,,52-50,,A. Johnson misses 2-pt shot from 2 ft (block by A. Stoudemire)
9:39.0,Defensive rebound by J. Winslow,,52-50,,
9:17.0,Turnover by G. Dragic (bad pass),,52-50,,
9:06.0,,,52-52,2,A. Johnson makes 2-pt shot from 1 ft (assist by I. Thomas)
9:06.0,,,52-52,,Shooting foul by G. Dragic (drawn by A. Johnson)
9:06.0,,,52-53,1,A. Johnson makes free throw 1 of 1
8:50.0,,,52-53,,Personal foul by I. Thomas (drawn by G. Dragic)
8:40.0,D. Wade misses 2-pt shot from 10 ft,,52-53,,
8:38.0,,,52-53,,Defensive rebound by J. Sullinger
8:32.0,,,52-55,2,A. Bradley makes 2-pt shot at rim (assist by I. Thomas)
8:11.0,J. Winslow misses 2-pt shot from 15 ft,,52-55,,
8:09.0,,,52-55,,Defensive rebound by J. Sullinger
8:04.0,,,52-57,2,A. Bradley makes 2-pt shot from 1 ft (assist by J. Sullinger)
8:04.0,Miami full timeout,,52-57,,
7:50.0,L. Deng misses 3-pt shot from 23 ft,,52-57,,
7:49.0,Offensive rebound by J. Winslow,,52-57,,
7:35.0,L. Deng makes 2-pt shot from 1 ft (assist by D. Wade),2,54-57,,
7:19.0,,,54-59,2,I. Thomas makes 2-pt shot from 5 ft (assist by A. Bradley)
7:14.0,,,54-59,,Personal foul by J. Sullinger (drawn by A. Stoudemire)
7:00.0,A. Stoudemire misses 2-pt shot at rim (block by J. Sullinger),,54-59,,
6:59.0,Offensive rebound by A. Stoudemire,,54-59,,
6:58.0,A. Stoudemire misses 2-pt shot at rim (block by A. Johnson),,54-59,,
6:57.0,Jump ball: A. Johnson vs. A. Stoudemire (I. Thomas gains possession),,,,Jump ball: A. Johnson vs. A. Stoudemire (I. Thomas gains possession)
6:57.0,,,54-59,,Defensive rebound by Team
6:51.0,,,54-59,,Turnover by I. Thomas (bad pass; steal by G. Dragic)
6:43.0,G. Dragic makes 2-pt shot from 15 ft,2,56-59,,
6:23.0,,,56-62,3,I. Thomas makes 3-pt shot from 25 ft (assist by J. Sullinger)
6:01.0,D. Wade misses 2-pt shot at rim,,56-62,,
6:00.0,,,56-62,,Defensive rebound by J. Sullinger
5:53.0,,,56-62,,Offensive foul by A. Bradley
5:53.0,,,56-62,,Turnover by A. Bradley (offensive foul)
5:31.0,G. Dragic makes 2-pt shot from 4 ft,2,58-62,,
5:12.0,,,58-62,,A. Johnson misses 2-pt shot from 6 ft
5:11.0,Defensive rebound by J. Winslow,,58-62,,
5:02.0,D. Wade makes 2-pt shot from 20 ft (assist by J. Winslow),2,60-62,,
4:48.0,,,60-62,,I. Thomas misses 2-pt shot from 11 ft
4:48.0,Defensive rebound by A. Stoudemire,,60-62,,
4:40.0,,,60-62,,Personal foul by I. Thomas (drawn by G. Dragic)
4:40.0,H. Whiteside enters the game for A. Stoudemire,,60-62,,
4:40.0,,,60-62,,M. Smart enters the game for A. Bradley
4:40.0,,,60-62,,E. Turner enters the game for J. Sullinger
4:40.0,J. Richardson enters the game for D. Wade,,60-62,,
4:34.0,G. Dragic misses 3-pt shot from 25 ft,,60-62,,
4:32.0,,,60-62,,Defensive rebound by A. Johnson
4:22.0,,,60-64,2,J. Crowder makes 2-pt shot from 13 ft (assist by M. Smart)
4:01.0,Shooting foul by M. Smart (drawn by J. Richardson),,60-64,,
4:01.0,J. Richardson makes free throw 1 of 2,1,61-64,,
4:01.0,J. Richardson misses free throw 2 of 2,,61-64,,
4:01.0,,,61-64,,Defensive rebound by E. Turner
3:53.0,Personal foul by J. Richardson (drawn by M. Smart),,61-64,,
3:41.0,,,61-64,,J. Crowder misses 2-pt shot from 17 ft
3:40.0,Defensive rebound by H. Whiteside,,61-64,,
3:30.0,G. Dragic makes 2-pt shot from 8 ft,2,63-64,,
3:20.0,,,63-64,,I. Thomas misses 2-pt shot from 16 ft
3:19.0,,,63-64,,Offensive rebound by J. Crowder
3:18.0,,,63-66,2,J. Crowder makes 2-pt shot from 1 ft
3:08.0,Turnover by G. Dragic (bad pass; steal by J. Crowder),,63-66,,
3:06.0,Personal foul by G. Dragic (drawn by M. Smart),,63-66,,
3:06.0,,,63-66,,T. Zeller enters the game for A. Johnson
2:45.0,,,63-66,,T. Zeller misses 2-pt shot from 15 ft
2:44.0,Defensive rebound by L. Deng,,63-66,,
2:31.0,Turnover by J. Richardson (lost ball; steal by J. Crowder),,63-66,,
2:25.0,,,63-66,,M. Smart misses 2-pt shot at rim (block by J. Richardson)
2:23.0,Defensive rebound by J. Richardson,,63-66,,
2:15.0,J. Winslow misses 2-pt shot from 7 ft,,63-66,,
2:14.0,Offensive rebound by L. Deng,,63-66,,
2:14.0,L. Deng misses 2-pt shot at rim,,63-66,,
2:13.0,,,63-66,,Defensive rebound by M. Smart
2:07.0,,,63-68,2,M. Smart makes 2-pt shot at rim
1:44.0,G. Dragic makes 3-pt shot from 24 ft (assist by J. Winslow),3,66-68,,
1:28.0,Violation by H. Whiteside (def goaltending),,66-68,,
1:28.0,,,66-70,2,J. Crowder makes 2-pt shot from 8 ft
1:28.0,,,66-70,,Shooting foul by L. Deng (drawn by J. Crowder)
1:28.0,,,66-70,,Boston full timeout
1:28.0,Technical foul by H. Whiteside,,66-70,,
1:28.0,,,66-71,1,E. Turner makes technical free throw
1:28.0,,,66-71,,J. Jerebko enters the game for I. Thomas
1:28.0,G. Green enters the game for L. Deng,,66-71,,
1:28.0,,,66-72,1,J. Crowder makes free throw 1 of 1
1:16.0,G. Dragic makes 2-pt shot from 15 ft,2,68-72,,
1:01.0,,,68-72,,J. Crowder misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by G. Dragic,,68-72,,
0:40.0,G. Green misses 2-pt shot from 20 ft,,68-72,,
0:40.0,,,68-72,,Defensive rebound by T. Zeller
0:22.0,,,68-72,,T. Zeller misses 2-pt shot from 18 ft
0:19.0,Defensive rebound by G. Green,,68-72,,
0:13.0,J. Winslow misses 2-pt shot at rim,,68-72,,
0:12.0,Offensive rebound by H. Whiteside,,68-72,,
0:12.0,H. Whiteside makes 2-pt shot at rim,2,70-72,,
0:01.0,,,70-72,,E. Turner misses 2-pt shot at rim (block by J. Richardson)
0:01.0,Defensive rebound by Team,,70-72,,
0:00.0,G. Green misses 3-pt shot from 60 ft,,70-72,,
0:00.0,Offensive rebound by Team,,70-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,D. Wade makes 2-pt shot from 8 ft,2,72-72,,
11:27.0,,,72-72,,E. Turner misses 2-pt shot from 1 ft (block by H. Whiteside)
11:26.0,,,72-72,,Offensive rebound by E. Turner
11:25.0,,,72-72,,Shooting foul by G. Green (drawn by A. Bradley)
11:25.0,,,72-73,1,A. Bradley makes free throw 1 of 2
11:25.0,,,72-74,1,A. Bradley makes free throw 2 of 2
11:11.0,J. Richardson makes 2-pt shot from 20 ft (assist by J. McRoberts),2,74-74,,
10:58.0,,,74-74,,T. Zeller misses 2-pt shot from 18 ft
10:57.0,Defensive rebound by D. Wade,,74-74,,
10:48.0,D. Wade makes 2-pt shot from 17 ft,2,76-74,,
10:34.0,,,76-74,,E. Turner misses 2-pt shot from 18 ft
10:31.0,Defensive rebound by J. Richardson,,76-74,,
10:21.0,D. Wade misses 2-pt shot from 15 ft,,76-74,,
10:20.0,,,76-74,,Defensive rebound by E. Turner
10:14.0,,,76-76,2,T. Zeller makes 2-pt shot at rim (assist by E. Turner)
9:48.0,H. Whiteside makes 2-pt shot from 19 ft (assist by J. McRoberts),2,78-76,,
9:25.0,,,78-79,3,M. Smart makes 3-pt shot from 25 ft
8:59.0,G. Green misses 2-pt shot from 1 ft,,78-79,,
8:58.0,,,78-79,,Defensive rebound by M. Smart
8:44.0,,,78-79,,J. Jerebko misses 2-pt shot from 2 ft (block by H. Whiteside)
8:43.0,Defensive rebound by Team,,78-79,,
8:43.0,Official timeout,,78-79,,
8:34.0,D. Wade makes 2-pt shot from 17 ft (assist by J. McRoberts),2,80-79,,
8:15.0,,,80-79,,A. Bradley misses 2-pt shot from 21 ft
8:14.0,Defensive rebound by H. Whiteside,,80-79,,
8:01.0,D. Wade misses 2-pt shot from 20 ft,,80-79,,
8:00.0,Offensive rebound by H. Whiteside,,80-79,,
7:59.0,H. Whiteside makes 2-pt shot at rim,2,82-79,,
7:39.0,,,82-82,3,J. Jerebko makes 3-pt shot from 23 ft (assist by E. Turner)
7:16.0,J. Richardson misses 3-pt shot from 25 ft,,82-82,,
7:15.0,,,82-82,,Defensive rebound by J. Jerebko
7:01.0,,,82-82,,A. Bradley misses 2-pt shot from 1 ft
7:00.0,Defensive rebound by H. Whiteside,,82-82,,
6:51.0,D. Wade misses 2-pt shot at rim,,82-82,,
6:50.0,,,82-82,,Defensive rebound by T. Zeller
6:44.0,,,82-84,2,E. Turner makes 2-pt shot from 11 ft
6:22.0,G. Green misses 3-pt shot from 24 ft,,82-84,,
6:21.0,,,82-84,,Defensive rebound by J. Jerebko
6:12.0,,,82-84,,T. Zeller misses 2-pt shot from 6 ft
6:11.0,Defensive rebound by J. McRoberts,,82-84,,
5:56.0,J. McRoberts misses 2-pt shot from 7 ft (block by T. Zeller),,82-84,,
5:55.0,Offensive rebound by J. McRoberts,,82-84,,
5:54.0,H. Whiteside misses 2-pt shot at rim,,82-84,,
5:53.0,,,82-84,,Defensive rebound by E. Turner
5:47.0,,,82-86,2,T. Zeller makes 2-pt shot at rim (assist by E. Turner)
5:46.0,Miami full timeout,,82-86,,
