time,Brooklyn,pts.away,score,pts.home,Atlanta
4:13.0,,,11-13,,Offensive rebound by T. Splitter
4:10.0,,,11-15,2,T. Splitter makes 2-pt shot from 2 ft
3:52.0,T. Young makes 2-pt shot from 17 ft (assist by W. Ellington),2,13-15,,
3:30.0,,,13-17,2,P. Millsap makes 2-pt shot from 18 ft (assist by T. Splitter)
3:12.0,Turnover by B. Bogdanovic (lost ball; steal by P. Millsap),,13-17,,
3:05.0,,,13-17,,J. Holiday misses 2-pt shot from 4 ft (block by T. Young)
3:05.0,,,13-17,,Offensive rebound by Team
3:05.0,,,13-17,,Atlanta full timeout
3:05.0,,,13-17,,S. Mack enters the game for D. Schroder
3:05.0,,,13-17,,T. Sefolosha enters the game for K. Bazemore
2:50.0,,,13-19,2,T. Splitter makes 2-pt shot at rim (assist by T. Sefolosha)
2:35.0,,,13-19,,Personal foul by T. Splitter (drawn by S. Larkin)
2:35.0,,,13-19,,M. Scott enters the game for P. Millsap
2:29.0,Turnover by S. Larkin (lost ball; steal by J. Holiday),,13-19,,
2:18.0,,,13-21,2,T. Splitter makes 2-pt shot at rim (assist by J. Holiday)
1:51.0,B. Lopez makes 2-pt shot from 12 ft,2,15-21,,
1:36.0,,,15-21,,M. Scott misses 2-pt shot from 7 ft
1:33.0,Defensive rebound by B. Lopez,,15-21,,
1:28.0,,,15-21,,Personal foul by M. Scott (drawn by T. Young)
1:28.0,A. Bargnani enters the game for T. Young,,15-21,,
1:28.0,T. Robinson enters the game for B. Lopez,,15-21,,
1:14.0,B. Bogdanovic misses 3-pt shot from 22 ft,,15-21,,
1:13.0,Offensive rebound by W. Ellington,,15-21,,
1:10.0,S. Larkin misses 2-pt shot from 12 ft (block by J. Holiday),,15-21,,
1:08.0,,,15-21,,Defensive rebound by T. Sefolosha
1:05.0,Personal foul by W. Ellington (drawn by M. Scott),,15-21,,
1:05.0,,,15-22,1,M. Scott makes free throw 1 of 2
1:05.0,,,15-22,,A. Horford enters the game for T. Splitter
1:05.0,,,15-22,,J. Teague enters the game for J. Holiday
1:05.0,,,15-23,1,M. Scott makes free throw 2 of 2
0:50.0,W. Ellington misses 3-pt shot from 24 ft,,15-23,,
0:48.0,,,15-23,,Defensive rebound by A. Horford
0:41.0,,,15-23,,S. Mack misses 2-pt shot from 1 ft
0:40.0,Defensive rebound by W. Ellington,,15-23,,
0:29.0,B. Bogdanovic makes 2-pt shot from 1 ft,2,17-23,,
0:13.0,,,17-23,,J. Teague misses 3-pt shot from 24 ft
0:10.0,Defensive rebound by W. Ellington,,17-23,,
0:00.0,S. Larkin misses 2-pt shot from 17 ft,,17-23,,
0:00.0,Offensive rebound by Team,,17-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,T. Robinson misses 2-pt shot from 12 ft,,17-23,,
11:40.0,,,17-23,,Defensive rebound by A. Horford
11:26.0,,,17-25,2,J. Teague makes 2-pt shot from 11 ft (assist by M. Scott)
11:09.0,B. Bogdanovic misses 2-pt shot from 9 ft,,17-25,,
11:08.0,,,17-25,,Defensive rebound by S. Mack
11:01.0,,,17-25,,T. Sefolosha misses 3-pt shot from 24 ft
11:00.0,Defensive rebound by T. Robinson,,17-25,,
10:45.0,S. Larkin makes 2-pt shot from 20 ft (assist by B. Bogdanovic),2,19-25,,
10:25.0,,,19-25,,Turnover by S. Mack (bad pass; steal by W. Ellington)
10:21.0,W. Ellington makes 2-pt shot from 1 ft (assist by S. Larkin),2,21-25,,
10:05.0,,,21-27,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
9:49.0,Turnover by A. Bargnani (lost ball; steal by T. Sefolosha),,21-27,,
9:44.0,,,21-27,,Turnover by S. Mack (discontinued dribble)
9:27.0,Shooting foul by J. Teague (drawn by S. Larkin),,21-27,,
9:27.0,S. Larkin makes free throw 1 of 2,1,22-27,,
9:27.0,S. Larkin makes free throw 2 of 2,1,23-27,,
9:05.0,,,23-27,,T. Sefolosha misses 2-pt shot from 1 ft (block by T. Robinson)
9:01.0,Defensive rebound by B. Bogdanovic,,23-27,,
8:57.0,,,23-27,,Personal foul by S. Mack (drawn by B. Bogdanovic)
8:57.0,Official timeout,,23-27,,
8:57.0,,,23-27,,J. Holiday enters the game for S. Mack
8:42.0,W. Ellington misses 3-pt shot from 24 ft,,23-27,,
8:41.0,,,23-27,,Defensive rebound by T. Sefolosha
8:33.0,,,23-29,2,J. Teague makes 2-pt shot from 1 ft
8:25.0,Turnover by S. Larkin (bad pass; steal by J. Teague),,23-29,,
8:20.0,,,23-29,,Shooting foul by A. Bargnani (drawn by A. Horford)
8:20.0,,,23-30,1,A. Horford makes free throw 1 of 2
8:20.0,B. Lopez enters the game for W. Ellington,,23-30,,
8:20.0,J. Jack enters the game for S. Larkin,,23-30,,
8:20.0,J. Johnson enters the game for A. Bargnani,,23-30,,
8:20.0,R. Hollis-Jefferson enters the game for T. Robinson,,23-30,,
8:20.0,,,23-31,1,A. Horford makes free throw 2 of 2
7:58.0,B. Bogdanovic makes 2-pt shot at rim (assist by R. Hollis-Jefferson),2,25-31,,
7:49.0,Personal foul by J. Jack (drawn by J. Teague),,25-31,,
7:49.0,,,25-31,,D. Schroder enters the game for J. Teague
7:42.0,,,25-33,2,J. Holiday makes 2-pt shot from 19 ft (assist by D. Schroder)
7:18.0,B. Lopez misses 2-pt shot from 15 ft,,25-33,,
7:15.0,,,25-33,,Defensive rebound by D. Schroder
7:00.0,,,25-33,,D. Schroder misses 2-pt shot from 19 ft
6:59.0,Defensive rebound by J. Johnson,,25-33,,
6:47.0,B. Bogdanovic makes 3-pt shot from 22 ft (assist by J. Johnson),3,28-33,,
6:33.0,,,28-33,,Turnover by D. Schroder (bad pass; steal by R. Hollis-Jefferson)
6:27.0,Turnover by J. Jack (bad pass; steal by D. Schroder),,28-33,,
6:18.0,,,28-33,,D. Schroder misses 2-pt shot from 1 ft
6:16.0,,,28-33,,Offensive rebound by A. Horford
6:06.0,,,28-33,,Shooting foul by B. Lopez (drawn by T. Sefolosha)
6:06.0,,,28-34,1,T. Sefolosha makes free throw 1 of 2
6:06.0,,,28-34,,T. Splitter enters the game for A. Horford
6:06.0,,,28-34,,P. Millsap enters the game for M. Scott
6:06.0,T. Young enters the game for B. Bogdanovic,,28-34,,
6:06.0,,,28-34,,T. Sefolosha misses free throw 2 of 2
6:05.0,Defensive rebound by B. Lopez,,28-34,,
5:49.0,J. Jack misses 3-pt shot from 23 ft,,28-34,,
5:48.0,Offensive rebound by B. Lopez,,28-34,,
5:45.0,B. Lopez misses 2-pt shot from 8 ft,,28-34,,
5:44.0,,,28-34,,Defensive rebound by P. Millsap
5:35.0,,,28-34,,Turnover by D. Schroder (bad pass; steal by R. Hollis-Jefferson)
5:29.0,R. Hollis-Jefferson misses 2-pt shot at rim (block by T. Sefolosha),,28-34,,
5:27.0,Offensive rebound by T. Young,,28-34,,
5:17.0,J. Jack misses 2-pt shot from 20 ft,,28-34,,
5:16.0,,,28-34,,Defensive rebound by P. Millsap
5:12.0,,,28-34,,Atlanta full timeout
5:12.0,,,28-34,,K. Bazemore enters the game for T. Sefolosha
5:03.0,,,28-34,,J. Holiday misses 2-pt shot from 16 ft
5:02.0,Defensive rebound by T. Young,,28-34,,
4:48.0,B. Lopez makes 2-pt shot from 19 ft (assist by T. Young),2,30-34,,
4:22.0,,,30-34,,T. Splitter misses 2-pt shot from 4 ft
4:21.0,,,30-34,,Offensive rebound by Team
4:21.0,,,30-34,,Turnover by Team (shot clock)
4:11.0,,,30-34,,Personal foul by T. Splitter (drawn by B. Lopez)
4:11.0,,,30-34,,J. Teague enters the game for D. Schroder
4:02.0,Shooting foul by K. Bazemore (drawn by J. Johnson),,30-34,,
4:02.0,J. Johnson makes free throw 1 of 2,1,31-34,,
4:02.0,J. Johnson makes free throw 2 of 2,1,32-34,,
3:51.0,Personal foul by T. Young (drawn by J. Teague),,32-34,,
3:45.0,,,32-34,,Turnover by J. Holiday (lost ball; steal by R. Hollis-Jefferson)
3:41.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft (block by J. Holiday),,32-34,,
3:39.0,Offensive rebound by T. Young,,32-34,,
3:39.0,J. Jack makes 2-pt shot from 1 ft,2,34-34,,
3:35.0,Personal foul by J. Jack (drawn by J. Teague),,34-34,,
3:35.0,,,34-34,,J. Teague misses free throw 1 of 2
3:35.0,,,34-34,,Offensive rebound by Team
3:35.0,,,34-34,,A. Horford enters the game for T. Splitter
3:35.0,,,34-35,1,J. Teague makes free throw 2 of 2
3:18.0,J. Johnson misses 2-pt shot from 15 ft,,34-35,,
3:16.0,,,34-35,,Defensive rebound by P. Millsap
3:06.0,,,34-37,2,J. Holiday makes 2-pt shot from 16 ft (assist by A. Horford)
2:55.0,Shooting foul by K. Bazemore (drawn by B. Lopez),,34-37,,
2:55.0,Brooklyn full timeout,,34-37,,
2:55.0,B. Lopez misses free throw 1 of 2,,34-37,,
2:55.0,Offensive rebound by Team,,34-37,,
2:55.0,B. Lopez makes free throw 2 of 2,1,35-37,,
2:38.0,,,35-37,,J. Teague misses 2-pt shot from 7 ft
2:35.0,Defensive rebound by B. Lopez,,35-37,,
2:16.0,J. Johnson makes 2-pt shot from 9 ft (assist by B. Lopez),2,37-37,,
1:56.0,,,37-37,,Shooting foul by J. Jack (drawn by J. Teague)
1:56.0,,,37-38,1,J. Teague makes free throw 1 of 2
1:56.0,S. Larkin enters the game for J. Jack,,37-38,,
1:56.0,,,37-38,,T. Sefolosha enters the game for K. Bazemore
1:56.0,,,37-39,1,J. Teague makes free throw 2 of 2
1:37.0,J. Johnson misses 3-pt shot from 25 ft,,37-39,,
1:35.0,Offensive rebound by B. Lopez,,37-39,,
1:32.0,B. Lopez misses 2-pt shot from 1 ft,,37-39,,
1:31.0,,,37-39,,Defensive rebound by A. Horford
1:27.0,,,37-39,,J. Holiday misses 2-pt shot from 2 ft (block by B. Lopez)
1:24.0,,,37-39,,Offensive rebound by A. Horford
1:24.0,,,37-39,,A. Horford misses 2-pt shot at rim
1:22.0,Defensive rebound by R. Hollis-Jefferson,,37-39,,
1:09.0,T. Young makes 2-pt shot from 17 ft,2,39-39,,
1:00.0,,,39-41,2,A. Horford makes 2-pt shot from 15 ft (assist by J. Teague)
0:42.0,B. Lopez makes 2-pt shot from 21 ft (assist by T. Young),2,41-41,,
0:35.0,,,41-41,,J. Holiday misses 3-pt shot from 22 ft
0:33.0,Defensive rebound by S. Larkin,,41-41,,
0:20.0,T. Young makes 2-pt shot from 17 ft (assist by B. Lopez),2,43-41,,
0:00.0,,,43-41,,J. Teague misses 3-pt shot from 25 ft
0:00.0,,,43-41,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,J. Johnson misses 2-pt shot from 20 ft,,43-41,,
11:34.0,,,43-41,,Defensive rebound by K. Bazemore
11:28.0,,,43-43,2,A. Horford makes 2-pt shot from 16 ft (assist by D. Schroder)
11:18.0,Turnover by M. Brown (bad pass; steal by P. Millsap),,43-43,,
10:59.0,,,43-43,,K. Bazemore misses 3-pt shot from 24 ft
10:58.0,Defensive rebound by J. Jack,,43-43,,
10:49.0,J. Jack makes 2-pt shot from 1 ft,2,45-43,,
10:25.0,,,45-46,3,D. Schroder makes 3-pt shot from 25 ft (assist by A. Horford)
10:02.0,B. Lopez makes 2-pt shot at rim (assist by J. Johnson),2,47-46,,
9:47.0,,,47-49,3,D. Schroder makes 3-pt shot from 22 ft (assist by K. Bazemore)
9:27.0,T. Young misses 2-pt shot from 2 ft (block by A. Horford),,47-49,,
9:27.0,Offensive rebound by B. Lopez,,47-49,,
9:27.0,Shooting foul by D. Schroder (drawn by B. Lopez),,47-49,,
9:27.0,B. Lopez makes 2-pt shot from 1 ft,2,49-49,,
9:27.0,B. Lopez makes free throw 1 of 1,1,50-49,,
9:11.0,,,50-52,3,A. Horford makes 3-pt shot from 24 ft (assist by D. Schroder)
9:02.0,,,50-52,,Personal foul by J. Teague (drawn by M. Brown)
8:52.0,Turnover by B. Lopez (lost ball; steal by J. Teague),,50-52,,
8:36.0,,,50-54,2,A. Horford makes 2-pt shot from 18 ft (assist by D. Schroder)
8:15.0,B. Lopez misses 2-pt shot from 1 ft,,50-54,,
8:14.0,,,50-54,,Defensive rebound by P. Millsap
8:02.0,,,50-56,2,A. Horford makes 2-pt shot at rim (assist by P. Millsap)
8:02.0,Brooklyn full timeout,,50-56,,
7:53.0,,,50-56,,Personal foul by P. Millsap (drawn by J. Jack)
7:46.0,T. Young misses 2-pt shot from 18 ft,,50-56,,
7:45.0,Offensive rebound by J. Johnson,,50-56,,
7:40.0,J. Johnson misses 2-pt shot from 6 ft,,50-56,,
7:39.0,Offensive rebound by B. Lopez,,50-56,,
7:37.0,Turnover by B. Lopez (lost ball; steal by P. Millsap),,50-56,,
7:34.0,,,50-56,,Turnover by K. Bazemore (bad pass; steal by M. Brown)
7:29.0,B. Lopez makes 2-pt shot at rim (assist by J. Johnson),2,52-56,,
7:10.0,,,52-56,,J. Teague misses 2-pt shot from 10 ft
7:09.0,,,52-56,,Offensive rebound by A. Horford
6:57.0,,,52-56,,P. Millsap misses 3-pt shot from 22 ft
6:56.0,Defensive rebound by M. Brown,,52-56,,
6:42.0,T. Young makes 2-pt shot from 19 ft,2,54-56,,
6:19.0,,,54-56,,P. Millsap misses 2-pt shot from 16 ft
6:17.0,Defensive rebound by J. Johnson,,54-56,,
6:08.0,M. Brown makes 3-pt shot from 22 ft (assist by J. Johnson),3,57-56,,
5:47.0,,,57-56,,D. Schroder misses 2-pt shot from 9 ft (block by J. Jack)
5:45.0,Defensive rebound by J. Johnson,,57-56,,
5:40.0,B. Lopez makes 2-pt shot at rim (assist by T. Young),2,59-56,,
5:40.0,,,59-56,,Atlanta full timeout
5:40.0,,,59-56,,J. Holiday enters the game for A. Horford
5:40.0,,,59-56,,T. Splitter enters the game for J. Teague
5:28.0,,,59-56,,K. Bazemore misses 2-pt shot from 20 ft
5:27.0,Defensive rebound by T. Young,,59-56,,
5:14.0,Turnover by J. Johnson (bad pass; steal by K. Bazemore),,59-56,,
5:09.0,,,59-58,2,D. Schroder makes 2-pt shot at rim
4:56.0,B. Lopez makes 2-pt shot from 20 ft (assist by J. Jack),2,61-58,,
4:42.0,,,61-58,,T. Splitter misses 2-pt shot from 2 ft
4:41.0,Defensive rebound by T. Young,,61-58,,
4:36.0,Shooting foul by K. Bazemore (drawn by B. Lopez),,61-58,,
4:36.0,B. Lopez misses free throw 1 of 2,,61-58,,
4:36.0,Offensive rebound by Team,,61-58,,
4:36.0,,,61-58,,T. Sefolosha enters the game for K. Bazemore
4:36.0,B. Lopez makes free throw 2 of 2,1,62-58,,
4:25.0,,,62-60,2,J. Holiday makes 2-pt shot from 19 ft
4:03.0,M. Brown misses 3-pt shot from 23 ft,,62-60,,
4:02.0,Offensive rebound by T. Young,,62-60,,
3:51.0,T. Young makes 2-pt shot from 3 ft (assist by J. Johnson),2,64-60,,
3:39.0,,,64-63,3,D. Schroder makes 3-pt shot from 23 ft (assist by P. Millsap)
3:25.0,J. Jack misses 2-pt shot from 4 ft,,64-63,,
3:24.0,,,64-63,,Defensive rebound by P. Millsap
3:20.0,,,64-63,,Turnover by P. Millsap (offensive foul)
3:20.0,,,64-63,,Offensive charge foul by P. Millsap
3:20.0,S. Larkin enters the game for J. Jack,,64-63,,
3:20.0,B. Bogdanovic enters the game for M. Brown,,64-63,,
3:07.0,Turnover by S. Larkin (lost ball; steal by P. Millsap),,64-63,,
2:45.0,,,64-63,,T. Splitter misses 2-pt shot from 1 ft
2:44.0,Defensive rebound by B. Lopez,,64-63,,
2:29.0,J. Johnson misses 3-pt shot from 24 ft,,64-63,,
2:28.0,,,64-63,,Defensive rebound by Team
2:10.0,,,64-65,2,P. Millsap makes 2-pt shot from 8 ft
1:53.0,Turnover by T. Young (bad pass; steal by T. Splitter),,64-65,,
1:47.0,,,64-67,2,D. Schroder makes 2-pt shot at rim
1:35.0,B. Lopez makes 2-pt shot from 13 ft,2,66-67,,
1:27.0,Personal foul by T. Young (drawn by P. Millsap),,66-67,,
1:27.0,W. Ellington enters the game for J. Johnson,,66-67,,
1:27.0,,,66-67,,J. Teague enters the game for D. Schroder
1:27.0,,,66-67,,A. Horford enters the game for P. Millsap
1:19.0,,,66-67,,J. Holiday misses 2-pt shot from 2 ft
1:18.0,Defensive rebound by B. Lopez,,66-67,,
1:12.0,,,66-67,,Violation by J. Teague (kicked ball)
1:06.0,Shooting foul by T. Splitter (drawn by B. Lopez),,66-67,,
1:06.0,B. Lopez makes free throw 1 of 2,1,67-67,,
1:06.0,T. Robinson enters the game for T. Young,,67-67,,
1:06.0,B. Lopez makes free throw 2 of 2,1,68-67,,
0:54.0,,,68-67,,Turnover by T. Splitter (lost ball; steal by T. Robinson)
0:49.0,W. Ellington makes 2-pt shot from 1 ft,2,70-67,,
0:31.0,,,70-70,3,T. Sefolosha makes 3-pt shot from 24 ft (assist by A. Horford)
0:21.0,B. Bogdanovic misses 2-pt shot from 1 ft,,70-70,,
0:19.0,,,70-70,,Defensive rebound by T. Splitter
0:02.0,,,70-72,2,T. Splitter makes 2-pt shot at rim (assist by A. Horford)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,Violation by Team (delay of game),,70-72,,
11:47.0,,,70-72,,Shooting foul by S. Larkin (drawn by J. Teague)
11:47.0,,,70-73,1,J. Teague makes free throw 1 of 2
11:47.0,,,70-74,1,J. Teague makes free throw 2 of 2
11:37.0,W. Ellington makes 3-pt shot from 24 ft (assist by S. Larkin),3,73-74,,
11:29.0,,,73-74,,Shooting foul by S. Larkin (drawn by J. Teague)
11:29.0,,,73-75,1,J. Teague makes free throw 1 of 2
11:29.0,,,73-76,1,J. Teague makes free throw 2 of 2
11:18.0,Turnover by S. Larkin (bad pass; steal by J. Teague),,73-76,,
11:14.0,,,73-78,2,M. Scott makes 2-pt shot at rim (assist by T. Sefolosha)
10:56.0,Offensive foul by A. Bargnani,,73-78,,
10:56.0,Turnover by A. Bargnani (offensive foul),,73-78,,
10:44.0,,,73-78,,Turnover by J. Teague (bad pass; steal by W. Ellington)
10:38.0,W. Ellington makes 2-pt shot from 19 ft (assist by B. Bogdanovic),2,75-78,,
10:27.0,,,75-78,,Turnover by J. Teague (lost ball)
10:18.0,W. Ellington misses 2-pt shot from 20 ft (block by J. Holiday),,75-78,,
10:16.0,,,75-78,,Defensive rebound by T. Sefolosha
10:09.0,,,75-80,2,J. Teague makes 2-pt shot from 1 ft
9:54.0,W. Ellington misses 3-pt shot from 25 ft,,75-80,,
9:53.0,,,75-80,,Defensive rebound by A. Horford
9:44.0,Personal foul by A. Bargnani (drawn by J. Teague),,75-80,,
9:44.0,J. Jack enters the game for S. Larkin,,75-80,,
9:29.0,,,75-80,,Turnover by Team (shot clock)
9:29.0,R. Hollis-Jefferson enters the game for T. Robinson,,75-80,,
9:29.0,,,75-80,,K. Bazemore enters the game for J. Holiday
9:20.0,A. Bargnani makes 2-pt shot from 11 ft (assist by J. Jack),2,77-80,,
9:06.0,Personal foul by J. Jack (drawn by J. Teague),,77-80,,
8:58.0,,,77-82,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague)
8:38.0,A. Bargnani makes 2-pt shot from 17 ft (assist by W. Ellington),2,79-82,,
8:14.0,,,79-84,2,T. Sefolosha makes 2-pt shot from 12 ft (assist by J. Teague)
8:01.0,B. Bogdanovic makes 3-pt shot from 22 ft (assist by J. Jack),3,82-84,,
8:01.0,,,82-84,,Atlanta full timeout
8:01.0,,,82-84,,P. Millsap enters the game for A. Horford
8:01.0,,,82-84,,T. Splitter enters the game for M. Scott
8:01.0,T. Young enters the game for R. Hollis-Jefferson,,82-84,,
7:42.0,,,82-86,2,P. Millsap makes 2-pt shot from 5 ft (assist by K. Bazemore)
7:23.0,T. Young misses 2-pt shot from 1 ft,,82-86,,
7:21.0,,,82-86,,Defensive rebound by J. Teague
7:13.0,,,82-88,2,J. Teague makes 2-pt shot from 2 ft
6:55.0,J. Jack misses 2-pt shot from 16 ft (block by J. Teague),,82-88,,
6:53.0,Offensive rebound by J. Jack,,82-88,,
6:50.0,Turnover by B. Bogdanovic (bad pass; steal by K. Bazemore),,82-88,,
6:46.0,,,82-90,2,P. Millsap makes 2-pt shot at rim (assist by K. Bazemore)
6:45.0,Brooklyn full timeout,,82-90,,
6:45.0,,,82-90,,D. Schroder enters the game for J. Teague
6:45.0,,,82-90,,J. Holiday enters the game for T. Sefolosha
6:45.0,B. Lopez enters the game for A. Bargnani,,82-90,,
6:36.0,Jump ball: J. Jack vs. D. Schroder,,,,Jump ball: J. Jack vs. D. Schroder
6:27.0,,,82-90,,Personal foul by J. Holiday (drawn by W. Ellington)
6:20.0,B. Lopez makes 2-pt shot from 7 ft (assist by J. Jack),2,84-90,,
5:57.0,,,84-90,,K. Bazemore misses 2-pt shot from 3 ft
5:57.0,,,84-90,,Offensive rebound by Team
5:57.0,J. Johnson enters the game for W. Ellington,,84-90,,
5:53.0,,,84-90,,Turnover by T. Splitter (offensive goaltending)
5:35.0,B. Bogdanovic misses 3-pt shot from 24 ft,,84-90,,
5:34.0,,,84-90,,Defensive rebound by T. Splitter
5:14.0,,,84-92,2,D. Schroder makes 2-pt shot from 8 ft
5:06.0,Turnover by T. Young (lost ball),,84-92,,
4:57.0,,,84-92,,Shooting foul by T. Young (drawn by P. Millsap)
4:57.0,,,84-93,1,P. Millsap makes free throw 1 of 2
4:57.0,,,84-93,,P. Millsap misses free throw 2 of 2
4:53.0,Defensive rebound by T. Young,,84-93,,
4:36.0,J. Jack misses 3-pt shot from 22 ft,,84-93,,
4:35.0,,,84-93,,Defensive rebound by P. Millsap
4:21.0,,,84-93,,Shooting foul by J. Jack (drawn by D. Schroder)
4:21.0,,,84-94,1,D. Schroder makes free throw 1 of 2
4:21.0,M. Brown enters the game for J. Jack,,84-94,,
4:21.0,,,84-95,1,D. Schroder makes free throw 2 of 2
4:06.0,B. Bogdanovic misses 2-pt shot from 1 ft (block by J. Holiday),,84-95,,
4:03.0,,,84-95,,Defensive rebound by P. Millsap
3:58.0,,,84-95,,P. Millsap misses 3-pt shot from 24 ft
3:55.0,,,84-95,,Offensive rebound by D. Schroder
3:43.0,,,84-95,,D. Schroder misses 3-pt shot from 24 ft
3:40.0,Defensive rebound by T. Young,,84-95,,
3:29.0,J. Johnson misses 2-pt shot from 1 ft,,84-95,,
3:29.0,Offensive rebound by J. Johnson,,84-95,,
3:29.0,Shooting foul by P. Millsap (drawn by J. Johnson),,84-95,,
3:29.0,J. Johnson misses free throw 1 of 2,,84-95,,
3:29.0,Offensive rebound by Team,,84-95,,
3:29.0,,,84-95,,A. Horford enters the game for P. Millsap
3:29.0,J. Johnson makes free throw 2 of 2,1,85-95,,
3:16.0,Personal foul by M. Brown (drawn by D. Schroder),,85-95,,
3:16.0,,,85-95,,D. Schroder misses free throw 1 of 2
3:16.0,,,85-95,,Offensive rebound by Team
3:16.0,,,85-96,1,D. Schroder makes free throw 2 of 2
3:04.0,T. Young misses 2-pt shot from 20 ft,,85-96,,
3:04.0,Offensive rebound by Team,,85-96,,
