time,Detroit,pts.away,score,pts.home,Indiana
5:50.0,Offensive rebound by Team,,8-6,,
5:46.0,R. Jackson misses 2-pt shot from 17 ft,,8-6,,
5:45.0,,,8-6,,Defensive rebound by P. George
5:35.0,,,8-6,,P. George misses 2-pt shot from 17 ft
5:35.0,Defensive rebound by A. Drummond,,8-6,,
5:24.0,M. Morris makes 2-pt shot from 15 ft,2,10-6,,
5:05.0,,,10-8,2,M. Ellis makes 2-pt shot from 1 ft
4:50.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,10-8,,
4:49.0,,,10-8,,Defensive rebound by P. George
4:44.0,Shooting block foul by R. Jackson (drawn by G. Hill),,10-8,,
4:44.0,,,10-9,1,G. Hill makes free throw 1 of 2
4:44.0,B. Jennings enters the game for R. Jackson,,10-9,,
4:44.0,,,10-9,,J. Hill enters the game for I. Mahinmi
4:44.0,,,10-10,1,G. Hill makes free throw 2 of 2
4:30.0,M. Morris misses 2-pt shot from 16 ft,,10-10,,
4:29.0,Offensive rebound by E. Ilyasova,,10-10,,
4:29.0,E. Ilyasova misses 2-pt shot at rim,,10-10,,
4:27.0,Offensive rebound by A. Drummond,,10-10,,
4:27.0,A. Drummond misses 2-pt shot at rim,,10-10,,
4:26.0,,,10-10,,Defensive rebound by J. Hill
4:16.0,,,10-12,2,J. Hill makes 2-pt shot at rim (assist by P. George)
3:52.0,Turnover by K. Caldwell-Pope (bad pass),,10-12,,
3:52.0,,,10-12,,C. Miles enters the game for L. Allen
3:52.0,,,10-12,,R. Stuckey enters the game for G. Hill
3:32.0,,,10-15,3,C. Miles makes 3-pt shot from 26 ft (assist by P. George)
3:23.0,Detroit full timeout,,10-15,,
3:23.0,S. Johnson enters the game for K. Caldwell-Pope,,10-15,,
3:11.0,B. Jennings makes 2-pt shot from 19 ft,2,12-15,,
2:47.0,,,12-18,3,M. Ellis makes 3-pt shot from 24 ft
2:29.0,S. Johnson misses 2-pt shot from 2 ft,,12-18,,
2:28.0,Offensive rebound by E. Ilyasova,,12-18,,
2:25.0,E. Ilyasova makes 2-pt shot from 14 ft,2,14-18,,
2:10.0,,,14-18,,Turnover by P. George (bad pass; steal by B. Jennings)
2:05.0,E. Ilyasova makes 2-pt shot at rim (assist by B. Jennings),2,16-18,,
1:38.0,,,16-20,2,J. Hill makes 2-pt shot from 1 ft
1:16.0,A. Drummond misses 2-pt shot from 13 ft,,16-20,,
1:16.0,Offensive rebound by M. Morris,,16-20,,
1:13.0,M. Morris misses 2-pt shot from 7 ft,,16-20,,
1:12.0,Offensive rebound by A. Drummond,,16-20,,
1:12.0,A. Drummond makes 2-pt shot from 1 ft,2,18-20,,
0:55.0,,,18-20,,Shooting foul by B. Jennings (drawn by P. George)
0:55.0,,,18-21,1,P. George makes free throw 1 of 3
0:55.0,,,18-22,1,P. George makes free throw 2 of 3
0:55.0,,,18-22,,P. George misses free throw 3 of 3
0:55.0,Defensive rebound by E. Ilyasova,,18-22,,
0:41.0,Turnover by M. Morris (bad pass; steal by M. Ellis),,18-22,,
0:33.0,,,18-24,2,J. Hill makes 2-pt shot from 9 ft (assist by M. Ellis)
0:22.0,E. Ilyasova misses 3-pt shot from 26 ft,,18-24,,
0:21.0,,,18-24,,Defensive rebound by P. George
0:17.0,,,18-24,,Offensive charge foul by C. Miles
0:17.0,,,18-24,,Turnover by C. Miles (offensive foul)
0:02.0,E. Ilyasova misses 2-pt shot from 1 ft,,18-24,,
0:01.0,Offensive rebound by A. Drummond,,18-24,,
0:01.0,A. Drummond makes 2-pt shot from 1 ft,2,20-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,20-24,,R. Stuckey misses 2-pt shot from 9 ft
11:45.0,Defensive rebound by A. Baynes,,20-24,,
11:31.0,Shooting foul by J. Hill (drawn by A. Baynes),,20-24,,
11:31.0,A. Baynes makes free throw 1 of 2,1,21-24,,
11:31.0,A. Baynes makes free throw 2 of 2,1,22-24,,
11:18.0,,,22-24,,Turnover by S. Hill (bad pass)
10:52.0,A. Baynes makes 2-pt shot from 6 ft,2,24-24,,
10:27.0,,,24-26,2,G. Hill makes 2-pt shot from 8 ft
10:13.0,S. Johnson misses 3-pt shot from 22 ft,,24-26,,
10:11.0,,,24-26,,Defensive rebound by Team
9:55.0,,,24-26,,J. Hill misses 2-pt shot from 19 ft
9:54.0,Defensive rebound by K. Caldwell-Pope,,24-26,,
9:50.0,,,24-26,,Personal foul by J. Hill (drawn by A. Baynes)
9:50.0,,,24-26,,M. Turner enters the game for J. Hill
9:37.0,K. Caldwell-Pope makes 2-pt shot from 11 ft,2,26-26,,
9:22.0,,,26-26,,S. Hill misses 2-pt shot from 6 ft
9:22.0,Defensive rebound by K. Caldwell-Pope,,26-26,,
9:08.0,A. Tolliver misses 3-pt shot from 25 ft,,26-26,,
9:07.0,,,26-26,,Defensive rebound by Team
8:49.0,,,26-26,,C. Miles misses 3-pt shot from 27 ft
8:48.0,Defensive rebound by B. Jennings,,26-26,,
8:44.0,Offensive charge foul by S. Johnson,,26-26,,
8:44.0,Turnover by S. Johnson (offensive foul),,26-26,,
8:44.0,Official timeout,,26-26,,
8:32.0,,,26-28,2,M. Turner makes 2-pt shot from 18 ft (assist by R. Stuckey)
8:17.0,A. Baynes makes 2-pt shot at rim (assist by S. Johnson),2,28-28,,
8:03.0,,,28-28,,M. Turner misses 2-pt shot from 18 ft
8:02.0,Defensive rebound by K. Caldwell-Pope,,28-28,,
7:56.0,Turnover by B. Jennings (bad pass),,28-28,,
7:42.0,Shooting block foul by A. Baynes (drawn by M. Turner),,28-28,,
7:42.0,,,28-29,1,M. Turner makes free throw 1 of 2
7:42.0,,,28-30,1,M. Turner makes free throw 2 of 2
7:27.0,K. Caldwell-Pope misses 2-pt shot from 20 ft,,28-30,,
7:26.0,Offensive rebound by Team,,28-30,,
7:25.0,K. Caldwell-Pope makes 2-pt shot at rim (assist by S. Johnson),2,30-30,,
7:25.0,Shooting foul by R. Stuckey (drawn by K. Caldwell-Pope),,30-30,,
7:25.0,K. Caldwell-Pope makes free throw 1 of 1,1,31-30,,
7:10.0,,,31-30,,C. Miles misses 3-pt shot from 29 ft
7:09.0,Defensive rebound by A. Baynes,,31-30,,
7:00.0,B. Jennings misses 2-pt shot from 1 ft (block by M. Turner),,31-30,,
7:00.0,Offensive rebound by Team,,31-30,,
7:00.0,R. Jackson enters the game for B. Jennings,,31-30,,
6:55.0,A. Baynes makes 2-pt shot from 14 ft (assist by R. Jackson),2,33-30,,
6:54.0,,,33-30,,Indiana full timeout
6:43.0,,,33-30,,Turnover by M. Turner (lost ball)
6:30.0,R. Jackson misses 3-pt shot from 23 ft,,33-30,,
6:29.0,,,33-30,,Defensive rebound by M. Turner
6:20.0,,,33-32,2,S. Hill makes 2-pt shot at rim (assist by R. Stuckey)
6:01.0,Turnover by A. Tolliver (lost ball; steal by G. Hill),,33-32,,
5:51.0,,,33-34,2,G. Hill makes 2-pt shot from 7 ft
5:28.0,R. Jackson misses 2-pt shot from 19 ft,,33-34,,
5:27.0,,,33-34,,Defensive rebound by M. Turner
5:18.0,,,33-34,,S. Hill misses 3-pt shot from 25 ft
5:17.0,Defensive rebound by K. Caldwell-Pope,,33-34,,
5:15.0,Turnover by K. Caldwell-Pope (bad pass; steal by S. Hill),,33-34,,
5:13.0,Personal block foul by K. Caldwell-Pope (drawn by S. Hill),,33-34,,
5:13.0,A. Drummond enters the game for A. Baynes,,33-34,,
5:13.0,M. Morris enters the game for S. Johnson,,33-34,,
5:00.0,,,33-34,,M. Turner misses 2-pt shot from 18 ft
4:59.0,Defensive rebound by R. Jackson,,33-34,,
4:50.0,A. Drummond misses 2-pt shot at rim (block by M. Turner),,33-34,,
4:49.0,,,33-34,,Defensive rebound by R. Stuckey
4:41.0,,,33-36,2,R. Stuckey makes 2-pt shot from 17 ft
4:29.0,R. Jackson misses 2-pt shot from 18 ft,,33-36,,
4:28.0,,,33-36,,Defensive rebound by S. Hill
4:22.0,,,33-38,2,G. Hill makes 2-pt shot at rim (assist by S. Hill)
4:16.0,Detroit full timeout,,33-38,,
4:16.0,E. Ilyasova enters the game for A. Tolliver,,33-38,,
4:14.0,,,33-38,,Personal foul by S. Hill (drawn by M. Morris)
4:07.0,R. Jackson misses 2-pt shot from 6 ft,,33-38,,
4:06.0,Offensive rebound by A. Drummond,,33-38,,
4:04.0,Turnover by A. Drummond (lost ball; steal by C. Miles),,33-38,,
3:40.0,,,33-40,2,G. Hill makes 2-pt shot from 19 ft
3:11.0,E. Ilyasova misses 2-pt shot from 18 ft,,33-40,,
3:09.0,,,33-40,,Defensive rebound by S. Hill
3:00.0,,,33-40,,M. Turner misses 2-pt shot from 13 ft
2:59.0,Defensive rebound by E. Ilyasova,,33-40,,
2:45.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by E. Ilyasova),3,36-40,,
2:37.0,,,36-40,,Shooting foul by M. Morris (drawn by C. Miles)
2:37.0,,,36-40,,C. Miles misses free throw 1 of 2
2:37.0,,,36-40,,Offensive rebound by Team
2:37.0,,,36-40,,I. Mahinmi enters the game for M. Turner
2:37.0,,,36-40,,M. Ellis enters the game for G. Hill
2:37.0,,,36-41,1,C. Miles makes free throw 2 of 2
2:23.0,A. Drummond misses 2-pt shot from 10 ft,,36-41,,
2:22.0,,,36-41,,Defensive rebound by S. Hill
2:09.0,,,36-41,,I. Mahinmi misses 2-pt shot from 3 ft
2:08.0,Defensive rebound by M. Morris,,36-41,,
1:59.0,E. Ilyasova misses 2-pt shot from 23 ft,,36-41,,
1:58.0,,,36-41,,Defensive rebound by S. Hill
1:46.0,,,36-41,,C. Miles misses 3-pt shot from 25 ft
1:45.0,Defensive rebound by E. Ilyasova,,36-41,,
1:35.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,38-41,,
1:34.0,,,38-41,,Indiana full timeout
1:34.0,B. Jennings enters the game for R. Jackson,,38-41,,
1:34.0,,,38-41,,P. George enters the game for S. Hill
1:19.0,,,38-41,,Offensive charge foul by P. George
1:19.0,,,38-41,,Turnover by P. George (offensive foul)
0:57.0,B. Jennings misses 3-pt shot from 27 ft,,38-41,,
0:57.0,,,38-41,,Defensive rebound by P. George
0:48.0,Personal foul by E. Ilyasova (drawn by C. Miles),,38-41,,
0:42.0,,,38-41,,M. Ellis misses 3-pt shot from 24 ft
0:41.0,Defensive rebound by A. Drummond,,38-41,,
0:32.0,E. Ilyasova makes 2-pt shot from 16 ft (assist by B. Jennings),2,40-41,,
0:22.0,,,40-41,,M. Ellis misses 2-pt shot from 1 ft
0:21.0,Defensive rebound by A. Drummond,,40-41,,
0:16.0,M. Morris makes 2-pt shot from 1 ft (assist by B. Jennings),2,42-41,,
0:00.0,,,42-41,,P. George misses 2-pt shot from 16 ft
0:00.0,,,42-41,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,42-41,,G. Hill misses 2-pt shot from 3 ft
11:39.0,Defensive rebound by K. Caldwell-Pope,,42-41,,
11:21.0,Shooting foul by G. Hill (drawn by A. Drummond),,42-41,,
11:21.0,A. Drummond misses free throw 1 of 2,,42-41,,
11:21.0,Offensive rebound by Team,,42-41,,
11:21.0,A. Drummond misses free throw 2 of 2,,42-41,,
11:21.0,,,42-41,,Defensive rebound by M. Ellis
11:04.0,Personal block foul by M. Morris (drawn by P. George),,42-41,,
11:00.0,,,42-41,,Turnover by Team (5 sec inbounds)
10:45.0,,,42-41,,Shooting block foul by I. Mahinmi (drawn by M. Morris)
10:45.0,M. Morris misses free throw 1 of 2,,42-41,,
10:45.0,Offensive rebound by Team,,42-41,,
10:45.0,M. Morris makes free throw 2 of 2,1,43-41,,
10:31.0,,,43-43,2,M. Ellis makes 2-pt shot from 18 ft
10:17.0,R. Jackson makes 2-pt shot from 1 ft,2,45-43,,
10:05.0,,,45-43,,L. Allen misses 2-pt shot from 2 ft (block by A. Drummond)
10:04.0,,,45-43,,Offensive rebound by G. Hill
9:52.0,,,45-43,,M. Ellis misses 3-pt shot from 25 ft
9:51.0,,,45-43,,Offensive rebound by L. Allen
9:45.0,,,45-43,,P. George misses 3-pt shot from 25 ft
9:43.0,,,45-43,,Offensive rebound by I. Mahinmi
9:37.0,,,45-45,2,M. Ellis makes 2-pt shot from 1 ft
9:37.0,,,45-45,,Shooting foul by A. Drummond (drawn by M. Ellis)
9:37.0,,,45-46,1,M. Ellis makes free throw 1 of 1
9:24.0,Turnover by E. Ilyasova (bad pass; steal by P. George),,45-46,,
9:19.0,,,45-46,,Offensive charge foul by P. George
9:19.0,,,45-46,,Turnover by P. George (offensive foul)
8:55.0,,,45-46,,Personal block foul by I. Mahinmi (drawn by R. Jackson)
8:45.0,M. Morris misses 2-pt shot from 12 ft,,45-46,,
8:44.0,Offensive rebound by A. Drummond,,45-46,,
8:44.0,A. Drummond misses 2-pt shot from 3 ft,,45-46,,
8:43.0,,,45-46,,Defensive rebound by L. Allen
8:18.0,,,45-48,2,G. Hill makes 2-pt shot from 5 ft
8:01.0,R. Jackson makes 3-pt shot from 28 ft (assist by M. Morris),3,48-48,,
7:51.0,,,48-48,,Turnover by P. George (bad pass; steal by R. Jackson)
7:46.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by R. Jackson),2,50-48,,
7:27.0,,,50-48,,P. George misses 2-pt shot from 18 ft
7:26.0,Defensive rebound by A. Drummond,,50-48,,
7:19.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,50-48,,
7:18.0,,,50-48,,Defensive rebound by I. Mahinmi
7:07.0,,,50-48,,Shooting foul by A. Drummond (drawn by I. Mahinmi)
7:07.0,,,50-49,1,I. Mahinmi makes free throw 1 of 2
7:07.0,,,50-49,,I. Mahinmi misses free throw 2 of 2
7:07.0,Defensive rebound by A. Drummond,,50-49,,
6:42.0,K. Caldwell-Pope misses 2-pt shot from 20 ft,,50-49,,
6:42.0,,,50-49,,Defensive rebound by I. Mahinmi
6:33.0,,,50-49,,M. Ellis misses 2-pt shot from 17 ft
6:32.0,Defensive rebound by R. Jackson,,50-49,,
6:27.0,Turnover by R. Jackson (bad pass; steal by I. Mahinmi),,50-49,,
6:17.0,,,50-49,,Indiana full timeout
6:17.0,,,50-49,,J. Hill enters the game for I. Mahinmi
6:04.0,,,50-51,2,M. Ellis makes 2-pt shot from 16 ft (assist by J. Hill)
5:37.0,E. Ilyasova misses 2-pt shot from 21 ft,,50-51,,
5:36.0,,,50-51,,Defensive rebound by P. George
5:23.0,,,50-53,2,J. Hill makes 2-pt shot from 20 ft
4:58.0,M. Morris misses 2-pt shot from 11 ft,,50-53,,
4:58.0,,,50-53,,Defensive rebound by L. Allen
4:45.0,,,50-56,3,G. Hill makes 3-pt shot from 24 ft (assist by P. George)
4:23.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,50-56,,
4:22.0,,,50-56,,Defensive rebound by P. George
4:06.0,,,50-56,,Shooting foul by M. Morris (drawn by P. George)
4:06.0,,,50-56,,P. George misses free throw 1 of 2
4:06.0,,,50-56,,Offensive rebound by Team
4:06.0,,,50-57,1,P. George makes free throw 2 of 2
3:49.0,A. Drummond makes 2-pt shot from 1 ft (assist by M. Morris),2,52-57,,
3:28.0,,,52-57,,Turnover by P. George (lost ball)
3:21.0,,,52-57,,Personal foul by P. George (drawn by A. Drummond)
3:11.0,R. Jackson misses 2-pt shot from 1 ft (block by J. Hill),,52-57,,
3:11.0,Offensive rebound by Team,,52-57,,
3:11.0,Detroit full timeout,,52-57,,
3:11.0,S. Johnson enters the game for K. Caldwell-Pope,,52-57,,
3:11.0,,,52-57,,R. Stuckey enters the game for G. Hill
3:09.0,E. Ilyasova misses 2-pt shot from 16 ft,,52-57,,
3:08.0,,,52-57,,Defensive rebound by L. Allen
3:03.0,Personal foul by S. Johnson (drawn by P. George),,52-57,,
3:03.0,,,52-58,1,P. George makes free throw 1 of 2
3:03.0,,,52-59,1,P. George makes free throw 2 of 2
2:51.0,Turnover by E. Ilyasova (bad pass; steal by L. Allen),,52-59,,
2:37.0,Def 3 sec tech foul by A. Drummond,,52-59,,
2:37.0,,,52-60,1,P. George makes technical free throw
2:37.0,B. Jennings enters the game for R. Jackson,,52-60,,
2:37.0,,,52-60,,C. Miles enters the game for L. Allen
2:27.0,,,52-60,,M. Ellis misses 2-pt shot from 2 ft (block by A. Drummond)
2:25.0,,,52-60,,Offensive rebound by P. George
2:23.0,,,52-62,2,P. George makes 2-pt shot at rim
2:01.0,Shooting foul by M. Ellis (drawn by A. Drummond),,52-62,,
2:01.0,A. Drummond misses free throw 1 of 2,,52-62,,
2:01.0,Offensive rebound by Team,,52-62,,
2:01.0,A. Tolliver enters the game for E. Ilyasova,,52-62,,
2:01.0,A. Drummond makes free throw 2 of 2,1,53-62,,
1:43.0,,,53-62,,P. George misses 3-pt shot from 25 ft
1:42.0,Defensive rebound by B. Jennings,,53-62,,
1:30.0,A. Drummond makes 2-pt shot from 5 ft (assist by A. Tolliver),2,55-62,,
1:17.0,Personal foul by S. Johnson (drawn by M. Ellis),,55-62,,
1:17.0,,,55-63,1,M. Ellis makes free throw 1 of 2
1:17.0,,,55-64,1,M. Ellis makes free throw 2 of 2
0:58.0,M. Morris makes 2-pt shot from 17 ft,2,57-64,,
0:38.0,,,57-64,,J. Hill misses 2-pt shot at rim
0:38.0,Defensive rebound by A. Drummond,,57-64,,
0:32.0,B. Jennings misses 2-pt shot from 1 ft (block by M. Ellis),,57-64,,
0:31.0,,,57-64,,Defensive rebound by P. George
0:24.0,,,57-64,,P. George misses 2-pt shot at rim
0:23.0,Defensive rebound by A. Drummond,,57-64,,
0:12.0,,,57-64,,Personal take foul by J. Hill (drawn by A. Drummond)
0:12.0,A. Drummond misses free throw 1 of 2,,57-64,,
0:12.0,Offensive rebound by Team,,57-64,,
0:12.0,A. Drummond misses free throw 2 of 2,,57-64,,
0:12.0,,,57-64,,Defensive rebound by J. Hill
0:05.0,,,57-64,,Turnover by J. Hill (bad pass; steal by A. Tolliver)
0:04.0,M. Morris makes 2-pt shot from 18 ft,2,59-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Shooting foul by R. Stuckey (drawn by A. Baynes),,59-64,,
11:49.0,A. Baynes makes free throw 1 of 2,1,60-64,,
11:49.0,A. Baynes makes free throw 2 of 2,1,61-64,,
11:25.0,,,61-64,,R. Stuckey misses 2-pt shot from 14 ft
11:25.0,Defensive rebound by K. Caldwell-Pope,,61-64,,
11:16.0,,,61-64,,Personal foul by R. Stuckey (drawn by A. Baynes)
11:05.0,Shooting foul by S. Hill (drawn by S. Johnson),,61-64,,
11:05.0,S. Johnson misses free throw 1 of 2,,61-64,,
11:05.0,Offensive rebound by Team,,61-64,,
11:05.0,,,61-64,,M. Turner enters the game for J. Hill
11:05.0,S. Johnson makes free throw 2 of 2,1,62-64,,
10:52.0,Personal foul by B. Jennings (drawn by G. Hill),,62-64,,
10:40.0,,,62-66,2,C. Miles makes 2-pt shot from 16 ft
10:20.0,S. Johnson makes 2-pt shot from 1 ft,2,64-66,,
9:59.0,,,64-66,,M. Turner misses 2-pt shot from 6 ft
9:59.0,Defensive rebound by K. Caldwell-Pope,,64-66,,
9:47.0,A. Baynes misses 2-pt shot from 1 ft,,64-66,,
9:47.0,,,64-66,,Defensive rebound by M. Turner
9:37.0,,,64-66,,C. Miles misses 3-pt shot from 25 ft
9:36.0,,,64-66,,Offensive rebound by M. Turner
9:22.0,,,64-66,,Shooting foul by K. Caldwell-Pope (drawn by R. Stuckey)
9:22.0,,,64-67,1,R. Stuckey makes free throw 1 of 2
9:22.0,,,64-67,,R. Stuckey misses free throw 2 of 2
9:22.0,Defensive rebound by S. Johnson,,64-67,,
9:00.0,K. Caldwell-Pope misses 2-pt shot from 2 ft,,64-67,,
8:59.0,Offensive rebound by A. Baynes,,64-67,,
8:59.0,A. Baynes misses 2-pt shot at rim,,64-67,,
8:58.0,,,64-67,,Defensive rebound by R. Stuckey
8:42.0,,,64-69,2,G. Hill makes 2-pt shot from 10 ft
8:31.0,,,64-69,,Shooting block foul by M. Turner (drawn by B. Jennings)
8:31.0,Official timeout,,64-69,,
8:31.0,B. Jennings makes free throw 1 of 2,1,65-69,,
8:31.0,B. Jennings makes free throw 2 of 2,1,66-69,,
8:13.0,,,66-71,2,C. Miles makes 2-pt shot from 1 ft (assist by G. Hill)
7:59.0,S. Johnson makes 2-pt shot from 2 ft,2,68-71,,
7:59.0,Shooting foul by M. Turner (drawn by S. Johnson),,68-71,,
7:59.0,,,68-71,,J. Hill enters the game for M. Turner
7:59.0,S. Johnson makes free throw 1 of 1,1,69-71,,
7:44.0,,,69-71,,C. Miles misses 2-pt shot from 13 ft
7:43.0,Defensive rebound by K. Caldwell-Pope,,69-71,,
7:32.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,69-71,,
7:31.0,,,69-71,,Defensive rebound by S. Hill
7:17.0,,,69-71,,Turnover by G. Hill (bad pass)
7:04.0,S. Johnson misses 2-pt shot from 15 ft (block by S. Hill),,69-71,,
7:03.0,Offensive rebound by S. Johnson,,69-71,,
7:02.0,S. Johnson misses 2-pt shot from 5 ft (block by S. Hill),,69-71,,
7:02.0,Offensive rebound by Team,,69-71,,
7:02.0,,,69-71,,M. Ellis enters the game for G. Hill
7:02.0,,,69-71,,P. George enters the game for C. Miles
6:59.0,B. Jennings misses 3-pt shot from 23 ft,,69-71,,
6:58.0,,,69-71,,Defensive rebound by J. Hill
6:49.0,M. Morris enters the game for S. Johnson,,69-71,,
6:39.0,,,69-71,,R. Stuckey misses 3-pt shot from 23 ft
6:38.0,,,69-71,,Offensive rebound by Team
6:38.0,R. Jackson enters the game for B. Jennings,,69-71,,
6:38.0,A. Drummond enters the game for A. Baynes,,69-71,,
6:27.0,,,69-73,2,S. Hill makes 2-pt shot from 1 ft
6:14.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,69-73,,
6:14.0,,,69-73,,Defensive rebound by R. Stuckey
5:57.0,,,69-73,,J. Hill misses 2-pt shot from 17 ft
5:56.0,Defensive rebound by A. Tolliver,,69-73,,
5:42.0,M. Morris makes 2-pt shot at rim,2,71-73,,
5:42.0,,,71-73,,Indiana full timeout
5:42.0,,,71-73,,C. Miles enters the game for R. Stuckey
5:42.0,,,71-73,,G. Hill enters the game for S. Hill
5:42.0,E. Ilyasova enters the game for A. Tolliver,,71-73,,
5:28.0,,,71-73,,Shooting foul by A. Drummond (drawn by J. Hill)
5:28.0,,,71-73,,J. Hill misses free throw 1 of 2
5:28.0,,,71-73,,Offensive rebound by Team
5:28.0,,,71-73,,J. Hill misses free throw 2 of 2
5:28.0,Defensive rebound by K. Caldwell-Pope,,71-73,,
5:13.0,E. Ilyasova misses 2-pt shot from 8 ft (block by C. Miles),,71-73,,
5:13.0,Offensive rebound by Team,,71-73,,
5:05.0,R. Jackson misses 2-pt shot from 19 ft,,71-73,,
5:04.0,,,71-73,,Defensive rebound by P. George
4:47.0,,,71-73,,Shooting foul by K. Caldwell-Pope (drawn by P. George)
4:47.0,,,71-74,1,P. George makes free throw 1 of 2
4:47.0,,,71-75,1,P. George makes free throw 2 of 2
4:35.0,R. Jackson misses 2-pt shot from 1 ft (block by C. Miles),,71-75,,
4:35.0,Offensive rebound by Team,,71-75,,
4:23.0,R. Jackson misses 2-pt shot from 16 ft,,71-75,,
4:22.0,,,71-75,,Defensive rebound by P. George
4:17.0,,,71-77,2,P. George makes 2-pt shot from 1 ft
4:16.0,Detroit full timeout,,71-77,,
4:16.0,,,71-77,,L. Allen enters the game for C. Miles
4:03.0,K. Caldwell-Pope makes 2-pt shot from 19 ft (assist by M. Morris),2,73-77,,
3:48.0,,,73-80,3,P. George makes 3-pt shot from 26 ft (assist by M. Ellis)
