time,Philadelphia,pts.away,score,pts.home,Miami
6:15.0,Philadelphia full timeout,,9-12,,
5:55.0,Turnover by N. Noel (lost ball; steal by G. Dragic),,9-12,,
5:47.0,,,9-12,,Turnover by J. Winslow (bad pass; steal by N. Noel)
5:44.0,,,9-12,,Shooting block foul by G. Dragic (drawn by R. Covington)
5:44.0,R. Covington makes free throw 1 of 2,1,10-12,,
5:44.0,,,10-12,,T. Johnson enters the game for G. Dragic
5:44.0,R. Covington makes free throw 2 of 2,1,11-12,,
5:29.0,,,11-14,2,D. Wade makes 2-pt shot from 5 ft (assist by T. Johnson)
5:10.0,R. Covington makes 3-pt shot from 24 ft (assist by J. Grant),3,14-14,,
4:55.0,,,14-14,,Turnover by H. Whiteside (offensive goaltending)
4:55.0,J. Okafor enters the game for N. Noel,,14-14,,
4:55.0,I. Canaan enters the game for T. McConnell,,14-14,,
4:43.0,J. Okafor makes 2-pt shot at rim (assist by N. Stauskas),2,16-14,,
4:25.0,,,16-14,,D. Wade misses 2-pt shot from 12 ft
4:24.0,Defensive rebound by J. Okafor,,16-14,,
4:20.0,Shooting foul by T. Johnson (drawn by R. Covington),,16-14,,
4:20.0,R. Covington makes free throw 1 of 2,1,17-14,,
4:20.0,H. Thompson enters the game for J. Grant,,17-14,,
4:20.0,R. Covington misses free throw 2 of 2,,17-14,,
4:19.0,,,17-14,,Defensive rebound by H. Whiteside
4:06.0,,,17-14,,T. Johnson misses 2-pt shot from 1 ft (block by J. Okafor)
4:05.0,Defensive rebound by J. Okafor,,17-14,,
3:53.0,H. Thompson misses 3-pt shot from 23 ft,,17-14,,
3:52.0,,,17-14,,Defensive rebound by H. Whiteside
3:41.0,,,17-16,2,D. Wade makes 2-pt shot from 16 ft
3:18.0,Turnover by J. Okafor (traveling),,17-16,,
3:14.0,,,17-16,,Miami full timeout
3:14.0,,,17-16,,G. Green enters the game for D. Wade
3:14.0,J. Sampson enters the game for N. Stauskas,,17-16,,
3:00.0,,,17-16,,Turnover by T. Johnson (bad pass; steal by I. Canaan)
3:00.0,,,17-16,,Loose ball foul by J. Winslow (drawn by I. Canaan)
3:00.0,I. Canaan makes free throw 1 of 2,1,18-16,,
3:00.0,,,18-16,,C. Bosh enters the game for H. Whiteside
3:00.0,,,18-16,,J. McRoberts enters the game for L. Deng
3:00.0,I. Canaan makes free throw 2 of 2,1,19-16,,
2:54.0,Personal block foul by I. Canaan (drawn by T. Johnson),,19-16,,
2:36.0,,,19-16,,Turnover by J. Winslow (lost ball; steal by R. Covington)
2:36.0,,,19-16,,Personal foul by J. Winslow (drawn by R. Covington)
2:36.0,R. Covington makes free throw 1 of 2,1,20-16,,
2:36.0,,,20-16,,J. Richardson enters the game for J. Winslow
2:36.0,R. Covington makes free throw 2 of 2,1,21-16,,
2:27.0,,,21-16,,Turnover by J. Richardson (lost ball)
2:22.0,R. Covington makes 3-pt shot from 25 ft (assist by I. Canaan),3,24-16,,
2:00.0,,,24-16,,G. Green misses 2-pt shot from 6 ft
1:59.0,Defensive rebound by J. Okafor,,24-16,,
1:50.0,H. Thompson misses 3-pt shot from 23 ft,,24-16,,
1:49.0,,,24-16,,Defensive rebound by J. McRoberts
1:40.0,,,24-16,,C. Bosh misses 2-pt shot from 7 ft
1:39.0,Defensive rebound by R. Covington,,24-16,,
1:37.0,Jump ball: R. Covington vs. J. McRoberts (I. Canaan gains possession),,,,Jump ball: R. Covington vs. J. McRoberts (I. Canaan gains possession)
1:14.0,I. Canaan makes 2-pt shot from 11 ft,2,26-16,,
0:58.0,,,26-16,,J. Richardson misses 2-pt shot from 21 ft
0:57.0,Defensive rebound by R. Covington,,26-16,,
0:44.0,J. Okafor makes 2-pt shot from 1 ft,2,28-16,,
0:28.0,,,28-16,,C. Bosh misses 2-pt shot from 2 ft (block by R. Covington)
0:27.0,Defensive rebound by J. Okafor,,28-16,,
0:04.0,J. Okafor misses 2-pt shot from 16 ft,,28-16,,
0:02.0,,,28-16,,Defensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,Turnover by T. McConnell (traveling),,28-16,,
11:26.0,,,28-16,,G. Green misses 2-pt shot from 14 ft
11:25.0,Defensive rebound by T. McConnell,,28-16,,
11:15.0,N. Noel misses 2-pt shot from 3 ft (block by C. Bosh),,28-16,,
11:14.0,Offensive rebound by Team,,28-16,,
11:04.0,J. Grant misses 3-pt shot from 24 ft,,28-16,,
11:03.0,Offensive rebound by N. Noel,,28-16,,
11:00.0,Shooting foul by G. Green (drawn by N. Noel),,28-16,,
11:00.0,N. Noel makes free throw 1 of 2,1,29-16,,
11:00.0,N. Noel misses free throw 2 of 2,,29-16,,
10:59.0,,,29-16,,Defensive rebound by C. Bosh
10:44.0,,,29-16,,T. Johnson misses 2-pt shot from 18 ft
10:43.0,Defensive rebound by J. Grant,,29-16,,
10:34.0,Shooting foul by C. Bosh (drawn by J. Grant),,29-16,,
10:34.0,J. Grant makes free throw 1 of 2,1,30-16,,
10:34.0,J. Grant misses free throw 2 of 2,,30-16,,
10:33.0,Offensive rebound by H. Thompson,,30-16,,
10:23.0,N. Stauskas makes 3-pt shot from 24 ft (assist by N. Noel),3,33-16,,
10:22.0,Violation by Team (delay of game),,33-16,,
10:12.0,,,33-16,,Miami full timeout
10:12.0,,,33-16,,G. Dragic enters the game for J. Richardson
10:03.0,Technical foul by Team,,33-16,,
10:03.0,,,33-16,,C. Bosh misses technical free throw
10:03.0,,,33-16,,Offensive rebound by Team
9:58.0,,,33-18,2,J. McRoberts makes 2-pt shot from 1 ft
9:36.0,N. Stauskas misses 3-pt shot from 23 ft,,33-18,,
9:35.0,,,33-18,,Defensive rebound by G. Dragic
9:24.0,,,33-18,,J. McRoberts misses 3-pt shot from 24 ft
9:23.0,Defensive rebound by H. Thompson,,33-18,,
9:09.0,H. Thompson misses 2-pt shot from 11 ft,,33-18,,
9:08.0,,,33-18,,Defensive rebound by C. Bosh
8:55.0,,,33-18,,C. Bosh misses 2-pt shot from 4 ft
8:53.0,,,33-18,,Offensive rebound by C. Bosh
8:53.0,,,33-18,,Shooting foul by J. Grant (drawn by C. Bosh)
8:53.0,,,33-18,,C. Bosh misses free throw 1 of 2
8:53.0,,,33-18,,Offensive rebound by Team
8:53.0,J. Okafor enters the game for H. Thompson,,33-18,,
8:53.0,,,33-19,1,C. Bosh makes free throw 2 of 2
8:33.0,,,33-19,,Personal foul by G. Green (drawn by J. Okafor)
8:33.0,,,33-19,,D. Wade enters the game for T. Johnson
8:19.0,J. Okafor misses 2-pt shot from 3 ft,,33-19,,
8:18.0,Offensive rebound by T. McConnell,,33-19,,
8:14.0,T. McConnell misses 2-pt shot from 22 ft,,33-19,,
8:13.0,,,33-19,,Defensive rebound by J. McRoberts
8:05.0,,,33-21,2,D. Wade makes 2-pt shot from 1 ft (assist by G. Dragic)
7:50.0,J. Okafor misses 2-pt shot from 6 ft (block by J. McRoberts),,33-21,,
7:49.0,,,33-21,,Defensive rebound by G. Dragic
7:43.0,,,33-23,2,G. Dragic makes 2-pt shot from 3 ft
7:41.0,Philadelphia full timeout,,33-23,,
7:41.0,,,33-23,,H. Whiteside enters the game for C. Bosh
7:41.0,I. Canaan enters the game for N. Stauskas,,33-23,,
7:28.0,J. Okafor misses 2-pt shot from 13 ft (block by D. Wade),,33-23,,
7:27.0,Offensive rebound by T. McConnell,,33-23,,
7:13.0,J. Grant misses 2-pt shot from 18 ft,,33-23,,
7:12.0,,,33-23,,Defensive rebound by G. Dragic
7:06.0,,,33-23,,G. Green misses 3-pt shot from 25 ft
7:03.0,,,33-23,,Offensive rebound by D. Wade
6:59.0,,,33-25,2,D. Wade makes 2-pt shot from 15 ft
6:40.0,N. Noel misses 2-pt shot from 10 ft (block by H. Whiteside),,33-25,,
6:39.0,,,33-25,,Defensive rebound by G. Green
6:34.0,,,33-25,,G. Green misses 3-pt shot from 24 ft
6:33.0,Defensive rebound by Team,,33-25,,
6:33.0,R. Covington enters the game for J. Grant,,33-25,,
6:17.0,Shooting foul by H. Whiteside (drawn by N. Noel),,33-25,,
6:17.0,N. Noel misses free throw 1 of 2,,33-25,,
6:17.0,Offensive rebound by Team,,33-25,,
6:17.0,N. Noel makes free throw 2 of 2,1,34-25,,
6:04.0,Jump ball: G. Dragic vs. T. McConnell (J. Okafor gains possession),,,,Jump ball: G. Dragic vs. T. McConnell (J. Okafor gains possession)
6:04.0,,,34-25,,Turnover by G. Dragic (lost ball; steal by T. McConnell)
5:52.0,I. Canaan misses 3-pt shot from 23 ft,,34-25,,
5:51.0,Offensive rebound by J. Okafor,,34-25,,
5:50.0,J. Okafor makes 2-pt shot at rim,2,36-25,,
5:37.0,,,36-25,,Shooting foul by R. Covington (drawn by D. Wade)
5:37.0,,,36-26,1,D. Wade makes free throw 1 of 2
5:37.0,,,36-26,,L. Deng enters the game for J. McRoberts
5:37.0,,,36-26,,J. Winslow enters the game for G. Green
5:37.0,,,36-27,1,D. Wade makes free throw 2 of 2
5:28.0,I. Canaan makes 3-pt shot from 24 ft (assist by T. McConnell),3,39-27,,
5:07.0,,,39-27,,D. Wade misses 2-pt shot from 2 ft
5:06.0,Defensive rebound by N. Noel,,39-27,,
4:49.0,Turnover by T. McConnell (bad pass; steal by H. Whiteside),,39-27,,
4:47.0,Personal foul by J. Okafor (drawn by H. Whiteside),,39-27,,
4:47.0,J. Sampson enters the game for N. Noel,,39-27,,
4:47.0,H. Thompson enters the game for T. McConnell,,39-27,,
4:36.0,,,39-27,,Turnover by G. Dragic (discontinued dribble)
4:23.0,J. Okafor makes 2-pt shot from 1 ft,2,41-27,,
4:12.0,,,41-27,,L. Deng misses 3-pt shot from 23 ft
4:11.0,,,41-27,,Offensive rebound by H. Whiteside
4:07.0,,,41-27,,H. Whiteside misses 2-pt shot from 4 ft
4:06.0,Defensive rebound by J. Sampson,,41-27,,
4:06.0,,,41-27,,Personal foul by D. Wade (drawn by J. Sampson)
4:06.0,J. Sampson makes free throw 1 of 2,1,42-27,,
4:06.0,J. Sampson makes free throw 2 of 2,1,43-27,,
3:50.0,,,43-29,2,H. Whiteside makes 2-pt shot from 14 ft (assist by L. Deng)
3:26.0,J. Okafor misses 2-pt shot from 8 ft,,43-29,,
3:25.0,,,43-29,,Defensive rebound by H. Whiteside
3:17.0,,,43-29,,D. Wade misses 2-pt shot from 9 ft
3:16.0,Defensive rebound by J. Sampson,,43-29,,
3:16.0,Turnover by J. Sampson (bad pass),,43-29,,
3:14.0,Personal foul by J. Sampson (drawn by H. Whiteside),,43-29,,
3:10.0,Personal foul by J. Sampson (drawn by D. Wade),,43-29,,
3:10.0,,,43-30,1,D. Wade makes free throw 1 of 2
3:10.0,,,43-31,1,D. Wade makes free throw 2 of 2
2:55.0,Turnover by J. Okafor (bad pass; steal by D. Wade),,43-31,,
2:41.0,,,43-31,,Turnover by H. Whiteside (bad pass)
2:41.0,Official timeout,,43-31,,
2:41.0,,,43-31,,C. Bosh enters the game for J. Winslow
2:26.0,I. Canaan misses 3-pt shot from 24 ft,,43-31,,
2:25.0,,,43-31,,Defensive rebound by H. Whiteside
2:10.0,,,43-31,,D. Wade misses 2-pt shot from 12 ft
2:09.0,Defensive rebound by H. Thompson,,43-31,,
1:52.0,R. Covington misses 2-pt shot from 2 ft (block by H. Whiteside),,43-31,,
1:51.0,Offensive rebound by Team,,43-31,,
1:51.0,J. Grant enters the game for J. Sampson,,43-31,,
1:48.0,I. Canaan makes 3-pt shot from 26 ft (assist by J. Grant),3,46-31,,
1:48.0,Shooting foul by G. Dragic (drawn by I. Canaan),,46-31,,
1:48.0,,,46-31,,T. Johnson enters the game for G. Dragic
1:48.0,I. Canaan makes free throw 1 of 1,1,47-31,,
1:28.0,,,47-31,,C. Bosh misses 3-pt shot from 24 ft
1:27.0,Defensive rebound by H. Thompson,,47-31,,
1:22.0,R. Covington misses 3-pt shot from 24 ft,,47-31,,
1:21.0,,,47-31,,Defensive rebound by H. Whiteside
1:07.0,,,47-31,,H. Whiteside misses 2-pt shot from 1 ft (block by J. Grant)
1:06.0,Defensive rebound by J. Okafor,,47-31,,
0:49.0,J. Grant misses 2-pt shot from 5 ft (block by H. Whiteside),,47-31,,
0:48.0,,,47-31,,Defensive rebound by T. Johnson
0:42.0,,,47-31,,Shooting foul by H. Thompson (drawn by D. Wade)
0:42.0,,,47-31,,D. Wade misses free throw 1 of 2
0:42.0,,,47-31,,Offensive rebound by Team
0:42.0,,,47-32,1,D. Wade makes free throw 2 of 2
0:40.0,Philadelphia full timeout,,47-32,,
0:40.0,,,47-32,,J. Winslow enters the game for D. Wade
0:40.0,N. Stauskas enters the game for J. Grant,,47-32,,
0:35.0,R. Covington misses 3-pt shot from 26 ft,,47-32,,
0:34.0,,,47-32,,Defensive rebound by Team
0:34.0,J. Grant enters the game for N. Stauskas,,47-32,,
0:34.0,N. Noel enters the game for J. Okafor,,47-32,,
0:31.0,,,47-32,,Miami full timeout
0:31.0,,,47-32,,D. Wade enters the game for H. Whiteside
0:31.0,,,47-32,,G. Green enters the game for J. Winslow
0:14.0,,,47-32,,D. Wade misses 2-pt shot from 1 ft (block by H. Thompson)
0:13.0,Defensive rebound by R. Covington,,47-32,,
0:02.0,Turnover by I. Canaan (lost ball),,47-32,,
0:00.0,,,47-32,,T. Johnson misses 3-pt shot from 40 ft
0:00.0,,,47-32,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,N. Stauskas makes 2-pt shot from 21 ft (assist by T. McConnell),2,49-32,,
11:22.0,,,49-34,2,G. Dragic makes 2-pt shot from 16 ft
11:05.0,Turnover by N. Noel (bad pass; steal by D. Wade),,49-34,,
11:01.0,,,49-34,,G. Dragic misses 2-pt shot from 5 ft
11:00.0,,,49-34,,Offensive rebound by D. Wade
10:59.0,,,49-36,2,D. Wade makes 2-pt shot from 2 ft
10:45.0,Turnover by J. Okafor (step out of bounds),,49-36,,
10:29.0,,,49-38,2,L. Deng makes 2-pt shot from 20 ft (assist by G. Dragic)
10:11.0,T. McConnell makes 2-pt shot from 14 ft,2,51-38,,
9:59.0,,,51-38,,Shooting foul by N. Noel (drawn by C. Bosh)
9:59.0,,,51-39,1,C. Bosh makes free throw 1 of 2
9:59.0,,,51-40,1,C. Bosh makes free throw 2 of 2
9:40.0,J. Okafor misses 2-pt shot from 2 ft (block by H. Whiteside),,51-40,,
9:39.0,,,51-40,,Defensive rebound by C. Bosh
9:33.0,,,51-42,2,H. Whiteside makes 2-pt shot at rim (assist by L. Deng)
9:22.0,Turnover by T. McConnell (bad pass),,51-42,,
9:13.0,,,51-44,2,G. Dragic makes 2-pt shot from 18 ft
9:12.0,Philadelphia full timeout,,51-44,,
9:01.0,,,51-44,,Personal foul by G. Dragic (drawn by T. McConnell)
9:01.0,,,51-44,,B. Udrih enters the game for G. Dragic
8:47.0,Turnover by Team (shot clock),,51-44,,
8:32.0,,,51-44,,Shooting foul by T. McConnell (drawn by C. Bosh)
8:32.0,,,51-45,1,C. Bosh makes free throw 1 of 2
8:32.0,,,51-45,,C. Bosh misses free throw 2 of 2
8:31.0,Defensive rebound by J. Okafor,,51-45,,
8:19.0,T. McConnell makes 2-pt shot from 4 ft,2,53-45,,
8:00.0,,,53-48,3,C. Bosh makes 3-pt shot from 23 ft (assist by L. Deng)
7:41.0,J. Okafor makes 2-pt shot from 16 ft (assist by N. Stauskas),2,55-48,,
7:28.0,,,55-50,2,L. Deng makes 2-pt shot from 3 ft (assist by D. Wade)
7:19.0,N. Noel makes 2-pt shot from 1 ft (assist by T. McConnell),2,57-50,,
7:10.0,Personal foul by J. Grant (drawn by L. Deng),,57-50,,
7:10.0,R. Covington enters the game for N. Noel,,57-50,,
6:59.0,,,57-52,2,D. Wade makes 2-pt shot from 12 ft
6:42.0,N. Stauskas misses 3-pt shot from 24 ft,,57-52,,
6:41.0,,,57-52,,Defensive rebound by C. Bosh
6:35.0,,,57-52,,Turnover by B. Udrih (lost ball)
6:09.0,J. Okafor misses 2-pt shot from 5 ft,,57-52,,
6:08.0,Offensive rebound by J. Okafor,,57-52,,
6:01.0,J. Okafor makes 2-pt shot from 2 ft,2,59-52,,
5:43.0,,,59-52,,C. Bosh misses 3-pt shot from 24 ft
5:42.0,Defensive rebound by R. Covington,,59-52,,
5:29.0,T. McConnell makes 2-pt shot from 5 ft,2,61-52,,
5:29.0,,,61-52,,Miami full timeout
5:29.0,I. Canaan enters the game for N. Stauskas,,61-52,,
5:10.0,,,61-54,2,D. Wade makes 2-pt shot from 17 ft
4:48.0,I. Canaan misses 2-pt shot from 20 ft,,61-54,,
4:47.0,,,61-54,,Defensive rebound by C. Bosh
4:39.0,,,61-57,3,L. Deng makes 3-pt shot from 23 ft (assist by D. Wade)
4:19.0,T. McConnell misses 2-pt shot from 19 ft,,61-57,,
4:18.0,,,61-57,,Defensive rebound by H. Whiteside
4:08.0,,,61-59,2,B. Udrih makes 2-pt shot from 12 ft
3:48.0,Shooting foul by C. Bosh (drawn by J. Grant),,61-59,,
3:48.0,,,61-59,,Technical foul by C. Bosh (drawn by J. Grant)
3:48.0,R. Covington makes technical free throw,1,62-59,,
3:48.0,J. Grant makes free throw 1 of 2,1,63-59,,
3:48.0,,,63-59,,J. Winslow enters the game for C. Bosh
3:48.0,N. Noel enters the game for J. Okafor,,63-59,,
3:48.0,J. Grant misses free throw 2 of 2,,63-59,,
3:47.0,,,63-59,,Defensive rebound by B. Udrih
3:31.0,,,63-59,,D. Wade misses 2-pt shot from 18 ft
3:30.0,Defensive rebound by J. Grant,,63-59,,
3:20.0,I. Canaan makes 3-pt shot from 23 ft (assist by T. McConnell),3,66-59,,
2:57.0,,,66-59,,L. Deng misses 3-pt shot from 24 ft
2:56.0,,,66-59,,Offensive rebound by H. Whiteside
2:56.0,Personal foul by N. Noel (drawn by H. Whiteside),,66-59,,
2:56.0,,,66-59,,T. Johnson enters the game for B. Udrih
2:56.0,N. Stauskas enters the game for T. McConnell,,66-59,,
2:56.0,H. Thompson enters the game for J. Grant,,66-59,,
2:51.0,,,66-59,,Turnover by L. Deng (bad pass)
2:36.0,R. Covington makes 2-pt shot at rim,2,68-59,,
2:18.0,,,68-59,,Shooting foul by N. Noel (drawn by L. Deng)
2:18.0,,,68-60,1,L. Deng makes free throw 1 of 2
2:18.0,,,68-60,,L. Deng misses free throw 2 of 2
2:17.0,Defensive rebound by N. Noel,,68-60,,
1:56.0,I. Canaan misses 2-pt shot from 2 ft,,68-60,,
1:55.0,,,68-60,,Defensive rebound by D. Wade
1:45.0,,,68-62,2,H. Whiteside makes 2-pt shot at rim (assist by L. Deng)
1:27.0,Turnover by H. Thompson (turnover),,68-62,,
1:27.0,,,68-62,,C. Bosh enters the game for L. Deng
1:15.0,Personal block foul by N. Noel (drawn by D. Wade),,68-62,,
1:15.0,,,68-63,1,D. Wade makes free throw 1 of 2
1:15.0,,,68-64,1,D. Wade makes free throw 2 of 2
0:58.0,R. Covington misses 2-pt shot from 7 ft (block by H. Whiteside),,68-64,,
0:57.0,Offensive rebound by N. Noel,,68-64,,
0:55.0,N. Noel misses 2-pt shot from 5 ft (block by H. Whiteside),,68-64,,
0:54.0,Offensive rebound by Team,,68-64,,
0:54.0,J. Okafor enters the game for N. Noel,,68-64,,
0:51.0,I. Canaan makes 3-pt shot from 25 ft,3,71-64,,
0:49.0,Personal take foul by H. Thompson (drawn by H. Whiteside),,71-64,,
0:49.0,,,71-64,,H. Whiteside misses free throw 1 of 2
0:49.0,,,71-64,,Offensive rebound by Team
0:49.0,,,71-64,,G. Green enters the game for D. Wade
0:49.0,,,71-65,1,H. Whiteside makes free throw 2 of 2
0:31.0,I. Canaan misses 3-pt shot from 24 ft,,71-65,,
0:30.0,Offensive rebound by Team,,71-65,,
0:30.0,,,71-65,,Loose ball foul by J. Winslow (drawn by R. Covington)
0:06.0,I. Canaan makes 3-pt shot from 25 ft (assist by H. Thompson),3,74-65,,
0:00.0,,,74-67,2,T. Johnson makes 2-pt shot from 11 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,74-67,,J. McRoberts misses 2-pt shot from 1 ft (block by J. Okafor)
11:38.0,Defensive rebound by J. Okafor,,74-67,,
11:19.0,I. Canaan misses 3-pt shot from 24 ft,,74-67,,
11:18.0,,,74-67,,Defensive rebound by J. Winslow
11:08.0,,,74-67,,G. Green misses 3-pt shot from 23 ft
11:07.0,Defensive rebound by J. Okafor,,74-67,,
10:51.0,,,74-67,,Personal foul by J. McRoberts (drawn by H. Thompson)
10:42.0,Shooting foul by C. Bosh (drawn by J. Sampson),,74-67,,
10:42.0,J. Sampson makes free throw 1 of 2,1,75-67,,
10:42.0,J. Sampson makes free throw 2 of 2,1,76-67,,
10:35.0,,,76-69,2,T. Johnson makes 2-pt shot from 1 ft (assist by J. McRoberts)
10:35.0,,,76-69,,Shooting foul by J. Sampson (drawn by T. Johnson)
10:35.0,,,76-69,,T. Johnson misses free throw 1 of 1
10:34.0,Defensive rebound by R. Covington,,76-69,,
10:12.0,I. Canaan makes 2-pt shot from 7 ft (assist by J. Okafor),2,78-69,,
9:48.0,,,78-69,,T. Johnson misses 3-pt shot from 24 ft
9:47.0,Defensive rebound by J. Okafor,,78-69,,
9:40.0,Philadelphia full timeout,,78-69,,
9:23.0,J. Okafor makes 2-pt shot from 18 ft,2,80-69,,
9:08.0,,,80-71,2,C. Bosh makes 2-pt shot from 11 ft (assist by J. Winslow)
9:08.0,,,80-71,,Shooting foul by J. Okafor (drawn by C. Bosh)
9:08.0,N. Noel enters the game for J. Okafor,,80-71,,
9:08.0,,,80-72,1,C. Bosh makes free throw 1 of 1
8:51.0,R. Covington makes 3-pt shot from 25 ft (assist by I. Canaan),3,83-72,,
8:36.0,Shooting block foul by I. Canaan (drawn by G. Green),,83-72,,
8:36.0,Philadelphia full timeout,,83-72,,
8:36.0,T. McConnell enters the game for I. Canaan,,83-72,,
8:36.0,,,83-72,,G. Dragic enters the game for T. Johnson
8:36.0,,,83-72,,G. Green misses free throw 1 of 2
8:36.0,,,83-72,,Offensive rebound by Team
8:36.0,,,83-73,1,G. Green makes free throw 2 of 2
8:14.0,Turnover by T. McConnell (bad pass; steal by J. McRoberts),,83-73,,
8:09.0,Personal foul by H. Thompson (drawn by G. Dragic),,83-73,,
8:09.0,N. Stauskas enters the game for J. Sampson,,83-73,,
8:00.0,,,83-73,,Shooting foul by R. Covington (drawn by J. McRoberts)
8:00.0,,,83-73,,J. McRoberts misses free throw 1 of 2
8:00.0,,,83-73,,Offensive rebound by Team
8:00.0,J. Grant enters the game for R. Covington,,83-73,,
8:00.0,,,83-74,1,J. McRoberts makes free throw 2 of 2
7:41.0,N. Stauskas misses 3-pt shot from 24 ft,,83-74,,
7:40.0,,,83-74,,Defensive rebound by Team
7:40.0,Loose ball foul by J. Grant (drawn by J. Winslow),,83-74,,
7:40.0,,,83-74,,J. Winslow misses free throw 1 of 2
7:40.0,,,83-74,,Offensive rebound by Team
7:40.0,,,83-74,,H. Whiteside enters the game for J. McRoberts
7:40.0,,,83-74,,D. Wade enters the game for C. Bosh
7:40.0,,,83-75,1,J. Winslow makes free throw 2 of 2
7:29.0,N. Noel makes 2-pt shot from 20 ft,2,85-75,,
7:26.0,Personal take foul by H. Thompson (drawn by H. Whiteside),,85-75,,
7:26.0,,,85-75,,H. Whiteside misses free throw 1 of 2
7:26.0,,,85-75,,Offensive rebound by Team
7:26.0,,,85-76,1,H. Whiteside makes free throw 2 of 2
7:14.0,N. Noel makes 2-pt shot at rim,2,87-76,,
