time,Cleveland,pts.away,score,pts.home,Memphis
5:22.0,,,43-22,2,T. Allen makes 2-pt shot at rim
5:21.0,Cleveland full timeout,,43-22,,
5:21.0,J. Smith enters the game for R. Jefferson,,43-22,,
5:10.0,K. Love misses 3-pt shot from 24 ft,,43-22,,
5:09.0,Offensive rebound by J. Smith,,43-22,,
4:51.0,M. Williams makes 3-pt shot from 26 ft (assist by K. Love),3,46-22,,
4:23.0,,,46-24,2,M. Gasol makes 2-pt shot from 9 ft
4:05.0,T. Mozgov makes 2-pt shot at rim (assist by J. Smith),2,48-24,,
3:39.0,,,48-26,2,M. Gasol makes 2-pt shot from 1 ft (assist by M. Conley)
3:16.0,J. Smith makes 2-pt shot from 20 ft,2,50-26,,
2:57.0,,,50-26,,C. Lee misses 2-pt shot from 20 ft
2:57.0,Defensive rebound by K. Love,,50-26,,
2:41.0,K. Love makes 3-pt shot from 26 ft (assist by L. James),3,53-26,,
2:29.0,,,53-28,2,M. Conley makes 2-pt shot at rim
2:12.0,J. Smith misses 2-pt shot from 4 ft,,53-28,,
2:09.0,,,53-28,,Defensive rebound by M. Gasol
1:55.0,,,53-28,,Shooting foul by J. Smith (drawn by M. Conley)
1:55.0,,,53-28,,Memphis full timeout
1:55.0,T. Thompson enters the game for K. Love,,53-28,,
1:55.0,,,53-29,1,M. Conley makes free throw 1 of 2
1:55.0,,,53-30,1,M. Conley makes free throw 2 of 2
1:39.0,M. Williams misses 3-pt shot from 25 ft,,53-30,,
1:39.0,Offensive rebound by L. James,,53-30,,
1:29.0,L. James misses 2-pt shot from 14 ft,,53-30,,
1:28.0,,,53-30,,Defensive rebound by Z. Randolph
1:23.0,,,53-30,,C. Lee misses 3-pt shot from 24 ft
1:20.0,Defensive rebound by J. Smith,,53-30,,
1:06.0,Turnover by T. Mozgov (lost ball; steal by C. Lee),,53-30,,
1:02.0,,,53-30,,Turnover by T. Allen (lost ball)
1:02.0,J. Cunningham enters the game for J. Smith,,53-30,,
0:48.0,M. Williams misses 2-pt shot from 18 ft,,53-30,,
0:46.0,,,53-30,,Defensive rebound by T. Allen
0:33.0,,,53-32,2,M. Gasol makes 2-pt shot from 12 ft (assist by M. Conley)
0:20.0,T. Mozgov misses 2-pt shot from 2 ft (block by T. Allen),,53-32,,
0:18.0,,,53-32,,Defensive rebound by C. Lee
0:13.0,,,53-32,,M. Conley misses 3-pt shot from 23 ft
0:11.0,Defensive rebound by L. James,,53-32,,
0:01.0,T. Mozgov misses 3-pt shot from 24 ft,,53-32,,
0:00.0,Offensive rebound by Team,,53-32,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,M. Williams misses 3-pt shot from 25 ft,,53-32,,
11:35.0,,,53-32,,Defensive rebound by M. Gasol
11:15.0,,,53-32,,M. Gasol misses 2-pt shot from 11 ft
11:13.0,Defensive rebound by T. Mozgov,,53-32,,
10:55.0,M. Williams makes 3-pt shot from 25 ft (assist by J. Smith),3,56-32,,
10:33.0,,,56-32,,Turnover by Z. Randolph (lost ball; steal by L. James)
10:10.0,K. Love misses 3-pt shot from 25 ft,,56-32,,
10:09.0,Offensive rebound by T. Mozgov,,56-32,,
9:54.0,K. Love makes 2-pt shot at rim (assist by M. Williams),2,58-32,,
9:35.0,,,58-34,2,M. Gasol makes 2-pt shot at rim (assist by C. Lee)
9:20.0,Turnover by M. Williams (bad pass; steal by T. Allen),,58-34,,
9:17.0,,,58-34,,Offensive foul by T. Allen
9:17.0,,,58-34,,Turnover by T. Allen (offensive foul)
9:08.0,J. Smith misses 3-pt shot from 24 ft,,58-34,,
9:06.0,,,58-34,,Defensive rebound by T. Allen
9:02.0,Personal foul by K. Love (drawn by Z. Randolph),,58-34,,
8:53.0,,,58-36,2,T. Allen makes 2-pt shot from 7 ft
8:41.0,L. James misses 2-pt shot from 20 ft,,58-36,,
8:40.0,,,58-36,,Defensive rebound by M. Conley
8:30.0,Personal foul by T. Mozgov (drawn by M. Gasol),,58-36,,
8:22.0,,,58-38,2,Z. Randolph makes 2-pt shot from 13 ft (assist by T. Allen)
8:05.0,L. James makes 2-pt shot from 1 ft (assist by M. Williams),2,60-38,,
7:50.0,,,60-40,2,C. Lee makes 2-pt shot from 20 ft (assist by M. Conley)
7:31.0,L. James misses 3-pt shot from 24 ft,,60-40,,
7:30.0,,,60-40,,Defensive rebound by C. Lee
7:20.0,,,60-40,,M. Gasol misses 2-pt shot from 17 ft
7:19.0,Defensive rebound by L. James,,60-40,,
7:11.0,J. Smith misses 2-pt shot from 7 ft,,60-40,,
7:10.0,,,60-40,,Defensive rebound by M. Conley
7:10.0,Personal foul by M. Williams (drawn by M. Conley),,60-40,,
6:47.0,,,60-42,2,M. Gasol makes 2-pt shot from 18 ft (assist by C. Lee)
6:47.0,Cleveland full timeout,,60-42,,
6:47.0,,,60-42,,J. Green enters the game for M. Conley
6:30.0,K. Love makes 2-pt shot from 20 ft (assist by L. James),2,62-42,,
6:08.0,,,62-42,,Z. Randolph misses 2-pt shot from 16 ft
6:08.0,Defensive rebound by L. James,,62-42,,
5:47.0,Turnover by K. Love (bad pass),,62-42,,
5:37.0,,,62-42,,J. Green misses 2-pt shot from 1 ft
5:34.0,,,62-42,,Offensive rebound by Z. Randolph
5:34.0,,,62-44,2,Z. Randolph makes 2-pt shot from 3 ft
5:17.0,M. Williams misses 2-pt shot from 5 ft (block by C. Lee),,62-44,,
5:14.0,,,62-44,,Defensive rebound by T. Allen
5:11.0,,,62-44,,C. Lee misses 2-pt shot from 13 ft
5:08.0,Defensive rebound by M. Williams,,62-44,,
4:55.0,L. James makes 2-pt shot from 20 ft,2,64-44,,
4:39.0,,,64-46,2,T. Allen makes 2-pt shot from 6 ft
4:39.0,,,64-46,,Violation by Team (delay of game)
4:28.0,,,64-46,,Personal foul by Z. Randolph (drawn by T. Mozgov)
4:28.0,M. Dellavedova enters the game for K. Love,,64-46,,
4:28.0,T. Thompson enters the game for M. Williams,,64-46,,
4:24.0,,,64-46,,Personal foul by J. Green (drawn by T. Mozgov)
4:24.0,,,64-46,,M. Barnes enters the game for T. Allen
4:15.0,M. Dellavedova misses 3-pt shot from 25 ft,,64-46,,
4:15.0,,,64-46,,Defensive rebound by Z. Randolph
4:04.0,,,64-46,,Offensive charge foul by M. Gasol
4:04.0,,,64-46,,Turnover by M. Gasol (offensive foul)
3:55.0,L. James misses 2-pt shot from 20 ft,,64-46,,
3:53.0,Offensive rebound by T. Thompson,,64-46,,
3:47.0,T. Mozgov makes 2-pt shot from 1 ft (assist by J. Smith),2,66-46,,
3:47.0,Shooting foul by M. Gasol (drawn by T. Mozgov),,66-46,,
3:47.0,T. Mozgov makes free throw 1 of 1,1,67-46,,
3:37.0,Violation by J. Smith (kicked ball),,67-46,,
3:27.0,,,67-48,2,Z. Randolph makes 2-pt shot from 5 ft
3:12.0,Turnover by L. James (traveling),,67-48,,
2:57.0,,,67-48,,Shooting foul by T. Mozgov (drawn by Z. Randolph)
2:57.0,,,67-48,,Memphis full timeout
2:57.0,,,67-48,,B. Wright enters the game for M. Gasol
2:57.0,,,67-48,,M. Conley enters the game for C. Lee
2:57.0,R. Jefferson enters the game for L. James,,67-48,,
2:57.0,A. Varejao enters the game for T. Mozgov,,67-48,,
2:57.0,,,67-49,1,Z. Randolph makes free throw 1 of 2
2:57.0,,,67-49,,Z. Randolph misses free throw 2 of 2
2:56.0,Defensive rebound by T. Thompson,,67-49,,
2:35.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by J. Smith),3,70-49,,
2:22.0,,,70-49,,Turnover by M. Barnes (bad pass)
2:13.0,M. Dellavedova misses 2-pt shot at rim (block by B. Wright),,70-49,,
2:12.0,,,70-49,,Defensive rebound by Team
1:57.0,,,70-49,,B. Wright misses 2-pt shot at rim
1:56.0,Defensive rebound by M. Dellavedova,,70-49,,
1:51.0,M. Dellavedova makes 2-pt shot from 2 ft,2,72-49,,
1:36.0,,,72-52,3,J. Green makes 3-pt shot from 24 ft (assist by M. Conley)
1:17.0,R. Jefferson makes 3-pt shot from 24 ft (assist by M. Dellavedova),3,75-52,,
1:09.0,,,75-52,,Shooting foul by T. Thompson (drawn by J. Green)
1:09.0,,,75-53,1,J. Green makes free throw 1 of 2
1:09.0,,,75-53,,J. Green misses free throw 2 of 2
1:08.0,Defensive rebound by A. Varejao,,75-53,,
0:56.0,Turnover by A. Varejao (offensive foul),,75-53,,
0:56.0,Offensive foul by A. Varejao,,75-53,,
0:45.0,,,75-55,2,J. Green makes 2-pt shot from 15 ft
0:35.0,T. Thompson makes 2-pt shot at rim (assist by J. Smith),2,77-55,,
0:25.0,,,77-55,,M. Barnes misses 3-pt shot from 26 ft
0:24.0,Defensive rebound by J. Smith,,77-55,,
0:05.0,,,77-55,,Personal foul by M. Conley (drawn by M. Dellavedova)
0:05.0,,,77-55,,T. Allen enters the game for Z. Randolph
0:00.0,A. Varejao makes 2-pt shot from 1 ft,2,79-55,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,79-55,,Shooting foul by R. Jefferson (drawn by B. Wright)
11:45.0,,,79-56,1,B. Wright makes free throw 1 of 2
11:45.0,,,79-57,1,B. Wright makes free throw 2 of 2
11:32.0,R. Jefferson misses 2-pt shot from 22 ft,,79-57,,
11:31.0,Offensive rebound by T. Thompson,,79-57,,
11:28.0,R. Jefferson makes 2-pt shot at rim (assist by T. Thompson),2,81-57,,
11:12.0,,,81-57,,C. Lee misses 3-pt shot from 22 ft
11:10.0,Defensive rebound by R. Jefferson,,81-57,,
10:52.0,A. Varejao misses 2-pt shot from 2 ft,,81-57,,
10:51.0,Offensive rebound by A. Varejao,,81-57,,
10:51.0,A. Varejao misses 2-pt shot from 2 ft,,81-57,,
10:51.0,Offensive rebound by A. Varejao,,81-57,,
10:51.0,A. Varejao misses 2-pt shot from 2 ft,,81-57,,
10:48.0,,,81-57,,Defensive rebound by M. Conley
10:43.0,,,81-57,,Turnover by M. Conley (lost ball; steal by M. Dellavedova)
10:40.0,Shooting foul by B. Wright (drawn by T. Thompson),,81-57,,
10:40.0,T. Thompson makes free throw 1 of 2,1,82-57,,
10:40.0,,,82-57,,B. Udrih enters the game for M. Conley
10:40.0,,,82-57,,J. Green enters the game for B. Wright
10:40.0,T. Thompson misses free throw 2 of 2,,82-57,,
10:38.0,,,82-57,,Defensive rebound by J. Green
10:27.0,,,82-59,2,J. Green makes 2-pt shot from 4 ft
10:13.0,,,82-59,,Personal foul by J. Green (drawn by T. Thompson)
10:09.0,Offensive foul by T. Thompson,,82-59,,
10:09.0,Turnover by T. Thompson (offensive foul),,82-59,,
10:01.0,,,82-59,,Turnover by B. Udrih (lost ball; steal by M. Dellavedova)
9:57.0,M. Dellavedova makes 2-pt shot at rim,2,84-59,,
9:57.0,,,84-59,,Memphis full timeout
9:57.0,K. Love enters the game for T. Thompson,,84-59,,
9:43.0,,,84-59,,J. Green misses 2-pt shot from 7 ft
9:42.0,Defensive rebound by A. Varejao,,84-59,,
9:30.0,Offensive foul by L. James,,84-59,,
9:30.0,Turnover by L. James (offensive foul),,84-59,,
9:30.0,T. Thompson enters the game for A. Varejao,,84-59,,
9:12.0,,,84-59,,B. Udrih misses 2-pt shot from 21 ft
9:11.0,Defensive rebound by T. Thompson,,84-59,,
8:53.0,K. Love misses 3-pt shot from 25 ft,,84-59,,
8:52.0,,,84-59,,Defensive rebound by Team
8:42.0,,,84-59,,C. Lee misses 3-pt shot from 23 ft
8:41.0,Defensive rebound by R. Jefferson,,84-59,,
8:32.0,K. Love makes 2-pt shot from 5 ft (assist by L. James),2,86-59,,
8:21.0,,,86-59,,M. Barnes misses 3-pt shot from 25 ft
8:20.0,Defensive rebound by K. Love,,86-59,,
8:02.0,L. James misses 3-pt shot from 23 ft,,86-59,,
8:01.0,Offensive rebound by K. Love,,86-59,,
8:00.0,Shooting foul by J. Green (drawn by L. James),,86-59,,
8:00.0,L. James misses free throw 1 of 2,,86-59,,
8:00.0,Offensive rebound by Team,,86-59,,
8:00.0,L. James misses free throw 2 of 2,,86-59,,
7:59.0,,,86-59,,Defensive rebound by J. Green
7:51.0,,,86-59,,C. Lee misses 2-pt shot from 1 ft
7:49.0,Defensive rebound by L. James,,86-59,,
7:43.0,Shooting foul by J. Green (drawn by L. James),,86-59,,
7:43.0,L. James makes free throw 1 of 2,1,87-59,,
7:43.0,L. James makes free throw 2 of 2,1,88-59,,
7:23.0,,,88-59,,J. Green misses 3-pt shot from 24 ft
7:23.0,Defensive rebound by L. James,,88-59,,
7:23.0,,,88-59,,Personal foul by J. Green (drawn by L. James)
7:23.0,L. James makes free throw 1 of 2,1,89-59,,
7:23.0,,,89-59,,Z. Randolph enters the game for J. Green
7:23.0,,,89-59,,M. Gasol enters the game for M. Barnes
7:23.0,J. Cunningham enters the game for M. Dellavedova,,89-59,,
7:23.0,L. James misses free throw 2 of 2,,89-59,,
7:22.0,,,89-59,,Defensive rebound by M. Gasol
7:20.0,Personal take foul by J. Cunningham (drawn by B. Udrih),,89-59,,
7:20.0,J. Smith enters the game for L. James,,89-59,,
7:04.0,,,89-59,,J. Adams enters the game for C. Lee
7:01.0,,,89-59,,B. Udrih misses 3-pt shot from 25 ft
7:00.0,Defensive rebound by J. Smith,,89-59,,
6:48.0,Turnover by K. Love (bad pass; steal by Z. Randolph),,89-59,,
6:31.0,,,89-61,2,J. Adams makes 2-pt shot from 14 ft (assist by J. Green)
6:11.0,Turnover by J. Cunningham (bad pass; steal by J. Adams),,89-61,,
6:06.0,,,89-61,,J. Adams misses 2-pt shot at rim
6:02.0,Defensive rebound by T. Thompson,,89-61,,
5:59.0,,,89-61,,Personal foul by J. Green (drawn by J. Cunningham)
5:59.0,Cleveland full timeout,,89-61,,
5:59.0,S. Kaun enters the game for K. Love,,89-61,,
5:59.0,,,89-61,,R. Smith enters the game for J. Green
5:59.0,,,89-61,,J. Green enters the game for Z. Randolph
5:59.0,,,89-61,,B. Wright enters the game for M. Gasol
5:59.0,J. Cunningham misses free throw 1 of 2,,89-61,,
5:59.0,Offensive rebound by Team,,89-61,,
5:59.0,J. Cunningham makes free throw 2 of 2,1,90-61,,
5:46.0,,,90-61,,J. Adams misses 3-pt shot from 25 ft
5:45.0,Defensive rebound by T. Thompson,,90-61,,
5:23.0,Turnover by R. Jefferson (bad pass; steal by R. Smith),,90-61,,
5:15.0,,,90-61,,Shooting foul by S. Kaun (drawn by J. Adams)
5:15.0,,,90-61,,J. Adams misses free throw 1 of 2
5:15.0,,,90-61,,Offensive rebound by Team
5:15.0,J. Jones enters the game for T. Thompson,,90-61,,
5:15.0,J. Harris enters the game for R. Jefferson,,90-61,,
5:15.0,,,90-62,1,J. Adams makes free throw 2 of 2
5:04.0,J. Smith misses 2-pt shot from 20 ft,,90-62,,
5:03.0,,,90-62,,Defensive rebound by J. Green
4:52.0,,,90-62,,Turnover by R. Smith (bad pass; steal by S. Kaun)
4:38.0,J. Jones misses 2-pt shot from 20 ft,,90-62,,
4:38.0,,,90-62,,Defensive rebound by R. Smith
4:28.0,,,90-62,,Shooting foul by S. Kaun (drawn by B. Wright)
4:28.0,,,90-63,1,B. Wright makes free throw 1 of 2
4:28.0,,,90-64,1,B. Wright makes free throw 2 of 2
4:17.0,J. Harris misses 3-pt shot from 26 ft,,90-64,,
4:16.0,,,90-64,,Defensive rebound by R. Smith
4:07.0,,,90-64,,R. Smith misses 2-pt shot from 10 ft
4:05.0,Defensive rebound by J. Harris,,90-64,,
4:00.0,J. Cunningham makes 2-pt shot from 1 ft (assist by S. Kaun),2,92-64,,
3:44.0,,,92-64,,J. Adams misses 2-pt shot from 13 ft
3:42.0,Defensive rebound by J. Harris,,92-64,,
3:26.0,J. Cunningham makes 3-pt shot from 25 ft (assist by J. Harris),3,95-64,,
3:06.0,,,95-64,,Shooting foul by S. Kaun (drawn by B. Udrih)
3:06.0,,,95-66,2,B. Udrih makes 2-pt shot from 2 ft
3:06.0,,,95-67,1,B. Udrih makes free throw 1 of 1
2:54.0,Turnover by J. Jones (bad pass; steal by J. Adams),,95-67,,
