time,Golden State,pts.away,score,pts.home,Phoenix
3:46.0,,,22-22,,Offensive rebound by T. Chandler
3:40.0,,,22-24,2,M. Morris makes 2-pt shot from 20 ft
3:40.0,Golden State full timeout,,22-24,,
3:40.0,M. Speights enters the game for A. Bogut,,22-24,,
3:40.0,,,22-24,,A. Len enters the game for T. Chandler
3:28.0,Shooting foul by M. Morris (drawn by D. Green),,22-24,,
3:28.0,D. Green makes free throw 1 of 2,1,23-24,,
3:28.0,D. Green misses free throw 2 of 2,,23-24,,
3:27.0,,,23-24,,Defensive rebound by M. Morris
3:13.0,,,23-24,,A. Len misses 2-pt shot from 2 ft
3:12.0,Defensive rebound by S. Curry,,23-24,,
3:08.0,L. Barbosa makes 2-pt shot at rim (assist by S. Curry),2,25-24,,
2:49.0,,,25-24,,D. Booker misses 3-pt shot from 25 ft
2:49.0,Defensive rebound by A. Iguodala,,25-24,,
2:42.0,Offensive charge foul by D. Green,,25-24,,
2:42.0,Turnover by D. Green (offensive foul),,25-24,,
2:26.0,,,25-24,,O. Johnson misses 3-pt shot from 23 ft
2:25.0,Defensive rebound by S. Curry,,25-24,,
2:17.0,L. Barbosa makes 2-pt shot from 1 ft (assist by A. Iguodala),2,27-24,,
1:53.0,,,27-24,,M. Morris misses 3-pt shot from 25 ft
1:53.0,Defensive rebound by S. Curry,,27-24,,
1:45.0,L. Barbosa misses 2-pt shot at rim,,27-24,,
1:45.0,Offensive rebound by S. Curry,,27-24,,
1:45.0,Shooting foul by A. Len (drawn by S. Curry),,27-24,,
1:45.0,S. Curry makes free throw 1 of 2,1,28-24,,
1:45.0,,,28-24,,M. Teletovic enters the game for M. Morris
1:45.0,H. Barnes enters the game for D. Green,,28-24,,
1:45.0,S. Curry makes free throw 2 of 2,1,29-24,,
1:20.0,,,29-26,2,A. Len makes 2-pt shot at rim
1:09.0,M. Speights misses 2-pt shot from 16 ft,,29-26,,
1:09.0,,,29-26,,Defensive rebound by D. Booker
0:55.0,,,29-26,,P. Tucker misses 2-pt shot from 6 ft
0:54.0,Defensive rebound by H. Barnes,,29-26,,
0:44.0,M. Speights misses 3-pt shot from 25 ft,,29-26,,
0:43.0,,,29-26,,Defensive rebound by P. Tucker
0:28.0,,,29-26,,Shooting foul by S. Curry (drawn by O. Johnson)
0:28.0,,,29-27,1,O. Johnson makes free throw 1 of 2
0:28.0,,,29-28,1,O. Johnson makes free throw 2 of 2
0:09.0,H. Barnes misses 3-pt shot from 25 ft,,29-28,,
0:08.0,,,29-28,,Defensive rebound by A. Len
0:03.0,,,29-28,,Turnover by A. Len (bad pass)
0:02.0,Turnover by A. Iguodala (bad pass; steal by A. Len),,29-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,29-28,,Turnover by A. Len (lost ball; steal by M. Speights)
11:28.0,M. Speights makes 2-pt shot from 18 ft (assist by S. Livingston),2,31-28,,
11:11.0,,,31-30,2,M. Teletovic makes 2-pt shot from 18 ft (assist by P. Tucker)
10:56.0,Shooting foul by A. Goodwin (drawn by L. Barbosa),,31-30,,
10:56.0,L. Barbosa makes free throw 1 of 2,1,32-30,,
10:56.0,L. Barbosa makes free throw 2 of 2,1,33-30,,
10:44.0,,,33-30,,M. Teletovic misses 2-pt shot from 19 ft
10:43.0,Defensive rebound by S. Livingston,,33-30,,
10:41.0,Turnover by S. Livingston (bad pass; steal by O. Johnson),,33-30,,
10:41.0,Personal foul by L. Barbosa (drawn by O. Johnson),,33-30,,
10:32.0,,,33-30,,Shooting foul by S. Livingston (drawn by O. Johnson)
10:32.0,,,33-31,1,O. Johnson makes free throw 1 of 2
10:32.0,,,33-31,,O. Johnson misses free throw 2 of 2
10:32.0,Defensive rebound by M. Speights,,33-31,,
10:20.0,L. Barbosa makes 2-pt shot from 4 ft,2,35-31,,
10:04.0,,,35-31,,O. Johnson misses 3-pt shot from 25 ft
10:03.0,Defensive rebound by H. Barnes,,35-31,,
9:51.0,M. Speights misses 2-pt shot from 6 ft (block by A. Len),,35-31,,
9:49.0,,,35-31,,Defensive rebound by O. Johnson
9:43.0,,,35-31,,Turnover by P. Tucker (bad pass; steal by M. Speights)
9:37.0,A. Iguodala misses 2-pt shot from 1 ft,,35-31,,
9:35.0,,,35-31,,Defensive rebound by A. Len
9:29.0,,,35-31,,O. Johnson misses 3-pt shot from 27 ft
9:27.0,Defensive rebound by H. Barnes,,35-31,,
9:12.0,A. Iguodala misses 3-pt shot from 25 ft,,35-31,,
9:11.0,,,35-31,,Defensive rebound by A. Len
9:01.0,,,35-31,,P. Tucker misses 3-pt shot from 25 ft
9:00.0,Defensive rebound by H. Barnes,,35-31,,
8:55.0,S. Livingston makes 2-pt shot from 16 ft,2,37-31,,
8:36.0,,,37-33,2,O. Johnson makes 2-pt shot at rim (assist by P. Tucker)
8:34.0,Golden State full timeout,,37-33,,
8:34.0,,,37-33,,D. Booker enters the game for P. Tucker
8:34.0,K. Thompson enters the game for L. Barbosa,,37-33,,
8:34.0,A. Bogut enters the game for M. Speights,,37-33,,
8:20.0,Turnover by H. Barnes (lost ball; steal by M. Teletovic),,37-33,,
7:55.0,,,37-33,,A. Goodwin misses 2-pt shot from 1 ft
7:52.0,,,37-33,,Offensive rebound by A. Len
7:52.0,,,37-35,2,A. Len makes 2-pt shot from 1 ft
7:42.0,K. Thompson makes 2-pt shot from 16 ft (assist by H. Barnes),2,39-35,,
7:26.0,,,39-35,,O. Johnson misses 2-pt shot from 1 ft
7:25.0,Defensive rebound by A. Bogut,,39-35,,
7:19.0,A. Iguodala misses 2-pt shot from 4 ft,,39-35,,
7:19.0,,,39-35,,Defensive rebound by Team
7:05.0,,,39-35,,A. Len misses 2-pt shot from 19 ft
7:04.0,Defensive rebound by A. Bogut,,39-35,,
6:39.0,K. Thompson misses 2-pt shot from 11 ft,,39-35,,
6:38.0,,,39-35,,Defensive rebound by M. Teletovic
6:15.0,,,39-35,,A. Len misses 2-pt shot from 17 ft
6:14.0,Defensive rebound by A. Iguodala,,39-35,,
6:06.0,,,39-35,,Def 3 sec tech foul by A. Len
6:06.0,K. Thompson makes technical free throw,1,40-35,,
6:06.0,,,40-35,,P. Tucker enters the game for O. Johnson
6:06.0,S. Curry enters the game for A. Iguodala,,40-35,,
6:06.0,D. Green enters the game for H. Barnes,,40-35,,
5:58.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,43-35,,
5:37.0,,,43-35,,M. Teletovic misses 2-pt shot from 3 ft
5:37.0,Defensive rebound by K. Thompson,,43-35,,
5:30.0,D. Green misses 2-pt shot at rim,,43-35,,
5:29.0,,,43-35,,Defensive rebound by A. Len
5:17.0,,,43-35,,D. Booker misses 2-pt shot from 19 ft
5:15.0,Defensive rebound by S. Curry,,43-35,,
5:13.0,,,43-35,,Personal take foul by M. Teletovic (drawn by S. Curry)
5:13.0,Official timeout,,43-35,,
5:13.0,,,43-35,,T. Chandler enters the game for A. Len
5:13.0,,,43-35,,M. Morris enters the game for M. Teletovic
5:10.0,Turnover by D. Green (step out of bounds),,43-35,,
4:48.0,,,43-35,,M. Morris misses 2-pt shot from 6 ft
4:47.0,Defensive rebound by A. Bogut,,43-35,,
4:40.0,K. Thompson misses 3-pt shot from 24 ft,,43-35,,
4:39.0,,,43-35,,Defensive rebound by D. Booker
4:25.0,Personal foul by D. Green (drawn by M. Morris),,43-35,,
4:25.0,B. Rush enters the game for S. Livingston,,43-35,,
4:15.0,,,43-35,,A. Goodwin misses 3-pt shot from 25 ft
4:14.0,Defensive rebound by D. Green,,43-35,,
3:51.0,A. Bogut makes 2-pt shot at rim (assist by S. Curry),2,45-35,,
3:33.0,,,45-35,,T. Chandler misses 2-pt shot from 16 ft
3:33.0,Defensive rebound by A. Bogut,,45-35,,
3:29.0,S. Curry makes 3-pt shot from 28 ft,3,48-35,,
3:25.0,,,48-35,,Phoenix full timeout
3:16.0,Def 3 sec tech foul by A. Bogut,,48-35,,
3:16.0,,,48-35,,D. Booker misses technical free throw
3:16.0,,,48-35,,Offensive rebound by Team
3:12.0,,,48-35,,M. Morris misses 2-pt shot from 21 ft
3:11.0,Defensive rebound by B. Rush,,48-35,,
3:03.0,S. Curry makes 3-pt shot from 29 ft,3,51-35,,
2:49.0,,,51-35,,Turnover by D. Booker (bad pass; steal by K. Thompson)
2:41.0,S. Curry misses 3-pt shot from 26 ft,,51-35,,
2:41.0,,,51-35,,Defensive rebound by Team
2:41.0,,,51-35,,O. Johnson enters the game for A. Goodwin
2:28.0,,,51-35,,Turnover by T. Chandler (bad pass; steal by S. Curry)
2:28.0,,,51-35,,Personal foul by O. Johnson (drawn by S. Curry)
2:15.0,Shooting foul by M. Morris (drawn by D. Green),,51-35,,
2:15.0,D. Green makes free throw 1 of 2,1,52-35,,
2:15.0,D. Green makes free throw 2 of 2,1,53-35,,
1:57.0,,,53-37,2,T. Chandler makes 2-pt shot at rim (assist by M. Morris)
1:42.0,S. Curry misses 2-pt shot from 4 ft,,53-37,,
1:40.0,,,53-37,,Defensive rebound by D. Booker
1:30.0,,,53-39,2,M. Morris makes 2-pt shot at rim (assist by D. Booker)
1:25.0,Shooting foul by P. Tucker (drawn by B. Rush),,53-39,,
1:25.0,B. Rush makes free throw 1 of 2,1,54-39,,
1:25.0,I. Clark enters the game for K. Thompson,,54-39,,
1:25.0,B. Rush makes free throw 2 of 2,1,55-39,,
1:10.0,,,55-39,,O. Johnson misses 3-pt shot from 24 ft
1:10.0,Defensive rebound by B. Rush,,55-39,,
1:03.0,D. Green misses 3-pt shot from 26 ft,,55-39,,
1:02.0,,,55-39,,Defensive rebound by D. Booker
0:55.0,,,55-41,2,T. Chandler makes 2-pt shot at rim (assist by D. Booker)
0:54.0,Golden State full timeout,,55-41,,
0:54.0,M. Speights enters the game for A. Bogut,,55-41,,
0:54.0,,,55-41,,M. Teletovic enters the game for O. Johnson
0:44.0,D. Green misses 2-pt shot from 1 ft,,55-41,,
0:43.0,Offensive rebound by M. Speights,,55-41,,
0:43.0,M. Speights makes 2-pt shot from 3 ft,2,57-41,,
0:24.0,,,57-43,2,M. Morris makes 2-pt shot from 14 ft
0:02.0,I. Clark misses 3-pt shot from 23 ft,,57-43,,
0:02.0,,,57-43,,Defensive rebound by T. Chandler
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,57-45,2,M. Morris makes 2-pt shot from 17 ft
11:21.0,H. Barnes makes 3-pt shot from 23 ft (assist by S. Curry),3,60-45,,
10:56.0,,,60-45,,M. Morris misses 2-pt shot from 13 ft
10:55.0,Defensive rebound by D. Green,,60-45,,
10:42.0,H. Barnes misses 2-pt shot from 10 ft,,60-45,,
10:41.0,,,60-45,,Defensive rebound by T. Chandler
10:33.0,,,60-47,2,D. Booker makes 2-pt shot from 9 ft
10:33.0,,,60-47,,Shooting foul by H. Barnes (drawn by D. Booker)
10:33.0,,,60-48,1,D. Booker makes free throw 1 of 1
10:13.0,H. Barnes makes 3-pt shot from 23 ft (assist by A. Bogut),3,63-48,,
9:58.0,,,63-48,,Turnover by P. Tucker (bad pass; steal by A. Bogut)
9:48.0,Turnover by K. Thompson (bad pass; steal by D. Booker),,63-48,,
9:46.0,Personal take foul by A. Bogut (drawn by D. Booker),,63-48,,
9:33.0,,,63-48,,A. Goodwin misses 2-pt shot from 8 ft
9:32.0,Defensive rebound by A. Bogut,,63-48,,
9:28.0,Turnover by S. Curry (bad pass),,63-48,,
9:17.0,,,63-48,,D. Booker misses 3-pt shot from 26 ft
9:17.0,Defensive rebound by D. Green,,63-48,,
9:09.0,Offensive foul by H. Barnes,,63-48,,
9:09.0,Turnover by H. Barnes (offensive foul),,63-48,,
8:51.0,,,63-50,2,M. Morris makes 2-pt shot from 8 ft
8:42.0,S. Curry misses 3-pt shot from 25 ft,,63-50,,
8:41.0,,,63-50,,Defensive rebound by D. Booker
8:36.0,,,63-52,2,A. Goodwin makes 2-pt shot at rim (assist by D. Booker)
8:36.0,Golden State full timeout,,63-52,,
8:21.0,S. Curry makes 3-pt shot from 24 ft (assist by A. Bogut),3,66-52,,
8:04.0,,,66-52,,Turnover by D. Booker (bad pass; steal by A. Bogut)
8:00.0,Shooting foul by A. Goodwin (drawn by D. Green),,66-52,,
8:00.0,D. Green makes free throw 1 of 2,1,67-52,,
8:00.0,D. Green makes free throw 2 of 2,1,68-52,,
7:48.0,,,68-52,,D. Booker misses 2-pt shot from 11 ft
7:47.0,Defensive rebound by A. Bogut,,68-52,,
7:37.0,Turnover by K. Thompson (bad pass; steal by D. Booker),,68-52,,
7:37.0,Personal take foul by A. Bogut (drawn by D. Booker),,68-52,,
7:24.0,,,68-52,,Turnover by A. Goodwin (discontinued dribble)
7:16.0,K. Thompson misses 3-pt shot from 24 ft,,68-52,,
7:15.0,,,68-52,,Defensive rebound by M. Morris
7:09.0,,,68-54,2,D. Booker makes 2-pt shot from 2 ft (assist by M. Morris)
7:03.0,K. Thompson makes 2-pt shot at rim (assist by D. Green),2,70-54,,
6:45.0,,,70-54,,A. Goodwin misses 2-pt shot at rim (block by A. Bogut)
6:43.0,Defensive rebound by D. Green,,70-54,,
6:38.0,S. Curry misses 3-pt shot from 25 ft,,70-54,,
6:37.0,Offensive rebound by S. Curry,,70-54,,
6:34.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,73-54,,
6:34.0,,,73-54,,Phoenix full timeout
6:16.0,,,73-54,,Turnover by D. Booker (bad pass; steal by D. Green)
6:14.0,,,73-54,,Personal take foul by M. Morris (drawn by D. Green)
5:59.0,H. Barnes misses 3-pt shot from 24 ft,,73-54,,
5:59.0,Offensive rebound by S. Curry,,73-54,,
5:54.0,K. Thompson makes 3-pt shot from 22 ft (assist by S. Curry),3,76-54,,
5:29.0,,,76-54,,D. Booker misses 2-pt shot from 13 ft
5:28.0,Defensive rebound by A. Bogut,,76-54,,
5:19.0,K. Thompson misses 3-pt shot from 25 ft,,76-54,,
5:19.0,,,76-54,,Defensive rebound by A. Goodwin
5:16.0,Personal take foul by D. Green (drawn by A. Goodwin),,76-54,,
5:16.0,,,76-54,,M. Teletovic enters the game for T. Chandler
5:16.0,B. Rush enters the game for H. Barnes,,76-54,,
5:03.0,,,76-56,2,A. Goodwin makes 2-pt shot at rim (assist by P. Tucker)
4:54.0,,,76-56,,Personal foul by M. Teletovic (drawn by D. Green)
4:54.0,L. Barbosa enters the game for A. Bogut,,76-56,,
4:49.0,K. Thompson misses 3-pt shot from 23 ft,,76-56,,
4:48.0,,,76-56,,Defensive rebound by M. Morris
4:42.0,,,76-58,2,A. Goodwin makes 2-pt shot at rim (assist by D. Booker)
4:26.0,S. Curry makes 2-pt shot at rim,2,78-58,,
4:19.0,,,78-58,,Turnover by D. Booker (bad pass)
4:12.0,Shooting foul by M. Teletovic (drawn by D. Green),,78-58,,
4:12.0,D. Green misses free throw 1 of 2,,78-58,,
4:12.0,Offensive rebound by Team,,78-58,,
4:12.0,D. Green makes free throw 2 of 2,1,79-58,,
3:53.0,,,79-58,,M. Teletovic misses 2-pt shot from 3 ft (block by L. Barbosa)
3:52.0,Defensive rebound by D. Green,,79-58,,
3:44.0,L. Barbosa misses 3-pt shot from 23 ft,,79-58,,
3:44.0,,,79-58,,Defensive rebound by D. Booker
3:31.0,,,79-58,,Shooting foul by B. Rush (drawn by M. Morris)
3:31.0,,,79-59,1,M. Morris makes free throw 1 of 2
3:31.0,,,79-59,,M. Morris misses free throw 2 of 2
3:30.0,Defensive rebound by B. Rush,,79-59,,
3:14.0,B. Rush misses 2-pt shot from 4 ft,,79-59,,
3:13.0,,,79-59,,Defensive rebound by M. Teletovic
3:09.0,,,79-61,2,A. Goodwin makes 2-pt shot from 3 ft
3:09.0,,,79-61,,Shooting foul by L. Barbosa (drawn by A. Goodwin)
3:09.0,A. Iguodala enters the game for K. Thompson,,79-61,,
3:09.0,,,79-62,1,A. Goodwin makes free throw 1 of 1
3:00.0,Shooting foul by A. Goodwin (drawn by S. Curry),,79-62,,
3:00.0,S. Curry misses free throw 1 of 2,,79-62,,
3:00.0,Offensive rebound by Team,,79-62,,
3:00.0,S. Curry makes free throw 2 of 2,1,80-62,,
2:51.0,,,80-65,3,M. Teletovic makes 3-pt shot from 24 ft (assist by P. Tucker)
2:40.0,Shooting foul by A. Goodwin (drawn by B. Rush),,80-65,,
2:40.0,B. Rush misses free throw 1 of 2,,80-65,,
2:40.0,Offensive rebound by Team,,80-65,,
2:40.0,B. Rush makes free throw 2 of 2,1,81-65,,
2:29.0,,,81-65,,M. Teletovic misses 2-pt shot from 10 ft (block by S. Curry)
2:29.0,,,81-65,,Offensive rebound by Team
2:29.0,Personal foul by L. Barbosa (drawn by M. Teletovic),,81-65,,
2:29.0,,,81-66,1,M. Teletovic makes free throw 1 of 2
2:29.0,,,81-66,,O. Johnson enters the game for A. Goodwin
2:29.0,,,81-67,1,M. Teletovic makes free throw 2 of 2
2:21.0,D. Green misses 2-pt shot from 4 ft (block by M. Teletovic),,81-67,,
2:21.0,Offensive rebound by Team,,81-67,,
2:12.0,S. Curry misses 2-pt shot from 4 ft (block by O. Johnson),,81-67,,
2:10.0,Offensive rebound by S. Curry,,81-67,,
2:08.0,S. Curry misses 2-pt shot from 2 ft,,81-67,,
2:07.0,,,81-67,,Defensive rebound by O. Johnson
1:59.0,,,81-70,3,M. Teletovic makes 3-pt shot from 24 ft (assist by D. Booker)
1:43.0,L. Barbosa makes 2-pt shot from 2 ft (assist by A. Iguodala),2,83-70,,
1:37.0,,,83-70,,P. Tucker misses 3-pt shot from 23 ft
1:35.0,Defensive rebound by D. Green,,83-70,,
1:29.0,S. Curry makes 2-pt shot at rim,2,85-70,,
1:05.0,,,85-73,3,P. Tucker makes 3-pt shot from 22 ft (assist by D. Booker)
0:58.0,Shooting foul by P. Tucker (drawn by B. Rush),,85-73,,
0:58.0,B. Rush makes free throw 1 of 2,1,86-73,,
0:58.0,B. Rush makes free throw 2 of 2,1,87-73,,
0:49.0,,,87-73,,M. Teletovic misses 3-pt shot from 29 ft
0:49.0,Defensive rebound by L. Barbosa,,87-73,,
0:43.0,L. Barbosa makes 2-pt shot from 1 ft (assist by B. Rush),2,89-73,,
0:36.0,,,89-75,2,M. Morris makes 2-pt shot at rim (assist by D. Booker)
0:17.0,A. Iguodala makes 2-pt shot from 2 ft,2,91-75,,
0:01.0,,,91-75,,M. Morris misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by B. Rush,,91-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,M. Speights misses 2-pt shot from 21 ft,,91-75,,
11:43.0,,,91-75,,Defensive rebound by M. Teletovic
11:26.0,,,91-75,,Shooting foul by H. Barnes (drawn by M. Teletovic)
11:26.0,,,91-76,1,M. Teletovic makes free throw 1 of 2
11:26.0,,,91-77,1,M. Teletovic makes free throw 2 of 2
11:15.0,H. Barnes misses 3-pt shot from 24 ft,,91-77,,
11:15.0,Offensive rebound by M. Speights,,91-77,,
11:05.0,L. Barbosa misses 2-pt shot from 1 ft (block by O. Johnson),,91-77,,
11:04.0,,,91-77,,Defensive rebound by O. Johnson
11:00.0,,,91-77,,Turnover by O. Johnson (bad pass; steal by S. Livingston)
10:39.0,H. Barnes misses 2-pt shot from 7 ft,,91-77,,
10:37.0,Offensive rebound by Team,,91-77,,
10:37.0,,,91-77,,Loose ball foul by A. Len (drawn by H. Barnes)
10:33.0,L. Barbosa misses 2-pt shot from 1 ft,,91-77,,
10:32.0,Offensive rebound by H. Barnes,,91-77,,
10:27.0,S. Livingston misses 2-pt shot from 12 ft,,91-77,,
10:26.0,,,91-77,,Defensive rebound by M. Teletovic
10:13.0,,,91-79,2,A. Len makes 2-pt shot from 19 ft (assist by D. Booker)
10:03.0,Turnover by S. Livingston (bad pass),,91-79,,
10:03.0,K. Thompson enters the game for L. Barbosa,,91-79,,
9:51.0,,,91-79,,M. Teletovic misses 3-pt shot from 24 ft
9:50.0,Defensive rebound by M. Speights,,91-79,,
9:49.0,Turnover by M. Speights (step out of bounds),,91-79,,
9:43.0,,,91-81,2,O. Johnson makes 2-pt shot from 1 ft
9:37.0,S. Livingston makes 2-pt shot from 10 ft,2,93-81,,
9:37.0,Shooting foul by O. Johnson (drawn by S. Livingston),,93-81,,
9:37.0,S. Livingston makes free throw 1 of 1,1,94-81,,
9:27.0,Personal foul by S. Livingston (drawn by O. Johnson),,94-81,,
9:24.0,,,94-81,,Turnover by D. Booker (bad pass; steal by K. Thompson)
9:18.0,K. Thompson makes 3-pt shot from 24 ft,3,97-81,,
8:55.0,,,97-81,,P. Tucker misses 2-pt shot from 3 ft (block by M. Speights)
8:54.0,,,97-81,,Offensive rebound by Team
8:54.0,Official timeout,,97-81,,
8:50.0,,,97-81,,O. Johnson misses 3-pt shot from 25 ft
8:49.0,,,97-81,,Offensive rebound by P. Tucker
8:45.0,,,97-81,,A. Len misses 2-pt shot at rim
8:45.0,,,97-81,,Offensive rebound by A. Len
8:45.0,,,97-81,,P. Tucker misses 2-pt shot from 1 ft
8:43.0,,,97-81,,Offensive rebound by A. Len
8:43.0,,,97-83,2,M. Teletovic makes 2-pt shot at rim
8:23.0,S. Livingston misses 2-pt shot from 9 ft (block by O. Johnson),,97-83,,
8:23.0,,,97-83,,Defensive rebound by Team
8:09.0,,,97-83,,Offensive foul by A. Len
8:09.0,,,97-83,,Turnover by A. Len (offensive foul)
8:09.0,,,97-83,,M. Morris enters the game for A. Len
7:48.0,K. Thompson misses 2-pt shot from 3 ft (block by M. Morris),,97-83,,
7:48.0,,,97-83,,Defensive rebound by O. Johnson
7:37.0,,,97-83,,M. Teletovic misses 2-pt shot from 1 ft
7:37.0,Defensive rebound by M. Speights,,97-83,,
7:30.0,H. Barnes misses 2-pt shot from 17 ft,,97-83,,
7:30.0,,,97-83,,Defensive rebound by Team
7:30.0,Loose ball foul by M. Speights (drawn by P. Tucker),,97-83,,
7:12.0,,,97-83,,M. Morris misses 2-pt shot from 7 ft
7:10.0,,,97-83,,Offensive rebound by O. Johnson
7:10.0,,,97-83,,O. Johnson misses 2-pt shot from 1 ft
7:09.0,,,97-83,,Offensive rebound by O. Johnson
7:09.0,,,97-83,,O. Johnson misses 2-pt shot from 1 ft
7:08.0,Defensive rebound by S. Livingston,,97-83,,
7:03.0,M. Speights makes 2-pt shot at rim,2,99-83,,
7:03.0,Shooting foul by M. Morris (drawn by M. Speights),,99-83,,
7:03.0,,,99-83,,T. Chandler enters the game for M. Teletovic
7:03.0,M. Speights makes free throw 1 of 1,1,100-83,,
6:45.0,,,100-83,,Turnover by D. Booker (bad pass; steal by K. Thompson)
6:40.0,,,100-83,,Shooting block foul by O. Johnson (drawn by S. Livingston)
6:40.0,S. Livingston makes free throw 1 of 2,1,101-83,,
6:40.0,S. Livingston misses free throw 2 of 2,,101-83,,
6:40.0,,,101-83,,Defensive rebound by M. Morris
6:26.0,,,101-83,,A. Goodwin enters the game for D. Booker
6:22.0,,,101-83,,Turnover by M. Morris (lost ball; steal by K. Thompson)
