time,Sacramento,pts.away,score,pts.home,Minnesota
4:03.0,O. Casspi makes 3-pt shot from 24 ft (assist by R. Rondo),3,21-20,,
3:48.0,,,21-20,,K. Towns misses 2-pt shot from 7 ft
3:47.0,Defensive rebound by R. Rondo,,21-20,,
3:39.0,R. Rondo makes 2-pt shot at rim,2,23-20,,
3:22.0,,,23-22,2,K. Towns makes 2-pt shot from 4 ft
3:12.0,Shooting foul by K. Towns (drawn by R. Gay),,23-22,,
3:12.0,R. Gay misses free throw 1 of 2,,23-22,,
3:12.0,Offensive rebound by Team,,23-22,,
3:12.0,,,23-22,,T. Prince enters the game for K. Towns
3:12.0,R. Gay makes free throw 2 of 2,1,24-22,,
2:52.0,,,24-24,2,G. Smith makes 2-pt shot from 2 ft
2:27.0,R. Gay misses 3-pt shot from 25 ft,,24-24,,
2:26.0,,,24-24,,Defensive rebound by T. Prince
2:23.0,,,24-26,2,A. Wiggins makes 2-pt shot at rim (assist by Z. LaVine)
2:06.0,R. Rondo makes 3-pt shot from 26 ft,3,27-26,,
1:49.0,,,27-28,2,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio)
1:27.0,R. Gay makes 2-pt shot from 10 ft,2,29-28,,
1:13.0,,,29-28,,Shooting foul by R. Gay (drawn by G. Smith)
1:13.0,,,29-28,,Minnesota full timeout
1:13.0,D. Collison enters the game for R. Gay,,29-28,,
1:13.0,,,29-28,,T. Jones enters the game for R. Rubio
1:13.0,,,29-28,,S. Muhammad enters the game for Z. LaVine
1:13.0,,,29-28,,G. Smith misses free throw 1 of 2
1:13.0,,,29-28,,Offensive rebound by Team
1:13.0,,,29-28,,G. Smith misses free throw 2 of 2
1:11.0,Defensive rebound by W. Cauley-Stein,,29-28,,
0:58.0,O. Casspi misses 2-pt shot from 3 ft,,29-28,,
0:57.0,,,29-28,,Defensive rebound by G. Smith
0:45.0,,,29-28,,A. Wiggins misses 2-pt shot from 21 ft
0:44.0,Defensive rebound by W. Cauley-Stein,,29-28,,
0:35.0,W. Cauley-Stein misses 2-pt shot at rim,,29-28,,
0:33.0,,,29-28,,Defensive rebound by S. Muhammad
0:28.0,,,29-28,,S. Muhammad misses 2-pt shot from 2 ft
0:27.0,,,29-28,,Offensive rebound by A. Wiggins
0:23.0,,,29-28,,S. Muhammad misses 3-pt shot from 24 ft
0:22.0,Defensive rebound by R. Rondo,,29-28,,
0:03.0,,,29-28,,Personal foul by T. Prince
0:03.0,Turnover by O. Casspi (lost ball; steal by T. Jones),,29-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,29-30,2,G. Smith makes 2-pt shot from 2 ft (assist by T. Jones)
11:25.0,M. Belinelli misses 3-pt shot from 27 ft,,29-30,,
11:24.0,Offensive rebound by K. Koufos,,29-30,,
11:21.0,M. Belinelli misses 2-pt shot from 21 ft,,29-30,,
11:20.0,,,29-30,,Defensive rebound by Team
11:10.0,,,29-30,,T. Jones misses 2-pt shot from 6 ft
11:09.0,Defensive rebound by O. Casspi,,29-30,,
10:49.0,Shooting foul by G. Smith (drawn by K. Koufos),,29-30,,
10:49.0,K. Koufos misses free throw 1 of 2,,29-30,,
10:49.0,Offensive rebound by Team,,29-30,,
10:49.0,K. Koufos makes free throw 2 of 2,1,30-30,,
10:36.0,,,30-30,,Turnover by T. Prince (bad pass)
10:22.0,D. Collison misses 2-pt shot from 13 ft,,30-30,,
10:21.0,Offensive rebound by O. Casspi,,30-30,,
10:18.0,Shooting foul by G. Smith (drawn by O. Casspi),,30-30,,
10:18.0,O. Casspi misses free throw 1 of 2,,30-30,,
10:18.0,Offensive rebound by Team,,30-30,,
10:18.0,,,30-30,,N. Bjelica enters the game for T. Prince
10:18.0,O. Casspi misses free throw 2 of 2,,30-30,,
10:18.0,,,30-30,,Defensive rebound by G. Smith
10:08.0,,,30-30,,N. Bjelica misses 2-pt shot from 7 ft (block by W. Cauley-Stein)
10:07.0,,,30-30,,Offensive rebound by Team
10:07.0,,,30-30,,G. Dieng enters the game for G. Smith
10:02.0,,,30-32,2,N. Bjelica makes 2-pt shot from 2 ft (assist by Z. LaVine)
9:50.0,K. Koufos misses 2-pt shot from 5 ft,,30-32,,
9:49.0,,,30-32,,Defensive rebound by N. Bjelica
9:38.0,,,30-32,,Offensive foul by N. Bjelica
9:38.0,,,30-32,,Turnover by N. Bjelica (offensive foul)
9:26.0,K. Koufos misses 2-pt shot from 5 ft,,30-32,,
9:25.0,Offensive rebound by Team,,30-32,,
9:21.0,M. Belinelli makes 2-pt shot from 1 ft (assist by D. Collison),2,32-32,,
9:02.0,,,32-32,,T. Jones misses 2-pt shot from 19 ft
9:01.0,Defensive rebound by W. Cauley-Stein,,32-32,,
8:52.0,M. Belinelli makes 3-pt shot from 24 ft (assist by D. Collison),3,35-32,,
8:40.0,,,35-32,,Turnover by Z. LaVine (lost ball; steal by M. Belinelli)
8:36.0,Turnover by D. Collison (lost ball),,35-32,,
8:36.0,,,35-32,,Minnesota full timeout
8:25.0,,,35-32,,S. Muhammad misses 2-pt shot from 5 ft
8:24.0,Defensive rebound by D. Collison,,35-32,,
8:15.0,O. Casspi misses 3-pt shot from 24 ft,,35-32,,
8:14.0,Offensive rebound by K. Koufos,,35-32,,
8:10.0,O. Casspi makes 2-pt shot from 1 ft (assist by D. Collison),2,37-32,,
7:57.0,,,37-32,,Turnover by T. Jones (bad pass)
7:49.0,,,37-32,,Personal foul by N. Bjelica
7:37.0,Turnover by M. Belinelli (lost ball; steal by G. Dieng),,37-32,,
7:29.0,,,37-32,,T. Jones misses 3-pt shot from 24 ft
7:28.0,,,37-32,,Offensive rebound by S. Muhammad
7:28.0,,,37-34,2,S. Muhammad makes 2-pt shot from 2 ft
7:18.0,O. Casspi makes 2-pt shot from 5 ft (assist by M. Belinelli),2,39-34,,
7:02.0,,,39-34,,N. Bjelica misses 3-pt shot from 24 ft
7:01.0,Defensive rebound by K. Koufos,,39-34,,
6:51.0,Shooting foul by T. Jones (drawn by D. Collison),,39-34,,
6:51.0,D. Collison makes free throw 1 of 2,1,40-34,,
6:51.0,,,40-34,,A. Wiggins enters the game for S. Muhammad
6:51.0,,,40-34,,R. Rubio enters the game for T. Jones
6:51.0,R. Gay enters the game for W. Cauley-Stein,,40-34,,
6:51.0,D. Collison misses free throw 2 of 2,,40-34,,
6:51.0,,,40-34,,Defensive rebound by G. Dieng
6:37.0,,,40-34,,Z. LaVine misses 3-pt shot from 25 ft
6:36.0,,,40-34,,Offensive rebound by N. Bjelica
6:35.0,,,40-36,2,N. Bjelica makes 2-pt shot from 1 ft
6:20.0,Turnover by M. Belinelli (bad pass),,40-36,,
6:00.0,,,40-36,,R. Rubio misses 3-pt shot from 25 ft
5:59.0,Defensive rebound by O. Casspi,,40-36,,
5:59.0,,,40-36,,Loose ball foul by G. Dieng
5:59.0,,,40-36,,Minnesota full timeout
5:59.0,O. Casspi misses free throw 1 of 2,,40-36,,
5:59.0,Offensive rebound by Team,,40-36,,
5:59.0,,,40-36,,K. Towns enters the game for N. Bjelica
5:59.0,R. Rondo enters the game for M. Belinelli,,40-36,,
5:59.0,O. Casspi makes free throw 2 of 2,1,41-36,,
5:46.0,,,41-36,,R. Rubio misses 2-pt shot from 9 ft (block by K. Koufos)
5:46.0,Defensive rebound by R. Rondo,,41-36,,
5:46.0,,,41-36,,Personal foul by R. Rubio
5:46.0,R. Rondo misses free throw 1 of 2,,41-36,,
5:46.0,Offensive rebound by Team,,41-36,,
5:46.0,R. Rondo makes free throw 2 of 2,1,42-36,,
5:34.0,,,42-38,2,A. Wiggins makes 2-pt shot from 2 ft
5:34.0,,,42-38,,Shooting foul by O. Casspi (drawn by A. Wiggins)
5:34.0,,,42-39,1,A. Wiggins makes free throw 1 of 1
5:20.0,R. Gay misses 2-pt shot from 4 ft (block by K. Towns),,42-39,,
5:20.0,Offensive rebound by Team,,42-39,,
5:20.0,Q. Acy enters the game for O. Casspi,,42-39,,
5:19.0,Shooting foul by R. Rubio (drawn by R. Rondo),,42-39,,
5:19.0,R. Rondo misses free throw 1 of 2,,42-39,,
5:19.0,Offensive rebound by Team,,42-39,,
5:19.0,,,42-39,,T. Jones enters the game for R. Rubio
5:19.0,R. Rondo misses free throw 2 of 2,,42-39,,
5:19.0,Offensive rebound by K. Koufos,,42-39,,
5:18.0,K. Koufos misses 2-pt shot from 2 ft,,42-39,,
5:17.0,,,42-39,,Defensive rebound by Team
4:59.0,,,42-39,,K. Towns misses 2-pt shot from 5 ft
4:58.0,Defensive rebound by K. Koufos,,42-39,,
4:46.0,R. Gay makes 2-pt shot from 7 ft,2,44-39,,
4:36.0,Personal foul by K. Koufos,,44-39,,
4:24.0,,,44-39,,T. Jones misses 2-pt shot from 3 ft
4:23.0,,,44-39,,Offensive rebound by K. Towns
4:22.0,,,44-41,2,K. Towns makes 2-pt shot from 2 ft
4:12.0,D. Collison misses 2-pt shot from 21 ft,,44-41,,
4:11.0,,,44-41,,Defensive rebound by G. Dieng
4:04.0,,,44-41,,A. Wiggins misses 2-pt shot from 21 ft
4:03.0,Defensive rebound by R. Rondo,,44-41,,
3:58.0,R. Gay makes 2-pt shot from 2 ft (assist by Q. Acy),2,46-41,,
3:49.0,,,46-41,,Minnesota full timeout
3:39.0,,,46-41,,Shooting foul by D. Collison (drawn by T. Jones)
3:39.0,,,46-41,,T. Jones misses free throw 1 of 2
3:39.0,,,46-41,,Offensive rebound by Team
3:39.0,,,46-42,1,T. Jones makes free throw 2 of 2
3:14.0,R. Gay misses 2-pt shot from 16 ft,,46-42,,
3:13.0,,,46-42,,Defensive rebound by K. Towns
3:07.0,,,46-42,,K. Towns misses 2-pt shot from 6 ft (block by K. Koufos)
3:06.0,Defensive rebound by K. Koufos,,46-42,,
3:04.0,Turnover by K. Koufos (lost ball; steal by G. Dieng),,46-42,,
2:54.0,,,46-44,2,K. Towns makes 2-pt shot at rim (assist by G. Dieng)
2:34.0,Turnover by K. Koufos (lost ball; steal by T. Jones),,46-44,,
2:27.0,,,46-46,2,T. Jones makes 2-pt shot from 3 ft (assist by G. Dieng)
2:19.0,Sacramento full timeout,,46-46,,
2:19.0,W. Cauley-Stein enters the game for Q. Acy,,46-46,,
2:00.0,K. Koufos misses 2-pt shot from 4 ft (block by G. Dieng),,46-46,,
1:59.0,,,46-46,,Defensive rebound by G. Dieng
1:46.0,,,46-46,,Turnover by K. Towns (bad pass)
1:31.0,K. Koufos makes 2-pt shot from 6 ft (assist by R. Rondo),2,48-46,,
1:08.0,,,48-48,2,G. Dieng makes 2-pt shot from 19 ft
0:46.0,K. Koufos misses 2-pt shot from 4 ft,,48-48,,
0:45.0,,,48-48,,Defensive rebound by G. Dieng
0:32.0,,,48-50,2,K. Towns makes 2-pt shot from 17 ft (assist by Z. LaVine)
0:07.0,D. Collison misses 2-pt shot from 10 ft,,48-50,,
0:05.0,,,48-50,,Defensive rebound by A. Wiggins
0:00.0,,,48-50,,A. Wiggins misses 2-pt shot from 14 ft
0:00.0,,,48-50,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,48-52,2,A. Wiggins makes 2-pt shot from 4 ft (assist by K. Towns)
11:26.0,Offensive foul by R. Gay,,48-52,,
11:26.0,Turnover by R. Gay (offensive foul),,48-52,,
11:13.0,,,48-54,2,K. Towns makes 2-pt shot from 2 ft (assist by G. Dieng)
10:54.0,R. Rondo makes 2-pt shot from 4 ft,2,50-54,,
10:53.0,,,50-54,,Technical foul by Team
10:53.0,R. Gay makes technical free throw,1,51-54,,
10:33.0,,,51-57,3,Z. LaVine makes 3-pt shot from 24 ft (assist by A. Wiggins)
10:16.0,Offensive foul by R. Rondo,,51-57,,
10:16.0,Turnover by R. Rondo (offensive foul),,51-57,,
10:04.0,,,51-57,,Z. LaVine misses 3-pt shot from 25 ft
10:03.0,Defensive rebound by R. Rondo,,51-57,,
9:55.0,R. Rondo makes 2-pt shot from 1 ft,2,53-57,,
9:40.0,,,53-57,,Shooting foul by R. Gay (drawn by K. Towns)
9:40.0,,,53-58,1,K. Towns makes free throw 1 of 2
9:40.0,,,53-59,1,K. Towns makes free throw 2 of 2
9:17.0,R. Rondo misses 2-pt shot from 9 ft,,53-59,,
9:16.0,,,53-59,,Defensive rebound by G. Dieng
9:10.0,,,53-59,,R. Rubio misses 2-pt shot from 15 ft
9:09.0,Defensive rebound by J. Anderson,,53-59,,
9:01.0,R. Gay misses 3-pt shot from 25 ft,,53-59,,
9:00.0,Offensive rebound by Team,,53-59,,
8:57.0,J. Anderson makes 2-pt shot from 1 ft (assist by R. Rondo),2,55-59,,
8:40.0,,,55-59,,Turnover by R. Rubio (bad pass)
8:15.0,K. Koufos misses 2-pt shot from 4 ft (block by K. Towns),,55-59,,
8:14.0,Offensive rebound by Q. Acy,,55-59,,
8:11.0,Q. Acy misses 2-pt shot from 2 ft (block by G. Dieng),,55-59,,
8:10.0,,,55-59,,Defensive rebound by R. Rubio
8:07.0,,,55-59,,Offensive charge foul by K. Towns
8:07.0,,,55-59,,Turnover by K. Towns (offensive foul)
7:54.0,R. Rondo misses 2-pt shot from 4 ft,,55-59,,
7:53.0,,,55-59,,Defensive rebound by K. Towns
7:50.0,,,55-59,,Shooting foul by J. Anderson (drawn by Z. LaVine)
7:50.0,,,55-59,,Z. LaVine misses free throw 1 of 2
7:50.0,,,55-59,,Offensive rebound by Team
7:50.0,,,55-59,,Z. LaVine misses free throw 2 of 2
7:50.0,Defensive rebound by K. Koufos,,55-59,,
7:27.0,R. Gay misses 2-pt shot from 22 ft,,55-59,,
7:26.0,Offensive rebound by K. Koufos,,55-59,,
7:24.0,K. Koufos misses 2-pt shot from 2 ft,,55-59,,
7:23.0,,,55-59,,Defensive rebound by K. Towns
7:19.0,,,55-61,2,K. Towns makes 2-pt shot from 2 ft
7:19.0,Sacramento full timeout,,55-61,,
7:19.0,M. Belinelli enters the game for J. Anderson,,55-61,,
7:09.0,M. Belinelli makes 2-pt shot from 16 ft (assist by R. Gay),2,57-61,,
6:56.0,,,57-63,2,A. Wiggins makes 2-pt shot from 18 ft (assist by R. Rubio)
6:39.0,,,57-63,,Personal foul by R. Rubio
6:39.0,,,57-63,,T. Jones enters the game for R. Rubio
6:33.0,R. Rondo misses 3-pt shot from 25 ft,,57-63,,
6:32.0,,,57-63,,Defensive rebound by K. Towns
6:24.0,,,57-65,2,K. Towns makes 2-pt shot from 21 ft (assist by Z. LaVine)
6:12.0,K. Koufos makes 2-pt shot from 2 ft (assist by R. Rondo),2,59-65,,
6:00.0,Personal foul by M. Belinelli,,59-65,,
5:54.0,,,59-65,,Turnover by Z. LaVine (traveling)
5:54.0,O. Casspi enters the game for Q. Acy,,59-65,,
5:37.0,Turnover by R. Rondo (bad pass),,59-65,,
5:21.0,,,59-67,2,Z. LaVine makes 2-pt shot from 1 ft
5:05.0,,,59-67,,Violation by G. Dieng (kicked ball)
5:00.0,M. Belinelli makes 2-pt shot from 21 ft (assist by R. Rondo),2,61-67,,
4:38.0,,,61-67,,Z. LaVine misses 3-pt shot from 25 ft
4:36.0,,,61-67,,Offensive rebound by A. Wiggins
4:36.0,,,61-69,2,A. Wiggins makes 2-pt shot at rim
4:25.0,Turnover by R. Gay (lost ball; steal by T. Jones),,61-69,,
4:21.0,,,61-71,2,K. Towns makes 2-pt shot at rim (assist by T. Jones)
4:11.0,Turnover by R. Rondo (offensive foul),,61-71,,
4:11.0,Offensive foul by R. Rondo,,61-71,,
4:11.0,W. Cauley-Stein enters the game for R. Gay,,61-71,,
4:01.0,,,61-73,2,G. Dieng makes 2-pt shot at rim (assist by K. Towns)
4:01.0,,,61-73,,Shooting foul by O. Casspi (drawn by G. Dieng)
4:01.0,Sacramento full timeout,,61-73,,
4:01.0,,,61-74,1,G. Dieng makes free throw 1 of 1
3:35.0,R. Rondo misses 3-pt shot from 30 ft,,61-74,,
3:34.0,Offensive rebound by K. Koufos,,61-74,,
3:31.0,M. Belinelli misses 3-pt shot from 23 ft,,61-74,,
3:30.0,,,61-74,,Defensive rebound by K. Towns
3:06.0,,,61-74,,Turnover by Team (shot clock)
3:06.0,D. Collison enters the game for R. Rondo,,61-74,,
2:46.0,D. Collison makes 2-pt shot from 14 ft,2,63-74,,
2:28.0,,,63-74,,K. Towns misses 2-pt shot from 2 ft
2:27.0,,,63-74,,Offensive rebound by K. Towns
2:27.0,,,63-76,2,K. Towns makes 2-pt shot from 2 ft
2:16.0,Shooting foul by K. Towns (drawn by D. Collison),,63-76,,
2:16.0,D. Collison makes free throw 1 of 2,1,64-76,,
2:16.0,,,64-76,,G. Smith enters the game for K. Towns
2:16.0,D. Collison makes free throw 2 of 2,1,65-76,,
1:57.0,,,65-78,2,G. Dieng makes 2-pt shot from 17 ft (assist by T. Jones)
1:40.0,M. Belinelli makes 3-pt shot from 23 ft (assist by O. Casspi),3,68-78,,
1:33.0,Personal foul by M. Belinelli,,68-78,,
1:33.0,,,68-78,,Z. LaVine misses free throw 1 of 2
1:33.0,,,68-78,,Offensive rebound by Team
1:33.0,Q. Acy enters the game for K. Koufos,,68-78,,
1:33.0,,,68-78,,S. Muhammad enters the game for A. Wiggins
1:33.0,,,68-79,1,Z. LaVine makes free throw 2 of 2
1:18.0,M. Belinelli misses 2-pt shot from 23 ft,,68-79,,
1:16.0,,,68-79,,Defensive rebound by G. Dieng
1:04.0,,,68-81,2,Z. LaVine makes 2-pt shot from 1 ft
0:52.0,O. Casspi makes 2-pt shot from 12 ft,2,70-81,,
0:43.0,,,70-84,3,Z. LaVine makes 3-pt shot from 25 ft
0:29.0,Shooting foul by S. Muhammad (drawn by O. Casspi),,70-84,,
0:29.0,O. Casspi makes free throw 1 of 2,1,71-84,,
0:29.0,O. Casspi makes free throw 2 of 2,1,72-84,,
0:03.0,,,72-84,,Z. LaVine misses 2-pt shot from 14 ft
0:02.0,,,72-84,,Offensive rebound by G. Smith
0:02.0,,,72-84,,G. Smith misses 2-pt shot from 1 ft
0:00.0,,,72-84,,Offensive rebound by S. Muhammad
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by M. Belinelli),2,74-84,,
11:27.0,Violation by Q. Acy (def goaltending),,74-84,,
11:27.0,,,74-86,2,S. Muhammad makes 2-pt shot from 3 ft (assist by T. Jones)
11:12.0,D. Collison makes 3-pt shot from 26 ft,3,77-86,,
10:52.0,,,77-86,,Shooting foul by W. Cauley-Stein (drawn by A. Wiggins)
10:52.0,,,77-86,,A. Wiggins misses free throw 1 of 2
10:52.0,,,77-86,,Offensive rebound by Team
10:52.0,,,77-87,1,A. Wiggins makes free throw 2 of 2
10:37.0,,,77-87,,Personal foul by S. Muhammad
10:37.0,R. Rondo enters the game for O. Casspi,,77-87,,
10:24.0,M. Belinelli makes 2-pt shot from 23 ft,2,79-87,,
10:00.0,,,79-89,2,G. Dieng makes 2-pt shot from 18 ft (assist by T. Jones)
9:43.0,D. Collison makes 2-pt shot from 4 ft (assist by R. Rondo),2,81-89,,
9:26.0,,,81-89,,S. Muhammad misses 2-pt shot from 17 ft
9:25.0,Defensive rebound by D. Collison,,81-89,,
9:19.0,D. Collison misses 2-pt shot from 2 ft,,81-89,,
9:18.0,Offensive rebound by W. Cauley-Stein,,81-89,,
9:18.0,W. Cauley-Stein misses 2-pt shot from 1 ft,,81-89,,
9:18.0,Offensive rebound by Q. Acy,,81-89,,
9:17.0,Q. Acy makes 2-pt shot from 2 ft,2,83-89,,
9:17.0,,,83-89,,Minnesota full timeout
9:17.0,,,83-89,,K. Towns enters the game for G. Dieng
9:17.0,,,83-89,,Z. LaVine enters the game for S. Muhammad
9:04.0,,,83-89,,Turnover by Z. LaVine (lost ball; steal by R. Rondo)
8:51.0,R. Rondo makes 2-pt shot at rim,2,85-89,,
8:45.0,,,85-89,,Turnover by T. Jones (lost ball; steal by D. Collison)
8:42.0,Q. Acy makes 2-pt shot at rim (assist by D. Collison),2,87-89,,
8:42.0,,,87-89,,Minnesota full timeout
8:42.0,,,87-89,,R. Rubio enters the game for T. Jones
8:26.0,,,87-91,2,G. Smith makes 2-pt shot from 1 ft (assist by A. Wiggins)
8:26.0,,,87-91,,Shooting foul by R. Rondo (drawn by G. Smith)
8:26.0,,,87-92,1,G. Smith makes free throw 1 of 1
8:02.0,W. Cauley-Stein misses 2-pt shot from 20 ft,,87-92,,
8:01.0,,,87-92,,Defensive rebound by K. Towns
7:58.0,,,87-92,,Turnover by K. Towns (bad pass)
7:58.0,K. Koufos enters the game for W. Cauley-Stein,,87-92,,
7:34.0,M. Belinelli misses 3-pt shot from 25 ft,,87-92,,
7:33.0,,,87-92,,Defensive rebound by A. Wiggins
7:27.0,Personal foul by Q. Acy,,87-92,,
7:27.0,O. Casspi enters the game for D. Collison,,87-92,,
7:19.0,,,87-95,3,Z. LaVine makes 3-pt shot from 24 ft (assist by R. Rubio)
7:05.0,M. Belinelli misses 3-pt shot from 24 ft,,87-95,,
7:04.0,,,87-95,,Defensive rebound by R. Rubio
7:02.0,,,87-95,,Shooting foul by M. Belinelli (drawn by G. Smith)
7:02.0,,,87-95,,G. Smith misses free throw 1 of 2
7:02.0,,,87-95,,Offensive rebound by Team
7:02.0,R. Gay enters the game for Q. Acy,,87-95,,
7:02.0,,,87-95,,Turnover by Z. LaVine (lane violation.)
6:46.0,R. Gay misses 2-pt shot from 6 ft,,87-95,,
6:46.0,,,87-95,,Defensive rebound by G. Smith
6:34.0,,,87-95,,T. Prince enters the game for G. Smith
6:28.0,,,87-95,,A. Wiggins misses 2-pt shot from 3 ft (block by O. Casspi)
6:28.0,Defensive rebound by Team,,87-95,,
6:14.0,R. Gay misses 2-pt shot from 12 ft,,87-95,,
6:13.0,Offensive rebound by K. Koufos,,87-95,,
6:07.0,R. Rondo makes 2-pt shot from 20 ft,2,89-95,,
5:54.0,,,89-95,,Turnover by Z. LaVine (step out of bounds)
5:54.0,Sacramento full timeout,,89-95,,
5:54.0,D. Collison enters the game for M. Belinelli,,89-95,,
5:46.0,O. Casspi misses 2-pt shot at rim,,89-95,,
5:45.0,,,89-95,,Defensive rebound by K. Towns
5:40.0,,,89-97,2,Z. LaVine makes 2-pt shot at rim (assist by R. Rubio)
5:15.0,K. Koufos misses 2-pt shot from 5 ft,,89-97,,
