time,Boston,pts.away,score,pts.home,Detroit
4:39.0,A. Bradley makes 2-pt shot from 18 ft (assist by I. Thomas),2,19-14,,
4:29.0,,,19-14,,Turnover by R. Jackson (traveling)
4:10.0,I. Thomas makes 2-pt shot at rim,2,21-14,,
3:57.0,,,21-14,,R. Jackson misses 2-pt shot from 3 ft
3:56.0,Defensive rebound by K. Olynyk,,21-14,,
3:42.0,A. Bradley misses 3-pt shot from 25 ft,,21-14,,
3:41.0,,,21-14,,Defensive rebound by K. Caldwell-Pope
3:34.0,,,21-16,2,K. Caldwell-Pope makes 2-pt shot from 5 ft
3:17.0,J. Jerebko misses 3-pt shot from 24 ft,,21-16,,
3:16.0,,,21-16,,Defensive rebound by E. Ilyasova
3:07.0,,,21-16,,A. Drummond misses 2-pt shot at rim
3:06.0,,,21-16,,Offensive rebound by A. Drummond
3:04.0,Turnover by I. Thomas (lost ball; steal by K. Caldwell-Pope),,21-16,,
3:04.0,,,21-18,2,A. Drummond makes 2-pt shot from 1 ft
3:00.0,,,21-18,,K. Caldwell-Pope misses 3-pt shot from 24 ft
2:58.0,,,21-18,,Offensive rebound by A. Drummond
2:58.0,,,21-20,2,A. Drummond makes 2-pt shot at rim
2:53.0,Boston full timeout,,21-20,,
2:53.0,,,21-20,,S. Blake enters the game for M. Morris
2:53.0,,,21-20,,S. Johnson enters the game for R. Jackson
2:53.0,R. Hunter enters the game for A. Johnson,,21-20,,
2:53.0,E. Turner enters the game for I. Thomas,,21-20,,
2:47.0,,,21-20,,Personal foul by S. Johnson (drawn by J. Jerebko)
2:41.0,,,21-20,,Violation by A. Drummond (kicked ball)
2:26.0,E. Turner makes 2-pt shot from 21 ft (assist by K. Olynyk),2,23-20,,
2:23.0,Personal take foul by J. Jerebko (drawn by A. Drummond),,23-20,,
2:23.0,,,23-21,1,A. Drummond makes free throw 1 of 2
2:23.0,,,23-22,1,A. Drummond makes free throw 2 of 2
2:10.0,K. Olynyk misses 3-pt shot from 26 ft,,23-22,,
2:10.0,,,23-22,,Defensive rebound by A. Drummond
1:59.0,,,23-22,,S. Johnson misses 3-pt shot from 25 ft
1:59.0,,,23-22,,Offensive rebound by A. Drummond
1:58.0,,,23-22,,A. Drummond misses 2-pt shot at rim
1:58.0,Defensive rebound by Team,,23-22,,
1:58.0,,,23-22,,A. Baynes enters the game for A. Drummond
1:41.0,Turnover by E. Turner (lost ball; steal by E. Ilyasova),,23-22,,
1:29.0,,,23-22,,Turnover by S. Johnson (bad pass; steal by A. Bradley)
1:12.0,A. Bradley misses 3-pt shot from 26 ft,,23-22,,
1:11.0,,,23-22,,Defensive rebound by K. Caldwell-Pope
1:07.0,,,23-22,,Turnover by K. Caldwell-Pope (lost ball)
0:54.0,A. Bradley misses 2-pt shot at rim,,23-22,,
0:53.0,,,23-22,,Defensive rebound by A. Baynes
0:30.0,,,23-22,,S. Johnson misses 2-pt shot from 6 ft
0:30.0,,,23-22,,Offensive rebound by E. Ilyasova
0:24.0,,,23-22,,E. Ilyasova misses 2-pt shot from 6 ft
0:23.0,Defensive rebound by R. Hunter,,23-22,,
0:07.0,E. Turner makes 2-pt shot from 18 ft,2,25-22,,
0:00.0,,,25-24,2,S. Blake makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,R. Hunter misses 3-pt shot from 27 ft,,25-24,,
11:45.0,,,25-24,,Defensive rebound by Team
11:45.0,Loose ball foul by J. Crowder (drawn by S. Blake),,25-24,,
11:27.0,,,25-24,,S. Johnson misses 2-pt shot from 5 ft
11:27.0,Defensive rebound by T. Zeller,,25-24,,
11:17.0,T. Zeller misses 2-pt shot from 11 ft,,25-24,,
11:17.0,Offensive rebound by T. Zeller,,25-24,,
11:16.0,,,25-24,,Personal foul by A. Tolliver (drawn by T. Zeller)
11:06.0,K. Olynyk misses 2-pt shot from 11 ft,,25-24,,
11:04.0,,,25-24,,Defensive rebound by S. Blake
10:56.0,,,25-26,2,A. Baynes makes 2-pt shot from 6 ft (assist by S. Blake)
10:47.0,T. Zeller makes 2-pt shot from 17 ft (assist by R. Hunter),2,27-26,,
10:27.0,,,27-26,,M. Morris misses 2-pt shot from 10 ft
10:26.0,Defensive rebound by T. Zeller,,27-26,,
10:08.0,K. Olynyk makes 2-pt shot at rim (assist by R. Hunter),2,29-26,,
9:49.0,,,29-26,,A. Tolliver misses 3-pt shot from 25 ft
9:48.0,Defensive rebound by T. Zeller,,29-26,,
9:39.0,E. Turner makes 2-pt shot from 13 ft,2,31-26,,
9:23.0,Personal foul by R. Hunter (drawn by S. Johnson),,31-26,,
9:06.0,,,31-26,,S. Johnson misses 2-pt shot from 19 ft
9:05.0,,,31-26,,Offensive rebound by A. Baynes
8:59.0,,,31-26,,M. Morris misses 2-pt shot from 6 ft
8:58.0,,,31-26,,Offensive rebound by S. Johnson
8:53.0,,,31-29,3,A. Tolliver makes 3-pt shot from 26 ft (assist by S. Johnson)
8:31.0,K. Olynyk misses 3-pt shot from 25 ft,,31-29,,
8:31.0,,,31-29,,Defensive rebound by M. Morris
8:14.0,,,31-29,,Offensive charge foul by M. Morris
8:14.0,,,31-29,,Turnover by M. Morris (offensive foul)
8:14.0,Official timeout,,31-29,,
8:14.0,,,31-29,,A. Drummond enters the game for A. Baynes
7:58.0,E. Turner misses 2-pt shot from 17 ft,,31-29,,
7:57.0,,,31-29,,Defensive rebound by A. Drummond
7:43.0,,,31-29,,A. Drummond misses 2-pt shot from 7 ft
7:43.0,Defensive rebound by J. Crowder,,31-29,,
7:34.0,K. Olynyk makes 2-pt shot at rim (assist by J. Crowder),2,33-29,,
7:13.0,,,33-29,,Turnover by A. Drummond (bad pass; steal by R. Hunter)
7:05.0,T. Zeller misses 2-pt shot at rim,,33-29,,
7:05.0,,,33-29,,Defensive rebound by A. Drummond
6:54.0,,,33-29,,M. Morris misses 2-pt shot from 10 ft
6:53.0,Defensive rebound by K. Olynyk,,33-29,,
6:46.0,Turnover by E. Turner (bad pass; steal by S. Blake),,33-29,,
6:40.0,,,33-29,,A. Tolliver misses 3-pt shot from 24 ft
6:39.0,Defensive rebound by E. Turner,,33-29,,
6:38.0,Turnover by E. Turner (lost ball; steal by S. Blake),,33-29,,
6:35.0,,,33-31,2,A. Drummond makes 2-pt shot at rim (assist by S. Blake)
6:35.0,,,33-31,,Shooting foul by T. Zeller (drawn by A. Drummond)
6:35.0,,,33-31,,R. Jackson enters the game for S. Johnson
6:35.0,,,33-31,,K. Caldwell-Pope enters the game for S. Blake
6:35.0,J. Sullinger enters the game for T. Zeller,,33-31,,
6:35.0,I. Thomas enters the game for E. Turner,,33-31,,
6:35.0,,,33-31,,A. Drummond misses free throw 1 of 1
6:34.0,Defensive rebound by K. Olynyk,,33-31,,
6:16.0,I. Thomas misses 2-pt shot from 17 ft,,33-31,,
6:16.0,Offensive rebound by K. Olynyk,,33-31,,
6:11.0,K. Olynyk makes 2-pt shot from 1 ft,2,35-31,,
5:47.0,,,35-33,2,M. Morris makes 2-pt shot at rim
5:38.0,J. Crowder makes 2-pt shot at rim (assist by I. Thomas),2,37-33,,
5:24.0,,,37-33,,R. Jackson misses 2-pt shot from 13 ft
5:24.0,,,37-33,,Offensive rebound by A. Drummond
5:24.0,,,37-35,2,A. Drummond makes 2-pt shot at rim
5:24.0,,,37-35,,Shooting foul by J. Sullinger (drawn by A. Drummond)
5:24.0,,,37-35,,Detroit full timeout
5:24.0,A. Johnson enters the game for K. Olynyk,,37-35,,
5:24.0,,,37-35,,A. Drummond misses free throw 1 of 1
5:23.0,,,37-35,,Offensive rebound by Team
5:04.0,,,37-35,,K. Caldwell-Pope misses 2-pt shot from 19 ft
5:04.0,,,37-35,,Offensive rebound by Team
4:50.0,,,37-37,2,R. Jackson makes 2-pt shot from 1 ft
4:43.0,,,37-37,,Personal foul by R. Jackson (drawn by R. Hunter)
4:43.0,,,37-37,,E. Ilyasova enters the game for A. Tolliver
4:30.0,J. Crowder misses 3-pt shot from 25 ft,,37-37,,
4:30.0,Offensive rebound by J. Sullinger,,37-37,,
4:25.0,I. Thomas misses 3-pt shot from 26 ft,,37-37,,
4:25.0,,,37-37,,Defensive rebound by K. Caldwell-Pope
4:17.0,,,37-39,2,A. Drummond makes 2-pt shot from 5 ft (assist by K. Caldwell-Pope)
4:00.0,A. Johnson misses 2-pt shot from 7 ft (block by A. Drummond),,37-39,,
3:58.0,,,37-39,,Defensive rebound by A. Drummond
3:52.0,,,37-39,,Turnover by R. Jackson (lost ball; steal by R. Hunter)
3:48.0,J. Crowder makes 2-pt shot from 5 ft (assist by J. Sullinger),2,39-39,,
3:48.0,Shooting foul by E. Ilyasova (drawn by J. Crowder),,39-39,,
3:48.0,T. Zeller enters the game for J. Sullinger,,39-39,,
3:48.0,A. Bradley enters the game for R. Hunter,,39-39,,
3:48.0,J. Crowder misses free throw 1 of 1,,39-39,,
3:47.0,,,39-39,,Defensive rebound by E. Ilyasova
3:32.0,,,39-39,,R. Jackson misses 2-pt shot from 6 ft
3:32.0,Defensive rebound by I. Thomas,,39-39,,
3:31.0,,,39-39,,Personal foul by R. Jackson (drawn by I. Thomas)
3:31.0,,,39-39,,S. Blake enters the game for R. Jackson
3:24.0,T. Zeller misses 2-pt shot from 4 ft (block by A. Drummond),,39-39,,
3:23.0,,,39-39,,Defensive rebound by S. Blake
3:17.0,,,39-39,,Turnover by S. Blake (bad pass; steal by A. Bradley)
3:10.0,I. Thomas misses 2-pt shot from 1 ft,,39-39,,
3:10.0,,,39-39,,Defensive rebound by A. Drummond
3:05.0,,,39-39,,Turnover by K. Caldwell-Pope (lost ball; steal by J. Crowder)
3:03.0,Turnover by T. Zeller (bad pass; steal by A. Drummond),,39-39,,
3:03.0,,,39-39,,Offensive foul by A. Drummond
3:03.0,,,39-39,,Turnover by A. Drummond (offensive foul)
2:50.0,,,39-39,,Personal foul by K. Caldwell-Pope (drawn by I. Thomas)
2:50.0,Boston full timeout,,39-39,,
2:50.0,,,39-39,,S. Johnson enters the game for M. Morris
2:50.0,Violation by Team (delay of game),,39-39,,
2:50.0,I. Thomas makes free throw 1 of 2,1,40-39,,
2:50.0,I. Thomas makes free throw 2 of 2,1,41-39,,
2:30.0,,,41-39,,E. Ilyasova misses 2-pt shot from 21 ft
2:27.0,Defensive rebound by A. Johnson,,41-39,,
2:11.0,,,41-39,,Violation by A. Drummond (def goaltending)
2:11.0,A. Johnson makes 2-pt shot at rim (assist by I. Thomas),2,43-39,,
1:50.0,,,43-41,2,A. Drummond makes 2-pt shot from 5 ft (assist by E. Ilyasova)
1:26.0,A. Bradley makes 3-pt shot from 24 ft,3,46-41,,
1:19.0,Personal take foul by T. Zeller (drawn by A. Drummond),,46-41,,
1:19.0,,,46-41,,A. Drummond misses free throw 1 of 2
1:19.0,,,46-41,,Offensive rebound by Team
1:19.0,,,46-41,,R. Bullock enters the game for K. Caldwell-Pope
1:19.0,,,46-41,,A. Drummond misses free throw 2 of 2
1:18.0,Defensive rebound by A. Johnson,,46-41,,
1:02.0,Shooting foul by R. Bullock (drawn by A. Bradley),,46-41,,
1:02.0,A. Bradley makes free throw 1 of 3,1,47-41,,
1:02.0,A. Bradley makes free throw 2 of 3,1,48-41,,
1:02.0,,,48-41,,A. Baynes enters the game for A. Drummond
1:02.0,A. Bradley makes free throw 3 of 3,1,49-41,,
0:47.0,,,49-41,,S. Johnson misses 2-pt shot from 8 ft
0:46.0,Defensive rebound by A. Bradley,,49-41,,
0:41.0,J. Crowder misses 2-pt shot at rim,,49-41,,
0:41.0,Offensive rebound by A. Johnson,,49-41,,
0:37.0,A. Johnson makes 2-pt shot from 1 ft,2,51-41,,
0:32.0,,,51-41,,Shooting foul by A. Johnson (drawn by S. Blake)
0:32.0,,,51-42,1,S. Blake makes free throw 1 of 2
0:32.0,K. Olynyk enters the game for T. Zeller,,51-42,,
0:32.0,,,51-43,1,S. Blake makes free throw 2 of 2
0:26.0,Turnover by I. Thomas (lost ball; steal by A. Baynes),,51-43,,
0:20.0,,,51-46,3,E. Ilyasova makes 3-pt shot from 26 ft (assist by S. Blake)
0:01.0,K. Olynyk misses 2-pt shot from 13 ft,,51-46,,
0:00.0,Offensive rebound by Team,,51-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,,,51-46,,Personal foul by M. Morris (drawn by J. Crowder)
11:40.0,I. Thomas misses 2-pt shot from 8 ft,,51-46,,
11:40.0,,,51-46,,Defensive rebound by R. Jackson
11:23.0,,,51-48,2,R. Jackson makes 2-pt shot at rim
10:59.0,J. Sullinger makes 2-pt shot from 6 ft (assist by J. Crowder),2,53-48,,
10:38.0,,,53-48,,E. Ilyasova misses 3-pt shot from 26 ft
10:38.0,Defensive rebound by A. Bradley,,53-48,,
10:30.0,I. Thomas misses 3-pt shot from 25 ft,,53-48,,
10:29.0,,,53-48,,Defensive rebound by E. Ilyasova
10:19.0,,,53-48,,K. Caldwell-Pope misses 2-pt shot from 15 ft
10:19.0,,,53-48,,Offensive rebound by E. Ilyasova
10:16.0,,,53-48,,E. Ilyasova misses 2-pt shot from 2 ft
10:15.0,Defensive rebound by J. Sullinger,,53-48,,
10:08.0,A. Bradley makes 3-pt shot from 24 ft (assist by I. Thomas),3,56-48,,
9:47.0,,,56-50,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by M. Morris)
9:31.0,A. Johnson makes 2-pt shot from 5 ft (assist by I. Thomas),2,58-50,,
9:24.0,,,58-50,,Detroit full timeout
9:16.0,,,58-50,,R. Jackson misses 3-pt shot from 27 ft
9:16.0,Defensive rebound by J. Sullinger,,58-50,,
8:59.0,J. Sullinger misses 2-pt shot from 7 ft,,58-50,,
8:59.0,,,58-50,,Defensive rebound by A. Drummond
8:46.0,,,58-52,2,E. Ilyasova makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope)
8:26.0,Turnover by J. Crowder (lost ball; steal by M. Morris),,58-52,,
8:10.0,,,58-52,,E. Ilyasova misses 2-pt shot from 20 ft
8:10.0,Defensive rebound by J. Sullinger,,58-52,,
7:58.0,J. Sullinger misses 2-pt shot from 18 ft,,58-52,,
7:58.0,,,58-52,,Defensive rebound by A. Drummond
7:44.0,,,58-52,,M. Morris misses 3-pt shot from 23 ft
7:44.0,Defensive rebound by A. Bradley,,58-52,,
7:29.0,J. Sullinger makes 2-pt shot at rim (assist by I. Thomas),2,60-52,,
7:14.0,Personal foul by A. Johnson (drawn by R. Jackson),,60-52,,
7:02.0,,,60-54,2,R. Jackson makes 2-pt shot at rim
6:56.0,A. Bradley misses 3-pt shot from 24 ft,,60-54,,
6:56.0,Offensive rebound by Team,,60-54,,
6:56.0,,,60-54,,Loose ball foul by E. Ilyasova (drawn by A. Johnson)
6:45.0,J. Sullinger makes 2-pt shot at rim (assist by A. Bradley),2,62-54,,
6:31.0,,,62-54,,R. Jackson misses 2-pt shot from 4 ft
6:31.0,Defensive rebound by J. Crowder,,62-54,,
6:26.0,J. Crowder makes 2-pt shot at rim,2,64-54,,
5:59.0,,,64-54,,Turnover by Team (shot clock)
5:40.0,A. Johnson makes 2-pt shot from 5 ft,2,66-54,,
5:24.0,,,66-54,,A. Drummond misses 2-pt shot from 6 ft
5:24.0,,,66-54,,Offensive rebound by M. Morris
5:24.0,,,66-54,,Shooting foul by J. Crowder (drawn by M. Morris)
5:24.0,,,66-54,,M. Morris misses free throw 1 of 2
5:24.0,,,66-54,,Offensive rebound by Team
5:24.0,,,66-55,1,M. Morris makes free throw 2 of 2
5:13.0,Shooting foul by R. Jackson (drawn by I. Thomas),,66-55,,
5:13.0,I. Thomas makes free throw 1 of 2,1,67-55,,
5:13.0,,,67-55,,S. Johnson enters the game for M. Morris
5:13.0,I. Thomas makes free throw 2 of 2,1,68-55,,
4:57.0,,,68-57,2,K. Caldwell-Pope makes 2-pt shot from 14 ft
4:34.0,J. Sullinger misses 2-pt shot from 1 ft,,68-57,,
4:33.0,Offensive rebound by A. Bradley,,68-57,,
4:24.0,I. Thomas misses 2-pt shot from 13 ft,,68-57,,
4:24.0,Offensive rebound by J. Sullinger,,68-57,,
4:20.0,J. Sullinger makes 2-pt shot at rim,2,70-57,,
3:58.0,,,70-57,,R. Jackson misses 2-pt shot from 22 ft
3:57.0,Defensive rebound by J. Crowder,,70-57,,
3:39.0,J. Crowder misses 3-pt shot from 26 ft,,70-57,,
3:38.0,,,70-57,,Defensive rebound by R. Jackson
3:17.0,,,70-57,,A. Drummond misses 2-pt shot at rim
3:16.0,,,70-57,,Offensive rebound by A. Drummond
3:11.0,,,70-57,,A. Drummond misses 2-pt shot from 2 ft
3:08.0,Defensive rebound by J. Crowder,,70-57,,
3:05.0,A. Bradley misses 3-pt shot from 27 ft,,70-57,,
3:05.0,,,70-57,,Defensive rebound by A. Drummond
3:05.0,Personal foul by I. Thomas (drawn by K. Caldwell-Pope),,70-57,,
3:05.0,K. Olynyk enters the game for A. Johnson,,70-57,,
3:05.0,E. Turner enters the game for I. Thomas,,70-57,,
3:05.0,,,70-57,,S. Blake enters the game for E. Ilyasova
3:05.0,,,70-57,,A. Tolliver enters the game for R. Jackson
2:53.0,,,70-59,2,S. Johnson makes 2-pt shot from 13 ft (assist by A. Drummond)
2:47.0,Boston full timeout,,70-59,,
2:47.0,,,70-59,,A. Baynes enters the game for A. Drummond
2:36.0,A. Bradley misses 3-pt shot from 25 ft,,70-59,,
2:35.0,Offensive rebound by J. Crowder,,70-59,,
2:33.0,Turnover by J. Crowder (lost ball; steal by A. Tolliver),,70-59,,
2:30.0,,,70-59,,Turnover by K. Caldwell-Pope (traveling)
2:30.0,T. Zeller enters the game for J. Sullinger,,70-59,,
2:19.0,Shooting foul by S. Johnson (drawn by T. Zeller),,70-59,,
2:19.0,T. Zeller misses free throw 1 of 2,,70-59,,
2:19.0,Offensive rebound by Team,,70-59,,
2:19.0,R. Hunter enters the game for J. Crowder,,70-59,,
2:19.0,T. Zeller makes free throw 2 of 2,1,71-59,,
2:04.0,,,71-59,,K. Caldwell-Pope misses 2-pt shot from 14 ft
2:03.0,Defensive rebound by E. Turner,,71-59,,
1:52.0,K. Olynyk makes 3-pt shot from 27 ft (assist by E. Turner),3,74-59,,
1:33.0,,,74-59,,S. Johnson misses 2-pt shot from 14 ft
1:33.0,,,74-59,,Offensive rebound by A. Baynes
1:33.0,Personal foul by R. Hunter (drawn by A. Baynes),,74-59,,
1:22.0,,,74-61,2,S. Johnson makes 2-pt shot at rim (assist by A. Tolliver)
1:06.0,E. Turner misses 2-pt shot from 10 ft,,74-61,,
1:06.0,,,74-61,,Defensive rebound by S. Johnson
0:58.0,,,74-61,,S. Blake misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by K. Olynyk,,74-61,,
0:42.0,E. Turner makes 2-pt shot from 1 ft,2,76-61,,
0:27.0,,,76-61,,A. Tolliver misses 3-pt shot from 26 ft
0:27.0,Defensive rebound by K. Olynyk,,76-61,,
0:04.0,E. Turner misses 2-pt shot from 9 ft,,76-61,,
0:03.0,,,76-61,,Defensive rebound by A. Tolliver
0:01.0,,,76-61,,S. Blake misses 3-pt shot from 54 ft
0:00.0,,,76-61,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,76-64,3,S. Johnson makes 3-pt shot from 25 ft (assist by S. Blake)
11:15.0,Turnover by Team (shot clock),,76-64,,
10:58.0,,,76-64,,A. Drummond misses 2-pt shot from 4 ft
10:57.0,Defensive rebound by R. Hunter,,76-64,,
10:47.0,T. Zeller makes 2-pt shot from 17 ft (assist by E. Turner),2,78-64,,
10:32.0,,,78-64,,A. Drummond misses 2-pt shot from 5 ft
10:31.0,Defensive rebound by J. Jerebko,,78-64,,
10:22.0,T. Zeller misses 2-pt shot from 13 ft,,78-64,,
10:21.0,,,78-64,,Defensive rebound by A. Drummond
10:04.0,,,78-64,,A. Tolliver misses 3-pt shot from 25 ft
10:03.0,Defensive rebound by E. Turner,,78-64,,
9:49.0,T. Zeller makes 2-pt shot from 20 ft (assist by E. Turner),2,80-64,,
9:39.0,,,80-64,,Shooting foul by R. Hunter (drawn by M. Morris)
9:39.0,,,80-64,,M. Morris misses free throw 1 of 2
9:39.0,,,80-64,,Offensive rebound by Team
9:39.0,,,80-65,1,M. Morris makes free throw 2 of 2
9:26.0,Turnover by E. Turner (lost ball; steal by S. Johnson),,80-65,,
9:20.0,,,80-67,2,S. Johnson makes 2-pt shot at rim
9:06.0,Turnover by T. Zeller (lost ball),,80-67,,
8:51.0,,,80-69,2,M. Morris makes 2-pt shot from 13 ft
8:34.0,E. Turner misses 2-pt shot from 7 ft,,80-69,,
8:34.0,,,80-69,,Defensive rebound by M. Morris
8:25.0,,,80-71,2,A. Drummond makes 2-pt shot from 6 ft (assist by S. Blake)
8:25.0,Boston full timeout,,80-71,,
8:25.0,I. Thomas enters the game for J. Jerebko,,80-71,,
8:25.0,A. Johnson enters the game for T. Zeller,,80-71,,
8:10.0,,,80-71,,Personal foul by S. Johnson (drawn by A. Johnson)
8:04.0,Shooting foul by A. Tolliver (drawn by K. Olynyk),,80-71,,
8:04.0,K. Olynyk misses free throw 1 of 2,,80-71,,
8:04.0,Offensive rebound by Team,,80-71,,
8:04.0,K. Olynyk misses free throw 2 of 2,,80-71,,
8:03.0,,,80-71,,Defensive rebound by A. Drummond
7:46.0,,,80-71,,Shooting foul by K. Olynyk (drawn by A. Tolliver)
7:46.0,,,80-72,1,A. Tolliver makes free throw 1 of 2
7:46.0,J. Crowder enters the game for R. Hunter,,80-72,,
7:46.0,,,80-73,1,A. Tolliver makes free throw 2 of 2
7:22.0,E. Turner makes 2-pt shot from 5 ft,2,82-73,,
7:10.0,,,82-73,,A. Drummond misses 2-pt shot at rim
7:09.0,,,82-73,,Offensive rebound by A. Drummond
7:06.0,,,82-75,2,A. Drummond makes 2-pt shot from 1 ft
6:50.0,I. Thomas makes 2-pt shot from 8 ft,2,84-75,,
6:34.0,,,84-75,,M. Morris misses 2-pt shot from 6 ft (block by E. Turner)
6:33.0,,,84-75,,Offensive rebound by M. Morris
6:26.0,,,84-75,,A. Drummond misses 2-pt shot from 8 ft
6:24.0,Defensive rebound by E. Turner,,84-75,,
6:14.0,,,84-75,,Personal foul by S. Blake (drawn by I. Thomas)
6:14.0,,,84-75,,E. Ilyasova enters the game for A. Tolliver
6:14.0,,,84-75,,R. Jackson enters the game for S. Blake
6:07.0,Shooting foul by S. Johnson (drawn by E. Turner),,84-75,,
6:07.0,E. Turner makes free throw 1 of 2,1,85-75,,
6:07.0,,,85-75,,K. Caldwell-Pope enters the game for S. Johnson
6:07.0,E. Turner makes free throw 2 of 2,1,86-75,,
5:50.0,,,86-75,,R. Jackson misses 2-pt shot from 16 ft
5:50.0,Defensive rebound by A. Johnson,,86-75,,
5:32.0,I. Thomas misses 2-pt shot from 16 ft,,86-75,,
5:31.0,,,86-75,,Defensive rebound by A. Drummond
5:20.0,,,86-75,,K. Caldwell-Pope misses 3-pt shot from 26 ft
5:20.0,Defensive rebound by E. Turner,,86-75,,
5:07.0,E. Turner misses 2-pt shot from 1 ft,,86-75,,
5:06.0,,,86-75,,Defensive rebound by A. Drummond
4:56.0,,,86-75,,M. Morris misses 3-pt shot from 23 ft
4:56.0,Defensive rebound by K. Olynyk,,86-75,,
4:36.0,J. Crowder misses 3-pt shot from 26 ft,,86-75,,
4:36.0,Offensive rebound by A. Johnson,,86-75,,
