time,Chicago,pts.away,score,pts.home,Miami
10:05.0,,,26-25,,Turnover by G. Dragic (palming)
9:54.0,D. Rose misses 2-pt shot from 1 ft,,26-25,,
9:53.0,Offensive rebound by B. Portis,,26-25,,
9:52.0,B. Portis misses 2-pt shot at rim,,26-25,,
9:51.0,Offensive rebound by C. Felicio,,26-25,,
9:43.0,D. Rose misses 2-pt shot from 20 ft,,26-25,,
9:42.0,,,26-25,,Defensive rebound by G. Dragic
9:36.0,,,26-25,,G. Dragic misses 2-pt shot from 14 ft
9:34.0,Defensive rebound by D. Rose,,26-25,,
9:25.0,Shooting foul by J. Richardson (drawn by C. Felicio),,26-25,,
9:25.0,C. Felicio makes free throw 1 of 2,1,27-25,,
9:25.0,C. Felicio makes free throw 2 of 2,1,28-25,,
9:10.0,,,28-25,,G. Dragic misses 2-pt shot from 3 ft
9:09.0,Defensive rebound by C. Felicio,,28-25,,
8:58.0,D. Rose misses 2-pt shot from 14 ft,,28-25,,
8:57.0,,,28-25,,Defensive rebound by J. Winslow
8:42.0,,,28-27,2,L. Deng makes 2-pt shot from 12 ft
8:30.0,B. Portis makes 2-pt shot from 2 ft (assist by C. Felicio),2,30-27,,
8:16.0,,,30-27,,Shooting foul by B. Portis (drawn by L. Deng)
8:16.0,Official timeout,,30-27,,
8:16.0,,,30-27,,U. Haslem enters the game for H. Whiteside
8:16.0,,,30-27,,L. Deng misses free throw 1 of 2
8:16.0,,,30-27,,Offensive rebound by Team
8:16.0,,,30-28,1,L. Deng makes free throw 2 of 2
8:08.0,Shooting foul by L. Deng (drawn by D. Rose),,30-28,,
8:08.0,D. Rose makes free throw 1 of 2,1,31-28,,
8:08.0,D. Rose misses free throw 2 of 2,,31-28,,
8:07.0,,,31-28,,Defensive rebound by U. Haslem
7:49.0,,,31-28,,L. Deng misses 3-pt shot from 24 ft
7:48.0,Defensive rebound by C. Felicio,,31-28,,
7:33.0,B. Portis misses 2-pt shot from 16 ft,,31-28,,
7:32.0,,,31-28,,Defensive rebound by J. Winslow
7:24.0,,,31-28,,J. Winslow misses 2-pt shot from 18 ft
7:23.0,Defensive rebound by B. Portis,,31-28,,
6:59.0,D. Rose makes 2-pt shot from 1 ft,2,33-28,,
6:44.0,,,33-28,,G. Dragic misses 3-pt shot from 23 ft
6:43.0,Defensive rebound by Team,,33-28,,
6:43.0,J. Butler enters the game for J. Holiday,,33-28,,
6:43.0,,,33-28,,J. Johnson enters the game for L. Deng
6:43.0,,,33-28,,D. Wade enters the game for G. Dragic
6:23.0,B. Portis misses 2-pt shot from 7 ft,,33-28,,
6:22.0,Offensive rebound by B. Portis,,33-28,,
6:21.0,B. Portis makes 2-pt shot at rim,2,35-28,,
5:52.0,,,35-28,,D. Wade misses 2-pt shot from 8 ft
5:51.0,,,35-28,,Offensive rebound by D. Wade
5:44.0,,,35-28,,J. Johnson misses 2-pt shot from 11 ft
5:43.0,,,35-28,,Offensive rebound by J. Johnson
5:41.0,,,35-30,2,J. Johnson makes 2-pt shot from 3 ft
5:22.0,J. Butler misses 2-pt shot from 13 ft,,35-30,,
5:21.0,,,35-30,,Defensive rebound by U. Haslem
5:08.0,,,35-30,,D. Wade misses 2-pt shot at rim
5:07.0,Defensive rebound by Team,,35-30,,
5:07.0,,,35-30,,Miami full timeout
5:07.0,N. Mirotic enters the game for D. Rose,,35-30,,
5:07.0,P. Gasol enters the game for C. Felicio,,35-30,,
5:07.0,M. Dunleavy enters the game for B. Portis,,35-30,,
4:55.0,D. McDermott misses 2-pt shot from 19 ft,,35-30,,
4:54.0,,,35-30,,Defensive rebound by J. Richardson
4:45.0,,,35-32,2,J. Richardson makes 2-pt shot from 1 ft
4:36.0,,,35-32,,Personal foul by U. Haslem
4:36.0,,,35-32,,H. Whiteside enters the game for U. Haslem
4:30.0,,,35-32,,Personal foul by H. Whiteside
4:30.0,P. Gasol makes free throw 1 of 2,1,36-32,,
4:30.0,P. Gasol makes free throw 2 of 2,1,37-32,,
4:16.0,,,37-34,2,D. Wade makes 2-pt shot from 3 ft
3:56.0,N. Mirotic misses 3-pt shot from 22 ft,,37-34,,
3:55.0,,,37-34,,Defensive rebound by H. Whiteside
3:41.0,,,37-34,,Shooting foul by N. Mirotic (drawn by H. Whiteside)
3:41.0,,,37-35,1,H. Whiteside makes free throw 1 of 2
3:41.0,J. Holiday enters the game for D. McDermott,,37-35,,
3:41.0,,,37-36,1,H. Whiteside makes free throw 2 of 2
3:24.0,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Butler),2,39-36,,
3:10.0,,,39-36,,H. Whiteside misses 2-pt shot from 1 ft (block by P. Gasol)
3:09.0,Defensive rebound by P. Gasol,,39-36,,
3:08.0,,,39-36,,Personal foul by J. Winslow
3:08.0,P. Gasol misses free throw 1 of 2,,39-36,,
3:08.0,Offensive rebound by Team,,39-36,,
3:08.0,P. Gasol makes free throw 2 of 2,1,40-36,,
2:50.0,,,40-36,,J. Winslow misses 2-pt shot from 12 ft
2:49.0,Defensive rebound by M. Dunleavy,,40-36,,
2:35.0,N. Mirotic misses 2-pt shot from 12 ft,,40-36,,
2:34.0,,,40-36,,Defensive rebound by D. Wade
2:14.0,,,40-38,2,D. Wade makes 2-pt shot from 7 ft
2:13.0,Chicago full timeout,,40-38,,
2:13.0,D. Rose enters the game for N. Mirotic,,40-38,,
2:13.0,B. Portis enters the game for J. Holiday,,40-38,,
2:13.0,,,40-38,,G. Dragic enters the game for J. Richardson
2:13.0,,,40-38,,L. Deng enters the game for J. Winslow
1:53.0,P. Gasol makes 2-pt shot from 6 ft,2,42-38,,
1:35.0,,,42-38,,D. Wade misses 2-pt shot from 9 ft
1:34.0,Defensive rebound by B. Portis,,42-38,,
1:19.0,P. Gasol makes 2-pt shot from 15 ft (assist by J. Butler),2,44-38,,
1:01.0,,,44-40,2,J. Johnson makes 2-pt shot from 17 ft
0:41.0,D. Rose misses 2-pt shot from 2 ft,,44-40,,
0:39.0,,,44-40,,Defensive rebound by G. Dragic
0:33.0,,,44-40,,J. Winslow enters the game for H. Whiteside
0:16.0,,,44-40,,D. Wade misses 2-pt shot from 7 ft
0:15.0,Defensive rebound by P. Gasol,,44-40,,
0:03.0,J. Butler makes 2-pt shot from 19 ft,2,46-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,46-42,2,D. Wade makes 2-pt shot from 14 ft (assist by J. Johnson)
11:26.0,Turnover by J. Butler (lost ball; steal by A. Stoudemire),,46-42,,
11:21.0,,,46-44,2,G. Dragic makes 2-pt shot from 1 ft
11:05.0,P. Gasol makes 2-pt shot from 14 ft (assist by J. Butler),2,48-44,,
10:43.0,,,48-46,2,L. Deng makes 2-pt shot from 12 ft (assist by J. Johnson)
10:34.0,,,48-46,,Personal foul by J. Johnson
10:28.0,M. Dunleavy misses 2-pt shot from 12 ft,,48-46,,
10:27.0,,,48-46,,Defensive rebound by L. Deng
10:21.0,,,48-46,,L. Deng misses 2-pt shot from 16 ft
10:20.0,Defensive rebound by P. Gasol,,48-46,,
9:59.0,Shooting foul by A. Stoudemire (drawn by M. Dunleavy),,48-46,,
9:59.0,M. Dunleavy makes free throw 1 of 2,1,49-46,,
9:59.0,M. Dunleavy makes free throw 2 of 2,1,50-46,,
9:39.0,,,50-46,,L. Deng misses 2-pt shot from 2 ft (block by P. Gasol)
9:38.0,,,50-46,,Offensive rebound by L. Deng
9:37.0,,,50-48,2,L. Deng makes 2-pt shot from 1 ft
9:22.0,P. Gasol makes 2-pt shot from 2 ft,2,52-48,,
9:08.0,,,52-48,,A. Stoudemire misses 2-pt shot from 2 ft (block by P. Gasol)
9:07.0,Defensive rebound by P. Gasol,,52-48,,
8:57.0,M. Dunleavy misses 3-pt shot from 24 ft,,52-48,,
8:56.0,,,52-48,,Defensive rebound by G. Dragic
8:41.0,,,52-50,2,L. Deng makes 2-pt shot from 2 ft (assist by D. Wade)
8:23.0,P. Gasol misses 3-pt shot from 24 ft,,52-50,,
8:22.0,,,52-50,,Defensive rebound by G. Dragic
8:12.0,,,52-52,2,A. Stoudemire makes 2-pt shot at rim (assist by G. Dragic)
8:12.0,Chicago full timeout,,52-52,,
8:02.0,Turnover by D. Rose (lost ball; steal by J. Johnson),,52-52,,
7:58.0,,,52-54,2,D. Wade makes 2-pt shot at rim (assist by J. Johnson)
7:42.0,Shooting foul by A. Stoudemire (drawn by P. Gasol),,52-54,,
7:42.0,P. Gasol makes free throw 1 of 2,1,53-54,,
7:42.0,J. Holiday enters the game for M. Dunleavy,,53-54,,
7:42.0,P. Gasol makes free throw 2 of 2,1,54-54,,
7:22.0,,,54-54,,J. Johnson misses 2-pt shot from 3 ft
7:21.0,Defensive rebound by P. Gasol,,54-54,,
7:15.0,,,54-54,,Personal foul by J. Johnson
7:08.0,N. Mirotic makes 2-pt shot from 2 ft (assist by P. Gasol),2,56-54,,
6:48.0,,,56-56,2,A. Stoudemire makes 2-pt shot at rim (assist by J. Johnson)
6:27.0,Turnover by N. Mirotic (3 sec),,56-56,,
6:19.0,,,56-58,2,A. Stoudemire makes 2-pt shot from 2 ft (assist by G. Dragic)
6:19.0,,,56-58,,Shooting foul by N. Mirotic (drawn by A. Stoudemire)
6:19.0,B. Portis enters the game for N. Mirotic,,56-58,,
6:19.0,,,56-58,,A. Stoudemire misses free throw 1 of 1
6:18.0,Defensive rebound by B. Portis,,56-58,,
6:08.0,,,56-58,,Personal foul by J. Johnson
6:08.0,J. Butler makes free throw 1 of 2,1,57-58,,
6:08.0,J. Butler makes free throw 2 of 2,1,58-58,,
5:57.0,,,58-60,2,G. Dragic makes 2-pt shot from 18 ft
5:32.0,D. Rose misses 2-pt shot from 19 ft,,58-60,,
5:30.0,Offensive rebound by B. Portis,,58-60,,
5:19.0,J. Butler makes 2-pt shot from 11 ft,2,60-60,,
5:12.0,,,60-60,,Miami full timeout
5:12.0,,,60-60,,J. Richardson enters the game for L. Deng
5:12.0,,,60-60,,J. Winslow enters the game for A. Stoudemire
5:12.0,,,60-60,,H. Whiteside enters the game for G. Dragic
5:12.0,D. McDermott enters the game for D. Rose,,60-60,,
5:01.0,,,60-62,2,D. Wade makes 2-pt shot from 12 ft
4:42.0,J. Butler misses 3-pt shot from 24 ft,,60-62,,
4:41.0,,,60-62,,Defensive rebound by J. Johnson
4:29.0,,,60-65,3,J. Johnson makes 3-pt shot from 25 ft
3:59.0,J. Butler misses 2-pt shot from 20 ft,,60-65,,
3:58.0,Offensive rebound by B. Portis,,60-65,,
3:52.0,J. Holiday makes 3-pt shot from 24 ft (assist by B. Portis),3,63-65,,
3:33.0,,,63-67,2,J. Johnson makes 2-pt shot from 16 ft
3:26.0,D. McDermott misses 2-pt shot from 1 ft,,63-67,,
3:25.0,,,63-67,,Defensive rebound by H. Whiteside
3:14.0,,,63-69,2,D. Wade makes 2-pt shot from 19 ft
2:58.0,Turnover by J. Holiday (step out of bounds),,63-69,,
2:58.0,,,63-69,,G. Dragic enters the game for D. Wade
2:42.0,,,63-69,,J. Winslow misses 2-pt shot from 12 ft
2:40.0,Defensive rebound by B. Portis,,63-69,,
2:27.0,D. McDermott makes 3-pt shot from 23 ft (assist by J. Holiday),3,66-69,,
2:10.0,,,66-69,,G. Dragic misses 3-pt shot from 23 ft
2:09.0,Defensive rebound by D. McDermott,,66-69,,
2:00.0,J. Butler makes 3-pt shot from 24 ft (assist by B. Portis),3,69-69,,
1:35.0,,,69-69,,J. Winslow misses 3-pt shot from 22 ft
1:33.0,,,69-69,,Offensive rebound by G. Dragic
1:12.0,Flagrant foul type 1 by D. McDermott,,69-69,,
1:12.0,,,69-70,1,H. Whiteside makes flagrant free throw 1 of 2
1:12.0,,,69-71,1,H. Whiteside makes flagrant free throw 2 of 2
1:02.0,,,69-73,2,H. Whiteside makes 2-pt shot from 2 ft (assist by G. Dragic)
0:44.0,B. Portis misses 3-pt shot from 23 ft,,69-73,,
0:43.0,,,69-73,,Defensive rebound by H. Whiteside
0:23.0,,,69-75,2,J. Richardson makes 2-pt shot from 5 ft
0:03.0,J. Butler misses 2-pt shot from 16 ft,,69-75,,
0:02.0,,,69-75,,Defensive rebound by G. Dragic
0:01.0,,,69-75,,G. Dragic misses 3-pt shot from 40 ft
0:00.0,,,69-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,D. Rose makes 2-pt shot from 7 ft,2,71-75,,
11:30.0,,,71-75,,G. Dragic misses 2-pt shot from 2 ft
11:29.0,,,71-75,,Offensive rebound by G. Dragic
11:27.0,,,71-77,2,G. Dragic makes 2-pt shot from 2 ft
11:13.0,Turnover by D. Rose (lost ball; steal by H. Whiteside),,71-77,,
11:09.0,,,71-77,,Turnover by J. Winslow (lost ball; steal by J. Holiday)
11:04.0,J. Holiday misses 3-pt shot from 25 ft,,71-77,,
11:03.0,,,71-77,,Defensive rebound by H. Whiteside
10:54.0,,,71-77,,G. Dragic misses 2-pt shot from 16 ft
10:53.0,Defensive rebound by J. Holiday,,71-77,,
10:36.0,,,71-77,,Def 3 sec tech foul by H. Whiteside
10:36.0,D. McDermott makes technical free throw,1,72-77,,
10:29.0,Shooting foul by J. Richardson (drawn by D. Rose),,72-77,,
10:29.0,D. Rose makes free throw 1 of 2,1,73-77,,
10:29.0,D. Rose makes free throw 2 of 2,1,74-77,,
10:10.0,,,74-77,,L. Deng misses 2-pt shot from 16 ft
10:09.0,Defensive rebound by C. Felicio,,74-77,,
10:04.0,Offensive charge foul by D. McDermott,,74-77,,
10:04.0,Turnover by D. McDermott (offensive foul),,74-77,,
9:46.0,,,74-79,2,J. Richardson makes 2-pt shot at rim
9:21.0,Turnover by Team (shot clock),,74-79,,
9:21.0,N. Mirotic enters the game for B. Portis,,74-79,,
9:21.0,J. Butler enters the game for D. McDermott,,74-79,,
9:10.0,,,74-79,,H. Whiteside misses 2-pt shot from 3 ft
9:09.0,,,74-79,,Offensive rebound by G. Dragic
8:55.0,,,74-79,,J. Richardson misses 3-pt shot from 24 ft
8:54.0,Defensive rebound by Team,,74-79,,
8:54.0,Official timeout,,74-79,,
8:45.0,Shooting foul by H. Whiteside (drawn by J. Butler),,74-79,,
8:45.0,J. Butler makes free throw 1 of 2,1,75-79,,
8:45.0,J. Butler makes free throw 2 of 2,1,76-79,,
8:32.0,,,76-79,,Turnover by G. Dragic (lost ball; steal by N. Mirotic)
8:23.0,Turnover by J. Butler (lost ball; steal by J. Winslow),,76-79,,
8:12.0,,,76-79,,Turnover by G. Dragic (lost ball; steal by N. Mirotic)
8:06.0,C. Felicio makes 2-pt shot from 2 ft (assist by J. Holiday),2,78-79,,
7:45.0,,,78-79,,J. Richardson misses 2-pt shot from 17 ft
7:44.0,,,78-79,,Offensive rebound by Team
7:44.0,,,78-79,,D. Wade enters the game for G. Dragic
7:39.0,,,78-81,2,D. Wade makes 2-pt shot from 4 ft
7:22.0,J. Holiday misses 2-pt shot from 16 ft,,78-81,,
7:21.0,Offensive rebound by C. Felicio,,78-81,,
7:19.0,C. Felicio makes 2-pt shot from 1 ft,2,80-81,,
7:19.0,Shooting foul by H. Whiteside (drawn by C. Felicio),,80-81,,
7:19.0,C. Felicio misses free throw 1 of 1,,80-81,,
7:17.0,,,80-81,,Defensive rebound by H. Whiteside
7:04.0,,,80-81,,Turnover by D. Wade (lost ball; steal by D. Rose)
7:00.0,J. Butler makes 2-pt shot from 2 ft (assist by D. Rose),2,82-81,,
7:00.0,,,82-81,,Miami full timeout
7:00.0,P. Gasol enters the game for C. Felicio,,82-81,,
7:00.0,,,82-81,,J. Johnson enters the game for L. Deng
7:00.0,,,82-81,,A. Stoudemire enters the game for H. Whiteside
6:39.0,,,82-81,,D. Wade misses 2-pt shot from 18 ft
6:38.0,Defensive rebound by N. Mirotic,,82-81,,
6:22.0,D. Rose makes 2-pt shot from 15 ft,2,84-81,,
6:07.0,,,84-81,,Shooting foul by N. Mirotic (drawn by J. Richardson)
6:07.0,,,84-82,1,J. Richardson makes free throw 1 of 2
6:07.0,,,84-83,1,J. Richardson makes free throw 2 of 2
5:56.0,J. Butler misses 2-pt shot from 17 ft,,84-83,,
5:55.0,,,84-83,,Defensive rebound by A. Stoudemire
5:46.0,,,84-83,,J. Richardson misses 2-pt shot from 12 ft
5:45.0,,,84-83,,Offensive rebound by J. Winslow
5:44.0,,,84-83,,J. Winslow misses 2-pt shot from 2 ft (block by J. Butler)
5:43.0,Defensive rebound by J. Butler,,84-83,,
5:39.0,Turnover by J. Butler (bad pass),,84-83,,
5:18.0,,,84-83,,Turnover by J. Johnson (lost ball; steal by D. Rose)
5:07.0,J. Holiday misses 3-pt shot from 25 ft,,84-83,,
5:05.0,,,84-83,,Defensive rebound by J. Johnson
4:59.0,,,84-85,2,A. Stoudemire makes 2-pt shot from 1 ft (assist by D. Wade)
4:59.0,Chicago full timeout,,84-85,,
4:43.0,Shooting foul by A. Stoudemire (drawn by J. Butler),,84-85,,
4:43.0,J. Butler makes free throw 1 of 2,1,85-85,,
4:43.0,J. Butler makes free throw 2 of 2,1,86-85,,
4:26.0,,,86-85,,L. Deng enters the game for J. Winslow
4:26.0,,,86-85,,H. Whiteside enters the game for A. Stoudemire
4:19.0,,,86-87,2,H. Whiteside makes 2-pt shot at rim (assist by D. Wade)
3:55.0,D. Rose misses 2-pt shot from 6 ft,,86-87,,
3:54.0,Offensive rebound by P. Gasol,,86-87,,
3:50.0,D. Rose misses 2-pt shot from 1 ft (block by H. Whiteside),,86-87,,
3:49.0,,,86-87,,Defensive rebound by D. Wade
3:46.0,,,86-89,2,D. Wade makes 2-pt shot from 6 ft
3:46.0,,,86-89,,Shooting foul by N. Mirotic (drawn by D. Wade)
3:46.0,,,86-90,1,D. Wade makes free throw 1 of 1
3:25.0,J. Butler makes 2-pt shot from 12 ft,2,88-90,,
3:03.0,,,88-90,,J. Johnson misses 3-pt shot from 23 ft
3:02.0,,,88-90,,Offensive rebound by H. Whiteside
3:00.0,,,88-90,,H. Whiteside misses 2-pt shot from 3 ft (block by P. Gasol)
2:59.0,,,88-90,,Offensive rebound by H. Whiteside
2:58.0,,,88-92,2,H. Whiteside makes 2-pt shot from 1 ft
2:58.0,,,88-92,,Shooting foul by N. Mirotic (drawn by H. Whiteside)
2:58.0,,,88-93,1,H. Whiteside makes free throw 1 of 1
2:40.0,Turnover by J. Butler (lost ball; steal by D. Wade),,88-93,,
2:34.0,,,88-95,2,L. Deng makes 2-pt shot from 2 ft (assist by J. Richardson)
2:34.0,Chicago full timeout,,88-95,,
2:34.0,D. McDermott enters the game for J. Holiday,,88-95,,
2:19.0,Shooting foul by H. Whiteside (drawn by J. Butler),,88-95,,
2:19.0,J. Butler makes free throw 1 of 2,1,89-95,,
2:19.0,J. Holiday enters the game for D. McDermott,,89-95,,
2:19.0,J. Butler makes free throw 2 of 2,1,90-95,,
2:05.0,,,90-95,,D. Wade misses 2-pt shot from 1 ft
2:04.0,,,90-95,,Offensive rebound by H. Whiteside
2:03.0,,,90-95,,Shooting foul by N. Mirotic (drawn by H. Whiteside)
2:03.0,D. McDermott enters the game for N. Mirotic,,90-95,,
2:03.0,,,90-95,,H. Whiteside misses free throw 1 of 2
2:03.0,,,90-95,,Offensive rebound by Team
2:03.0,,,90-96,1,H. Whiteside makes free throw 2 of 2
1:51.0,J. Butler misses 3-pt shot from 24 ft,,90-96,,
1:50.0,,,90-96,,Defensive rebound by H. Whiteside
1:32.0,,,90-96,,D. Wade misses 2-pt shot from 1 ft
1:31.0,,,90-96,,Offensive rebound by H. Whiteside
1:30.0,,,90-96,,H. Whiteside misses 2-pt shot from 1 ft
1:29.0,,,90-96,,Offensive rebound by H. Whiteside
1:28.0,,,90-98,2,H. Whiteside makes 2-pt shot from 3 ft
1:17.0,J. Holiday makes 2-pt shot from 2 ft (assist by D. Rose),2,92-98,,
