time,Toronto,pts.away,score,pts.home,Boston
7:44.0,,,35-32,,Shooting foul by D. Carroll (drawn by E. Turner)
7:44.0,,,35-32,,E. Turner misses free throw 1 of 2
7:44.0,,,35-32,,Offensive rebound by Team
7:44.0,D. DeRozan enters the game for D. Carroll,,35-32,,
7:44.0,,,35-33,1,E. Turner makes free throw 2 of 2
7:33.0,,,35-33,,Personal foul by M. Smart (drawn by C. Joseph)
7:33.0,Offensive foul by A. Bennett,,35-33,,
7:33.0,Turnover by A. Bennett (offensive foul),,35-33,,
7:27.0,Personal foul by C. Joseph (drawn by M. Smart),,35-33,,
7:27.0,Technical foul by C. Joseph (drawn by M. Smart),,35-33,,
7:27.0,,,35-33,,J. Crowder misses technical free throw
7:27.0,,,35-33,,Offensive rebound by Team
7:19.0,,,35-33,,Offensive charge foul by J. Sullinger
7:19.0,,,35-33,,Turnover by J. Sullinger (offensive foul)
7:19.0,,,35-33,,Technical foul by J. Sullinger
7:19.0,D. DeRozan makes technical free throw,1,36-33,,
7:09.0,C. Joseph makes 2-pt shot from 2 ft,2,38-33,,
6:55.0,,,38-33,,Turnover by E. Turner (lost ball; steal by A. Bennett)
6:47.0,T. Ross misses 3-pt shot from 25 ft,,38-33,,
6:45.0,,,38-33,,Defensive rebound by J. Sullinger
6:39.0,,,38-33,,M. Smart misses 2-pt shot from 1 ft
6:36.0,Defensive rebound by A. Bennett,,38-33,,
6:26.0,Turnover by T. Ross (bad pass; steal by D. Lee),,38-33,,
6:21.0,,,38-33,,J. Crowder misses 2-pt shot from 1 ft
6:20.0,Defensive rebound by A. Bennett,,38-33,,
6:19.0,Turnover by A. Bennett (lost ball; steal by J. Sullinger),,38-33,,
6:18.0,,,38-35,2,J. Sullinger makes 2-pt shot from 2 ft
6:18.0,,,38-35,,Shooting foul by A. Bennett (drawn by J. Sullinger)
6:18.0,,,38-35,,A. Bradley enters the game for M. Smart
6:18.0,K. Lowry enters the game for T. Ross,,38-35,,
6:18.0,,,38-35,,I. Thomas enters the game for E. Turner
6:18.0,,,38-35,,J. Sullinger misses free throw 1 of 1
6:17.0,Defensive rebound by A. Bennett,,38-35,,
6:02.0,Shooting foul by J. Sullinger (drawn by D. DeRozan),,38-35,,
6:02.0,D. DeRozan makes free throw 1 of 2,1,39-35,,
6:02.0,,,39-35,,T. Zeller enters the game for J. Sullinger
6:02.0,D. DeRozan makes free throw 2 of 2,1,40-35,,
5:49.0,,,40-35,,Shooting foul by A. Bennett (drawn by T. Zeller)
5:49.0,,,40-35,,Boston full timeout
5:49.0,P. Patterson enters the game for A. Bennett,,40-35,,
5:49.0,,,40-36,1,T. Zeller makes free throw 1 of 2
5:49.0,,,40-37,1,T. Zeller makes free throw 2 of 2
5:34.0,D. DeRozan misses 2-pt shot from 13 ft,,40-37,,
5:33.0,,,40-37,,Defensive rebound by D. Lee
5:10.0,,,40-39,2,T. Zeller makes 2-pt shot at rim (assist by D. Lee)
5:04.0,Shooting foul by A. Bradley (drawn by K. Lowry),,40-39,,
5:04.0,K. Lowry makes free throw 1 of 3,1,41-39,,
5:04.0,K. Lowry makes free throw 2 of 3,1,42-39,,
5:04.0,K. Lowry makes free throw 3 of 3,1,43-39,,
4:50.0,,,43-42,3,A. Bradley makes 3-pt shot from 26 ft (assist by D. Lee)
4:34.0,L. Scola misses 2-pt shot from 18 ft,,43-42,,
4:33.0,,,43-42,,Defensive rebound by I. Thomas
4:23.0,,,43-42,,Turnover by J. Crowder (bad pass; steal by C. Joseph)
4:18.0,Turnover by L. Scola (bad pass; steal by J. Crowder),,43-42,,
4:16.0,,,43-45,3,I. Thomas makes 3-pt shot from 26 ft (assist by A. Bradley)
4:04.0,Toronto full timeout,,43-45,,
4:04.0,D. Carroll enters the game for L. Scola,,43-45,,
4:04.0,J. Valanciunas enters the game for C. Joseph,,43-45,,
3:57.0,Shooting foul by A. Bradley (drawn by D. DeRozan),,43-45,,
3:57.0,D. DeRozan makes free throw 1 of 2,1,44-45,,
3:57.0,D. DeRozan makes free throw 2 of 2,1,45-45,,
3:42.0,,,45-45,,J. Crowder misses 3-pt shot from 25 ft
3:40.0,Defensive rebound by D. DeRozan,,45-45,,
3:33.0,Shooting foul by T. Zeller (drawn by D. DeRozan),,45-45,,
3:33.0,,,45-45,,Technical foul by J. Crowder
3:33.0,D. DeRozan makes technical free throw,1,46-45,,
3:33.0,D. DeRozan misses free throw 1 of 2,,46-45,,
3:33.0,Offensive rebound by Team,,46-45,,
3:33.0,,,46-45,,A. Johnson enters the game for D. Lee
3:33.0,,,46-45,,K. Olynyk enters the game for T. Zeller
3:33.0,D. DeRozan makes free throw 2 of 2,1,47-45,,
3:25.0,Personal block foul by K. Lowry (drawn by I. Thomas),,47-45,,
3:25.0,,,47-45,,I. Thomas misses free throw 1 of 2
3:25.0,,,47-45,,Offensive rebound by Team
3:25.0,,,47-46,1,I. Thomas makes free throw 2 of 2
3:14.0,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry),2,49-46,,
2:59.0,,,49-46,,Shooting foul by J. Valanciunas (drawn by I. Thomas)
2:59.0,,,49-47,1,I. Thomas makes free throw 1 of 2
2:59.0,J. Johnson enters the game for J. Valanciunas,,49-47,,
2:59.0,,,49-48,1,I. Thomas makes free throw 2 of 2
2:44.0,P. Patterson misses 3-pt shot from 23 ft,,49-48,,
2:43.0,,,49-48,,Defensive rebound by A. Johnson
2:31.0,,,49-48,,I. Thomas misses 2-pt shot from 5 ft
2:29.0,Defensive rebound by D. Carroll,,49-48,,
2:23.0,D. Carroll makes 3-pt shot from 25 ft (assist by K. Lowry),3,52-48,,
2:05.0,,,52-48,,K. Olynyk misses 2-pt shot from 16 ft
2:05.0,,,52-48,,Offensive rebound by Team
2:05.0,Loose ball foul by J. Johnson (drawn by A. Johnson),,52-48,,
2:05.0,,,52-49,1,A. Johnson makes free throw 1 of 2
2:05.0,,,52-49,,M. Smart enters the game for A. Bradley
2:05.0,,,52-49,,A. Johnson misses free throw 2 of 2
2:04.0,,,52-49,,Offensive rebound by K. Olynyk
1:55.0,,,52-49,,I. Thomas misses 3-pt shot from 24 ft
1:53.0,,,52-49,,Offensive rebound by Team
1:49.0,,,52-52,3,M. Smart makes 3-pt shot from 23 ft (assist by I. Thomas)
1:25.0,D. DeRozan misses 2-pt shot from 18 ft,,52-52,,
1:24.0,,,52-52,,Defensive rebound by A. Johnson
1:18.0,,,52-54,2,I. Thomas makes 2-pt shot at rim
1:11.0,Toronto full timeout,,52-54,,
1:01.0,K. Lowry misses 2-pt shot from 1 ft,,52-54,,
1:00.0,,,52-54,,Defensive rebound by A. Johnson
0:56.0,,,52-54,,K. Olynyk misses 3-pt shot from 26 ft
0:55.0,Defensive rebound by D. DeRozan,,52-54,,
0:43.0,D. Carroll misses 3-pt shot from 25 ft,,52-54,,
0:42.0,,,52-54,,Defensive rebound by M. Smart
0:30.0,,,52-54,,Turnover by I. Thomas (bad pass; steal by P. Patterson)
0:23.0,D. Carroll makes 2-pt shot from 1 ft (assist by J. Johnson),2,54-54,,
0:02.0,,,54-54,,Turnover by I. Thomas (bad pass; steal by K. Lowry)
0:00.0,K. Lowry misses 3-pt shot from 26 ft,,54-54,,
0:00.0,Offensive rebound by Team,,54-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,K. Lowry misses 2-pt shot at rim,,54-54,,
11:36.0,,,54-54,,Defensive rebound by A. Bradley
11:23.0,,,54-54,,A. Bradley misses 2-pt shot from 17 ft
11:22.0,Defensive rebound by L. Scola,,54-54,,
11:12.0,L. Scola misses 2-pt shot from 19 ft,,54-54,,
11:11.0,,,54-54,,Defensive rebound by M. Smart
10:59.0,,,54-54,,A. Bradley misses 3-pt shot from 24 ft
10:58.0,Defensive rebound by L. Scola,,54-54,,
10:38.0,K. Lowry makes 2-pt shot from 1 ft (assist by J. Valanciunas),2,56-54,,
10:29.0,Violation by D. Carroll (kicked ball),,56-54,,
10:21.0,,,56-54,,M. Smart misses 2-pt shot from 16 ft
10:19.0,Defensive rebound by J. Valanciunas,,56-54,,
10:15.0,Offensive charge foul by D. DeRozan,,56-54,,
10:15.0,Turnover by D. DeRozan (offensive foul),,56-54,,
10:07.0,,,56-54,,Turnover by J. Crowder (bad pass; steal by D. Carroll)
10:03.0,Turnover by D. Carroll (lost ball; steal by A. Bradley),,56-54,,
9:56.0,,,56-54,,T. Zeller misses 2-pt shot from 1 ft
9:55.0,,,56-54,,Offensive rebound by D. Lee
9:55.0,,,56-56,2,D. Lee makes 2-pt shot at rim
9:38.0,Shooting foul by T. Zeller (drawn by D. DeRozan),,56-56,,
9:38.0,D. DeRozan makes free throw 1 of 2,1,57-56,,
9:38.0,D. DeRozan makes free throw 2 of 2,1,58-56,,
9:26.0,,,58-58,2,T. Zeller makes 2-pt shot from 2 ft (assist by M. Smart)
9:09.0,D. Carroll misses 2-pt shot from 23 ft,,58-58,,
9:08.0,,,58-58,,Defensive rebound by Team
9:01.0,,,58-58,,Shooting foul by D. DeRozan (drawn by D. Lee)
9:01.0,,,58-59,1,D. Lee makes free throw 1 of 2
9:01.0,,,58-60,1,D. Lee makes free throw 2 of 2
8:50.0,Shooting foul by J. Crowder (drawn by D. DeRozan),,58-60,,
8:50.0,D. DeRozan makes free throw 1 of 2,1,59-60,,
8:50.0,D. DeRozan makes free throw 2 of 2,1,60-60,,
8:36.0,,,60-60,,T. Zeller misses 2-pt shot from 8 ft
8:35.0,Defensive rebound by D. Carroll,,60-60,,
8:25.0,L. Scola makes 2-pt shot from 18 ft (assist by D. Carroll),2,62-60,,
8:12.0,,,62-60,,Turnover by A. Bradley (bad pass; steal by L. Scola)
8:09.0,K. Lowry makes 2-pt shot at rim (assist by D. DeRozan),2,64-60,,
8:09.0,Shooting foul by M. Smart (drawn by K. Lowry),,64-60,,
8:09.0,K. Lowry makes free throw 1 of 1,1,65-60,,
7:56.0,,,65-62,2,M. Smart makes 2-pt shot from 16 ft (assist by T. Zeller)
7:34.0,D. DeRozan makes 2-pt shot from 14 ft,2,67-62,,
7:26.0,Personal foul by D. DeRozan (drawn by T. Zeller),,67-62,,
7:13.0,,,67-62,,M. Smart misses 3-pt shot from 26 ft
7:12.0,Defensive rebound by L. Scola,,67-62,,
7:00.0,D. DeRozan misses 3-pt shot from 23 ft,,67-62,,
6:59.0,Offensive rebound by L. Scola,,67-62,,
6:58.0,L. Scola makes 2-pt shot from 1 ft,2,69-62,,
6:58.0,,,69-62,,Boston full timeout
6:58.0,,,69-62,,I. Thomas enters the game for J. Crowder
6:58.0,,,69-62,,A. Johnson enters the game for D. Lee
6:58.0,,,69-62,,J. Sullinger enters the game for T. Zeller
6:46.0,,,69-62,,Shooting foul by J. Valanciunas (drawn by A. Johnson)
6:46.0,,,69-63,1,A. Johnson makes free throw 1 of 2
6:46.0,B. Biyombo enters the game for J. Valanciunas,,69-63,,
6:46.0,,,69-63,,A. Johnson misses free throw 2 of 2
6:45.0,Defensive rebound by D. Carroll,,69-63,,
6:25.0,D. Carroll makes 2-pt shot at rim (assist by K. Lowry),2,71-63,,
6:10.0,,,71-63,,I. Thomas misses 2-pt shot from 3 ft (block by B. Biyombo)
6:09.0,,,71-63,,Offensive rebound by Team
6:09.0,,,71-63,,E. Turner enters the game for A. Bradley
6:05.0,,,71-66,3,A. Johnson makes 3-pt shot from 23 ft (assist by I. Thomas)
5:38.0,D. DeRozan misses 2-pt shot from 8 ft,,71-66,,
5:37.0,,,71-66,,Defensive rebound by Team
5:37.0,Loose ball foul by B. Biyombo (drawn by J. Sullinger),,71-66,,
5:30.0,Violation by K. Lowry (kicked ball),,71-66,,
5:23.0,,,71-66,,I. Thomas misses 2-pt shot from 18 ft
5:22.0,Defensive rebound by D. DeRozan,,71-66,,
5:06.0,L. Scola misses 2-pt shot from 16 ft,,71-66,,
5:04.0,Offensive rebound by B. Biyombo,,71-66,,
4:59.0,D. Carroll makes 3-pt shot from 23 ft (assist by K. Lowry),3,74-66,,
4:51.0,Shooting block foul by L. Scola (drawn by I. Thomas),,74-66,,
4:51.0,,,74-67,1,I. Thomas makes free throw 1 of 2
4:51.0,,,74-67,,J. Jerebko enters the game for M. Smart
4:51.0,,,74-68,1,I. Thomas makes free throw 2 of 2
4:38.0,Turnover by D. Carroll (bad pass; steal by I. Thomas),,74-68,,
4:33.0,,,74-68,,I. Thomas misses 2-pt shot at rim
4:31.0,Defensive rebound by B. Biyombo,,74-68,,
4:26.0,D. DeRozan misses 3-pt shot from 23 ft,,74-68,,
4:25.0,,,74-68,,Defensive rebound by A. Johnson
4:17.0,,,74-68,,Turnover by E. Turner (bad pass; steal by D. DeRozan)
4:10.0,D. Carroll makes 3-pt shot from 24 ft (assist by D. DeRozan),3,77-68,,
3:48.0,,,77-68,,E. Turner misses 3-pt shot from 26 ft
3:47.0,Defensive rebound by K. Lowry,,77-68,,
3:40.0,L. Scola makes 2-pt shot from 1 ft (assist by K. Lowry),2,79-68,,
3:21.0,,,79-68,,Turnover by A. Johnson (bad pass; steal by K. Lowry)
3:20.0,,,79-68,,Personal foul by I. Thomas (drawn by D. DeRozan)
3:08.0,L. Scola makes 3-pt shot from 23 ft (assist by D. DeRozan),3,82-68,,
3:07.0,,,82-68,,Boston full timeout
3:01.0,Personal foul by D. Carroll (drawn by J. Jerebko),,82-68,,
3:01.0,,,82-69,1,J. Jerebko makes free throw 1 of 2
3:01.0,,,82-70,1,J. Jerebko makes free throw 2 of 2
2:47.0,B. Biyombo misses 2-pt shot from 8 ft,,82-70,,
2:46.0,Offensive rebound by Team,,82-70,,
2:22.0,K. Lowry misses 2-pt shot from 2 ft,,82-70,,
2:20.0,Offensive rebound by L. Scola,,82-70,,
2:13.0,D. Carroll makes 2-pt shot at rim (assist by D. DeRozan),2,84-70,,
2:00.0,,,84-70,,Turnover by J. Jerebko (bad pass; steal by D. Carroll)
1:56.0,D. Carroll misses 2-pt shot from 1 ft,,84-70,,
1:55.0,,,84-70,,Defensive rebound by E. Turner
1:55.0,Personal foul by D. DeRozan (drawn by E. Turner),,84-70,,
1:55.0,,,84-71,1,E. Turner makes free throw 1 of 2
1:55.0,T. Ross enters the game for D. DeRozan,,84-71,,
1:55.0,P. Patterson enters the game for L. Scola,,84-71,,
1:55.0,,,84-71,,K. Olynyk enters the game for J. Sullinger
1:55.0,,,84-71,,E. Turner misses free throw 2 of 2
1:55.0,Defensive rebound by D. Carroll,,84-71,,
1:40.0,K. Lowry misses 2-pt shot from 21 ft,,84-71,,
1:39.0,,,84-71,,Defensive rebound by J. Jerebko
1:33.0,,,84-71,,Offensive foul by A. Johnson
1:33.0,,,84-71,,Turnover by A. Johnson (offensive foul)
1:17.0,Turnover by P. Patterson (lost ball; steal by K. Olynyk),,84-71,,
1:09.0,,,84-71,,E. Turner misses 2-pt shot from 1 ft (block by K. Lowry)
1:09.0,,,84-71,,Offensive rebound by E. Turner
1:05.0,,,84-71,,I. Thomas misses 3-pt shot from 28 ft
1:04.0,Defensive rebound by K. Lowry,,84-71,,
0:58.0,D. Carroll misses 3-pt shot from 23 ft,,84-71,,
0:57.0,,,84-71,,Defensive rebound by A. Johnson
0:52.0,,,84-73,2,I. Thomas makes 2-pt shot from 1 ft (assist by A. Johnson)
0:34.0,Turnover by K. Lowry (lost ball; steal by A. Johnson),,84-73,,
0:31.0,,,84-75,2,I. Thomas makes 2-pt shot at rim
0:31.0,Toronto full timeout,,84-75,,
0:31.0,C. Joseph enters the game for K. Lowry,,84-75,,
0:10.0,D. Carroll misses 2-pt shot from 6 ft,,84-75,,
0:08.0,Offensive rebound by B. Biyombo,,84-75,,
0:08.0,C. Joseph misses 3-pt shot from 25 ft,,84-75,,
0:07.0,Offensive rebound by Team,,84-75,,
0:07.0,Turnover by Team (shot clock),,84-75,,
0:03.0,,,84-75,,E. Turner misses 2-pt shot from 7 ft
0:02.0,Defensive rebound by T. Ross,,84-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,84-75,,K. Olynyk misses 3-pt shot from 25 ft
