time,Toronto,pts.away,score,pts.home,Washington
2:20.0,Turnover by K. Lowry (bad pass),,14-23,,
2:20.0,,,14-23,,Washington full timeout
2:20.0,B. Biyombo enters the game for K. Lowry,,14-23,,
2:20.0,C. Joseph enters the game for J. Valanciunas,,14-23,,
2:20.0,,,14-23,,R. Sessions enters the game for J. Wall
2:20.0,,,14-23,,N. Hilario enters the game for M. Gortat
2:20.0,,,14-23,,Violation by Team (delay of game)
2:01.0,,,14-23,,Turnover by N. Hilario (bad pass; steal by C. Joseph)
1:49.0,Shooting foul by D. Gooden (drawn by D. DeRozan),,14-23,,
1:49.0,D. DeRozan makes free throw 1 of 2,1,15-23,,
1:49.0,D. DeRozan makes free throw 2 of 2,1,16-23,,
1:29.0,,,16-26,3,D. Gooden makes 3-pt shot from 26 ft (assist by R. Sessions)
1:06.0,T. Ross misses 3-pt shot from 23 ft,,16-26,,
1:05.0,,,16-26,,Defensive rebound by N. Hilario
0:55.0,,,16-26,,Offensive foul by N. Hilario
0:55.0,,,16-26,,Turnover by N. Hilario (offensive foul)
0:41.0,D. DeRozan misses 2-pt shot from 3 ft (block by N. Hilario),,16-26,,
0:40.0,,,16-26,,Defensive rebound by D. Gooden
0:34.0,Personal foul by P. Patterson (drawn by G. Neal),,16-26,,
0:30.0,,,16-26,,G. Neal misses 2-pt shot from 17 ft (block by T. Ross)
0:29.0,Defensive rebound by C. Joseph,,16-26,,
0:15.0,B. Biyombo misses 2-pt shot from 1 ft (block by R. Sessions),,16-26,,
0:15.0,Offensive rebound by Team,,16-26,,
0:10.0,D. DeRozan makes 2-pt shot at rim (assist by C. Joseph),2,18-26,,
0:02.0,,,18-26,,R. Sessions misses 2-pt shot from 13 ft
0:00.0,Defensive rebound by C. Joseph,,18-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,T. Ross makes 2-pt shot from 10 ft (assist by K. Lowry),2,20-26,,
11:28.0,,,20-26,,Turnover by R. Sessions (bad pass)
11:09.0,C. Joseph makes 2-pt shot from 12 ft,2,22-26,,
10:57.0,,,22-26,,D. Gooden misses 3-pt shot from 28 ft
10:56.0,Defensive rebound by K. Lowry,,22-26,,
10:49.0,K. Lowry misses 2-pt shot from 3 ft,,22-26,,
10:48.0,,,22-26,,Defensive rebound by D. Gooden
10:43.0,,,22-28,2,R. Sessions makes 2-pt shot at rim (assist by O. Porter)
10:43.0,,,22-28,,Shooting foul by B. Biyombo (drawn by R. Sessions)
10:43.0,,,22-28,,J. Wall enters the game for G. Neal
10:43.0,,,22-29,1,R. Sessions makes free throw 1 of 1
10:30.0,P. Patterson misses 2-pt shot from 15 ft,,22-29,,
10:29.0,Offensive rebound by K. Lowry,,22-29,,
10:26.0,T. Ross makes 3-pt shot from 26 ft (assist by K. Lowry),3,25-29,,
10:08.0,,,25-29,,Turnover by R. Sessions (offensive foul)
10:08.0,,,25-29,,Offensive foul by R. Sessions
9:53.0,C. Joseph makes 2-pt shot from 4 ft,2,27-29,,
9:42.0,,,27-29,,Shooting foul by K. Lowry (drawn by O. Porter)
9:42.0,,,27-30,1,O. Porter makes free throw 1 of 2
9:42.0,,,27-30,,J. Dudley enters the game for D. Gooden
9:42.0,,,27-31,1,O. Porter makes free throw 2 of 2
9:18.0,C. Joseph misses 2-pt shot from 20 ft,,27-31,,
9:18.0,Offensive rebound by Team,,27-31,,
9:18.0,Turnover by Team (shot clock),,27-31,,
9:05.0,,,27-33,2,N. Hilario makes 2-pt shot from 4 ft (assist by J. Dudley)
8:39.0,K. Lowry makes 2-pt shot from 1 ft,2,29-33,,
8:37.0,,,29-33,,Personal foul by N. Hilario (drawn by B. Biyombo)
8:37.0,Personal foul by B. Biyombo,,29-33,,
8:37.0,Official timeout,,29-33,,
8:37.0,,,29-33,,M. Gortat enters the game for N. Hilario
8:24.0,Def 3 sec tech foul by T. Ross,,29-33,,
8:24.0,,,29-34,1,J. Wall makes technical free throw
8:13.0,,,29-34,,J. Wall misses 3-pt shot from 26 ft
8:12.0,Defensive rebound by Team,,29-34,,
7:49.0,C. Joseph misses 2-pt shot from 16 ft,,29-34,,
7:47.0,,,29-34,,Defensive rebound by J. Dudley
7:41.0,,,29-34,,J. Wall misses 2-pt shot from 1 ft (block by B. Biyombo)
7:39.0,Defensive rebound by K. Lowry,,29-34,,
7:36.0,Turnover by K. Lowry (bad pass),,29-34,,
7:18.0,,,29-34,,J. Dudley misses 2-pt shot from 19 ft
7:17.0,Defensive rebound by K. Lowry,,29-34,,
7:09.0,K. Lowry makes 2-pt shot from 15 ft,2,31-34,,
7:01.0,,,31-34,,Turnover by R. Sessions (bad pass)
7:01.0,J. Valanciunas enters the game for P. Patterson,,31-34,,
7:01.0,L. Scola enters the game for B. Biyombo,,31-34,,
7:01.0,,,31-34,,G. Temple enters the game for R. Sessions
6:49.0,,,31-34,,Personal foul by J. Dudley (drawn by K. Lowry)
6:49.0,D. DeRozan enters the game for C. Joseph,,31-34,,
6:35.0,D. DeRozan misses 2-pt shot from 20 ft,,31-34,,
6:34.0,,,31-34,,Defensive rebound by J. Dudley
6:25.0,,,31-34,,Turnover by O. Porter (lost ball)
6:17.0,D. DeRozan makes 2-pt shot from 11 ft,2,33-34,,
6:02.0,,,33-37,3,G. Temple makes 3-pt shot from 25 ft (assist by J. Dudley)
5:41.0,L. Scola misses 2-pt shot from 8 ft,,33-37,,
5:40.0,,,33-37,,Defensive rebound by O. Porter
5:33.0,,,33-37,,J. Wall misses 2-pt shot from 10 ft
5:32.0,Defensive rebound by Team,,33-37,,
5:32.0,,,33-37,,Loose ball foul by M. Gortat (drawn by D. DeRozan)
5:32.0,,,33-37,,Washington full timeout
5:32.0,J. Johnson enters the game for T. Ross,,33-37,,
5:16.0,K. Lowry makes 2-pt shot from 14 ft,2,35-37,,
4:56.0,,,35-37,,Turnover by G. Temple (lost ball; steal by K. Lowry)
4:53.0,,,35-37,,Loose ball foul by G. Temple (drawn by K. Lowry)
4:45.0,Offensive foul by J. Valanciunas,,35-37,,
4:45.0,Turnover by J. Valanciunas (offensive foul),,35-37,,
4:32.0,,,35-37,,G. Temple misses 3-pt shot from 23 ft
4:31.0,Defensive rebound by J. Johnson,,35-37,,
4:17.0,D. DeRozan misses 2-pt shot from 9 ft,,35-37,,
4:15.0,,,35-37,,Defensive rebound by J. Dudley
4:13.0,,,35-37,,Turnover by J. Dudley (bad pass; steal by K. Lowry)
4:04.0,Shooting foul by J. Dudley (drawn by J. Valanciunas),,35-37,,
4:04.0,J. Valanciunas makes free throw 1 of 2,1,36-37,,
4:04.0,J. Valanciunas makes free throw 2 of 2,1,37-37,,
3:53.0,,,37-39,2,J. Wall makes 2-pt shot from 9 ft
3:41.0,D. DeRozan misses 2-pt shot from 14 ft,,37-39,,
3:40.0,,,37-39,,Defensive rebound by O. Porter
3:31.0,,,37-41,2,O. Porter makes 2-pt shot from 1 ft (assist by M. Gortat)
3:21.0,Toronto full timeout,,37-41,,
3:05.0,K. Lowry makes 3-pt shot from 24 ft (assist by D. DeRozan),3,40-41,,
2:47.0,Def 3 sec tech foul by J. Valanciunas,,40-41,,
2:47.0,,,40-42,1,J. Wall makes technical free throw
2:47.0,C. Joseph enters the game for K. Lowry,,40-42,,
2:40.0,,,40-42,,O. Porter misses 3-pt shot from 28 ft (block by J. Johnson)
2:38.0,Defensive rebound by C. Joseph,,40-42,,
2:35.0,J. Johnson makes 2-pt shot at rim (assist by C. Joseph),2,42-42,,
2:20.0,,,42-42,,J. Wall misses 2-pt shot from 17 ft
2:19.0,Defensive rebound by L. Scola,,42-42,,
2:19.0,,,42-42,,Personal foul by O. Porter (drawn by L. Scola)
2:19.0,L. Scola makes free throw 1 of 2,1,43-42,,
2:19.0,,,43-42,,K. Oubre enters the game for O. Porter
2:19.0,L. Scola makes free throw 2 of 2,1,44-42,,
2:11.0,,,44-42,,J. Wall misses 2-pt shot at rim
2:10.0,Defensive rebound by D. DeRozan,,44-42,,
2:03.0,D. DeRozan misses 2-pt shot from 10 ft,,44-42,,
2:03.0,,,44-42,,Defensive rebound by M. Gortat
1:53.0,,,44-44,2,J. Wall makes 2-pt shot from 8 ft
1:28.0,J. Valanciunas misses 2-pt shot from 12 ft,,44-44,,
1:27.0,,,44-44,,Defensive rebound by M. Gortat
1:19.0,,,44-47,3,K. Oubre makes 3-pt shot from 26 ft (assist by G. Temple)
1:04.0,Offensive foul by J. Valanciunas,,44-47,,
1:04.0,Turnover by J. Valanciunas (offensive foul),,44-47,,
1:04.0,,,44-47,,D. Gooden enters the game for J. Dudley
0:55.0,,,44-47,,J. Wall misses 2-pt shot from 10 ft
0:53.0,Defensive rebound by J. Johnson,,44-47,,
0:43.0,L. Scola misses 2-pt shot from 21 ft,,44-47,,
0:41.0,Offensive rebound by Team,,44-47,,
0:41.0,,,44-47,,Loose ball foul by M. Gortat (drawn by J. Valanciunas)
0:41.0,J. Valanciunas misses free throw 1 of 2,,44-47,,
0:41.0,Offensive rebound by Team,,44-47,,
0:41.0,,,44-47,,N. Hilario enters the game for M. Gortat
0:41.0,P. Patterson enters the game for L. Scola,,44-47,,
0:41.0,J. Valanciunas makes free throw 2 of 2,1,45-47,,
0:33.0,,,45-47,,G. Temple misses 2-pt shot from 1 ft (block by J. Valanciunas)
0:32.0,Defensive rebound by J. Valanciunas,,45-47,,
0:14.0,Shooting foul by K. Oubre (drawn by D. DeRozan),,45-47,,
0:14.0,D. DeRozan makes free throw 1 of 2,1,46-47,,
0:14.0,B. Biyombo enters the game for J. Valanciunas,,46-47,,
0:14.0,,,46-47,,G. Neal enters the game for N. Hilario
0:14.0,K. Lowry enters the game for P. Patterson,,46-47,,
0:14.0,D. DeRozan makes free throw 2 of 2,1,47-47,,
0:07.0,Personal take foul by C. Joseph (drawn by J. Wall),,47-47,,
0:07.0,,,47-47,,Washington full timeout
0:02.0,,,47-47,,D. Gooden misses 3-pt shot from 27 ft (block by D. DeRozan)
0:01.0,,,47-47,,Offensive rebound by D. Gooden
0:00.0,,,47-47,,G. Neal misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by Team,,47-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,Turnover by J. Valanciunas (3 sec),,47-47,,
11:21.0,,,47-47,,M. Gortat misses 2-pt shot from 4 ft
11:20.0,,,47-47,,Offensive rebound by M. Gortat
11:14.0,Violation by J. Valanciunas (kicked ball),,47-47,,
11:08.0,,,47-49,2,M. Gortat makes 2-pt shot from 8 ft
10:45.0,J. Valanciunas misses 2-pt shot from 9 ft,,47-49,,
10:44.0,,,47-49,,Defensive rebound by J. Wall
10:34.0,,,47-49,,J. Dudley misses 3-pt shot from 23 ft
10:33.0,Defensive rebound by J. Valanciunas,,47-49,,
10:18.0,Shooting foul by G. Temple (drawn by D. DeRozan),,47-49,,
10:18.0,D. DeRozan makes free throw 1 of 2,1,48-49,,
10:18.0,D. DeRozan makes free throw 2 of 2,1,49-49,,
10:05.0,,,49-51,2,O. Porter makes 2-pt shot from 1 ft (assist by M. Gortat)
9:41.0,K. Lowry misses 2-pt shot from 5 ft,,49-51,,
9:40.0,,,49-51,,Defensive rebound by J. Wall
9:26.0,,,49-51,,J. Wall misses 2-pt shot from 17 ft
9:25.0,Defensive rebound by L. Scola,,49-51,,
9:18.0,D. DeRozan misses 2-pt shot from 8 ft (block by J. Wall),,49-51,,
9:15.0,Offensive rebound by L. Scola,,49-51,,
9:13.0,L. Scola makes 2-pt shot from 2 ft,2,51-51,,
9:02.0,,,51-51,,Turnover by M. Gortat (lost ball; steal by K. Lowry)
8:57.0,K. Lowry misses 3-pt shot from 27 ft,,51-51,,
8:55.0,,,51-51,,Defensive rebound by M. Gortat
8:41.0,,,51-53,2,J. Wall makes 2-pt shot from 1 ft
8:20.0,Turnover by K. Lowry (lost ball; steal by G. Temple),,51-53,,
8:16.0,,,51-55,2,G. Temple makes 2-pt shot at rim
8:14.0,Toronto full timeout,,51-55,,
8:05.0,Offensive foul by J. Valanciunas,,51-55,,
8:05.0,Turnover by J. Valanciunas (offensive foul),,51-55,,
7:49.0,,,51-55,,M. Gortat misses 2-pt shot from 2 ft (block by J. Valanciunas)
7:48.0,,,51-55,,Offensive rebound by O. Porter
7:42.0,,,51-55,,O. Porter misses 2-pt shot from 20 ft
7:41.0,Defensive rebound by J. Johnson,,51-55,,
7:28.0,J. Valanciunas misses 2-pt shot from 1 ft (block by J. Wall),,51-55,,
7:27.0,Offensive rebound by Team,,51-55,,
7:24.0,L. Scola makes 2-pt shot from 1 ft (assist by K. Lowry),2,53-55,,
7:24.0,Shooting foul by J. Wall (drawn by L. Scola),,53-55,,
7:24.0,L. Scola makes free throw 1 of 1,1,54-55,,
7:14.0,,,54-55,,M. Gortat misses 2-pt shot from 14 ft
7:13.0,Defensive rebound by K. Lowry,,54-55,,
6:58.0,D. DeRozan makes 2-pt shot from 2 ft,2,56-55,,
6:48.0,,,56-57,2,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall)
6:29.0,J. Johnson makes 2-pt shot from 1 ft,2,58-57,,
6:25.0,,,58-57,,Turnover by J. Wall (bad pass)
6:06.0,J. Johnson misses 2-pt shot at rim (block by M. Gortat),,58-57,,
6:04.0,Offensive rebound by J. Johnson,,58-57,,
6:03.0,J. Johnson makes 2-pt shot from 5 ft,2,60-57,,
5:49.0,,,60-57,,G. Temple misses 2-pt shot from 16 ft
5:48.0,Defensive rebound by J. Valanciunas,,60-57,,
5:40.0,L. Scola makes 2-pt shot from 6 ft (assist by K. Lowry),2,62-57,,
5:40.0,,,62-57,,Washington full timeout
5:21.0,,,62-59,2,J. Wall makes 2-pt shot from 18 ft
4:57.0,D. DeRozan makes 3-pt shot from 28 ft,3,65-59,,
4:46.0,,,65-59,,Turnover by J. Wall (lost ball)
4:29.0,Turnover by L. Scola (lost ball; steal by G. Temple),,65-59,,
4:29.0,Loose ball foul by L. Scola (drawn by G. Temple),,65-59,,
4:16.0,,,65-59,,Turnover by M. Gortat (lost ball; steal by K. Lowry)
4:12.0,Turnover by J. Johnson (lost ball; steal by O. Porter),,65-59,,
4:07.0,,,65-59,,Turnover by J. Dudley (lost ball; steal by D. DeRozan)
4:01.0,L. Scola misses 3-pt shot from 25 ft,,65-59,,
4:00.0,Offensive rebound by J. Johnson,,65-59,,
3:57.0,J. Johnson makes 2-pt shot from 1 ft,2,67-59,,
3:41.0,,,67-59,,G. Temple misses 2-pt shot from 4 ft (block by J. Valanciunas)
3:40.0,,,67-59,,Offensive rebound by Team
3:40.0,T. Ross enters the game for J. Johnson,,67-59,,
3:40.0,,,67-59,,G. Neal enters the game for G. Temple
3:40.0,P. Patterson enters the game for L. Scola,,67-59,,
3:37.0,,,67-59,,O. Porter misses 2-pt shot from 21 ft
3:36.0,Defensive rebound by D. DeRozan,,67-59,,
3:30.0,Turnover by J. Valanciunas (step out of bounds),,67-59,,
3:16.0,,,67-59,,G. Neal misses 2-pt shot from 8 ft
3:15.0,Defensive rebound by K. Lowry,,67-59,,
3:06.0,,,67-59,,Personal foul by O. Porter (drawn by K. Lowry)
3:06.0,,,67-59,,N. Hilario enters the game for M. Gortat
3:06.0,,,67-59,,R. Sessions enters the game for J. Wall
3:06.0,B. Biyombo enters the game for J. Valanciunas,,67-59,,
2:50.0,K. Lowry makes 2-pt shot from 19 ft,2,69-59,,
2:36.0,,,69-61,2,N. Hilario makes 2-pt shot at rim (assist by J. Dudley)
2:17.0,D. DeRozan misses 3-pt shot from 25 ft,,69-61,,
2:16.0,,,69-61,,Defensive rebound by G. Neal
2:06.0,,,69-61,,R. Sessions misses 3-pt shot from 27 ft
2:05.0,Defensive rebound by B. Biyombo,,69-61,,
1:58.0,Shooting foul by O. Porter (drawn by D. DeRozan),,69-61,,
1:58.0,D. DeRozan makes free throw 1 of 2,1,70-61,,
1:58.0,C. Joseph enters the game for K. Lowry,,70-61,,
1:58.0,,,70-61,,K. Oubre enters the game for O. Porter
1:58.0,D. DeRozan makes free throw 2 of 2,1,71-61,,
1:44.0,,,71-61,,R. Sessions misses 2-pt shot from 9 ft
1:43.0,Defensive rebound by B. Biyombo,,71-61,,
1:27.0,D. DeRozan misses 2-pt shot from 19 ft,,71-61,,
1:26.0,,,71-61,,Defensive rebound by G. Neal
1:17.0,,,71-61,,R. Sessions misses 3-pt shot from 24 ft
1:16.0,Defensive rebound by D. DeRozan,,71-61,,
0:56.0,Offensive foul by C. Joseph,,71-61,,
0:56.0,Turnover by C. Joseph (offensive foul),,71-61,,
0:37.0,,,71-61,,N. Hilario misses 2-pt shot from 15 ft
0:36.0,Defensive rebound by B. Biyombo,,71-61,,
0:29.0,D. DeRozan makes 2-pt shot from 15 ft,2,73-61,,
0:09.0,,,73-61,,N. Hilario misses 2-pt shot from 19 ft
0:08.0,Defensive rebound by D. DeRozan,,73-61,,
0:02.0,D. DeRozan misses 3-pt shot from 28 ft,,73-61,,
0:01.0,,,73-61,,Defensive rebound by N. Hilario
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,73-61,,G. Neal misses 2-pt shot from 12 ft
11:38.0,Defensive rebound by T. Ross,,73-61,,
11:21.0,Turnover by C. Joseph (bad pass; steal by N. Hilario),,73-61,,
11:17.0,,,73-61,,R. Sessions misses 2-pt shot at rim (block by B. Biyombo)
11:11.0,Defensive rebound by K. Lowry,,73-61,,
11:05.0,Turnover by T. Ross (step out of bounds),,73-61,,
10:55.0,,,73-61,,G. Neal misses 3-pt shot from 27 ft
10:53.0,Defensive rebound by B. Biyombo,,73-61,,
10:45.0,K. Lowry misses 3-pt shot from 25 ft,,73-61,,
10:44.0,,,73-61,,Defensive rebound by R. Sessions
10:25.0,,,73-61,,Shooting foul by C. Joseph (drawn by K. Oubre)
10:25.0,,,73-62,1,K. Oubre makes free throw 1 of 2
10:25.0,,,73-62,,K. Oubre misses free throw 2 of 2
10:25.0,Defensive rebound by B. Biyombo,,73-62,,
10:10.0,Turnover by C. Joseph (lost ball; steal by G. Neal),,73-62,,
10:04.0,,,73-62,,G. Neal misses 2-pt shot at rim (block by B. Biyombo)
10:02.0,,,73-62,,Offensive rebound by K. Oubre
10:02.0,,,73-62,,Turnover by K. Oubre (lost ball)
9:53.0,Turnover by P. Patterson (traveling),,73-62,,
9:37.0,,,73-62,,N. Hilario misses 2-pt shot from 5 ft
9:36.0,Defensive rebound by B. Biyombo,,73-62,,
9:28.0,Shooting foul by K. Oubre (drawn by K. Lowry),,73-62,,
9:28.0,K. Lowry makes free throw 1 of 2,1,74-62,,
9:28.0,K. Lowry makes free throw 2 of 2,1,75-62,,
9:10.0,,,75-64,2,G. Neal makes 2-pt shot from 18 ft
8:49.0,Turnover by B. Biyombo (lost ball; steal by G. Neal),,75-64,,
8:47.0,Personal take foul by P. Patterson (drawn by R. Sessions),,75-64,,
8:47.0,Official timeout,,75-64,,
8:47.0,,,75-64,,M. Gortat enters the game for D. Gooden
8:47.0,,,75-64,,O. Porter enters the game for N. Hilario
8:47.0,D. DeRozan enters the game for T. Ross,,75-64,,
8:25.0,,,75-64,,K. Oubre misses 3-pt shot from 27 ft
8:24.0,,,75-64,,Offensive rebound by G. Neal
8:15.0,,,75-66,2,M. Gortat makes 2-pt shot from 1 ft (assist by O. Porter)
8:02.0,,,75-66,,Def 3 sec tech foul by M. Gortat
8:02.0,D. DeRozan misses technical free throw,,75-66,,
8:02.0,Offensive rebound by Team,,75-66,,
7:56.0,,,75-66,,Personal foul by G. Neal (drawn by C. Joseph)
7:42.0,K. Lowry makes 3-pt shot from 26 ft,3,78-66,,
7:29.0,,,78-66,,G. Neal misses 3-pt shot from 26 ft
7:28.0,,,78-66,,Offensive rebound by R. Sessions
7:17.0,,,78-66,,J. Wall enters the game for G. Neal
7:15.0,,,78-66,,R. Sessions misses 2-pt shot from 1 ft (block by C. Joseph)
7:13.0,Defensive rebound by K. Lowry,,78-66,,
6:58.0,D. DeRozan makes 2-pt shot from 17 ft,2,80-66,,
6:45.0,,,80-69,3,R. Sessions makes 3-pt shot from 26 ft (assist by J. Wall)
6:22.0,K. Lowry makes 2-pt shot from 21 ft,2,82-69,,
6:07.0,,,82-69,,Shooting foul by B. Biyombo (drawn by R. Sessions)
6:07.0,,,82-70,1,R. Sessions makes free throw 1 of 2
6:07.0,,,82-70,,G. Temple enters the game for K. Oubre
6:07.0,J. Valanciunas enters the game for B. Biyombo,,82-70,,
6:07.0,,,82-71,1,R. Sessions makes free throw 2 of 2
5:41.0,K. Lowry makes 3-pt shot from 22 ft,3,85-71,,
5:21.0,,,85-73,2,R. Sessions makes 2-pt shot from 15 ft
4:57.0,D. DeRozan makes 2-pt shot from 19 ft,2,87-73,,
4:46.0,,,87-73,,Shooting foul by K. Lowry (drawn by M. Gortat)
4:46.0,,,87-73,,Washington full timeout
4:46.0,,,87-74,1,M. Gortat makes free throw 1 of 2
4:46.0,,,87-75,1,M. Gortat makes free throw 2 of 2
4:28.0,,,87-75,,Personal foul by G. Temple (drawn by C. Joseph)
4:13.0,C. Joseph misses 3-pt shot from 29 ft,,87-75,,
4:12.0,,,87-75,,Defensive rebound by R. Sessions
4:05.0,,,87-77,2,R. Sessions makes 2-pt shot from 14 ft
3:47.0,Shooting foul by G. Temple (drawn by D. DeRozan),,87-77,,
3:47.0,D. DeRozan makes free throw 1 of 2,1,88-77,,
3:47.0,D. DeRozan makes free throw 2 of 2,1,89-77,,
3:32.0,,,89-77,,Turnover by J. Wall (bad pass)
3:10.0,K. Lowry misses 2-pt shot from 1 ft (block by M. Gortat),,89-77,,
3:08.0,,,89-77,,Defensive rebound by R. Sessions
3:05.0,,,89-79,2,O. Porter makes 2-pt shot at rim (assist by G. Temple)
3:05.0,Flagrant foul type 1 by P. Patterson (drawn by O. Porter),,89-79,,
