time,Toronto,pts.away,score,pts.home,Cleveland
2:19.0,N. Powell misses 2-pt shot from 1 ft,,73-114,,
2:19.0,Offensive rebound by J. Thompson,,73-114,,
2:16.0,J. Thompson misses 2-pt shot from 1 ft,,73-114,,
2:16.0,,,73-114,,Defensive rebound by R. Jefferson
2:16.0,Toronto full timeout,,73-114,,
2:04.0,,,73-114,,Turnover by M. Williams (bad pass)
1:53.0,,,73-114,,Personal foul by M. Williams
1:53.0,D. Wright makes free throw 1 of 2,1,74-114,,
1:53.0,D. Wright misses free throw 2 of 2,,74-114,,
1:52.0,,,74-114,,Defensive rebound by T. Mozgov
1:33.0,,,74-114,,Turnover by T. Mozgov (traveling)
1:22.0,N. Powell makes 2-pt shot at rim (assist by J. Thompson),2,76-114,,
1:11.0,Personal foul by T. Ross,,76-114,,
1:05.0,,,76-116,2,D. Jones makes 2-pt shot from 4 ft
0:44.0,T. Ross misses 3-pt shot from 25 ft,,76-116,,
0:44.0,,,76-116,,Defensive rebound by R. Jefferson
0:29.0,,,76-116,,D. Jones misses 2-pt shot from 19 ft
0:28.0,Defensive rebound by J. Johnson,,76-116,,
0:22.0,N. Powell makes 2-pt shot from 14 ft (assist by J. Johnson),2,78-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
