time,New Orleans,pts.away,score,pts.home,Memphis
2:26.0,,,19-18,,J. Green misses 2-pt shot from 17 ft
2:26.0,,,19-18,,Offensive rebound by Z. Randolph
2:22.0,,,19-18,,Shooting foul by A. Davis (drawn by Z. Randolph)
2:22.0,,,19-19,1,Z. Randolph makes free throw 1 of 2
2:22.0,,,19-20,1,Z. Randolph makes free throw 2 of 2
2:11.0,R. Anderson misses 3-pt shot from 25 ft,,19-20,,
2:10.0,,,19-20,,Defensive rebound by M. Barnes
2:00.0,,,19-20,,Z. Randolph misses 2-pt shot from 11 ft
1:58.0,Defensive rebound by J. Holiday,,19-20,,
1:49.0,Turnover by A. Davis (kicked ball),,19-20,,
1:29.0,,,19-20,,M. Barnes misses 3-pt shot from 22 ft
1:28.0,Defensive rebound by E. Gordon,,19-20,,
1:17.0,R. Anderson makes 2-pt shot from 9 ft,2,21-20,,
1:00.0,,,21-22,2,M. Barnes makes 2-pt shot at rim (assist by M. Chalmers)
0:53.0,J. Holiday makes 2-pt shot at rim,2,23-22,,
0:53.0,Shooting foul by M. Chalmers (drawn by J. Holiday),,23-22,,
0:53.0,A. Ajinca enters the game for A. Davis,,23-22,,
0:53.0,J. Holiday makes free throw 1 of 1,1,24-22,,
0:37.0,,,24-22,,J. Green misses 2-pt shot from 9 ft
0:36.0,Defensive rebound by J. Holiday,,24-22,,
0:16.0,J. Holiday makes 2-pt shot from 18 ft,2,26-22,,
0:03.0,,,26-22,,Shooting foul by J. Holiday (drawn by M. Chalmers)
0:03.0,,,26-23,1,M. Chalmers makes free throw 1 of 2
0:03.0,,,26-23,,J. Green enters the game for Z. Randolph
0:03.0,,,26-24,1,M. Chalmers makes free throw 2 of 2
0:01.0,D. Cunningham misses 3-pt shot from 50 ft,,26-24,,
0:00.0,Offensive rebound by Team,,26-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,R. Anderson misses 3-pt shot from 23 ft,,26-24,,
11:47.0,,,26-24,,Defensive rebound by J. Green
11:24.0,,,26-27,3,M. Conley makes 3-pt shot from 27 ft
11:11.0,J. Holiday misses 3-pt shot from 25 ft,,26-27,,
11:09.0,,,26-27,,Defensive rebound by V. Carter
10:51.0,,,26-30,3,M. Conley makes 3-pt shot from 25 ft (assist by J. Green)
10:37.0,R. Anderson makes 2-pt shot from 22 ft (assist by J. Holiday),2,28-30,,
10:18.0,,,28-32,2,J. Green makes 2-pt shot from 1 ft (assist by M. Conley)
10:18.0,,,28-32,,Shooting foul by E. Gordon (drawn by J. Green)
10:18.0,N. Cole enters the game for E. Gordon,,28-32,,
10:18.0,,,28-33,1,J. Green makes free throw 1 of 1
10:07.0,J. Holiday makes 2-pt shot from 1 ft,2,30-33,,
9:53.0,,,30-33,,J. Green misses 2-pt shot from 1 ft
9:51.0,Defensive rebound by R. Anderson,,30-33,,
9:36.0,A. Ajinca misses 2-pt shot from 15 ft,,30-33,,
9:34.0,,,30-33,,Defensive rebound by V. Carter
9:24.0,,,30-33,,M. Conley misses 2-pt shot from 15 ft
9:22.0,Defensive rebound by Team,,30-33,,
9:03.0,N. Cole misses 3-pt shot from 25 ft,,30-33,,
9:02.0,,,30-33,,Defensive rebound by Team
9:02.0,Loose ball foul by A. Ajinca (drawn by J. Green),,30-33,,
8:42.0,,,30-35,2,J. Green makes 2-pt shot from 6 ft (assist by M. Conley)
8:30.0,A. Ajinca misses 2-pt shot at rim (block by J. Green),,30-35,,
8:27.0,Offensive rebound by A. Ajinca,,30-35,,
8:27.0,A. Ajinca misses 2-pt shot from 5 ft,,30-35,,
8:25.0,Offensive rebound by A. Gee,,30-35,,
8:10.0,R. Anderson makes 2-pt shot from 10 ft,2,32-35,,
7:51.0,,,32-35,,Memphis full timeout
7:51.0,A. Davis enters the game for A. Ajinca,,32-35,,
7:43.0,,,32-35,,M. Conley misses 2-pt shot from 4 ft
7:43.0,Defensive rebound by A. Davis,,32-35,,
7:36.0,,,32-35,,Personal foul by M. Conley (drawn by A. Davis)
7:36.0,,,32-35,,M. Gasol enters the game for V. Carter
7:36.0,,,32-35,,C. Lee enters the game for J. Green
7:28.0,Turnover by J. Holiday (bad pass),,32-35,,
7:20.0,Personal foul by R. Anderson (drawn by M. Conley),,32-35,,
7:06.0,,,32-35,,M. Gasol misses 2-pt shot from 6 ft (block by A. Davis)
7:04.0,Defensive rebound by A. Gee,,32-35,,
7:01.0,N. Cole makes 2-pt shot at rim (assist by A. Gee),2,34-35,,
6:40.0,,,34-35,,J. Green misses 3-pt shot from 26 ft
6:39.0,Defensive rebound by A. Gee,,34-35,,
6:27.0,R. Anderson misses 2-pt shot from 1 ft (block by J. Green),,34-35,,
6:26.0,,,34-35,,Defensive rebound by M. Barnes
6:18.0,,,34-35,,J. Green misses 2-pt shot at rim
6:17.0,,,34-35,,Offensive rebound by J. Green
6:17.0,,,34-37,2,J. Green makes 2-pt shot at rim
6:04.0,Turnover by A. Davis (bad pass),,34-37,,
5:49.0,,,34-37,,Turnover by M. Gasol (lost ball; steal by N. Cole)
5:45.0,N. Cole misses 2-pt shot from 1 ft,,34-37,,
5:41.0,,,34-37,,Defensive rebound by M. Gasol
5:37.0,,,34-40,3,C. Lee makes 3-pt shot from 25 ft (assist by J. Green)
5:35.0,New Orleans full timeout,,34-40,,
5:35.0,,,34-40,,M. Chalmers enters the game for M. Conley
5:20.0,A. Davis misses 3-pt shot from 23 ft,,34-40,,
5:18.0,Offensive rebound by R. Anderson,,34-40,,
5:18.0,R. Anderson misses 2-pt shot at rim,,34-40,,
5:16.0,,,34-40,,Defensive rebound by C. Lee
4:54.0,,,34-42,2,C. Lee makes 2-pt shot from 18 ft (assist by M. Chalmers)
4:39.0,R. Anderson makes 2-pt shot from 20 ft (assist by J. Holiday),2,36-42,,
4:18.0,,,36-42,,M. Barnes misses 3-pt shot from 22 ft
4:17.0,Defensive rebound by A. Davis,,36-42,,
4:06.0,R. Anderson misses 2-pt shot from 1 ft,,36-42,,
4:02.0,,,36-42,,Defensive rebound by J. Green
3:55.0,,,36-44,2,J. Green makes 2-pt shot from 3 ft (assist by M. Gasol)
3:47.0,J. Holiday makes 2-pt shot from 5 ft,2,38-44,,
3:47.0,Shooting foul by C. Lee (drawn by J. Holiday),,38-44,,
3:47.0,,,38-44,,Z. Randolph enters the game for J. Green
3:47.0,,,38-44,,T. Allen enters the game for M. Barnes
3:47.0,O. Asik enters the game for R. Anderson,,38-44,,
3:47.0,J. Holiday makes free throw 1 of 1,1,39-44,,
3:29.0,,,39-44,,C. Lee misses 2-pt shot from 18 ft
3:28.0,Defensive rebound by A. Davis,,39-44,,
3:15.0,A. Davis misses 2-pt shot from 5 ft,,39-44,,
3:12.0,Offensive rebound by A. Gee,,39-44,,
3:12.0,A. Gee misses 2-pt shot at rim,,39-44,,
3:09.0,,,39-44,,Defensive rebound by Z. Randolph
2:53.0,,,39-44,,Z. Randolph misses 2-pt shot from 20 ft
2:51.0,Defensive rebound by A. Gee,,39-44,,
2:42.0,Turnover by A. Gee (lost ball),,39-44,,
2:42.0,,,39-44,,Memphis full timeout
2:42.0,E. Gordon enters the game for J. Holiday,,39-44,,
2:42.0,D. Cunningham enters the game for A. Gee,,39-44,,
2:25.0,,,39-44,,Turnover by M. Chalmers (lost ball; steal by E. Gordon)
2:24.0,,,39-44,,Personal take foul by M. Chalmers (drawn by E. Gordon)
2:14.0,A. Davis makes 2-pt shot from 19 ft (assist by N. Cole),2,41-44,,
2:14.0,Shooting foul by M. Gasol (drawn by A. Davis),,41-44,,
2:14.0,A. Davis makes free throw 1 of 1,1,42-44,,
2:01.0,Personal foul by O. Asik (drawn by Z. Randolph),,42-44,,
1:55.0,Violation by N. Cole (kicked ball),,42-44,,
1:44.0,,,42-44,,T. Allen misses 2-pt shot from 1 ft
1:43.0,Defensive rebound by D. Cunningham,,42-44,,
1:33.0,Shooting foul by T. Allen (drawn by A. Davis),,42-44,,
1:33.0,A. Davis makes free throw 1 of 2,1,43-44,,
1:33.0,A. Davis makes free throw 2 of 2,1,44-44,,
1:19.0,,,44-44,,Turnover by M. Chalmers (lost ball; steal by D. Cunningham)
1:18.0,,,44-44,,Loose ball foul by T. Allen (drawn by D. Cunningham)
1:18.0,D. Cunningham makes free throw 1 of 2,1,45-44,,
1:18.0,,,45-44,,M. Conley enters the game for M. Chalmers
1:18.0,D. Cunningham makes free throw 2 of 2,1,46-44,,
1:12.0,,,46-44,,Memphis full timeout
0:54.0,,,46-46,2,M. Conley makes 2-pt shot from 8 ft (assist by C. Lee)
0:47.0,,,46-46,,Violation by M. Conley (kicked ball)
0:33.0,A. Davis makes 2-pt shot from 6 ft,2,48-46,,
0:23.0,,,48-49,3,C. Lee makes 3-pt shot from 25 ft (assist by M. Gasol)
0:15.0,New Orleans full timeout,,48-49,,
0:15.0,,,48-49,,M. Barnes enters the game for M. Gasol
0:15.0,R. Anderson enters the game for D. Cunningham,,48-49,,
0:15.0,J. Holiday enters the game for O. Asik,,48-49,,
0:01.0,R. Anderson makes 3-pt shot from 29 ft (assist by N. Cole),3,51-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,E. Gordon misses 2-pt shot from 1 ft,,51-49,,
11:40.0,,,51-49,,Defensive rebound by Z. Randolph
11:24.0,,,51-49,,M. Gasol misses 2-pt shot from 14 ft
11:24.0,Defensive rebound by Team,,51-49,,
11:24.0,,,51-49,,Loose ball foul by Z. Randolph (drawn by O. Asik)
11:08.0,A. Davis misses 2-pt shot from 18 ft,,51-49,,
11:08.0,,,51-49,,Defensive rebound by M. Gasol
10:54.0,,,51-51,2,M. Conley makes 2-pt shot from 20 ft (assist by Z. Randolph)
10:39.0,E. Gordon makes 3-pt shot from 25 ft (assist by A. Davis),3,54-51,,
10:19.0,,,54-53,2,C. Lee makes 2-pt shot from 13 ft (assist by M. Conley)
9:55.0,N. Cole misses 3-pt shot from 25 ft,,54-53,,
9:55.0,,,54-53,,Defensive rebound by C. Lee
9:47.0,,,54-53,,M. Gasol misses 2-pt shot from 13 ft
9:44.0,,,54-53,,Offensive rebound by T. Allen
9:44.0,,,54-53,,T. Allen misses 2-pt shot at rim
9:44.0,,,54-53,,Offensive rebound by T. Allen
9:44.0,,,54-53,,T. Allen misses 2-pt shot at rim
9:42.0,Defensive rebound by A. Davis,,54-53,,
9:29.0,N. Cole misses 2-pt shot at rim,,54-53,,
9:27.0,Offensive rebound by O. Asik,,54-53,,
9:27.0,O. Asik makes 2-pt shot at rim,2,56-53,,
9:11.0,,,56-53,,C. Lee misses 2-pt shot from 12 ft (block by A. Davis)
9:10.0,,,56-53,,Offensive rebound by Z. Randolph
9:07.0,,,56-55,2,Z. Randolph makes 2-pt shot from 1 ft
8:55.0,D. Cunningham misses 2-pt shot from 20 ft,,56-55,,
8:55.0,,,56-55,,Defensive rebound by M. Conley
8:43.0,,,56-55,,Shooting foul by O. Asik (drawn by M. Gasol)
8:43.0,,,56-55,,M. Gasol misses free throw 1 of 2
8:43.0,,,56-55,,Offensive rebound by Team
8:43.0,,,56-56,1,M. Gasol makes free throw 2 of 2
8:26.0,E. Gordon misses 3-pt shot from 26 ft,,56-56,,
8:25.0,,,56-56,,Defensive rebound by Z. Randolph
8:05.0,,,56-58,2,C. Lee makes 2-pt shot from 21 ft (assist by M. Conley)
7:54.0,,,56-58,,Personal foul by T. Allen (drawn by E. Gordon)
7:46.0,,,56-58,,Personal foul by Z. Randolph (drawn by A. Davis)
7:38.0,O. Asik makes 2-pt shot at rim (assist by A. Davis),2,58-58,,
7:23.0,,,58-60,2,M. Gasol makes 2-pt shot from 7 ft (assist by M. Conley)
7:06.0,E. Gordon misses 2-pt shot from 5 ft,,58-60,,
7:06.0,Offensive rebound by Team,,58-60,,
7:06.0,,,58-60,,Loose ball foul by M. Conley (drawn by O. Asik)
6:57.0,D. Cunningham misses 3-pt shot from 24 ft,,58-60,,
6:56.0,,,58-60,,Defensive rebound by C. Lee
6:48.0,,,58-60,,Z. Randolph misses 2-pt shot from 3 ft (block by A. Davis)
6:46.0,Defensive rebound by N. Cole,,58-60,,
6:41.0,N. Cole makes 2-pt shot from 18 ft,2,60-60,,
6:27.0,,,60-60,,M. Gasol misses 2-pt shot from 8 ft (block by D. Cunningham)
6:27.0,,,60-60,,Offensive rebound by M. Gasol
6:21.0,,,60-63,3,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol)
6:14.0,New Orleans full timeout,,60-63,,
6:14.0,J. Holiday enters the game for A. Davis,,60-63,,
6:14.0,R. Anderson enters the game for N. Cole,,60-63,,
5:57.0,J. Holiday misses 2-pt shot from 18 ft,,60-63,,
5:56.0,Offensive rebound by Team,,60-63,,
5:47.0,Turnover by J. Holiday (bad pass; steal by T. Allen),,60-63,,
5:43.0,,,60-63,,M. Conley misses 2-pt shot at rim
5:40.0,Defensive rebound by R. Anderson,,60-63,,
5:35.0,D. Cunningham makes 3-pt shot from 23 ft (assist by E. Gordon),3,63-63,,
5:12.0,Personal foul by D. Cunningham (drawn by M. Conley),,63-63,,
4:57.0,,,63-63,,M. Conley misses 3-pt shot from 25 ft
4:55.0,,,63-63,,Offensive rebound by M. Gasol
4:48.0,Def 3 sec tech foul by O. Asik,,63-63,,
4:48.0,,,63-64,1,C. Lee makes technical free throw
4:48.0,,,63-64,,M. Chalmers enters the game for M. Conley
4:37.0,,,63-64,,Z. Randolph misses 2-pt shot from 11 ft
4:36.0,Defensive rebound by O. Asik,,63-64,,
4:23.0,J. Holiday misses 2-pt shot from 1 ft,,63-64,,
4:21.0,Offensive rebound by O. Asik,,63-64,,
4:21.0,O. Asik makes 2-pt shot from 1 ft,2,65-64,,
4:13.0,,,65-64,,Offensive foul by M. Chalmers
4:13.0,,,65-64,,Turnover by M. Chalmers (offensive foul)
4:00.0,E. Gordon misses 2-pt shot from 4 ft,,65-64,,
3:56.0,,,65-64,,Defensive rebound by Z. Randolph
3:48.0,,,65-66,2,M. Gasol makes 2-pt shot from 6 ft (assist by M. Chalmers)
3:26.0,J. Holiday misses 2-pt shot from 19 ft,,65-66,,
3:25.0,,,65-66,,Defensive rebound by T. Allen
3:18.0,Personal foul by R. Anderson (drawn by Z. Randolph),,65-66,,
3:18.0,A. Ajinca enters the game for O. Asik,,65-66,,
3:18.0,,,65-66,,M. Barnes enters the game for Z. Randolph
3:02.0,,,65-66,,M. Barnes misses 3-pt shot from 25 ft
3:02.0,Defensive rebound by A. Ajinca,,65-66,,
2:48.0,R. Anderson misses 3-pt shot from 26 ft,,65-66,,
2:48.0,,,65-66,,Defensive rebound by M. Chalmers
2:36.0,,,65-66,,Shooting foul by D. Cunningham (drawn by T. Allen)
2:36.0,,,65-66,,Memphis full timeout
2:36.0,,,65-66,,J. Green enters the game for C. Lee
2:36.0,A. Gee enters the game for D. Cunningham,,65-66,,
2:36.0,,,65-67,1,T. Allen makes free throw 1 of 2
2:36.0,,,65-68,1,T. Allen makes free throw 2 of 2
2:22.0,R. Anderson misses 2-pt shot from 13 ft,,65-68,,
2:18.0,,,65-68,,Defensive rebound by T. Allen
2:00.0,,,65-68,,J. Green misses 2-pt shot from 15 ft
1:57.0,Defensive rebound by A. Ajinca,,65-68,,
1:47.0,A. Ajinca makes 2-pt shot from 1 ft (assist by J. Holiday),2,67-68,,
1:26.0,,,67-68,,M. Chalmers misses 2-pt shot from 18 ft
1:25.0,Defensive rebound by Team,,67-68,,
1:25.0,,,67-68,,Loose ball foul by T. Allen (drawn by A. Gee)
1:25.0,A. Gee makes free throw 1 of 2,1,68-68,,
1:25.0,,,68-68,,V. Carter enters the game for T. Allen
1:25.0,A. Gee makes free throw 2 of 2,1,69-68,,
1:14.0,Personal foul by R. Anderson (drawn by J. Green),,69-68,,
1:14.0,,,69-69,1,J. Green makes free throw 1 of 2
1:14.0,,,69-70,1,J. Green makes free throw 2 of 2
1:06.0,Shooting foul by J. Green (drawn by E. Gordon),,69-70,,
1:06.0,E. Gordon makes free throw 1 of 2,1,70-70,,
1:06.0,E. Gordon makes free throw 2 of 2,1,71-70,,
0:56.0,,,71-70,,M. Barnes misses 3-pt shot from 24 ft
0:55.0,Defensive rebound by A. Gee,,71-70,,
0:44.0,A. Ajinca makes 2-pt shot from 16 ft (assist by J. Holiday),2,73-70,,
0:23.0,,,73-72,2,J. Green makes 2-pt shot from 16 ft
0:02.0,J. Holiday makes 3-pt shot from 25 ft,3,76-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,76-74,2,M. Gasol makes 2-pt shot at rim (assist by M. Conley)
11:29.0,J. Holiday makes 2-pt shot from 14 ft,2,78-74,,
11:09.0,,,78-74,,Shooting foul by A. Ajinca (drawn by M. Gasol)
11:09.0,,,78-75,1,M. Gasol makes free throw 1 of 2
11:09.0,,,78-75,,M. Gasol misses free throw 2 of 2
11:07.0,Defensive rebound by A. Ajinca,,78-75,,
10:52.0,N. Cole makes 2-pt shot from 19 ft,2,80-75,,
10:32.0,,,80-75,,Turnover by M. Gasol (lost ball; steal by A. Davis)
10:22.0,A. Davis misses 2-pt shot from 19 ft,,80-75,,
10:21.0,,,80-75,,Defensive rebound by J. Green
10:09.0,,,80-77,2,M. Barnes makes 2-pt shot from 1 ft (assist by M. Conley)
9:53.0,Shooting foul by M. Barnes (drawn by A. Davis),,80-77,,
9:53.0,A. Davis makes free throw 1 of 2,1,81-77,,
9:53.0,A. Davis misses free throw 2 of 2,,81-77,,
9:51.0,,,81-77,,Defensive rebound by J. Green
9:33.0,,,81-77,,V. Carter misses 3-pt shot from 25 ft
9:33.0,,,81-77,,Offensive rebound by J. Green
9:33.0,,,81-77,,Shooting foul by A. Ajinca (drawn by J. Green)
9:33.0,,,81-77,,J. Green misses free throw 1 of 2
9:33.0,,,81-77,,Offensive rebound by Team
9:33.0,,,81-78,1,J. Green makes free throw 2 of 2
9:17.0,A. Gee misses 2-pt shot from 4 ft (block by M. Gasol),,81-78,,
9:15.0,,,81-78,,Defensive rebound by M. Gasol
9:07.0,,,81-78,,Turnover by M. Gasol (lost ball; steal by A. Davis)
9:04.0,Offensive charge foul by A. Davis,,81-78,,
9:04.0,Turnover by A. Davis (offensive foul),,81-78,,
8:52.0,,,81-78,,Offensive foul by M. Gasol
8:52.0,,,81-78,,Turnover by M. Gasol (offensive foul)
8:52.0,New Orleans full timeout,,81-78,,
8:52.0,E. Gordon enters the game for J. Holiday,,81-78,,
8:37.0,Turnover by N. Cole (bad pass; steal by J. Green),,81-78,,
8:34.0,,,81-78,,Shooting foul by E. Gordon (drawn by M. Barnes)
8:34.0,,,81-79,1,M. Barnes makes free throw 1 of 2
8:34.0,R. Anderson enters the game for A. Ajinca,,81-79,,
8:34.0,,,81-80,1,M. Barnes makes free throw 2 of 2
8:13.0,N. Cole misses 2-pt shot from 21 ft,,81-80,,
8:12.0,,,81-80,,Defensive rebound by M. Barnes
7:54.0,,,81-80,,M. Gasol misses 2-pt shot from 7 ft
7:52.0,Defensive rebound by E. Gordon,,81-80,,
7:37.0,,,81-80,,Personal foul by M. Barnes (drawn by R. Anderson)
7:37.0,,,81-80,,C. Lee enters the game for V. Carter
7:22.0,R. Anderson misses 2-pt shot from 13 ft,,81-80,,
7:21.0,,,81-80,,Defensive rebound by M. Gasol
7:17.0,,,81-80,,Shooting foul by A. Gee (drawn by J. Green)
7:17.0,,,81-81,1,J. Green makes free throw 1 of 2
7:17.0,,,81-81,,M. Chalmers enters the game for M. Conley
7:17.0,,,81-82,1,J. Green makes free throw 2 of 2
7:03.0,Turnover by E. Gordon (traveling),,81-82,,
6:46.0,,,81-84,2,M. Gasol makes 2-pt shot at rim (assist by M. Barnes)
6:46.0,New Orleans full timeout,,81-84,,
6:46.0,J. Holiday enters the game for N. Cole,,81-84,,
6:23.0,A. Davis misses 3-pt shot from 22 ft,,81-84,,
6:22.0,,,81-84,,Defensive rebound by M. Gasol
6:00.0,,,81-84,,Shooting foul by J. Holiday (drawn by M. Chalmers)
6:00.0,,,81-84,,M. Chalmers misses free throw 1 of 2
6:00.0,,,81-84,,Offensive rebound by Team
6:00.0,,,81-85,1,M. Chalmers makes free throw 2 of 2
5:50.0,J. Holiday makes 2-pt shot at rim,2,83-85,,
5:28.0,,,83-85,,Shooting foul by A. Gee (drawn by M. Barnes)
5:28.0,,,83-86,1,M. Barnes makes free throw 1 of 2
5:28.0,,,83-87,1,M. Barnes makes free throw 2 of 2
5:09.0,,,83-87,,Personal foul by C. Lee (drawn by A. Davis)
4:59.0,Turnover by J. Holiday (lost ball; steal by C. Lee),,83-87,,
4:55.0,,,83-87,,Turnover by M. Barnes (lost ball; steal by R. Anderson)
4:47.0,,,83-87,,Personal foul by M. Barnes (drawn by J. Holiday)
4:35.0,J. Holiday makes 2-pt shot from 14 ft,2,85-87,,
4:14.0,,,85-90,3,J. Green makes 3-pt shot from 26 ft (assist by M. Chalmers)
3:50.0,E. Gordon makes 3-pt shot from 25 ft (assist by J. Holiday),3,88-90,,
3:32.0,,,88-93,3,M. Barnes makes 3-pt shot from 24 ft (assist by M. Gasol)
3:18.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,90-93,,
3:06.0,,,90-93,,Memphis full timeout
3:06.0,,,90-93,,M. Conley enters the game for M. Chalmers
2:52.0,,,90-96,3,M. Barnes makes 3-pt shot from 27 ft (assist by M. Gasol)
2:34.0,Shooting foul by M. Conley (drawn by J. Holiday),,90-96,,
2:34.0,J. Holiday makes free throw 1 of 2,1,91-96,,
2:34.0,J. Holiday makes free throw 2 of 2,1,92-96,,
2:13.0,,,92-98,2,J. Green makes 2-pt shot from 4 ft
1:59.0,R. Anderson makes 3-pt shot from 25 ft (assist by J. Holiday),3,95-98,,
1:46.0,,,95-98,,M. Conley misses 3-pt shot from 24 ft
1:45.0,Defensive rebound by R. Anderson,,95-98,,
1:33.0,A. Davis makes 2-pt shot from 15 ft (assist by J. Holiday),2,97-98,,
1:13.0,,,97-98,,Shooting foul by A. Davis (drawn by M. Gasol)
1:13.0,,,97-99,1,M. Gasol makes free throw 1 of 2
1:13.0,,,97-100,1,M. Gasol makes free throw 2 of 2
1:00.0,Turnover by A. Gee (bad pass; steal by J. Green),,97-100,,
0:56.0,,,97-100,,Turnover by J. Green (bad pass; steal by A. Davis)
0:49.0,New Orleans full timeout,,97-100,,
0:49.0,,,97-100,,T. Allen enters the game for M. Conley
0:49.0,N. Cole enters the game for A. Gee,,97-100,,
0:36.0,N. Cole misses 3-pt shot from 25 ft,,97-100,,
0:35.0,,,97-100,,Defensive rebound by C. Lee
0:35.0,,,97-100,,Memphis full timeout
