time,Washington,pts.away,score,pts.home,Indiana
1:28.0,J. Wall misses 2-pt shot at rim,,22-23,,
1:27.0,Offensive rebound by D. Blair,,22-23,,
1:23.0,D. Gooden misses 3-pt shot from 25 ft,,22-23,,
1:23.0,,,22-23,,Defensive rebound by M. Ellis
1:23.0,Personal foul by B. Beal (drawn by M. Ellis),,22-23,,
1:23.0,,,22-23,,M. Ellis misses free throw 1 of 2
1:23.0,,,22-23,,Offensive rebound by Team
1:23.0,R. Sessions enters the game for J. Wall,,22-23,,
1:23.0,,,22-23,,M. Ellis misses free throw 2 of 2
1:22.0,,,22-23,,Offensive rebound by M. Turner
1:14.0,,,22-25,2,M. Turner makes 2-pt shot from 2 ft (assist by P. George)
0:54.0,B. Beal misses 2-pt shot from 3 ft,,22-25,,
0:53.0,Offensive rebound by B. Beal,,22-25,,
0:49.0,D. Gooden makes 2-pt shot from 21 ft (assist by B. Beal),2,24-25,,
0:33.0,,,24-27,2,L. Allen makes 2-pt shot from 2 ft (assist by M. Turner)
0:17.0,G. Neal misses 2-pt shot from 13 ft,,24-27,,
0:16.0,,,24-27,,Defensive rebound by M. Turner
0:01.0,,,24-27,,P. George misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by D. Gooden,,24-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,24-27,,M. Turner misses 2-pt shot from 20 ft
11:45.0,Defensive rebound by G. Neal,,24-27,,
11:39.0,G. Neal makes 2-pt shot from 21 ft,2,26-27,,
11:25.0,,,26-27,,L. Allen misses 2-pt shot from 20 ft
11:25.0,Defensive rebound by B. Beal,,26-27,,
11:00.0,B. Beal makes 2-pt shot from 16 ft,2,28-27,,
10:50.0,Personal foul by R. Sessions (drawn by G. Hill),,28-27,,
10:47.0,,,28-27,,Turnover by M. Turner (bad pass; steal by D. Blair)
10:40.0,B. Beal misses 3-pt shot from 23 ft,,28-27,,
10:40.0,,,28-27,,Defensive rebound by M. Turner
10:25.0,,,28-27,,C. Budinger misses 2-pt shot from 11 ft
10:25.0,Defensive rebound by D. Gooden,,28-27,,
10:08.0,D. Blair makes 2-pt shot from 14 ft (assist by G. Neal),2,30-27,,
9:50.0,,,30-27,,C. Budinger misses 3-pt shot from 25 ft
9:50.0,Defensive rebound by D. Gooden,,30-27,,
9:38.0,R. Sessions misses 2-pt shot from 14 ft,,30-27,,
9:37.0,Offensive rebound by D. Blair,,30-27,,
9:34.0,Turnover by D. Gooden (bad pass; steal by G. Robinson),,30-27,,
9:34.0,Personal take foul by G. Neal (drawn by G. Robinson),,30-27,,
9:34.0,J. Dudley enters the game for D. Gooden,,30-27,,
9:34.0,G. Temple enters the game for B. Beal,,30-27,,
9:34.0,N. Hilario enters the game for D. Blair,,30-27,,
9:22.0,,,30-27,,M. Turner misses 2-pt shot from 19 ft
9:21.0,Defensive rebound by G. Neal,,30-27,,
9:14.0,N. Hilario misses 2-pt shot from 9 ft,,30-27,,
9:13.0,,,30-27,,Defensive rebound by G. Hill
9:04.0,,,30-27,,M. Turner misses 2-pt shot from 18 ft
9:04.0,Defensive rebound by J. Dudley,,30-27,,
8:58.0,R. Sessions misses 2-pt shot from 3 ft,,30-27,,
8:57.0,Offensive rebound by N. Hilario,,30-27,,
8:57.0,,,30-27,,Personal foul by M. Turner (drawn by N. Hilario)
8:57.0,Official timeout,,30-27,,
8:57.0,,,30-27,,J. Hill enters the game for M. Turner
8:48.0,J. Dudley misses 2-pt shot from 18 ft,,30-27,,
8:47.0,,,30-27,,Defensive rebound by G. Hill
8:32.0,,,30-27,,G. Robinson misses 2-pt shot from 1 ft
8:32.0,Defensive rebound by N. Hilario,,30-27,,
8:27.0,R. Sessions makes 2-pt shot from 3 ft,2,32-27,,
8:09.0,,,32-27,,G. Hill misses 2-pt shot from 3 ft
8:08.0,Defensive rebound by N. Hilario,,32-27,,
8:08.0,Turnover by N. Hilario (bad pass),,32-27,,
7:57.0,Personal foul by N. Hilario (drawn by C. Budinger),,32-27,,
7:43.0,,,32-29,2,L. Allen makes 2-pt shot from 2 ft (assist by J. Hill)
7:29.0,G. Neal misses 3-pt shot from 24 ft,,32-29,,
7:28.0,Offensive rebound by N. Hilario,,32-29,,
7:28.0,N. Hilario makes 2-pt shot from 1 ft,2,34-29,,
7:15.0,,,34-29,,G. Hill misses 2-pt shot from 7 ft
7:14.0,Defensive rebound by R. Sessions,,34-29,,
7:07.0,G. Neal makes 3-pt shot from 25 ft (assist by R. Sessions),3,37-29,,
6:39.0,,,37-29,,C. Budinger misses 3-pt shot from 25 ft
6:37.0,Defensive rebound by G. Temple,,37-29,,
6:32.0,R. Sessions makes 2-pt shot from 1 ft (assist by G. Temple),2,39-29,,
6:32.0,,,39-29,,Indiana full timeout
6:32.0,,,39-29,,C. Miles enters the game for L. Allen
6:11.0,,,39-29,,J. Hill misses 2-pt shot from 2 ft (block by N. Hilario)
6:11.0,,,39-29,,Offensive rebound by Team
6:08.0,,,39-31,2,G. Hill makes 2-pt shot from 6 ft (assist by C. Budinger)
5:49.0,G. Neal makes 2-pt shot from 16 ft (assist by R. Sessions),2,41-31,,
5:29.0,,,41-31,,J. Hill misses 2-pt shot from 16 ft
5:28.0,,,41-31,,Offensive rebound by G. Hill
5:25.0,,,41-31,,G. Hill misses 2-pt shot from 1 ft
5:24.0,Defensive rebound by J. Dudley,,41-31,,
5:08.0,G. Temple makes 3-pt shot from 24 ft (assist by G. Neal),3,44-31,,
4:59.0,,,44-33,2,G. Hill makes 2-pt shot from 1 ft (assist by J. Hill)
4:44.0,Turnover by N. Hilario (lost ball; steal by C. Miles),,44-33,,
4:37.0,,,44-36,3,G. Hill makes 3-pt shot from 24 ft (assist by C. Budinger)
4:29.0,Washington full timeout,,44-36,,
4:29.0,,,44-36,,M. Ellis enters the game for G. Hill
4:29.0,,,44-36,,P. George enters the game for G. Robinson
4:29.0,J. Wall enters the game for R. Sessions,,44-36,,
4:21.0,Shooting foul by C. Miles (drawn by J. Wall),,44-36,,
4:21.0,J. Wall makes free throw 1 of 2,1,45-36,,
4:21.0,J. Wall misses free throw 2 of 2,,45-36,,
4:21.0,,,45-36,,Defensive rebound by J. Hill
3:56.0,,,45-36,,P. George misses 3-pt shot from 25 ft
3:55.0,Defensive rebound by J. Dudley,,45-36,,
3:50.0,,,45-36,,G. Hill enters the game for C. Budinger
3:50.0,Jump ball: N. Hilario vs. C. Miles (G. Neal gains possession),,,,Jump ball: N. Hilario vs. C. Miles (G. Neal gains possession)
3:31.0,G. Neal misses 2-pt shot from 5 ft,,45-36,,
3:30.0,,,45-36,,Defensive rebound by C. Miles
3:24.0,,,45-36,,M. Ellis misses 2-pt shot from 2 ft
3:24.0,Defensive rebound by J. Wall,,45-36,,
3:17.0,G. Temple misses 3-pt shot from 23 ft,,45-36,,
3:16.0,,,45-36,,Defensive rebound by J. Hill
3:03.0,,,45-36,,Shooting foul by G. Temple (drawn by J. Hill)
3:03.0,,,45-37,1,J. Hill makes free throw 1 of 2
3:03.0,D. Blair enters the game for N. Hilario,,45-37,,
3:03.0,B. Beal enters the game for G. Neal,,45-37,,
3:03.0,,,45-37,,J. Hill misses free throw 2 of 2
3:01.0,Defensive rebound by J. Dudley,,45-37,,
2:48.0,J. Wall makes 2-pt shot from 2 ft (assist by D. Blair),2,47-37,,
2:38.0,,,47-37,,G. Hill misses 2-pt shot from 1 ft
2:37.0,,,47-37,,Offensive rebound by G. Hill
2:36.0,,,47-39,2,G. Hill makes 2-pt shot from 2 ft
2:25.0,D. Blair makes 2-pt shot from 11 ft (assist by G. Temple),2,49-39,,
2:17.0,,,49-41,2,M. Ellis makes 2-pt shot from 11 ft
1:56.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,52-41,,
1:43.0,,,52-43,2,M. Ellis makes 2-pt shot from 4 ft
1:36.0,J. Wall makes 2-pt shot from 1 ft,2,54-43,,
1:23.0,,,54-43,,P. George misses 2-pt shot from 18 ft
1:22.0,Defensive rebound by D. Blair,,54-43,,
1:11.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall),3,57-43,,
0:53.0,,,57-45,2,G. Hill makes 2-pt shot from 17 ft
0:49.0,J. Wall makes 2-pt shot from 2 ft,2,59-45,,
0:45.0,Personal foul by B. Beal (drawn by G. Hill),,59-45,,
0:45.0,,,59-46,1,G. Hill makes free throw 1 of 2
0:45.0,R. Sessions enters the game for B. Beal,,59-46,,
0:45.0,K. Oubre enters the game for J. Dudley,,59-46,,
0:45.0,,,59-46,,I. Mahinmi enters the game for J. Hill
0:45.0,,,59-46,,L. Allen enters the game for C. Miles
0:45.0,,,59-46,,G. Hill misses free throw 2 of 2
0:45.0,Defensive rebound by G. Temple,,59-46,,
0:35.0,J. Wall misses 2-pt shot from 17 ft,,59-46,,
0:35.0,,,59-46,,Defensive rebound by I. Mahinmi
0:24.0,,,59-46,,Offensive foul by P. George
0:24.0,,,59-46,,Turnover by P. George (offensive foul)
0:24.0,Washington full timeout,,59-46,,
0:24.0,G. Neal enters the game for K. Oubre,,59-46,,
0:24.0,B. Beal enters the game for R. Sessions,,59-46,,
0:24.0,,,59-46,,C. Budinger enters the game for G. Hill
0:07.0,Turnover by J. Wall (bad pass; steal by I. Mahinmi),,59-46,,
0:00.0,,,59-46,,M. Ellis misses 2-pt shot from 17 ft
0:00.0,,,59-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,59-49,3,P. George makes 3-pt shot from 24 ft (assist by M. Ellis)
11:20.0,N. Hilario misses 2-pt shot from 21 ft,,59-49,,
11:19.0,,,59-49,,Defensive rebound by G. Hill
11:11.0,,,59-49,,P. George misses 2-pt shot from 16 ft
11:10.0,Defensive rebound by J. Dudley,,59-49,,
11:02.0,J. Wall misses 2-pt shot from 17 ft,,59-49,,
11:01.0,Offensive rebound by N. Hilario,,59-49,,
10:52.0,N. Hilario makes 2-pt shot from 7 ft,2,61-49,,
10:44.0,Personal foul by G. Temple (drawn by P. George),,61-49,,
10:30.0,Personal foul by G. Temple (drawn by M. Ellis),,61-49,,
10:16.0,,,61-49,,M. Ellis misses 3-pt shot from 25 ft
10:15.0,Defensive rebound by J. Wall,,61-49,,
10:12.0,J. Wall makes 2-pt shot from 1 ft,2,63-49,,
10:12.0,Shooting foul by M. Ellis (drawn by J. Wall),,63-49,,
10:12.0,J. Wall makes free throw 1 of 1,1,64-49,,
9:55.0,Personal foul by J. Wall (drawn by G. Hill),,64-49,,
9:51.0,,,64-51,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by P. George)
9:48.0,Turnover by J. Wall (lost ball),,64-51,,
9:34.0,,,64-53,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by P. George)
9:21.0,G. Temple misses 3-pt shot from 25 ft,,64-53,,
9:20.0,Offensive rebound by N. Hilario,,64-53,,
9:16.0,K. Oubre misses 3-pt shot from 24 ft,,64-53,,
9:14.0,Offensive rebound by Team,,64-53,,
9:00.0,J. Wall makes 2-pt shot from 2 ft,2,66-53,,
8:50.0,,,66-56,3,G. Hill makes 3-pt shot from 25 ft (assist by C. Miles)
8:37.0,J. Wall makes 3-pt shot from 25 ft (assist by G. Temple),3,69-56,,
8:23.0,,,69-58,2,G. Hill makes 2-pt shot from 2 ft
8:04.0,G. Temple makes 2-pt shot at rim (assist by N. Hilario),2,71-58,,
7:51.0,,,71-58,,G. Hill misses 3-pt shot from 25 ft
7:50.0,Defensive rebound by K. Oubre,,71-58,,
7:34.0,J. Wall makes 2-pt shot from 18 ft,2,73-58,,
7:34.0,,,73-58,,Indiana full timeout
7:14.0,,,73-58,,Shooting foul by N. Hilario (drawn by I. Mahinmi)
7:14.0,,,73-59,1,I. Mahinmi makes free throw 1 of 2
7:14.0,,,73-59,,I. Mahinmi misses free throw 2 of 2
7:11.0,Defensive rebound by G. Temple,,73-59,,
6:50.0,J. Wall misses 2-pt shot from 18 ft,,73-59,,
6:50.0,,,73-59,,Defensive rebound by I. Mahinmi
6:41.0,,,73-59,,Shooting foul by K. Oubre (drawn by P. George)
6:41.0,,,73-60,1,P. George makes free throw 1 of 2
6:41.0,,,73-61,1,P. George makes free throw 2 of 2
6:24.0,,,73-61,,Shooting block foul by I. Mahinmi (drawn by K. Oubre)
6:24.0,K. Oubre misses free throw 1 of 2,,73-61,,
6:24.0,Offensive rebound by Team,,73-61,,
6:24.0,K. Oubre makes free throw 2 of 2,1,74-61,,
6:07.0,,,74-61,,P. George misses 2-pt shot from 15 ft
6:06.0,Defensive rebound by K. Oubre,,74-61,,
5:55.0,J. Dudley misses 3-pt shot from 23 ft,,74-61,,
5:54.0,Offensive rebound by N. Hilario,,74-61,,
5:48.0,G. Temple misses 2-pt shot from 1 ft (block by M. Ellis),,74-61,,
5:47.0,,,74-61,,Defensive rebound by G. Hill
5:41.0,,,74-61,,Turnover by P. George (bad pass; steal by N. Hilario)
5:19.0,J. Wall misses 3-pt shot from 24 ft,,74-61,,
5:19.0,,,74-61,,Defensive rebound by M. Ellis
5:09.0,D. Blair enters the game for N. Hilario,,74-61,,
5:09.0,B. Beal enters the game for K. Oubre,,74-61,,
4:56.0,,,74-63,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by P. George)
4:40.0,B. Beal makes 2-pt shot from 13 ft,2,76-63,,
4:40.0,Shooting foul by C. Miles (drawn by B. Beal),,76-63,,
4:40.0,B. Beal misses free throw 1 of 1,,76-63,,
4:39.0,,,76-63,,Defensive rebound by Team
4:27.0,,,76-63,,C. Miles misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by J. Wall,,76-63,,
4:10.0,B. Beal makes 3-pt shot from 22 ft (assist by J. Wall),3,79-63,,
3:56.0,,,79-65,2,M. Ellis makes 2-pt shot from 16 ft
3:47.0,D. Blair makes 2-pt shot from 2 ft (assist by G. Temple),2,81-65,,
3:31.0,,,81-67,2,M. Ellis makes 2-pt shot from 3 ft
3:19.0,J. Wall makes 2-pt shot from 18 ft,2,83-67,,
3:18.0,,,83-67,,Indiana full timeout
3:18.0,,,83-67,,M. Turner enters the game for C. Miles
3:18.0,,,83-67,,S. Hill enters the game for I. Mahinmi
3:18.0,,,83-67,,L. Allen enters the game for G. Hill
3:10.0,Personal foul by D. Blair (drawn by P. George),,83-67,,
3:10.0,,,83-68,1,P. George makes free throw 1 of 2
3:10.0,,,83-69,1,P. George makes free throw 2 of 2
2:51.0,Washington full timeout,,83-69,,
2:45.0,B. Beal misses 3-pt shot from 22 ft,,83-69,,
2:45.0,,,83-69,,Defensive rebound by P. George
2:30.0,,,83-69,,P. George misses 3-pt shot from 25 ft
2:29.0,Defensive rebound by B. Beal,,83-69,,
2:26.0,Turnover by J. Wall (discontinued dribble),,83-69,,
2:11.0,,,83-69,,M. Ellis misses 2-pt shot from 14 ft
2:11.0,Defensive rebound by D. Blair,,83-69,,
2:00.0,D. Blair misses 2-pt shot from 2 ft,,83-69,,
1:59.0,,,83-69,,Defensive rebound by L. Allen
1:51.0,,,83-69,,L. Allen misses 2-pt shot at rim
1:50.0,Defensive rebound by G. Temple,,83-69,,
1:47.0,Turnover by G. Temple (lost ball; steal by P. George),,83-69,,
1:47.0,Personal foul by D. Blair (drawn by L. Allen),,83-69,,
1:47.0,,,83-69,,L. Allen misses free throw 1 of 2
1:47.0,,,83-69,,Offensive rebound by Team
1:47.0,R. Sessions enters the game for J. Wall,,83-69,,
1:47.0,,,83-70,1,L. Allen makes free throw 2 of 2
1:41.0,D. Gooden enters the game for J. Dudley,,83-70,,
1:37.0,B. Beal misses 2-pt shot from 10 ft,,83-70,,
1:35.0,Offensive rebound by B. Beal,,83-70,,
1:17.0,D. Gooden misses 2-pt shot from 21 ft,,83-70,,
1:17.0,,,83-70,,Defensive rebound by M. Ellis
1:08.0,Personal foul by G. Temple (drawn by P. George),,83-70,,
1:08.0,,,83-71,1,P. George makes free throw 1 of 2
1:08.0,G. Neal enters the game for G. Temple,,83-71,,
1:08.0,,,83-72,1,P. George makes free throw 2 of 2
0:46.0,B. Beal makes 2-pt shot from 10 ft,2,85-72,,
0:33.0,,,85-72,,M. Ellis misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by B. Beal,,85-72,,
0:10.0,G. Neal makes 3-pt shot from 26 ft (assist by R. Sessions),3,88-72,,
0:00.0,,,88-72,,P. George misses 2-pt shot from 16 ft
0:00.0,,,88-72,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Turnover by D. Blair (bad pass),,88-72,,
11:31.0,,,88-72,,P. George misses 3-pt shot from 24 ft
11:29.0,,,88-72,,Offensive rebound by G. Hill
11:14.0,,,88-72,,M. Turner misses 2-pt shot from 15 ft
11:14.0,Defensive rebound by R. Sessions,,88-72,,
11:01.0,D. Gooden makes 2-pt shot from 20 ft (assist by R. Sessions),2,90-72,,
10:49.0,,,90-74,2,L. Allen makes 2-pt shot from 2 ft (assist by P. George)
10:49.0,,,90-74,,Shooting foul by D. Gooden (drawn by L. Allen)
10:49.0,,,90-75,1,L. Allen makes free throw 1 of 1
10:30.0,R. Sessions makes 2-pt shot from 15 ft,2,92-75,,
10:21.0,Shooting block foul by D. Blair (drawn by P. George),,92-75,,
10:21.0,,,92-76,1,P. George makes free throw 1 of 2
10:21.0,,,92-77,1,P. George makes free throw 2 of 2
10:01.0,D. Gooden misses 2-pt shot from 9 ft,,92-77,,
10:01.0,,,92-77,,Defensive rebound by G. Hill
10:01.0,Personal foul by R. Sessions (drawn by G. Hill),,92-77,,
9:50.0,,,92-77,,P. George misses 3-pt shot from 24 ft
9:49.0,Defensive rebound by G. Neal,,92-77,,
9:39.0,G. Neal misses 2-pt shot from 13 ft,,92-77,,
9:38.0,Offensive rebound by D. Blair,,92-77,,
9:36.0,D. Blair makes 2-pt shot from 3 ft,2,94-77,,
9:22.0,,,94-79,2,P. George makes 2-pt shot at rim (assist by L. Allen)
9:06.0,B. Beal makes 2-pt shot from 14 ft,2,96-79,,
8:55.0,,,96-79,,P. George misses 3-pt shot from 26 ft
8:54.0,Defensive rebound by G. Neal,,96-79,,
8:44.0,,,96-79,,Personal foul by P. George (drawn by G. Neal)
8:44.0,Official timeout,,96-79,,
8:44.0,J. Wall enters the game for B. Beal,,96-79,,
8:44.0,,,96-79,,C. Budinger enters the game for P. George
8:30.0,G. Neal misses 2-pt shot from 17 ft,,96-79,,
8:30.0,,,96-79,,Defensive rebound by L. Allen
8:16.0,,,96-81,2,L. Allen makes 2-pt shot from 16 ft (assist by G. Hill)
7:52.0,D. Blair makes 2-pt shot from 1 ft (assist by J. Wall),2,98-81,,
7:35.0,,,98-81,,Turnover by G. Hill (bad pass; steal by R. Sessions)
7:31.0,R. Sessions makes 2-pt shot from 1 ft,2,100-81,,
7:31.0,,,100-81,,Indiana full timeout
7:31.0,,,100-81,,I. Mahinmi enters the game for M. Turner
7:31.0,,,100-81,,C. Miles enters the game for C. Budinger
7:13.0,,,100-81,,C. Miles misses 3-pt shot from 24 ft
7:11.0,,,100-81,,Offensive rebound by C. Miles
7:06.0,,,100-83,2,L. Allen makes 2-pt shot from 1 ft (assist by M. Ellis)
6:46.0,D. Gooden misses 3-pt shot from 22 ft,,100-83,,
6:46.0,,,100-83,,Defensive rebound by I. Mahinmi
6:39.0,Personal foul by D. Gooden (drawn by L. Allen),,100-83,,
6:36.0,,,100-83,,M. Ellis misses 2-pt shot from 7 ft
6:35.0,Defensive rebound by D. Blair,,100-83,,
6:23.0,J. Wall makes 2-pt shot from 16 ft,2,102-83,,
6:10.0,,,102-83,,Shooting foul by D. Gooden (drawn by M. Ellis)
6:10.0,,,102-84,1,M. Ellis makes free throw 1 of 2
6:10.0,,,102-85,1,M. Ellis makes free throw 2 of 2
5:55.0,D. Gooden makes 2-pt shot from 20 ft (assist by J. Wall),2,104-85,,
5:46.0,,,104-87,2,M. Ellis makes 2-pt shot from 8 ft
5:21.0,Turnover by G. Neal (bad pass; steal by G. Hill),,104-87,,
5:17.0,,,104-89,2,G. Hill makes 2-pt shot from 2 ft
5:17.0,Washington full timeout,,104-89,,
5:17.0,B. Beal enters the game for G. Neal,,104-89,,
5:17.0,N. Hilario enters the game for D. Blair,,104-89,,
5:17.0,,,104-89,,P. George enters the game for L. Allen
5:17.0,J. Dudley enters the game for D. Gooden,,104-89,,
5:04.0,Offensive charge foul by N. Hilario,,104-89,,
5:04.0,Turnover by N. Hilario (offensive foul),,104-89,,
4:46.0,,,104-89,,P. George misses 2-pt shot from 3 ft
4:45.0,Defensive rebound by J. Wall,,104-89,,
4:24.0,B. Beal makes 3-pt shot from 23 ft (assist by N. Hilario),3,107-89,,
