time,Brooklyn,pts.away,score,pts.home,Atlanta
9:39.0,W. Ellington makes 2-pt shot from 20 ft (assist by A. Bargnani),2,27-36,,
9:21.0,,,27-36,,K. Bazemore misses 3-pt shot from 24 ft
9:19.0,Defensive rebound by D. Sloan,,27-36,,
9:01.0,B. Lopez misses 2-pt shot from 2 ft,,27-36,,
9:00.0,,,27-36,,Defensive rebound by M. Scott
8:53.0,,,27-38,2,D. Schroder makes 2-pt shot from 1 ft
8:44.0,B. Lopez makes 2-pt shot at rim (assist by D. Sloan),2,29-38,,
8:44.0,Shooting foul by M. Scott (drawn by B. Lopez),,29-38,,
8:44.0,,,29-38,,T. Sefolosha enters the game for K. Bazemore
8:44.0,,,29-38,,P. Millsap enters the game for M. Scott
8:44.0,B. Lopez makes free throw 1 of 1,1,30-38,,
8:33.0,,,30-40,2,T. Splitter makes 2-pt shot from 1 ft (assist by D. Schroder)
8:17.0,,,30-40,,Personal foul by T. Splitter (drawn by D. Sloan)
8:01.0,A. Bargnani makes 2-pt shot from 10 ft (assist by D. Sloan),2,32-40,,
7:43.0,,,32-42,2,P. Millsap makes 2-pt shot at rim (assist by D. Schroder)
7:25.0,D. Sloan misses 3-pt shot from 23 ft,,32-42,,
7:24.0,,,32-42,,Defensive rebound by T. Sefolosha
7:16.0,,,32-44,2,T. Sefolosha makes 2-pt shot from 1 ft
7:04.0,W. Ellington misses 3-pt shot from 24 ft,,32-44,,
7:03.0,,,32-44,,Defensive rebound by D. Schroder
6:49.0,,,32-44,,T. Hardaway misses 3-pt shot from 23 ft
6:48.0,Defensive rebound by Team,,32-44,,
6:48.0,,,32-44,,Loose ball foul by P. Millsap (drawn by B. Lopez)
6:48.0,,,32-44,,J. Teague enters the game for D. Schroder
6:48.0,T. Young enters the game for A. Bargnani,,32-44,,
6:33.0,J. Johnson misses 2-pt shot from 8 ft,,32-44,,
6:30.0,,,32-44,,Defensive rebound by J. Teague
6:25.0,,,32-44,,P. Millsap misses 2-pt shot from 1 ft
6:23.0,Defensive rebound by T. Young,,32-44,,
6:08.0,Shooting foul by J. Teague (drawn by D. Sloan),,32-44,,
6:08.0,D. Sloan makes free throw 1 of 2,1,33-44,,
6:08.0,,,33-44,,M. Scott enters the game for T. Splitter
6:08.0,D. Sloan makes free throw 2 of 2,1,34-44,,
5:53.0,,,34-44,,J. Teague misses 2-pt shot from 1 ft
5:50.0,Defensive rebound by J. Johnson,,34-44,,
5:40.0,J. Johnson misses 3-pt shot from 23 ft,,34-44,,
5:37.0,Offensive rebound by B. Lopez,,34-44,,
5:25.0,T. Young makes 2-pt shot from 5 ft,2,36-44,,
5:24.0,,,36-44,,Atlanta full timeout
5:24.0,,,36-44,,A. Horford enters the game for T. Sefolosha
5:24.0,,,36-44,,K. Bazemore enters the game for M. Scott
5:24.0,,,36-44,,K. Korver enters the game for T. Hardaway
5:05.0,,,36-46,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
4:48.0,D. Sloan makes 2-pt shot from 1 ft (assist by B. Lopez),2,38-46,,
4:39.0,,,38-46,,Shooting foul by D. Sloan (drawn by J. Teague)
4:39.0,,,38-47,1,J. Teague makes free throw 1 of 2
4:39.0,,,38-48,1,J. Teague makes free throw 2 of 2
4:15.0,T. Young makes 2-pt shot from 18 ft,2,40-48,,
4:04.0,,,40-50,2,P. Millsap makes 2-pt shot at rim (assist by A. Horford)
3:48.0,J. Johnson misses 2-pt shot from 20 ft,,40-50,,
3:47.0,,,40-50,,Defensive rebound by P. Millsap
3:30.0,,,40-52,2,P. Millsap makes 2-pt shot from 8 ft (assist by K. Bazemore)
3:09.0,J. Johnson makes 3-pt shot from 24 ft (assist by W. Ellington),3,43-52,,
2:55.0,,,43-54,2,P. Millsap makes 2-pt shot from 9 ft (assist by J. Teague)
2:40.0,Turnover by D. Sloan (bad pass; steal by K. Korver),,43-54,,
2:26.0,,,43-54,,K. Korver misses 3-pt shot from 23 ft
2:24.0,Defensive rebound by W. Ellington,,43-54,,
2:11.0,J. Johnson makes 3-pt shot from 23 ft (assist by D. Sloan),3,46-54,,
1:50.0,,,46-54,,Turnover by A. Horford (traveling)
1:50.0,Official timeout,,46-54,,
1:50.0,,,46-54,,T. Splitter enters the game for A. Horford
1:40.0,W. Ellington misses 3-pt shot from 24 ft,,46-54,,
1:38.0,,,46-54,,Defensive rebound by T. Splitter
1:20.0,,,46-54,,P. Millsap misses 2-pt shot from 10 ft
1:18.0,Defensive rebound by T. Young,,46-54,,
1:03.0,B. Lopez misses 2-pt shot from 10 ft,,46-54,,
1:00.0,,,46-54,,Defensive rebound by K. Bazemore
0:57.0,Personal foul by B. Lopez (drawn by P. Millsap),,46-54,,
0:57.0,,,46-54,,A. Horford enters the game for T. Splitter
0:51.0,,,46-54,,Offensive charge foul by P. Millsap
0:51.0,,,46-54,,Turnover by P. Millsap (offensive foul)
0:51.0,,,46-54,,T. Splitter enters the game for P. Millsap
0:38.0,T. Young makes 2-pt shot from 3 ft (assist by D. Sloan),2,48-54,,
0:30.0,,,48-54,,Shooting foul by B. Lopez (drawn by J. Teague)
0:30.0,,,48-54,,J. Teague misses free throw 1 of 2
0:30.0,,,48-54,,Offensive rebound by Team
0:30.0,A. Bargnani enters the game for B. Lopez,,48-54,,
0:30.0,,,48-54,,M. Scott enters the game for A. Horford
0:30.0,,,48-54,,T. Sefolosha enters the game for T. Splitter
0:30.0,,,48-55,1,J. Teague makes free throw 2 of 2
0:11.0,D. Sloan misses 2-pt shot from 19 ft,,48-55,,
0:08.0,,,48-55,,Defensive rebound by J. Teague
0:04.0,,,48-55,,M. Scott misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by W. Ellington,,48-55,,
0:00.0,W. Ellington misses 3-pt shot from 49 ft,,48-55,,
0:00.0,Offensive rebound by Team,,48-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,Personal foul by D. Sloan (drawn by A. Horford),,48-55,,
11:36.0,,,48-55,,J. Teague misses 3-pt shot from 24 ft
11:34.0,Defensive rebound by T. Young,,48-55,,
11:24.0,J. Johnson makes 3-pt shot from 24 ft,3,51-55,,
11:10.0,,,51-55,,K. Korver misses 3-pt shot from 24 ft
11:09.0,Defensive rebound by T. Young,,51-55,,
10:54.0,J. Johnson makes 2-pt shot from 2 ft,2,53-55,,
10:38.0,,,53-55,,A. Horford misses 2-pt shot from 17 ft
10:36.0,Defensive rebound by T. Young,,53-55,,
10:25.0,T. Young makes 2-pt shot from 15 ft (assist by D. Sloan),2,55-55,,
10:24.0,,,55-55,,Atlanta full timeout
10:09.0,,,55-55,,P. Millsap misses 2-pt shot from 1 ft
10:07.0,Defensive rebound by B. Lopez,,55-55,,
9:57.0,Turnover by J. Johnson (bad pass; steal by A. Horford),,55-55,,
9:53.0,,,55-57,2,J. Teague makes 2-pt shot from 1 ft (assist by K. Bazemore)
9:27.0,D. Sloan misses 3-pt shot from 24 ft,,55-57,,
9:25.0,,,55-57,,Defensive rebound by K. Korver
9:13.0,,,55-57,,A. Horford misses 2-pt shot from 2 ft
9:12.0,Defensive rebound by D. Sloan,,55-57,,
9:06.0,T. Young makes 2-pt shot at rim (assist by W. Ellington),2,57-57,,
8:52.0,,,57-60,3,K. Bazemore makes 3-pt shot from 24 ft (assist by J. Teague)
8:28.0,B. Lopez makes 2-pt shot from 8 ft (assist by D. Sloan),2,59-60,,
8:15.0,Def 3 sec tech foul by T. Young,,59-60,,
8:15.0,,,59-61,1,K. Korver makes technical free throw
8:15.0,,,59-61,,T. Splitter enters the game for P. Millsap
8:08.0,,,59-61,,J. Teague misses 3-pt shot from 24 ft
8:06.0,Defensive rebound by J. Johnson,,59-61,,
7:50.0,D. Sloan misses 2-pt shot from 15 ft,,59-61,,
7:48.0,,,59-61,,Defensive rebound by K. Korver
7:34.0,,,59-63,2,T. Splitter makes 2-pt shot from 2 ft (assist by J. Teague)
7:17.0,Turnover by W. Ellington (bad pass; steal by A. Horford),,59-63,,
7:12.0,,,59-65,2,K. Bazemore makes 2-pt shot from 1 ft (assist by J. Teague)
7:12.0,Brooklyn full timeout,,59-65,,
6:57.0,,,59-65,,Personal foul by T. Splitter (drawn by B. Lopez)
6:45.0,B. Lopez makes 2-pt shot from 16 ft,2,61-65,,
6:34.0,,,61-65,,K. Korver misses 3-pt shot from 24 ft
6:32.0,,,61-65,,Offensive rebound by A. Horford
6:12.0,,,61-67,2,J. Teague makes 2-pt shot at rim
5:59.0,B. Lopez misses 2-pt shot from 2 ft (block by A. Horford),,61-67,,
5:55.0,,,61-67,,Defensive rebound by K. Korver
5:52.0,,,61-69,2,T. Splitter makes 2-pt shot at rim (assist by A. Horford)
5:34.0,Turnover by D. Sloan (lost ball; steal by J. Teague),,61-69,,
5:29.0,,,61-69,,K. Korver misses 3-pt shot from 25 ft
5:27.0,Defensive rebound by D. Sloan,,61-69,,
5:17.0,J. Johnson makes 2-pt shot from 14 ft,2,63-69,,
4:58.0,,,63-69,,K. Bazemore misses 3-pt shot from 24 ft
4:55.0,Defensive rebound by B. Lopez,,63-69,,
4:43.0,B. Lopez misses 2-pt shot from 10 ft,,63-69,,
4:42.0,,,63-69,,Defensive rebound by T. Splitter
4:31.0,,,63-69,,Shooting foul by T. Young (drawn by T. Splitter)
4:31.0,,,63-70,1,T. Splitter makes free throw 1 of 2
4:31.0,,,63-70,,P. Millsap enters the game for K. Bazemore
4:31.0,,,63-70,,D. Schroder enters the game for A. Horford
4:31.0,,,63-70,,T. Hardaway enters the game for K. Korver
4:31.0,,,63-70,,T. Sefolosha enters the game for J. Teague
4:31.0,S. Larkin enters the game for B. Lopez,,63-70,,
4:31.0,A. Bargnani enters the game for D. Sloan,,63-70,,
4:31.0,,,63-71,1,T. Splitter makes free throw 2 of 2
4:15.0,A. Bargnani misses 2-pt shot from 18 ft,,63-71,,
4:13.0,,,63-71,,Defensive rebound by T. Splitter
4:05.0,,,63-73,2,P. Millsap makes 2-pt shot at rim (assist by D. Schroder)
3:52.0,W. Ellington misses 2-pt shot from 19 ft,,63-73,,
3:51.0,,,63-73,,Defensive rebound by P. Millsap
3:38.0,,,63-73,,D. Schroder misses 3-pt shot from 24 ft
3:37.0,Defensive rebound by W. Ellington,,63-73,,
3:28.0,J. Johnson misses 2-pt shot from 13 ft,,63-73,,
3:28.0,,,63-73,,Defensive rebound by Team
3:28.0,Loose ball foul by T. Young (drawn by P. Millsap),,63-73,,
3:28.0,,,63-73,,M. Scott enters the game for T. Splitter
3:28.0,B. Bogdanovic enters the game for J. Johnson,,63-73,,
3:28.0,M. Brown enters the game for W. Ellington,,63-73,,
3:08.0,,,63-75,2,P. Millsap makes 2-pt shot from 1 ft (assist by T. Hardaway)
2:43.0,M. Brown makes 3-pt shot from 23 ft (assist by B. Bogdanovic),3,66-75,,
2:27.0,,,66-75,,Shooting foul by T. Young (drawn by M. Scott)
2:27.0,,,66-76,1,M. Scott makes free throw 1 of 2
2:27.0,T. Robinson enters the game for T. Young,,66-76,,
2:27.0,,,66-77,1,M. Scott makes free throw 2 of 2
2:13.0,A. Bargnani makes 2-pt shot from 17 ft,2,68-77,,
1:59.0,,,68-77,,Shooting foul by T. Robinson (drawn by P. Millsap)
1:59.0,,,68-77,,P. Millsap misses free throw 1 of 2
1:59.0,,,68-77,,Offensive rebound by Team
1:59.0,,,68-77,,P. Millsap misses free throw 2 of 2
1:58.0,Defensive rebound by M. Brown,,68-77,,
1:46.0,B. Bogdanovic misses 2-pt shot from 1 ft,,68-77,,
1:44.0,,,68-77,,Defensive rebound by D. Schroder
1:38.0,,,68-79,2,D. Schroder makes 2-pt shot from 2 ft
1:20.0,A. Bargnani misses 3-pt shot from 24 ft,,68-79,,
1:18.0,,,68-79,,Defensive rebound by T. Hardaway
1:06.0,,,68-82,3,P. Millsap makes 3-pt shot from 25 ft (assist by D. Schroder)
0:39.0,B. Bogdanovic misses 3-pt shot from 27 ft,,68-82,,
0:38.0,,,68-82,,Defensive rebound by D. Schroder
0:31.0,,,68-84,2,P. Millsap makes 2-pt shot at rim (assist by D. Schroder)
0:07.0,T. Robinson misses 2-pt shot from 22 ft,,68-84,,
0:04.0,,,68-84,,Defensive rebound by M. Scott
0:01.0,,,68-84,,D. Schroder misses 3-pt shot from 28 ft
0:01.0,Defensive rebound by M. Brown,,68-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Turnover by B. Lopez (lost ball; steal by D. Schroder),,68-84,,
11:41.0,,,68-84,,Turnover by P. Millsap (bad pass; steal by W. Reed)
11:36.0,S. Larkin misses 2-pt shot at rim (block by T. Sefolosha),,68-84,,
11:34.0,,,68-84,,Defensive rebound by P. Millsap
11:21.0,,,68-84,,Shooting foul by W. Reed (drawn by P. Millsap)
11:21.0,,,68-85,1,P. Millsap makes free throw 1 of 2
11:21.0,,,68-86,1,P. Millsap makes free throw 2 of 2
11:06.0,Shooting foul by T. Sefolosha (drawn by B. Lopez),,68-86,,
11:06.0,B. Lopez makes free throw 1 of 2,1,69-86,,
11:06.0,B. Lopez misses free throw 2 of 2,,69-86,,
11:04.0,,,69-86,,Defensive rebound by P. Millsap
10:52.0,,,69-88,2,T. Hardaway makes 2-pt shot from 1 ft (assist by D. Schroder)
10:27.0,B. Bogdanovic misses 3-pt shot from 25 ft,,69-88,,
10:26.0,,,69-88,,Defensive rebound by D. Schroder
10:12.0,,,69-91,3,M. Scott makes 3-pt shot from 23 ft (assist by T. Hardaway)
9:51.0,Turnover by M. Brown (bad pass; steal by P. Millsap),,69-91,,
9:47.0,,,69-91,,A. Horford enters the game for P. Millsap
9:33.0,,,69-91,,A. Horford misses 3-pt shot from 24 ft
9:32.0,,,69-91,,Offensive rebound by Team
9:32.0,Loose ball foul by W. Reed (drawn by T. Sefolosha),,69-91,,
9:17.0,,,69-91,,M. Scott misses 3-pt shot from 25 ft
9:15.0,,,69-91,,Offensive rebound by D. Schroder
9:02.0,,,69-91,,Turnover by M. Scott (bad pass)
8:44.0,Turnover by B. Bogdanovic (lost ball; steal by D. Schroder),,69-91,,
8:37.0,,,69-91,,Offensive foul by A. Horford
8:37.0,,,69-91,,Turnover by A. Horford (offensive foul)
8:37.0,Technical foul by B. Bogdanovic,,69-91,,
8:37.0,Official timeout,,69-91,,
8:37.0,,,69-91,,K. Bazemore enters the game for T. Sefolosha
8:37.0,T. Robinson enters the game for B. Lopez,,69-91,,
8:37.0,,,69-92,1,D. Schroder makes technical free throw
8:21.0,Turnover by T. Robinson (lost ball; steal by M. Scott),,69-92,,
8:13.0,,,69-95,3,D. Schroder makes 3-pt shot from 23 ft (assist by T. Hardaway)
7:57.0,M. Brown misses 2-pt shot from 16 ft,,69-95,,
7:56.0,Offensive rebound by W. Reed,,69-95,,
7:56.0,Shooting foul by A. Horford (drawn by W. Reed),,69-95,,
7:56.0,W. Reed misses free throw 1 of 2,,69-95,,
7:56.0,Offensive rebound by Team,,69-95,,
7:56.0,,,69-95,,M. Muscala enters the game for M. Scott
7:56.0,W. Reed makes free throw 2 of 2,1,70-95,,
7:45.0,,,70-98,3,D. Schroder makes 3-pt shot from 24 ft
7:29.0,B. Bogdanovic makes 2-pt shot from 12 ft (assist by S. Larkin),2,72-98,,
7:15.0,,,72-100,2,T. Hardaway makes 2-pt shot from 1 ft (assist by D. Schroder)
7:02.0,M. Brown misses 3-pt shot from 22 ft,,72-100,,
7:00.0,Offensive rebound by T. Robinson,,72-100,,
6:59.0,,,72-100,,Personal foul by M. Muscala (drawn by M. Brown)
6:59.0,,,72-100,,J. Holiday enters the game for K. Bazemore
6:45.0,,,72-100,,Personal foul by J. Holiday (drawn by B. Bogdanovic)
6:36.0,W. Reed makes 2-pt shot at rim (assist by M. Brown),2,74-100,,
6:22.0,,,74-102,2,A. Horford makes 2-pt shot from 16 ft
5:53.0,T. Robinson makes 2-pt shot at rim (assist by B. Bogdanovic),2,76-102,,
5:46.0,,,76-102,,Atlanta full timeout
5:46.0,,,76-102,,S. Mack enters the game for A. Horford
5:46.0,,,76-102,,M. Scott enters the game for D. Schroder
5:36.0,,,76-104,2,T. Hardaway makes 2-pt shot from 1 ft
5:09.0,B. Bogdanovic makes 2-pt shot from 3 ft,2,78-104,,
5:02.0,,,78-106,2,M. Muscala makes 2-pt shot at rim (assist by S. Mack)
4:50.0,M. Brown misses 3-pt shot from 24 ft,,78-106,,
4:49.0,,,78-106,,Defensive rebound by M. Scott
4:35.0,,,78-106,,Shooting foul by M. Brown (drawn by S. Mack)
4:35.0,,,78-106,,S. Mack misses free throw 1 of 2
4:35.0,,,78-106,,Offensive rebound by Team
4:35.0,,,78-107,1,S. Mack makes free throw 2 of 2
4:23.0,Turnover by M. Brown (bad pass; steal by M. Scott),,78-107,,
4:18.0,,,78-109,2,T. Hardaway makes 2-pt shot at rim
4:17.0,Brooklyn full timeout,,78-109,,
3:56.0,T. Robinson misses 2-pt shot from 7 ft,,78-109,,
3:55.0,Offensive rebound by W. Reed,,78-109,,
3:55.0,W. Reed misses 2-pt shot from 1 ft,,78-109,,
3:55.0,,,78-109,,Defensive rebound by Team
3:35.0,,,78-111,2,S. Mack makes 2-pt shot from 1 ft (assist by M. Scott)
3:17.0,S. Larkin makes 3-pt shot from 24 ft (assist by W. Reed),3,81-111,,
2:59.0,,,81-111,,M. Muscala misses 2-pt shot from 16 ft
2:58.0,Defensive rebound by M. Brown,,81-111,,
2:41.0,Shooting foul by M. Muscala (drawn by W. Reed),,81-111,,
2:41.0,W. Reed misses free throw 1 of 2,,81-111,,
2:41.0,Offensive rebound by Team,,81-111,,
2:41.0,W. Reed misses free throw 2 of 2,,81-111,,
2:40.0,Offensive rebound by Team,,81-111,,
2:38.0,Turnover by M. Brown (bad pass; steal by M. Scott),,81-111,,
2:35.0,,,81-113,2,S. Mack makes 2-pt shot at rim (assist by M. Scott)
2:23.0,Shooting foul by T. Hardaway (drawn by M. Brown),,81-113,,
2:23.0,M. Brown makes free throw 1 of 2,1,82-113,,
2:23.0,M. Brown misses free throw 2 of 2,,82-113,,
2:21.0,Offensive rebound by M. Brown,,82-113,,
2:19.0,T. Robinson makes 2-pt shot from 1 ft (assist by M. Brown),2,84-113,,
2:04.0,,,84-113,,Turnover by T. Hardaway (bad pass; steal by M. Brown)
1:58.0,T. Robinson misses 2-pt shot at rim,,84-113,,
1:55.0,Offensive rebound by M. Brown,,84-113,,
