time,Toronto,pts.away,score,pts.home,Detroit
4:06.0,,,9-14,,Defensive rebound by A. Drummond
3:57.0,,,9-16,2,R. Jackson makes 2-pt shot from 5 ft
3:50.0,Shooting foul by E. Ilyasova (drawn by D. DeRozan),,9-16,,
3:50.0,D. DeRozan makes free throw 1 of 2,1,10-16,,
3:50.0,,,10-16,,A. Tolliver enters the game for E. Ilyasova
3:50.0,D. DeRozan makes free throw 2 of 2,1,11-16,,
3:38.0,Def 3 sec tech foul by P. Patterson,,11-16,,
3:38.0,,,11-17,1,R. Jackson makes technical free throw
3:27.0,,,11-19,2,M. Morris makes 2-pt shot from 11 ft
3:19.0,,,11-19,,Personal foul by M. Morris (drawn by P. Patterson)
3:19.0,Toronto full timeout,,11-19,,
3:19.0,C. Joseph enters the game for J. Valanciunas,,11-19,,
3:19.0,B. Biyombo enters the game for K. Lowry,,11-19,,
3:04.0,T. Ross misses 2-pt shot from 17 ft,,11-19,,
3:03.0,,,11-19,,Defensive rebound by A. Drummond
2:52.0,,,11-19,,R. Jackson misses 2-pt shot from 9 ft
2:50.0,Defensive rebound by T. Ross,,11-19,,
2:45.0,P. Patterson misses 3-pt shot from 25 ft,,11-19,,
2:45.0,,,11-19,,Defensive rebound by A. Drummond
2:37.0,,,11-19,,Turnover by R. Jackson (bad pass; steal by B. Biyombo)
2:23.0,D. DeRozan misses 2-pt shot at rim,,11-19,,
2:21.0,,,11-19,,Defensive rebound by A. Drummond
2:13.0,,,11-19,,A. Tolliver misses 3-pt shot from 22 ft
2:13.0,Defensive rebound by D. DeRozan,,11-19,,
1:59.0,,,11-19,,Violation by A. Drummond (def goaltending)
1:59.0,T. Ross makes 2-pt shot at rim (assist by D. DeRozan),2,13-19,,
1:43.0,,,13-21,2,M. Morris makes 2-pt shot from 14 ft (assist by R. Jackson)
1:27.0,,,13-21,,Personal foul by A. Drummond (drawn by D. DeRozan)
1:27.0,D. DeRozan makes free throw 1 of 2,1,14-21,,
1:27.0,,,14-21,,A. Baynes enters the game for A. Drummond
1:27.0,,,14-21,,B. Jennings enters the game for R. Jackson
1:27.0,D. DeRozan makes free throw 2 of 2,1,15-21,,
1:12.0,,,15-21,,Turnover by M. Morris (bad pass; steal by T. Ross)
1:02.0,T. Ross makes 2-pt shot from 15 ft,2,17-21,,
0:41.0,,,17-21,,A. Baynes misses 2-pt shot at rim
0:41.0,Defensive rebound by C. Joseph,,17-21,,
0:34.0,D. DeRozan makes 2-pt shot from 5 ft,2,19-21,,
0:17.0,Personal foul by P. Patterson (drawn by A. Tolliver),,19-21,,
0:07.0,,,19-24,3,D. Hilliard makes 3-pt shot from 22 ft (assist by A. Baynes)
0:01.0,D. DeRozan misses 2-pt shot from 13 ft,,19-24,,
0:00.0,Offensive rebound by Team,,19-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:32.0,,,19-26,2,D. Hilliard makes 2-pt shot from 10 ft (assist by B. Jennings)
11:17.0,Offensive foul by B. Biyombo,,19-26,,
11:17.0,Turnover by B. Biyombo (offensive foul),,19-26,,
10:55.0,,,19-26,,B. Jennings misses 2-pt shot from 18 ft
10:55.0,,,19-26,,Offensive rebound by Team
10:48.0,,,19-28,2,D. Hilliard makes 2-pt shot from 18 ft (assist by B. Jennings)
10:27.0,P. Patterson makes 3-pt shot from 25 ft (assist by K. Lowry),3,22-28,,
10:04.0,,,22-28,,S. Johnson misses 3-pt shot from 22 ft
10:04.0,,,22-28,,Offensive rebound by A. Baynes
9:59.0,,,22-30,2,A. Baynes makes 2-pt shot at rim
9:36.0,C. Joseph makes 3-pt shot from 22 ft (assist by K. Lowry),3,25-30,,
9:09.0,,,25-30,,B. Jennings misses 3-pt shot from 26 ft
9:09.0,Defensive rebound by B. Biyombo,,25-30,,
9:05.0,,,25-30,,Personal foul by D. Hilliard (drawn by C. Joseph)
9:05.0,,,25-30,,M. Morris enters the game for D. Hilliard
8:54.0,T. Ross makes 3-pt shot from 25 ft (assist by C. Joseph),3,28-30,,
8:32.0,,,28-30,,B. Jennings misses 3-pt shot from 23 ft
8:31.0,Defensive rebound by C. Joseph,,28-30,,
8:24.0,,,28-30,,Personal foul by S. Johnson (drawn by K. Lowry)
8:24.0,Official timeout,,28-30,,
8:08.0,Turnover by K. Lowry (lost ball; steal by M. Morris),,28-30,,
8:06.0,,,28-30,,Shooting foul by T. Ross (drawn by M. Morris)
8:06.0,,,28-31,1,M. Morris makes free throw 1 of 2
8:06.0,,,28-32,1,M. Morris makes free throw 2 of 2
7:53.0,T. Ross makes 3-pt shot from 26 ft (assist by K. Lowry),3,31-32,,
7:27.0,,,31-32,,S. Johnson misses 2-pt shot at rim
7:26.0,,,31-32,,Offensive rebound by S. Johnson
7:22.0,,,31-34,2,S. Johnson makes 2-pt shot at rim
7:16.0,Shooting foul by S. Johnson (drawn by K. Lowry),,31-34,,
7:16.0,K. Lowry makes free throw 1 of 2,1,32-34,,
7:16.0,K. Lowry makes free throw 2 of 2,1,33-34,,
6:59.0,Personal foul by B. Biyombo (drawn by A. Baynes),,33-34,,
6:59.0,J. Valanciunas enters the game for B. Biyombo,,33-34,,
6:52.0,,,33-34,,Turnover by B. Jennings (bad pass; steal by J. Valanciunas)
6:42.0,Turnover by C. Joseph (bad pass),,33-34,,
6:22.0,,,33-36,2,A. Baynes makes 2-pt shot from 19 ft
6:10.0,C. Joseph makes 2-pt shot at rim,2,35-36,,
5:52.0,,,35-36,,A. Tolliver misses 3-pt shot from 22 ft
5:51.0,Defensive rebound by C. Joseph,,35-36,,
5:35.0,K. Lowry makes 3-pt shot from 26 ft (assist by J. Valanciunas),3,38-36,,
5:30.0,,,38-36,,Detroit full timeout
5:30.0,,,38-36,,A. Drummond enters the game for S. Johnson
5:30.0,,,38-36,,E. Ilyasova enters the game for A. Tolliver
5:30.0,,,38-36,,D. Hilliard enters the game for A. Baynes
5:30.0,,,38-36,,R. Jackson enters the game for B. Jennings
5:30.0,D. DeRozan enters the game for T. Ross,,38-36,,
5:30.0,N. Powell enters the game for C. Joseph,,38-36,,
5:19.0,,,38-36,,Turnover by E. Ilyasova (bad pass; steal by K. Lowry)
5:08.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,40-36,,
4:55.0,,,40-36,,Detroit full timeout
4:55.0,L. Scola enters the game for P. Patterson,,40-36,,
4:49.0,,,40-36,,Turnover by R. Jackson (lost ball)
4:27.0,Turnover by D. DeRozan (lost ball; steal by M. Morris),,40-36,,
4:27.0,Loose ball foul by D. DeRozan (drawn by M. Morris),,40-36,,
4:07.0,,,40-36,,Detroit full timeout
4:03.0,,,40-36,,D. Hilliard misses 2-pt shot from 1 ft
4:03.0,Defensive rebound by J. Valanciunas,,40-36,,
3:52.0,D. DeRozan misses 2-pt shot from 10 ft,,40-36,,
3:51.0,,,40-36,,Defensive rebound by A. Drummond
3:48.0,Personal foul by K. Lowry (drawn by M. Morris),,40-36,,
3:33.0,,,40-39,3,M. Morris makes 3-pt shot from 26 ft (assist by A. Drummond)
3:07.0,K. Lowry makes 2-pt shot from 17 ft,2,42-39,,
2:58.0,,,42-39,,R. Jackson misses 3-pt shot from 25 ft
2:55.0,Defensive rebound by K. Lowry,,42-39,,
2:53.0,,,42-39,,Personal foul by R. Jackson (drawn by K. Lowry)
2:39.0,J. Valanciunas makes 2-pt shot at rim (assist by D. DeRozan),2,44-39,,
2:15.0,,,44-39,,A. Drummond misses 2-pt shot at rim
2:14.0,Defensive rebound by L. Scola,,44-39,,
2:09.0,K. Lowry misses 3-pt shot from 26 ft,,44-39,,
2:08.0,,,44-39,,Defensive rebound by A. Drummond
2:07.0,,,44-39,,Turnover by A. Drummond (bad pass; steal by N. Powell)
1:56.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,46-39,,
1:35.0,,,46-41,2,E. Ilyasova makes 2-pt shot from 5 ft (assist by R. Jackson)
1:35.0,Toronto full timeout,,46-41,,
1:35.0,,,46-41,,A. Tolliver enters the game for E. Ilyasova
1:35.0,,,46-41,,A. Baynes enters the game for A. Drummond
1:35.0,C. Joseph enters the game for N. Powell,,46-41,,
1:35.0,T. Ross enters the game for K. Lowry,,46-41,,
1:18.0,T. Ross misses 3-pt shot from 25 ft,,46-41,,
1:17.0,,,46-41,,Defensive rebound by A. Tolliver
1:07.0,,,46-43,2,R. Jackson makes 2-pt shot at rim
0:46.0,C. Joseph misses 3-pt shot from 27 ft,,46-43,,
0:46.0,,,46-43,,Defensive rebound by A. Tolliver
0:36.0,,,46-43,,R. Jackson misses 2-pt shot from 13 ft
0:35.0,Defensive rebound by T. Ross,,46-43,,
0:31.0,T. Ross makes 3-pt shot from 25 ft,3,49-43,,
0:12.0,,,49-43,,A. Baynes misses 2-pt shot from 19 ft
0:12.0,Defensive rebound by L. Scola,,49-43,,
0:09.0,Turnover by L. Scola (lost ball; steal by D. Hilliard),,49-43,,
0:01.0,,,49-43,,D. Hilliard misses 3-pt shot from 26 ft
0:00.0,,,49-43,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,49-43,,S. Johnson misses 3-pt shot from 22 ft
11:40.0,Defensive rebound by N. Powell,,49-43,,
11:13.0,D. DeRozan misses 3-pt shot from 26 ft,,49-43,,
11:13.0,,,49-43,,Defensive rebound by S. Johnson
11:02.0,,,49-43,,M. Morris misses 3-pt shot from 26 ft
11:01.0,Defensive rebound by J. Valanciunas,,49-43,,
10:54.0,K. Lowry makes 2-pt shot at rim,2,51-43,,
10:27.0,,,51-45,2,M. Morris makes 2-pt shot from 10 ft
10:05.0,Turnover by D. DeRozan (bad pass; steal by A. Drummond),,51-45,,
9:54.0,,,51-45,,Turnover by S. Johnson (lost ball)
9:37.0,Shooting foul by S. Johnson (drawn by N. Powell),,51-45,,
9:37.0,N. Powell misses free throw 1 of 2,,51-45,,
9:37.0,Offensive rebound by Team,,51-45,,
9:37.0,N. Powell makes free throw 2 of 2,1,52-45,,
9:30.0,Personal foul by D. DeRozan (drawn by M. Morris),,52-45,,
9:21.0,Personal foul by N. Powell (drawn by S. Johnson),,52-45,,
9:15.0,,,52-45,,Offensive foul by R. Jackson
9:15.0,,,52-45,,Turnover by R. Jackson (offensive foul)
9:08.0,,,52-45,,Personal foul by M. Morris (drawn by K. Lowry)
8:51.0,N. Powell misses 3-pt shot from 26 ft,,52-45,,
8:51.0,,,52-45,,Defensive rebound by M. Morris
8:43.0,,,52-45,,Turnover by M. Morris (bad pass; steal by J. Valanciunas)
8:34.0,Shooting foul by R. Jackson (drawn by K. Lowry),,52-45,,
8:34.0,K. Lowry makes free throw 1 of 2,1,53-45,,
8:34.0,K. Lowry makes free throw 2 of 2,1,54-45,,
8:21.0,,,54-45,,Turnover by R. Jackson (bad pass; steal by D. DeRozan)
8:17.0,K. Lowry makes 2-pt shot from 1 ft (assist by D. DeRozan),2,56-45,,
8:17.0,,,56-45,,Detroit full timeout
8:17.0,,,56-45,,Technical foul by R. Jackson
8:17.0,D. DeRozan misses technical free throw,,56-45,,
8:17.0,,,56-45,,Offensive rebound by Team
7:59.0,,,56-45,,Shooting foul by D. DeRozan (drawn by A. Drummond)
7:59.0,,,56-45,,A. Drummond misses free throw 1 of 2
7:59.0,,,56-45,,Offensive rebound by Team
7:59.0,,,56-45,,A. Drummond misses free throw 2 of 2
7:57.0,Defensive rebound by D. DeRozan,,56-45,,
7:43.0,D. DeRozan makes 2-pt shot from 16 ft (assist by J. Valanciunas),2,58-45,,
7:28.0,,,58-47,2,A. Drummond makes 2-pt shot at rim (assist by M. Morris)
7:04.0,J. Valanciunas makes 2-pt shot from 15 ft (assist by L. Scola),2,60-47,,
6:52.0,,,60-47,,R. Jackson misses 2-pt shot from 8 ft
6:51.0,,,60-47,,Offensive rebound by A. Drummond
6:50.0,,,60-47,,A. Drummond misses 2-pt shot from 1 ft
6:49.0,,,60-47,,Offensive rebound by A. Drummond
6:49.0,,,60-47,,Shooting foul by L. Scola (drawn by A. Drummond)
6:49.0,,,60-47,,A. Drummond misses free throw 1 of 2
6:49.0,,,60-47,,Offensive rebound by Team
6:49.0,T. Ross enters the game for N. Powell,,60-47,,
6:49.0,,,60-47,,A. Drummond misses free throw 2 of 2
6:48.0,Defensive rebound by J. Valanciunas,,60-47,,
6:22.0,K. Lowry misses 2-pt shot from 17 ft,,60-47,,
6:21.0,,,60-47,,Defensive rebound by E. Ilyasova
6:10.0,,,60-49,2,R. Jackson makes 2-pt shot at rim
6:09.0,T. Ross misses 3-pt shot from 25 ft,,60-49,,
6:08.0,,,60-49,,Defensive rebound by E. Ilyasova
5:58.0,,,60-49,,E. Ilyasova misses 3-pt shot from 26 ft (block by L. Scola)
5:56.0,Defensive rebound by K. Lowry,,60-49,,
5:53.0,T. Ross makes 2-pt shot from 1 ft (assist by K. Lowry),2,62-49,,
5:39.0,Personal take foul by J. Valanciunas (drawn by A. Drummond),,62-49,,
5:39.0,,,62-50,1,A. Drummond makes free throw 1 of 2
5:39.0,B. Biyombo enters the game for J. Valanciunas,,62-50,,
5:39.0,,,62-51,1,A. Drummond makes free throw 2 of 2
5:18.0,Offensive foul by B. Biyombo,,62-51,,
5:18.0,Turnover by B. Biyombo (offensive foul),,62-51,,
5:00.0,,,62-53,2,A. Drummond makes 2-pt shot at rim (assist by M. Morris)
4:39.0,T. Ross misses 2-pt shot from 13 ft,,62-53,,
4:38.0,,,62-53,,Defensive rebound by R. Jackson
4:24.0,,,62-55,2,E. Ilyasova makes 2-pt shot from 5 ft (assist by R. Jackson)
4:23.0,Toronto full timeout,,62-55,,
4:23.0,P. Patterson enters the game for L. Scola,,62-55,,
4:23.0,,,62-55,,D. Hilliard enters the game for S. Johnson
4:09.0,Turnover by D. DeRozan (lost ball; steal by M. Morris),,62-55,,
4:00.0,,,62-58,3,E. Ilyasova makes 3-pt shot from 25 ft (assist by M. Morris)
3:38.0,K. Lowry makes 2-pt shot from 18 ft,2,64-58,,
3:26.0,,,64-58,,E. Ilyasova misses 3-pt shot from 26 ft
3:26.0,Defensive rebound by B. Biyombo,,64-58,,
3:10.0,D. DeRozan makes 2-pt shot from 17 ft,2,66-58,,
2:42.0,,,66-58,,A. Drummond misses 2-pt shot from 6 ft
2:41.0,,,66-58,,Offensive rebound by M. Morris
2:41.0,,,66-58,,Shooting foul by P. Patterson (drawn by M. Morris)
2:41.0,,,66-58,,M. Morris misses free throw 1 of 2
2:41.0,,,66-58,,Offensive rebound by Team
2:41.0,C. Joseph enters the game for K. Lowry,,66-58,,
2:41.0,,,66-58,,B. Jennings enters the game for R. Jackson
2:41.0,,,66-58,,M. Morris misses free throw 2 of 2
2:40.0,Defensive rebound by B. Biyombo,,66-58,,
2:21.0,C. Joseph makes 2-pt shot at rim,2,68-58,,
1:57.0,,,68-58,,A. Drummond misses 2-pt shot from 5 ft
1:55.0,,,68-58,,Offensive rebound by E. Ilyasova
1:51.0,,,68-60,2,E. Ilyasova makes 2-pt shot at rim
1:42.0,C. Joseph misses 2-pt shot from 16 ft,,68-60,,
1:42.0,,,68-60,,Defensive rebound by A. Drummond
1:19.0,,,68-60,,D. Hilliard misses 3-pt shot from 26 ft
1:19.0,Defensive rebound by B. Biyombo,,68-60,,
1:07.0,D. DeRozan misses 2-pt shot from 8 ft,,68-60,,
1:04.0,,,68-60,,Defensive rebound by E. Ilyasova
0:54.0,,,68-60,,Turnover by A. Drummond (lost ball; steal by T. Ross)
0:34.0,C. Joseph makes 2-pt shot from 20 ft,2,70-60,,
0:17.0,,,70-60,,E. Ilyasova misses 2-pt shot from 7 ft
0:17.0,,,70-60,,Offensive rebound by Team
0:16.0,,,70-62,2,D. Hilliard makes 2-pt shot at rim (assist by M. Morris)
0:03.0,Turnover by P. Patterson (lost ball; steal by D. Hilliard),,70-62,,
0:01.0,,,70-65,3,A. Drummond makes 3-pt shot from 71 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:32.0,K. Lowry makes 2-pt shot at rim,2,72-65,,
11:32.0,Shooting foul by D. Hilliard (drawn by K. Lowry),,72-65,,
11:32.0,K. Lowry makes free throw 1 of 1,1,73-65,,
11:21.0,Personal foul by T. Ross (drawn by S. Johnson),,73-65,,
11:08.0,,,73-65,,D. Hilliard misses 2-pt shot at rim
11:07.0,,,73-65,,Offensive rebound by A. Baynes
11:04.0,,,73-65,,A. Baynes misses 2-pt shot at rim
11:02.0,Defensive rebound by K. Lowry,,73-65,,
11:00.0,C. Joseph makes 2-pt shot at rim,2,75-65,,
10:41.0,,,75-67,2,D. Hilliard makes 2-pt shot at rim (assist by A. Baynes)
10:24.0,K. Lowry makes 3-pt shot from 26 ft (assist by T. Ross),3,78-67,,
10:12.0,,,78-67,,A. Tolliver misses 3-pt shot from 26 ft
10:11.0,Defensive rebound by C. Joseph,,78-67,,
9:53.0,P. Patterson makes 3-pt shot from 24 ft (assist by C. Joseph),3,81-67,,
9:53.0,,,81-67,,Detroit full timeout
9:38.0,,,81-67,,S. Johnson misses 2-pt shot from 5 ft
9:37.0,,,81-67,,Offensive rebound by A. Baynes
9:32.0,,,81-70,3,A. Tolliver makes 3-pt shot from 26 ft (assist by A. Baynes)
9:18.0,Turnover by P. Patterson (dbl dribble),,81-70,,
9:04.0,,,81-72,2,A. Baynes makes 2-pt shot at rim (assist by S. Johnson)
8:47.0,T. Ross misses 2-pt shot from 15 ft,,81-72,,
8:46.0,,,81-72,,Defensive rebound by S. Johnson
8:40.0,,,81-72,,Turnover by A. Baynes (traveling)
8:25.0,K. Lowry makes 2-pt shot from 7 ft,2,83-72,,
8:16.0,Personal foul by T. Ross (drawn by S. Johnson),,83-72,,
8:03.0,,,83-72,,S. Johnson misses 2-pt shot at rim
8:03.0,,,83-72,,Offensive rebound by A. Baynes
8:00.0,,,83-74,2,A. Baynes makes 2-pt shot at rim
7:41.0,K. Lowry makes 2-pt shot from 17 ft,2,85-74,,
7:20.0,,,85-76,2,A. Tolliver makes 2-pt shot at rim (assist by S. Johnson)
7:00.0,T. Ross misses 2-pt shot from 14 ft,,85-76,,
6:59.0,,,85-76,,Defensive rebound by A. Tolliver
6:54.0,,,85-76,,Offensive charge foul by A. Baynes
6:54.0,,,85-76,,Turnover by A. Baynes (offensive foul)
6:42.0,C. Joseph makes 2-pt shot from 7 ft,2,87-76,,
6:24.0,,,87-76,,A. Tolliver misses 3-pt shot from 26 ft
6:23.0,,,87-76,,Offensive rebound by A. Baynes
6:16.0,,,87-76,,D. Hilliard misses 2-pt shot from 14 ft
6:16.0,Defensive rebound by T. Ross,,87-76,,
5:54.0,T. Ross makes 3-pt shot from 23 ft (assist by K. Lowry),3,90-76,,
5:29.0,Official timeout,,90-76,,
5:29.0,,,90-76,,A. Drummond enters the game for D. Hilliard
5:29.0,,,90-76,,R. Jackson enters the game for A. Tolliver
5:29.0,,,90-76,,M. Morris enters the game for A. Baynes
5:29.0,,,90-76,,E. Ilyasova enters the game for B. Jennings
5:29.0,D. DeRozan enters the game for T. Ross,,90-76,,
5:23.0,,,90-78,2,R. Jackson makes 2-pt shot at rim (assist by M. Morris)
5:06.0,J. Valanciunas enters the game for B. Biyombo,,90-78,,
4:58.0,D. DeRozan misses 2-pt shot from 15 ft,,90-78,,
4:57.0,,,90-78,,Defensive rebound by M. Morris
4:53.0,,,90-78,,Turnover by M. Morris (lost ball; steal by P. Patterson)
4:43.0,P. Patterson makes 3-pt shot from 23 ft (assist by C. Joseph),3,93-78,,
4:31.0,,,93-78,,Turnover by R. Jackson (lost ball; steal by J. Valanciunas)
4:25.0,C. Joseph makes 2-pt shot from 1 ft (assist by J. Valanciunas),2,95-78,,
4:11.0,,,95-78,,R. Jackson misses 2-pt shot from 8 ft
4:10.0,,,95-78,,Offensive rebound by A. Drummond
4:09.0,,,95-78,,A. Drummond misses 2-pt shot from 1 ft
4:08.0,Defensive rebound by D. DeRozan,,95-78,,
4:01.0,D. DeRozan makes 2-pt shot from 7 ft,2,97-78,,
4:01.0,Shooting foul by R. Jackson (drawn by D. DeRozan),,97-78,,
4:01.0,D. DeRozan makes free throw 1 of 1,1,98-78,,
3:44.0,,,98-78,,S. Johnson misses 3-pt shot from 26 ft
3:43.0,Defensive rebound by D. DeRozan,,98-78,,
3:26.0,Shooting foul by R. Jackson (drawn by J. Valanciunas),,98-78,,
3:26.0,J. Valanciunas misses free throw 1 of 2,,98-78,,
3:26.0,Offensive rebound by Team,,98-78,,
3:26.0,J. Valanciunas makes free throw 2 of 2,1,99-78,,
3:13.0,,,99-80,2,E. Ilyasova makes 2-pt shot from 20 ft (assist by R. Jackson)
2:44.0,J. Valanciunas misses 2-pt shot from 21 ft,,99-80,,
2:43.0,,,99-80,,Defensive rebound by E. Ilyasova
2:40.0,Personal foul by J. Valanciunas (drawn by A. Drummond),,99-80,,
2:40.0,Toronto full timeout,,99-80,,
2:40.0,N. Powell enters the game for K. Lowry,,99-80,,
2:30.0,,,99-80,,M. Morris misses 3-pt shot from 26 ft
2:29.0,Defensive rebound by J. Valanciunas,,99-80,,
2:16.0,D. DeRozan makes 2-pt shot at rim,2,101-80,,
2:00.0,,,101-82,2,R. Jackson makes 2-pt shot from 18 ft
1:45.0,Shooting foul by A. Drummond (drawn by D. DeRozan),,101-82,,
1:45.0,D. DeRozan makes free throw 1 of 2,1,102-82,,
1:45.0,L. Nogueira enters the game for J. Valanciunas,,102-82,,
1:45.0,D. Wright enters the game for P. Patterson,,102-82,,
1:45.0,A. Bennett enters the game for C. Joseph,,102-82,,
1:45.0,,,102-82,,D. Hilliard enters the game for M. Morris
1:45.0,,,102-82,,B. Jennings enters the game for E. Ilyasova
1:45.0,,,102-82,,A. Baynes enters the game for A. Drummond
1:45.0,,,102-82,,A. Tolliver enters the game for R. Jackson
1:45.0,D. DeRozan makes free throw 2 of 2,1,103-82,,
1:43.0,B. Caboclo enters the game for D. DeRozan,,103-82,,
1:43.0,Personal foul by L. Nogueira (drawn by A. Baynes),,103-82,,
1:27.0,,,103-82,,D. Hilliard misses 3-pt shot from 26 ft
1:26.0,Defensive rebound by D. Wright,,103-82,,
1:10.0,D. Wright misses 2-pt shot from 6 ft,,103-82,,
1:09.0,Offensive rebound by L. Nogueira,,103-82,,
1:07.0,L. Nogueira misses 2-pt shot at rim,,103-82,,
1:06.0,,,103-82,,Defensive rebound by S. Johnson
1:04.0,Personal foul by N. Powell (drawn by A. Baynes),,103-82,,
1:04.0,,,103-83,1,A. Baynes makes free throw 1 of 2
1:04.0,,,103-84,1,A. Baynes makes free throw 2 of 2
0:49.0,B. Caboclo misses 2-pt shot from 5 ft (block by A. Baynes),,103-84,,
0:48.0,,,103-84,,Defensive rebound by A. Baynes
0:40.0,,,103-86,2,D. Hilliard makes 2-pt shot at rim (assist by S. Johnson)
0:32.0,Turnover by N. Powell (lost ball; steal by B. Jennings),,103-86,,
0:23.0,,,103-89,3,S. Johnson makes 3-pt shot from 25 ft (assist by D. Hilliard)
0:00.0,End of 4th quarter,,,,End of 4th quarter
