time,Portland,pts.away,score,pts.home,Utah
3:38.0,,,17-16,2,G. Hayward makes 2-pt shot from 17 ft
3:15.0,M. Leonard makes 3-pt shot from 24 ft (assist by C. McCollum),3,20-16,,
2:53.0,,,20-18,2,T. Burke makes 2-pt shot from 21 ft
2:41.0,Turnover by M. Leonard (bad pass),,20-18,,
2:41.0,Portland full timeout,,20-18,,
2:41.0,,,20-18,,J. Withey enters the game for T. Lyles
2:41.0,,,20-18,,J. Ingles enters the game for C. Johnson
2:41.0,M. Harkless enters the game for A. Aminu,,20-18,,
2:21.0,,,20-18,,T. Burke misses 2-pt shot from 21 ft
2:19.0,,,20-18,,Offensive rebound by J. Withey
2:19.0,,,20-18,,J. Withey misses 2-pt shot from 1 ft
2:19.0,,,20-18,,Offensive rebound by Team
2:08.0,,,20-21,3,G. Hayward makes 3-pt shot from 24 ft
1:48.0,E. Davis misses 2-pt shot from 2 ft,,20-21,,
1:47.0,,,20-21,,Defensive rebound by T. Booker
1:29.0,,,20-23,2,G. Hayward makes 2-pt shot from 20 ft
1:12.0,M. Harkless misses 3-pt shot from 24 ft,,20-23,,
1:11.0,,,20-23,,Defensive rebound by T. Booker
0:59.0,,,20-23,,G. Hayward misses 3-pt shot from 25 ft
0:59.0,Defensive rebound by G. Henderson,,20-23,,
0:58.0,,,20-23,,Personal foul by T. Booker (drawn by M. Leonard)
0:43.0,G. Henderson makes 2-pt shot from 18 ft (assist by M. Leonard),2,22-23,,
0:20.0,,,22-25,2,T. Burke makes 2-pt shot from 10 ft
0:01.0,E. Davis makes 2-pt shot from 2 ft (assist by C. McCollum),2,24-25,,
0:01.0,Shooting foul by J. Ingles (drawn by E. Davis),,24-25,,
0:01.0,E. Davis makes free throw 1 of 1,1,25-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,M. Harkless makes 2-pt shot from 3 ft,2,27-25,,
11:31.0,,,27-25,,Shooting foul by M. Harkless (drawn by J. Withey)
11:31.0,,,27-26,1,J. Withey makes free throw 1 of 2
11:31.0,,,27-26,,J. Withey misses free throw 2 of 2
11:31.0,,,27-26,,Offensive rebound by J. Ingles
11:20.0,,,27-26,,R. Hood misses 2-pt shot from 9 ft
11:20.0,Defensive rebound by E. Davis,,27-26,,
11:10.0,Turnover by G. Henderson (bad pass),,27-26,,
10:51.0,,,27-29,3,J. Ingles makes 3-pt shot from 25 ft (assist by T. Booker)
10:24.0,T. Frazier misses 2-pt shot from 5 ft (block by J. Withey),,27-29,,
10:24.0,Offensive rebound by Team,,27-29,,
10:24.0,Turnover by Team (shot clock),,27-29,,
10:03.0,,,27-31,2,T. Burke makes 2-pt shot from 20 ft
10:01.0,,,27-31,,Violation by Team (delay of game)
9:36.0,M. Leonard makes 3-pt shot from 23 ft (assist by M. Harkless),3,30-31,,
9:20.0,Personal foul by G. Henderson (drawn by J. Withey),,30-31,,
9:20.0,A. Crabbe enters the game for G. Henderson,,30-31,,
9:07.0,,,30-34,3,T. Burke makes 3-pt shot from 24 ft (assist by R. Hood)
8:58.0,Turnover by M. Leonard (bad pass; steal by R. Hood),,30-34,,
8:52.0,,,30-34,,T. Burke misses 3-pt shot from 24 ft
8:48.0,Defensive rebound by A. Crabbe,,30-34,,
8:25.0,M. Harkless misses 3-pt shot from 22 ft,,30-34,,
8:24.0,Offensive rebound by M. Harkless,,30-34,,
8:21.0,M. Harkless misses 3-pt shot from 23 ft,,30-34,,
8:19.0,,,30-34,,Defensive rebound by R. Hood
8:09.0,,,30-36,2,J. Withey makes 2-pt shot from 4 ft (assist by T. Booker)
8:08.0,Portland full timeout,,30-36,,
8:08.0,,,30-36,,T. Lyles enters the game for T. Booker
7:52.0,A. Crabbe misses 3-pt shot from 24 ft,,30-36,,
7:51.0,,,30-36,,Defensive rebound by T. Lyles
7:28.0,,,30-39,3,J. Ingles makes 3-pt shot from 23 ft (assist by R. Hood)
7:15.0,Offensive foul by E. Davis,,30-39,,
7:15.0,Turnover by E. Davis (offensive foul),,30-39,,
7:15.0,M. Plumlee enters the game for E. Davis,,30-39,,
7:15.0,C. McCollum enters the game for T. Frazier,,30-39,,
7:15.0,A. Aminu enters the game for M. Leonard,,30-39,,
6:55.0,,,30-42,3,R. Hood makes 3-pt shot from 24 ft (assist by T. Burke)
6:44.0,,,30-42,,Personal foul by J. Ingles (drawn by A. Crabbe)
6:44.0,,,30-42,,C. Johnson enters the game for J. Ingles
6:36.0,C. McCollum makes 3-pt shot from 24 ft (assist by M. Plumlee),3,33-42,,
6:16.0,,,33-44,2,J. Withey makes 2-pt shot at rim (assist by R. Hood)
5:55.0,M. Harkless misses 2-pt shot at rim,,33-44,,
5:55.0,,,33-44,,Defensive rebound by C. Johnson
5:44.0,,,33-44,,R. Hood misses 2-pt shot from 14 ft
5:43.0,Defensive rebound by A. Aminu,,33-44,,
5:39.0,Turnover by A. Aminu (lost ball; steal by T. Burke),,33-44,,
5:35.0,,,33-46,2,T. Burke makes 2-pt shot from 1 ft
5:35.0,Portland full timeout,,33-46,,
5:35.0,Portland full timeout,,33-46,,
5:35.0,,,33-46,,G. Hayward enters the game for C. Johnson
5:35.0,,,33-46,,R. Neto enters the game for T. Burke
5:21.0,Turnover by A. Crabbe (bad pass; steal by G. Hayward),,33-46,,
5:19.0,,,33-48,2,G. Hayward makes 2-pt shot from 1 ft
5:19.0,,,33-48,,Shooting foul by A. Crabbe (drawn by G. Hayward)
5:19.0,M. Leonard enters the game for M. Harkless,,33-48,,
5:19.0,,,33-49,1,G. Hayward makes free throw 1 of 1
5:00.0,A. Aminu misses 3-pt shot from 23 ft,,33-49,,
5:00.0,,,33-49,,Defensive rebound by R. Neto
4:36.0,,,33-52,3,R. Neto makes 3-pt shot from 23 ft (assist by R. Hood)
4:23.0,A. Crabbe misses 2-pt shot from 2 ft,,33-52,,
4:22.0,,,33-52,,Defensive rebound by G. Hayward
4:14.0,,,33-52,,G. Hayward misses 2-pt shot from 9 ft
4:14.0,Defensive rebound by A. Aminu,,33-52,,
3:59.0,A. Crabbe makes 3-pt shot from 23 ft (assist by M. Leonard),3,36-52,,
3:49.0,Personal foul by C. McCollum (drawn by R. Neto),,36-52,,
3:49.0,,,36-52,,C. Johnson enters the game for R. Hood
3:38.0,,,36-52,,T. Lyles misses 2-pt shot from 2 ft
3:37.0,Defensive rebound by M. Plumlee,,36-52,,
3:36.0,,,36-52,,Personal foul by C. Johnson (drawn by M. Plumlee)
3:21.0,A. Aminu makes 3-pt shot from 24 ft (assist by C. McCollum),3,39-52,,
3:00.0,,,39-52,,G. Hayward misses 3-pt shot from 24 ft
2:59.0,Defensive rebound by M. Plumlee,,39-52,,
2:52.0,A. Crabbe misses 2-pt shot from 9 ft,,39-52,,
2:52.0,Offensive rebound by A. Aminu,,39-52,,
2:52.0,A. Aminu misses 2-pt shot from 1 ft,,39-52,,
2:51.0,,,39-52,,Defensive rebound by G. Hayward
2:30.0,,,39-52,,G. Hayward misses 3-pt shot from 25 ft
2:30.0,Defensive rebound by C. McCollum,,39-52,,
2:21.0,C. McCollum misses 2-pt shot from 1 ft,,39-52,,
2:21.0,Offensive rebound by M. Plumlee,,39-52,,
2:18.0,Turnover by M. Plumlee (lost ball; steal by C. Johnson),,39-52,,
2:11.0,,,39-52,,Utah full timeout
2:11.0,,,39-52,,T. Booker enters the game for J. Withey
2:11.0,,,39-52,,R. Hood enters the game for C. Johnson
2:11.0,,,39-52,,T. Burke enters the game for R. Neto
2:03.0,,,39-55,3,R. Hood makes 3-pt shot from 25 ft (assist by G. Hayward)
1:47.0,Turnover by M. Plumlee (bad pass; steal by T. Lyles),,39-55,,
1:34.0,,,39-55,,R. Hood misses 2-pt shot from 11 ft
1:34.0,,,39-55,,Offensive rebound by R. Hood
1:30.0,,,39-57,2,R. Hood makes 2-pt shot from 1 ft
1:15.0,M. Leonard misses 3-pt shot from 24 ft,,39-57,,
1:14.0,,,39-57,,Defensive rebound by G. Hayward
0:59.0,,,39-57,,T. Burke misses 2-pt shot from 19 ft
0:58.0,Defensive rebound by C. McCollum,,39-57,,
0:51.0,A. Crabbe misses 3-pt shot from 24 ft,,39-57,,
0:51.0,Offensive rebound by M. Plumlee,,39-57,,
0:50.0,,,39-57,,Personal foul by T. Lyles (drawn by M. Plumlee)
0:32.0,M. Plumlee misses 2-pt shot from 2 ft,,39-57,,
0:31.0,Offensive rebound by M. Plumlee,,39-57,,
0:29.0,M. Plumlee misses 2-pt shot from 4 ft,,39-57,,
0:28.0,,,39-57,,Defensive rebound by G. Hayward
0:05.0,,,39-57,,Turnover by T. Booker (3 sec)
0:05.0,,,39-57,,J. Withey enters the game for T. Lyles
0:01.0,C. McCollum misses 2-pt shot at rim (block by J. Withey),,39-57,,
0:00.0,Offensive rebound by Team,,39-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,C. McCollum misses 3-pt shot from 24 ft,,39-57,,
11:47.0,,,39-57,,Defensive rebound by R. Hood
11:28.0,,,39-60,3,G. Hayward makes 3-pt shot from 23 ft (assist by R. Hood)
11:12.0,A. Aminu misses 3-pt shot from 24 ft,,39-60,,
11:11.0,,,39-60,,Defensive rebound by T. Lyles
10:54.0,,,39-60,,Offensive foul by J. Withey
10:54.0,,,39-60,,Turnover by J. Withey (offensive foul)
10:33.0,Shooting foul by T. Lyles (drawn by N. Vonleh),,39-60,,
10:33.0,N. Vonleh makes free throw 1 of 2,1,40-60,,
10:33.0,N. Vonleh makes free throw 2 of 2,1,41-60,,
10:20.0,,,41-60,,T. Lyles misses 3-pt shot from 22 ft
10:18.0,Defensive rebound by A. Aminu,,41-60,,
10:12.0,A. Crabbe misses 3-pt shot from 24 ft,,41-60,,
10:11.0,,,41-60,,Defensive rebound by G. Hayward
9:57.0,,,41-62,2,R. Hood makes 2-pt shot from 3 ft
9:44.0,Shooting foul by J. Withey (drawn by M. Plumlee),,41-62,,
9:44.0,M. Plumlee misses free throw 1 of 2,,41-62,,
9:44.0,Offensive rebound by Team,,41-62,,
9:44.0,M. Plumlee makes free throw 2 of 2,1,42-62,,
9:24.0,,,42-65,3,R. Hood makes 3-pt shot from 24 ft
9:07.0,C. McCollum misses 3-pt shot from 24 ft,,42-65,,
9:07.0,,,42-65,,Defensive rebound by T. Lyles
9:00.0,Personal foul by A. Aminu (drawn by G. Hayward),,42-65,,
8:43.0,,,42-65,,G. Hayward misses 3-pt shot from 24 ft
8:42.0,,,42-65,,Offensive rebound by T. Lyles
8:37.0,,,42-68,3,G. Hayward makes 3-pt shot from 24 ft (assist by T. Lyles)
8:26.0,,,42-68,,Def 3 sec tech foul by T. Lyles
8:26.0,C. McCollum misses technical free throw,,42-68,,
8:26.0,Offensive rebound by Team,,42-68,,
8:20.0,,,42-68,,Personal foul by R. Neto (drawn by N. Vonleh)
8:11.0,A. Aminu makes 2-pt shot from 18 ft (assist by C. McCollum),2,44-68,,
7:52.0,,,44-68,,G. Hayward misses 2-pt shot from 22 ft
7:51.0,Defensive rebound by C. McCollum,,44-68,,
7:43.0,C. McCollum misses 2-pt shot from 19 ft,,44-68,,
7:42.0,Offensive rebound by M. Plumlee,,44-68,,
7:39.0,A. Aminu misses 3-pt shot from 24 ft,,44-68,,
7:38.0,,,44-68,,Defensive rebound by G. Hayward
7:18.0,,,44-68,,R. Hood misses 3-pt shot from 22 ft
7:17.0,Defensive rebound by M. Plumlee,,44-68,,
7:12.0,A. Crabbe makes 2-pt shot from 3 ft,2,46-68,,
6:54.0,,,46-70,2,R. Neto makes 2-pt shot from 2 ft (assist by T. Lyles)
6:44.0,M. Plumlee misses 2-pt shot from 3 ft (block by R. Hood),,46-70,,
6:42.0,,,46-70,,Defensive rebound by T. Lyles
6:34.0,,,46-70,,Turnover by T. Lyles (bad pass)
6:34.0,,,46-70,,T. Booker enters the game for T. Lyles
6:34.0,,,46-70,,C. Johnson enters the game for R. Hood
6:27.0,,,46-70,,Personal foul by J. Withey (drawn by M. Plumlee)
6:27.0,T. Frazier enters the game for A. Aminu,,46-70,,
6:19.0,M. Plumlee misses 2-pt shot from 1 ft (block by J. Withey),,46-70,,
6:18.0,,,46-70,,Defensive rebound by G. Hayward
6:16.0,,,46-72,2,C. Johnson makes 2-pt shot from 1 ft
6:16.0,,,46-72,,Shooting foul by C. McCollum (drawn by C. Johnson)
6:16.0,M. Leonard enters the game for M. Plumlee,,46-72,,
6:16.0,,,46-73,1,C. Johnson makes free throw 1 of 1
6:01.0,C. McCollum misses 3-pt shot from 24 ft,,46-73,,
6:00.0,,,46-73,,Defensive rebound by G. Hayward
5:44.0,,,46-75,2,C. Johnson makes 2-pt shot from 17 ft (assist by J. Withey)
5:44.0,Portland full timeout,,46-75,,
5:26.0,A. Crabbe makes 2-pt shot from 16 ft,2,48-75,,
5:11.0,,,48-75,,R. Neto misses 3-pt shot from 24 ft
5:11.0,Defensive rebound by N. Vonleh,,48-75,,
5:02.0,C. McCollum misses 2-pt shot from 14 ft,,48-75,,
5:02.0,,,48-75,,Defensive rebound by G. Hayward
4:56.0,Personal foul by A. Crabbe (drawn by G. Hayward),,48-75,,
4:56.0,,,48-75,,T. Burke enters the game for R. Neto
4:44.0,,,48-75,,J. Withey misses 2-pt shot from 2 ft
4:43.0,Defensive rebound by N. Vonleh,,48-75,,
4:36.0,C. McCollum makes 3-pt shot from 23 ft (assist by T. Frazier),3,51-75,,
4:11.0,,,51-75,,T. Booker misses 2-pt shot from 12 ft
4:09.0,Defensive rebound by A. Crabbe,,51-75,,
4:03.0,A. Crabbe makes 3-pt shot from 24 ft (assist by C. McCollum),3,54-75,,
4:03.0,Shooting foul by C. Johnson (drawn by A. Crabbe),,54-75,,
4:03.0,,,54-75,,T. Lyles enters the game for J. Withey
4:03.0,A. Crabbe makes free throw 1 of 1,1,55-75,,
3:50.0,Personal foul by A. Crabbe (drawn by G. Hayward),,55-75,,
3:41.0,Jump ball: G. Hayward vs. N. Vonleh (C. Johnson gains possession),,,,Jump ball: G. Hayward vs. N. Vonleh (C. Johnson gains possession)
3:34.0,,,55-75,,C. Johnson misses 3-pt shot from 24 ft
3:33.0,,,55-75,,Offensive rebound by T. Lyles
3:28.0,Personal foul by T. Frazier (drawn by T. Burke),,55-75,,
3:28.0,,,55-76,1,T. Burke makes free throw 1 of 2
3:28.0,M. Harkless enters the game for N. Vonleh,,55-76,,
3:28.0,,,55-76,,T. Burke misses free throw 2 of 2
3:28.0,Defensive rebound by A. Crabbe,,55-76,,
3:16.0,M. Leonard makes 2-pt shot from 19 ft (assist by C. McCollum),2,57-76,,
3:05.0,,,57-78,2,T. Burke makes 2-pt shot from 3 ft
2:39.0,M. Harkless makes 2-pt shot from 4 ft,2,59-78,,
2:30.0,,,59-78,,Utah full timeout
2:14.0,,,59-78,,T. Lyles misses 2-pt shot from 3 ft
2:13.0,,,59-78,,Offensive rebound by T. Booker
2:12.0,,,59-78,,Shooting foul by M. Leonard (drawn by T. Booker)
2:12.0,,,59-79,1,T. Booker makes free throw 1 of 2
2:12.0,,,59-79,,T. Booker misses free throw 2 of 2
2:12.0,Defensive rebound by M. Harkless,,59-79,,
1:50.0,C. McCollum makes 2-pt shot from 3 ft,2,61-79,,
1:33.0,,,61-79,,Shooting foul by A. Crabbe (drawn by G. Hayward)
1:33.0,,,61-80,1,G. Hayward makes free throw 1 of 2
1:33.0,,,61-80,,J. Ingles enters the game for T. Lyles
1:33.0,,,61-81,1,G. Hayward makes free throw 2 of 2
1:19.0,C. McCollum makes 2-pt shot from 19 ft,2,63-81,,
1:00.0,,,63-84,3,T. Burke makes 3-pt shot from 24 ft (assist by C. Johnson)
0:41.0,C. McCollum makes 3-pt shot from 24 ft,3,66-84,,
0:34.0,,,66-84,,G. Hayward misses 3-pt shot from 24 ft
0:34.0,,,66-84,,Offensive rebound by J. Ingles
0:21.0,,,66-86,2,T. Burke makes 2-pt shot from 12 ft
0:04.0,C. McCollum makes 3-pt shot from 25 ft,3,69-86,,
0:03.0,,,69-86,,Turnover by C. Johnson (bad pass; steal by M. Harkless)
0:02.0,,,69-86,,Personal foul by J. Ingles (drawn by M. Harkless)
0:02.0,M. Harkless makes free throw 1 of 2,1,70-86,,
0:02.0,,,70-86,,J. Withey enters the game for C. Johnson
0:02.0,M. Harkless makes free throw 2 of 2,1,71-86,,
0:01.0,,,71-86,,T. Burke misses 3-pt shot from 66 ft
0:00.0,,,71-86,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,71-86,,R. Hood misses 3-pt shot from 24 ft
11:36.0,,,71-86,,Offensive rebound by Team
11:36.0,,,71-86,,Turnover by Team (shot clock)
11:17.0,M. Leonard makes 3-pt shot from 24 ft (assist by A. Crabbe),3,74-86,,
10:52.0,,,74-88,2,T. Burke makes 2-pt shot from 19 ft
10:28.0,C. McCollum misses 2-pt shot from 15 ft,,74-88,,
10:28.0,,,74-88,,Defensive rebound by R. Hood
10:07.0,,,74-90,2,J. Withey makes 2-pt shot at rim (assist by T. Burke)
10:07.0,,,74-90,,Shooting foul by C. McCollum (drawn by J. Withey)
10:07.0,A. Aminu enters the game for A. Crabbe,,74-90,,
10:07.0,,,74-91,1,J. Withey makes free throw 1 of 1
9:53.0,Portland full timeout,,74-91,,
9:46.0,T. Frazier misses 3-pt shot from 22 ft,,74-91,,
9:46.0,,,74-91,,Defensive rebound by J. Withey
9:35.0,Personal foul by T. Frazier (drawn by T. Burke),,74-91,,
9:19.0,,,74-93,2,T. Booker makes 2-pt shot from 2 ft (assist by R. Hood)
9:05.0,,,74-93,,Personal foul by R. Hood (drawn by C. McCollum)
8:54.0,M. Leonard makes 3-pt shot from 24 ft (assist by A. Aminu),3,77-93,,
8:33.0,,,77-95,2,T. Burke makes 2-pt shot from 17 ft
8:20.0,Turnover by T. Frazier (bad pass; steal by T. Booker),,77-95,,
8:09.0,,,77-95,,J. Ingles misses 3-pt shot from 25 ft
8:09.0,,,77-95,,Offensive rebound by T. Booker
7:50.0,,,77-95,,T. Burke misses 3-pt shot from 24 ft
7:50.0,Defensive rebound by M. Harkless,,77-95,,
7:40.0,C. McCollum misses 2-pt shot from 3 ft,,77-95,,
7:39.0,,,77-95,,Defensive rebound by R. Hood
7:29.0,,,77-98,3,J. Ingles makes 3-pt shot from 23 ft (assist by T. Burke)
7:17.0,C. McCollum makes 2-pt shot from 2 ft,2,79-98,,
6:54.0,,,79-98,,R. Hood misses 2-pt shot from 16 ft
6:53.0,,,79-98,,Offensive rebound by J. Withey
6:49.0,,,79-98,,T. Burke misses 2-pt shot from 4 ft
6:47.0,Defensive rebound by M. Leonard,,79-98,,
6:39.0,C. McCollum makes 3-pt shot from 25 ft (assist by T. Frazier),3,82-98,,
6:35.0,,,82-98,,Utah full timeout
6:35.0,A. Crabbe enters the game for A. Aminu,,82-98,,
6:35.0,,,82-98,,T. Lyles enters the game for T. Booker
6:35.0,,,82-98,,G. Hayward enters the game for R. Hood
6:13.0,,,82-98,,G. Hayward misses 3-pt shot from 24 ft
6:12.0,Defensive rebound by C. McCollum,,82-98,,
5:59.0,M. Harkless misses 3-pt shot from 23 ft,,82-98,,
5:58.0,,,82-98,,Defensive rebound by J. Ingles
5:41.0,,,82-101,3,G. Hayward makes 3-pt shot from 23 ft (assist by T. Lyles)
5:30.0,,,82-101,,Personal foul by G. Hayward (drawn by C. McCollum)
5:15.0,C. McCollum misses 2-pt shot from 19 ft,,82-101,,
5:15.0,Offensive rebound by Team,,82-101,,
5:15.0,,,82-101,,Personal foul by G. Hayward (drawn by T. Frazier)
5:04.0,M. Leonard makes 3-pt shot from 23 ft (assist by A. Crabbe),3,85-101,,
4:46.0,,,85-101,,T. Burke misses 2-pt shot from 19 ft
4:45.0,Defensive rebound by C. McCollum,,85-101,,
4:39.0,M. Harkless makes 2-pt shot at rim (assist by T. Frazier),2,87-101,,
4:15.0,,,87-103,2,J. Withey makes 2-pt shot from 3 ft (assist by T. Lyles)
4:02.0,M. Leonard misses 2-pt shot from 2 ft (block by J. Withey),,87-103,,
4:02.0,Offensive rebound by Team,,87-103,,
4:02.0,,,87-103,,R. Hood enters the game for J. Ingles
3:55.0,C. McCollum makes 2-pt shot from 2 ft,2,89-103,,
3:35.0,,,89-105,2,G. Hayward makes 2-pt shot from 3 ft
3:17.0,M. Harkless misses 3-pt shot from 24 ft,,89-105,,
3:17.0,,,89-105,,Defensive rebound by T. Burke
3:02.0,,,89-107,2,T. Burke makes 2-pt shot from 13 ft
3:02.0,Portland full timeout,,89-107,,
3:02.0,L. Montero enters the game for A. Crabbe,,89-107,,
3:02.0,N. Vonleh enters the game for C. McCollum,,89-107,,
3:02.0,P. Connaughton enters the game for M. Harkless,,89-107,,
3:02.0,,,89-107,,T. Booker enters the game for J. Withey
2:47.0,L. Montero misses 3-pt shot from 25 ft,,89-107,,
2:46.0,,,89-107,,Defensive rebound by T. Lyles
2:46.0,Personal foul by N. Vonleh (drawn by T. Lyles),,89-107,,
2:46.0,,,89-107,,C. Johnson enters the game for G. Hayward
2:29.0,,,89-107,,R. Hood misses 2-pt shot from 10 ft
2:28.0,Defensive rebound by L. Montero,,89-107,,
2:19.0,T. Frazier misses 2-pt shot from 6 ft,,89-107,,
2:19.0,,,89-107,,Defensive rebound by T. Lyles
2:03.0,,,89-107,,R. Neto enters the game for T. Burke
2:03.0,,,89-107,,E. Millsap enters the game for R. Hood
2:03.0,,,89-107,,T. Pleiss enters the game for T. Booker
1:57.0,,,89-107,,T. Pleiss misses 2-pt shot from 6 ft
1:56.0,Defensive rebound by N. Vonleh,,89-107,,
1:40.0,P. Connaughton makes 3-pt shot from 24 ft,3,92-107,,
1:22.0,,,92-109,2,C. Johnson makes 2-pt shot from 18 ft
1:01.0,P. Connaughton misses 3-pt shot from 24 ft,,92-109,,
1:00.0,Offensive rebound by T. Frazier,,92-109,,
0:59.0,N. Vonleh makes 2-pt shot at rim,2,94-109,,
0:49.0,Personal foul by T. Frazier (drawn by R. Neto),,94-109,,
0:40.0,,,94-109,,R. Neto misses 2-pt shot from 12 ft
0:39.0,,,94-109,,Offensive rebound by R. Neto
0:28.0,,,94-109,,Offensive foul by T. Pleiss
0:28.0,,,94-109,,Turnover by T. Pleiss (offensive foul)
0:20.0,L. Montero makes 2-pt shot from 21 ft (assist by N. Vonleh),2,96-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
