time,Milwaukee,pts.away,score,pts.home,Detroit
4:51.0,M. Carter-Williams enters the game for J. Bayless,,6-13,,
4:51.0,,,6-13,,S. Johnson enters the game for M. Morris
4:26.0,O. Mayo makes 2-pt shot from 17 ft,2,8-13,,
4:08.0,,,8-13,,K. Caldwell-Pope misses 3-pt shot from 26 ft
4:07.0,Defensive rebound by M. Carter-Williams,,8-13,,
3:56.0,G. Monroe makes 2-pt shot from 6 ft (assist by M. Carter-Williams),2,10-13,,
3:42.0,,,10-13,,Turnover by R. Jackson (bad pass; steal by G. Monroe)
3:28.0,J. Parker makes 2-pt shot from 5 ft (assist by K. Middleton),2,12-13,,
3:17.0,,,12-13,,R. Jackson misses 3-pt shot from 27 ft
3:17.0,Defensive rebound by G. Monroe,,12-13,,
3:00.0,G. Monroe misses 2-pt shot from 9 ft,,12-13,,
2:59.0,,,12-13,,Defensive rebound by E. Ilyasova
2:46.0,,,12-15,2,E. Ilyasova makes 2-pt shot from 8 ft (assist by S. Johnson)
2:35.0,O. Mayo misses 3-pt shot from 26 ft,,12-15,,
2:34.0,,,12-15,,Defensive rebound by A. Drummond
2:29.0,,,12-17,2,R. Jackson makes 2-pt shot at rim
2:29.0,,,12-17,,Shooting foul by M. Carter-Williams (drawn by R. Jackson)
2:29.0,Milwaukee full timeout,,12-17,,
2:29.0,,,12-17,,A. Tolliver enters the game for E. Ilyasova
2:29.0,R. Vaughn enters the game for O. Mayo,,12-17,,
2:29.0,,,12-17,,R. Jackson misses free throw 1 of 1
2:28.0,Defensive rebound by G. Monroe,,12-17,,
2:12.0,K. Middleton makes 2-pt shot from 12 ft,2,14-17,,
1:57.0,,,14-17,,A. Drummond misses 2-pt shot from 7 ft
1:56.0,Defensive rebound by J. Parker,,14-17,,
1:47.0,Turnover by K. Middleton (bad pass; steal by S. Johnson),,14-17,,
1:41.0,,,14-17,,S. Johnson misses 2-pt shot from 5 ft
1:39.0,Defensive rebound by G. Monroe,,14-17,,
1:31.0,M. Carter-Williams misses 2-pt shot from 5 ft,,14-17,,
1:30.0,,,14-17,,Defensive rebound by A. Tolliver
1:20.0,Personal foul by R. Vaughn (drawn by K. Caldwell-Pope),,14-17,,
1:20.0,,,14-17,,S. Blake enters the game for R. Jackson
1:04.0,,,14-17,,S. Blake misses 3-pt shot from 25 ft
1:04.0,Defensive rebound by G. Monroe,,14-17,,
0:45.0,G. Monroe misses 2-pt shot from 17 ft,,14-17,,
0:44.0,,,14-17,,Defensive rebound by A. Tolliver
0:35.0,,,14-17,,Turnover by K. Caldwell-Pope (bad pass; steal by G. Monroe)
0:29.0,G. Monroe makes 2-pt shot at rim (assist by K. Middleton),2,16-17,,
0:14.0,,,16-17,,A. Drummond misses 2-pt shot at rim
0:14.0,,,16-17,,Offensive rebound by A. Tolliver
0:14.0,,,16-17,,Shooting foul by J. Parker (drawn by A. Tolliver)
0:14.0,,,16-17,,A. Tolliver misses free throw 1 of 2
0:14.0,,,16-17,,Offensive rebound by Team
0:14.0,,,16-17,,A. Baynes enters the game for A. Drummond
0:14.0,,,16-17,,A. Tolliver misses free throw 2 of 2
0:13.0,Defensive rebound by M. Carter-Williams,,16-17,,
0:11.0,,,16-17,,Personal foul by S. Johnson (drawn by M. Carter-Williams)
0:03.0,J. Parker misses 2-pt shot from 12 ft,,16-17,,
0:02.0,,,16-17,,Defensive rebound by A. Tolliver
0:01.0,,,16-17,,S. Blake misses 3-pt shot from 69 ft
0:00.0,,,16-17,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Turnover by M. Carter-Williams (bad pass; steal by A. Tolliver),,16-17,,
11:34.0,,,16-17,,Turnover by S. Blake (bad pass; steal by J. Henson)
11:32.0,,,16-17,,Personal foul by S. Blake (drawn by M. Carter-Williams)
11:08.0,Turnover by Team (shot clock),,16-17,,
10:51.0,,,16-17,,Shooting foul by J. Parker (drawn by M. Morris)
10:51.0,,,16-18,1,M. Morris makes free throw 1 of 2
10:51.0,J. O'Bryant enters the game for J. Parker,,16-18,,
10:51.0,,,16-19,1,M. Morris makes free throw 2 of 2
10:37.0,J. O'Bryant makes 2-pt shot from 17 ft (assist by J. Bayless),2,18-19,,
10:24.0,,,18-19,,Turnover by M. Morris (bad pass; steal by J. O'Bryant)
10:21.0,Turnover by J. O'Bryant (bad pass; steal by M. Morris),,18-19,,
10:17.0,,,18-21,2,M. Morris makes 2-pt shot at rim
10:06.0,M. Carter-Williams misses 2-pt shot at rim,,18-21,,
10:05.0,Offensive rebound by J. Henson,,18-21,,
10:05.0,Turnover by J. Henson (offensive foul),,18-21,,
10:05.0,Offensive foul by J. Henson,,18-21,,
9:43.0,,,18-24,3,S. Johnson makes 3-pt shot from 24 ft (assist by A. Tolliver)
9:24.0,Turnover by J. Henson (bad pass),,18-24,,
9:05.0,,,18-24,,A. Baynes misses 2-pt shot at rim
9:05.0,Defensive rebound by J. Bayless,,18-24,,
8:59.0,J. Bayless makes 2-pt shot at rim,2,20-24,,
8:46.0,,,20-26,2,M. Morris makes 2-pt shot from 6 ft (assist by S. Blake)
8:46.0,,,20-26,,Shooting foul by J. O'Bryant (drawn by M. Morris)
8:46.0,Official timeout,,20-26,,
8:46.0,G. Antetokounmpo enters the game for R. Vaughn,,20-26,,
8:46.0,,,20-26,,M. Morris misses free throw 1 of 1
8:45.0,Defensive rebound by G. Antetokounmpo,,20-26,,
8:36.0,,,20-26,,Personal foul by S. Johnson (drawn by M. Carter-Williams)
8:30.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,20-26,,
8:29.0,Offensive rebound by G. Antetokounmpo,,20-26,,
8:19.0,G. Antetokounmpo makes 2-pt shot at rim,2,22-26,,
7:59.0,,,22-26,,M. Morris misses 2-pt shot from 7 ft
7:59.0,Defensive rebound by G. Antetokounmpo,,22-26,,
7:41.0,J. Henson makes 2-pt shot from 5 ft (assist by G. Antetokounmpo),2,24-26,,
7:22.0,,,24-29,3,S. Johnson makes 3-pt shot from 22 ft (assist by S. Blake)
7:01.0,J. Henson makes 2-pt shot from 7 ft (assist by J. Bayless),2,26-29,,
7:01.0,Violation by Team (delay of game),,26-29,,
6:51.0,Personal foul by M. Carter-Williams (drawn by S. Blake),,26-29,,
6:37.0,,,26-29,,A. Baynes misses 2-pt shot from 10 ft
6:36.0,Defensive rebound by J. O'Bryant,,26-29,,
6:17.0,M. Carter-Williams misses 3-pt shot from 23 ft,,26-29,,
6:17.0,,,26-29,,Defensive rebound by M. Morris
6:09.0,,,26-31,2,M. Morris makes 2-pt shot from 18 ft
5:55.0,J. Henson makes 2-pt shot from 5 ft (assist by M. Carter-Williams),2,28-31,,
5:32.0,,,28-33,2,S. Johnson makes 2-pt shot from 17 ft
5:23.0,Milwaukee full timeout,,28-33,,
5:23.0,G. Monroe enters the game for M. Carter-Williams,,28-33,,
5:23.0,O. Mayo enters the game for J. Henson,,28-33,,
5:23.0,,,28-33,,A. Drummond enters the game for S. Blake
5:23.0,,,28-33,,R. Jackson enters the game for A. Baynes
5:09.0,Turnover by G. Monroe (lost ball; steal by R. Jackson),,28-33,,
4:58.0,,,28-35,2,R. Jackson makes 2-pt shot at rim
4:37.0,O. Mayo makes 2-pt shot from 17 ft,2,30-35,,
4:21.0,,,30-35,,R. Jackson misses 3-pt shot from 26 ft
4:21.0,Defensive rebound by G. Antetokounmpo,,30-35,,
4:09.0,G. Antetokounmpo makes 2-pt shot at rim,2,32-35,,
3:44.0,,,32-37,2,A. Drummond makes 2-pt shot from 6 ft
3:26.0,G. Antetokounmpo makes 2-pt shot from 19 ft,2,34-37,,
3:10.0,,,34-40,3,A. Tolliver makes 3-pt shot from 23 ft (assist by R. Jackson)
2:49.0,O. Mayo makes 2-pt shot from 18 ft (assist by J. O'Bryant),2,36-40,,
2:31.0,,,36-40,,A. Drummond misses 2-pt shot from 3 ft (block by G. Monroe)
2:31.0,Defensive rebound by G. Antetokounmpo,,36-40,,
2:17.0,G. Monroe makes 2-pt shot from 4 ft (assist by O. Mayo),2,38-40,,
2:13.0,,,38-40,,Detroit full timeout
2:13.0,,,38-40,,K. Caldwell-Pope enters the game for S. Johnson
2:13.0,,,38-40,,E. Ilyasova enters the game for A. Tolliver
2:13.0,K. Middleton enters the game for J. O'Bryant,,38-40,,
1:59.0,,,38-42,2,R. Jackson makes 2-pt shot from 8 ft
1:44.0,G. Monroe misses 2-pt shot from 3 ft (block by A. Drummond),,38-42,,
1:44.0,Offensive rebound by Team,,38-42,,
1:38.0,Turnover by O. Mayo (lost ball; steal by A. Drummond),,38-42,,
1:30.0,,,38-44,2,K. Caldwell-Pope makes 2-pt shot from 1 ft
1:12.0,G. Antetokounmpo makes 2-pt shot from 14 ft (assist by J. Bayless),2,40-44,,
0:58.0,,,40-47,3,M. Morris makes 3-pt shot from 23 ft (assist by A. Drummond)
0:50.0,O. Mayo misses 2-pt shot from 14 ft,,40-47,,
0:49.0,,,40-47,,Defensive rebound by A. Drummond
0:42.0,,,40-49,2,A. Drummond makes 2-pt shot from 9 ft (assist by R. Jackson)
0:31.0,Turnover by G. Antetokounmpo (bad pass),,40-49,,
0:21.0,,,40-51,2,R. Jackson makes 2-pt shot at rim
0:03.0,J. Bayless misses 2-pt shot from 21 ft,,40-51,,
0:02.0,,,40-51,,Defensive rebound by K. Caldwell-Pope
0:01.0,,,40-51,,K. Caldwell-Pope misses 3-pt shot from 28 ft
0:00.0,,,40-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,K. Middleton makes 2-pt shot from 6 ft,2,42-51,,
11:28.0,,,42-53,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
11:28.0,,,42-53,,Shooting foul by K. Middleton (drawn by A. Drummond)
11:28.0,,,42-53,,A. Drummond misses free throw 1 of 1
11:27.0,Defensive rebound by G. Monroe,,42-53,,
11:14.0,,,42-53,,Def 3 sec tech foul by E. Ilyasova
11:14.0,K. Middleton makes technical free throw,1,43-53,,
11:05.0,J. Bayless makes 2-pt shot at rim (assist by G. Monroe),2,45-53,,
10:34.0,,,45-55,2,A. Drummond makes 2-pt shot from 3 ft (assist by M. Morris)
10:22.0,K. Middleton misses 2-pt shot from 4 ft,,45-55,,
10:21.0,,,45-55,,Defensive rebound by A. Drummond
10:12.0,,,45-55,,R. Jackson misses 2-pt shot from 4 ft
10:12.0,Defensive rebound by Team,,45-55,,
9:58.0,G. Monroe misses 2-pt shot from 2 ft,,45-55,,
9:58.0,,,45-55,,Defensive rebound by A. Drummond
9:47.0,,,45-55,,R. Jackson misses 2-pt shot from 6 ft
9:46.0,,,45-55,,Offensive rebound by A. Drummond
9:42.0,,,45-57,2,A. Drummond makes 2-pt shot from 1 ft
9:27.0,G. Monroe misses 2-pt shot from 1 ft,,45-57,,
9:27.0,,,45-57,,Defensive rebound by A. Drummond
9:27.0,Personal foul by G. Monroe (drawn by A. Drummond),,45-57,,
9:20.0,Personal foul by R. Vaughn (drawn by K. Caldwell-Pope),,45-57,,
9:11.0,,,45-57,,Turnover by K. Caldwell-Pope (lost ball; steal by R. Vaughn)
9:02.0,J. Bayless misses 3-pt shot from 25 ft,,45-57,,
9:02.0,,,45-57,,Defensive rebound by Team
8:57.0,Personal foul by R. Vaughn (drawn by M. Morris),,45-57,,
8:47.0,,,45-57,,Shooting foul by G. Antetokounmpo (drawn by E. Ilyasova)
8:47.0,,,45-58,1,E. Ilyasova makes free throw 1 of 3
8:47.0,,,45-59,1,E. Ilyasova makes free throw 2 of 3
8:47.0,,,45-59,,E. Ilyasova misses free throw 3 of 3
8:46.0,Defensive rebound by G. Antetokounmpo,,45-59,,
8:32.0,R. Vaughn misses 2-pt shot from 16 ft,,45-59,,
8:31.0,,,45-59,,Defensive rebound by E. Ilyasova
8:22.0,,,45-59,,E. Ilyasova misses 3-pt shot from 26 ft
8:21.0,Defensive rebound by K. Middleton,,45-59,,
8:08.0,R. Vaughn misses 2-pt shot from 3 ft (block by A. Drummond),,45-59,,
8:06.0,Offensive rebound by G. Monroe,,45-59,,
8:04.0,G. Monroe makes 2-pt shot at rim,2,47-59,,
7:49.0,,,47-59,,K. Caldwell-Pope misses 3-pt shot from 22 ft
7:48.0,Defensive rebound by G. Monroe,,47-59,,
7:34.0,K. Middleton makes 2-pt shot at rim (assist by J. Bayless),2,49-59,,
7:21.0,,,49-59,,A. Drummond misses 2-pt shot from 6 ft
7:18.0,Defensive rebound by G. Monroe,,49-59,,
7:09.0,J. Bayless makes 2-pt shot from 7 ft (assist by K. Middleton),2,51-59,,
7:09.0,Shooting foul by A. Drummond (drawn by J. Bayless),,51-59,,
7:09.0,O. Mayo enters the game for R. Vaughn,,51-59,,
7:09.0,J. Bayless misses free throw 1 of 1,,51-59,,
7:08.0,,,51-59,,Defensive rebound by A. Drummond
6:50.0,,,51-59,,M. Morris misses 2-pt shot from 11 ft
6:49.0,,,51-59,,Offensive rebound by A. Drummond
6:46.0,,,51-59,,A. Drummond misses 2-pt shot at rim
6:44.0,,,51-59,,Offensive rebound by E. Ilyasova
6:44.0,,,51-59,,Turnover by A. Drummond (offensive goaltending)
6:32.0,K. Middleton misses 2-pt shot from 5 ft,,51-59,,
6:31.0,,,51-59,,Defensive rebound by E. Ilyasova
6:16.0,,,51-59,,E. Ilyasova misses 3-pt shot from 26 ft
6:15.0,Defensive rebound by K. Middleton,,51-59,,
6:10.0,Turnover by O. Mayo (bad pass; steal by A. Drummond),,51-59,,
6:06.0,Personal foul by O. Mayo (drawn by K. Caldwell-Pope),,51-59,,
6:06.0,,,51-60,1,K. Caldwell-Pope makes free throw 1 of 2
6:06.0,,,51-61,1,K. Caldwell-Pope makes free throw 2 of 2
5:53.0,G. Antetokounmpo makes 2-pt shot from 6 ft,2,53-61,,
5:47.0,,,53-61,,Offensive foul by A. Drummond
5:47.0,,,53-61,,Turnover by A. Drummond (offensive foul)
5:47.0,,,53-61,,Detroit full timeout
5:31.0,O. Mayo makes 2-pt shot from 14 ft (assist by G. Antetokounmpo),2,55-61,,
5:11.0,,,55-61,,E. Ilyasova misses 3-pt shot from 26 ft
5:11.0,Defensive rebound by K. Middleton,,55-61,,
5:06.0,Milwaukee full timeout,,55-61,,
5:06.0,M. Carter-Williams enters the game for J. Bayless,,55-61,,
4:51.0,K. Middleton misses 2-pt shot from 6 ft,,55-61,,
4:51.0,,,55-61,,Defensive rebound by E. Ilyasova
4:43.0,,,55-61,,A. Drummond misses 2-pt shot at rim
4:41.0,Defensive rebound by O. Mayo,,55-61,,
4:34.0,O. Mayo misses 3-pt shot from 26 ft,,55-61,,
4:33.0,,,55-61,,Defensive rebound by A. Drummond
4:20.0,,,55-63,2,R. Jackson makes 2-pt shot from 15 ft
3:56.0,M. Carter-Williams misses 3-pt shot from 26 ft,,55-63,,
3:55.0,,,55-63,,Defensive rebound by A. Drummond
3:48.0,,,55-63,,S. Johnson enters the game for E. Ilyasova
3:48.0,,,55-63,,A. Tolliver enters the game for M. Morris
3:34.0,,,55-63,,A. Drummond misses 2-pt shot from 1 ft
3:33.0,Defensive rebound by G. Antetokounmpo,,55-63,,
3:30.0,Shooting foul by R. Jackson (drawn by O. Mayo),,55-63,,
3:30.0,O. Mayo makes free throw 1 of 2,1,56-63,,
3:30.0,O. Mayo makes free throw 2 of 2,1,57-63,,
3:14.0,,,57-63,,Shooting foul by G. Monroe (drawn by A. Drummond)
3:14.0,,,57-63,,A. Drummond misses free throw 1 of 2
3:14.0,,,57-63,,Offensive rebound by Team
3:14.0,,,57-63,,A. Drummond misses free throw 2 of 2
3:13.0,Defensive rebound by K. Middleton,,57-63,,
2:52.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,57-63,,
2:51.0,,,57-63,,Defensive rebound by A. Drummond
2:36.0,Violation by K. Middleton (def goaltending),,57-63,,
2:36.0,,,57-65,2,A. Drummond makes 2-pt shot at rim (assist by K. Caldwell-Pope)
2:36.0,,,57-65,,Shooting foul by K. Middleton (drawn by A. Drummond)
2:36.0,,,57-65,,S. Blake enters the game for R. Jackson
2:36.0,,,57-65,,A. Drummond misses free throw 1 of 1
2:27.0,Defensive rebound by M. Carter-Williams,,57-65,,
2:20.0,G. Antetokounmpo misses 2-pt shot from 13 ft,,57-65,,
2:20.0,,,57-65,,Defensive rebound by S. Blake
2:10.0,,,57-65,,A. Tolliver misses 3-pt shot from 26 ft
2:09.0,,,57-65,,Offensive rebound by A. Drummond
2:03.0,,,57-65,,A. Drummond misses 2-pt shot at rim
2:03.0,Defensive rebound by G. Monroe,,57-65,,
1:48.0,G. Monroe misses 2-pt shot from 3 ft,,57-65,,
1:47.0,,,57-65,,Defensive rebound by A. Drummond
1:25.0,,,57-65,,S. Johnson misses 3-pt shot from 27 ft
1:25.0,Defensive rebound by G. Monroe,,57-65,,
1:15.0,O. Mayo misses 3-pt shot from 25 ft,,57-65,,
1:14.0,,,57-65,,Defensive rebound by A. Drummond
1:00.0,,,57-65,,S. Johnson misses 2-pt shot from 15 ft
0:59.0,Defensive rebound by M. Carter-Williams,,57-65,,
0:47.0,Turnover by M. Carter-Williams (lost ball; steal by A. Drummond),,57-65,,
0:47.0,,,57-65,,Shooting foul by O. Mayo (drawn by K. Caldwell-Pope)
0:47.0,,,57-66,1,K. Caldwell-Pope makes free throw 1 of 2
0:47.0,,,57-66,,A. Baynes enters the game for A. Drummond
0:47.0,,,57-67,1,K. Caldwell-Pope makes free throw 2 of 2
0:27.0,G. Monroe makes 2-pt shot from 5 ft,2,59-67,,
0:12.0,,,59-67,,S. Johnson misses 2-pt shot from 19 ft
0:11.0,Defensive rebound by O. Mayo,,59-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,59-69,2,M. Morris makes 2-pt shot from 9 ft
11:28.0,O. Mayo misses 2-pt shot from 13 ft,,59-69,,
11:28.0,,,59-69,,Defensive rebound by S. Johnson
11:08.0,,,59-71,2,A. Tolliver makes 2-pt shot from 15 ft (assist by A. Baynes)
10:45.0,G. Antetokounmpo misses 2-pt shot at rim,,59-71,,
10:45.0,Offensive rebound by J. Henson,,59-71,,
10:41.0,J. Henson misses 2-pt shot from 2 ft,,59-71,,
10:41.0,,,59-71,,Defensive rebound by A. Baynes
10:30.0,,,59-71,,M. Morris misses 2-pt shot from 17 ft
10:30.0,Defensive rebound by M. Carter-Williams,,59-71,,
10:22.0,M. Carter-Williams makes 2-pt shot at rim,2,61-71,,
10:05.0,,,61-71,,A. Tolliver misses 2-pt shot at rim (block by G. Antetokounmpo)
10:05.0,,,61-71,,Offensive rebound by Team
10:02.0,,,61-71,,S. Blake misses 2-pt shot from 16 ft
10:02.0,Defensive rebound by O. Mayo,,61-71,,
9:47.0,,,61-71,,Personal foul by A. Baynes (drawn by G. Antetokounmpo)
9:31.0,M. Carter-Williams misses 2-pt shot from 21 ft,,61-71,,
9:31.0,Offensive rebound by J. Parker,,61-71,,
9:27.0,J. Parker makes 2-pt shot at rim,2,63-71,,
9:08.0,,,63-71,,M. Morris misses 2-pt shot from 4 ft (block by J. Henson)
9:07.0,Defensive rebound by M. Carter-Williams,,63-71,,
9:04.0,Offensive charge foul by G. Antetokounmpo,,63-71,,
9:04.0,Turnover by G. Antetokounmpo (offensive foul),,63-71,,
8:54.0,Personal foul by M. Carter-Williams (drawn by S. Blake),,63-71,,
8:54.0,Official timeout,,63-71,,
8:42.0,,,63-71,,S. Johnson misses 3-pt shot from 24 ft
8:41.0,Defensive rebound by J. Parker,,63-71,,
8:27.0,G. Antetokounmpo misses 2-pt shot from 17 ft,,63-71,,
8:26.0,,,63-71,,Defensive rebound by M. Morris
8:20.0,,,63-71,,Turnover by M. Morris (lost ball; steal by O. Mayo)
8:17.0,Turnover by M. Carter-Williams (lost ball),,63-71,,
8:02.0,,,63-74,3,A. Tolliver makes 3-pt shot from 23 ft (assist by M. Morris)
7:43.0,Turnover by G. Antetokounmpo (bad pass; steal by S. Blake),,63-74,,
7:38.0,,,63-76,2,S. Johnson makes 2-pt shot at rim (assist by S. Blake)
7:38.0,Milwaukee full timeout,,63-76,,
7:38.0,K. Middleton enters the game for G. Antetokounmpo,,63-76,,
7:38.0,,,63-76,,A. Drummond enters the game for S. Blake
7:38.0,,,63-76,,R. Jackson enters the game for A. Baynes
7:23.0,J. Parker makes 2-pt shot from 10 ft (assist by O. Mayo),2,65-76,,
7:06.0,,,65-76,,S. Johnson misses 2-pt shot from 9 ft
7:06.0,,,65-76,,Offensive rebound by M. Morris
7:06.0,,,65-76,,M. Morris misses 2-pt shot from 4 ft (block by J. Henson)
7:06.0,,,65-76,,Offensive rebound by Team
7:06.0,,,65-76,,K. Caldwell-Pope enters the game for S. Johnson
6:51.0,,,65-76,,R. Jackson misses 3-pt shot from 24 ft
6:50.0,Defensive rebound by O. Mayo,,65-76,,
6:40.0,M. Carter-Williams makes 2-pt shot from 13 ft,2,67-76,,
6:26.0,Personal foul by J. Henson (drawn by A. Drummond),,67-76,,
6:12.0,,,67-76,,K. Caldwell-Pope misses 2-pt shot from 1 ft
6:12.0,,,67-76,,Offensive rebound by A. Drummond
6:08.0,,,67-76,,A. Drummond misses 2-pt shot at rim (block by J. Henson)
6:07.0,Defensive rebound by M. Carter-Williams,,67-76,,
5:49.0,K. Middleton misses 3-pt shot from 27 ft,,67-76,,
5:46.0,,,67-76,,Defensive rebound by A. Tolliver
5:42.0,,,67-76,,Detroit full timeout
5:33.0,,,67-76,,Turnover by Team (shot clock)
5:23.0,K. Middleton misses 2-pt shot from 3 ft (block by A. Tolliver),,67-76,,
5:22.0,Offensive rebound by J. Parker,,67-76,,
5:21.0,J. Parker misses 2-pt shot from 1 ft (block by A. Tolliver),,67-76,,
5:20.0,Offensive rebound by J. Parker,,67-76,,
5:20.0,J. Parker misses 2-pt shot from 1 ft,,67-76,,
5:19.0,Offensive rebound by J. Henson,,67-76,,
5:18.0,J. Henson makes 2-pt shot at rim,2,69-76,,
4:57.0,,,69-76,,Shooting foul by J. Henson (drawn by A. Drummond)
4:57.0,,,69-76,,A. Drummond misses free throw 1 of 2
4:57.0,,,69-76,,Offensive rebound by Team
4:57.0,,,69-76,,E. Ilyasova enters the game for A. Tolliver
4:57.0,,,69-77,1,A. Drummond makes free throw 2 of 2
4:49.0,K. Middleton misses 3-pt shot from 25 ft,,69-77,,
4:49.0,,,69-77,,Defensive rebound by E. Ilyasova
4:30.0,,,69-77,,E. Ilyasova misses 2-pt shot from 1 ft
4:30.0,Defensive rebound by O. Mayo,,69-77,,
4:23.0,K. Middleton makes 3-pt shot from 23 ft (assist by M. Carter-Williams),3,72-77,,
4:09.0,,,72-77,,Shooting foul by O. Mayo (drawn by A. Drummond)
4:09.0,,,72-77,,A. Drummond misses free throw 1 of 2
4:09.0,,,72-77,,Offensive rebound by Team
4:09.0,G. Monroe enters the game for J. Henson,,72-77,,
4:09.0,,,72-78,1,A. Drummond makes free throw 2 of 2
3:56.0,J. Parker misses 2-pt shot from 9 ft,,72-78,,
3:56.0,,,72-78,,Defensive rebound by A. Drummond
3:47.0,,,72-80,2,R. Jackson makes 2-pt shot at rim
3:39.0,J. Parker makes 2-pt shot at rim (assist by M. Carter-Williams),2,74-80,,
3:16.0,,,74-82,2,R. Jackson makes 2-pt shot from 14 ft
3:05.0,M. Carter-Williams makes 2-pt shot from 10 ft,2,76-82,,
2:53.0,Personal foul by K. Middleton (drawn by M. Morris),,76-82,,
2:53.0,,,76-83,1,M. Morris makes free throw 1 of 2
2:53.0,,,76-84,1,M. Morris makes free throw 2 of 2
2:36.0,Shooting foul by E. Ilyasova (drawn by J. Parker),,76-84,,
2:36.0,J. Parker makes free throw 1 of 2,1,77-84,,
2:36.0,J. Parker makes free throw 2 of 2,1,78-84,,
2:28.0,Personal foul by O. Mayo (drawn by R. Jackson),,78-84,,
