time,Milwaukee,pts.away,score,pts.home,Toronto
5:55.0,,,10-12,,J. Valanciunas misses 2-pt shot from 3 ft (block by G. Monroe)
5:54.0,Defensive rebound by J. O'Bryant,,10-12,,
5:50.0,Shooting foul by D. DeRozan (drawn by G. Antetokounmpo),,10-12,,
5:50.0,,,10-12,,Toronto full timeout
5:50.0,,,10-12,,B. Biyombo enters the game for J. Valanciunas
5:50.0,G. Vasquez enters the game for G. Monroe,,10-12,,
5:50.0,M. Plumlee enters the game for M. Carter-Williams,,10-12,,
5:50.0,,,10-12,,P. Patterson enters the game for L. Scola
5:50.0,G. Antetokounmpo makes free throw 1 of 2,1,11-12,,
5:50.0,G. Antetokounmpo makes free throw 2 of 2,1,12-12,,
5:41.0,Personal foul by M. Plumlee (drawn by K. Lowry),,12-12,,
5:33.0,,,12-14,2,D. DeRozan makes 2-pt shot from 9 ft (assist by K. Lowry)
5:14.0,Shooting foul by B. Biyombo (drawn by M. Plumlee),,12-14,,
5:14.0,M. Plumlee makes free throw 1 of 2,1,13-14,,
5:14.0,M. Plumlee makes free throw 2 of 2,1,14-14,,
4:56.0,,,14-14,,P. Patterson misses 2-pt shot from 16 ft
4:55.0,Defensive rebound by K. Middleton,,14-14,,
4:43.0,G. Vasquez misses 2-pt shot from 8 ft,,14-14,,
4:43.0,,,14-14,,Defensive rebound by Team
4:43.0,Loose ball foul by M. Plumlee (drawn by B. Biyombo),,14-14,,
4:33.0,,,14-17,3,P. Patterson makes 3-pt shot from 24 ft (assist by K. Lowry)
4:15.0,K. Middleton misses 2-pt shot from 19 ft,,14-17,,
4:15.0,Offensive rebound by Team,,14-17,,
4:06.0,G. Antetokounmpo misses 2-pt shot from 1 ft (block by B. Biyombo),,14-17,,
4:04.0,,,14-17,,Defensive rebound by B. Biyombo
3:58.0,,,14-17,,Turnover by D. DeRozan (bad pass; steal by G. Vasquez)
3:49.0,K. Middleton misses 2-pt shot from 10 ft,,14-17,,
3:49.0,,,14-17,,Defensive rebound by B. Biyombo
3:40.0,,,14-17,,K. Lowry misses 3-pt shot from 26 ft
3:39.0,Defensive rebound by K. Middleton,,14-17,,
3:31.0,Turnover by G. Vasquez (bad pass),,14-17,,
3:22.0,Personal foul by K. Middleton (drawn by D. DeRozan),,14-17,,
3:22.0,C. Copeland enters the game for J. O'Bryant,,14-17,,
3:22.0,J. Bayless enters the game for K. Middleton,,14-17,,
3:15.0,,,14-20,3,D. Carroll makes 3-pt shot from 24 ft (assist by D. DeRozan)
2:56.0,Turnover by M. Plumlee (lost ball; steal by K. Lowry),,14-20,,
2:46.0,,,14-20,,D. Carroll misses 3-pt shot from 23 ft
2:46.0,,,14-20,,Offensive rebound by B. Biyombo
2:31.0,,,14-20,,K. Lowry misses 2-pt shot from 19 ft
2:31.0,,,14-20,,Offensive rebound by D. Carroll
2:29.0,,,14-20,,Offensive foul by D. Carroll
2:29.0,,,14-20,,Turnover by D. Carroll (offensive foul)
2:29.0,Milwaukee full timeout,,14-20,,
2:29.0,,,14-20,,T. Ross enters the game for D. DeRozan
2:29.0,G. Monroe enters the game for M. Plumlee,,14-20,,
2:17.0,Turnover by J. Bayless (bad pass; steal by T. Ross),,14-20,,
2:00.0,,,14-20,,Shooting foul by G. Monroe (drawn by K. Lowry)
2:00.0,,,14-21,1,K. Lowry makes free throw 1 of 2
2:00.0,K. Middleton enters the game for G. Monroe,,14-21,,
2:00.0,,,14-22,1,K. Lowry makes free throw 2 of 2
1:40.0,J. Bayless misses 3-pt shot from 62 ft,,14-22,,
1:39.0,,,14-22,,Defensive rebound by B. Biyombo
1:13.0,,,14-22,,T. Ross misses 3-pt shot from 25 ft
1:12.0,,,14-22,,Offensive rebound by K. Lowry
1:00.0,,,14-24,2,P. Patterson makes 2-pt shot from 9 ft
0:53.0,J. Bayless makes 2-pt shot from 2 ft,2,16-24,,
0:47.0,,,16-24,,P. Patterson misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
0:47.0,,,16-24,,Offensive rebound by Team
0:47.0,,,16-24,,C. Joseph enters the game for K. Lowry
0:39.0,,,16-24,,T. Ross misses 2-pt shot from 19 ft
0:39.0,Defensive rebound by G. Antetokounmpo,,16-24,,
0:31.0,C. Copeland makes 3-pt shot from 27 ft (assist by J. Bayless),3,19-24,,
0:12.0,,,19-24,,D. Carroll misses 2-pt shot from 10 ft
0:11.0,,,19-24,,Offensive rebound by B. Biyombo
0:08.0,,,19-24,,B. Biyombo misses 2-pt shot from 1 ft
0:07.0,Defensive rebound by G. Antetokounmpo,,19-24,,
0:01.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,19-24,,
0:01.0,,,19-24,,Defensive rebound by B. Biyombo
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,C. Copeland makes 2-pt shot from 1 ft (assist by J. O'Bryant),2,21-24,,
11:23.0,,,21-24,,Toronto full timeout
11:18.0,Personal foul by J. Bayless (drawn by C. Joseph),,21-24,,
11:08.0,,,21-26,2,D. DeRozan makes 2-pt shot from 2 ft
10:54.0,Turnover by J. Bayless (step out of bounds),,21-26,,
10:44.0,,,21-26,,Offensive charge foul by P. Patterson
10:44.0,,,21-26,,Turnover by P. Patterson (offensive foul)
10:30.0,K. Middleton makes 2-pt shot from 7 ft,2,23-26,,
10:04.0,,,23-28,2,D. DeRozan makes 2-pt shot from 5 ft
9:52.0,J. O'Bryant misses 2-pt shot from 17 ft,,23-28,,
9:52.0,,,23-28,,Defensive rebound by T. Ross
9:32.0,,,23-28,,T. Ross misses 2-pt shot from 14 ft
9:31.0,,,23-28,,Offensive rebound by Team
9:31.0,M. Carter-Williams enters the game for G. Vasquez,,23-28,,
9:28.0,,,23-30,2,B. Biyombo makes 2-pt shot from 2 ft (assist by C. Joseph)
9:11.0,,,23-30,,Personal block foul by B. Biyombo (drawn by K. Middleton)
9:11.0,M. Plumlee enters the game for C. Copeland,,23-30,,
9:11.0,,,23-30,,L. Scola enters the game for B. Biyombo
9:11.0,,,23-30,,J. Valanciunas enters the game for P. Patterson
9:00.0,K. Middleton misses 2-pt shot from 8 ft,,23-30,,
8:59.0,,,23-30,,Defensive rebound by L. Scola
8:48.0,,,23-32,2,J. Valanciunas makes 2-pt shot from 7 ft
8:44.0,Milwaukee full timeout,,23-32,,
8:19.0,M. Carter-Williams misses 2-pt shot from 11 ft,,23-32,,
8:18.0,Offensive rebound by M. Plumlee,,23-32,,
8:13.0,M. Plumlee makes 2-pt shot from 1 ft,2,25-32,,
7:56.0,,,25-34,2,D. DeRozan makes 2-pt shot from 12 ft
7:40.0,Turnover by K. Middleton (lost ball; steal by D. DeRozan),,25-34,,
7:27.0,,,25-36,2,J. Valanciunas makes 2-pt shot from 7 ft
7:12.0,M. Plumlee makes 2-pt shot from 5 ft (assist by M. Carter-Williams),2,27-36,,
7:03.0,Personal foul by J. O'Bryant (drawn by C. Joseph),,27-36,,
6:50.0,,,27-36,,D. DeRozan misses 2-pt shot from 5 ft (block by M. Plumlee)
6:49.0,,,27-36,,Offensive rebound by J. Valanciunas
6:48.0,,,27-36,,J. Valanciunas misses 2-pt shot from 2 ft
6:48.0,,,27-36,,Offensive rebound by L. Scola
6:48.0,,,27-36,,L. Scola misses 2-pt shot from 2 ft
6:48.0,Defensive rebound by Team,,27-36,,
6:30.0,M. Carter-Williams makes 3-pt shot from 24 ft (assist by J. Bayless),3,30-36,,
6:08.0,,,30-36,,L. Scola misses 2-pt shot from 18 ft
6:07.0,,,30-36,,Offensive rebound by T. Ross
6:05.0,,,30-36,,Shooting foul by M. Plumlee (drawn by J. Valanciunas)
6:05.0,,,30-37,1,J. Valanciunas makes free throw 1 of 2
6:05.0,,,30-37,,K. Lowry enters the game for T. Ross
6:05.0,G. Monroe enters the game for M. Plumlee,,30-37,,
6:05.0,,,30-37,,J. Valanciunas misses free throw 2 of 2
6:04.0,Defensive rebound by G. Monroe,,30-37,,
5:53.0,Turnover by M. Carter-Williams (bad pass; steal by C. Joseph),,30-37,,
5:48.0,,,30-39,2,C. Joseph makes 2-pt shot at rim
5:42.0,Milwaukee full timeout,,30-39,,
5:42.0,C. Copeland enters the game for J. O'Bryant,,30-39,,
5:39.0,Offensive foul by K. Middleton,,30-39,,
5:39.0,Turnover by K. Middleton (offensive foul),,30-39,,
5:25.0,Def 3 sec tech foul by C. Copeland,,30-39,,
5:25.0,,,30-40,1,D. DeRozan makes technical free throw
5:25.0,G. Antetokounmpo enters the game for J. Bayless,,30-40,,
5:10.0,,,30-42,2,C. Joseph makes 2-pt shot from 2 ft
4:52.0,G. Monroe makes 2-pt shot from 7 ft,2,32-42,,
4:36.0,,,32-42,,D. DeRozan misses 3-pt shot from 24 ft
4:35.0,,,32-42,,Offensive rebound by L. Scola
4:32.0,,,32-44,2,L. Scola makes 2-pt shot from 1 ft
4:18.0,Turnover by C. Copeland (bad pass; steal by C. Joseph),,32-44,,
4:12.0,,,32-46,2,L. Scola makes 2-pt shot from 1 ft (assist by C. Joseph)
3:55.0,Turnover by G. Monroe (bad pass; steal by J. Valanciunas),,32-46,,
3:48.0,Personal foul by K. Middleton (drawn by J. Valanciunas),,32-46,,
3:48.0,,,32-46,,D. Carroll enters the game for C. Joseph
3:32.0,,,32-46,,Offensive charge foul by K. Lowry
3:32.0,,,32-46,,Turnover by K. Lowry (offensive foul)
3:18.0,G. Monroe makes 2-pt shot from 3 ft (assist by G. Antetokounmpo),2,34-46,,
2:53.0,,,34-48,2,J. Valanciunas makes 2-pt shot from 4 ft
2:39.0,M. Carter-Williams misses 2-pt shot from 14 ft,,34-48,,
2:38.0,,,34-48,,Defensive rebound by L. Scola
2:24.0,,,34-48,,Shooting foul by G. Monroe (drawn by J. Valanciunas)
2:24.0,Official timeout,,34-48,,
2:24.0,J. O'Bryant enters the game for C. Copeland,,34-48,,
2:24.0,,,34-48,,J. Valanciunas misses free throw 1 of 2
2:24.0,,,34-48,,Offensive rebound by Team
2:24.0,,,34-49,1,J. Valanciunas makes free throw 2 of 2
2:07.0,Turnover by M. Carter-Williams (lost ball; steal by K. Lowry),,34-49,,
2:04.0,Violation by G. Antetokounmpo (def goaltending),,34-49,,
2:04.0,,,34-51,2,K. Lowry makes 2-pt shot from 1 ft
1:47.0,M. Carter-Williams makes 3-pt shot from 25 ft (assist by G. Monroe),3,37-51,,
1:20.0,,,37-51,,D. DeRozan misses 2-pt shot from 20 ft
1:19.0,Defensive rebound by J. O'Bryant,,37-51,,
1:05.0,G. Antetokounmpo makes 2-pt shot from 3 ft (assist by G. Monroe),2,39-51,,
0:49.0,,,39-51,,L. Scola misses 2-pt shot from 20 ft
0:49.0,Defensive rebound by G. Antetokounmpo,,39-51,,
0:39.0,M. Carter-Williams misses 3-pt shot from 25 ft,,39-51,,
0:37.0,,,39-51,,Defensive rebound by Team
0:29.0,,,39-53,2,K. Lowry makes 2-pt shot from 19 ft
0:17.0,K. Middleton makes 2-pt shot from 11 ft (assist by G. Monroe),2,41-53,,
0:01.0,,,41-55,2,D. DeRozan makes 2-pt shot from 10 ft
0:01.0,,,41-55,,Shooting foul by K. Middleton (drawn by D. DeRozan)
0:01.0,,,41-55,,D. DeRozan misses free throw 1 of 1
0:01.0,Defensive rebound by G. Antetokounmpo,,41-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,Shooting foul by L. Scola (drawn by K. Middleton),,41-55,,
11:44.0,K. Middleton makes free throw 1 of 2,1,42-55,,
11:44.0,K. Middleton makes free throw 2 of 2,1,43-55,,
11:32.0,,,43-55,,D. DeRozan misses 2-pt shot from 1 ft
11:31.0,,,43-55,,Offensive rebound by L. Scola
11:31.0,,,43-55,,Shooting foul by J. O'Bryant (drawn by L. Scola)
11:31.0,,,43-55,,L. Scola misses free throw 1 of 2
11:31.0,,,43-55,,Offensive rebound by Team
11:31.0,,,43-56,1,L. Scola makes free throw 2 of 2
11:17.0,Shooting foul by J. Valanciunas (drawn by G. Monroe),,43-56,,
11:17.0,G. Monroe makes free throw 1 of 2,1,44-56,,
11:17.0,G. Monroe makes free throw 2 of 2,1,45-56,,
10:58.0,,,45-58,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by L. Scola)
10:37.0,J. O'Bryant misses 2-pt shot from 4 ft,,45-58,,
10:37.0,,,45-58,,Defensive rebound by J. Valanciunas
10:23.0,,,45-58,,D. Carroll misses 3-pt shot from 25 ft
10:23.0,Defensive rebound by M. Carter-Williams,,45-58,,
10:09.0,J. O'Bryant misses 2-pt shot at rim (block by L. Scola),,45-58,,
10:08.0,,,45-58,,Defensive rebound by L. Scola
10:01.0,,,45-60,2,L. Scola makes 2-pt shot from 2 ft (assist by K. Lowry)
9:50.0,,,45-60,,Personal foul by J. Valanciunas (drawn by G. Monroe)
9:45.0,K. Middleton misses 3-pt shot from 26 ft,,45-60,,
9:44.0,,,45-60,,Defensive rebound by J. Valanciunas
9:37.0,,,45-60,,K. Lowry misses 3-pt shot from 26 ft
9:36.0,Defensive rebound by M. Carter-Williams,,45-60,,
9:32.0,,,45-60,,Shooting block foul by K. Lowry (drawn by M. Carter-Williams)
9:32.0,M. Carter-Williams makes free throw 1 of 2,1,46-60,,
9:32.0,M. Carter-Williams makes free throw 2 of 2,1,47-60,,
9:13.0,,,47-62,2,D. DeRozan makes 2-pt shot from 2 ft
9:05.0,Shooting foul by L. Scola (drawn by G. Monroe),,47-62,,
9:05.0,G. Monroe makes free throw 1 of 2,1,48-62,,
9:05.0,G. Monroe makes free throw 2 of 2,1,49-62,,
8:47.0,Personal foul by M. Carter-Williams (drawn by D. DeRozan),,49-62,,
8:41.0,,,49-62,,Shooting foul by K. Middleton (drawn by D. Carroll)
8:41.0,,,49-62,,D. Carroll misses free throw 1 of 2
8:41.0,,,49-62,,Offensive rebound by Team
8:41.0,G. Vasquez enters the game for K. Middleton,,49-62,,
8:41.0,,,49-63,1,D. Carroll makes free throw 2 of 2
8:20.0,M. Carter-Williams misses 3-pt shot from 26 ft,,49-63,,
8:19.0,,,49-63,,Defensive rebound by Team
8:06.0,Personal foul by G. Vasquez (drawn by D. Carroll),,49-63,,
7:57.0,,,49-63,,Turnover by D. Carroll (lost ball; steal by M. Carter-Williams)
7:51.0,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Carter-Williams),2,51-63,,
7:33.0,,,51-66,3,D. Carroll makes 3-pt shot from 23 ft (assist by D. DeRozan)
7:13.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,53-66,,
6:58.0,,,53-66,,Shooting foul by G. Vasquez (drawn by J. Valanciunas)
6:58.0,,,53-67,1,J. Valanciunas makes free throw 1 of 2
6:58.0,,,53-68,1,J. Valanciunas makes free throw 2 of 2
6:48.0,G. Monroe makes 2-pt shot from 3 ft (assist by M. Carter-Williams),2,55-68,,
6:27.0,,,55-68,,L. Scola misses 2-pt shot from 2 ft
6:26.0,,,55-68,,Offensive rebound by J. Valanciunas
6:24.0,,,55-70,2,J. Valanciunas makes 2-pt shot from 2 ft
6:14.0,,,55-70,,Personal foul by K. Lowry (drawn by G. Vasquez)
6:14.0,G. Vasquez makes free throw 1 of 2,1,56-70,,
6:14.0,G. Vasquez makes free throw 2 of 2,1,57-70,,
5:58.0,,,57-70,,D. Carroll misses 3-pt shot from 26 ft
5:57.0,,,57-70,,Offensive rebound by D. Carroll
5:52.0,,,57-70,,Turnover by J. Valanciunas (offensive foul)
5:52.0,,,57-70,,Offensive foul by J. Valanciunas
5:52.0,,,57-70,,Toronto full timeout
5:52.0,,,57-70,,B. Biyombo enters the game for L. Scola
5:52.0,,,57-70,,T. Ross enters the game for J. Valanciunas
5:52.0,,,57-70,,P. Patterson enters the game for D. DeRozan
5:52.0,C. Copeland enters the game for J. O'Bryant,,57-70,,
5:39.0,G. Antetokounmpo makes 3-pt shot from 23 ft (assist by M. Carter-Williams),3,60-70,,
5:14.0,,,60-73,3,K. Lowry makes 3-pt shot from 25 ft
4:53.0,G. Monroe misses 2-pt shot from 4 ft,,60-73,,
4:53.0,,,60-73,,Defensive rebound by T. Ross
4:47.0,,,60-73,,Shooting foul by G. Monroe (drawn by B. Biyombo)
4:47.0,,,60-73,,B. Biyombo misses free throw 1 of 2
4:47.0,,,60-73,,Offensive rebound by Team
4:47.0,M. Plumlee enters the game for G. Monroe,,60-73,,
4:47.0,,,60-74,1,B. Biyombo makes free throw 2 of 2
4:34.0,C. Copeland makes 3-pt shot from 25 ft (assist by M. Carter-Williams),3,63-74,,
4:07.0,,,63-76,2,D. Carroll makes 2-pt shot from 5 ft (assist by T. Ross)
3:53.0,G. Antetokounmpo makes 2-pt shot from 3 ft (assist by G. Vasquez),2,65-76,,
3:46.0,Personal foul by M. Carter-Williams (drawn by K. Lowry),,65-76,,
3:46.0,,,65-77,1,K. Lowry makes free throw 1 of 2
3:46.0,J. Bayless enters the game for M. Carter-Williams,,65-77,,
3:46.0,,,65-78,1,K. Lowry makes free throw 2 of 2
3:31.0,C. Copeland misses 2-pt shot from 7 ft,,65-78,,
3:30.0,,,65-78,,Defensive rebound by B. Biyombo
3:14.0,,,65-78,,P. Patterson misses 3-pt shot from 25 ft
3:13.0,,,65-78,,Offensive rebound by D. Carroll
3:05.0,,,65-78,,K. Lowry misses 3-pt shot from 23 ft
3:04.0,Defensive rebound by G. Antetokounmpo,,65-78,,
2:52.0,,,65-78,,Violation by T. Ross (kicked ball)
2:52.0,Milwaukee full timeout,,65-78,,
2:52.0,,,65-78,,L. Scola enters the game for K. Lowry
2:52.0,,,65-78,,C. Joseph enters the game for L. Scola
2:41.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by G. Vasquez),2,67-78,,
2:28.0,,,67-78,,D. Carroll misses 3-pt shot from 24 ft
2:27.0,,,67-78,,Offensive rebound by B. Biyombo
2:23.0,,,67-78,,B. Biyombo misses 2-pt shot at rim
2:22.0,Defensive rebound by G. Antetokounmpo,,67-78,,
2:19.0,,,67-78,,Personal foul by B. Biyombo (drawn by C. Copeland)
2:19.0,C. Copeland makes free throw 1 of 2,1,68-78,,
2:19.0,C. Copeland makes free throw 2 of 2,1,69-78,,
2:06.0,,,69-81,3,P. Patterson makes 3-pt shot from 24 ft (assist by T. Ross)
1:44.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,69-81,,
1:43.0,Offensive rebound by M. Plumlee,,69-81,,
1:40.0,M. Plumlee misses 2-pt shot at rim,,69-81,,
1:38.0,Offensive rebound by M. Plumlee,,69-81,,
1:36.0,M. Plumlee misses 2-pt shot at rim,,69-81,,
1:36.0,,,69-81,,Defensive rebound by T. Ross
1:33.0,,,69-81,,Turnover by D. Carroll (lost ball)
1:22.0,M. Plumlee makes 2-pt shot at rim (assist by G. Antetokounmpo),2,71-81,,
1:14.0,,,71-81,,Turnover by Team (back court)
1:04.0,C. Copeland misses 3-pt shot from 22 ft,,71-81,,
1:03.0,,,71-81,,Defensive rebound by C. Joseph
0:55.0,,,71-81,,B. Biyombo misses 2-pt shot at rim
0:54.0,Defensive rebound by G. Antetokounmpo,,71-81,,
0:48.0,G. Vasquez misses 3-pt shot from 25 ft,,71-81,,
0:48.0,,,71-81,,Defensive rebound by B. Biyombo
0:31.0,,,71-81,,C. Joseph misses 2-pt shot from 2 ft (block by M. Plumlee)
0:30.0,,,71-81,,Offensive rebound by B. Biyombo
0:27.0,,,71-81,,B. Biyombo misses 2-pt shot from 1 ft
0:26.0,Defensive rebound by G. Vasquez,,71-81,,
0:23.0,Turnover by C. Copeland (traveling),,71-81,,
0:01.0,,,71-81,,B. Biyombo misses 2-pt shot from 4 ft
0:00.0,,,71-81,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,71-83,2,P. Patterson makes 2-pt shot from 5 ft (assist by D. DeRozan)
11:13.0,Shooting foul by T. Ross (drawn by G. Vasquez),,71-83,,
11:13.0,G. Vasquez makes free throw 1 of 2,1,72-83,,
11:13.0,G. Vasquez makes free throw 2 of 2,1,73-83,,
11:01.0,,,73-83,,Turnover by T. Ross (bad pass)
10:49.0,C. Copeland misses 3-pt shot from 24 ft,,73-83,,
10:48.0,Offensive rebound by G. Monroe,,73-83,,
10:29.0,G. Vasquez makes 2-pt shot from 3 ft (assist by M. Carter-Williams),2,75-83,,
10:10.0,,,75-83,,D. DeRozan misses 2-pt shot from 14 ft
10:10.0,Defensive rebound by G. Monroe,,75-83,,
10:01.0,M. Carter-Williams makes 2-pt shot from 2 ft (assist by G. Vasquez),2,77-83,,
9:52.0,,,77-83,,Toronto full timeout
9:52.0,,,77-83,,J. Valanciunas enters the game for B. Biyombo
9:39.0,,,77-86,3,T. Ross makes 3-pt shot from 23 ft (assist by P. Patterson)
9:25.0,Turnover by G. Vasquez (bad pass),,77-86,,
9:02.0,,,77-86,,C. Joseph misses 2-pt shot from 17 ft
9:02.0,Defensive rebound by M. Carter-Williams,,77-86,,
8:53.0,G. Vasquez misses 3-pt shot from 24 ft,,77-86,,
8:52.0,,,77-86,,Defensive rebound by C. Joseph
8:33.0,,,77-89,3,P. Patterson makes 3-pt shot from 25 ft (assist by C. Joseph)
8:17.0,Turnover by M. Carter-Williams (bad pass; steal by J. Valanciunas),,77-89,,
8:11.0,,,77-89,,C. Joseph misses 2-pt shot from 2 ft (block by J. Bayless)
8:11.0,,,77-89,,Offensive rebound by Team
8:08.0,,,77-91,2,T. Ross makes 2-pt shot from 1 ft (assist by C. Joseph)
7:48.0,Turnover by M. Carter-Williams (bad pass; steal by T. Ross),,77-91,,
7:45.0,,,77-91,,Turnover by J. Valanciunas (bad pass; steal by M. Carter-Williams)
7:44.0,,,77-91,,Personal foul by T. Ross (drawn by M. Carter-Williams)
7:33.0,M. Carter-Williams misses 3-pt shot from 24 ft,,77-91,,
7:33.0,,,77-91,,Defensive rebound by P. Patterson
7:18.0,,,77-91,,T. Ross misses 3-pt shot from 25 ft
7:17.0,Defensive rebound by G. Monroe,,77-91,,
7:03.0,G. Vasquez misses 3-pt shot from 23 ft,,77-91,,
7:02.0,,,77-91,,Defensive rebound by J. Valanciunas
6:50.0,,,77-94,3,T. Ross makes 3-pt shot from 23 ft (assist by C. Joseph)
6:49.0,Milwaukee full timeout,,77-94,,
6:49.0,G. Antetokounmpo enters the game for M. Carter-Williams,,77-94,,
6:49.0,K. Middleton enters the game for C. Copeland,,77-94,,
6:32.0,J. Bayless misses 2-pt shot from 17 ft,,77-94,,
6:31.0,Offensive rebound by J. Bayless,,77-94,,
6:28.0,Turnover by J. Bayless (lost ball; steal by C. Joseph),,77-94,,
6:14.0,,,77-97,3,T. Ross makes 3-pt shot from 24 ft (assist by C. Joseph)
5:59.0,,,77-97,,Def 3 sec tech foul by P. Patterson
5:59.0,G. Vasquez makes technical free throw,1,78-97,,
5:53.0,G. Vasquez misses 3-pt shot from 25 ft,,78-97,,
5:53.0,,,78-97,,Defensive rebound by D. DeRozan
5:38.0,,,78-97,,T. Ross misses 2-pt shot from 19 ft
5:38.0,Defensive rebound by G. Vasquez,,78-97,,
5:31.0,K. Middleton misses 2-pt shot at rim,,78-97,,
5:31.0,,,78-97,,Defensive rebound by P. Patterson
5:31.0,Personal foul by G. Antetokounmpo (drawn by P. Patterson),,78-97,,
5:18.0,,,78-97,,D. DeRozan misses 2-pt shot from 4 ft (block by G. Monroe)
5:17.0,Defensive rebound by G. Vasquez,,78-97,,
5:14.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by G. Vasquez),2,80-97,,
5:14.0,Shooting foul by P. Patterson (drawn by G. Antetokounmpo),,80-97,,
5:14.0,,,80-97,,D. Carroll enters the game for T. Ross
5:14.0,,,80-97,,K. Lowry enters the game for C. Joseph
5:14.0,G. Antetokounmpo makes free throw 1 of 1,1,81-97,,
4:51.0,,,81-100,3,P. Patterson makes 3-pt shot from 23 ft (assist by D. Carroll)
4:38.0,Turnover by G. Vasquez (bad pass; steal by K. Lowry),,81-100,,
4:18.0,,,81-102,2,D. Carroll makes 2-pt shot from 2 ft (assist by K. Lowry)
3:53.0,G. Vasquez makes 2-pt shot from 17 ft,2,83-102,,
3:34.0,,,83-102,,D. Carroll misses 3-pt shot from 23 ft
3:33.0,,,83-102,,Offensive rebound by J. Valanciunas
3:33.0,,,83-102,,J. Valanciunas misses 2-pt shot from 1 ft
3:33.0,,,83-102,,Offensive rebound by Team
