time,Milwaukee,pts.away,score,pts.home,Orlando
5:20.0,,,13-18,,Defensive rebound by T. Harris
5:11.0,,,13-18,,T. Harris misses 2-pt shot from 3 ft
5:09.0,Defensive rebound by G. Monroe,,13-18,,
4:55.0,G. Monroe makes 2-pt shot from 1 ft,2,15-18,,
4:38.0,,,15-18,,E. Fournier misses 3-pt shot from 22 ft
4:37.0,,,15-18,,Offensive rebound by N. Vucevic
4:33.0,,,15-18,,N. Vucevic misses 2-pt shot from 4 ft
4:31.0,Defensive rebound by M. Carter-Williams,,15-18,,
4:24.0,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Carter-Williams),2,17-18,,
4:04.0,,,17-18,,N. Vucevic misses 2-pt shot from 4 ft
4:02.0,Defensive rebound by G. Antetokounmpo,,17-18,,
3:56.0,Turnover by M. Carter-Williams (bad pass; steal by N. Vucevic),,17-18,,
3:50.0,,,17-20,2,T. Harris makes 2-pt shot from 4 ft (assist by S. Napier)
3:29.0,K. Middleton misses 3-pt shot from 25 ft,,17-20,,
3:28.0,,,17-20,,Defensive rebound by A. Nicholson
3:23.0,,,17-20,,Turnover by S. Napier (bad pass; steal by G. Antetokounmpo)
3:18.0,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton),2,19-20,,
3:14.0,,,19-20,,Orlando full timeout
3:14.0,,,19-20,,V. Oladipo enters the game for E. Fournier
3:14.0,G. Vasquez enters the game for M. Carter-Williams,,19-20,,
2:57.0,,,19-20,,Shooting foul by G. Vasquez (drawn by S. Napier)
2:57.0,Milwaukee full timeout,,19-20,,
2:57.0,,,19-20,,J. Smith enters the game for T. Harris
2:57.0,,,19-20,,A. Gordon enters the game for N. Vucevic
2:57.0,,,19-21,1,S. Napier makes free throw 1 of 3
2:57.0,,,19-22,1,S. Napier makes free throw 2 of 3
2:57.0,,,19-22,,S. Napier misses free throw 3 of 3
2:54.0,Defensive rebound by G. Vasquez,,19-22,,
2:40.0,G. Monroe misses 2-pt shot from 3 ft,,19-22,,
2:39.0,,,19-22,,Defensive rebound by V. Oladipo
2:26.0,,,19-22,,V. Oladipo misses 2-pt shot from 4 ft
2:25.0,Defensive rebound by G. Antetokounmpo,,19-22,,
2:12.0,K. Middleton misses 2-pt shot at rim,,19-22,,
2:09.0,,,19-22,,Defensive rebound by S. Napier
1:46.0,,,19-22,,Offensive charge foul by A. Gordon
1:46.0,,,19-22,,Turnover by A. Gordon (offensive foul)
1:46.0,J. Henson enters the game for G. Monroe,,19-22,,
1:46.0,O. Mayo enters the game for K. Middleton,,19-22,,
1:21.0,G. Antetokounmpo misses 2-pt shot from 6 ft,,19-22,,
1:19.0,,,19-22,,Defensive rebound by A. Nicholson
1:08.0,,,19-22,,V. Oladipo misses 3-pt shot from 25 ft
1:05.0,Defensive rebound by J. Henson,,19-22,,
1:05.0,Turnover by J. Henson (bad pass),,19-22,,
0:59.0,,,19-22,,Turnover by A. Gordon (bad pass; steal by J. Bayless)
0:55.0,J. Bayless misses 2-pt shot from 1 ft,,19-22,,
0:53.0,,,19-22,,Defensive rebound by A. Gordon
0:49.0,,,19-22,,A. Nicholson misses 3-pt shot from 23 ft
0:47.0,Defensive rebound by J. Henson,,19-22,,
0:35.0,Turnover by G. Antetokounmpo (traveling),,19-22,,
0:25.0,,,19-22,,A. Nicholson misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by O. Mayo,,19-22,,
0:06.0,J. Bayless makes 3-pt shot from 26 ft,3,22-22,,
0:02.0,,,22-22,,S. Napier misses 3-pt shot from 28 ft
0:00.0,Defensive rebound by J. Bayless,,22-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,O. Mayo misses 3-pt shot from 22 ft,,22-22,,
11:43.0,,,22-22,,Defensive rebound by S. Napier
11:21.0,,,22-22,,V. Oladipo misses 2-pt shot from 9 ft
11:18.0,,,22-22,,Offensive rebound by A. Nicholson
11:02.0,,,22-22,,S. Napier misses 2-pt shot at rim
11:01.0,Defensive rebound by J. Henson,,22-22,,
10:54.0,J. Bayless misses 3-pt shot from 23 ft,,22-22,,
10:51.0,,,22-22,,Defensive rebound by V. Oladipo
10:49.0,Personal foul by O. Mayo (drawn by V. Oladipo),,22-22,,
10:31.0,,,22-24,2,S. Napier makes 2-pt shot from 9 ft (assist by A. Nicholson)
10:10.0,J. Parker misses 3-pt shot from 24 ft,,22-24,,
10:09.0,,,22-24,,Defensive rebound by V. Oladipo
9:57.0,,,22-26,2,J. Smith makes 2-pt shot from 16 ft (assist by V. Oladipo)
9:44.0,J. Henson misses 2-pt shot from 1 ft (block by A. Nicholson),,22-26,,
9:41.0,,,22-26,,Defensive rebound by A. Gordon
9:19.0,,,22-26,,S. Napier misses 3-pt shot from 26 ft
9:18.0,Defensive rebound by O. Mayo,,22-26,,
9:07.0,Shooting foul by A. Gordon (drawn by J. Henson),,22-26,,
9:07.0,J. Henson makes free throw 1 of 2,1,23-26,,
9:07.0,,,23-26,,E. Payton enters the game for S. Napier
9:07.0,,,23-26,,T. Harris enters the game for A. Nicholson
9:07.0,,,23-26,,C. Frye enters the game for A. Gordon
9:07.0,J. Henson makes free throw 2 of 2,1,24-26,,
8:54.0,,,24-26,,Turnover by J. Smith (lost ball)
8:54.0,Official timeout,,24-26,,
8:35.0,G. Vasquez misses 3-pt shot from 25 ft,,24-26,,
8:33.0,,,24-26,,Defensive rebound by C. Frye
8:23.0,,,24-28,2,V. Oladipo makes 2-pt shot from 19 ft
8:08.0,G. Vasquez makes 2-pt shot from 6 ft (assist by O. Mayo),2,26-28,,
7:43.0,,,26-30,2,E. Payton makes 2-pt shot from 15 ft (assist by V. Oladipo)
7:39.0,Turnover by J. Bayless (step out of bounds),,26-30,,
7:39.0,M. Carter-Williams enters the game for G. Vasquez,,26-30,,
7:30.0,,,26-32,2,V. Oladipo makes 2-pt shot from 16 ft (assist by E. Payton)
7:17.0,,,26-32,,Personal foul by J. Smith (drawn by M. Carter-Williams)
7:17.0,,,26-32,,N. Vucevic enters the game for J. Smith
7:11.0,J. Parker makes 2-pt shot at rim (assist by J. Bayless),2,28-32,,
6:51.0,,,28-32,,Turnover by N. Vucevic (lost ball)
6:41.0,Offensive foul by J. Bayless,,28-32,,
6:41.0,Turnover by J. Bayless (offensive foul),,28-32,,
6:34.0,,,28-34,2,V. Oladipo makes 2-pt shot at rim (assist by E. Payton)
6:13.0,J. Bayless misses 3-pt shot from 25 ft,,28-34,,
6:11.0,Offensive rebound by O. Mayo,,28-34,,
6:02.0,Turnover by J. Henson (3 sec),,28-34,,
6:02.0,,,28-34,,E. Fournier enters the game for V. Oladipo
5:47.0,,,28-34,,Turnover by E. Payton (step out of bounds)
5:47.0,,,28-34,,Orlando full timeout
5:47.0,K. Middleton enters the game for J. Bayless,,28-34,,
5:29.0,J. Henson makes 2-pt shot from 5 ft,2,30-34,,
5:08.0,,,30-34,,E. Fournier misses 2-pt shot from 16 ft
5:07.0,,,30-34,,Offensive rebound by E. Payton
5:03.0,,,30-34,,C. Frye misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by J. Parker,,30-34,,
4:50.0,Shooting foul by C. Frye (drawn by J. Henson),,30-34,,
4:50.0,J. Henson makes free throw 1 of 2,1,31-34,,
4:50.0,,,31-34,,D. Dedmon enters the game for N. Vucevic
4:50.0,G. Antetokounmpo enters the game for J. Parker,,31-34,,
4:50.0,J. Henson makes free throw 2 of 2,1,32-34,,
4:30.0,,,32-34,,C. Frye misses 2-pt shot at rim
4:27.0,Defensive rebound by M. Carter-Williams,,32-34,,
4:20.0,,,32-34,,Violation by D. Dedmon (kicked ball)
4:14.0,O. Mayo misses 3-pt shot from 24 ft,,32-34,,
4:13.0,,,32-34,,Defensive rebound by D. Dedmon
4:05.0,,,32-34,,C. Frye misses 3-pt shot from 26 ft
4:03.0,Defensive rebound by M. Carter-Williams,,32-34,,
4:00.0,Shooting foul by C. Frye (drawn by G. Antetokounmpo),,32-34,,
4:00.0,G. Antetokounmpo makes free throw 1 of 2,1,33-34,,
4:00.0,G. Monroe enters the game for J. Henson,,33-34,,
4:00.0,,,33-34,,V. Oladipo enters the game for C. Frye
4:00.0,G. Antetokounmpo makes free throw 2 of 2,1,34-34,,
3:48.0,,,34-34,,T. Harris misses 2-pt shot from 6 ft
3:45.0,,,34-34,,Offensive rebound by T. Harris
3:45.0,,,34-36,2,T. Harris makes 2-pt shot from 1 ft
3:35.0,G. Antetokounmpo makes 2-pt shot from 4 ft,2,36-36,,
3:20.0,,,36-36,,E. Fournier misses 2-pt shot from 1 ft (block by M. Carter-Williams)
3:16.0,Defensive rebound by G. Antetokounmpo,,36-36,,
3:13.0,G. Monroe makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,38-36,,
2:56.0,,,38-36,,E. Payton misses 2-pt shot from 19 ft
2:55.0,,,38-36,,Offensive rebound by Team
2:55.0,Milwaukee full timeout,,38-36,,
2:48.0,,,38-36,,E. Fournier misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by G. Monroe,,38-36,,
2:34.0,Turnover by G. Monroe (lost ball; steal by D. Dedmon),,38-36,,
2:34.0,,,38-38,2,V. Oladipo makes 2-pt shot from 1 ft
2:34.0,,,38-38,,Shooting foul by O. Mayo (drawn by V. Oladipo)
2:34.0,,,38-38,,V. Oladipo misses free throw 1 of 1
2:32.0,Defensive rebound by G. Monroe,,38-38,,
2:15.0,K. Middleton makes 2-pt shot from 16 ft,2,40-38,,
2:07.0,,,40-41,3,E. Fournier makes 3-pt shot from 23 ft (assist by E. Payton)
1:50.0,Shooting foul by D. Dedmon (drawn by G. Monroe),,40-41,,
1:50.0,G. Monroe misses free throw 1 of 2,,40-41,,
1:50.0,Offensive rebound by Team,,40-41,,
1:50.0,J. Bayless enters the game for O. Mayo,,40-41,,
1:50.0,G. Monroe makes free throw 2 of 2,1,41-41,,
1:30.0,,,41-41,,Shooting foul by K. Middleton (drawn by T. Harris)
1:30.0,,,41-42,1,T. Harris makes free throw 1 of 2
1:30.0,,,41-43,1,T. Harris makes free throw 2 of 2
1:19.0,G. Monroe misses 2-pt shot from 2 ft,,41-43,,
1:18.0,,,41-43,,Defensive rebound by E. Fournier
1:13.0,,,41-43,,Offensive foul by D. Dedmon
1:13.0,,,41-43,,Turnover by D. Dedmon (offensive foul)
1:13.0,,,41-43,,J. Smith enters the game for D. Dedmon
1:00.0,Turnover by G. Antetokounmpo (traveling),,41-43,,
0:39.0,,,41-45,2,E. Payton makes 2-pt shot from 11 ft (assist by V. Oladipo)
0:21.0,Turnover by M. Carter-Williams (bad pass; steal by V. Oladipo),,41-45,,
0:16.0,,,41-47,2,E. Payton makes 2-pt shot at rim (assist by V. Oladipo)
0:16.0,,,41-47,,Shooting foul by G. Antetokounmpo (drawn by E. Payton)
0:16.0,,,41-48,1,E. Payton makes free throw 1 of 1
0:10.0,,,41-48,,Personal foul by E. Fournier (drawn by K. Middleton)
0:10.0,K. Middleton makes free throw 1 of 2,1,42-48,,
0:10.0,K. Middleton makes free throw 2 of 2,1,43-48,,
0:02.0,,,43-48,,Shooting foul by J. Bayless (drawn by V. Oladipo)
0:02.0,,,43-48,,V. Oladipo misses free throw 1 of 2
0:02.0,,,43-48,,Offensive rebound by Team
0:02.0,,,43-48,,A. Gordon enters the game for E. Payton
0:02.0,,,43-49,1,V. Oladipo makes free throw 2 of 2
0:00.0,J. Bayless misses 3-pt shot from 54 ft,,43-49,,
0:00.0,Offensive rebound by Team,,43-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,J. Parker misses 2-pt shot from 7 ft,,43-49,,
11:46.0,Offensive rebound by G. Monroe,,43-49,,
11:46.0,G. Monroe misses 2-pt shot from 1 ft,,43-49,,
11:44.0,,,43-49,,Defensive rebound by C. Frye
11:30.0,,,43-52,3,E. Payton makes 3-pt shot from 25 ft (assist by E. Fournier)
11:11.0,Shooting foul by N. Vucevic (drawn by G. Monroe),,43-52,,
11:11.0,G. Monroe makes free throw 1 of 2,1,44-52,,
11:11.0,G. Monroe makes free throw 2 of 2,1,45-52,,
10:58.0,,,45-54,2,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton)
10:37.0,K. Middleton makes 3-pt shot from 23 ft (assist by G. Antetokounmpo),3,48-54,,
10:11.0,,,48-54,,E. Fournier misses 2-pt shot from 11 ft
10:09.0,,,48-54,,Offensive rebound by N. Vucevic
10:07.0,,,48-57,3,T. Harris makes 3-pt shot from 24 ft (assist by C. Frye)
9:50.0,M. Carter-Williams misses 2-pt shot from 18 ft,,48-57,,
9:49.0,,,48-57,,Defensive rebound by N. Vucevic
9:44.0,Personal foul by M. Carter-Williams (drawn by E. Payton),,48-57,,
9:27.0,,,48-60,3,C. Frye makes 3-pt shot from 25 ft (assist by T. Harris)
9:24.0,Milwaukee full timeout,,48-60,,
9:15.0,Turnover by M. Carter-Williams (lost ball; steal by C. Frye),,48-60,,
9:10.0,Personal foul by M. Carter-Williams (drawn by E. Payton),,48-60,,
9:01.0,,,48-60,,Turnover by E. Payton (bad pass)
8:54.0,,,48-60,,Personal foul by E. Fournier (drawn by K. Middleton)
8:36.0,G. Monroe misses 2-pt shot from 19 ft (block by N. Vucevic),,48-60,,
8:36.0,Offensive rebound by Team,,48-60,,
8:36.0,Turnover by Team (shot clock),,48-60,,
8:25.0,,,48-60,,Turnover by E. Payton (bad pass; steal by G. Antetokounmpo)
8:23.0,G. Antetokounmpo makes 2-pt shot at rim,2,50-60,,
8:23.0,Shooting foul by E. Payton (drawn by G. Antetokounmpo),,50-60,,
8:23.0,G. Antetokounmpo makes free throw 1 of 1,1,51-60,,
7:59.0,,,51-63,3,T. Harris makes 3-pt shot from 28 ft
7:39.0,Turnover by M. Carter-Williams (bad pass; steal by C. Frye),,51-63,,
7:32.0,,,51-66,3,C. Frye makes 3-pt shot from 24 ft (assist by E. Payton)
7:15.0,J. Parker misses 2-pt shot from 1 ft,,51-66,,
7:14.0,Offensive rebound by M. Carter-Williams,,51-66,,
7:11.0,G. Monroe misses 2-pt shot at rim (block by C. Frye),,51-66,,
7:07.0,Offensive rebound by G. Monroe,,51-66,,
7:07.0,G. Monroe misses 2-pt shot at rim,,51-66,,
7:05.0,,,51-66,,Defensive rebound by E. Fournier
7:05.0,Personal foul by G. Monroe (drawn by E. Fournier),,51-66,,
7:05.0,J. Bayless enters the game for G. Monroe,,51-66,,
7:05.0,J. Henson enters the game for J. Parker,,51-66,,
6:48.0,,,51-66,,Turnover by E. Payton (lost ball)
6:39.0,K. Middleton makes 3-pt shot from 24 ft (assist by M. Carter-Williams),3,54-66,,
6:28.0,Personal foul by J. Henson (drawn by N. Vucevic),,54-66,,
6:20.0,,,54-68,2,E. Payton makes 2-pt shot from 6 ft
5:52.0,K. Middleton makes 3-pt shot from 28 ft (assist by J. Bayless),3,57-68,,
5:36.0,Def 3 sec tech foul by G. Antetokounmpo,,57-68,,
5:36.0,,,57-69,1,T. Harris makes technical free throw
5:27.0,,,57-69,,C. Frye misses 2-pt shot from 3 ft
5:26.0,Defensive rebound by K. Middleton,,57-69,,
5:19.0,J. Bayless misses 3-pt shot from 24 ft,,57-69,,
5:17.0,,,57-69,,Defensive rebound by C. Frye
5:09.0,,,57-71,2,E. Payton makes 2-pt shot from 1 ft
4:56.0,Turnover by M. Carter-Williams (bad pass; steal by T. Harris),,57-71,,
4:50.0,,,57-74,3,E. Fournier makes 3-pt shot from 24 ft (assist by T. Harris)
4:27.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,57-74,,
4:26.0,,,57-74,,Defensive rebound by E. Fournier
4:21.0,,,57-74,,Orlando full timeout
4:21.0,O. Mayo enters the game for G. Antetokounmpo,,57-74,,
4:21.0,G. Vasquez enters the game for M. Carter-Williams,,57-74,,
4:21.0,,,57-74,,A. Nicholson enters the game for C. Frye
4:12.0,,,57-76,2,N. Vucevic makes 2-pt shot from 1 ft
4:12.0,,,57-76,,Shooting foul by J. Henson (drawn by N. Vucevic)
4:12.0,,,57-77,1,N. Vucevic makes free throw 1 of 1
4:01.0,Shooting foul by N. Vucevic (drawn by K. Middleton),,57-77,,
4:01.0,K. Middleton makes free throw 1 of 2,1,58-77,,
4:01.0,,,58-77,,V. Oladipo enters the game for E. Fournier
4:01.0,K. Middleton makes free throw 2 of 2,1,59-77,,
3:35.0,,,59-77,,N. Vucevic misses 2-pt shot from 12 ft
3:34.0,Defensive rebound by J. Bayless,,59-77,,
3:22.0,K. Middleton misses 3-pt shot from 22 ft,,59-77,,
3:21.0,,,59-77,,Defensive rebound by V. Oladipo
3:02.0,,,59-79,2,N. Vucevic makes 2-pt shot from 9 ft
2:32.0,J. Bayless misses 2-pt shot from 22 ft,,59-79,,
2:30.0,,,59-79,,Defensive rebound by A. Nicholson
2:28.0,,,59-79,,Turnover by V. Oladipo (bad pass; steal by K. Middleton)
2:20.0,G. Vasquez misses 3-pt shot from 25 ft,,59-79,,
2:19.0,,,59-79,,Defensive rebound by N. Vucevic
2:11.0,,,59-79,,Turnover by N. Vucevic (bad pass; steal by K. Middleton)
2:02.0,,,59-79,,Personal foul by N. Vucevic (drawn by J. Henson)
2:02.0,J. Henson makes free throw 1 of 2,1,60-79,,
2:02.0,,,60-79,,J. Smith enters the game for N. Vucevic
2:02.0,,,60-79,,E. Fournier enters the game for E. Payton
2:02.0,J. Henson makes free throw 2 of 2,1,61-79,,
1:51.0,Personal foul by G. Vasquez (drawn by E. Fournier),,61-79,,
1:51.0,,,61-80,1,E. Fournier makes free throw 1 of 2
1:51.0,G. Antetokounmpo enters the game for K. Middleton,,61-80,,
1:51.0,,,61-81,1,E. Fournier makes free throw 2 of 2
1:30.0,G. Vasquez misses 3-pt shot from 24 ft,,61-81,,
1:29.0,,,61-81,,Defensive rebound by J. Smith
1:15.0,,,61-83,2,J. Smith makes 2-pt shot from 16 ft (assist by V. Oladipo)
1:06.0,,,61-83,,Personal foul by T. Harris (drawn by O. Mayo)
1:06.0,O. Mayo makes free throw 1 of 2,1,62-83,,
1:06.0,O. Mayo makes free throw 2 of 2,1,63-83,,
0:54.0,,,63-83,,Turnover by V. Oladipo (bad pass; steal by J. Henson)
0:51.0,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Bayless),2,65-83,,
0:32.0,,,65-83,,Shooting foul by G. Antetokounmpo (drawn by E. Fournier)
0:32.0,,,65-84,1,E. Fournier makes free throw 1 of 2
0:32.0,,,65-84,,A. Gordon enters the game for T. Harris
0:32.0,,,65-84,,E. Fournier misses free throw 2 of 2
0:31.0,Defensive rebound by O. Mayo,,65-84,,
0:25.0,G. Vasquez misses 2-pt shot at rim,,65-84,,
0:23.0,,,65-84,,Defensive rebound by A. Nicholson
0:03.0,,,65-86,2,E. Fournier makes 2-pt shot from 1 ft (assist by A. Gordon)
0:00.0,O. Mayo misses 2-pt shot from 19 ft,,65-86,,
0:00.0,Offensive rebound by Team,,65-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,65-88,2,J. Smith makes 2-pt shot from 19 ft (assist by V. Oladipo)
11:28.0,J. Bayless makes 3-pt shot from 24 ft (assist by O. Mayo),3,68-88,,
11:03.0,,,68-90,2,V. Oladipo makes 2-pt shot at rim
10:49.0,O. Mayo misses 3-pt shot from 24 ft,,68-90,,
10:48.0,,,68-90,,Defensive rebound by V. Oladipo
10:41.0,,,68-93,3,A. Nicholson makes 3-pt shot from 25 ft (assist by V. Oladipo)
10:40.0,Milwaukee full timeout,,68-93,,
10:40.0,K. Middleton enters the game for G. Vasquez,,68-93,,
10:31.0,O. Mayo makes 2-pt shot from 1 ft,2,70-93,,
10:31.0,Shooting foul by E. Fournier (drawn by O. Mayo),,70-93,,
10:31.0,O. Mayo makes free throw 1 of 1,1,71-93,,
10:19.0,,,71-93,,Turnover by E. Fournier (traveling)
10:10.0,O. Mayo misses 3-pt shot from 27 ft,,71-93,,
10:09.0,,,71-93,,Defensive rebound by A. Nicholson
9:54.0,,,71-95,2,J. Smith makes 2-pt shot from 16 ft (assist by V. Oladipo)
9:42.0,Turnover by J. Henson (step out of bounds),,71-95,,
9:30.0,,,71-95,,A. Nicholson misses 3-pt shot from 25 ft
9:29.0,Defensive rebound by J. Bayless,,71-95,,
9:19.0,G. Antetokounmpo misses 3-pt shot from 23 ft,,71-95,,
9:18.0,,,71-95,,Defensive rebound by V. Oladipo
9:08.0,,,71-95,,E. Fournier misses 2-pt shot from 2 ft (block by J. Henson)
9:06.0,Defensive rebound by K. Middleton,,71-95,,
8:58.0,Turnover by J. Bayless (bad pass; steal by E. Fournier),,71-95,,
8:55.0,,,71-95,,Shooting foul by G. Antetokounmpo (drawn by E. Fournier)
8:55.0,,,71-95,,E. Fournier misses free throw 1 of 2
8:55.0,,,71-95,,Offensive rebound by Team
8:55.0,J. O'Bryant enters the game for J. Henson,,71-95,,
8:55.0,,,71-96,1,E. Fournier makes free throw 2 of 2
8:42.0,Turnover by O. Mayo (traveling),,71-96,,
8:42.0,,,71-96,,E. Payton enters the game for E. Fournier
8:34.0,,,71-96,,Shooting foul by O. Mayo (drawn by V. Oladipo)
8:34.0,,,71-97,1,V. Oladipo makes free throw 1 of 2
8:34.0,,,71-98,1,V. Oladipo makes free throw 2 of 2
8:18.0,Turnover by J. O'Bryant (lost ball),,71-98,,
8:07.0,,,71-100,2,V. Oladipo makes 2-pt shot from 1 ft (assist by E. Payton)
7:47.0,J. Bayless makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,74-100,,
7:27.0,,,74-100,,Turnover by A. Nicholson (lost ball; steal by K. Middleton)
7:24.0,J. Bayless makes 2-pt shot at rim (assist by K. Middleton),2,76-100,,
7:15.0,,,76-102,2,E. Payton makes 2-pt shot from 1 ft (assist by V. Oladipo)
6:55.0,J. Bayless makes 3-pt shot from 24 ft (assist by O. Mayo),3,79-102,,
6:44.0,Personal foul by G. Antetokounmpo (drawn by A. Nicholson),,79-102,,
6:44.0,J. Parker enters the game for G. Antetokounmpo,,79-102,,
6:35.0,,,79-102,,V. Oladipo misses 2-pt shot from 2 ft
6:33.0,Defensive rebound by J. O'Bryant,,79-102,,
6:18.0,J. O'Bryant makes 2-pt shot from 7 ft,2,81-102,,
6:01.0,,,81-102,,V. Oladipo misses 3-pt shot from 25 ft
6:00.0,Defensive rebound by J. O'Bryant,,81-102,,
5:50.0,J. Bayless misses 2-pt shot from 13 ft,,81-102,,
5:49.0,Offensive rebound by J. Parker,,81-102,,
5:46.0,J. Parker misses 2-pt shot from 6 ft (block by A. Nicholson),,81-102,,
5:42.0,,,81-102,,Defensive rebound by E. Payton
5:23.0,,,81-102,,A. Nicholson misses 2-pt shot from 4 ft
5:22.0,Defensive rebound by J. Parker,,81-102,,
5:14.0,Turnover by J. O'Bryant (lost ball; steal by A. Gordon),,81-102,,
5:10.0,,,81-104,2,V. Oladipo makes 2-pt shot at rim (assist by E. Payton)
4:55.0,Turnover by O. Mayo (bad pass),,81-104,,
4:55.0,Official timeout,,81-104,,
4:55.0,,,81-104,,M. Hezonja enters the game for V. Oladipo
4:44.0,Personal foul by J. Parker (drawn by A. Nicholson),,81-104,,
4:30.0,,,81-104,,A. Nicholson misses 2-pt shot from 3 ft
4:30.0,Defensive rebound by Team,,81-104,,
4:22.0,Turnover by J. Bayless (traveling),,81-104,,
4:05.0,,,81-106,2,E. Payton makes 2-pt shot from 3 ft
3:47.0,J. Bayless makes 3-pt shot from 25 ft (assist by K. Middleton),3,84-106,,
3:25.0,,,84-108,2,E. Payton makes 2-pt shot from 20 ft
3:09.0,J. Parker makes 2-pt shot at rim (assist by O. Mayo),2,86-108,,
2:58.0,Personal foul by O. Mayo (drawn by M. Hezonja),,86-108,,
2:58.0,,,86-108,,Orlando full timeout
2:58.0,,,86-108,,S. Napier enters the game for E. Payton
2:58.0,,,86-108,,D. Marble enters the game for J. Smith
