time,Sacramento,pts.away,score,pts.home,Memphis
3:03.0,,,18-24,,M. Barnes misses 3-pt shot from 25 ft
3:03.0,,,18-24,,Offensive rebound by Team
3:03.0,Loose ball foul by R. Rondo (drawn by J. Green),,18-24,,
3:03.0,O. Casspi enters the game for W. Cauley-Stein,,18-24,,
2:58.0,,,18-24,,J. Green misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by K. Koufos,,18-24,,
2:49.0,Turnover by R. Rondo (bad pass; steal by J. Green),,18-24,,
2:45.0,,,18-26,2,J. Green makes 2-pt shot from 1 ft
2:33.0,Turnover by R. Gay (bad pass; steal by M. Gasol),,18-26,,
2:29.0,Violation by R. Gay (def goaltending),,18-26,,
2:29.0,,,18-28,2,J. Green makes 2-pt shot at rim (assist by M. Chalmers)
2:19.0,K. Koufos misses 2-pt shot from 4 ft,,18-28,,
2:18.0,,,18-28,,Defensive rebound by Team
2:18.0,J. Anderson enters the game for R. Rondo,,18-28,,
2:18.0,Jump ball: D. Collison vs. M. Gasol (M. Barnes gains possession),,,,Jump ball: D. Collison vs. M. Gasol (M. Barnes gains possession)
2:04.0,,,18-28,,M. Gasol misses 2-pt shot at rim
2:01.0,Defensive rebound by O. Casspi,,18-28,,
1:51.0,O. Casspi misses 3-pt shot from 24 ft,,18-28,,
1:51.0,,,18-28,,Defensive rebound by M. Gasol
1:40.0,,,18-28,,Shooting foul by K. Koufos (drawn by J. Green)
1:40.0,,,18-29,1,J. Green makes free throw 1 of 2
1:40.0,,,18-30,1,J. Green makes free throw 2 of 2
1:28.0,D. Collison makes 2-pt shot from 15 ft,2,20-30,,
1:10.0,,,20-32,2,C. Lee makes 2-pt shot from 20 ft
1:00.0,K. Koufos misses 2-pt shot from 6 ft,,20-32,,
0:59.0,Jump ball: M. Gasol vs. K. Koufos (C. Lee gains possession),,,,Jump ball: M. Gasol vs. K. Koufos (C. Lee gains possession)
0:59.0,,,20-32,,Defensive rebound by Team
0:41.0,,,20-34,2,J. Green makes 2-pt shot at rim
0:33.0,,,20-34,,Personal foul by J. Green (drawn by R. Gay)
0:27.0,D. Collison misses 2-pt shot at rim (block by M. Barnes),,20-34,,
0:27.0,Offensive rebound by Team,,20-34,,
0:20.0,,,20-34,,Personal foul by M. Barnes (drawn by O. Casspi)
0:20.0,O. Casspi makes free throw 1 of 2,1,21-34,,
0:20.0,O. Casspi makes free throw 2 of 2,1,22-34,,
0:01.0,,,22-36,2,M. Gasol makes 2-pt shot from 9 ft (assist by M. Chalmers)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,O. Casspi misses 3-pt shot from 25 ft,,22-36,,
11:41.0,,,22-36,,Defensive rebound by M. Barnes
11:24.0,,,22-36,,M. Chalmers misses 3-pt shot from 22 ft
11:22.0,Defensive rebound by O. Casspi,,22-36,,
11:18.0,Shooting foul by M. Chalmers (drawn by D. Collison),,22-36,,
11:18.0,D. Collison makes free throw 1 of 2,1,23-36,,
11:18.0,D. Collison makes free throw 2 of 2,1,24-36,,
11:01.0,,,24-36,,M. Barnes misses 2-pt shot from 1 ft (block by D. Cousins)
11:01.0,Defensive rebound by Team,,24-36,,
11:01.0,,,24-36,,Loose ball foul by R. Hollins (drawn by O. Casspi)
10:46.0,D. Cousins misses 2-pt shot from 7 ft,,24-36,,
10:44.0,,,24-36,,Defensive rebound by J. Green
10:35.0,,,24-36,,M. Chalmers misses 2-pt shot from 5 ft
10:34.0,,,24-36,,Offensive rebound by M. Chalmers
10:25.0,,,24-38,2,M. Chalmers makes 2-pt shot from 7 ft (assist by M. Barnes)
10:19.0,J. Anderson misses 2-pt shot at rim (block by M. Barnes),,24-38,,
10:16.0,,,24-38,,Defensive rebound by M. Chalmers
10:11.0,,,24-38,,M. Barnes misses 3-pt shot from 23 ft
10:10.0,Defensive rebound by O. Casspi,,24-38,,
10:05.0,,,24-38,,Personal block foul by R. Hollins (drawn by D. Cousins)
10:05.0,,,24-38,,M. Conley enters the game for M. Chalmers
9:54.0,Turnover by D. Cousins (bad pass),,24-38,,
9:40.0,,,24-41,3,J. Green makes 3-pt shot from 25 ft (assist by M. Conley)
9:27.0,B. McLemore misses 2-pt shot from 18 ft,,24-41,,
9:26.0,,,24-41,,Defensive rebound by V. Carter
9:22.0,Personal foul by B. McLemore (drawn by J. Green),,24-41,,
9:22.0,W. Cauley-Stein enters the game for J. Anderson,,24-41,,
9:15.0,,,24-44,3,V. Carter makes 3-pt shot from 24 ft (assist by J. Green)
9:11.0,Sacramento full timeout,,24-44,,
8:53.0,D. Collison misses 2-pt shot from 3 ft,,24-44,,
8:51.0,,,24-44,,Defensive rebound by R. Hollins
8:44.0,,,24-44,,M. Barnes misses 2-pt shot from 1 ft
8:42.0,Defensive rebound by O. Casspi,,24-44,,
8:36.0,D. Cousins makes 3-pt shot from 25 ft (assist by D. Collison),3,27-44,,
8:23.0,,,27-44,,Turnover by R. Hollins (lost ball; steal by D. Cousins)
8:21.0,Shooting foul by R. Hollins (drawn by D. Cousins),,27-44,,
8:21.0,D. Cousins makes free throw 1 of 2,1,28-44,,
8:21.0,D. Cousins misses free throw 2 of 2,,28-44,,
8:20.0,,,28-44,,Defensive rebound by M. Barnes
8:11.0,,,28-44,,Shooting foul by W. Cauley-Stein (drawn by R. Hollins)
8:11.0,,,28-44,,R. Hollins misses free throw 1 of 2
8:11.0,,,28-44,,Offensive rebound by Team
8:11.0,K. Koufos enters the game for D. Cousins,,28-44,,
8:11.0,,,28-45,1,R. Hollins makes free throw 2 of 2
7:57.0,O. Casspi misses 3-pt shot from 24 ft,,28-45,,
7:55.0,Offensive rebound by K. Koufos,,28-45,,
7:40.0,Shooting foul by V. Carter (drawn by B. McLemore),,28-45,,
7:40.0,B. McLemore makes free throw 1 of 2,1,29-45,,
7:40.0,,,29-45,,Z. Randolph enters the game for R. Hollins
7:40.0,R. Rondo enters the game for D. Collison,,29-45,,
7:40.0,B. McLemore makes free throw 2 of 2,1,30-45,,
7:21.0,,,30-47,2,J. Green makes 2-pt shot from 11 ft
7:14.0,Turnover by B. McLemore (lost ball; steal by M. Barnes),,30-47,,
7:10.0,Violation by W. Cauley-Stein (def goaltending),,30-47,,
7:10.0,,,30-49,2,J. Green makes 2-pt shot from 1 ft (assist by M. Barnes)
6:56.0,Turnover by B. McLemore (bad pass; steal by M. Barnes),,30-49,,
6:52.0,,,30-51,2,V. Carter makes 2-pt shot at rim (assist by M. Conley)
6:52.0,,,30-51,,Shooting foul by O. Casspi (drawn by V. Carter)
6:52.0,R. Gay enters the game for K. Koufos,,30-51,,
6:52.0,,,30-52,1,V. Carter makes free throw 1 of 1
6:35.0,B. McLemore makes 3-pt shot from 24 ft (assist by R. Rondo),3,33-52,,
6:15.0,,,33-54,2,V. Carter makes 2-pt shot at rim (assist by Z. Randolph)
5:58.0,R. Gay makes 2-pt shot from 19 ft (assist by R. Rondo),2,35-54,,
5:26.0,,,35-54,,M. Barnes misses 3-pt shot from 26 ft
5:25.0,Defensive rebound by W. Cauley-Stein,,35-54,,
5:16.0,R. Gay misses 3-pt shot from 25 ft,,35-54,,
5:14.0,,,35-54,,Defensive rebound by Z. Randolph
5:11.0,,,35-54,,Memphis full timeout
5:11.0,,,35-54,,T. Allen enters the game for J. Green
5:11.0,,,35-54,,C. Lee enters the game for M. Barnes
5:11.0,J. Anderson enters the game for O. Casspi,,35-54,,
5:03.0,,,35-54,,Turnover by M. Conley (lost ball)
4:51.0,Shooting foul by M. Conley (drawn by J. Anderson),,35-54,,
4:51.0,J. Anderson makes free throw 1 of 2,1,36-54,,
4:51.0,J. Anderson makes free throw 2 of 2,1,37-54,,
4:31.0,,,37-54,,V. Carter misses 3-pt shot from 24 ft
4:30.0,Defensive rebound by B. McLemore,,37-54,,
4:21.0,J. Anderson makes 2-pt shot at rim,2,39-54,,
4:01.0,,,39-56,2,Z. Randolph makes 2-pt shot from 4 ft
3:55.0,Turnover by R. Rondo (lost ball),,39-56,,
3:55.0,D. Collison enters the game for B. McLemore,,39-56,,
3:55.0,,,39-56,,M. Gasol enters the game for V. Carter
3:41.0,,,39-56,,Turnover by C. Lee (bad pass; steal by R. Gay)
3:35.0,D. Collison misses 2-pt shot from 1 ft,,39-56,,
3:33.0,,,39-56,,Defensive rebound by M. Gasol
3:27.0,,,39-56,,T. Allen misses 2-pt shot from 11 ft
3:24.0,Defensive rebound by R. Gay,,39-56,,
3:19.0,R. Rondo makes 2-pt shot from 1 ft (assist by R. Gay),2,41-56,,
3:19.0,,,41-56,,Memphis full timeout
3:19.0,Q. Acy enters the game for W. Cauley-Stein,,41-56,,
3:19.0,,,41-56,,M. Chalmers enters the game for M. Conley
2:56.0,,,41-56,,M. Chalmers misses 3-pt shot from 26 ft
2:55.0,Defensive rebound by R. Rondo,,41-56,,
2:49.0,R. Rondo makes 2-pt shot at rim,2,43-56,,
2:37.0,,,43-56,,Shooting foul by J. Anderson (drawn by T. Allen)
2:37.0,,,43-56,,Memphis full timeout
2:37.0,,,43-57,1,T. Allen makes free throw 1 of 2
2:37.0,,,43-58,1,T. Allen makes free throw 2 of 2
2:28.0,Q. Acy makes 2-pt shot from 1 ft (assist by R. Rondo),2,45-58,,
2:14.0,,,45-58,,Turnover by M. Chalmers (bad pass)
2:06.0,Shooting foul by M. Chalmers (drawn by R. Rondo),,45-58,,
2:06.0,R. Rondo makes free throw 1 of 2,1,46-58,,
2:06.0,,,46-58,,J. Green enters the game for Z. Randolph
2:06.0,R. Rondo makes free throw 2 of 2,1,47-58,,
1:55.0,,,47-60,2,J. Green makes 2-pt shot from 1 ft
1:47.0,D. Collison makes 2-pt shot from 14 ft,2,49-60,,
1:20.0,,,49-62,2,M. Gasol makes 2-pt shot from 1 ft
1:12.0,R. Rondo misses 2-pt shot from 1 ft,,49-62,,
1:10.0,Offensive rebound by Q. Acy,,49-62,,
1:10.0,Q. Acy makes 2-pt shot at rim,2,51-62,,
0:57.0,Personal foul by Q. Acy (drawn by M. Gasol),,51-62,,
0:57.0,,,51-63,1,M. Gasol makes free throw 1 of 2
0:57.0,,,51-64,1,M. Gasol makes free throw 2 of 2
0:52.0,Turnover by R. Rondo (lost ball; steal by M. Chalmers),,51-64,,
0:39.0,,,51-64,,T. Allen misses 2-pt shot from 2 ft
0:38.0,Defensive rebound by Q. Acy,,51-64,,
0:21.0,R. Gay misses 2-pt shot from 8 ft,,51-64,,
0:19.0,,,51-64,,Defensive rebound by T. Allen
0:16.0,Personal foul by D. Collison (drawn by M. Chalmers),,51-64,,
0:16.0,,,51-65,1,M. Chalmers makes free throw 1 of 2
0:16.0,,,51-65,,M. Barnes enters the game for M. Gasol
0:16.0,,,51-65,,M. Chalmers misses free throw 2 of 2
0:15.0,Defensive rebound by R. Rondo,,51-65,,
0:01.0,R. Rondo misses 3-pt shot from 24 ft,,51-65,,
0:00.0,,,51-65,,Defensive rebound by M. Barnes
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,51-65,,Personal foul by T. Allen (drawn by R. Gay)
11:45.0,R. Gay misses 2-pt shot from 1 ft,,51-65,,
11:45.0,,,51-65,,Defensive rebound by Team
11:33.0,,,51-65,,Shooting foul by W. Cauley-Stein (drawn by M. Gasol)
11:33.0,,,51-66,1,M. Gasol makes free throw 1 of 2
11:33.0,,,51-67,1,M. Gasol makes free throw 2 of 2
11:22.0,Turnover by D. Cousins (bad pass; steal by M. Gasol),,51-67,,
11:13.0,,,51-67,,M. Conley misses 2-pt shot from 11 ft
11:11.0,Defensive rebound by D. Cousins,,51-67,,
11:04.0,,,51-67,,Personal foul by Z. Randolph (drawn by D. Cousins)
10:54.0,R. Gay makes 3-pt shot from 22 ft (assist by R. Rondo),3,54-67,,
10:37.0,,,54-69,2,Z. Randolph makes 2-pt shot from 16 ft (assist by C. Lee)
10:22.0,B. McLemore makes 3-pt shot from 25 ft (assist by R. Gay),3,57-69,,
10:02.0,,,57-71,2,Z. Randolph makes 2-pt shot from 4 ft
9:42.0,B. McLemore misses 3-pt shot from 25 ft,,57-71,,
9:41.0,,,57-71,,Defensive rebound by M. Gasol
9:29.0,,,57-71,,Z. Randolph misses 2-pt shot from 21 ft
9:28.0,Defensive rebound by W. Cauley-Stein,,57-71,,
9:20.0,D. Cousins misses 3-pt shot from 24 ft,,57-71,,
9:20.0,Offensive rebound by Team,,57-71,,
9:20.0,,,57-71,,Loose ball foul by T. Allen (drawn by W. Cauley-Stein)
9:13.0,Turnover by D. Cousins (lost ball; steal by T. Allen),,57-71,,
9:05.0,,,57-73,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Conley)
8:49.0,W. Cauley-Stein makes 2-pt shot at rim (assist by R. Rondo),2,59-73,,
8:30.0,,,59-73,,M. Gasol misses 2-pt shot from 18 ft
8:30.0,Defensive rebound by R. Rondo,,59-73,,
8:26.0,,,59-73,,Personal foul by C. Lee (drawn by B. McLemore)
8:16.0,W. Cauley-Stein misses 2-pt shot from 4 ft,,59-73,,
8:14.0,Offensive rebound by W. Cauley-Stein,,59-73,,
8:12.0,R. Rondo misses 2-pt shot from 9 ft,,59-73,,
8:10.0,,,59-73,,Defensive rebound by T. Allen
8:00.0,,,59-75,2,M. Gasol makes 2-pt shot from 6 ft
7:55.0,Turnover by R. Rondo (bad pass),,59-75,,
7:38.0,,,59-75,,Shooting foul by B. McLemore (drawn by C. Lee)
7:38.0,,,59-76,1,C. Lee makes free throw 1 of 2
7:38.0,Q. Acy enters the game for W. Cauley-Stein,,59-76,,
7:38.0,,,59-77,1,C. Lee makes free throw 2 of 2
7:15.0,R. Rondo makes 3-pt shot from 26 ft,3,62-77,,
6:59.0,,,62-77,,T. Allen misses 2-pt shot from 1 ft
6:57.0,Defensive rebound by D. Cousins,,62-77,,
6:49.0,B. McLemore misses 2-pt shot at rim,,62-77,,
6:47.0,,,62-77,,Defensive rebound by M. Gasol
6:46.0,,,62-77,,Shooting foul by R. Rondo (drawn by T. Allen)
6:46.0,,,62-78,1,T. Allen makes free throw 1 of 2
6:46.0,,,62-79,1,T. Allen makes free throw 2 of 2
6:32.0,Shooting foul by Z. Randolph (drawn by D. Cousins),,62-79,,
6:32.0,D. Cousins misses free throw 1 of 2,,62-79,,
6:32.0,Offensive rebound by Team,,62-79,,
6:32.0,D. Cousins misses free throw 2 of 2,,62-79,,
6:31.0,,,62-79,,Defensive rebound by Z. Randolph
6:14.0,,,62-82,3,C. Lee makes 3-pt shot from 25 ft (assist by Z. Randolph)
6:00.0,R. Rondo makes 2-pt shot at rim,2,64-82,,
5:41.0,,,64-82,,M. Gasol misses 2-pt shot from 10 ft
5:41.0,,,64-82,,Offensive rebound by Z. Randolph
5:41.0,Loose ball foul by Q. Acy (drawn by Z. Randolph),,64-82,,
5:41.0,,,64-82,,Memphis full timeout
5:31.0,,,64-82,,M. Conley misses 2-pt shot from 22 ft
5:30.0,Defensive rebound by D. Cousins,,64-82,,
5:23.0,B. McLemore misses 3-pt shot from 23 ft,,64-82,,
5:21.0,,,64-82,,Defensive rebound by T. Allen
5:06.0,,,64-82,,Z. Randolph misses 2-pt shot from 13 ft
5:05.0,Defensive rebound by D. Cousins,,64-82,,
4:50.0,R. Rondo misses 2-pt shot from 6 ft,,64-82,,
4:49.0,,,64-82,,Defensive rebound by Team
4:49.0,O. Casspi enters the game for R. Gay,,64-82,,
4:49.0,,,64-82,,M. Chalmers enters the game for M. Conley
4:49.0,,,64-82,,J. Green enters the game for Z. Randolph
4:36.0,,,64-82,,M. Gasol misses 2-pt shot from 11 ft
4:36.0,Defensive rebound by D. Cousins,,64-82,,
4:29.0,Turnover by D. Cousins (bad pass),,64-82,,
4:14.0,,,64-82,,Turnover by J. Green (bad pass; steal by B. McLemore)
4:12.0,,,64-82,,Violation by J. Green (kicked ball)
4:12.0,,,64-82,,M. Barnes enters the game for T. Allen
3:58.0,D. Cousins misses 2-pt shot from 2 ft (block by M. Gasol),,64-82,,
3:55.0,Offensive rebound by D. Cousins,,64-82,,
3:55.0,Turnover by D. Cousins (bad pass; steal by C. Lee),,64-82,,
3:50.0,,,64-82,,Turnover by C. Lee (bad pass; steal by R. Rondo)
3:46.0,Turnover by R. Rondo (bad pass; steal by J. Green),,64-82,,
3:46.0,Personal foul by R. Rondo (drawn by J. Green),,64-82,,
3:46.0,,,64-83,1,J. Green makes free throw 1 of 2
3:46.0,D. Collison enters the game for B. McLemore,,64-83,,
3:46.0,,,64-84,1,J. Green makes free throw 2 of 2
3:31.0,R. Rondo misses 2-pt shot from 1 ft,,64-84,,
3:29.0,,,64-84,,Defensive rebound by J. Green
3:28.0,Personal take foul by D. Collison (drawn by M. Chalmers),,64-84,,
3:28.0,,,64-85,1,M. Chalmers makes free throw 1 of 2
3:28.0,,,64-85,,M. Chalmers misses free throw 2 of 2
3:26.0,Defensive rebound by D. Cousins,,64-85,,
3:16.0,O. Casspi makes 3-pt shot from 25 ft (assist by D. Cousins),3,67-85,,
2:55.0,,,67-85,,M. Barnes misses 2-pt shot from 10 ft
2:54.0,Defensive rebound by D. Cousins,,67-85,,
2:42.0,O. Casspi makes 2-pt shot from 1 ft,2,69-85,,
2:24.0,,,69-87,2,M. Gasol makes 2-pt shot from 15 ft (assist by M. Chalmers)
2:17.0,D. Cousins misses 2-pt shot from 1 ft,,69-87,,
2:15.0,Offensive rebound by Q. Acy,,69-87,,
2:15.0,Q. Acy makes 2-pt shot at rim,2,71-87,,
2:00.0,,,71-87,,Turnover by M. Gasol (lost ball; steal by D. Cousins)
2:00.0,,,71-87,,Loose ball foul by M. Gasol (drawn by D. Cousins)
2:00.0,Sacramento full timeout,,71-87,,
2:00.0,J. Anderson enters the game for R. Rondo,,71-87,,
2:00.0,D. Cousins makes free throw 1 of 2,1,72-87,,
2:00.0,D. Cousins makes free throw 2 of 2,1,73-87,,
1:36.0,,,73-89,2,J. Green makes 2-pt shot from 15 ft
1:18.0,D. Cousins misses 2-pt shot from 7 ft (block by M. Gasol),,73-89,,
1:15.0,Offensive rebound by D. Cousins,,73-89,,
1:15.0,D. Cousins misses 2-pt shot from 5 ft,,73-89,,
1:14.0,Offensive rebound by D. Cousins,,73-89,,
1:12.0,Turnover by O. Casspi (lost ball; steal by M. Chalmers),,73-89,,
0:55.0,,,73-92,3,J. Green makes 3-pt shot from 25 ft (assist by M. Chalmers)
0:46.0,Shooting foul by M. Barnes (drawn by D. Cousins),,73-92,,
0:46.0,D. Cousins makes free throw 1 of 2,1,74-92,,
0:46.0,,,74-92,,V. Carter enters the game for C. Lee
0:46.0,,,74-92,,R. Hollins enters the game for M. Gasol
0:46.0,D. Cousins makes free throw 2 of 2,1,75-92,,
0:30.0,,,75-92,,J. Green misses 3-pt shot from 24 ft
0:30.0,Defensive rebound by D. Collison,,75-92,,
0:14.0,D. Cousins misses 2-pt shot from 5 ft,,75-92,,
0:13.0,Offensive rebound by O. Casspi,,75-92,,
0:13.0,O. Casspi misses 2-pt shot at rim,,75-92,,
0:12.0,Offensive rebound by O. Casspi,,75-92,,
0:12.0,O. Casspi makes 2-pt shot at rim,2,77-92,,
0:01.0,,,77-92,,M. Chalmers misses 2-pt shot from 7 ft (block by D. Cousins)
0:00.0,,,77-92,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,77-92,,Shooting foul by O. Casspi (drawn by R. Hollins)
11:40.0,,,77-93,1,R. Hollins makes free throw 1 of 2
11:40.0,,,77-94,1,R. Hollins makes free throw 2 of 2
11:17.0,R. Gay makes 2-pt shot from 12 ft (assist by K. Koufos),2,79-94,,
10:55.0,,,79-97,3,J. Green makes 3-pt shot from 22 ft (assist by M. Chalmers)
10:43.0,D. Collison makes 2-pt shot from 15 ft,2,81-97,,
10:28.0,,,81-99,2,M. Chalmers makes 2-pt shot from 4 ft
10:15.0,,,81-99,,Violation by R. Hollins (def goaltending)
10:15.0,O. Casspi makes 2-pt shot at rim,2,83-99,,
10:15.0,Shooting foul by J. Green (drawn by O. Casspi),,83-99,,
10:15.0,,,83-99,,M. Conley enters the game for M. Chalmers
10:15.0,O. Casspi makes free throw 1 of 1,1,84-99,,
9:58.0,,,84-102,3,V. Carter makes 3-pt shot from 24 ft (assist by M. Conley)
9:47.0,O. Casspi makes 3-pt shot from 24 ft,3,87-102,,
9:28.0,,,87-102,,M. Barnes misses 3-pt shot from 23 ft
9:27.0,Defensive rebound by R. Gay,,87-102,,
9:20.0,D. Collison makes 2-pt shot from 14 ft,2,89-102,,
8:59.0,,,89-104,2,V. Carter makes 2-pt shot from 19 ft
8:49.0,D. Collison misses 2-pt shot from 1 ft (block by R. Hollins),,89-104,,
8:49.0,,,89-104,,Defensive rebound by R. Hollins
8:49.0,Personal take foul by O. Casspi (drawn by R. Hollins),,89-104,,
8:49.0,,,89-104,,Memphis full timeout
8:49.0,D. Cousins enters the game for K. Koufos,,89-104,,
8:34.0,,,89-104,,J. Green misses 2-pt shot from 6 ft (block by R. Gay)
8:33.0,Defensive rebound by D. Cousins,,89-104,,
8:29.0,J. Anderson misses 3-pt shot from 24 ft,,89-104,,
8:27.0,,,89-104,,Defensive rebound by R. Hollins
8:23.0,,,89-104,,V. Carter misses 3-pt shot from 24 ft
8:23.0,Defensive rebound by Team,,89-104,,
8:09.0,D. Cousins misses 2-pt shot from 7 ft,,89-104,,
8:08.0,Offensive rebound by Team,,89-104,,
7:55.0,D. Cousins misses 2-pt shot at rim (block by R. Hollins),,89-104,,
7:53.0,Offensive rebound by D. Cousins,,89-104,,
7:53.0,Shooting foul by M. Barnes (drawn by D. Cousins),,89-104,,
7:53.0,D. Cousins makes free throw 1 of 2,1,90-104,,
7:53.0,D. Cousins makes free throw 2 of 2,1,91-104,,
7:38.0,,,91-104,,V. Carter misses 2-pt shot from 6 ft
7:36.0,Defensive rebound by O. Casspi,,91-104,,
7:33.0,D. Collison misses 3-pt shot from 25 ft,,91-104,,
7:31.0,Offensive rebound by J. Anderson,,91-104,,
7:31.0,,,91-104,,Personal foul by M. Barnes (drawn by J. Anderson)
7:31.0,,,91-104,,Technical foul by M. Barnes (drawn by J. Anderson)
7:31.0,D. Collison makes technical free throw,1,92-104,,
7:13.0,D. Cousins misses 2-pt shot from 19 ft,,92-104,,
7:13.0,Offensive rebound by R. Gay,,92-104,,
7:11.0,R. Gay makes 2-pt shot from 10 ft,2,94-104,,
7:11.0,,,94-104,,Memphis full timeout
7:11.0,,,94-104,,M. Gasol enters the game for R. Hollins
7:11.0,R. Rondo enters the game for J. Anderson,,94-104,,
6:49.0,,,94-104,,M. Gasol misses 2-pt shot from 11 ft
