time,Phoenix,pts.away,score,pts.home,Memphis
10:58.0,,,55-59,,Shooting foul by A. Len (drawn by R. Hollins)
10:58.0,,,55-59,,R. Hollins misses free throw 1 of 2
10:58.0,,,55-59,,Offensive rebound by Team
10:58.0,,,55-60,1,R. Hollins makes free throw 2 of 2
10:42.0,D. Booker misses 2-pt shot from 21 ft,,55-60,,
10:41.0,,,55-60,,Defensive rebound by Z. Randolph
10:34.0,,,55-60,,Shooting foul by P. Tucker (drawn by R. Hollins)
10:34.0,,,55-60,,R. Hollins misses free throw 1 of 2
10:34.0,,,55-60,,Offensive rebound by Team
10:34.0,,,55-61,1,R. Hollins makes free throw 2 of 2
10:27.0,,,55-61,,Personal foul by R. Hollins (drawn by T. Chandler)
10:10.0,D. Booker makes 2-pt shot from 21 ft,2,57-61,,
9:49.0,,,57-61,,M. Barnes misses 3-pt shot from 25 ft
9:49.0,Defensive rebound by P. Tucker,,57-61,,
9:32.0,R. Price makes 3-pt shot from 23 ft (assist by A. Len),3,60-61,,
9:11.0,,,60-61,,Z. Randolph misses 2-pt shot from 6 ft
9:11.0,Defensive rebound by T. Chandler,,60-61,,
9:01.0,Shooting foul by R. Hollins (drawn by A. Len),,60-61,,
9:01.0,A. Len makes free throw 1 of 2,1,61-61,,
9:01.0,A. Len makes free throw 2 of 2,1,62-61,,
8:46.0,,,62-61,,P. Hairston misses 3-pt shot from 22 ft
8:46.0,Defensive rebound by R. Price,,62-61,,
8:38.0,T. Chandler makes 2-pt shot at rim (assist by D. Booker),2,64-61,,
8:24.0,,,64-61,,M. Conley misses 2-pt shot at rim
8:23.0,Defensive rebound by A. Len,,64-61,,
8:22.0,Turnover by A. Len (bad pass),,64-61,,
8:09.0,,,64-63,2,Z. Randolph makes 2-pt shot at rim
7:54.0,R. Price misses 3-pt shot from 25 ft,,64-63,,
7:53.0,,,64-63,,Defensive rebound by M. Barnes
7:32.0,,,64-63,,Turnover by P. Hairston (bad pass)
7:13.0,A. Len misses 2-pt shot from 7 ft,,64-63,,
7:12.0,,,64-63,,Defensive rebound by Z. Randolph
7:03.0,,,64-63,,Z. Randolph misses 2-pt shot from 18 ft
7:03.0,Defensive rebound by R. Price,,64-63,,
6:57.0,,,64-63,,Personal foul by Z. Randolph (drawn by T. Chandler)
6:46.0,A. Len makes 2-pt shot from 7 ft,2,66-63,,
6:24.0,,,66-63,,Turnover by M. Conley (lost ball; steal by A. Len)
6:19.0,Shooting foul by M. Barnes (drawn by D. Booker),,66-63,,
6:19.0,D. Booker makes free throw 1 of 2,1,67-63,,
6:19.0,D. Booker makes free throw 2 of 2,1,68-63,,
5:56.0,,,68-63,,R. Hollins misses 2-pt shot from 1 ft
5:56.0,Defensive rebound by T. Chandler,,68-63,,
5:44.0,A. Len makes 2-pt shot at rim (assist by D. Booker),2,70-63,,
5:22.0,,,70-63,,P. Hairston misses 2-pt shot from 12 ft
5:22.0,,,70-63,,Offensive rebound by R. Hollins
5:18.0,,,70-63,,R. Hollins misses 2-pt shot from 2 ft
5:18.0,,,70-63,,Offensive rebound by R. Hollins
5:07.0,,,70-63,,Z. Randolph misses 2-pt shot from 1 ft
5:07.0,Defensive rebound by A. Len,,70-63,,
4:52.0,R. Price makes 3-pt shot from 25 ft,3,73-63,,
4:49.0,,,73-63,,Memphis full timeout
4:49.0,,,73-63,,L. Stephenson enters the game for P. Hairston
4:49.0,,,73-63,,J. Green enters the game for R. Hollins
4:35.0,,,73-63,,M. Conley misses 3-pt shot from 25 ft
4:34.0,Defensive rebound by T. Chandler,,73-63,,
4:18.0,P. Tucker misses 2-pt shot from 2 ft,,73-63,,
4:18.0,,,73-63,,Defensive rebound by Z. Randolph
4:09.0,,,73-65,2,L. Stephenson makes 2-pt shot from 14 ft
3:46.0,D. Booker misses 3-pt shot from 25 ft,,73-65,,
3:46.0,,,73-65,,Defensive rebound by L. Stephenson
3:41.0,,,73-65,,M. Barnes misses 2-pt shot at rim (block by D. Booker)
3:39.0,Defensive rebound by A. Len,,73-65,,
3:36.0,T. Chandler makes 2-pt shot at rim (assist by P. Tucker),2,75-65,,
3:14.0,,,75-65,,L. Stephenson misses 2-pt shot from 12 ft
3:13.0,Defensive rebound by A. Len,,75-65,,
2:51.0,R. Price makes 3-pt shot from 26 ft (assist by D. Booker),3,78-65,,
2:33.0,,,78-68,3,L. Stephenson makes 3-pt shot from 25 ft (assist by M. Conley)
2:09.0,Turnover by D. Booker (bad pass; steal by M. Conley),,78-68,,
2:05.0,,,78-70,2,M. Conley makes 2-pt shot at rim
2:05.0,,,78-70,,Shooting foul by R. Price (drawn by M. Conley)
2:05.0,Phoenix full timeout,,78-70,,
2:05.0,,,78-70,,V. Carter enters the game for Z. Randolph
2:05.0,P. Pressey enters the game for A. Len,,78-70,,
2:05.0,M. Teletovic enters the game for R. Price,,78-70,,
2:05.0,,,78-70,,M. Conley misses free throw 1 of 1
2:02.0,Defensive rebound by T. Chandler,,78-70,,
1:46.0,M. Teletovic makes 3-pt shot from 22 ft (assist by P. Pressey),3,81-70,,
1:27.0,,,81-72,2,J. Green makes 2-pt shot at rim (assist by M. Barnes)
1:08.0,Shooting foul by V. Carter (drawn by D. Booker),,81-72,,
1:08.0,D. Booker makes free throw 1 of 2,1,82-72,,
1:08.0,,,82-72,,M. Chalmers enters the game for M. Conley
1:08.0,A. Goodwin enters the game for P. Tucker,,82-72,,
1:08.0,D. Booker makes free throw 2 of 2,1,83-72,,
0:54.0,,,83-72,,L. Stephenson misses 2-pt shot from 18 ft
0:53.0,Defensive rebound by T. Chandler,,83-72,,
0:32.0,D. Booker misses 3-pt shot from 25 ft,,83-72,,
0:31.0,,,83-72,,Defensive rebound by L. Stephenson
0:08.0,,,83-74,2,J. Green makes 2-pt shot from 1 ft (assist by L. Stephenson)
0:02.0,Shooting foul by V. Carter (drawn by D. Booker),,83-74,,
0:02.0,D. Booker makes free throw 1 of 2,1,84-74,,
0:02.0,D. Booker makes free throw 2 of 2,1,85-74,,
0:01.0,,,85-74,,M. Chalmers misses 2-pt shot from 12 ft
0:00.0,,,85-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,85-74,,M. Chalmers misses 2-pt shot from 5 ft
11:44.0,,,85-74,,Offensive rebound by J. Green
11:44.0,,,85-76,2,J. Green makes 2-pt shot at rim
11:27.0,D. Booker makes 3-pt shot from 28 ft (assist by J. Leuer),3,88-76,,
11:09.0,,,88-76,,Shooting foul by A. Goodwin (drawn by L. Stephenson)
11:09.0,,,88-77,1,L. Stephenson makes free throw 1 of 2
11:09.0,,,88-78,1,L. Stephenson makes free throw 2 of 2
10:59.0,Offensive foul by D. Booker,,88-78,,
10:59.0,Turnover by D. Booker (offensive foul),,88-78,,
10:43.0,,,88-78,,V. Carter misses 3-pt shot from 25 ft
10:43.0,Defensive rebound by J. Leuer,,88-78,,
10:18.0,A. Goodwin makes 3-pt shot from 25 ft (assist by J. Leuer),3,91-78,,
10:06.0,,,91-78,,Offensive foul by J. Green
10:06.0,,,91-78,,Turnover by J. Green (offensive foul)
10:06.0,,,91-78,,J. Martin enters the game for M. Barnes
9:59.0,,,91-78,,Personal foul by M. Chalmers (drawn by D. Booker)
9:53.0,M. Teletovic misses 3-pt shot from 26 ft,,91-78,,
9:52.0,,,91-78,,Defensive rebound by L. Stephenson
9:44.0,,,91-81,3,M. Chalmers makes 3-pt shot from 22 ft (assist by L. Stephenson)
9:24.0,R. Price misses 3-pt shot from 25 ft,,91-81,,
9:23.0,,,91-81,,Defensive rebound by J. Martin
9:12.0,,,91-81,,J. Green misses 2-pt shot from 18 ft
9:10.0,Defensive rebound by D. Booker,,91-81,,
8:53.0,M. Teletovic makes 3-pt shot from 25 ft (assist by D. Booker),3,94-81,,
8:39.0,,,94-81,,M. Chalmers misses 2-pt shot from 1 ft
8:39.0,Defensive rebound by J. Leuer,,94-81,,
8:26.0,A. Goodwin misses 2-pt shot from 2 ft,,94-81,,
8:26.0,,,94-81,,Defensive rebound by V. Carter
8:15.0,,,94-81,,Shooting foul by M. Teletovic (drawn by V. Carter)
8:15.0,,,94-81,,Memphis full timeout
8:15.0,,,94-82,1,V. Carter makes free throw 1 of 2
8:15.0,,,94-83,1,V. Carter makes free throw 2 of 2
8:06.0,,,94-83,,Personal foul by J. Green (drawn by M. Teletovic)
7:58.0,M. Teletovic misses 2-pt shot from 11 ft,,94-83,,
7:57.0,,,94-83,,Defensive rebound by J. Martin
7:33.0,,,94-83,,Turnover by M. Chalmers (bad pass; steal by A. Goodwin)
7:31.0,Shooting foul by J. Martin (drawn by M. Teletovic),,94-83,,
7:31.0,M. Teletovic makes free throw 1 of 2,1,95-83,,
7:31.0,M. Teletovic makes free throw 2 of 2,1,96-83,,
7:20.0,,,96-83,,Shooting foul by J. Leuer (drawn by M. Chalmers)
7:20.0,,,96-84,1,M. Chalmers makes free throw 1 of 2
7:20.0,,,96-85,1,M. Chalmers makes free throw 2 of 2
7:01.0,M. Teletovic makes 2-pt shot from 5 ft (assist by D. Booker),2,98-85,,
6:36.0,,,98-88,3,V. Carter makes 3-pt shot from 22 ft (assist by M. Chalmers)
6:07.0,R. Price misses 3-pt shot from 25 ft,,98-88,,
6:06.0,,,98-88,,Defensive rebound by L. Stephenson
5:55.0,,,98-88,,J. Martin misses 2-pt shot from 21 ft
5:54.0,,,98-88,,Offensive rebound by J. Green
5:52.0,,,98-90,2,J. Green makes 2-pt shot at rim
5:51.0,Phoenix full timeout,,98-90,,
5:51.0,T. Chandler enters the game for A. Goodwin,,98-90,,
5:51.0,P. Tucker enters the game for M. Teletovic,,98-90,,
5:51.0,A. Len enters the game for J. Leuer,,98-90,,
5:51.0,,,98-90,,Z. Randolph enters the game for L. Stephenson
5:51.0,,,98-90,,M. Conley enters the game for J. Martin
5:41.0,,,98-90,,Personal foul by J. Green (drawn by A. Len)
5:36.0,,,98-90,,Personal foul by J. Green (drawn by P. Tucker)
5:36.0,P. Tucker makes free throw 1 of 2,1,99-90,,
5:36.0,P. Tucker makes free throw 2 of 2,1,100-90,,
5:23.0,,,100-90,,Shooting foul by A. Len (drawn by J. Green)
5:23.0,,,100-91,1,J. Green makes free throw 1 of 2
5:23.0,,,100-91,,J. Green misses free throw 2 of 2
5:21.0,Defensive rebound by P. Tucker,,100-91,,
4:58.0,R. Price makes 2-pt shot from 7 ft,2,102-91,,
4:31.0,,,102-91,,J. Green misses 3-pt shot from 23 ft
4:31.0,Defensive rebound by R. Price,,102-91,,
4:19.0,Offensive charge foul by P. Tucker,,102-91,,
4:19.0,Turnover by P. Tucker (offensive foul),,102-91,,
4:10.0,,,102-93,2,M. Conley makes 2-pt shot from 1 ft (assist by J. Green)
3:57.0,Shooting foul by J. Green (drawn by A. Len),,102-93,,
3:57.0,,,102-93,,M. Barnes enters the game for J. Green
3:57.0,A. Len makes free throw 1 of 2,1,103-93,,
3:57.0,A. Len makes free throw 2 of 2,1,104-93,,
3:50.0,,,104-96,3,M. Barnes makes 3-pt shot from 24 ft (assist by M. Conley)
3:23.0,A. Len misses 2-pt shot from 20 ft,,104-96,,
3:21.0,Offensive rebound by T. Chandler,,104-96,,
3:10.0,D. Booker misses 3-pt shot from 28 ft,,104-96,,
3:10.0,,,104-96,,Defensive rebound by Team
3:10.0,,,104-96,,L. Stephenson enters the game for V. Carter
2:53.0,,,104-98,2,L. Stephenson makes 2-pt shot from 1 ft (assist by M. Barnes)
