time,Memphis,pts.away,score,pts.home,LA Clippers
5:09.0,,,17-15,,P. Pierce enters the game for L. Stephenson
5:09.0,,,17-16,1,J. Redick makes free throw 2 of 2
4:51.0,J. Green makes 2-pt shot from 2 ft (assist by T. Allen),2,19-16,,
4:38.0,,,19-16,,B. Griffin misses 2-pt shot from 20 ft
4:37.0,Defensive rebound by Team,,19-16,,
4:17.0,Z. Randolph makes 2-pt shot from 13 ft,2,21-16,,
3:53.0,,,21-18,2,B. Griffin makes 2-pt shot from 2 ft
3:44.0,Z. Randolph makes 2-pt shot from 19 ft (assist by M. Conley),2,23-18,,
3:24.0,,,23-18,,Turnover by J. Redick (bad pass; steal by Z. Randolph)
3:12.0,Memphis full timeout,,23-18,,
3:12.0,,,23-18,,J. Smith enters the game for D. Jordan
3:12.0,,,23-18,,J. Crawford enters the game for J. Redick
3:12.0,J. Green enters the game for T. Allen,,23-18,,
2:58.0,Z. Randolph misses 2-pt shot from 18 ft (block by J. Smith),,23-18,,
2:54.0,,,23-18,,Defensive rebound by J. Smith
2:51.0,,,23-18,,P. Pierce misses 2-pt shot from 1 ft (block by J. Green)
2:48.0,Defensive rebound by Z. Randolph,,23-18,,
2:35.0,Shooting foul by J. Smith (drawn by J. Green),,23-18,,
2:35.0,J. Green misses free throw 1 of 2,,23-18,,
2:35.0,Offensive rebound by Team,,23-18,,
2:35.0,M. Gasol enters the game for Z. Randolph,,23-18,,
2:35.0,M. Barnes enters the game for C. Lee,,23-18,,
2:35.0,J. Green makes free throw 2 of 2,1,24-18,,
2:13.0,B. Udrih enters the game for M. Conley,,24-18,,
2:11.0,,,24-18,,Shooting foul by M. Barnes (drawn by J. Crawford)
2:11.0,,,24-19,1,J. Crawford makes free throw 1 of 3
2:11.0,,,24-20,1,J. Crawford makes free throw 2 of 3
2:11.0,,,24-21,1,J. Crawford makes free throw 3 of 3
1:58.0,J. Green misses 2-pt shot from 15 ft,,24-21,,
1:57.0,,,24-21,,Defensive rebound by B. Griffin
1:48.0,,,24-21,,B. Griffin misses 2-pt shot from 20 ft
1:47.0,Defensive rebound by M. Barnes,,24-21,,
1:36.0,M. Gasol misses 2-pt shot from 14 ft,,24-21,,
1:30.0,,,24-21,,Defensive rebound by J. Smith
1:23.0,,,24-21,,J. Smith misses 2-pt shot from 1 ft
1:21.0,Defensive rebound by J. Green,,24-21,,
1:07.0,B. Udrih makes 2-pt shot from 16 ft (assist by M. Barnes),2,26-21,,
0:47.0,,,26-21,,Shooting foul by J. Green (drawn by B. Griffin)
0:47.0,,,26-22,1,B. Griffin makes free throw 1 of 2
0:47.0,,,26-23,1,B. Griffin makes free throw 2 of 2
0:30.0,B. Udrih misses 3-pt shot from 24 ft,,26-23,,
0:29.0,,,26-23,,Defensive rebound by B. Griffin
0:09.0,,,26-25,2,A. Rivers makes 2-pt shot from 1 ft (assist by P. Pierce)
0:04.0,B. Udrih misses 2-pt shot from 13 ft (block by J. Smith),,26-25,,
0:03.0,Offensive rebound by B. Udrih,,26-25,,
0:01.0,B. Udrih misses 2-pt shot at rim (block by J. Smith),,26-25,,
0:00.0,Offensive rebound by Team,,26-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,J. Green misses 2-pt shot from 18 ft,,26-25,,
11:45.0,,,26-25,,Defensive rebound by J. Smith
11:27.0,,,26-25,,P. Pierce misses 3-pt shot from 23 ft
11:26.0,Defensive rebound by M. Barnes,,26-25,,
11:19.0,Turnover by B. Udrih (bad pass; steal by A. Rivers),,26-25,,
11:11.0,,,26-25,,J. Smith misses 2-pt shot from 2 ft (block by M. Barnes)
11:10.0,Defensive rebound by J. Green,,26-25,,
11:04.0,M. Barnes misses 2-pt shot at rim,,26-25,,
11:03.0,Offensive rebound by B. Udrih,,26-25,,
11:03.0,Offensive foul by J. Green,,26-25,,
11:03.0,Turnover by J. Green (offensive foul),,26-25,,
10:50.0,,,26-27,2,A. Rivers makes 2-pt shot from 20 ft
10:50.0,Memphis full timeout,,26-27,,
10:50.0,,,26-27,,C. Paul enters the game for W. Johnson
10:50.0,M. Conley enters the game for B. Udrih,,26-27,,
10:36.0,J. Green misses 2-pt shot from 19 ft,,26-27,,
10:35.0,,,26-27,,Defensive rebound by P. Pierce
10:17.0,,,26-29,2,J. Crawford makes 2-pt shot from 1 ft
9:55.0,M. Conley misses 2-pt shot from 21 ft,,26-29,,
9:53.0,,,26-29,,Defensive rebound by J. Crawford
9:50.0,,,26-29,,Turnover by A. Rivers (step out of bounds)
9:35.0,J. Green makes 2-pt shot at rim (assist by M. Gasol),2,28-29,,
9:24.0,,,28-29,,J. Crawford misses 3-pt shot from 25 ft
9:23.0,Defensive rebound by J. Green,,28-29,,
9:11.0,,,28-29,,Personal foul by A. Rivers (drawn by J. Green)
9:11.0,C. Lee enters the game for J. Green,,28-29,,
9:11.0,,,28-29,,L. Stephenson enters the game for A. Rivers
9:07.0,Turnover by M. Gasol (offensive foul),,28-29,,
9:07.0,Offensive foul by M. Gasol,,28-29,,
8:55.0,,,28-29,,Turnover by P. Pierce (traveling)
8:41.0,M. Barnes misses 3-pt shot from 24 ft,,28-29,,
8:41.0,,,28-29,,Defensive rebound by J. Smith
8:31.0,,,28-29,,P. Pierce misses 3-pt shot from 23 ft
8:31.0,Defensive rebound by Team,,28-29,,
8:31.0,,,28-29,,D. Jordan enters the game for J. Smith
8:17.0,M. Conley misses 2-pt shot from 19 ft,,28-29,,
8:16.0,,,28-29,,Defensive rebound by L. Stephenson
8:03.0,,,28-29,,J. Crawford misses 2-pt shot from 2 ft (block by M. Barnes)
8:03.0,,,28-29,,Offensive rebound by Team
8:03.0,,,28-29,,B. Griffin enters the game for P. Pierce
7:39.0,,,28-31,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
7:21.0,M. Gasol misses 2-pt shot from 14 ft,,28-31,,
7:20.0,,,28-31,,Defensive rebound by B. Griffin
7:14.0,,,28-34,3,C. Paul makes 3-pt shot from 24 ft
6:54.0,M. Gasol makes 2-pt shot from 19 ft (assist by C. Lee),2,30-34,,
6:31.0,,,30-34,,Shooting foul by C. Lee (drawn by D. Jordan)
6:31.0,,,30-34,,D. Jordan misses free throw 1 of 2
6:31.0,,,30-34,,Offensive rebound by Team
6:31.0,Z. Randolph enters the game for M. Barnes,,30-34,,
6:31.0,T. Allen enters the game for J. Green,,30-34,,
6:31.0,,,30-34,,J. Redick enters the game for J. Crawford
6:31.0,,,30-35,1,D. Jordan makes free throw 2 of 2
6:05.0,M. Conley makes 2-pt shot from 2 ft,2,32-35,,
5:47.0,,,32-37,2,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul)
5:34.0,Shooting foul by J. Redick (drawn by C. Lee),,32-37,,
5:34.0,Official timeout,,32-37,,
5:34.0,C. Lee makes free throw 1 of 2,1,33-37,,
5:34.0,C. Lee makes free throw 2 of 2,1,34-37,,
5:12.0,,,34-37,,B. Griffin misses 2-pt shot from 19 ft
5:11.0,Defensive rebound by M. Gasol,,34-37,,
5:01.0,Shooting foul by D. Jordan (drawn by M. Gasol),,34-37,,
5:01.0,M. Gasol makes free throw 1 of 2,1,35-37,,
5:01.0,,,35-37,,A. Rivers enters the game for C. Paul
5:01.0,M. Gasol makes free throw 2 of 2,1,36-37,,
4:52.0,,,36-37,,Turnover by L. Stephenson (traveling)
4:39.0,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Conley),2,38-37,,
4:20.0,,,38-39,2,D. Jordan makes 2-pt shot at rim (assist by A. Rivers)
3:54.0,Turnover by M. Gasol (lost ball; steal by B. Griffin),,38-39,,
3:50.0,,,38-41,2,B. Griffin makes 2-pt shot from 1 ft
3:50.0,,,38-41,,Shooting foul by C. Lee (drawn by B. Griffin)
3:50.0,B. Udrih enters the game for M. Conley,,38-41,,
3:50.0,,,38-42,1,B. Griffin makes free throw 1 of 1
3:29.0,Z. Randolph makes 2-pt shot from 17 ft (assist by C. Lee),2,40-42,,
3:12.0,,,40-42,,B. Griffin misses 2-pt shot from 19 ft
3:12.0,Defensive rebound by B. Udrih,,40-42,,
3:06.0,J. Green enters the game for M. Gasol,,40-42,,
2:55.0,J. Green makes 2-pt shot at rim (assist by Z. Randolph),2,42-42,,
2:34.0,,,42-42,,B. Griffin misses 2-pt shot at rim
2:32.0,,,42-42,,Offensive rebound by D. Jordan
2:29.0,,,42-42,,Turnover by L. Stephenson (bad pass; steal by T. Allen)
2:23.0,T. Allen makes 2-pt shot from 1 ft,2,44-42,,
2:08.0,,,44-42,,Shooting foul by Z. Randolph (drawn by A. Rivers)
2:08.0,,,44-42,,LA Clippers full timeout
2:08.0,,,44-42,,C. Paul enters the game for L. Stephenson
2:08.0,,,44-43,1,A. Rivers makes free throw 1 of 2
2:08.0,,,44-44,1,A. Rivers makes free throw 2 of 2
1:51.0,B. Udrih misses 2-pt shot from 17 ft,,44-44,,
1:51.0,,,44-44,,Defensive rebound by B. Griffin
1:45.0,,,44-44,,Turnover by C. Paul (lost ball)
1:45.0,M. Gasol enters the game for J. Green,,44-44,,
1:45.0,,,44-44,,J. Crawford enters the game for A. Rivers
1:29.0,Shooting foul by D. Jordan (drawn by T. Allen),,44-44,,
1:29.0,T. Allen misses free throw 1 of 2,,44-44,,
1:29.0,Offensive rebound by Team,,44-44,,
1:29.0,T. Allen misses free throw 2 of 2,,44-44,,
1:27.0,Offensive rebound by T. Allen,,44-44,,
1:17.0,M. Gasol misses 2-pt shot from 11 ft,,44-44,,
1:16.0,Offensive rebound by T. Allen,,44-44,,
1:13.0,T. Allen misses 2-pt shot at rim,,44-44,,
1:13.0,,,44-44,,Defensive rebound by D. Jordan
1:03.0,,,44-44,,Offensive foul by B. Griffin
1:03.0,,,44-44,,Turnover by B. Griffin (offensive foul)
0:55.0,Turnover by B. Udrih (bad pass),,44-44,,
0:45.0,,,44-44,,Offensive foul by C. Paul
0:45.0,,,44-44,,Turnover by C. Paul (offensive foul)
0:45.0,,,44-44,,J. Smith enters the game for D. Jordan
0:45.0,,,44-44,,A. Rivers enters the game for C. Paul
0:29.0,Z. Randolph makes 2-pt shot from 1 ft,2,46-44,,
0:21.0,,,46-44,,LA Clippers full timeout
0:21.0,,,46-44,,C. Paul enters the game for J. Smith
0:21.0,J. Green enters the game for Z. Randolph,,46-44,,
0:21.0,M. Barnes enters the game for M. Gasol,,46-44,,
0:21.0,J. Green enters the game for B. Udrih,,46-44,,
0:19.0,Personal foul by J. Green (drawn by C. Paul),,46-44,,
0:07.0,,,46-44,,Shooting foul by J. Green (drawn by J. Crawford)
0:07.0,,,46-45,1,J. Crawford makes free throw 1 of 2
0:07.0,,,46-45,,L. Mbah a Moute enters the game for C. Paul
0:07.0,M. Conley enters the game for T. Allen,,46-45,,
0:07.0,,,46-46,1,J. Crawford makes free throw 2 of 2
0:03.0,M. Conley misses 2-pt shot from 5 ft,,46-46,,
0:00.0,Offensive rebound by Team,,46-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,C. Lee makes 2-pt shot from 16 ft (assist by Z. Randolph),2,48-46,,
11:15.0,,,48-46,,D. Jordan misses 2-pt shot from 1 ft
11:14.0,Defensive rebound by M. Conley,,48-46,,
10:59.0,C. Lee misses 2-pt shot from 2 ft (block by D. Jordan),,48-46,,
10:58.0,Offensive rebound by Z. Randolph,,48-46,,
10:54.0,Z. Randolph makes 2-pt shot from 1 ft,2,50-46,,
10:37.0,,,50-46,,B. Griffin misses 2-pt shot from 19 ft
10:37.0,Defensive rebound by C. Lee,,50-46,,
10:24.0,M. Gasol makes 2-pt shot from 18 ft (assist by C. Lee),2,52-46,,
10:08.0,,,52-48,2,J. Redick makes 2-pt shot from 18 ft (assist by D. Jordan)
9:45.0,Jump ball: M. Gasol vs. L. Stephenson (Z. Randolph gains possession),,,,Jump ball: M. Gasol vs. L. Stephenson (Z. Randolph gains possession)
9:43.0,Z. Randolph misses 2-pt shot from 7 ft,,52-48,,
9:41.0,,,52-48,,Defensive rebound by L. Stephenson
9:32.0,,,52-48,,Turnover by C. Paul (bad pass; steal by T. Allen)
9:31.0,Turnover by T. Allen (step out of bounds),,52-48,,
9:23.0,,,52-51,3,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin)
9:05.0,Z. Randolph misses 2-pt shot from 13 ft,,52-51,,
9:05.0,,,52-51,,Defensive rebound by B. Griffin
8:47.0,,,52-51,,B. Griffin misses 2-pt shot from 4 ft
8:45.0,,,52-51,,Offensive rebound by D. Jordan
8:44.0,,,52-51,,D. Jordan misses 2-pt shot from 1 ft
8:44.0,Defensive rebound by T. Allen,,52-51,,
8:44.0,,,52-51,,Violation by L. Stephenson (kicked ball)
8:44.0,,,52-51,,A. Rivers enters the game for C. Paul
8:33.0,M. Conley misses 3-pt shot from 24 ft,,52-51,,
8:33.0,,,52-51,,Defensive rebound by D. Jordan
8:09.0,,,52-51,,D. Jordan misses 2-pt shot from 1 ft
8:09.0,,,52-51,,Offensive rebound by D. Jordan
8:09.0,,,52-53,2,D. Jordan makes 2-pt shot from 1 ft
7:52.0,C. Lee misses 2-pt shot from 1 ft (block by D. Jordan),,52-53,,
7:51.0,Offensive rebound by M. Conley,,52-53,,
7:49.0,,,52-53,,Personal foul by A. Rivers (drawn by M. Gasol)
7:35.0,M. Conley misses 3-pt shot from 24 ft,,52-53,,
7:35.0,Offensive rebound by Team,,52-53,,
7:28.0,M. Gasol makes 2-pt shot from 9 ft (assist by M. Conley),2,54-53,,
7:09.0,,,54-53,,Turnover by J. Redick (bad pass; steal by M. Conley)
7:04.0,M. Conley makes 2-pt shot from 1 ft,2,56-53,,
6:37.0,,,56-53,,J. Redick misses 3-pt shot from 27 ft
6:36.0,,,56-53,,Offensive rebound by L. Stephenson
6:33.0,,,56-53,,L. Stephenson misses 2-pt shot from 1 ft
6:33.0,,,56-53,,Offensive rebound by B. Griffin
6:29.0,,,56-55,2,B. Griffin makes 2-pt shot at rim
6:12.0,M. Gasol makes 2-pt shot from 6 ft,2,58-55,,
5:56.0,,,58-55,,J. Redick misses 3-pt shot from 27 ft
5:55.0,Defensive rebound by M. Gasol,,58-55,,
5:52.0,Offensive charge foul by C. Lee,,58-55,,
5:52.0,Turnover by C. Lee (offensive foul),,58-55,,
5:52.0,,,58-55,,LA Clippers full timeout
5:52.0,M. Barnes enters the game for T. Allen,,58-55,,
5:52.0,B. Udrih enters the game for M. Conley,,58-55,,
5:52.0,,,58-55,,C. Paul enters the game for A. Rivers
5:38.0,,,58-57,2,B. Griffin makes 2-pt shot from 1 ft
5:38.0,,,58-57,,Shooting foul by Z. Randolph (drawn by B. Griffin)
5:38.0,,,58-58,1,B. Griffin makes free throw 1 of 1
5:19.0,C. Lee misses 2-pt shot from 2 ft,,58-58,,
5:18.0,Offensive rebound by Z. Randolph,,58-58,,
5:16.0,Z. Randolph makes 2-pt shot from 1 ft,2,60-58,,
5:05.0,,,60-58,,C. Paul misses 2-pt shot from 14 ft
5:04.0,,,60-58,,Offensive rebound by B. Griffin
4:58.0,,,60-58,,J. Crawford enters the game for L. Stephenson
4:58.0,J. Green enters the game for M. Gasol,,60-58,,
4:47.0,,,60-58,,Shooting foul by B. Udrih (drawn by C. Paul)
4:47.0,,,60-59,1,C. Paul makes free throw 1 of 2
4:47.0,,,60-60,1,C. Paul makes free throw 2 of 2
4:21.0,B. Udrih misses 2-pt shot from 1 ft (block by D. Jordan),,60-60,,
4:20.0,,,60-60,,Defensive rebound by D. Jordan
4:20.0,,,60-60,,J. Smith enters the game for D. Jordan
4:20.0,,,60-60,,A. Rivers enters the game for J. Redick
4:04.0,,,60-60,,Turnover by J. Crawford (bad pass)
3:41.0,B. Udrih misses 2-pt shot from 2 ft (block by B. Griffin),,60-60,,
3:41.0,,,60-60,,Defensive rebound by B. Griffin
3:41.0,Loose ball foul by J. Green (drawn by B. Griffin),,60-60,,
3:41.0,,,60-60,,P. Pierce enters the game for B. Griffin
3:25.0,,,60-60,,P. Pierce misses 3-pt shot from 24 ft
3:25.0,Defensive rebound by Z. Randolph,,60-60,,
3:10.0,Z. Randolph makes 2-pt shot from 2 ft (assist by C. Lee),2,62-60,,
2:53.0,,,62-60,,J. Crawford misses 3-pt shot from 24 ft
2:52.0,Defensive rebound by M. Barnes,,62-60,,
2:43.0,Z. Randolph makes 2-pt shot from 20 ft (assist by J. Green),2,64-60,,
2:06.0,,,64-60,,J. Crawford misses 2-pt shot from 19 ft
2:02.0,,,64-60,,Offensive rebound by C. Paul
1:57.0,,,64-62,2,C. Paul makes 2-pt shot from 1 ft
1:38.0,M. Barnes misses 2-pt shot from 6 ft,,64-62,,
1:37.0,,,64-62,,Defensive rebound by J. Smith
1:34.0,,,64-62,,Shooting foul by Z. Randolph (drawn by A. Rivers)
1:34.0,Memphis full timeout,,64-62,,
1:34.0,J. Green enters the game for C. Lee,,64-62,,
1:34.0,,,64-63,1,A. Rivers makes free throw 1 of 2
1:34.0,,,64-63,,A. Rivers misses free throw 2 of 2
1:33.0,Defensive rebound by M. Barnes,,64-63,,
1:14.0,Turnover by J. Green (traveling),,64-63,,
0:53.0,,,64-63,,Shooting foul by M. Barnes (drawn by A. Rivers)
0:53.0,,,64-64,1,A. Rivers makes free throw 1 of 2
0:53.0,,,64-65,1,A. Rivers makes free throw 2 of 2
0:31.0,Turnover by M. Barnes (lost ball),,64-65,,
0:31.0,Loose ball foul by M. Barnes (drawn by C. Paul),,64-65,,
0:31.0,,,64-66,1,C. Paul makes free throw 1 of 2
0:31.0,,,64-67,1,C. Paul makes free throw 2 of 2
0:17.0,J. Green makes 2-pt shot at rim (assist by B. Udrih),2,66-67,,
0:01.0,,,66-70,3,J. Crawford makes 3-pt shot from 23 ft (assist by J. Smith)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,66-70,,A. Rivers misses 2-pt shot from 2 ft
11:43.0,Defensive rebound by Z. Randolph,,66-70,,
11:27.0,Turnover by M. Conley (lost ball; steal by A. Rivers),,66-70,,
11:24.0,,,66-70,,Shooting foul by J. Green (drawn by J. Smith)
11:24.0,,,66-71,1,J. Smith makes free throw 1 of 2
11:24.0,,,66-71,,D. Jordan enters the game for C. Paul
11:24.0,,,66-72,1,J. Smith makes free throw 2 of 2
11:00.0,J. Green misses 2-pt shot from 8 ft,,66-72,,
10:59.0,,,66-72,,Defensive rebound by D. Jordan
10:53.0,,,66-72,,A. Rivers misses 2-pt shot from 1 ft
10:51.0,Defensive rebound by J. Green,,66-72,,
10:42.0,Z. Randolph misses 2-pt shot from 17 ft,,66-72,,
10:41.0,,,66-72,,Defensive rebound by J. Smith
10:35.0,,,66-74,2,D. Jordan makes 2-pt shot from 1 ft (assist by J. Smith)
10:29.0,Memphis full timeout,,66-74,,
10:29.0,,,66-74,,Violation by Team (delay of game)
10:17.0,M. Barnes makes 2-pt shot from 2 ft (assist by M. Gasol),2,68-74,,
10:05.0,Personal foul by M. Barnes (drawn by D. Jordan),,68-74,,
9:52.0,,,68-74,,J. Crawford misses 2-pt shot from 1 ft
9:51.0,Defensive rebound by Z. Randolph,,68-74,,
9:40.0,Shooting foul by D. Jordan (drawn by M. Conley),,68-74,,
9:40.0,M. Conley makes free throw 1 of 2,1,69-74,,
9:40.0,M. Conley makes free throw 2 of 2,1,70-74,,
9:30.0,,,70-74,,Turnover by J. Crawford (lost ball; steal by M. Barnes)
9:26.0,,,70-74,,Flagrant foul type 1 by P. Pierce (drawn by J. Green)
9:26.0,J. Green makes flagrant free throw 1 of 2,1,71-74,,
9:26.0,J. Green misses flagrant free throw 2 of 2,,71-74,,
9:26.0,Offensive rebound by Team,,71-74,,
9:26.0,,,71-74,,B. Griffin enters the game for J. Smith
9:16.0,J. Green misses 3-pt shot from 22 ft,,71-74,,
9:15.0,,,71-74,,Defensive rebound by D. Jordan
9:13.0,,,71-74,,Turnover by D. Jordan (lost ball; steal by Z. Randolph)
8:56.0,Shooting foul by D. Jordan (drawn by M. Gasol),,71-74,,
8:56.0,M. Gasol makes free throw 1 of 2,1,72-74,,
8:56.0,M. Gasol misses free throw 2 of 2,,72-74,,
8:55.0,,,72-74,,Defensive rebound by B. Griffin
8:39.0,,,72-74,,C. Paul enters the game for A. Rivers
8:34.0,Flagrant foul type 1 by M. Gasol (drawn by B. Griffin),,72-74,,
8:34.0,,,72-75,1,B. Griffin makes flagrant free throw 1 of 2
8:34.0,,,72-76,1,B. Griffin makes flagrant free throw 2 of 2
8:25.0,,,72-76,,C. Paul misses 3-pt shot from 24 ft
8:24.0,Defensive rebound by M. Gasol,,72-76,,
8:08.0,M. Gasol makes 2-pt shot at rim (assist by Z. Randolph),2,74-76,,
7:48.0,,,74-78,2,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul)
7:22.0,J. Green misses 2-pt shot from 11 ft,,74-78,,
7:22.0,Offensive rebound by Team,,74-78,,
7:22.0,,,74-78,,Loose ball foul by B. Griffin (drawn by Z. Randolph)
7:22.0,,,74-78,,J. Redick enters the game for J. Crawford
7:08.0,M. Barnes misses 2-pt shot from 21 ft,,74-78,,
7:07.0,,,74-78,,Defensive rebound by D. Jordan
6:40.0,,,74-78,,C. Paul misses 3-pt shot from 24 ft
6:39.0,Defensive rebound by M. Conley,,74-78,,
6:28.0,Offensive foul by M. Gasol,,74-78,,
6:28.0,Turnover by M. Gasol (offensive foul),,74-78,,
6:15.0,,,74-78,,J. Redick misses 3-pt shot from 25 ft
6:15.0,Defensive rebound by M. Gasol,,74-78,,
5:56.0,M. Conley misses 2-pt shot from 10 ft,,74-78,,
5:53.0,,,74-78,,Defensive rebound by B. Griffin
5:36.0,,,74-78,,B. Griffin misses 2-pt shot from 6 ft
5:35.0,Defensive rebound by M. Gasol,,74-78,,
5:30.0,Turnover by M. Conley (lost ball; steal by J. Redick),,74-78,,
5:23.0,,,74-78,,J. Redick misses 3-pt shot from 24 ft
5:21.0,Defensive rebound by M. Barnes,,74-78,,
5:15.0,Shooting foul by B. Griffin (drawn by Z. Randolph),,74-78,,
5:15.0,Official timeout,,74-78,,
5:15.0,T. Allen enters the game for J. Green,,74-78,,
5:15.0,Z. Randolph makes free throw 1 of 2,1,75-78,,
5:15.0,Z. Randolph makes free throw 2 of 2,1,76-78,,
5:00.0,,,76-80,2,C. Paul makes 2-pt shot from 20 ft (assist by B. Griffin)
4:34.0,M. Barnes makes 3-pt shot from 24 ft (assist by Z. Randolph),3,79-80,,
4:19.0,,,79-80,,Turnover by C. Paul (bad pass; steal by M. Barnes)
4:14.0,M. Barnes misses 2-pt shot at rim,,79-80,,
4:13.0,Offensive rebound by M. Conley,,79-80,,
4:11.0,M. Conley makes 2-pt shot from 1 ft,2,81-80,,
3:54.0,,,81-80,,P. Pierce misses 3-pt shot from 23 ft
3:54.0,Defensive rebound by M. Barnes,,81-80,,
3:34.0,M. Barnes misses 3-pt shot from 24 ft,,81-80,,
3:34.0,,,81-80,,Defensive rebound by B. Griffin
3:21.0,,,81-82,2,B. Griffin makes 2-pt shot from 2 ft
2:58.0,Shooting foul by C. Paul (drawn by M. Gasol),,81-82,,
2:58.0,,,81-82,,LA Clippers full timeout
2:58.0,M. Gasol makes free throw 1 of 2,1,82-82,,
2:58.0,M. Gasol makes free throw 2 of 2,1,83-82,,
2:47.0,,,83-84,2,C. Paul makes 2-pt shot from 14 ft
2:20.0,Z. Randolph misses 2-pt shot from 16 ft,,83-84,,
2:20.0,,,83-84,,Defensive rebound by P. Pierce
2:06.0,Personal foul by M. Gasol (drawn by C. Paul),,83-84,,
