time,Oklahoma City,pts.away,score,pts.home,Golden State
1:42.0,,,22-17,,D. Green misses 2-pt shot from 2 ft
1:40.0,Defensive rebound by E. Kanter,,22-17,,
1:27.0,E. Kanter misses 2-pt shot from 5 ft,,22-17,,
1:26.0,,,22-17,,Defensive rebound by F. Ezeli
1:18.0,,,22-17,,S. Curry misses 2-pt shot from 19 ft
1:18.0,Defensive rebound by A. Roberson,,22-17,,
1:02.0,S. Ibaka misses 2-pt shot from 13 ft,,22-17,,
1:02.0,,,22-17,,Defensive rebound by S. Curry
0:54.0,,,22-19,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
0:41.0,K. Durant enters the game for R. Westbrook,,22-19,,
0:36.0,D. Waiters misses 3-pt shot from 26 ft,,22-19,,
0:35.0,Offensive rebound by Team,,22-19,,
0:30.0,K. Durant makes 2-pt shot from 14 ft,2,24-19,,
0:11.0,,,24-19,,S. Curry misses 2-pt shot from 3 ft (block by K. Durant)
0:10.0,Defensive rebound by A. Roberson,,24-19,,
0:04.0,A. Roberson misses 2-pt shot from 5 ft,,24-19,,
0:03.0,Offensive rebound by A. Roberson,,24-19,,
0:03.0,A. Roberson misses 2-pt shot from 5 ft,,24-19,,
0:02.0,,,24-19,,Defensive rebound by H. Barnes
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,24-19,,Turnover by F. Ezeli (bad pass)
11:28.0,E. Kanter makes 2-pt shot from 15 ft (assist by D. Waiters),2,26-19,,
11:17.0,,,26-19,,S. Livingston misses 2-pt shot from 16 ft
11:16.0,Defensive rebound by E. Kanter,,26-19,,
10:56.0,A. Roberson misses 2-pt shot from 4 ft,,26-19,,
10:56.0,,,26-19,,Defensive rebound by S. Livingston
10:34.0,,,26-19,,A. Iguodala misses 2-pt shot from 16 ft
10:33.0,Defensive rebound by Team,,26-19,,
10:20.0,E. Kanter makes 2-pt shot from 3 ft (assist by K. Durant),2,28-19,,
10:01.0,,,28-19,,K. Thompson misses 2-pt shot from 2 ft (block by A. Roberson)
10:00.0,Defensive rebound by D. Waiters,,28-19,,
9:54.0,,,28-19,,Personal foul by S. Livingston
9:54.0,,,28-19,,M. Speights enters the game for F. Ezeli
9:54.0,R. Westbrook enters the game for S. Ibaka,,28-19,,
9:49.0,Shooting foul by M. Speights (drawn by R. Westbrook),,28-19,,
9:49.0,R. Westbrook misses free throw 1 of 2,,28-19,,
9:49.0,Offensive rebound by Team,,28-19,,
9:49.0,,,28-19,,Golden State full timeout
9:49.0,,,28-19,,D. Green enters the game for H. Barnes
9:49.0,R. Westbrook makes free throw 2 of 2,1,29-19,,
9:34.0,,,29-22,3,M. Speights makes 3-pt shot from 25 ft (assist by D. Green)
9:17.0,E. Kanter misses 2-pt shot from 3 ft,,29-22,,
9:17.0,,,29-22,,Defensive rebound by D. Green
9:11.0,,,29-22,,Turnover by A. Iguodala (bad pass)
8:48.0,K. Durant misses 2-pt shot from 12 ft,,29-22,,
8:45.0,Offensive rebound by E. Kanter,,29-22,,
8:45.0,E. Kanter misses 2-pt shot from 3 ft,,29-22,,
8:44.0,,,29-22,,Defensive rebound by S. Livingston
8:32.0,,,29-22,,Turnover by K. Thompson (lost ball; steal by R. Westbrook)
8:26.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,31-22,,
8:08.0,,,31-22,,K. Thompson misses 3-pt shot from 24 ft
8:08.0,,,31-22,,Offensive rebound by M. Speights
7:52.0,,,31-22,,D. Green misses 3-pt shot from 27 ft
7:52.0,Defensive rebound by R. Westbrook,,31-22,,
7:34.0,D. Waiters misses 2-pt shot from 2 ft,,31-22,,
7:33.0,Offensive rebound by E. Kanter,,31-22,,
7:33.0,E. Kanter makes 2-pt shot from 1 ft,2,33-22,,
7:20.0,,,33-22,,Shooting foul by R. Westbrook (drawn by A. Iguodala)
7:20.0,,,33-22,,A. Iguodala misses free throw 1 of 2
7:20.0,,,33-22,,Offensive rebound by Team
7:20.0,,,33-22,,A. Bogut enters the game for M. Speights
7:20.0,,,33-22,,S. Curry enters the game for S. Livingston
7:20.0,S. Adams enters the game for E. Kanter,,33-22,,
7:20.0,,,33-22,,A. Iguodala misses free throw 2 of 2
7:19.0,,,33-22,,Offensive rebound by D. Green
7:19.0,,,33-22,,D. Green misses 2-pt shot from 2 ft
7:17.0,,,33-22,,Offensive rebound by A. Bogut
7:14.0,,,33-22,,K. Thompson misses 3-pt shot from 26 ft
7:13.0,Defensive rebound by S. Adams,,33-22,,
7:02.0,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook),2,35-22,,
7:01.0,,,35-22,,Golden State full timeout
6:49.0,Personal foul by D. Waiters,,35-22,,
6:33.0,,,35-22,,D. Green misses 3-pt shot from 26 ft
6:32.0,Defensive rebound by R. Westbrook,,35-22,,
6:15.0,R. Westbrook misses 3-pt shot from 26 ft,,35-22,,
6:15.0,,,35-22,,Defensive rebound by Team
6:15.0,S. Ibaka enters the game for D. Waiters,,35-22,,
6:02.0,,,35-25,3,K. Thompson makes 3-pt shot from 27 ft (assist by D. Green)
5:44.0,A. Roberson misses 2-pt shot from 4 ft (block by D. Green),,35-25,,
5:43.0,,,35-25,,Defensive rebound by Team
5:42.0,Official timeout,,35-25,,
5:25.0,,,35-28,3,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry)
5:02.0,Turnover by R. Westbrook (lost ball; steal by K. Thompson),,35-28,,
5:00.0,,,35-28,,Offensive foul by S. Curry
5:00.0,,,35-28,,Turnover by S. Curry (offensive foul)
4:51.0,R. Westbrook makes 2-pt shot from 18 ft,2,37-28,,
4:32.0,,,37-30,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
4:14.0,R. Westbrook misses 2-pt shot from 3 ft,,37-30,,
4:13.0,Offensive rebound by A. Roberson,,37-30,,
4:13.0,A. Roberson misses 2-pt shot from 2 ft,,37-30,,
4:12.0,,,37-30,,Defensive rebound by A. Bogut
4:08.0,,,37-33,3,K. Thompson makes 3-pt shot from 23 ft (assist by A. Iguodala)
4:08.0,Oklahoma City full timeout,,37-33,,
4:08.0,D. Waiters enters the game for A. Roberson,,37-33,,
3:46.0,R. Westbrook misses 2-pt shot from 16 ft,,37-33,,
3:46.0,Offensive rebound by Team,,37-33,,
3:42.0,S. Adams makes 2-pt shot from 5 ft (assist by R. Westbrook),2,39-33,,
3:25.0,,,39-33,,D. Green misses 3-pt shot from 24 ft
3:25.0,Defensive rebound by S. Adams,,39-33,,
3:18.0,R. Westbrook makes 2-pt shot from 3 ft,2,41-33,,
3:18.0,Shooting foul by A. Bogut (drawn by R. Westbrook),,41-33,,
3:18.0,,,41-33,,H. Barnes enters the game for A. Bogut
3:18.0,R. Westbrook makes free throw 1 of 1,1,42-33,,
3:04.0,,,42-33,,H. Barnes misses 2-pt shot from 17 ft
3:03.0,Defensive rebound by R. Westbrook,,42-33,,
2:53.0,K. Durant makes 2-pt shot from 18 ft,2,44-33,,
2:52.0,,,44-33,,Personal foul by D. Green
2:52.0,Personal foul by S. Adams,,44-33,,
2:38.0,,,44-33,,A. Iguodala misses 3-pt shot from 24 ft
2:35.0,Defensive rebound by D. Waiters,,44-33,,
2:21.0,Shooting foul by H. Barnes (drawn by S. Adams),,44-33,,
2:21.0,S. Adams makes free throw 1 of 2,1,45-33,,
2:21.0,S. Adams misses free throw 2 of 2,,45-33,,
2:20.0,,,45-33,,Defensive rebound by H. Barnes
2:02.0,,,45-36,3,K. Thompson makes 3-pt shot from 25 ft (assist by H. Barnes)
1:40.0,R. Westbrook misses 2-pt shot from 3 ft,,45-36,,
1:39.0,Offensive rebound by S. Adams,,45-36,,
1:36.0,Jump ball: S. Adams vs. D. Green (K. Thompson gains possession),,,,Jump ball: S. Adams vs. D. Green (K. Thompson gains possession)
1:36.0,Turnover by S. Adams (lost ball; steal by D. Green),,45-36,,
1:20.0,,,45-38,2,S. Curry makes 2-pt shot from 17 ft
1:00.0,Turnover by K. Durant (bad pass),,45-38,,
1:00.0,A. Roberson enters the game for S. Adams,,45-38,,
0:43.0,,,45-40,2,H. Barnes makes 2-pt shot from 3 ft (assist by S. Curry)
0:30.0,R. Westbrook misses 3-pt shot from 27 ft,,45-40,,
0:30.0,,,45-40,,Defensive rebound by A. Iguodala
0:10.0,,,45-40,,S. Curry misses 2-pt shot from 2 ft (block by S. Ibaka)
0:09.0,Defensive rebound by D. Waiters,,45-40,,
0:05.0,R. Westbrook makes 2-pt shot from 2 ft (assist by D. Waiters),2,47-40,,
0:05.0,Shooting foul by D. Green (drawn by R. Westbrook),,47-40,,
0:05.0,R. Foye enters the game for D. Waiters,,47-40,,
0:05.0,R. Westbrook makes free throw 1 of 1,1,48-40,,
0:01.0,,,48-42,2,S. Curry makes 2-pt shot from 7 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,48-42,,K. Thompson misses 2-pt shot from 9 ft
11:44.0,Defensive rebound by R. Westbrook,,48-42,,
11:21.0,S. Adams misses 2-pt shot from 9 ft,,48-42,,
11:21.0,,,48-42,,Defensive rebound by D. Green
10:56.0,,,48-42,,S. Curry misses 2-pt shot from 22 ft
10:55.0,Defensive rebound by S. Ibaka,,48-42,,
10:42.0,K. Durant misses 2-pt shot from 6 ft,,48-42,,
10:40.0,Offensive rebound by A. Roberson,,48-42,,
10:38.0,S. Ibaka misses 3-pt shot from 25 ft,,48-42,,
10:35.0,Offensive rebound by S. Adams,,48-42,,
10:19.0,S. Adams makes 2-pt shot from 10 ft (assist by R. Westbrook),2,50-42,,
9:55.0,,,50-42,,A. Bogut misses 2-pt shot from 12 ft
9:54.0,Defensive rebound by S. Adams,,50-42,,
9:41.0,S. Ibaka misses 3-pt shot from 23 ft,,50-42,,
9:40.0,Offensive rebound by A. Roberson,,50-42,,
9:32.0,S. Adams misses 2-pt shot from 8 ft,,50-42,,
9:32.0,,,50-42,,Defensive rebound by S. Curry
9:19.0,,,50-45,3,S. Curry makes 3-pt shot from 28 ft
8:58.0,S. Ibaka makes 2-pt shot from 21 ft (assist by K. Durant),2,52-45,,
8:43.0,,,52-45,,F. Ezeli enters the game for A. Bogut
8:36.0,,,52-48,3,K. Thompson makes 3-pt shot from 26 ft
8:15.0,K. Durant makes 2-pt shot from 15 ft,2,54-48,,
7:58.0,,,54-51,3,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Curry)
7:57.0,Oklahoma City full timeout,,54-51,,
7:39.0,S. Adams misses 2-pt shot from 7 ft,,54-51,,
7:37.0,,,54-51,,Defensive rebound by Team
7:21.0,,,54-54,3,S. Curry makes 3-pt shot from 26 ft
7:04.0,R. Westbrook misses 2-pt shot from 2 ft,,54-54,,
7:03.0,,,54-54,,Defensive rebound by F. Ezeli
6:54.0,,,54-54,,K. Thompson misses 3-pt shot from 27 ft
6:53.0,Defensive rebound by K. Durant,,54-54,,
6:39.0,A. Roberson misses 3-pt shot from 24 ft,,54-54,,
6:38.0,,,54-54,,Defensive rebound by S. Curry
6:24.0,,,54-57,3,S. Curry makes 3-pt shot from 25 ft
5:59.0,K. Durant makes 2-pt shot from 3 ft,2,56-57,,
5:42.0,,,56-57,,Offensive foul by D. Green
5:42.0,,,56-57,,Turnover by D. Green (offensive foul)
5:42.0,D. Waiters enters the game for S. Adams,,56-57,,
5:42.0,,,56-57,,H. Barnes enters the game for D. Green
5:31.0,Turnover by R. Westbrook (lost ball; steal by H. Barnes),,56-57,,
5:17.0,,,56-57,,F. Ezeli misses 2-pt shot from 2 ft (block by D. Waiters)
5:17.0,,,56-57,,Offensive rebound by Team
5:11.0,,,56-57,,S. Curry misses 3-pt shot from 26 ft
5:10.0,Defensive rebound by K. Durant,,56-57,,
4:45.0,R. Westbrook misses 3-pt shot from 26 ft,,56-57,,
4:45.0,,,56-57,,Defensive rebound by F. Ezeli
4:31.0,,,56-57,,F. Ezeli misses 2-pt shot from 8 ft
4:30.0,Defensive rebound by K. Durant,,56-57,,
4:24.0,Turnover by K. Durant (lost ball; steal by H. Barnes),,56-57,,
4:16.0,,,56-59,2,A. Iguodala makes 2-pt shot from 2 ft
4:16.0,Oklahoma City full timeout,,56-59,,
4:16.0,,,56-59,,S. Livingston enters the game for K. Thompson
4:03.0,D. Waiters makes 2-pt shot from 2 ft (assist by S. Ibaka),2,58-59,,
3:44.0,,,58-59,,A. Iguodala misses 3-pt shot from 24 ft
3:43.0,,,58-59,,Offensive rebound by Team
3:34.0,,,58-59,,H. Barnes misses 3-pt shot from 28 ft
3:33.0,,,58-59,,Offensive rebound by F. Ezeli
3:31.0,,,58-59,,Turnover by F. Ezeli (back court)
3:18.0,S. Ibaka misses 2-pt shot from 3 ft,,58-59,,
3:18.0,,,58-59,,Defensive rebound by H. Barnes
3:06.0,,,58-61,2,S. Livingston makes 2-pt shot from 10 ft (assist by S. Curry)
2:41.0,K. Durant misses 3-pt shot from 27 ft,,58-61,,
2:40.0,,,58-61,,Defensive rebound by S. Livingston
2:35.0,,,58-61,,Shooting foul by S. Ibaka (drawn by S. Livingston)
2:35.0,,,58-63,2,S. Livingston makes 2-pt shot at rim
2:35.0,E. Kanter enters the game for K. Durant,,58-63,,
2:35.0,,,58-63,,A. Varejao enters the game for F. Ezeli
2:35.0,,,58-64,1,S. Livingston makes free throw 1 of 1
2:22.0,,,58-64,,L. Barbosa enters the game for A. Iguodala
2:11.0,R. Westbrook misses 2-pt shot from 10 ft (block by S. Livingston),,58-64,,
2:10.0,,,58-64,,Defensive rebound by L. Barbosa
2:07.0,,,58-64,,L. Barbosa misses 2-pt shot from 3 ft (block by E. Kanter)
2:07.0,,,58-64,,Offensive rebound by Team
2:07.0,,,58-64,,Golden State full timeout
2:07.0,K. Durant enters the game for S. Ibaka,,58-64,,
2:01.0,,,58-66,2,L. Barbosa makes 2-pt shot from 11 ft (assist by A. Varejao)
1:44.0,D. Waiters misses 3-pt shot from 23 ft,,58-66,,
1:43.0,,,58-66,,Defensive rebound by S. Livingston
1:42.0,Personal foul by A. Roberson,,58-66,,
1:30.0,,,58-69,3,H. Barnes makes 3-pt shot from 23 ft (assist by A. Varejao)
1:13.0,Turnover by R. Westbrook (offensive foul),,58-69,,
1:13.0,Offensive foul by R. Westbrook,,58-69,,
1:13.0,S. Ibaka enters the game for A. Roberson,,58-69,,
0:58.0,,,58-71,2,A. Varejao makes 2-pt shot from 2 ft
0:44.0,Shooting foul by L. Barbosa (drawn by K. Durant),,58-71,,
0:44.0,K. Durant makes free throw 1 of 2,1,59-71,,
0:44.0,A. Roberson enters the game for E. Kanter,,59-71,,
0:44.0,,,59-71,,K. Thompson enters the game for A. Varejao
0:44.0,K. Durant makes free throw 2 of 2,1,60-71,,
0:27.0,,,60-71,,S. Curry misses 3-pt shot from 27 ft
0:26.0,Defensive rebound by R. Westbrook,,60-71,,
0:04.0,K. Durant misses 3-pt shot from 28 ft,,60-71,,
0:03.0,,,60-71,,Defensive rebound by K. Thompson
0:01.0,,,60-71,,S. Curry misses 3-pt shot from 36 ft
0:00.0,,,60-71,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,60-71,,Personal foul by S. Livingston
11:36.0,K. Durant makes 2-pt shot from 18 ft (assist by R. Westbrook),2,62-71,,
11:10.0,,,62-71,,K. Thompson misses 2-pt shot from 17 ft
11:09.0,Defensive rebound by R. Westbrook,,62-71,,
11:04.0,R. Westbrook misses 2-pt shot from 2 ft,,62-71,,
11:03.0,,,62-71,,Defensive rebound by S. Livingston
10:57.0,Personal foul by K. Durant,,62-71,,
10:50.0,,,62-73,2,K. Thompson makes 2-pt shot from 3 ft (assist by S. Livingston)
10:24.0,D. Waiters makes 2-pt shot from 18 ft,2,64-73,,
10:07.0,,,64-73,,Offensive foul by M. Speights
10:07.0,,,64-73,,Turnover by M. Speights (offensive foul)
10:07.0,S. Adams enters the game for A. Roberson,,64-73,,
9:55.0,K. Durant misses 3-pt shot from 26 ft,,64-73,,
9:54.0,,,64-73,,Defensive rebound by D. Green
9:34.0,,,64-73,,M. Speights misses 2-pt shot from 9 ft
9:34.0,Defensive rebound by K. Durant,,64-73,,
9:22.0,D. Waiters misses 3-pt shot from 23 ft,,64-73,,
9:22.0,,,64-73,,Defensive rebound by K. Thompson
9:14.0,,,64-73,,M. Speights misses 2-pt shot from 2 ft
9:14.0,Defensive rebound by S. Ibaka,,64-73,,
9:04.0,S. Ibaka makes 2-pt shot from 2 ft (assist by R. Westbrook),2,66-73,,
9:04.0,Shooting foul by S. Livingston (drawn by S. Ibaka),,66-73,,
9:04.0,,,66-73,,Golden State full timeout
9:04.0,,,66-73,,S. Curry enters the game for S. Livingston
9:04.0,,,66-73,,F. Ezeli enters the game for M. Speights
9:04.0,S. Ibaka misses free throw 1 of 1,,66-73,,
9:03.0,,,66-73,,Defensive rebound by D. Green
8:46.0,,,66-73,,D. Green misses 2-pt shot from 1 ft
8:46.0,Defensive rebound by K. Durant,,66-73,,
8:30.0,S. Ibaka makes 3-pt shot from 23 ft (assist by R. Westbrook),3,69-73,,
8:06.0,,,69-76,3,S. Curry makes 3-pt shot from 28 ft
7:43.0,K. Durant misses 2-pt shot from 3 ft,,69-76,,
7:42.0,,,69-76,,Defensive rebound by A. Iguodala
7:36.0,,,69-78,2,S. Curry makes 2-pt shot from 16 ft (assist by D. Green)
7:09.0,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Adams),3,72-78,,
6:55.0,,,72-80,2,S. Curry makes 2-pt shot from 1 ft
6:42.0,K. Durant makes 3-pt shot from 26 ft (assist by R. Westbrook),3,75-80,,
6:35.0,Personal foul by R. Westbrook,,75-80,,
6:35.0,A. Roberson enters the game for S. Adams,,75-80,,
6:35.0,,,75-80,,H. Barnes enters the game for F. Ezeli
6:21.0,,,75-82,2,D. Green makes 2-pt shot from 2 ft
6:05.0,A. Roberson misses 3-pt shot from 24 ft,,75-82,,
6:04.0,,,75-82,,Defensive rebound by H. Barnes
5:52.0,,,75-82,,S. Curry misses 3-pt shot from 26 ft
5:52.0,,,75-82,,Offensive rebound by H. Barnes
5:36.0,,,75-82,,Turnover by S. Curry (lost ball; steal by K. Durant)
5:26.0,Shooting foul by K. Thompson (drawn by S. Ibaka),,75-82,,
5:26.0,Official timeout,,75-82,,
5:26.0,S. Ibaka makes free throw 1 of 2,1,76-82,,
5:26.0,S. Ibaka makes free throw 2 of 2,1,77-82,,
5:14.0,,,77-85,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry)
5:00.0,R. Westbrook misses 2-pt shot from 6 ft (block by K. Thompson),,77-85,,
4:59.0,,,77-85,,Defensive rebound by D. Green
4:57.0,Violation by D. Waiters (kicked ball),,77-85,,
4:44.0,,,77-88,3,D. Green makes 3-pt shot from 25 ft (assist by A. Iguodala)
4:24.0,K. Durant misses 2-pt shot from 12 ft,,77-88,,
4:23.0,,,77-88,,Defensive rebound by H. Barnes
4:02.0,,,77-88,,H. Barnes misses 3-pt shot from 23 ft
4:00.0,,,77-88,,Offensive rebound by Team
3:50.0,,,77-88,,K. Thompson misses 3-pt shot from 26 ft
3:48.0,Defensive rebound by D. Waiters,,77-88,,
3:39.0,R. Westbrook makes 2-pt shot from 2 ft,2,79-88,,
3:10.0,,,79-90,2,S. Curry makes 2-pt shot from 2 ft (assist by H. Barnes)
2:57.0,Oklahoma City full timeout,,79-90,,
2:51.0,K. Durant makes 3-pt shot from 29 ft (assist by R. Westbrook),3,82-90,,
2:31.0,,,82-90,,K. Thompson misses 2-pt shot from 15 ft
2:30.0,Defensive rebound by A. Roberson,,82-90,,
2:12.0,D. Waiters misses 2-pt shot from 19 ft,,82-90,,
2:12.0,Offensive rebound by S. Ibaka,,82-90,,
2:07.0,,,82-90,,Personal block foul by D. Green
2:07.0,K. Durant makes free throw 1 of 2,1,83-90,,
2:07.0,K. Durant makes free throw 2 of 2,1,84-90,,
1:52.0,,,84-90,,Turnover by S. Curry (bad pass)
1:40.0,K. Durant makes 2-pt shot from 14 ft,2,86-90,,
1:40.0,,,86-90,,Golden State full timeout
1:22.0,,,86-90,,Golden State full timeout
1:18.0,,,86-90,,Shooting foul by S. Ibaka (drawn by S. Curry)
1:18.0,,,86-91,1,S. Curry makes free throw 1 of 3
1:18.0,,,86-92,1,S. Curry makes free throw 2 of 3
1:18.0,,,86-93,1,S. Curry makes free throw 3 of 3
1:12.0,K. Durant misses 2-pt shot from 17 ft,,86-93,,
1:06.0,,,86-93,,Defensive rebound by A. Iguodala
0:51.0,,,86-93,,H. Barnes misses 3-pt shot from 26 ft
0:51.0,Defensive rebound by A. Roberson,,86-93,,
0:44.0,K. Durant misses 3-pt shot from 26 ft,,86-93,,
0:43.0,,,86-93,,Defensive rebound by H. Barnes
0:27.0,,,86-96,3,S. Curry makes 3-pt shot from 27 ft
0:27.0,Oklahoma City full timeout,,86-96,,
0:22.0,D. Waiters misses 3-pt shot from 25 ft,,86-96,,
0:20.0,Offensive rebound by Team,,86-96,,
0:20.0,,,86-96,,Loose ball foul by H. Barnes
0:20.0,S. Ibaka makes free throw 1 of 2,1,87-96,,
0:20.0,S. Ibaka makes free throw 2 of 2,1,88-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
