time,Oklahoma City,pts.away,score,pts.home,Golden State
4:13.0,,,77-110,1,I. Clark makes free throw 1 of 2
4:13.0,,,77-110,,I. Clark misses free throw 2 of 2
4:13.0,Defensive rebound by N. Collison,,77-110,,
4:03.0,Shooting foul by I. Clark (drawn by A. Morrow),,77-110,,
4:03.0,A. Morrow makes free throw 1 of 3,1,78-110,,
4:03.0,A. Morrow makes free throw 2 of 3,1,79-110,,
4:03.0,A. Morrow makes free throw 3 of 3,1,80-110,,
3:47.0,,,80-112,2,M. Speights makes 2-pt shot at rim (assist by L. Barbosa)
3:29.0,R. Foye makes 2-pt shot from 1 ft (assist by N. Collison),2,82-112,,
3:14.0,,,82-115,3,M. Speights makes 3-pt shot from 25 ft (assist by H. Barnes)
3:00.0,C. Payne misses 2-pt shot from 18 ft,,82-115,,
2:59.0,,,82-115,,Defensive rebound by B. Rush
2:42.0,,,82-117,2,H. Barnes makes 2-pt shot from 14 ft
2:25.0,A. Morrow makes 2-pt shot from 1 ft (assist by C. Payne),2,84-117,,
2:10.0,Personal foul by N. Collison,,84-117,,
2:10.0,Official timeout,,84-117,,
2:10.0,,,84-117,,M. Speights misses free throw 1 of 2
2:10.0,,,84-117,,Offensive rebound by Team
2:10.0,,,84-118,1,M. Speights makes free throw 2 of 2
2:00.0,N. Collison makes 2-pt shot from 2 ft (assist by A. Morrow),2,86-118,,
1:42.0,,,86-118,,M. Speights misses 2-pt shot from 20 ft
1:40.0,Defensive rebound by N. Collison,,86-118,,
1:21.0,A. Morrow misses 3-pt shot from 27 ft,,86-118,,
1:21.0,,,86-118,,Defensive rebound by L. Barbosa
1:08.0,,,86-118,,Turnover by M. Speights (lost ball; steal by K. Singler)
1:03.0,R. Foye makes 3-pt shot from 26 ft (assist by C. Payne),3,89-118,,
0:49.0,,,89-118,,I. Clark misses 3-pt shot from 26 ft
0:47.0,Defensive rebound by R. Foye,,89-118,,
0:38.0,N. Collison makes 2-pt shot from 1 ft (assist by R. Foye),2,91-118,,
0:14.0,,,91-118,,I. Clark misses 2-pt shot from 16 ft
0:14.0,Defensive rebound by R. Foye,,91-118,,
0:05.0,C. Payne misses 3-pt shot from 27 ft,,91-118,,
0:03.0,,,91-118,,Defensive rebound by M. Speights
0:00.0,End of 4th quarter,,,,End of 4th quarter
