time,LA Lakers,pts.away,score,pts.home,Toronto
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,R. Hibbert misses 2-pt shot from 11 ft,,42-52,,
11:38.0,,,42-52,,Defensive rebound by K. Lowry
11:30.0,,,42-52,,B. Biyombo misses 2-pt shot from 3 ft (block by L. Nance)
11:29.0,Defensive rebound by K. Bryant,,42-52,,
11:22.0,K. Bryant misses 3-pt shot from 25 ft,,42-52,,
11:21.0,Offensive rebound by L. Nance,,42-52,,
11:18.0,L. Nance makes 2-pt shot from 1 ft,2,44-52,,
10:56.0,,,44-52,,K. Lowry misses 2-pt shot from 2 ft
10:56.0,,,44-52,,Offensive rebound by K. Lowry
10:39.0,,,44-54,2,K. Lowry makes 2-pt shot at rim (assist by D. DeRozan)
10:23.0,L. Williams makes 3-pt shot from 23 ft (assist by R. Hibbert),3,47-54,,
10:13.0,Personal foul by L. Nance (drawn by L. Scola),,47-54,,
10:06.0,,,47-54,,Turnover by K. Lowry (bad pass; steal by R. Hibbert)
10:00.0,,,47-54,,Shooting block foul by B. Biyombo (drawn by L. Williams)
10:00.0,L. Williams makes free throw 1 of 2,1,48-54,,
10:00.0,L. Williams makes free throw 2 of 2,1,49-54,,
9:37.0,,,49-54,,D. DeRozan misses 2-pt shot from 20 ft
9:37.0,Defensive rebound by Team,,49-54,,
9:24.0,K. Bryant misses 3-pt shot from 23 ft,,49-54,,
9:24.0,,,49-54,,Defensive rebound by T. Ross
9:16.0,,,49-54,,K. Lowry misses 3-pt shot from 26 ft
9:15.0,Defensive rebound by J. Clarkson,,49-54,,
9:04.0,J. Clarkson makes 2-pt shot from 4 ft,2,51-54,,
8:44.0,Shooting block foul by R. Hibbert (drawn by L. Scola),,51-54,,
8:44.0,,,51-55,1,L. Scola makes free throw 1 of 2
8:44.0,,,51-56,1,L. Scola makes free throw 2 of 2
8:29.0,K. Bryant makes 2-pt shot from 10 ft,2,53-56,,
8:05.0,,,53-58,2,D. DeRozan makes 2-pt shot from 5 ft
7:52.0,K. Bryant misses 2-pt shot from 21 ft,,53-58,,
7:51.0,,,53-58,,Defensive rebound by K. Lowry
7:43.0,,,53-58,,Turnover by L. Scola (bad pass; steal by K. Bryant)
7:38.0,K. Bryant makes 2-pt shot from 1 ft,2,55-58,,
7:31.0,,,55-58,,K. Lowry misses 2-pt shot from 4 ft
7:30.0,Defensive rebound by L. Williams,,55-58,,
7:26.0,Shooting foul by L. Scola (drawn by K. Bryant),,55-58,,
7:26.0,K. Bryant makes free throw 1 of 2,1,56-58,,
7:26.0,K. Bryant makes free throw 2 of 2,1,57-58,,
7:21.0,,,57-58,,Toronto full timeout
7:21.0,,,57-58,,C. Joseph enters the game for T. Ross
7:21.0,,,57-58,,P. Patterson enters the game for L. Scola
7:05.0,,,57-60,2,D. DeRozan makes 2-pt shot at rim
6:46.0,L. Williams makes 2-pt shot at rim (assist by R. Hibbert),2,59-60,,
6:21.0,,,59-60,,Turnover by Team (shot clock)
6:10.0,Turnover by K. Bryant (bad pass),,59-60,,
6:10.0,Violation by L. Williams (kicked ball),,59-60,,
5:56.0,,,59-60,,Shooting foul by J. Clarkson (drawn by B. Biyombo)
5:56.0,,,59-61,1,B. Biyombo makes free throw 1 of 2
5:56.0,,,59-62,1,B. Biyombo makes free throw 2 of 2
5:37.0,L. Williams misses 3-pt shot from 25 ft,,59-62,,
5:36.0,,,59-62,,Defensive rebound by B. Biyombo
5:22.0,,,59-64,2,B. Biyombo makes 2-pt shot from 1 ft (assist by C. Joseph)
5:22.0,,,59-64,,Shooting foul by R. Hibbert (drawn by B. Biyombo)
5:22.0,,,59-65,1,B. Biyombo makes free throw 1 of 1
4:58.0,J. Clarkson misses 3-pt shot from 25 ft,,59-65,,
4:58.0,,,59-65,,Defensive rebound by K. Lowry
4:50.0,,,59-65,,Turnover by K. Lowry (bad pass)
4:40.0,,,59-65,,Violation by B. Biyombo (kicked ball)
4:32.0,J. Clarkson misses 2-pt shot from 15 ft,,59-65,,
4:32.0,Offensive rebound by J. Clarkson,,59-65,,
4:30.0,J. Clarkson misses 2-pt shot from 1 ft,,59-65,,
4:29.0,,,59-65,,Defensive rebound by B. Biyombo
4:22.0,,,59-67,2,C. Joseph makes 2-pt shot from 1 ft
4:22.0,LA Lakers full timeout,,59-67,,
4:22.0,D. Russell enters the game for L. Williams,,59-67,,
4:22.0,,,59-67,,T. Ross enters the game for B. Biyombo
4:22.0,,,59-67,,J. Johnson enters the game for D. DeRozan
4:04.0,Turnover by D. Russell (bad pass; steal by J. Johnson),,59-67,,
3:45.0,,,59-67,,C. Joseph misses 3-pt shot from 26 ft
3:44.0,Defensive rebound by R. Hibbert,,59-67,,
3:33.0,J. Clarkson makes 2-pt shot from 2 ft (assist by R. Hibbert),2,61-67,,
3:09.0,,,61-67,,J. Johnson misses 2-pt shot from 14 ft
3:08.0,Defensive rebound by L. Nance,,61-67,,
2:59.0,Turnover by K. Bryant (bad pass; steal by P. Patterson),,61-67,,
2:51.0,,,61-67,,P. Patterson misses 3-pt shot from 25 ft
2:50.0,Defensive rebound by K. Bryant,,61-67,,
2:38.0,Turnover by R. Hibbert (traveling),,61-67,,
2:38.0,J. Randle enters the game for K. Bryant,,61-67,,
2:38.0,R. Sacre enters the game for L. Nance,,61-67,,
2:38.0,M. World Peace enters the game for R. Hibbert,,61-67,,
2:17.0,,,61-69,2,K. Lowry makes 2-pt shot from 2 ft
1:56.0,M. World Peace makes 3-pt shot from 25 ft (assist by R. Sacre),3,64-69,,
1:33.0,,,64-71,2,C. Joseph makes 2-pt shot from 3 ft
1:16.0,J. Randle misses 2-pt shot at rim,,64-71,,
1:15.0,Offensive rebound by J. Randle,,64-71,,
1:14.0,J. Randle makes 2-pt shot at rim,2,66-71,,
1:14.0,Shooting foul by P. Patterson (drawn by J. Randle),,66-71,,
1:14.0,M. Huertas enters the game for J. Clarkson,,66-71,,
1:14.0,J. Randle makes free throw 1 of 1,1,67-71,,
1:01.0,,,67-71,,K. Lowry misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by J. Randle,,67-71,,
0:52.0,D. Russell makes 2-pt shot from 7 ft,2,69-71,,
0:40.0,,,69-71,,K. Lowry misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by M. Huertas,,69-71,,
0:36.0,D. Russell makes 2-pt shot from 2 ft (assist by M. Huertas),2,71-71,,
0:18.0,,,71-71,,C. Joseph misses 2-pt shot from 14 ft
0:18.0,Defensive rebound by M. World Peace,,71-71,,
0:03.0,Turnover by R. Sacre (offensive goaltending),,71-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,71-71,,D. DeRozan misses 2-pt shot from 23 ft
11:40.0,Defensive rebound by D. Russell,,71-71,,
11:26.0,D. Russell misses 3-pt shot from 25 ft,,71-71,,
11:25.0,,,71-71,,Defensive rebound by C. Joseph
11:04.0,,,71-71,,C. Joseph misses 2-pt shot from 17 ft
11:04.0,Defensive rebound by M. World Peace,,71-71,,
10:44.0,D. Russell misses 2-pt shot from 9 ft,,71-71,,
10:43.0,,,71-71,,Defensive rebound by P. Patterson
10:28.0,,,71-73,2,J. Johnson makes 2-pt shot from 2 ft (assist by P. Patterson)
10:14.0,J. Randle misses 2-pt shot from 1 ft,,71-73,,
10:13.0,Offensive rebound by J. Randle,,71-73,,
10:12.0,J. Randle misses 2-pt shot from 1 ft,,71-73,,
10:10.0,Offensive rebound by J. Randle,,71-73,,
10:10.0,Turnover by J. Randle (3 sec),,71-73,,
10:00.0,,,71-75,2,D. DeRozan makes 2-pt shot from 3 ft
10:00.0,,,71-75,,Shooting foul by R. Sacre (drawn by D. DeRozan)
10:00.0,,,71-76,1,D. DeRozan makes free throw 1 of 1
9:51.0,D. Russell makes 2-pt shot from 2 ft,2,73-76,,
9:35.0,Personal foul by R. Sacre (drawn by D. DeRozan),,73-76,,
9:30.0,,,73-76,,D. DeRozan misses 3-pt shot from 24 ft
9:28.0,Defensive rebound by Team,,73-76,,
9:18.0,D. Russell misses 2-pt shot from 15 ft,,73-76,,
9:18.0,,,73-76,,Defensive rebound by Team
8:52.0,,,73-76,,P. Patterson misses 2-pt shot from 20 ft
8:52.0,Defensive rebound by J. Randle,,73-76,,
8:33.0,D. Russell misses 3-pt shot from 24 ft,,73-76,,
8:33.0,Offensive rebound by J. Randle,,73-76,,
8:29.0,J. Randle makes 2-pt shot at rim,2,75-76,,
8:01.0,,,75-76,,D. DeRozan misses 2-pt shot from 19 ft
8:01.0,,,75-76,,Offensive rebound by C. Joseph
7:46.0,,,75-78,2,P. Patterson makes 2-pt shot from 8 ft
7:25.0,D. Russell makes 3-pt shot from 25 ft (assist by R. Sacre),3,78-78,,
7:06.0,,,78-78,,Turnover by D. DeRozan (bad pass; steal by M. Huertas)
6:59.0,Turnover by M. Huertas (lost ball; steal by T. Ross),,78-78,,
6:55.0,,,78-80,2,T. Ross makes 2-pt shot at rim (assist by D. DeRozan)
6:54.0,LA Lakers full timeout,,78-80,,
6:54.0,,,78-80,,K. Lowry enters the game for D. DeRozan
6:54.0,,,78-80,,B. Biyombo enters the game for J. Johnson
6:54.0,K. Bryant enters the game for M. World Peace,,78-80,,
6:54.0,L. Williams enters the game for M. Huertas,,78-80,,
6:47.0,Offensive foul by R. Sacre,,78-80,,
6:47.0,Turnover by R. Sacre (offensive foul),,78-80,,
6:33.0,,,78-83,3,T. Ross makes 3-pt shot from 23 ft (assist by K. Lowry)
6:16.0,K. Bryant makes 2-pt shot from 18 ft (assist by D. Russell),2,80-83,,
5:55.0,,,80-85,2,T. Ross makes 2-pt shot from 19 ft (assist by K. Lowry)
5:40.0,K. Bryant makes 3-pt shot from 23 ft (assist by D. Russell),3,83-85,,
5:24.0,Personal foul by K. Bryant (drawn by T. Ross),,83-85,,
5:24.0,Official timeout,,83-85,,
5:24.0,R. Hibbert enters the game for R. Sacre,,83-85,,
5:13.0,,,83-85,,Shooting foul by R. Hibbert (drawn by C. Joseph)
5:13.0,,,83-86,1,C. Joseph makes free throw 1 of 2
5:13.0,,,83-87,1,C. Joseph makes free throw 2 of 2
5:04.0,,,83-87,,Personal foul by B. Biyombo
5:04.0,J. Clarkson enters the game for D. Russell,,83-87,,
4:56.0,K. Bryant makes 2-pt shot from 18 ft,2,85-87,,
4:37.0,,,85-89,2,T. Ross makes 2-pt shot from 20 ft
4:06.0,L. Williams misses 2-pt shot from 3 ft,,85-89,,
4:05.0,,,85-89,,Defensive rebound by B. Biyombo
4:00.0,,,85-89,,Shooting foul by J. Clarkson (drawn by K. Lowry)
4:00.0,,,85-90,1,K. Lowry makes free throw 1 of 2
4:00.0,L. Nance enters the game for J. Randle,,85-90,,
4:00.0,,,85-91,1,K. Lowry makes free throw 2 of 2
3:43.0,K. Bryant misses 3-pt shot from 28 ft,,85-91,,
3:43.0,,,85-91,,Defensive rebound by Team
3:43.0,,,85-91,,D. DeRozan enters the game for P. Patterson
3:28.0,Personal foul by L. Williams,,85-91,,
3:28.0,,,85-92,1,D. DeRozan makes free throw 1 of 2
3:28.0,,,85-92,,D. DeRozan misses free throw 2 of 2
3:27.0,Defensive rebound by L. Nance,,85-92,,
3:12.0,K. Bryant misses 2-pt shot from 18 ft,,85-92,,
3:12.0,,,85-92,,Defensive rebound by T. Ross
2:57.0,,,85-94,2,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry)
2:56.0,LA Lakers full timeout,,85-94,,
2:56.0,,,85-94,,Toronto full timeout
2:49.0,J. Clarkson misses 2-pt shot from 19 ft,,85-94,,
2:48.0,,,85-94,,Defensive rebound by T. Ross
2:33.0,,,85-96,2,K. Lowry makes 2-pt shot from 17 ft
2:21.0,L. Williams misses 2-pt shot from 2 ft,,85-96,,
2:21.0,,,85-96,,Defensive rebound by D. DeRozan
2:02.0,,,85-98,2,D. DeRozan makes 2-pt shot from 13 ft
1:49.0,J. Clarkson makes 3-pt shot from 26 ft (assist by K. Bryant),3,88-98,,
1:26.0,,,88-98,,K. Lowry misses 2-pt shot from 6 ft
1:25.0,,,88-98,,Offensive rebound by B. Biyombo
1:24.0,,,88-98,,Shooting foul by L. Nance (drawn by B. Biyombo)
1:24.0,,,88-98,,B. Biyombo misses free throw 1 of 2
1:24.0,,,88-98,,Offensive rebound by Team
1:24.0,,,88-99,1,B. Biyombo makes free throw 2 of 2
1:05.0,J. Clarkson misses 2-pt shot from 7 ft (block by B. Biyombo),,88-99,,
1:04.0,Offensive rebound by J. Clarkson,,88-99,,
1:01.0,L. Williams makes 3-pt shot from 22 ft (assist by J. Clarkson),3,91-99,,
