time,Toronto,pts.away,score,pts.home,Chicago
2:40.0,,,44-47,2,D. Rose makes 2-pt shot from 13 ft (assist by P. Gasol)
2:24.0,K. Lowry makes 2-pt shot from 3 ft,2,46-47,,
2:11.0,,,46-49,2,P. Gasol makes 2-pt shot from 16 ft (assist by J. Butler)
1:51.0,J. Valanciunas misses 2-pt shot from 1 ft,,46-49,,
1:50.0,Offensive rebound by J. Valanciunas,,46-49,,
1:50.0,J. Valanciunas makes 2-pt shot from 1 ft,2,48-49,,
1:37.0,,,48-49,,A. Brooks misses 2-pt shot from 5 ft (block by J. Valanciunas)
1:37.0,,,48-49,,Offensive rebound by Team
1:37.0,,,48-49,,Chicago full timeout
1:37.0,,,48-49,,N. Mirotic enters the game for A. Brooks
1:27.0,,,48-49,,Turnover by J. Butler (bad pass; steal by K. Lowry)
1:23.0,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry),2,50-49,,
1:10.0,,,50-49,,P. Gasol misses 2-pt shot from 18 ft
1:09.0,,,50-49,,Offensive rebound by Team
0:59.0,,,50-49,,D. Rose misses 2-pt shot from 17 ft
0:58.0,Defensive rebound by D. DeRozan,,50-49,,
0:52.0,Jump ball: D. DeRozan vs. T. Gibson (D. Carroll gains possession),,,,Jump ball: D. DeRozan vs. T. Gibson (D. Carroll gains possession)
0:40.0,Shooting foul by T. Gibson (drawn by J. Valanciunas),,50-49,,
0:40.0,J. Valanciunas makes free throw 1 of 2,1,51-49,,
0:40.0,J. Valanciunas misses free throw 2 of 2,,51-49,,
0:39.0,,,51-49,,Defensive rebound by P. Gasol
0:20.0,,,51-49,,Shooting foul by L. Scola (drawn by T. Gibson)
0:20.0,,,51-49,,T. Gibson misses free throw 1 of 2
0:20.0,,,51-49,,Offensive rebound by Team
0:20.0,,,51-49,,T. Gibson misses free throw 2 of 2
0:20.0,Defensive rebound by D. Carroll,,51-49,,
0:04.0,Shooting foul by T. Gibson (drawn by L. Scola),,51-49,,
0:04.0,L. Scola makes free throw 1 of 2,1,52-49,,
0:04.0,B. Biyombo enters the game for J. Valanciunas,,52-49,,
0:04.0,,,52-49,,A. Brooks enters the game for T. Gibson
0:04.0,C. Joseph enters the game for B. Biyombo,,52-49,,
0:04.0,L. Scola misses free throw 2 of 2,,52-49,,
0:03.0,,,52-49,,Defensive rebound by P. Gasol
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,52-49,,N. Mirotic misses 3-pt shot from 26 ft
11:43.0,,,52-49,,Offensive rebound by J. Butler
11:28.0,,,52-49,,D. Rose misses 2-pt shot from 16 ft
11:27.0,Defensive rebound by B. Biyombo,,52-49,,
11:13.0,,,52-49,,Personal foul by T. Gibson (drawn by B. Biyombo)
11:03.0,D. Carroll misses 2-pt shot from 1 ft (block by N. Mirotic),,52-49,,
11:01.0,,,52-49,,Defensive rebound by N. Mirotic
10:56.0,,,52-49,,Shooting foul by B. Biyombo (drawn by D. Rose)
10:56.0,,,52-50,1,D. Rose makes free throw 1 of 2
10:56.0,,,52-51,1,D. Rose makes free throw 2 of 2
10:39.0,D. DeRozan misses 2-pt shot from 2 ft,,52-51,,
10:38.0,,,52-51,,Defensive rebound by P. Gasol
10:19.0,,,52-51,,N. Mirotic misses 2-pt shot at rim
10:18.0,Defensive rebound by L. Scola,,52-51,,
10:11.0,L. Scola misses 2-pt shot from 13 ft,,52-51,,
10:11.0,,,52-51,,Defensive rebound by J. Butler
10:11.0,Personal foul by L. Scola (drawn by J. Butler),,52-51,,
9:54.0,,,52-51,,N. Mirotic misses 3-pt shot from 25 ft
9:53.0,Defensive rebound by D. DeRozan,,52-51,,
9:40.0,Turnover by K. Lowry (bad pass; steal by J. Butler),,52-51,,
9:27.0,,,52-51,,J. Butler misses 3-pt shot from 24 ft
9:26.0,Defensive rebound by Team,,52-51,,
9:14.0,Shooting foul by N. Mirotic (drawn by D. Carroll),,52-51,,
9:14.0,D. Carroll misses free throw 1 of 2,,52-51,,
9:14.0,Offensive rebound by Team,,52-51,,
9:14.0,D. Carroll misses free throw 2 of 2,,52-51,,
9:13.0,,,52-51,,Defensive rebound by N. Mirotic
8:50.0,,,52-51,,D. Rose misses 2-pt shot from 14 ft
8:49.0,Defensive rebound by B. Biyombo,,52-51,,
8:40.0,K. Lowry makes 3-pt shot from 22 ft (assist by L. Scola),3,55-51,,
8:29.0,,,55-51,,Shooting foul by L. Scola (drawn by J. Butler)
8:29.0,,,55-51,,J. Butler misses free throw 1 of 2
8:29.0,,,55-51,,Offensive rebound by Team
8:29.0,P. Patterson enters the game for L. Scola,,55-51,,
8:29.0,,,55-52,1,J. Butler makes free throw 2 of 2
8:07.0,D. DeRozan misses 3-pt shot from 25 ft,,55-52,,
8:07.0,,,55-52,,Defensive rebound by Team
7:49.0,,,55-54,2,P. Gasol makes 2-pt shot from 9 ft
7:49.0,,,55-54,,Shooting foul by B. Biyombo (drawn by P. Gasol)
7:49.0,,,55-55,1,P. Gasol makes free throw 1 of 1
7:25.0,D. Carroll makes 3-pt shot from 25 ft (assist by K. Lowry),3,58-55,,
7:20.0,,,58-55,,Turnover by D. Rose (bad pass; steal by D. DeRozan)
7:15.0,D. Carroll misses 3-pt shot from 26 ft,,58-55,,
7:14.0,Offensive rebound by D. DeRozan,,58-55,,
7:14.0,D. DeRozan makes 2-pt shot from 2 ft,2,60-55,,
7:14.0,,,60-55,,Chicago full timeout
6:59.0,Personal foul by D. Carroll (drawn by P. Gasol),,60-55,,
6:59.0,,,60-56,1,P. Gasol makes free throw 1 of 2
6:59.0,,,60-57,1,P. Gasol makes free throw 2 of 2
6:49.0,Shooting foul by P. Gasol (drawn by D. DeRozan),,60-57,,
6:49.0,D. DeRozan misses free throw 1 of 2,,60-57,,
6:49.0,Offensive rebound by Team,,60-57,,
6:49.0,D. DeRozan makes free throw 2 of 2,1,61-57,,
6:38.0,,,61-57,,Turnover by T. Gibson (bad pass; steal by D. Carroll)
6:26.0,P. Patterson misses 3-pt shot from 25 ft,,61-57,,
6:26.0,,,61-57,,Defensive rebound by Team
6:26.0,Loose ball foul by B. Biyombo (drawn by P. Gasol),,61-57,,
6:26.0,,,61-58,1,P. Gasol makes free throw 1 of 2
6:26.0,J. Valanciunas enters the game for B. Biyombo,,61-58,,
6:26.0,,,61-59,1,P. Gasol makes free throw 2 of 2
6:10.0,P. Patterson makes 3-pt shot from 23 ft (assist by D. DeRozan),3,64-59,,
5:44.0,,,64-62,3,D. Rose makes 3-pt shot from 25 ft (assist by J. Butler)
5:25.0,Shooting foul by T. Gibson (drawn by K. Lowry),,64-62,,
5:25.0,K. Lowry makes free throw 1 of 2,1,65-62,,
5:25.0,T. Ross enters the game for D. Carroll,,65-62,,
5:25.0,,,65-62,,B. Portis enters the game for N. Mirotic
5:25.0,,,65-62,,T. Snell enters the game for T. Gibson
5:25.0,K. Lowry makes free throw 2 of 2,1,66-62,,
5:08.0,,,66-62,,P. Gasol misses 2-pt shot from 19 ft
5:07.0,Defensive rebound by J. Valanciunas,,66-62,,
4:53.0,K. Lowry makes 2-pt shot from 1 ft,2,68-62,,
4:33.0,,,68-64,2,P. Gasol makes 2-pt shot from 17 ft (assist by D. Rose)
4:11.0,J. Valanciunas misses 2-pt shot from 10 ft,,68-64,,
4:10.0,,,68-64,,Defensive rebound by J. Butler
4:00.0,,,68-66,2,D. Rose makes 2-pt shot from 1 ft
3:43.0,P. Patterson makes 2-pt shot from 7 ft (assist by K. Lowry),2,70-66,,
3:27.0,,,70-66,,B. Portis misses 2-pt shot from 14 ft
3:26.0,,,70-66,,Offensive rebound by P. Gasol
3:26.0,,,70-68,2,P. Gasol makes 2-pt shot from 2 ft
3:26.0,Toronto full timeout,,70-68,,
3:09.0,K. Lowry misses 3-pt shot from 25 ft,,70-68,,
3:09.0,Offensive rebound by Team,,70-68,,
3:02.0,T. Ross makes 2-pt shot from 17 ft (assist by P. Patterson),2,72-68,,
2:46.0,,,72-70,2,P. Gasol makes 2-pt shot from 18 ft (assist by J. Butler)
2:31.0,Shooting foul by J. Butler (drawn by D. DeRozan),,72-70,,
2:31.0,D. DeRozan makes free throw 1 of 2,1,73-70,,
2:31.0,C. Joseph enters the game for K. Lowry,,73-70,,
2:31.0,D. DeRozan misses free throw 2 of 2,,73-70,,
2:29.0,,,73-70,,Defensive rebound by B. Portis
2:08.0,,,73-72,2,J. Butler makes 2-pt shot from 17 ft
1:49.0,T. Ross misses 2-pt shot from 19 ft,,73-72,,
1:48.0,,,73-72,,Defensive rebound by T. Snell
1:35.0,,,73-72,,D. Rose misses 2-pt shot from 18 ft
1:34.0,Defensive rebound by P. Patterson,,73-72,,
1:16.0,T. Ross misses 3-pt shot from 24 ft,,73-72,,
1:14.0,,,73-72,,Defensive rebound by J. Butler
1:00.0,,,73-72,,P. Gasol misses 2-pt shot from 16 ft
0:59.0,,,73-72,,Offensive rebound by B. Portis
0:57.0,,,73-75,3,T. Snell makes 3-pt shot from 24 ft (assist by B. Portis)
0:38.0,Turnover by J. Valanciunas (3 sec),,73-75,,
0:38.0,,,73-75,,A. Brooks enters the game for T. Snell
0:21.0,,,73-78,3,D. Rose makes 3-pt shot from 24 ft (assist by A. Brooks)
0:00.0,D. DeRozan misses 2-pt shot from 1 ft,,73-78,,
0:00.0,Offensive rebound by Team,,73-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,Turnover by K. Lowry (bad pass; steal by T. Gibson),,73-78,,
11:34.0,,,73-78,,T. Snell misses 2-pt shot from 1 ft
11:33.0,Defensive rebound by L. Scola,,73-78,,
11:14.0,P. Patterson misses 2-pt shot from 7 ft,,73-78,,
11:12.0,Offensive rebound by T. Ross,,73-78,,
11:04.0,P. Patterson misses 2-pt shot from 5 ft (block by T. Gibson),,73-78,,
11:02.0,,,73-78,,Defensive rebound by T. Gibson
10:52.0,,,73-78,,Turnover by A. Brooks (bad pass)
10:40.0,Shooting foul by A. Brooks (drawn by C. Joseph),,73-78,,
10:40.0,C. Joseph misses free throw 1 of 2,,73-78,,
10:40.0,Offensive rebound by Team,,73-78,,
10:40.0,C. Joseph makes free throw 2 of 2,1,74-78,,
10:26.0,,,74-80,2,B. Portis makes 2-pt shot from 17 ft (assist by A. Brooks)
10:04.0,L. Scola misses 2-pt shot from 21 ft,,74-80,,
10:03.0,,,74-80,,Defensive rebound by B. Portis
9:53.0,,,74-82,2,T. Gibson makes 2-pt shot at rim (assist by T. Snell)
9:49.0,Toronto full timeout,,74-82,,
9:34.0,P. Patterson misses 2-pt shot from 11 ft,,74-82,,
9:33.0,,,74-82,,Defensive rebound by A. Brooks
9:22.0,,,74-84,2,T. Snell makes 2-pt shot from 3 ft (assist by B. Portis)
9:05.0,K. Lowry makes 2-pt shot from 1 ft,2,76-84,,
8:56.0,,,76-84,,T. Snell misses 2-pt shot from 2 ft
8:55.0,Defensive rebound by L. Scola,,76-84,,
8:44.0,T. Ross misses 3-pt shot from 24 ft,,76-84,,
8:43.0,,,76-84,,Defensive rebound by B. Portis
8:31.0,,,76-84,,B. Portis misses 2-pt shot from 22 ft
8:30.0,Defensive rebound by K. Lowry,,76-84,,
8:13.0,L. Scola misses 2-pt shot from 7 ft,,76-84,,
8:12.0,,,76-84,,Defensive rebound by T. Gibson
8:06.0,,,76-87,3,T. Snell makes 3-pt shot from 23 ft (assist by K. Hinrich)
7:43.0,P. Patterson misses 3-pt shot from 24 ft,,76-87,,
7:42.0,,,76-87,,Defensive rebound by A. Brooks
7:26.0,,,76-87,,Turnover by B. Portis (traveling)
7:01.0,C. Joseph misses 2-pt shot from 2 ft,,76-87,,
7:00.0,,,76-87,,Defensive rebound by B. Portis
6:56.0,,,76-87,,Offensive foul by B. Portis
6:56.0,,,76-87,,Turnover by B. Portis (offensive foul)
6:56.0,D. Carroll enters the game for P. Patterson,,76-87,,
6:56.0,D. DeRozan enters the game for C. Joseph,,76-87,,
6:56.0,,,76-87,,J. Butler enters the game for K. Hinrich
6:51.0,T. Ross makes 2-pt shot from 16 ft (assist by L. Scola),2,78-87,,
6:31.0,,,78-89,2,B. Portis makes 2-pt shot from 2 ft (assist by T. Gibson)
6:31.0,,,78-89,,Shooting foul by D. Carroll (drawn by B. Portis)
6:31.0,,,78-89,,B. Portis misses free throw 1 of 1
6:29.0,Defensive rebound by D. Carroll,,78-89,,
6:14.0,D. DeRozan misses 2-pt shot from 1 ft,,78-89,,
6:13.0,Offensive rebound by D. DeRozan,,78-89,,
6:05.0,K. Lowry misses 2-pt shot at rim (block by J. Butler),,78-89,,
6:05.0,,,78-89,,Defensive rebound by Team
5:50.0,,,78-91,2,T. Snell makes 2-pt shot from 15 ft (assist by T. Gibson)
5:33.0,D. DeRozan misses 2-pt shot from 20 ft,,78-91,,
5:32.0,,,78-91,,Defensive rebound by B. Portis
5:09.0,,,78-91,,T. Gibson misses 2-pt shot from 8 ft
5:08.0,Defensive rebound by D. Carroll,,78-91,,
4:59.0,K. Lowry misses 2-pt shot from 1 ft,,78-91,,
4:58.0,Offensive rebound by L. Scola,,78-91,,
4:58.0,L. Scola misses 2-pt shot at rim,,78-91,,
4:56.0,,,78-91,,Defensive rebound by B. Portis
4:37.0,,,78-91,,T. Snell misses 2-pt shot at rim
4:34.0,,,78-91,,Offensive rebound by T. Gibson
4:34.0,,,78-91,,T. Gibson misses 2-pt shot from 1 ft
4:33.0,Defensive rebound by D. DeRozan,,78-91,,
4:29.0,Shooting foul by J. Butler (drawn by D. DeRozan),,78-91,,
4:29.0,Toronto full timeout,,78-91,,
4:29.0,J. Valanciunas enters the game for L. Scola,,78-91,,
4:29.0,D. DeRozan makes free throw 1 of 2,1,79-91,,
4:29.0,D. DeRozan makes free throw 2 of 2,1,80-91,,
4:07.0,,,80-93,2,T. Snell makes 2-pt shot from 1 ft (assist by A. Brooks)
3:50.0,D. DeRozan makes 2-pt shot from 1 ft (assist by J. Valanciunas),2,82-93,,
3:32.0,,,82-96,3,A. Brooks makes 3-pt shot from 26 ft
3:15.0,D. DeRozan makes 2-pt shot from 1 ft,2,84-96,,
2:56.0,,,84-96,,A. Brooks misses 2-pt shot from 7 ft
2:55.0,Defensive rebound by J. Valanciunas,,84-96,,
2:46.0,D. Carroll makes 3-pt shot from 24 ft (assist by K. Lowry),3,87-96,,
2:24.0,,,87-99,3,T. Snell makes 3-pt shot from 25 ft (assist by A. Brooks)
2:03.0,D. Carroll misses 3-pt shot from 26 ft,,87-99,,
2:02.0,,,87-99,,Defensive rebound by T. Snell
