time,Portland,pts.away,score,pts.home,Golden State
5:10.0,Turnover by M. Plumlee (lost ball),,19-9,,
4:56.0,,,19-9,,L. Barbosa enters the game for S. Livingston
4:48.0,,,19-9,,D. Green misses 2-pt shot from 4 ft
4:48.0,,,19-9,,Offensive rebound by D. Green
4:48.0,,,19-11,2,D. Green makes 2-pt shot from 4 ft
4:34.0,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard),2,21-11,,
4:06.0,,,21-11,,K. Thompson misses 3-pt shot from 26 ft
4:05.0,Defensive rebound by M. Plumlee,,21-11,,
3:53.0,A. Aminu makes 3-pt shot from 24 ft (assist by M. Plumlee),3,24-11,,
3:28.0,,,24-13,2,A. Bogut makes 2-pt shot from 2 ft (assist by A. Iguodala)
3:28.0,Portland full timeout,,24-13,,
3:28.0,A. Crabbe enters the game for M. Plumlee,,24-13,,
3:28.0,E. Davis enters the game for C. McCollum,,24-13,,
3:28.0,,,24-13,,A. Varejao enters the game for A. Bogut
3:18.0,Turnover by D. Lillard (lost ball),,24-13,,
2:59.0,,,24-15,2,A. Iguodala makes 2-pt shot from 1 ft
2:45.0,A. Aminu makes 2-pt shot from 19 ft (assist by D. Lillard),2,26-15,,
2:34.0,,,26-15,,A. Varejao misses 2-pt shot from 2 ft
2:33.0,Defensive rebound by A. Aminu,,26-15,,
2:29.0,G. Henderson makes 2-pt shot from 1 ft (assist by A. Crabbe),2,28-15,,
2:17.0,,,28-15,,D. Green misses 3-pt shot from 29 ft
2:16.0,,,28-15,,Offensive rebound by A. Iguodala
2:08.0,,,28-15,,L. Barbosa misses 3-pt shot from 26 ft
2:08.0,,,28-15,,Offensive rebound by A. Varejao
2:02.0,,,28-17,2,K. Thompson makes 2-pt shot from 1 ft
1:49.0,D. Lillard misses 2-pt shot from 13 ft,,28-17,,
1:48.0,,,28-17,,Defensive rebound by L. Barbosa
1:38.0,,,28-19,2,L. Barbosa makes 2-pt shot from 3 ft
1:16.0,E. Davis makes 2-pt shot at rim (assist by G. Henderson),2,30-19,,
1:02.0,,,30-19,,Offensive foul by K. Thompson
1:02.0,,,30-19,,Turnover by K. Thompson (offensive foul)
0:47.0,A. Aminu makes 2-pt shot at rim (assist by D. Lillard),2,32-19,,
0:33.0,,,32-21,2,A. Iguodala makes 2-pt shot from 17 ft
0:10.0,G. Henderson makes 2-pt shot from 18 ft,2,34-21,,
0:01.0,Personal foul by E. Davis,,34-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,C. McCollum makes 2-pt shot from 18 ft (assist by A. Crabbe),2,36-21,,
11:24.0,,,36-24,3,A. Iguodala makes 3-pt shot from 24 ft (assist by M. Speights)
11:06.0,,,36-24,,Personal foul by I. Clark
10:59.0,Shooting foul by A. Iguodala (drawn by E. Davis),,36-24,,
10:59.0,E. Davis misses free throw 1 of 2,,36-24,,
10:59.0,Offensive rebound by Team,,36-24,,
10:59.0,E. Davis makes free throw 2 of 2,1,37-24,,
10:46.0,,,37-24,,M. Speights misses 3-pt shot from 25 ft
10:46.0,Defensive rebound by Team,,37-24,,
10:29.0,C. McCollum makes 2-pt shot from 14 ft,2,39-24,,
10:17.0,,,39-26,2,L. Barbosa makes 2-pt shot from 4 ft
10:08.0,C. McCollum misses 3-pt shot from 25 ft,,39-26,,
10:07.0,,,39-26,,Defensive rebound by L. Barbosa
9:54.0,,,39-26,,L. Barbosa misses 2-pt shot from 5 ft (block by E. Davis)
9:53.0,Defensive rebound by E. Davis,,39-26,,
9:42.0,B. Roberts misses 2-pt shot from 18 ft,,39-26,,
9:42.0,,,39-26,,Defensive rebound by A. Iguodala
9:40.0,Personal foul by B. Roberts,,39-26,,
9:31.0,,,39-26,,M. Speights misses 2-pt shot from 15 ft
9:30.0,Defensive rebound by E. Davis,,39-26,,
9:24.0,,,39-26,,Personal foul by L. Barbosa
9:16.0,Turnover by C. McCollum (lost ball; steal by A. Iguodala),,39-26,,
9:07.0,,,39-26,,Offensive foul by M. Speights
9:07.0,,,39-26,,Turnover by M. Speights (offensive foul)
8:50.0,G. Henderson makes 3-pt shot from 23 ft (assist by B. Roberts),3,42-26,,
8:40.0,,,42-28,2,A. Iguodala makes 2-pt shot from 2 ft
8:29.0,Shooting foul by I. Clark (drawn by A. Crabbe),,42-28,,
8:29.0,Official timeout,,42-28,,
8:29.0,,,42-28,,S. Livingston enters the game for L. Barbosa
8:29.0,A. Crabbe misses free throw 1 of 2,,42-28,,
8:29.0,Offensive rebound by Team,,42-28,,
8:29.0,A. Crabbe makes free throw 2 of 2,1,43-28,,
8:17.0,,,43-28,,M. Speights misses 2-pt shot from 18 ft
8:17.0,Defensive rebound by G. Henderson,,43-28,,
8:06.0,A. Crabbe makes 2-pt shot from 11 ft (assist by G. Henderson),2,45-28,,
7:46.0,,,45-28,,M. Speights misses 2-pt shot from 20 ft
7:45.0,Defensive rebound by C. McCollum,,45-28,,
7:38.0,C. McCollum misses 2-pt shot from 3 ft (block by M. Speights),,45-28,,
7:38.0,Offensive rebound by Team,,45-28,,
7:38.0,,,45-28,,D. Green enters the game for M. Speights
7:38.0,,,45-28,,K. Thompson enters the game for A. Iguodala
7:38.0,M. Harkless enters the game for G. Henderson,,45-28,,
7:29.0,Offensive foul by E. Davis,,45-28,,
7:29.0,Turnover by E. Davis (offensive foul),,45-28,,
7:18.0,,,45-28,,Shooting foul by B. Roberts (drawn by I. Clark)
7:18.0,,,45-28,,I. Clark misses free throw 1 of 2
7:18.0,,,45-28,,Offensive rebound by Team
7:18.0,,,45-29,1,I. Clark makes free throw 2 of 2
6:59.0,B. Roberts misses 2-pt shot from 9 ft,,45-29,,
6:58.0,,,45-29,,Defensive rebound by S. Livingston
6:50.0,,,45-31,2,H. Barnes makes 2-pt shot at rim (assist by D. Green)
6:49.0,Portland full timeout,,45-31,,
6:49.0,D. Lillard enters the game for B. Roberts,,45-31,,
6:48.0,,,45-31,,Personal foul by I. Clark
6:48.0,E. Davis makes free throw 1 of 2,1,46-31,,
6:48.0,E. Davis misses free throw 2 of 2,,46-31,,
6:47.0,,,46-31,,Defensive rebound by H. Barnes
6:33.0,,,46-33,2,H. Barnes makes 2-pt shot at rim (assist by D. Green)
6:16.0,M. Harkless misses 2-pt shot from 6 ft,,46-33,,
6:16.0,Offensive rebound by E. Davis,,46-33,,
6:14.0,E. Davis misses 2-pt shot from 4 ft (block by D. Green),,46-33,,
6:14.0,Offensive rebound by Team,,46-33,,
6:12.0,Jump ball: E. Davis vs. D. Green (C. McCollum gains possession),,,,Jump ball: E. Davis vs. D. Green (C. McCollum gains possession)
6:05.0,C. McCollum misses 3-pt shot from 27 ft,,46-33,,
6:05.0,,,46-33,,Defensive rebound by I. Clark
5:54.0,,,46-35,2,I. Clark makes 2-pt shot from 6 ft
5:34.0,Shooting foul by H. Barnes (drawn by C. McCollum),,46-35,,
5:34.0,C. McCollum misses free throw 1 of 2,,46-35,,
5:34.0,Offensive rebound by Team,,46-35,,
5:34.0,A. Aminu enters the game for E. Davis,,46-35,,
5:34.0,C. McCollum makes free throw 2 of 2,1,47-35,,
5:21.0,,,47-35,,K. Thompson misses 3-pt shot from 25 ft
5:21.0,Defensive rebound by A. Crabbe,,47-35,,
5:11.0,M. Harkless misses 2-pt shot from 8 ft (block by D. Green),,47-35,,
5:10.0,,,47-35,,Defensive rebound by D. Green
5:04.0,,,47-37,2,I. Clark makes 2-pt shot from 5 ft
4:42.0,A. Aminu misses 2-pt shot from 19 ft,,47-37,,
4:41.0,,,47-37,,Defensive rebound by I. Clark
4:27.0,,,47-37,,Golden State full timeout
4:27.0,,,47-37,,A. Iguodala enters the game for I. Clark
4:21.0,,,47-37,,D. Green misses 2-pt shot from 11 ft
4:20.0,Defensive rebound by M. Harkless,,47-37,,
4:10.0,A. Aminu misses 3-pt shot from 25 ft,,47-37,,
4:09.0,,,47-37,,Defensive rebound by D. Green
4:00.0,,,47-37,,Shooting foul by D. Lillard (drawn by H. Barnes)
4:00.0,,,47-38,1,H. Barnes makes free throw 1 of 2
4:00.0,M. Plumlee enters the game for A. Crabbe,,47-38,,
4:00.0,,,47-39,1,H. Barnes makes free throw 2 of 2
3:41.0,Turnover by M. Plumlee (lost ball; steal by A. Iguodala),,47-39,,
3:29.0,,,47-42,3,H. Barnes makes 3-pt shot from 25 ft (assist by K. Thompson)
3:12.0,,,47-42,,Personal foul by S. Livingston
3:12.0,M. Plumlee makes free throw 1 of 2,1,48-42,,
3:12.0,M. Plumlee makes free throw 2 of 2,1,49-42,,
3:03.0,,,49-44,2,A. Iguodala makes 2-pt shot from 2 ft
2:53.0,D. Lillard misses 3-pt shot from 26 ft,,49-44,,
2:52.0,,,49-44,,Defensive rebound by D. Green
2:43.0,,,49-46,2,S. Livingston makes 2-pt shot from 14 ft (assist by D. Green)
2:42.0,Portland full timeout,,49-46,,
2:27.0,A. Aminu makes 3-pt shot from 23 ft (assist by C. McCollum),3,52-46,,
2:10.0,,,52-46,,D. Green misses 2-pt shot from 2 ft (block by M. Plumlee)
2:09.0,Defensive rebound by M. Plumlee,,52-46,,
2:03.0,D. Lillard makes 3-pt shot from 23 ft (assist by M. Harkless),3,55-46,,
1:47.0,,,55-46,,Turnover by H. Barnes (lost ball; steal by D. Lillard)
1:47.0,,,55-46,,Loose ball foul by H. Barnes
1:47.0,D. Lillard makes free throw 1 of 2,1,56-46,,
1:47.0,D. Lillard makes free throw 2 of 2,1,57-46,,
1:31.0,,,57-48,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green)
1:25.0,D. Lillard misses 3-pt shot from 28 ft,,57-48,,
1:24.0,,,57-48,,Defensive rebound by S. Livingston
1:18.0,,,57-48,,S. Livingston misses 2-pt shot from 1 ft
1:18.0,Defensive rebound by D. Lillard,,57-48,,
1:11.0,M. Plumlee makes 2-pt shot from 3 ft (assist by D. Lillard),2,59-48,,
1:00.0,,,59-48,,K. Thompson misses 3-pt shot from 26 ft
0:59.0,,,59-48,,Offensive rebound by Team
0:59.0,Loose ball foul by C. McCollum,,59-48,,
0:59.0,,,59-48,,Golden State full timeout
0:36.0,,,59-48,,S. Livingston misses 2-pt shot from 5 ft
0:35.0,,,59-48,,Offensive rebound by D. Green
0:35.0,,,59-48,,D. Green misses 2-pt shot from 2 ft
0:35.0,Defensive rebound by Team,,59-48,,
0:16.0,A. Aminu misses 2-pt shot from 16 ft,,59-48,,
0:15.0,,,59-48,,Defensive rebound by D. Green
0:15.0,,,59-48,,Personal foul by H. Barnes
0:15.0,Personal foul by M. Harkless,,59-48,,
0:15.0,,,59-48,,I. Clark enters the game for H. Barnes
0:15.0,G. Henderson enters the game for M. Harkless,,59-48,,
0:04.0,,,59-50,2,D. Green makes 2-pt shot from 11 ft
0:04.0,,,59-50,,Shooting foul by D. Lillard (drawn by D. Green)
0:04.0,,,59-50,,L. Barbosa enters the game for S. Livingston
0:04.0,,,59-51,1,D. Green makes free throw 1 of 1
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,Offensive foul by A. Aminu,,59-51,,
11:52.0,Turnover by A. Aminu (offensive foul),,59-51,,
11:31.0,,,59-51,,D. Green misses 3-pt shot from 25 ft
11:30.0,Defensive rebound by M. Plumlee,,59-51,,
11:20.0,Turnover by M. Plumlee (bad pass),,59-51,,
11:07.0,,,59-53,2,S. Livingston makes 2-pt shot from 15 ft
10:49.0,D. Lillard misses 2-pt shot from 21 ft,,59-53,,
10:49.0,,,59-53,,Defensive rebound by A. Bogut
10:36.0,,,59-53,,H. Barnes misses 2-pt shot from 9 ft
10:35.0,Defensive rebound by M. Harkless,,59-53,,
10:34.0,,,59-53,,Personal foul by K. Thompson
10:19.0,C. McCollum misses 2-pt shot from 19 ft,,59-53,,
10:17.0,,,59-53,,Defensive rebound by D. Green
10:10.0,Personal foul by D. Lillard,,59-53,,
10:02.0,,,59-53,,K. Thompson misses 3-pt shot from 23 ft
10:02.0,,,59-53,,Offensive rebound by A. Bogut
9:54.0,,,59-56,3,K. Thompson makes 3-pt shot from 24 ft (assist by S. Livingston)
9:36.0,D. Lillard misses 2-pt shot from 17 ft,,59-56,,
9:35.0,,,59-56,,Defensive rebound by A. Bogut
9:28.0,,,59-56,,K. Thompson misses 2-pt shot from 19 ft
9:27.0,Defensive rebound by M. Plumlee,,59-56,,
9:17.0,C. McCollum misses 2-pt shot from 17 ft,,59-56,,
9:17.0,,,59-56,,Defensive rebound by D. Green
9:12.0,,,59-56,,Technical foul by K. Thompson
9:12.0,D. Lillard makes technical free throw,1,60-56,,
9:11.0,,,60-56,,Offensive foul by K. Thompson
9:11.0,,,60-56,,Turnover by K. Thompson (offensive foul)
8:58.0,Offensive foul by A. Aminu,,60-56,,
8:58.0,Turnover by A. Aminu (offensive foul),,60-56,,
8:44.0,,,60-56,,D. Green misses 2-pt shot from 9 ft
8:43.0,Defensive rebound by M. Harkless,,60-56,,
8:31.0,M. Harkless makes 3-pt shot from 23 ft (assist by A. Aminu),3,63-56,,
8:16.0,,,63-56,,Shooting foul by M. Harkless (drawn by K. Thompson)
8:16.0,,,63-57,1,K. Thompson makes free throw 1 of 2
8:16.0,G. Henderson enters the game for M. Harkless,,63-57,,
8:16.0,,,63-58,1,K. Thompson makes free throw 2 of 2
7:58.0,Turnover by A. Aminu (3 sec),,63-58,,
7:45.0,,,63-58,,H. Barnes misses 2-pt shot from 9 ft
7:43.0,,,63-58,,Offensive rebound by A. Bogut
7:34.0,,,63-60,2,S. Livingston makes 2-pt shot from 13 ft (assist by H. Barnes)
7:17.0,D. Lillard makes 3-pt shot from 26 ft,3,66-60,,
7:08.0,,,66-62,2,S. Livingston makes 2-pt shot from 2 ft
6:48.0,C. McCollum makes 2-pt shot from 19 ft (assist by D. Lillard),2,68-62,,
6:30.0,,,68-62,,K. Thompson misses 3-pt shot from 25 ft
6:29.0,Defensive rebound by A. Aminu,,68-62,,
6:20.0,Turnover by D. Lillard (lost ball; steal by S. Livingston),,68-62,,
6:20.0,Personal foul by M. Plumlee,,68-62,,
6:20.0,,,68-62,,A. Iguodala enters the game for H. Barnes
6:10.0,,,68-64,2,D. Green makes 2-pt shot from 1 ft
5:53.0,M. Plumlee misses 2-pt shot from 3 ft (block by A. Bogut),,68-64,,
5:53.0,Offensive rebound by Team,,68-64,,
5:53.0,,,68-64,,Golden State full timeout
5:48.0,G. Henderson makes 2-pt shot from 19 ft (assist by C. McCollum),2,70-64,,
5:28.0,,,70-64,,K. Thompson misses 3-pt shot from 26 ft
5:27.0,Defensive rebound by M. Plumlee,,70-64,,
5:18.0,D. Lillard makes 2-pt shot from 21 ft,2,72-64,,
5:17.0,,,72-64,,Golden State full timeout
4:57.0,,,72-64,,D. Green misses 3-pt shot from 25 ft
4:57.0,Defensive rebound by M. Plumlee,,72-64,,
4:41.0,Shooting foul by D. Green (drawn by A. Aminu),,72-64,,
4:41.0,A. Aminu makes free throw 1 of 2,1,73-64,,
4:41.0,,,73-64,,L. Barbosa enters the game for S. Livingston
4:41.0,A. Aminu misses free throw 2 of 2,,73-64,,
4:40.0,,,73-64,,Defensive rebound by A. Iguodala
4:32.0,,,73-66,2,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala)
4:21.0,D. Lillard makes 3-pt shot from 27 ft,3,76-66,,
4:09.0,Personal foul by G. Henderson,,76-66,,
4:09.0,A. Crabbe enters the game for C. McCollum,,76-66,,
4:09.0,,,76-66,,F. Ezeli enters the game for A. Bogut
4:03.0,,,76-66,,A. Iguodala misses 2-pt shot from 17 ft
4:02.0,Defensive rebound by D. Lillard,,76-66,,
3:52.0,D. Lillard misses 2-pt shot from 5 ft,,76-66,,
3:52.0,,,76-66,,Defensive rebound by D. Green
3:43.0,,,76-66,,Turnover by D. Green (lost ball; steal by D. Lillard)
3:37.0,Turnover by M. Plumlee (lost ball; steal by D. Green),,76-66,,
3:33.0,,,76-66,,Turnover by L. Barbosa (lost ball; steal by G. Henderson)
3:29.0,G. Henderson misses 3-pt shot from 27 ft,,76-66,,
3:28.0,,,76-66,,Defensive rebound by L. Barbosa
3:17.0,,,76-66,,D. Green misses 3-pt shot from 25 ft
3:16.0,Defensive rebound by Team,,76-66,,
3:16.0,E. Davis enters the game for M. Plumlee,,76-66,,
3:00.0,A. Aminu misses 3-pt shot from 25 ft,,76-66,,
3:00.0,,,76-66,,Defensive rebound by F. Ezeli
2:52.0,,,76-69,3,L. Barbosa makes 3-pt shot from 23 ft (assist by K. Thompson)
2:49.0,Portland full timeout,,76-69,,
2:49.0,,,76-69,,H. Barnes enters the game for D. Green
2:26.0,D. Lillard misses 2-pt shot from 12 ft,,76-69,,
2:26.0,Offensive rebound by D. Lillard,,76-69,,
2:26.0,D. Lillard makes 2-pt shot from 12 ft,2,78-69,,
2:12.0,,,78-72,3,K. Thompson makes 3-pt shot from 27 ft
1:50.0,D. Lillard makes 3-pt shot from 25 ft,3,81-72,,
1:37.0,,,81-72,,K. Thompson misses 2-pt shot from 17 ft
1:36.0,Defensive rebound by E. Davis,,81-72,,
1:29.0,,,81-72,,Personal foul by H. Barnes
1:23.0,D. Lillard misses 3-pt shot from 25 ft,,81-72,,
1:22.0,,,81-72,,Defensive rebound by H. Barnes
1:12.0,,,81-74,2,H. Barnes makes 2-pt shot from 17 ft
0:48.0,G. Henderson makes 3-pt shot from 25 ft,3,84-74,,
0:38.0,,,84-74,,K. Thompson misses 2-pt shot from 2 ft (block by E. Davis)
0:37.0,,,84-74,,Offensive rebound by Team
0:37.0,Personal foul by A. Crabbe,,84-74,,
0:37.0,,,84-75,1,K. Thompson makes free throw 1 of 2
0:37.0,,,84-76,1,K. Thompson makes free throw 2 of 2
0:13.0,G. Henderson misses 3-pt shot from 25 ft,,84-76,,
0:12.0,,,84-76,,Defensive rebound by K. Thompson
0:09.0,,,84-76,,L. Barbosa misses 2-pt shot from 2 ft
0:06.0,Defensive rebound by A. Aminu,,84-76,,
0:00.0,D. Lillard makes 3-pt shot from 27 ft (assist by G. Henderson),3,87-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,87-76,,A. Iguodala misses 2-pt shot from 6 ft
11:43.0,,,87-76,,Offensive rebound by F. Ezeli
11:43.0,,,87-78,2,F. Ezeli makes 2-pt shot from 2 ft
11:43.0,Away from play foul by G. Henderson,,87-78,,
11:43.0,,,87-78,,D. Green misses free throw 1 of 1
11:43.0,Defensive rebound by A. Crabbe,,87-78,,
11:20.0,G. Henderson misses 2-pt shot from 12 ft (block by D. Green),,87-78,,
11:19.0,,,87-78,,Defensive rebound by F. Ezeli
11:12.0,,,87-80,2,F. Ezeli makes 2-pt shot from 3 ft (assist by D. Green)
10:56.0,,,87-80,,Violation by S. Livingston (kicked ball)
10:56.0,M. Harkless enters the game for D. Lillard,,87-80,,
10:44.0,C. McCollum misses 2-pt shot from 19 ft,,87-80,,
10:43.0,,,87-80,,Defensive rebound by F. Ezeli
10:32.0,,,87-80,,S. Livingston misses 2-pt shot from 12 ft
10:31.0,Defensive rebound by E. Davis,,87-80,,
10:26.0,Turnover by C. McCollum (lost ball),,87-80,,
10:11.0,,,87-82,2,F. Ezeli makes 2-pt shot at rim (assist by D. Green)
10:10.0,M. Plumlee enters the game for E. Davis,,87-82,,
10:10.0,Portland full timeout,,87-82,,
9:57.0,,,87-82,,Personal foul by D. Green
9:48.0,C. McCollum makes 2-pt shot from 10 ft (assist by A. Crabbe),2,89-82,,
9:29.0,,,89-82,,S. Livingston misses 2-pt shot from 14 ft
9:27.0,Defensive rebound by G. Henderson,,89-82,,
9:13.0,M. Harkless misses 3-pt shot from 25 ft,,89-82,,
9:11.0,,,89-82,,Defensive rebound by F. Ezeli
9:07.0,,,89-82,,Turnover by D. Green (lost ball; steal by A. Crabbe)
9:02.0,A. Crabbe makes 2-pt shot from 2 ft,2,91-82,,
8:33.0,,,91-84,2,F. Ezeli makes 2-pt shot from 3 ft (assist by A. Iguodala)
8:05.0,M. Plumlee misses 2-pt shot from 6 ft,,91-84,,
8:04.0,,,91-84,,Defensive rebound by D. Green
7:54.0,,,91-84,,Shooting foul by M. Plumlee (drawn by D. Green)
7:54.0,,,91-85,1,D. Green makes free throw 1 of 2
7:54.0,,,91-85,,H. Barnes enters the game for S. Livingston
7:54.0,,,91-85,,K. Thompson enters the game for I. Clark
7:54.0,D. Lillard enters the game for A. Crabbe,,91-85,,
7:54.0,,,91-86,1,D. Green makes free throw 2 of 2
7:39.0,D. Lillard misses 2-pt shot from 20 ft,,91-86,,
7:38.0,,,91-86,,Defensive rebound by F. Ezeli
7:25.0,,,91-86,,Shooting foul by C. McCollum (drawn by A. Iguodala)
7:25.0,,,91-87,1,A. Iguodala makes free throw 1 of 2
7:25.0,A. Aminu enters the game for G. Henderson,,91-87,,
7:25.0,,,91-88,1,A. Iguodala makes free throw 2 of 2
7:07.0,Turnover by A. Aminu (bad pass),,91-88,,
6:44.0,,,91-91,3,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green)
6:43.0,Portland full timeout,,91-91,,
6:23.0,Turnover by M. Plumlee (bad pass),,91-91,,
6:07.0,,,91-91,,Offensive foul by F. Ezeli
6:07.0,,,91-91,,Turnover by F. Ezeli (offensive foul)
6:07.0,,,91-91,,S. Livingston enters the game for A. Iguodala
5:50.0,C. McCollum makes 2-pt shot from 15 ft,2,93-91,,
5:33.0,,,93-94,3,K. Thompson makes 3-pt shot from 28 ft (assist by S. Livingston)
5:21.0,M. Harkless makes 2-pt shot from 1 ft (assist by D. Lillard),2,95-94,,
4:56.0,,,95-96,2,S. Livingston makes 2-pt shot from 8 ft (assist by F. Ezeli)
4:45.0,Offensive foul by M. Plumlee,,95-96,,
4:45.0,Turnover by M. Plumlee (offensive foul),,95-96,,
4:44.0,,,95-96,,Golden State full timeout
4:30.0,,,95-96,,D. Green misses 2-pt shot from 7 ft
4:30.0,Defensive rebound by Team,,95-96,,
4:23.0,,,95-96,,Loose ball foul by F. Ezeli
4:13.0,M. Plumlee misses 2-pt shot from 11 ft (block by F. Ezeli),,95-96,,
4:12.0,,,95-96,,Defensive rebound by K. Thompson
4:06.0,,,95-96,,Shooting foul by D. Lillard (drawn by K. Thompson)
4:06.0,,,95-97,1,K. Thompson makes free throw 1 of 2
4:06.0,,,95-97,,A. Iguodala enters the game for H. Barnes
4:06.0,,,95-98,1,K. Thompson makes free throw 2 of 2
3:55.0,D. Lillard misses 3-pt shot from 26 ft,,95-98,,
3:54.0,,,95-98,,Defensive rebound by D. Green
3:48.0,,,95-98,,Offensive foul by S. Livingston
3:48.0,,,95-98,,Turnover by S. Livingston (offensive foul)
3:35.0,M. Plumlee misses 2-pt shot from 3 ft (block by D. Green),,95-98,,
3:34.0,,,95-98,,Defensive rebound by A. Iguodala
3:17.0,G. Henderson enters the game for M. Plumlee,,95-98,,
3:17.0,,,95-98,,H. Barnes enters the game for F. Ezeli
3:15.0,,,95-100,2,D. Green makes 2-pt shot at rim (assist by S. Livingston)
2:56.0,M. Harkless misses 3-pt shot from 25 ft,,95-100,,
2:56.0,,,95-100,,Defensive rebound by S. Livingston
2:43.0,,,95-100,,K. Thompson misses 3-pt shot from 24 ft
2:43.0,Defensive rebound by A. Aminu,,95-100,,
2:35.0,Turnover by D. Lillard (traveling),,95-100,,
