time,New York,pts.away,score,pts.home,Atlanta
8:28.0,R. Lopez enters the game for K. O'Quinn,,39-34,,
8:28.0,L. Thomas enters the game for D. Williams,,39-34,,
8:25.0,L. Thomas makes 2-pt shot from 1 ft (assist by C. Anthony),2,41-34,,
8:04.0,,,41-34,,D. Schroder misses 2-pt shot from 15 ft (block by J. Calderon)
8:01.0,,,41-34,,Offensive rebound by M. Scott
8:01.0,,,41-36,2,M. Scott makes 2-pt shot at rim
7:43.0,L. Thomas misses 3-pt shot from 22 ft,,41-36,,
7:41.0,,,41-36,,Defensive rebound by D. Schroder
7:30.0,,,41-38,2,M. Scott makes 2-pt shot from 12 ft (assist by D. Schroder)
7:12.0,Offensive foul by C. Anthony,,41-38,,
7:12.0,Turnover by C. Anthony (offensive foul),,41-38,,
7:12.0,,,41-38,,J. Teague enters the game for D. Schroder
7:12.0,,,41-38,,P. Millsap enters the game for A. Horford
6:54.0,,,41-38,,P. Millsap misses 2-pt shot from 1 ft
6:54.0,Defensive rebound by C. Anthony,,41-38,,
6:54.0,,,41-38,,Personal foul by P. Millsap (drawn by C. Anthony)
6:39.0,R. Lopez makes 2-pt shot from 6 ft (assist by J. Calderon),2,43-38,,
6:39.0,Shooting foul by P. Millsap (drawn by R. Lopez),,43-38,,
6:39.0,R. Lopez makes free throw 1 of 1,1,44-38,,
6:27.0,,,44-38,,P. Millsap misses 3-pt shot from 24 ft
6:26.0,Defensive rebound by C. Anthony,,44-38,,
6:14.0,R. Lopez makes 2-pt shot from 9 ft,2,46-38,,
5:56.0,,,46-40,2,P. Millsap makes 2-pt shot at rim (assist by L. Patterson)
5:44.0,A. Afflalo makes 2-pt shot from 20 ft (assist by C. Anthony),2,48-40,,
5:44.0,Shooting foul by L. Patterson (drawn by A. Afflalo),,48-40,,
5:44.0,,,48-40,,Atlanta full timeout
5:44.0,,,48-40,,K. Bazemore enters the game for M. Scott
5:44.0,,,48-40,,M. Muscala enters the game for L. Patterson
5:44.0,A. Afflalo makes free throw 1 of 1,1,49-40,,
5:37.0,,,49-40,,K. Bazemore misses 3-pt shot from 24 ft
5:36.0,Defensive rebound by A. Afflalo,,49-40,,
5:22.0,C. Anthony misses 2-pt shot from 6 ft,,49-40,,
5:21.0,Offensive rebound by C. Anthony,,49-40,,
5:21.0,Shooting foul by K. Bazemore (drawn by C. Anthony),,49-40,,
5:21.0,C. Anthony makes free throw 1 of 2,1,50-40,,
5:21.0,C. Anthony misses free throw 2 of 2,,50-40,,
5:19.0,,,50-40,,Defensive rebound by M. Muscala
5:12.0,,,50-40,,Shooting foul by L. Thomas (drawn by P. Millsap)
5:12.0,,,50-40,,P. Millsap misses free throw 1 of 2
5:12.0,,,50-40,,Offensive rebound by Team
5:12.0,K. Porzingis enters the game for L. Thomas,,50-40,,
5:12.0,,,50-40,,P. Millsap misses free throw 2 of 2
5:09.0,,,50-40,,Offensive rebound by T. Sefolosha
4:56.0,,,50-40,,Turnover by K. Bazemore (bad pass)
4:43.0,A. Afflalo misses 2-pt shot from 7 ft,,50-40,,
4:42.0,Offensive rebound by R. Lopez,,50-40,,
4:42.0,R. Lopez makes 2-pt shot at rim,2,52-40,,
4:34.0,,,52-40,,Shooting foul by J. Calderon (drawn by J. Teague)
4:34.0,,,52-41,1,J. Teague makes free throw 1 of 2
4:34.0,,,52-41,,A. Horford enters the game for M. Muscala
4:34.0,,,52-42,1,J. Teague makes free throw 2 of 2
4:22.0,A. Afflalo makes 2-pt shot from 19 ft (assist by J. Calderon),2,54-42,,
4:09.0,,,54-42,,Shooting foul by C. Anthony (drawn by P. Millsap)
4:09.0,,,54-42,,P. Millsap misses free throw 1 of 2
4:09.0,,,54-42,,Offensive rebound by Team
4:09.0,,,54-43,1,P. Millsap makes free throw 2 of 2
3:49.0,J. Calderon makes 3-pt shot from 25 ft,3,57-43,,
3:33.0,,,57-45,2,P. Millsap makes 2-pt shot from 6 ft (assist by K. Bazemore)
3:20.0,Turnover by K. Porzingis (lost ball; steal by P. Millsap),,57-45,,
3:14.0,,,57-47,2,P. Millsap makes 2-pt shot at rim (assist by J. Teague)
2:56.0,K. Porzingis misses 2-pt shot from 20 ft,,57-47,,
2:53.0,,,57-47,,Defensive rebound by T. Sefolosha
2:51.0,Personal foul by K. Porzingis (drawn by P. Millsap),,57-47,,
2:51.0,New York full timeout,,57-47,,
2:51.0,L. Thomas enters the game for K. Porzingis,,57-47,,
2:37.0,,,57-47,,A. Horford misses 2-pt shot from 3 ft (block by R. Lopez)
2:35.0,,,57-47,,Offensive rebound by A. Horford
2:34.0,,,57-49,2,A. Horford makes 2-pt shot at rim
2:20.0,Turnover by L. Thomas (bad pass; steal by A. Horford),,57-49,,
2:14.0,,,57-51,2,T. Sefolosha makes 2-pt shot at rim (assist by P. Millsap)
1:58.0,C. Anthony makes 2-pt shot at rim (assist by A. Afflalo),2,59-51,,
1:38.0,,,59-51,,K. Bazemore misses 3-pt shot from 23 ft
1:36.0,Defensive rebound by C. Anthony,,59-51,,
1:31.0,,,59-51,,D. Schroder enters the game for K. Bazemore
1:21.0,L. Thomas makes 2-pt shot from 16 ft (assist by J. Calderon),2,61-51,,
1:05.0,,,61-53,2,J. Teague makes 2-pt shot from 13 ft
0:46.0,L. Thomas misses 3-pt shot from 22 ft,,61-53,,
0:45.0,,,61-53,,Defensive rebound by D. Schroder
0:33.0,,,61-55,2,A. Horford makes 2-pt shot from 14 ft (assist by J. Teague)
0:27.0,Turnover by C. Anthony (lost ball; steal by J. Teague),,61-55,,
0:25.0,Personal foul by A. Afflalo (drawn by J. Teague),,61-55,,
0:25.0,,,61-56,1,J. Teague makes free throw 1 of 2
0:25.0,,,61-56,,K. Bazemore enters the game for P. Millsap
0:25.0,,,61-57,1,J. Teague makes free throw 2 of 2
0:18.0,New York full timeout,,61-57,,
0:18.0,K. Porzingis enters the game for R. Lopez,,61-57,,
0:04.0,J. Calderon makes 2-pt shot from 1 ft,2,63-57,,
0:04.0,,,63-57,,Atlanta full timeout
0:04.0,,,63-57,,P. Millsap enters the game for K. Bazemore
0:04.0,,,63-57,,K. Korver enters the game for A. Horford
0:04.0,,,63-57,,M. Scott enters the game for T. Sefolosha
0:04.0,L. Galloway enters the game for J. Calderon,,63-57,,
0:00.0,,,63-60,3,J. Teague makes 3-pt shot from 29 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,63-62,2,A. Horford makes 2-pt shot from 20 ft (assist by P. Millsap)
11:25.0,A. Afflalo misses 3-pt shot from 23 ft,,63-62,,
11:24.0,,,63-62,,Defensive rebound by A. Horford
11:08.0,,,63-62,,Turnover by K. Bazemore (lost ball; steal by J. Calderon)
10:52.0,A. Afflalo makes 3-pt shot from 24 ft (assist by J. Calderon),3,66-62,,
10:40.0,,,66-62,,P. Millsap misses 2-pt shot from 1 ft (block by K. Porzingis)
10:39.0,,,66-62,,Offensive rebound by Team
10:38.0,,,66-62,,Turnover by K. Korver (bad pass; steal by J. Calderon)
10:23.0,A. Afflalo misses 3-pt shot from 23 ft,,66-62,,
10:21.0,,,66-62,,Defensive rebound by A. Horford
10:07.0,,,66-62,,J. Teague misses 2-pt shot from 1 ft
10:06.0,,,66-62,,Offensive rebound by P. Millsap
10:06.0,,,66-64,2,P. Millsap makes 2-pt shot at rim
9:51.0,R. Lopez misses 2-pt shot from 7 ft,,66-64,,
9:48.0,,,66-64,,Defensive rebound by A. Horford
9:44.0,,,66-66,2,P. Millsap makes 2-pt shot from 1 ft (assist by A. Horford)
9:15.0,A. Afflalo misses 3-pt shot from 24 ft,,66-66,,
9:14.0,Offensive rebound by R. Lopez,,66-66,,
9:07.0,C. Anthony misses 3-pt shot from 24 ft,,66-66,,
9:07.0,Offensive rebound by K. Porzingis,,66-66,,
9:07.0,Shooting foul by J. Teague (drawn by K. Porzingis),,66-66,,
9:07.0,K. Porzingis makes free throw 1 of 2,1,67-66,,
9:07.0,K. Porzingis makes free throw 2 of 2,1,68-66,,
8:45.0,,,68-66,,K. Korver misses 2-pt shot from 19 ft
8:44.0,Defensive rebound by R. Lopez,,68-66,,
8:37.0,Turnover by C. Anthony (lost ball),,68-66,,
8:22.0,,,68-68,2,P. Millsap makes 2-pt shot from 16 ft (assist by A. Horford)
8:06.0,Turnover by A. Afflalo (bad pass; steal by K. Bazemore),,68-68,,
8:01.0,,,68-68,,K. Korver misses 3-pt shot from 24 ft
7:59.0,,,68-68,,Offensive rebound by P. Millsap
7:56.0,,,68-71,3,K. Bazemore makes 3-pt shot from 22 ft (assist by P. Millsap)
7:56.0,New York full timeout,,68-71,,
7:56.0,L. Thomas enters the game for K. Porzingis,,68-71,,
7:41.0,L. Thomas misses 3-pt shot from 22 ft,,68-71,,
7:40.0,,,68-71,,Defensive rebound by K. Bazemore
7:23.0,,,68-74,3,P. Millsap makes 3-pt shot from 24 ft (assist by J. Teague)
7:06.0,J. Calderon misses 3-pt shot from 24 ft,,68-74,,
7:04.0,Offensive rebound by L. Thomas,,68-74,,
7:00.0,Turnover by L. Thomas (lost ball; steal by P. Millsap),,68-74,,
6:54.0,,,68-74,,P. Millsap misses 2-pt shot from 1 ft (block by L. Thomas)
6:53.0,Defensive rebound by L. Thomas,,68-74,,
6:53.0,K. O'Quinn enters the game for R. Lopez,,68-74,,
6:37.0,A. Afflalo misses 2-pt shot from 20 ft,,68-74,,
6:34.0,Offensive rebound by J. Calderon,,68-74,,
6:23.0,C. Anthony makes 2-pt shot from 15 ft (assist by K. O'Quinn),2,70-74,,
6:23.0,,,70-74,,Away from play foul by K. Korver (drawn by K. O'Quinn)
6:23.0,K. O'Quinn makes free throw 1 of 1,1,71-74,,
6:10.0,,,71-76,2,J. Teague makes 2-pt shot from 16 ft (assist by K. Bazemore)
5:57.0,J. Calderon misses 2-pt shot from 1 ft (block by A. Horford),,71-76,,
5:57.0,Offensive rebound by Team,,71-76,,
5:57.0,,,71-76,,T. Sefolosha enters the game for K. Korver
5:57.0,,,71-76,,M. Scott enters the game for A. Horford
5:57.0,Offensive foul by K. O'Quinn,,71-76,,
5:57.0,Turnover by K. O'Quinn (offensive foul),,71-76,,
5:42.0,,,71-76,,Turnover by J. Teague (lost ball; steal by K. O'Quinn)
5:34.0,C. Anthony misses 2-pt shot from 17 ft,,71-76,,
5:33.0,,,71-76,,Defensive rebound by K. Bazemore
5:20.0,,,71-76,,K. Bazemore misses 2-pt shot from 1 ft (block by C. Anthony)
5:18.0,,,71-76,,Offensive rebound by P. Millsap
5:15.0,,,71-79,3,M. Scott makes 3-pt shot from 24 ft (assist by P. Millsap)
4:55.0,Turnover by C. Anthony (bad pass; steal by T. Sefolosha),,71-79,,
4:46.0,,,71-81,2,M. Scott makes 2-pt shot at rim (assist by T. Sefolosha)
4:46.0,New York full timeout,,71-81,,
4:46.0,L. Galloway enters the game for J. Calderon,,71-81,,
4:32.0,L. Thomas makes 2-pt shot from 8 ft,2,73-81,,
4:19.0,,,73-81,,P. Millsap misses 3-pt shot from 24 ft
4:17.0,,,73-81,,Offensive rebound by Team
4:14.0,,,73-81,,Shooting foul by K. O'Quinn (drawn by P. Millsap)
4:14.0,,,73-82,1,P. Millsap makes free throw 1 of 2
4:14.0,,,73-82,,D. Schroder enters the game for J. Teague
4:14.0,,,73-83,1,P. Millsap makes free throw 2 of 2
3:51.0,A. Afflalo misses 2-pt shot from 16 ft,,73-83,,
3:49.0,,,73-83,,Defensive rebound by P. Millsap
3:42.0,,,73-85,2,M. Scott makes 2-pt shot from 15 ft (assist by D. Schroder)
3:10.0,L. Galloway misses 2-pt shot from 21 ft,,73-85,,
3:09.0,Offensive rebound by L. Thomas,,73-85,,
3:05.0,C. Anthony misses 3-pt shot from 24 ft,,73-85,,
3:04.0,,,73-85,,Defensive rebound by T. Sefolosha
2:48.0,,,73-85,,T. Sefolosha misses 3-pt shot from 24 ft
2:46.0,Defensive rebound by K. O'Quinn,,73-85,,
2:32.0,,,73-85,,Personal foul by T. Sefolosha (drawn by C. Anthony)
2:32.0,,,73-85,,Atlanta full timeout
2:32.0,D. Williams enters the game for C. Anthony,,73-85,,
2:32.0,K. Porzingis enters the game for A. Afflalo,,73-85,,
2:32.0,J. Grant enters the game for K. O'Quinn,,73-85,,
2:25.0,Turnover by L. Galloway (step out of bounds),,73-85,,
2:09.0,,,73-85,,D. Schroder misses 2-pt shot at rim (block by L. Galloway)
2:06.0,Defensive rebound by L. Galloway,,73-85,,
2:04.0,Turnover by L. Galloway (bad pass; steal by P. Millsap),,73-85,,
1:59.0,,,73-85,,Turnover by P. Millsap (bad pass; steal by J. Grant)
1:55.0,L. Thomas misses 2-pt shot at rim (block by P. Millsap),,73-85,,
1:52.0,,,73-85,,Defensive rebound by D. Schroder
1:49.0,,,73-85,,K. Bazemore misses 3-pt shot from 25 ft
1:48.0,Defensive rebound by D. Williams,,73-85,,
1:27.0,D. Williams makes 2-pt shot from 8 ft,2,75-85,,
1:08.0,,,75-85,,D. Schroder misses 3-pt shot from 24 ft
1:06.0,Defensive rebound by L. Thomas,,75-85,,
0:53.0,K. Porzingis misses 2-pt shot at rim,,75-85,,
0:52.0,,,75-85,,Defensive rebound by P. Millsap
0:44.0,,,75-85,,P. Millsap misses 2-pt shot from 23 ft
0:43.0,Defensive rebound by D. Williams,,75-85,,
0:30.0,L. Thomas misses 2-pt shot from 19 ft,,75-85,,
0:28.0,,,75-85,,Defensive rebound by K. Bazemore
0:08.0,,,75-87,2,D. Schroder makes 2-pt shot from 1 ft
0:03.0,,,75-87,,Personal block foul by P. Millsap (drawn by J. Grant)
0:03.0,,,75-87,,K. Korver enters the game for K. Bazemore
0:03.0,,,75-87,,A. Horford enters the game for P. Millsap
0:00.0,J. Grant misses 3-pt shot from 27 ft,,75-87,,
0:00.0,Offensive rebound by Team,,75-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,Turnover by J. Grant (lost ball; steal by M. Scott),,75-87,,
11:32.0,,,75-87,,Turnover by M. Scott (traveling)
11:18.0,Turnover by J. Grant (bad pass; steal by A. Horford),,75-87,,
11:10.0,,,75-87,,D. Schroder misses 2-pt shot from 15 ft
11:09.0,Defensive rebound by K. Porzingis,,75-87,,
11:05.0,L. Galloway misses 3-pt shot from 24 ft,,75-87,,
11:03.0,,,75-87,,Defensive rebound by L. Patterson
11:00.0,Shooting block foul by L. Thomas (drawn by M. Scott),,75-87,,
11:00.0,,,75-88,1,M. Scott makes free throw 1 of 2
11:00.0,,,75-89,1,M. Scott makes free throw 2 of 2
10:38.0,J. Grant misses 2-pt shot from 1 ft,,75-89,,
10:36.0,,,75-89,,Defensive rebound by M. Scott
10:30.0,,,75-89,,K. Korver misses 3-pt shot from 22 ft
10:28.0,Defensive rebound by D. Williams,,75-89,,
10:24.0,Shooting foul by K. Korver (drawn by D. Williams),,75-89,,
10:24.0,D. Williams makes free throw 1 of 2,1,76-89,,
10:24.0,A. Afflalo enters the game for L. Thomas,,76-89,,
10:24.0,D. Williams misses free throw 2 of 2,,76-89,,
10:23.0,,,76-89,,Defensive rebound by L. Patterson
10:07.0,,,76-91,2,A. Horford makes 2-pt shot from 5 ft
9:49.0,D. Williams makes 2-pt shot from 1 ft (assist by K. Porzingis),2,78-91,,
9:28.0,,,78-93,2,L. Patterson makes 2-pt shot from 1 ft (assist by A. Horford)
9:11.0,K. Porzingis misses 2-pt shot from 16 ft,,78-93,,
9:06.0,,,78-93,,Defensive rebound by L. Patterson
9:00.0,,,78-95,2,A. Horford makes 2-pt shot from 6 ft (assist by L. Patterson)
9:00.0,New York full timeout,,78-95,,
9:00.0,K. O'Quinn enters the game for K. Porzingis,,78-95,,
9:00.0,C. Anthony enters the game for J. Grant,,78-95,,
9:00.0,,,78-95,,T. Sefolosha enters the game for M. Scott
8:44.0,D. Williams misses 3-pt shot from 23 ft,,78-95,,
8:44.0,Offensive rebound by Team,,78-95,,
8:44.0,,,78-95,,Loose ball foul by T. Sefolosha (drawn by C. Anthony)
8:37.0,C. Anthony makes 2-pt shot from 1 ft,2,80-95,,
8:20.0,,,80-95,,Shooting foul by L. Galloway (drawn by D. Schroder)
8:20.0,,,80-96,1,D. Schroder makes free throw 1 of 2
8:20.0,,,80-97,1,D. Schroder makes free throw 2 of 2
7:59.0,C. Anthony misses 2-pt shot from 15 ft (block by A. Horford),,80-97,,
7:56.0,,,80-97,,Defensive rebound by D. Schroder
7:54.0,,,80-99,2,T. Sefolosha makes 2-pt shot at rim (assist by A. Horford)
7:54.0,,,80-99,,Shooting foul by D. Williams (drawn by T. Sefolosha)
7:54.0,,,80-100,1,T. Sefolosha makes free throw 1 of 1
7:40.0,K. O'Quinn misses 2-pt shot from 19 ft,,80-100,,
7:38.0,Offensive rebound by D. Williams,,80-100,,
7:38.0,D. Williams makes 2-pt shot at rim,2,82-100,,
7:18.0,,,82-100,,A. Horford misses 2-pt shot from 13 ft
7:16.0,Defensive rebound by C. Anthony,,82-100,,
6:58.0,K. O'Quinn makes 2-pt shot from 12 ft,2,84-100,,
6:36.0,,,84-102,2,A. Horford makes 2-pt shot from 17 ft (assist by D. Schroder)
6:20.0,Shooting foul by A. Horford (drawn by C. Anthony),,84-102,,
6:20.0,C. Anthony makes free throw 1 of 2,1,85-102,,
6:20.0,,,85-102,,J. Teague enters the game for D. Schroder
6:20.0,,,85-102,,P. Millsap enters the game for L. Patterson
6:20.0,C. Anthony misses free throw 2 of 2,,85-102,,
6:19.0,,,85-102,,Defensive rebound by T. Sefolosha
6:10.0,,,85-105,3,K. Korver makes 3-pt shot from 24 ft (assist by J. Teague)
6:10.0,New York full timeout,,85-105,,
5:52.0,,,85-105,,Personal foul by K. Korver (drawn by A. Afflalo)
5:45.0,K. O'Quinn makes 2-pt shot from 18 ft (assist by L. Galloway),2,87-105,,
5:17.0,,,87-105,,P. Millsap misses 2-pt shot from 14 ft
5:14.0,Defensive rebound by C. Anthony,,87-105,,
5:01.0,Shooting foul by K. Korver (drawn by C. Anthony),,87-105,,
5:01.0,C. Anthony makes free throw 1 of 2,1,88-105,,
5:01.0,Turnover by K. O'Quinn (lane violation.),,88-105,,
5:01.0,L. Thomas enters the game for C. Anthony,,88-105,,
4:45.0,,,88-107,2,T. Sefolosha makes 2-pt shot from 21 ft (assist by A. Horford)
4:18.0,K. O'Quinn misses 2-pt shot from 5 ft,,88-107,,
4:17.0,,,88-107,,Defensive rebound by A. Horford
4:11.0,,,88-107,,A. Horford misses 3-pt shot from 24 ft
4:09.0,,,88-107,,Offensive rebound by P. Millsap
4:06.0,,,88-109,2,A. Horford makes 2-pt shot at rim (assist by P. Millsap)
3:50.0,Shooting foul by J. Teague (drawn by L. Galloway),,88-109,,
3:50.0,L. Galloway makes free throw 1 of 3,1,89-109,,
3:50.0,L. Galloway makes free throw 2 of 3,1,90-109,,
3:50.0,J. Grant enters the game for A. Afflalo,,90-109,,
3:50.0,,,90-109,,M. Scott enters the game for A. Horford
3:50.0,,,90-109,,L. Patterson enters the game for K. Korver
3:50.0,L. Galloway makes free throw 3 of 3,1,91-109,,
