time,Philadelphia,pts.away,score,pts.home,Cleveland
5:51.0,T. Wroten enters the game for K. Marshall,,13-12,,
5:39.0,Turnover by J. Okafor (traveling),,13-12,,
5:30.0,,,13-12,,Turnover by M. Dellavedova (bad pass)
5:30.0,J. Grant enters the game for J. Okafor,,13-12,,
5:30.0,J. Sampson enters the game for I. Canaan,,13-12,,
5:15.0,N. Noel misses 2-pt shot from 5 ft,,13-12,,
5:14.0,Offensive rebound by N. Noel,,13-12,,
5:11.0,N. Noel makes 2-pt shot from 3 ft,2,15-12,,
4:57.0,,,15-12,,Turnover by K. Love (bad pass)
4:57.0,,,15-12,,T. Thompson enters the game for T. Mozgov
4:43.0,J. Grant misses 2-pt shot from 6 ft (block by T. Thompson),,15-12,,
4:42.0,,,15-12,,Defensive rebound by I. Shumpert
4:38.0,,,15-14,2,L. James makes 2-pt shot from 2 ft (assist by I. Shumpert)
4:19.0,Turnover by H. Thompson (traveling),,15-14,,
4:06.0,,,15-14,,L. James misses 2-pt shot from 1 ft
4:06.0,Defensive rebound by J. Sampson,,15-14,,
4:00.0,Offensive charge foul by H. Thompson,,15-14,,
4:00.0,Turnover by H. Thompson (offensive foul),,15-14,,
3:55.0,R. Holmes enters the game for N. Noel,,15-14,,
3:49.0,,,15-14,,J. Jones enters the game for K. Love
3:37.0,Violation by J. Grant (def goaltending),,15-14,,
3:37.0,,,15-16,2,T. Thompson makes 2-pt shot at rim (assist by I. Shumpert)
3:30.0,Turnover by R. Holmes (lost ball; steal by M. Dellavedova),,15-16,,
3:22.0,,,15-18,2,L. James makes 2-pt shot at rim (assist by M. Dellavedova)
3:00.0,J. Sampson misses 2-pt shot from 4 ft,,15-18,,
2:58.0,Offensive rebound by R. Holmes,,15-18,,
2:56.0,R. Holmes makes 2-pt shot at rim,2,17-18,,
2:40.0,,,17-20,2,T. Thompson makes 2-pt shot from 1 ft (assist by M. Dellavedova)
2:24.0,J. Grant misses 2-pt shot from 3 ft (block by J. Jones),,17-20,,
2:23.0,,,17-20,,Defensive rebound by J. Jones
2:23.0,,,17-20,,Cleveland full timeout
2:23.0,,,17-20,,R. Jefferson enters the game for L. James
2:09.0,,,17-20,,I. Shumpert misses 3-pt shot from 24 ft
2:08.0,Defensive rebound by T. Wroten,,17-20,,
2:00.0,J. Sampson makes 2-pt shot from 5 ft (assist by T. Wroten),2,19-20,,
1:44.0,,,19-20,,I. Shumpert misses 2-pt shot from 18 ft
1:43.0,,,19-20,,Offensive rebound by T. Thompson
1:43.0,,,19-20,,T. Thompson misses 2-pt shot at rim
1:43.0,Defensive rebound by Team,,19-20,,
1:43.0,,,19-20,,Personal foul by T. Thompson (drawn by T. Wroten)
1:29.0,R. Holmes misses 2-pt shot at rim,,19-20,,
1:28.0,,,19-20,,Defensive rebound by T. Thompson
1:13.0,,,19-20,,Turnover by M. Dellavedova (bad pass)
1:00.0,Shooting foul by R. Jefferson (drawn by R. Holmes),,19-20,,
1:00.0,R. Holmes makes free throw 1 of 2,1,20-20,,
1:00.0,R. Holmes makes free throw 2 of 2,1,21-20,,
0:51.0,,,21-20,,Shooting foul by T. Wroten (drawn by I. Shumpert)
0:51.0,,,21-21,1,I. Shumpert makes free throw 1 of 2
0:51.0,,,21-21,,A. Varejao enters the game for T. Thompson
0:51.0,,,21-21,,I. Shumpert misses free throw 2 of 2
0:48.0,Defensive rebound by H. Thompson,,21-21,,
0:43.0,T. Wroten makes 2-pt shot from 2 ft,2,23-21,,
0:35.0,,,23-21,,M. Dellavedova misses 3-pt shot from 26 ft
0:35.0,Defensive rebound by R. Holmes,,23-21,,
0:27.0,T. Wroten misses 3-pt shot from 24 ft,,23-21,,
0:26.0,,,23-21,,Defensive rebound by Team
0:02.0,,,23-21,,Turnover by M. Dellavedova (bad pass; steal by R. Holmes)
0:01.0,T. Wroten makes 2-pt shot at rim (assist by R. Holmes),2,25-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,25-21,,K. Irving misses 2-pt shot from 2 ft
11:39.0,Defensive rebound by J. Sampson,,25-21,,
11:33.0,H. Thompson misses 3-pt shot from 23 ft,,25-21,,
11:32.0,Offensive rebound by J. Grant,,25-21,,
11:29.0,Shooting foul by K. Love (drawn by J. Sampson),,25-21,,
11:29.0,J. Sampson makes free throw 1 of 2,1,26-21,,
11:29.0,J. Sampson misses free throw 2 of 2,,26-21,,
11:28.0,,,26-21,,Defensive rebound by A. Varejao
11:06.0,,,26-24,3,R. Jefferson makes 3-pt shot from 24 ft (assist by I. Shumpert)
10:56.0,J. Grant misses 2-pt shot from 2 ft,,26-24,,
10:56.0,,,26-24,,Defensive rebound by Team
10:56.0,Personal foul by J. Okafor (drawn by A. Varejao),,26-24,,
10:56.0,I. Canaan enters the game for H. Thompson,,26-24,,
10:56.0,K. Marshall enters the game for T. Wroten,,26-24,,
10:56.0,R. Covington enters the game for J. Sampson,,26-24,,
10:46.0,Personal foul by J. Grant (drawn by K. Love),,26-24,,
10:35.0,,,26-24,,K. Irving misses 2-pt shot from 8 ft
10:35.0,Defensive rebound by Team,,26-24,,
10:35.0,,,26-24,,Loose ball foul by K. Love (drawn by J. Grant)
10:35.0,,,26-24,,T. Thompson enters the game for K. Love
10:16.0,I. Canaan misses 3-pt shot from 22 ft,,26-24,,
10:16.0,,,26-24,,Defensive rebound by A. Varejao
10:03.0,,,26-24,,A. Varejao misses 2-pt shot from 14 ft
10:03.0,Defensive rebound by R. Covington,,26-24,,
9:54.0,Turnover by I. Canaan (bad pass; steal by A. Varejao),,26-24,,
9:45.0,,,26-24,,L. James enters the game for R. Jefferson
9:45.0,,,26-24,,J. Smith enters the game for I. Shumpert
9:40.0,,,26-26,2,J. Smith makes 2-pt shot from 9 ft (assist by A. Varejao)
9:40.0,,,26-26,,Shooting foul by K. Marshall (drawn by J. Smith)
9:40.0,,,26-27,1,J. Smith makes free throw 1 of 1
9:16.0,K. Marshall misses 3-pt shot from 41 ft,,26-27,,
9:16.0,Offensive rebound by Team,,26-27,,
9:16.0,Turnover by Team (shot clock),,26-27,,
9:05.0,,,26-27,,K. Irving misses 2-pt shot from 3 ft (block by J. Grant)
9:04.0,Defensive rebound by R. Covington,,26-27,,
9:02.0,Turnover by R. Covington (bad pass; steal by L. James),,26-27,,
8:58.0,,,26-29,2,K. Irving makes 2-pt shot at rim (assist by L. James)
8:56.0,Philadelphia full timeout,,26-29,,
8:44.0,Turnover by K. Marshall (bad pass),,26-29,,
8:20.0,,,26-29,,L. James misses 3-pt shot from 24 ft
8:19.0,Defensive rebound by Team,,26-29,,
8:06.0,N. Noel enters the game for J. Grant,,26-29,,
8:06.0,,,26-29,,T. Mozgov enters the game for A. Varejao
8:06.0,Turnover by K. Marshall (lost ball; steal by K. Irving),,26-29,,
8:06.0,Jump ball: K. Irving vs. K. Marshall (T. Mozgov gains possession),,,,Jump ball: K. Irving vs. K. Marshall (T. Mozgov gains possession)
8:00.0,,,26-29,,Turnover by L. James (bad pass; steal by N. Noel)
7:48.0,R. Covington misses 2-pt shot from 1 ft,,26-29,,
7:47.0,,,26-29,,Defensive rebound by K. Irving
7:41.0,,,26-32,3,J. Smith makes 3-pt shot from 23 ft (assist by L. James)
7:20.0,K. Marshall makes 2-pt shot from 1 ft,2,28-32,,
7:16.0,,,28-32,,Cleveland full timeout
7:16.0,H. Thompson enters the game for R. Covington,,28-32,,
7:16.0,,,28-32,,M. Dellavedova enters the game for K. Irving
7:07.0,,,28-32,,J. Smith misses 2-pt shot from 8 ft
7:07.0,,,28-32,,Offensive rebound by Team
6:54.0,,,28-32,,J. Smith misses 2-pt shot from 20 ft
6:54.0,Defensive rebound by I. Canaan,,28-32,,
6:43.0,J. Okafor misses 2-pt shot from 9 ft,,28-32,,
6:42.0,,,28-32,,Defensive rebound by L. James
6:35.0,,,28-34,2,L. James makes 2-pt shot from 18 ft
6:12.0,I. Canaan misses 3-pt shot from 23 ft,,28-34,,
6:11.0,Offensive rebound by N. Noel,,28-34,,
6:06.0,J. Okafor makes 2-pt shot at rim (assist by N. Noel),2,30-34,,
5:45.0,,,30-36,2,M. Dellavedova makes 2-pt shot from 16 ft
5:26.0,Turnover by K. Marshall (back court),,30-36,,
5:18.0,,,30-36,,L. James misses 2-pt shot from 22 ft
5:17.0,Defensive rebound by J. Okafor,,30-36,,
5:03.0,I. Canaan misses 2-pt shot from 2 ft (block by T. Mozgov),,30-36,,
5:03.0,Offensive rebound by Team,,30-36,,
5:03.0,T. Wroten enters the game for K. Marshall,,30-36,,
5:03.0,R. Holmes enters the game for J. Okafor,,30-36,,
4:57.0,Turnover by T. Wroten (step out of bounds),,30-36,,
4:46.0,,,30-38,2,L. James makes 2-pt shot from 6 ft
4:34.0,I. Canaan makes 3-pt shot from 23 ft (assist by T. Wroten),3,33-38,,
4:19.0,Personal foul by N. Noel (drawn by T. Thompson),,33-38,,
4:08.0,,,33-38,,L. James misses 2-pt shot from 7 ft
4:07.0,,,33-38,,Offensive rebound by T. Mozgov
4:03.0,,,33-41,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by T. Mozgov)
4:03.0,Philadelphia full timeout,,33-41,,
3:49.0,Turnover by T. Wroten (bad pass; steal by J. Smith),,33-41,,
3:45.0,,,33-41,,Shooting foul by I. Canaan (drawn by T. Thompson)
3:45.0,,,33-42,1,T. Thompson makes free throw 1 of 2
3:45.0,,,33-43,1,T. Thompson makes free throw 2 of 2
3:30.0,T. Wroten misses 2-pt shot from 1 ft,,33-43,,
3:29.0,,,33-43,,Defensive rebound by T. Thompson
3:24.0,,,33-45,2,L. James makes 2-pt shot at rim
3:08.0,Turnover by R. Holmes (lost ball; steal by L. James),,33-45,,
3:02.0,,,33-47,2,L. James makes 2-pt shot at rim (assist by J. Smith)
3:02.0,Philadelphia full timeout,,33-47,,
3:02.0,R. Covington enters the game for N. Noel,,33-47,,
3:02.0,J. Okafor enters the game for I. Canaan,,33-47,,
3:02.0,T. McConnell enters the game for H. Thompson,,33-47,,
3:02.0,J. Sampson enters the game for T. Wroten,,33-47,,
3:02.0,J. Grant enters the game for R. Holmes,,33-47,,
2:48.0,J. Sampson misses 2-pt shot from 2 ft,,33-47,,
2:47.0,Offensive rebound by J. Okafor,,33-47,,
2:47.0,J. Okafor misses 2-pt shot from 1 ft,,33-47,,
2:47.0,Offensive rebound by J. Okafor,,33-47,,
2:47.0,Shooting foul by J. Smith (drawn by J. Okafor),,33-47,,
2:47.0,J. Okafor makes free throw 1 of 2,1,34-47,,
2:47.0,J. Okafor makes free throw 2 of 2,1,35-47,,
2:44.0,Personal foul by T. McConnell (drawn by M. Dellavedova),,35-47,,
2:44.0,,,35-48,1,M. Dellavedova makes free throw 1 of 2
2:44.0,,,35-49,1,M. Dellavedova makes free throw 2 of 2
2:34.0,J. Grant misses 2-pt shot at rim,,35-49,,
2:33.0,Offensive rebound by J. Grant,,35-49,,
2:32.0,J. Grant misses 2-pt shot from 2 ft (block by M. Dellavedova),,35-49,,
2:32.0,Jump ball: M. Dellavedova vs. J. Grant,,,,Jump ball: M. Dellavedova vs. J. Grant
2:32.0,Offensive rebound by Team,,35-49,,
2:31.0,,,35-49,,Personal foul by M. Dellavedova (drawn by J. Grant)
2:16.0,Turnover by T. McConnell (bad pass; steal by L. James),,35-49,,
2:12.0,,,35-49,,Shooting foul by J. Sampson (drawn by L. James)
2:12.0,,,35-49,,L. James misses free throw 1 of 2
2:12.0,,,35-49,,Offensive rebound by Team
2:12.0,,,35-50,1,L. James makes free throw 2 of 2
1:59.0,Shooting foul by T. Mozgov (drawn by J. Okafor),,35-50,,
1:59.0,J. Okafor makes free throw 1 of 2,1,36-50,,
1:59.0,J. Okafor misses free throw 2 of 2,,36-50,,
1:58.0,,,36-50,,Defensive rebound by L. James
1:37.0,,,36-50,,T. Mozgov misses 3-pt shot from 23 ft
1:37.0,Defensive rebound by T. McConnell,,36-50,,
1:28.0,R. Covington misses 3-pt shot from 24 ft,,36-50,,
1:27.0,,,36-50,,Defensive rebound by T. Mozgov
1:22.0,,,36-52,2,L. James makes 2-pt shot at rim (assist by J. Smith)
1:00.0,J. Okafor misses 2-pt shot from 15 ft,,36-52,,
1:00.0,,,36-52,,Defensive rebound by J. Smith
0:51.0,,,36-55,3,M. Dellavedova makes 3-pt shot from 23 ft (assist by L. James)
0:45.0,J. Sampson misses 2-pt shot from 1 ft,,36-55,,
0:42.0,Offensive rebound by R. Covington,,36-55,,
0:42.0,R. Covington makes 2-pt shot at rim,2,38-55,,
0:22.0,,,38-55,,L. James misses 3-pt shot from 25 ft
0:21.0,Defensive rebound by T. McConnell,,38-55,,
0:00.0,J. Grant misses 3-pt shot from 40 ft (block by L. James),,38-55,,
0:00.0,Offensive rebound by Team,,38-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,38-55,,L. James misses 2-pt shot from 8 ft
11:45.0,Defensive rebound by N. Noel,,38-55,,
11:37.0,Shooting foul by K. Irving (drawn by K. Marshall),,38-55,,
11:37.0,K. Marshall makes free throw 1 of 2,1,39-55,,
11:37.0,K. Marshall makes free throw 2 of 2,1,40-55,,
11:18.0,,,40-55,,Shooting foul by N. Noel (drawn by K. Love)
11:18.0,,,40-56,1,K. Love makes free throw 1 of 2
11:18.0,,,40-57,1,K. Love makes free throw 2 of 2
11:04.0,K. Marshall misses 2-pt shot from 11 ft,,40-57,,
11:02.0,,,40-57,,Defensive rebound by T. Mozgov
10:57.0,,,40-59,2,K. Irving makes 2-pt shot at rim
10:49.0,R. Covington misses 3-pt shot from 24 ft,,40-59,,
10:49.0,Offensive rebound by J. Okafor,,40-59,,
10:41.0,J. Okafor misses 2-pt shot from 2 ft,,40-59,,
10:39.0,,,40-59,,Defensive rebound by T. Mozgov
10:31.0,,,40-62,3,K. Irving makes 3-pt shot from 24 ft
10:31.0,Philadelphia full timeout,,40-62,,
10:06.0,I. Canaan misses 2-pt shot from 6 ft,,40-62,,
10:04.0,,,40-62,,Defensive rebound by K. Love
9:51.0,,,40-62,,K. Irving misses 2-pt shot from 1 ft
9:49.0,Defensive rebound by K. Marshall,,40-62,,
9:41.0,R. Covington makes 3-pt shot from 28 ft (assist by K. Marshall),3,43-62,,
9:29.0,,,43-65,3,K. Love makes 3-pt shot from 26 ft (assist by K. Irving)
9:13.0,I. Canaan misses 3-pt shot from 25 ft,,43-65,,
9:12.0,,,43-65,,Defensive rebound by J. Smith
9:07.0,,,43-67,2,J. Smith makes 2-pt shot from 7 ft
8:46.0,Shooting foul by T. Mozgov (drawn by N. Noel),,43-67,,
8:46.0,N. Noel misses free throw 1 of 2,,43-67,,
8:46.0,Offensive rebound by Team,,43-67,,
8:46.0,N. Noel makes free throw 2 of 2,1,44-67,,
8:36.0,,,44-67,,Turnover by L. James (bad pass)
8:29.0,Turnover by N. Noel (lost ball; steal by K. Love),,44-67,,
8:23.0,,,44-69,2,K. Irving makes 2-pt shot at rim
8:11.0,J. Okafor misses 2-pt shot from 7 ft,,44-69,,
8:10.0,,,44-69,,Defensive rebound by T. Mozgov
8:08.0,,,44-69,,Shooting foul by I. Canaan (drawn by L. James)
8:08.0,,,44-70,1,L. James makes free throw 1 of 2
8:08.0,,,44-70,,M. Dellavedova enters the game for K. Irving
8:08.0,J. Sampson enters the game for R. Covington,,44-70,,
8:08.0,,,44-71,1,L. James makes free throw 2 of 2
7:54.0,K. Marshall makes 2-pt shot from 12 ft,2,46-71,,
7:34.0,,,46-71,,K. Love misses 3-pt shot from 25 ft
7:33.0,Defensive rebound by J. Okafor,,46-71,,
7:25.0,K. Marshall misses 2-pt shot from 16 ft,,46-71,,
7:25.0,,,46-71,,Defensive rebound by T. Mozgov
7:10.0,,,46-73,2,L. James makes 2-pt shot from 1 ft
6:47.0,N. Noel misses 2-pt shot from 9 ft,,46-73,,
6:46.0,,,46-73,,Defensive rebound by T. Mozgov
6:43.0,,,46-75,2,L. James makes 2-pt shot at rim (assist by J. Smith)
6:26.0,J. Okafor misses 2-pt shot from 6 ft,,46-75,,
6:25.0,,,46-75,,Defensive rebound by K. Love
6:18.0,,,46-75,,L. James misses 3-pt shot from 25 ft
6:17.0,Defensive rebound by N. Noel,,46-75,,
6:03.0,I. Canaan misses 3-pt shot from 24 ft,,46-75,,
6:03.0,Offensive rebound by N. Noel,,46-75,,
6:03.0,Shooting foul by K. Love (drawn by N. Noel),,46-75,,
6:03.0,N. Noel misses free throw 1 of 2,,46-75,,
6:03.0,Offensive rebound by Team,,46-75,,
6:03.0,T. Wroten enters the game for K. Marshall,,46-75,,
6:03.0,,,46-75,,I. Shumpert enters the game for J. Smith
6:03.0,,,46-75,,R. Jefferson enters the game for L. James
6:03.0,N. Noel makes free throw 2 of 2,1,47-75,,
5:53.0,Personal foul by I. Canaan (drawn by I. Shumpert),,47-75,,
5:53.0,J. Grant enters the game for N. Noel,,47-75,,
5:53.0,H. Thompson enters the game for I. Canaan,,47-75,,
5:46.0,,,47-75,,I. Shumpert misses 2-pt shot from 9 ft
5:45.0,Defensive rebound by T. Wroten,,47-75,,
5:38.0,H. Thompson misses 3-pt shot from 24 ft,,47-75,,
5:38.0,Offensive rebound by J. Sampson,,47-75,,
5:31.0,J. Grant misses 2-pt shot from 4 ft,,47-75,,
5:30.0,Offensive rebound by J. Okafor,,47-75,,
5:28.0,Shooting foul by R. Jefferson (drawn by T. Wroten),,47-75,,
5:28.0,T. Wroten makes free throw 1 of 2,1,48-75,,
5:28.0,T. Wroten makes free throw 2 of 2,1,49-75,,
5:12.0,,,49-77,2,M. Dellavedova makes 2-pt shot from 7 ft (assist by R. Jefferson)
4:56.0,T. Wroten misses 3-pt shot from 25 ft,,49-77,,
4:56.0,,,49-77,,Defensive rebound by Team
4:40.0,Personal foul by H. Thompson (drawn by K. Love),,49-77,,
4:34.0,,,49-77,,T. Mozgov misses 2-pt shot from 7 ft
4:33.0,Defensive rebound by J. Sampson,,49-77,,
4:24.0,J. Sampson makes 2-pt shot from 1 ft (assist by T. Wroten),2,51-77,,
4:12.0,,,51-77,,M. Dellavedova misses 2-pt shot from 9 ft
4:11.0,Defensive rebound by T. Wroten,,51-77,,
4:02.0,H. Thompson makes 3-pt shot from 25 ft (assist by J. Sampson),3,54-77,,
3:45.0,,,54-77,,R. Jefferson misses 3-pt shot from 24 ft
3:44.0,Defensive rebound by J. Okafor,,54-77,,
3:23.0,T. Wroten misses 3-pt shot from 24 ft,,54-77,,
3:23.0,Offensive rebound by H. Thompson,,54-77,,
3:13.0,H. Thompson makes 3-pt shot from 26 ft,3,57-77,,
3:10.0,,,57-77,,Cleveland full timeout
3:10.0,R. Holmes enters the game for J. Okafor,,57-77,,
3:10.0,,,57-77,,T. Thompson enters the game for T. Mozgov
2:56.0,Personal foul by J. Grant (drawn by K. Love),,57-77,,
2:56.0,,,57-77,,K. Love misses free throw 1 of 2
2:56.0,,,57-77,,Offensive rebound by Team
2:56.0,,,57-78,1,K. Love makes free throw 2 of 2
2:38.0,J. Grant makes 2-pt shot at rim (assist by J. Sampson),2,59-78,,
2:20.0,,,59-81,3,M. Dellavedova makes 3-pt shot from 24 ft
2:14.0,Turnover by T. Wroten (lost ball),,59-81,,
1:52.0,,,59-84,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by T. Thompson)
1:38.0,Turnover by J. Sampson (lost ball; steal by M. Dellavedova),,59-84,,
1:30.0,,,59-86,2,M. Dellavedova makes 2-pt shot from 1 ft
1:16.0,T. Wroten misses 3-pt shot from 25 ft,,59-86,,
1:16.0,,,59-86,,Defensive rebound by T. Thompson
1:01.0,,,59-86,,T. Thompson misses 2-pt shot from 12 ft
1:00.0,Defensive rebound by J. Sampson,,59-86,,
0:51.0,T. Wroten misses 2-pt shot from 6 ft (block by M. Dellavedova),,59-86,,
0:49.0,,,59-86,,Defensive rebound by I. Shumpert
0:41.0,,,59-86,,Shooting foul by R. Holmes (drawn by K. Love)
0:41.0,,,59-86,,Technical foul by Team
0:41.0,R. Holmes makes technical free throw,1,60-86,,
0:41.0,,,60-87,1,K. Love makes free throw 1 of 2
0:41.0,,,60-87,,J. Cunningham enters the game for M. Dellavedova
0:41.0,I. Canaan enters the game for J. Sampson,,60-87,,
0:41.0,,,60-88,1,K. Love makes free throw 2 of 2
0:17.0,R. Holmes misses 3-pt shot from 24 ft,,60-88,,
0:17.0,Offensive rebound by Team,,60-88,,
0:17.0,Turnover by Team (shot clock),,60-88,,
0:00.0,,,60-88,,J. Cunningham misses 3-pt shot from 24 ft
0:00.0,,,60-88,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,H. Thompson misses 2-pt shot from 21 ft,,60-88,,
11:42.0,,,60-88,,Defensive rebound by T. Thompson
11:31.0,,,60-88,,I. Shumpert misses 2-pt shot from 17 ft
11:31.0,Defensive rebound by N. Noel,,60-88,,
11:18.0,T. McConnell misses 2-pt shot from 9 ft,,60-88,,
11:18.0,Offensive rebound by N. Stauskas,,60-88,,
11:11.0,Turnover by T. McConnell (bad pass; steal by I. Shumpert),,60-88,,
10:59.0,,,60-90,2,I. Shumpert makes 2-pt shot from 12 ft
10:40.0,N. Noel misses 2-pt shot from 7 ft,,60-90,,
10:40.0,,,60-90,,Defensive rebound by J. Jones
10:29.0,,,60-92,2,J. Jones makes 2-pt shot from 23 ft (assist by I. Shumpert)
10:29.0,Philadelphia full timeout,,60-92,,
10:29.0,J. Sampson enters the game for R. Holmes,,60-92,,
10:29.0,,,60-92,,K. Irving enters the game for I. Shumpert
10:16.0,J. Sampson makes 2-pt shot at rim (assist by T. McConnell),2,62-92,,
9:59.0,,,62-92,,J. Jones misses 3-pt shot from 24 ft
9:58.0,,,62-92,,Offensive rebound by T. Thompson
9:38.0,,,62-92,,K. Irving misses 2-pt shot from 16 ft
9:38.0,Defensive rebound by Team,,62-92,,
9:38.0,,,62-92,,Loose ball foul by T. Thompson (drawn by T. McConnell)
9:31.0,Turnover by T. McConnell (bad pass; steal by K. Irving),,62-92,,
9:23.0,,,62-95,3,R. Jefferson makes 3-pt shot from 22 ft (assist by K. Irving)
8:56.0,N. Noel makes 2-pt shot from 14 ft,2,64-95,,
8:36.0,,,64-95,,Turnover by K. Irving (bad pass; steal by N. Stauskas)
8:25.0,H. Thompson misses 2-pt shot from 2 ft,,64-95,,
8:25.0,,,64-95,,Defensive rebound by Team
8:09.0,,,64-98,3,K. Irving makes 3-pt shot from 27 ft
8:08.0,Philadelphia full timeout,,64-98,,
8:08.0,,,64-98,,A. Varejao enters the game for T. Thompson
8:08.0,R. Covington enters the game for H. Thompson,,64-98,,
7:59.0,Shooting foul by A. Varejao (drawn by N. Noel),,64-98,,
7:59.0,N. Noel makes free throw 1 of 2,1,65-98,,
7:59.0,N. Noel misses free throw 2 of 2,,65-98,,
7:58.0,,,65-98,,Defensive rebound by J. Jones
7:37.0,,,65-100,2,J. Cunningham makes 2-pt shot at rim (assist by K. Irving)
7:26.0,N. Noel misses 2-pt shot from 18 ft,,65-100,,
7:25.0,,,65-100,,Defensive rebound by R. Jefferson
7:12.0,,,65-100,,R. Jefferson misses 3-pt shot from 24 ft
7:12.0,Defensive rebound by T. McConnell,,65-100,,
7:07.0,R. Covington misses 3-pt shot from 25 ft,,65-100,,
7:06.0,Offensive rebound by T. McConnell,,65-100,,
7:04.0,T. McConnell makes 2-pt shot from 12 ft,2,67-100,,
7:04.0,,,67-100,,Loose ball foul by J. Jones (drawn by N. Noel)
7:04.0,N. Noel misses free throw 1 of 1,,67-100,,
7:03.0,,,67-100,,Defensive rebound by J. Jones
6:40.0,,,67-100,,Turnover by Team (shot clock)
6:28.0,R. Covington misses 3-pt shot from 26 ft,,67-100,,
6:27.0,,,67-100,,Defensive rebound by J. Cunningham
6:13.0,,,67-100,,J. Cunningham misses 3-pt shot from 26 ft
6:13.0,,,67-100,,Offensive rebound by A. Varejao
6:06.0,,,67-100,,J. Jones misses 2-pt shot from 20 ft
6:06.0,Defensive rebound by J. Sampson,,67-100,,
5:56.0,Turnover by N. Stauskas (lost ball),,67-100,,
5:56.0,,,67-100,,S. Kaun enters the game for K. Irving
