time,Toronto,pts.away,score,pts.home,Washington
3:09.0,,,10-17,,R. Sessions misses 3-pt shot from 24 ft
3:07.0,Defensive rebound by P. Patterson,,10-17,,
2:53.0,Toronto full timeout,,10-17,,
2:53.0,T. Ross enters the game for D. DeRozan,,10-17,,
2:47.0,K. Lowry makes 3-pt shot from 24 ft (assist by C. Joseph),3,13-17,,
2:28.0,,,13-17,,R. Sessions misses 2-pt shot from 7 ft
2:27.0,Defensive rebound by B. Biyombo,,13-17,,
2:13.0,K. Lowry misses 3-pt shot from 24 ft,,13-17,,
2:12.0,,,13-17,,Defensive rebound by B. Beal
2:03.0,,,13-17,,O. Porter misses 2-pt shot from 18 ft
2:02.0,Defensive rebound by B. Biyombo,,13-17,,
1:44.0,Turnover by K. Lowry (bad pass; steal by O. Porter),,13-17,,
1:35.0,,,13-17,,G. Temple misses 3-pt shot from 24 ft
1:34.0,Defensive rebound by P. Patterson,,13-17,,
1:19.0,C. Joseph makes 3-pt shot from 24 ft (assist by K. Lowry),3,16-17,,
1:13.0,,,16-17,,Shooting foul by K. Lowry (drawn by B. Beal)
1:13.0,,,16-18,1,B. Beal makes free throw 1 of 2
1:13.0,,,16-18,,K. Humphries enters the game for M. Gortat
1:13.0,D. DeRozan enters the game for K. Lowry,,16-18,,
1:13.0,L. Scola enters the game for B. Biyombo,,16-18,,
1:13.0,,,16-19,1,B. Beal makes free throw 2 of 2
1:05.0,Turnover by T. Ross (traveling),,16-19,,
0:50.0,,,16-22,3,O. Porter makes 3-pt shot from 24 ft (assist by R. Sessions)
0:35.0,T. Ross misses 3-pt shot from 24 ft,,16-22,,
0:33.0,,,16-22,,Defensive rebound by G. Temple
0:28.0,,,16-22,,R. Sessions misses 2-pt shot from 1 ft
0:27.0,Defensive rebound by Team,,16-22,,
0:27.0,,,16-22,,Loose ball foul by R. Sessions (drawn by P. Patterson)
0:05.0,C. Joseph misses 2-pt shot from 8 ft,,16-22,,
0:04.0,,,16-22,,Defensive rebound by K. Humphries
0:00.0,,,16-22,,Shooting foul by D. DeRozan (drawn by G. Temple)
0:00.0,,,16-22,,G. Temple misses free throw 1 of 2
0:00.0,,,16-22,,Offensive rebound by Team
0:00.0,,,16-23,1,G. Temple makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,Turnover by D. DeRozan (lost ball; steal by G. Temple),,16-23,,
11:37.0,,,16-23,,G. Temple misses 2-pt shot from 4 ft
11:33.0,Defensive rebound by L. Scola,,16-23,,
11:19.0,D. DeRozan misses 3-pt shot from 24 ft,,16-23,,
11:18.0,,,16-23,,Defensive rebound by J. Wall
11:09.0,,,16-23,,J. Wall misses 2-pt shot from 18 ft
11:08.0,,,16-23,,Offensive rebound by K. Humphries
11:07.0,Violation by T. Ross (kicked ball),,16-23,,
10:59.0,,,16-23,,J. Wall misses 2-pt shot from 10 ft
10:58.0,Defensive rebound by P. Patterson,,16-23,,
10:38.0,Turnover by C. Joseph (lost ball),,16-23,,
10:15.0,,,16-23,,G. Temple misses 3-pt shot from 24 ft
10:13.0,Defensive rebound by P. Patterson,,16-23,,
9:53.0,T. Ross makes 2-pt shot from 12 ft,2,18-23,,
9:45.0,,,18-23,,Shooting foul by T. Ross (drawn by R. Sessions)
9:45.0,,,18-23,,R. Sessions misses free throw 1 of 2
9:45.0,,,18-23,,Offensive rebound by Team
9:45.0,,,18-24,1,R. Sessions makes free throw 2 of 2
9:31.0,P. Patterson makes 3-pt shot from 25 ft (assist by T. Ross),3,21-24,,
9:20.0,Personal foul by L. Scola (drawn by K. Humphries),,21-24,,
9:11.0,,,21-26,2,J. Wall makes 2-pt shot from 19 ft (assist by K. Humphries)
8:46.0,C. Joseph makes 2-pt shot from 9 ft,2,23-26,,
8:35.0,,,23-26,,J. Wall misses 2-pt shot from 2 ft (block by C. Joseph)
8:33.0,,,23-26,,Offensive rebound by J. Wall
8:29.0,,,23-28,2,J. Wall makes 2-pt shot at rim
8:14.0,D. DeRozan misses 2-pt shot from 5 ft (block by G. Temple),,23-28,,
8:11.0,,,23-28,,Defensive rebound by K. Humphries
8:01.0,,,23-30,2,J. Wall makes 2-pt shot from 18 ft
7:53.0,Toronto full timeout,,23-30,,
7:53.0,,,23-30,,M. Gortat enters the game for K. Humphries
7:53.0,D. Carroll enters the game for L. Scola,,23-30,,
7:53.0,B. Biyombo enters the game for P. Patterson,,23-30,,
7:53.0,,,23-30,,B. Beal enters the game for R. Sessions
7:42.0,Turnover by D. DeRozan (lost ball; steal by G. Temple),,23-30,,
7:32.0,,,23-30,,M. Gortat misses 2-pt shot from 6 ft
7:32.0,,,23-30,,Offensive rebound by Team
7:26.0,,,23-30,,J. Dudley misses 2-pt shot from 21 ft
7:24.0,Defensive rebound by B. Biyombo,,23-30,,
7:14.0,Turnover by T. Ross (lost ball; steal by B. Beal),,23-30,,
7:06.0,,,23-30,,G. Temple misses 3-pt shot from 24 ft
7:04.0,Defensive rebound by T. Ross,,23-30,,
6:44.0,C. Joseph makes 2-pt shot from 19 ft,2,25-30,,
6:28.0,,,25-30,,J. Wall misses 2-pt shot from 16 ft
6:27.0,Defensive rebound by B. Biyombo,,25-30,,
6:17.0,T. Ross misses 2-pt shot from 16 ft,,25-30,,
6:15.0,,,25-30,,Defensive rebound by B. Beal
6:09.0,,,25-30,,Shooting foul by T. Ross (drawn by B. Beal)
6:09.0,,,25-31,1,B. Beal makes free throw 1 of 2
6:09.0,K. Lowry enters the game for C. Joseph,,25-31,,
6:09.0,J. Johnson enters the game for T. Ross,,25-31,,
6:09.0,,,25-31,,O. Porter enters the game for G. Temple
6:09.0,,,25-32,1,B. Beal makes free throw 2 of 2
5:46.0,J. Johnson makes 2-pt shot from 5 ft (assist by K. Lowry),2,27-32,,
5:34.0,,,27-32,,O. Porter misses 2-pt shot from 5 ft (block by B. Biyombo)
5:34.0,,,27-32,,Offensive rebound by Team
5:34.0,Official timeout,,27-32,,
5:34.0,C. Joseph enters the game for D. DeRozan,,27-32,,
5:24.0,,,27-32,,J. Wall misses 2-pt shot from 11 ft (block by K. Lowry)
5:24.0,,,27-32,,Offensive rebound by Team
5:21.0,,,27-34,2,B. Beal makes 2-pt shot from 11 ft (assist by O. Porter)
5:08.0,K. Lowry makes 3-pt shot from 24 ft (assist by J. Johnson),3,30-34,,
4:54.0,,,30-36,2,M. Gortat makes 2-pt shot from 10 ft
4:33.0,Offensive charge foul by B. Biyombo,,30-36,,
4:33.0,Turnover by B. Biyombo (offensive foul),,30-36,,
4:19.0,,,30-36,,O. Porter misses 2-pt shot from 9 ft
4:19.0,,,30-36,,Offensive rebound by O. Porter
4:19.0,,,30-36,,Shooting foul by D. Carroll (drawn by O. Porter)
4:19.0,,,30-37,1,O. Porter makes free throw 1 of 2
4:19.0,,,30-38,1,O. Porter makes free throw 2 of 2
4:01.0,J. Johnson makes 2-pt shot at rim (assist by C. Joseph),2,32-38,,
3:57.0,,,32-38,,Washington full timeout
3:44.0,Personal foul by B. Biyombo (drawn by O. Porter),,32-38,,
3:44.0,,,32-39,1,O. Porter makes free throw 1 of 2
3:44.0,,,32-40,1,O. Porter makes free throw 2 of 2
3:28.0,D. Carroll misses 2-pt shot from 7 ft,,32-40,,
3:27.0,Offensive rebound by J. Johnson,,32-40,,
3:25.0,Turnover by B. Biyombo (bad pass; steal by J. Wall),,32-40,,
3:05.0,,,32-40,,Turnover by J. Wall (lost ball; steal by B. Biyombo)
2:56.0,,,32-40,,Personal foul by M. Gortat (drawn by J. Johnson)
2:56.0,,,32-40,,K. Humphries enters the game for M. Gortat
2:48.0,J. Johnson misses 2-pt shot from 3 ft,,32-40,,
2:46.0,,,32-40,,Defensive rebound by K. Humphries
2:28.0,,,32-42,2,J. Dudley makes 2-pt shot from 19 ft (assist by J. Wall)
2:11.0,D. Carroll misses 3-pt shot from 24 ft,,32-42,,
2:09.0,,,32-42,,Defensive rebound by B. Beal
2:03.0,,,32-42,,Turnover by B. Beal (bad pass; steal by J. Johnson)
2:03.0,,,32-42,,Personal foul by J. Dudley (drawn by J. Johnson)
2:03.0,D. DeRozan enters the game for D. Carroll,,32-42,,
1:42.0,D. DeRozan makes 2-pt shot from 17 ft,2,34-42,,
1:22.0,,,34-42,,K. Humphries misses 2-pt shot from 17 ft
1:20.0,,,34-42,,Offensive rebound by J. Dudley
1:19.0,,,34-42,,Washington full timeout
1:19.0,,,34-42,,K. Oubre enters the game for J. Dudley
1:19.0,D. Carroll enters the game for J. Johnson,,34-42,,
1:13.0,,,34-42,,Turnover by O. Porter (traveling)
1:04.0,K. Lowry makes 2-pt shot at rim,2,36-42,,
0:57.0,,,36-42,,Turnover by O. Porter (lost ball; steal by C. Joseph)
0:52.0,Shooting foul by K. Oubre (drawn by K. Lowry),,36-42,,
0:52.0,K. Lowry makes free throw 1 of 2,1,37-42,,
0:52.0,K. Lowry makes free throw 2 of 2,1,38-42,,
0:29.0,,,38-42,,K. Oubre misses 2-pt shot from 1 ft (block by B. Biyombo)
0:27.0,Defensive rebound by K. Lowry,,38-42,,
0:25.0,Shooting foul by J. Wall (drawn by D. DeRozan),,38-42,,
0:25.0,D. DeRozan misses free throw 1 of 2,,38-42,,
0:25.0,Offensive rebound by Team,,38-42,,
0:25.0,P. Patterson enters the game for D. Carroll,,38-42,,
0:25.0,D. DeRozan makes free throw 2 of 2,1,39-42,,
0:02.0,,,39-45,3,O. Porter makes 3-pt shot from 24 ft (assist by J. Wall)
0:01.0,K. Lowry misses 3-pt shot from 40 ft,,39-45,,
0:00.0,Offensive rebound by Team,,39-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,D. DeRozan misses 2-pt shot from 16 ft,,39-45,,
11:46.0,,,39-45,,Defensive rebound by B. Beal
11:41.0,,,39-45,,M. Gortat misses 2-pt shot from 1 ft
11:39.0,Defensive rebound by B. Biyombo,,39-45,,
11:33.0,K. Lowry makes 2-pt shot from 20 ft,2,41-45,,
11:20.0,,,41-45,,Turnover by J. Wall (bad pass; steal by D. Carroll)
10:59.0,D. Carroll misses 3-pt shot from 26 ft,,41-45,,
10:57.0,,,41-45,,Defensive rebound by Team
10:45.0,,,41-48,3,J. Wall makes 3-pt shot from 24 ft (assist by B. Beal)
10:32.0,Offensive charge foul by L. Scola,,41-48,,
10:32.0,Turnover by L. Scola (offensive foul),,41-48,,
10:07.0,,,41-48,,J. Wall misses 3-pt shot from 25 ft
10:06.0,Defensive rebound by D. Carroll,,41-48,,
9:48.0,Shooting foul by B. Beal (drawn by D. Carroll),,41-48,,
9:48.0,D. Carroll makes free throw 1 of 2,1,42-48,,
9:48.0,D. Carroll makes free throw 2 of 2,1,43-48,,
9:44.0,,,43-48,,Offensive foul by B. Beal
9:44.0,,,43-48,,Turnover by B. Beal (offensive foul)
9:34.0,D. DeRozan makes 2-pt shot from 17 ft (assist by K. Lowry),2,45-48,,
9:29.0,,,45-48,,Offensive foul by M. Gortat
9:29.0,,,45-48,,Turnover by M. Gortat (offensive foul)
9:19.0,Turnover by D. DeRozan (bad pass; steal by J. Wall),,45-48,,
9:14.0,,,45-48,,J. Wall misses 2-pt shot from 1 ft
9:11.0,Defensive rebound by D. Carroll,,45-48,,
9:06.0,D. Carroll makes 2-pt shot from 1 ft,2,47-48,,
8:45.0,,,47-51,3,O. Porter makes 3-pt shot from 23 ft (assist by J. Dudley)
8:34.0,K. Lowry misses 3-pt shot from 25 ft,,47-51,,
8:33.0,,,47-51,,Defensive rebound by M. Gortat
8:22.0,,,47-51,,J. Wall misses 2-pt shot from 1 ft (block by B. Biyombo)
8:22.0,,,47-51,,Offensive rebound by Team
8:11.0,,,47-53,2,B. Beal makes 2-pt shot from 17 ft (assist by J. Wall)
7:45.0,K. Lowry makes 3-pt shot from 24 ft (assist by B. Biyombo),3,50-53,,
7:32.0,,,50-53,,Shooting foul by D. Carroll (drawn by J. Wall)
7:32.0,,,50-54,1,J. Wall makes free throw 1 of 2
7:32.0,P. Patterson enters the game for L. Scola,,50-54,,
7:32.0,,,50-54,,J. Wall misses free throw 2 of 2
7:30.0,Defensive rebound by B. Biyombo,,50-54,,
7:18.0,D. DeRozan misses 2-pt shot from 22 ft,,50-54,,
7:16.0,Offensive rebound by D. Carroll,,50-54,,
7:12.0,K. Lowry misses 3-pt shot from 26 ft,,50-54,,
7:10.0,,,50-54,,Defensive rebound by J. Dudley
7:05.0,Personal foul by K. Lowry (drawn by J. Dudley),,50-54,,
7:00.0,,,50-54,,Shooting foul by K. Lowry (drawn by B. Beal)
7:00.0,,,50-55,1,B. Beal makes free throw 1 of 2
7:00.0,C. Joseph enters the game for K. Lowry,,50-55,,
7:00.0,,,50-56,1,B. Beal makes free throw 2 of 2
6:45.0,Turnover by D. Carroll (lost ball; steal by B. Beal),,50-56,,
6:26.0,,,50-56,,O. Porter misses 2-pt shot from 11 ft
6:25.0,Defensive rebound by P. Patterson,,50-56,,
6:13.0,P. Patterson makes 3-pt shot from 22 ft (assist by D. DeRozan),3,53-56,,
5:55.0,,,53-56,,J. Wall misses 3-pt shot from 25 ft
5:54.0,Defensive rebound by P. Patterson,,53-56,,
5:46.0,D. Carroll misses 2-pt shot from 9 ft,,53-56,,
5:44.0,,,53-56,,Defensive rebound by O. Porter
5:23.0,,,53-56,,O. Porter misses 3-pt shot from 24 ft
5:22.0,Defensive rebound by P. Patterson,,53-56,,
5:06.0,D. DeRozan misses 2-pt shot from 12 ft,,53-56,,
5:04.0,,,53-56,,Defensive rebound by O. Porter
4:55.0,,,53-58,2,M. Gortat makes 2-pt shot from 2 ft
4:55.0,,,53-58,,Shooting foul by D. DeRozan (drawn by M. Gortat)
4:55.0,,,53-58,,Washington full timeout
4:55.0,,,53-58,,R. Sessions enters the game for J. Wall
4:55.0,T. Ross enters the game for D. Carroll,,53-58,,
4:55.0,,,53-58,,M. Gortat misses free throw 1 of 1
4:53.0,Defensive rebound by B. Biyombo,,53-58,,
4:38.0,D. DeRozan misses 2-pt shot from 18 ft,,53-58,,
4:37.0,,,53-58,,Defensive rebound by R. Sessions
4:18.0,,,53-61,3,J. Dudley makes 3-pt shot from 24 ft (assist by B. Beal)
4:00.0,D. DeRozan misses 2-pt shot from 3 ft,,53-61,,
3:59.0,,,53-61,,Defensive rebound by O. Porter
3:36.0,,,53-61,,J. Dudley misses 2-pt shot from 7 ft
3:35.0,Defensive rebound by B. Biyombo,,53-61,,
3:20.0,C. Joseph makes 2-pt shot from 19 ft,2,55-61,,
3:08.0,,,55-61,,Turnover by B. Beal (bad pass; steal by P. Patterson)
3:05.0,,,55-61,,Clear path foul by R. Sessions
3:05.0,T. Ross makes clear path free throw 1 of 2,1,56-61,,
3:05.0,T. Ross makes clear path free throw 2 of 2,1,57-61,,
2:53.0,P. Patterson misses 3-pt shot from 24 ft,,57-61,,
2:53.0,,,57-61,,Defensive rebound by Team
2:53.0,Toronto full timeout,,57-61,,
2:36.0,,,57-63,2,M. Gortat makes 2-pt shot from 9 ft
2:18.0,B. Biyombo misses 2-pt shot from 3 ft,,57-63,,
2:17.0,,,57-63,,Defensive rebound by R. Sessions
2:10.0,,,57-63,,J. Dudley misses 3-pt shot from 25 ft
2:09.0,Defensive rebound by B. Biyombo,,57-63,,
1:44.0,D. DeRozan makes 3-pt shot from 24 ft (assist by C. Joseph),3,60-63,,
1:24.0,,,60-63,,O. Porter misses 2-pt shot from 13 ft
1:23.0,Defensive rebound by B. Biyombo,,60-63,,
1:13.0,T. Ross misses 3-pt shot from 24 ft,,60-63,,
1:12.0,,,60-63,,Defensive rebound by J. Dudley
1:04.0,,,60-63,,Shooting foul by B. Biyombo (drawn by R. Sessions)
1:04.0,,,60-64,1,R. Sessions makes free throw 1 of 2
1:04.0,,,60-64,,G. Temple enters the game for J. Dudley
1:04.0,,,60-65,1,R. Sessions makes free throw 2 of 2
0:43.0,P. Patterson misses 2-pt shot from 14 ft,,60-65,,
0:42.0,,,60-65,,Defensive rebound by G. Temple
0:32.0,,,60-68,3,B. Beal makes 3-pt shot from 24 ft (assist by M. Gortat)
0:14.0,D. DeRozan makes 2-pt shot from 16 ft,2,62-68,,
0:01.0,,,62-68,,B. Beal misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by T. Ross,,62-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,62-68,,G. Temple misses 2-pt shot from 2 ft
11:42.0,Defensive rebound by L. Scola,,62-68,,
11:33.0,,,62-68,,Personal foul by J. Wall (drawn by C. Joseph)
11:33.0,,,62-68,,K. Humphries enters the game for M. Gortat
11:19.0,Turnover by K. Lowry (step out of bounds),,62-68,,
11:04.0,,,62-68,,J. Wall misses 2-pt shot from 17 ft
11:02.0,Defensive rebound by P. Patterson,,62-68,,
10:48.0,Shooting foul by O. Porter (drawn by P. Patterson),,62-68,,
10:48.0,P. Patterson misses free throw 1 of 2,,62-68,,
10:48.0,Offensive rebound by Team,,62-68,,
10:48.0,P. Patterson makes free throw 2 of 2,1,63-68,,
10:34.0,,,63-68,,Turnover by K. Humphries (offensive goaltending)
10:21.0,L. Scola makes 2-pt shot from 6 ft (assist by C. Joseph),2,65-68,,
10:07.0,,,65-70,2,J. Wall makes 2-pt shot from 2 ft (assist by R. Sessions)
9:46.0,L. Scola makes 2-pt shot from 1 ft (assist by C. Joseph),2,67-70,,
9:28.0,,,67-70,,J. Wall misses 2-pt shot from 15 ft
9:27.0,Defensive rebound by K. Lowry,,67-70,,
9:27.0,,,67-70,,Personal foul by G. Temple (drawn by K. Lowry)
9:11.0,K. Lowry makes 3-pt shot from 25 ft (assist by P. Patterson),3,70-70,,
8:57.0,,,70-70,,Turnover by O. Porter (bad pass; steal by K. Lowry)
8:51.0,Turnover by C. Joseph (lost ball; steal by G. Temple),,70-70,,
8:51.0,Personal foul by C. Joseph (drawn by K. Humphries),,70-70,,
8:51.0,Official timeout,,70-70,,
8:51.0,,,70-70,,B. Beal enters the game for O. Porter
8:36.0,,,70-72,2,K. Humphries makes 2-pt shot at rim (assist by G. Temple)
8:13.0,K. Lowry misses 2-pt shot from 1 ft,,70-72,,
8:11.0,,,70-72,,Defensive rebound by B. Beal
7:58.0,,,70-74,2,K. Humphries makes 2-pt shot from 15 ft (assist by B. Beal)
7:42.0,L. Scola misses 2-pt shot from 16 ft,,70-74,,
7:40.0,,,70-74,,Defensive rebound by K. Humphries
7:33.0,,,70-74,,Shooting foul by L. Scola (drawn by J. Wall)
7:33.0,,,70-75,1,J. Wall makes free throw 1 of 2
7:33.0,D. DeRozan enters the game for P. Patterson,,70-75,,
7:33.0,,,70-76,1,J. Wall makes free throw 2 of 2
7:08.0,K. Lowry misses 2-pt shot from 22 ft,,70-76,,
7:07.0,,,70-76,,Defensive rebound by R. Sessions
7:01.0,,,70-76,,J. Wall misses 2-pt shot from 4 ft (block by T. Ross)
7:00.0,,,70-76,,Offensive rebound by Team
6:44.0,,,70-76,,G. Temple misses 3-pt shot from 25 ft
6:43.0,Defensive rebound by L. Scola,,70-76,,
6:20.0,K. Lowry misses 2-pt shot from 3 ft (block by K. Humphries),,70-76,,
6:19.0,,,70-76,,Defensive rebound by R. Sessions
6:04.0,Jump ball: K. Humphries vs. L. Scola (B. Beal gains possession),,,,Jump ball: K. Humphries vs. L. Scola (B. Beal gains possession)
5:50.0,,,70-76,,Turnover by J. Wall (bad pass; steal by T. Ross)
5:44.0,Turnover by T. Ross (lost ball),,70-76,,
5:44.0,,,70-76,,Washington full timeout
5:44.0,D. Carroll enters the game for T. Ross,,70-76,,
5:44.0,,,70-76,,M. Gortat enters the game for K. Humphries
5:30.0,,,70-76,,Turnover by M. Gortat (lost ball)
5:30.0,,,70-76,,O. Porter enters the game for G. Temple
5:09.0,D. DeRozan makes 2-pt shot from 15 ft,2,72-76,,
4:56.0,,,72-76,,R. Sessions misses 2-pt shot from 12 ft
4:54.0,,,72-76,,Offensive rebound by M. Gortat
4:51.0,,,72-78,2,M. Gortat makes 2-pt shot at rim
4:38.0,D. DeRozan misses 2-pt shot from 18 ft,,72-78,,
4:36.0,,,72-78,,Defensive rebound by M. Gortat
4:24.0,,,72-80,2,J. Wall makes 2-pt shot from 8 ft
4:04.0,Turnover by C. Joseph (lost ball; steal by J. Wall),,72-80,,
4:04.0,,,72-80,,Washington full timeout
4:04.0,B. Biyombo enters the game for L. Scola,,72-80,,
3:47.0,,,72-80,,J. Wall misses 2-pt shot from 17 ft
3:45.0,Defensive rebound by B. Biyombo,,72-80,,
3:29.0,K. Lowry makes 2-pt shot from 10 ft (assist by C. Joseph),2,74-80,,
3:16.0,,,74-80,,B. Beal misses 2-pt shot from 19 ft
3:15.0,,,74-80,,Offensive rebound by M. Gortat
3:10.0,,,74-80,,M. Gortat misses 2-pt shot from 2 ft
3:08.0,Defensive rebound by D. DeRozan,,74-80,,
3:03.0,D. DeRozan makes 2-pt shot from 4 ft,2,76-80,,
2:40.0,,,76-80,,R. Sessions misses 3-pt shot from 24 ft
2:39.0,,,76-80,,Offensive rebound by O. Porter
2:39.0,,,76-80,,Turnover by Team (shot clock)
2:39.0,Toronto full timeout,,76-80,,
2:28.0,C. Joseph misses 2-pt shot from 16 ft,,76-80,,
2:27.0,Offensive rebound by B. Biyombo,,76-80,,
2:16.0,Turnover by D. DeRozan (bad pass),,76-80,,
1:58.0,,,76-80,,B. Beal misses 2-pt shot from 17 ft
1:57.0,Defensive rebound by K. Lowry,,76-80,,
1:51.0,D. DeRozan misses 2-pt shot from 9 ft (block by M. Gortat),,76-80,,
1:47.0,,,76-80,,Defensive rebound by R. Sessions
1:26.0,,,76-80,,R. Sessions misses 3-pt shot from 25 ft
1:26.0,Defensive rebound by D. Carroll,,76-80,,
1:19.0,K. Lowry makes 3-pt shot from 24 ft (assist by D. DeRozan),3,79-80,,
1:05.0,,,79-80,,Turnover by B. Beal (lost ball; steal by K. Lowry)
1:01.0,Turnover by K. Lowry (lost ball),,79-80,,
0:45.0,,,79-80,,R. Sessions misses 2-pt shot from 3 ft
0:44.0,,,79-80,,Offensive rebound by M. Gortat
0:43.0,,,79-80,,M. Gortat misses 2-pt shot from 2 ft
0:43.0,Defensive rebound by B. Biyombo,,79-80,,
0:43.0,Toronto full timeout,,79-80,,
0:36.0,D. DeRozan misses 2-pt shot from 15 ft,,79-80,,
0:35.0,Offensive rebound by K. Lowry,,79-80,,
0:16.0,K. Lowry misses 3-pt shot from 25 ft,,79-80,,
0:13.0,,,79-80,,Defensive rebound by R. Sessions
0:12.0,Personal take foul by B. Biyombo (drawn by R. Sessions),,79-80,,
