time,Indiana,pts.away,score,pts.home,Boston
4:29.0,Personal foul by P. George (drawn by M. Smart),,90-88,,
4:22.0,,,90-88,,Offensive foul by J. Crowder
4:22.0,,,90-88,,Turnover by J. Crowder (offensive foul)
3:59.0,P. George misses 2-pt shot from 4 ft,,90-88,,
3:58.0,,,90-88,,Defensive rebound by A. Johnson
3:48.0,,,90-88,,M. Smart misses 3-pt shot from 25 ft
3:47.0,Defensive rebound by M. Ellis,,90-88,,
3:34.0,J. Hill misses 2-pt shot from 14 ft,,90-88,,
3:33.0,,,90-88,,Defensive rebound by Team
3:33.0,Loose ball foul by P. George (drawn by A. Johnson),,90-88,,
3:33.0,,,90-89,1,A. Johnson makes free throw 1 of 2
3:33.0,Indiana full timeout,,90-89,,
3:33.0,I. Mahinmi enters the game for J. Hill,,90-89,,
3:33.0,,,90-89,,A. Johnson misses free throw 2 of 2
3:33.0,Defensive rebound by P. George,,90-89,,
3:16.0,P. George makes 2-pt shot from 7 ft (assist by C. Miles),2,92-89,,
2:59.0,,,92-89,,Turnover by I. Thomas (bad pass; steal by I. Mahinmi)
2:45.0,,,92-89,,Personal foul by I. Thomas (drawn by P. George)
2:34.0,Turnover by M. Ellis (bad pass; steal by J. Crowder),,92-89,,
2:31.0,,,92-91,2,J. Crowder makes 2-pt shot at rim
2:14.0,M. Ellis makes 2-pt shot from 2 ft,2,94-91,,
2:03.0,,,94-91,,J. Crowder misses 3-pt shot from 25 ft
2:02.0,Defensive rebound by I. Mahinmi,,94-91,,
1:48.0,Turnover by M. Ellis (bad pass; steal by A. Johnson),,94-91,,
1:46.0,,,94-93,2,A. Johnson makes 2-pt shot at rim
1:35.0,Turnover by I. Mahinmi (bad pass; steal by M. Smart),,94-93,,
1:32.0,,,94-95,2,M. Smart makes 2-pt shot at rim
1:32.0,Indiana full timeout,,94-95,,
1:22.0,M. Ellis misses 2-pt shot from 18 ft,,94-95,,
1:20.0,,,94-95,,Defensive rebound by A. Johnson
1:10.0,,,94-95,,Boston full timeout
1:09.0,,,94-95,,Turnover by M. Smart (bad pass; steal by P. George)
1:01.0,Turnover by P. George (lost ball; steal by J. Crowder),,94-95,,
0:58.0,,,94-97,2,J. Crowder makes 2-pt shot from 1 ft
0:58.0,Indiana full timeout,,94-97,,
0:58.0,J. Hill enters the game for I. Mahinmi,,94-97,,
0:51.0,P. George misses 3-pt shot from 24 ft,,94-97,,
0:49.0,,,94-97,,Defensive rebound by M. Smart
0:31.0,,,94-99,2,I. Thomas makes 2-pt shot from 2 ft (assist by A. Johnson)
0:31.0,Indiana full timeout,,94-99,,
0:29.0,C. Miles misses 3-pt shot from 24 ft,,94-99,,
0:28.0,,,94-99,,Defensive rebound by I. Thomas
0:25.0,Personal take foul by C. Miles (drawn by I. Thomas),,94-99,,
0:25.0,,,94-100,1,I. Thomas makes free throw 1 of 2
0:25.0,,,94-101,1,I. Thomas makes free throw 2 of 2
0:13.0,J. Hill misses 2-pt shot from 8 ft,,94-101,,
0:12.0,,,94-101,,Defensive rebound by I. Thomas
0:12.0,Personal take foul by C. Miles (drawn by I. Thomas),,94-101,,
0:12.0,,,94-102,1,I. Thomas makes free throw 1 of 2
0:12.0,,,94-103,1,I. Thomas makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
