time,Washington,pts.away,score,pts.home,Cleveland
2:53.0,Turnover by M. Gortat (traveling),,14-23,,
2:53.0,,,14-23,,Cleveland full timeout
2:53.0,G. Temple enters the game for O. Porter,,14-23,,
2:53.0,,,14-23,,M. Dellavedova enters the game for K. Irving
2:41.0,,,14-23,,R. Jefferson misses 2-pt shot from 2 ft (block by G. Temple)
2:40.0,Defensive rebound by R. Sessions,,14-23,,
2:35.0,M. Gortat misses 2-pt shot from 2 ft,,14-23,,
2:34.0,,,14-23,,Defensive rebound by L. James
2:27.0,,,14-23,,J. Smith misses 3-pt shot from 25 ft
2:26.0,Defensive rebound by M. Gortat,,14-23,,
2:24.0,Turnover by M. Gortat (lost ball; steal by L. James),,14-23,,
2:19.0,,,14-23,,L. James misses 2-pt shot from 1 ft
2:17.0,Defensive rebound by M. Gortat,,14-23,,
2:14.0,B. Beal makes 2-pt shot from 1 ft,2,16-23,,
2:07.0,,,16-23,,R. Jefferson misses 2-pt shot at rim
2:07.0,Defensive rebound by Team,,16-23,,
2:07.0,N. Hilario enters the game for M. Gortat,,16-23,,
1:52.0,B. Beal makes 3-pt shot from 25 ft (assist by M. Morris),3,19-23,,
1:40.0,Personal foul by N. Hilario (drawn by T. Thompson),,19-23,,
1:23.0,,,19-25,2,R. Jefferson makes 2-pt shot from 1 ft (assist by L. James)
0:58.0,R. Sessions misses 2-pt shot from 12 ft,,19-25,,
0:58.0,Offensive rebound by N. Hilario,,19-25,,
0:54.0,R. Sessions makes 2-pt shot at rim (assist by N. Hilario),2,21-25,,
0:40.0,,,21-27,2,T. Thompson makes 2-pt shot from 3 ft (assist by L. James)
0:34.0,Turnover by B. Beal (lost ball; steal by M. Dellavedova),,21-27,,
0:30.0,,,21-27,,Turnover by R. Jefferson (dbl dribble)
0:30.0,J. Dudley enters the game for M. Morris,,21-27,,
0:30.0,,,21-27,,I. Shumpert enters the game for L. James
0:12.0,Shooting foul by R. Jefferson (drawn by R. Sessions),,21-27,,
0:12.0,R. Sessions makes free throw 1 of 2,1,22-27,,
0:12.0,,,22-27,,L. James enters the game for T. Thompson
0:12.0,,,22-27,,K. Irving enters the game for I. Shumpert
0:12.0,R. Sessions makes free throw 2 of 2,1,23-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,N. Hilario misses 2-pt shot from 5 ft,,23-27,,
11:36.0,,,23-27,,Defensive rebound by R. Jefferson
11:28.0,,,23-29,2,M. Dellavedova makes 2-pt shot from 5 ft
11:13.0,B. Beal misses 2-pt shot from 4 ft,,23-29,,
11:11.0,,,23-29,,Defensive rebound by T. Thompson
11:02.0,,,23-31,2,M. Dellavedova makes 2-pt shot from 23 ft (assist by K. Irving)
10:45.0,Turnover by J. Dudley (lost ball; steal by I. Shumpert),,23-31,,
10:36.0,,,23-31,,K. Irving misses 2-pt shot from 2 ft
10:34.0,Defensive rebound by B. Beal,,23-31,,
10:30.0,B. Beal makes 2-pt shot at rim,2,25-31,,
10:08.0,,,25-33,2,K. Irving makes 2-pt shot from 15 ft
9:46.0,N. Hilario makes 2-pt shot from 1 ft,2,27-33,,
9:25.0,,,27-33,,T. Thompson misses 2-pt shot from 1 ft
9:25.0,,,27-33,,Offensive rebound by Team
9:25.0,J. Wall enters the game for R. Sessions,,27-33,,
9:13.0,,,27-33,,I. Shumpert misses 3-pt shot from 23 ft
9:13.0,Defensive rebound by N. Hilario,,27-33,,
9:09.0,Turnover by J. Wall (lost ball; steal by T. Thompson),,27-33,,
8:52.0,,,27-33,,T. Thompson misses 2-pt shot from 1 ft
8:51.0,,,27-33,,Offensive rebound by T. Thompson
8:51.0,,,27-35,2,T. Thompson makes 2-pt shot from 1 ft
8:40.0,Shooting foul by T. Thompson (drawn by N. Hilario),,27-35,,
8:40.0,Official timeout,,27-35,,
8:40.0,N. Hilario makes free throw 1 of 2,1,28-35,,
8:40.0,N. Hilario makes free throw 2 of 2,1,29-35,,
8:14.0,,,29-35,,M. Dellavedova misses 2-pt shot from 11 ft
8:13.0,Defensive rebound by J. Dudley,,29-35,,
8:06.0,J. Dudley misses 3-pt shot from 24 ft,,29-35,,
8:06.0,,,29-35,,Defensive rebound by I. Shumpert
8:00.0,Shooting block foul by G. Temple (drawn by I. Shumpert),,29-35,,
8:00.0,,,29-36,1,I. Shumpert makes free throw 1 of 2
8:00.0,,,29-37,1,I. Shumpert makes free throw 2 of 2
7:39.0,B. Beal misses 2-pt shot from 11 ft,,29-37,,
7:38.0,,,29-37,,Defensive rebound by K. Irving
7:23.0,,,29-40,3,M. Dellavedova makes 3-pt shot from 22 ft (assist by K. Irving)
7:03.0,G. Temple misses 3-pt shot from 22 ft,,29-40,,
7:02.0,,,29-40,,Defensive rebound by T. Thompson
6:50.0,,,29-40,,R. Jefferson misses 3-pt shot from 23 ft
6:50.0,Defensive rebound by B. Beal,,29-40,,
6:41.0,,,29-40,,Personal foul by M. Dellavedova (drawn by J. Dudley)
6:41.0,O. Porter enters the game for B. Beal,,29-40,,
6:41.0,,,29-40,,J. Smith enters the game for M. Dellavedova
6:41.0,,,29-40,,L. James enters the game for R. Jefferson
6:33.0,Turnover by N. Hilario (lost ball),,29-40,,
6:19.0,,,29-40,,K. Irving misses 3-pt shot from 24 ft
6:19.0,Defensive rebound by J. Dudley,,29-40,,
6:11.0,J. Wall makes 2-pt shot from 15 ft,2,31-40,,
5:47.0,,,31-40,,T. Thompson misses 2-pt shot from 8 ft
5:46.0,Defensive rebound by N. Hilario,,31-40,,
5:39.0,J. Wall makes 2-pt shot from 18 ft,2,33-40,,
5:38.0,,,33-40,,Cleveland full timeout
5:25.0,,,33-42,2,J. Smith makes 2-pt shot from 16 ft (assist by K. Irving)
5:09.0,J. Wall makes 2-pt shot at rim,2,35-42,,
4:50.0,,,35-44,2,L. James makes 2-pt shot from 1 ft
4:29.0,J. Wall misses 3-pt shot from 28 ft,,35-44,,
4:29.0,,,35-44,,Defensive rebound by K. Irving
4:24.0,Personal foul by G. Temple (drawn by K. Irving),,35-44,,
4:24.0,B. Beal enters the game for G. Temple,,35-44,,
4:24.0,M. Morris enters the game for N. Hilario,,35-44,,
4:24.0,M. Gortat enters the game for J. Dudley,,35-44,,
4:24.0,,,35-44,,T. Mozgov enters the game for T. Thompson
4:13.0,,,35-44,,Offensive foul by L. James
4:13.0,,,35-44,,Turnover by L. James (offensive foul)
3:58.0,O. Porter misses 2-pt shot from 5 ft (block by I. Shumpert),,35-44,,
3:58.0,,,35-44,,Defensive rebound by Team
3:45.0,,,35-46,2,T. Mozgov makes 2-pt shot at rim (assist by K. Irving)
3:37.0,M. Morris makes 2-pt shot from 11 ft (assist by J. Wall),2,37-46,,
3:16.0,,,37-49,3,L. James makes 3-pt shot from 24 ft (assist by J. Smith)
3:09.0,Turnover by M. Morris (bad pass; steal by K. Irving),,37-49,,
3:00.0,,,37-52,3,K. Irving makes 3-pt shot from 24 ft (assist by I. Shumpert)
2:52.0,Washington full timeout,,37-52,,
2:39.0,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall),2,39-52,,
2:18.0,Personal foul by M. Gortat (drawn by I. Shumpert),,39-52,,
2:18.0,,,39-52,,M. Dellavedova enters the game for K. Irving
2:11.0,,,39-52,,M. Dellavedova misses 2-pt shot from 6 ft
2:09.0,Defensive rebound by J. Wall,,39-52,,
1:57.0,J. Wall misses 2-pt shot from 19 ft,,39-52,,
1:57.0,,,39-52,,Defensive rebound by I. Shumpert
1:51.0,,,39-54,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
1:35.0,B. Beal misses 2-pt shot from 13 ft,,39-54,,
1:34.0,,,39-54,,Defensive rebound by L. James
1:22.0,,,39-57,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by L. James)
1:02.0,M. Morris misses 2-pt shot from 11 ft,,39-57,,
1:02.0,,,39-57,,Defensive rebound by T. Mozgov
0:51.0,,,39-57,,L. James misses 3-pt shot from 25 ft
0:50.0,Defensive rebound by J. Wall,,39-57,,
0:47.0,J. Wall makes 2-pt shot from 6 ft,2,41-57,,
0:47.0,Shooting foul by T. Mozgov (drawn by J. Wall),,41-57,,
0:47.0,J. Wall makes free throw 1 of 1,1,42-57,,
0:36.0,,,42-59,2,L. James makes 2-pt shot at rim
0:18.0,Turnover by B. Beal (lost ball; steal by J. Smith),,42-59,,
0:00.0,,,42-59,,L. James misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by M. Gortat,,42-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Shooting foul by K. Irving (drawn by O. Porter),,42-59,,
11:47.0,O. Porter misses free throw 1 of 2,,42-59,,
11:47.0,Offensive rebound by Team,,42-59,,
11:47.0,O. Porter makes free throw 2 of 2,1,43-59,,
11:31.0,,,43-61,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
11:31.0,,,43-61,,Shooting foul by B. Beal (drawn by T. Mozgov)
11:31.0,,,43-61,,T. Mozgov misses free throw 1 of 1
11:30.0,Defensive rebound by M. Gortat,,43-61,,
11:10.0,M. Gortat makes 2-pt shot at rim (assist by J. Wall),2,45-61,,
10:46.0,,,45-61,,Turnover by I. Shumpert (lost ball; steal by B. Beal)
10:42.0,Shooting foul by J. Smith (drawn by B. Beal),,45-61,,
10:42.0,B. Beal misses free throw 1 of 2,,45-61,,
10:42.0,Offensive rebound by Team,,45-61,,
10:42.0,B. Beal makes free throw 2 of 2,1,46-61,,
10:26.0,,,46-61,,T. Mozgov misses 2-pt shot from 1 ft (block by M. Gortat)
10:24.0,Defensive rebound by M. Morris,,46-61,,
10:14.0,M. Morris misses 2-pt shot from 9 ft,,46-61,,
10:14.0,Offensive rebound by M. Gortat,,46-61,,
10:10.0,M. Gortat misses 2-pt shot from 12 ft,,46-61,,
10:09.0,,,46-61,,Defensive rebound by L. James
10:05.0,,,46-63,2,L. James makes 2-pt shot from 2 ft
9:55.0,Offensive charge foul by O. Porter,,46-63,,
9:55.0,Turnover by O. Porter (offensive foul),,46-63,,
9:36.0,,,46-63,,T. Mozgov misses 2-pt shot from 3 ft
9:35.0,Defensive rebound by J. Wall,,46-63,,
9:19.0,B. Beal misses 3-pt shot from 24 ft,,46-63,,
9:19.0,,,46-63,,Defensive rebound by L. James
9:11.0,Personal foul by O. Porter (drawn by J. Smith),,46-63,,
9:02.0,,,46-63,,T. Mozgov misses 2-pt shot from 1 ft
9:01.0,Defensive rebound by M. Morris,,46-63,,
8:51.0,M. Gortat makes 2-pt shot from 10 ft (assist by J. Wall),2,48-63,,
8:40.0,,,48-63,,K. Irving misses 2-pt shot from 7 ft
8:37.0,Defensive rebound by J. Wall,,48-63,,
8:36.0,Turnover by J. Wall (bad pass; steal by J. Smith),,48-63,,
8:23.0,,,48-63,,I. Shumpert misses 3-pt shot from 23 ft
8:23.0,Defensive rebound by J. Wall,,48-63,,
8:18.0,,,48-63,,Personal block foul by T. Mozgov (drawn by O. Porter)
8:13.0,Turnover by M. Morris (offensive goaltending),,48-63,,
7:50.0,,,48-63,,K. Irving misses 2-pt shot from 6 ft
7:50.0,,,48-63,,Offensive rebound by Team
7:50.0,Loose ball foul by M. Gortat (drawn by T. Mozgov),,48-63,,
7:41.0,,,48-63,,L. James misses 2-pt shot from 16 ft
7:41.0,Defensive rebound by M. Gortat,,48-63,,
7:17.0,B. Beal misses 3-pt shot from 24 ft,,48-63,,
7:16.0,,,48-63,,Defensive rebound by J. Smith
7:12.0,,,48-63,,L. James misses 2-pt shot from 1 ft
7:09.0,Defensive rebound by M. Gortat,,48-63,,
6:56.0,B. Beal misses 3-pt shot from 25 ft,,48-63,,
6:55.0,,,48-63,,Defensive rebound by Team
6:41.0,,,48-63,,L. James misses 2-pt shot from 1 ft
6:39.0,,,48-63,,Offensive rebound by T. Mozgov
6:39.0,,,48-63,,T. Mozgov misses 2-pt shot at rim
6:36.0,Defensive rebound by J. Wall,,48-63,,
6:29.0,O. Porter makes 2-pt shot at rim (assist by J. Wall),2,50-63,,
6:29.0,,,50-63,,Cleveland full timeout
6:14.0,,,50-66,3,K. Irving makes 3-pt shot from 26 ft (assist by J. Smith)
5:59.0,Shooting foul by J. Smith (drawn by M. Gortat),,50-66,,
5:59.0,M. Gortat makes free throw 1 of 2,1,51-66,,
5:59.0,M. Gortat makes free throw 2 of 2,1,52-66,,
5:50.0,,,52-69,3,K. Irving makes 3-pt shot from 24 ft
5:42.0,Turnover by B. Beal (offensive foul),,52-69,,
5:42.0,Offensive foul by B. Beal,,52-69,,
5:28.0,,,52-69,,K. Irving misses 3-pt shot from 26 ft
5:28.0,Defensive rebound by B. Beal,,52-69,,
5:19.0,J. Wall misses 2-pt shot at rim,,52-69,,
5:18.0,,,52-69,,Defensive rebound by K. Irving
5:06.0,,,52-71,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
4:43.0,M. Morris makes 2-pt shot from 10 ft (assist by B. Beal),2,54-71,,
4:37.0,,,54-71,,Shooting foul by M. Morris (drawn by L. James)
4:37.0,,,54-72,1,L. James makes free throw 1 of 2
4:37.0,,,54-72,,M. Dellavedova enters the game for K. Irving
4:37.0,,,54-72,,R. Jefferson enters the game for I. Shumpert
4:37.0,,,54-72,,T. Thompson enters the game for T. Mozgov
4:37.0,G. Temple enters the game for B. Beal,,54-72,,
4:37.0,,,54-73,1,L. James makes free throw 2 of 2
4:22.0,J. Wall misses 2-pt shot from 15 ft,,54-73,,
4:21.0,,,54-73,,Defensive rebound by M. Dellavedova
4:16.0,,,54-73,,Shooting foul by G. Temple (drawn by L. James)
4:16.0,,,54-74,1,L. James makes free throw 1 of 2
4:16.0,,,54-75,1,L. James makes free throw 2 of 2
3:59.0,M. Morris makes 2-pt shot from 16 ft,2,56-75,,
3:49.0,,,56-75,,Turnover by M. Dellavedova (palming)
3:43.0,G. Temple misses 3-pt shot from 22 ft,,56-75,,
3:42.0,,,56-75,,Defensive rebound by L. James
3:38.0,,,56-75,,Turnover by R. Jefferson (lost ball)
3:24.0,M. Morris makes 3-pt shot from 24 ft (assist by J. Wall),3,59-75,,
3:06.0,,,59-78,3,J. Smith makes 3-pt shot from 25 ft
2:51.0,J. Wall makes 2-pt shot at rim,2,61-78,,
2:51.0,Shooting foul by M. Dellavedova (drawn by J. Wall),,61-78,,
2:51.0,Washington full timeout,,61-78,,
2:51.0,J. Wall misses free throw 1 of 1,,61-78,,
2:49.0,,,61-78,,Defensive rebound by L. James
2:31.0,,,61-78,,L. James misses 2-pt shot from 4 ft (block by M. Gortat)
2:31.0,,,61-78,,Offensive rebound by Team
2:26.0,,,61-78,,L. James misses 3-pt shot from 25 ft
2:25.0,Defensive rebound by J. Wall,,61-78,,
2:11.0,G. Temple misses 2-pt shot from 15 ft,,61-78,,
2:10.0,,,61-78,,Defensive rebound by R. Jefferson
2:01.0,,,61-81,3,R. Jefferson makes 3-pt shot from 24 ft (assist by J. Smith)
1:51.0,J. Wall misses 2-pt shot from 16 ft,,61-81,,
1:51.0,,,61-81,,Defensive rebound by L. James
1:36.0,,,61-81,,M. Dellavedova misses 3-pt shot from 25 ft
1:35.0,,,61-81,,Offensive rebound by L. James
1:18.0,,,61-81,,Turnover by M. Dellavedova (bad pass)
1:18.0,N. Hilario enters the game for M. Gortat,,61-81,,
1:18.0,R. Sessions enters the game for J. Wall,,61-81,,
0:53.0,N. Hilario misses 2-pt shot from 9 ft,,61-81,,
0:50.0,Offensive rebound by O. Porter,,61-81,,
0:50.0,O. Porter misses 2-pt shot at rim (block by T. Thompson),,61-81,,
0:47.0,,,61-81,,Defensive rebound by R. Jefferson
0:37.0,,,61-81,,M. Dellavedova misses 2-pt shot from 13 ft
0:37.0,Defensive rebound by M. Morris,,61-81,,
0:27.0,M. Morris makes 2-pt shot from 16 ft (assist by R. Sessions),2,63-81,,
0:04.0,,,63-83,2,L. James makes 2-pt shot from 1 ft
0:00.0,M. Morris misses 3-pt shot from 35 ft,,63-83,,
0:00.0,Offensive rebound by Team,,63-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,63-85,2,T. Thompson makes 2-pt shot from 13 ft (assist by K. Irving)
11:16.0,R. Sessions misses 3-pt shot from 24 ft,,63-85,,
11:16.0,,,63-85,,Defensive rebound by K. Irving
10:57.0,,,63-87,2,T. Thompson makes 2-pt shot from 4 ft (assist by K. Irving)
10:45.0,R. Sessions misses 2-pt shot from 2 ft (block by T. Thompson),,63-87,,
10:44.0,,,63-87,,Defensive rebound by M. Dellavedova
10:37.0,,,63-87,,R. Jefferson misses 3-pt shot from 22 ft
10:36.0,,,63-87,,Offensive rebound by T. Thompson
10:36.0,Jump ball: G. Temple vs. T. Thompson (J. Jones gains possession),,,,Jump ball: G. Temple vs. T. Thompson (J. Jones gains possession)
10:18.0,,,63-87,,K. Irving misses 2-pt shot from 22 ft
10:18.0,Defensive rebound by N. Hilario,,63-87,,
10:05.0,R. Sessions makes 2-pt shot from 1 ft (assist by N. Hilario),2,65-87,,
9:55.0,Personal foul by R. Sessions (drawn by T. Thompson),,65-87,,
9:47.0,,,65-89,2,M. Dellavedova makes 2-pt shot from 3 ft
9:37.0,R. Sessions makes 2-pt shot at rim,2,67-89,,
9:37.0,Shooting foul by J. Jones (drawn by R. Sessions),,67-89,,
9:37.0,R. Sessions makes free throw 1 of 1,1,68-89,,
9:26.0,,,68-89,,Turnover by K. Irving (lost ball)
9:09.0,N. Hilario misses 2-pt shot at rim (block by J. Jones),,68-89,,
9:07.0,Offensive rebound by R. Sessions,,68-89,,
9:03.0,R. Sessions misses 2-pt shot from 11 ft,,68-89,,
9:02.0,,,68-89,,Defensive rebound by J. Jones
8:52.0,,,68-91,2,K. Irving makes 2-pt shot from 15 ft
8:40.0,B. Beal misses 2-pt shot from 5 ft,,68-91,,
8:40.0,,,68-91,,Defensive rebound by T. Thompson
8:31.0,,,68-94,3,J. Jones makes 3-pt shot from 23 ft (assist by K. Irving)
8:31.0,Washington full timeout,,68-94,,
8:12.0,N. Hilario makes 2-pt shot from 9 ft,2,70-94,,
7:57.0,,,70-96,2,J. Jones makes 2-pt shot from 19 ft (assist by M. Dellavedova)
7:41.0,N. Hilario misses 2-pt shot from 17 ft,,70-96,,
7:40.0,,,70-96,,Defensive rebound by M. Dellavedova
7:31.0,,,70-96,,M. Dellavedova misses 2-pt shot from 4 ft (block by R. Sessions)
7:31.0,Defensive rebound by Team,,70-96,,
7:31.0,K. Oubre enters the game for B. Beal,,70-96,,
7:06.0,R. Sessions misses 2-pt shot from 6 ft,,70-96,,
7:06.0,,,70-96,,Defensive rebound by T. Thompson
6:47.0,,,70-96,,T. Thompson misses 2-pt shot from 5 ft
6:46.0,Defensive rebound by R. Sessions,,70-96,,
6:43.0,Shooting foul by M. Dellavedova (drawn by R. Sessions),,70-96,,
6:43.0,,,70-96,,Cleveland full timeout
6:43.0,J. Hickson enters the game for N. Hilario,,70-96,,
6:43.0,,,70-96,,I. Shumpert enters the game for K. Irving
6:43.0,R. Sessions misses free throw 1 of 2,,70-96,,
6:43.0,Offensive rebound by Team,,70-96,,
6:43.0,R. Sessions makes free throw 2 of 2,1,71-96,,
6:16.0,,,71-96,,T. Thompson misses 2-pt shot from 6 ft
6:16.0,Defensive rebound by K. Oubre,,71-96,,
5:58.0,K. Oubre misses 3-pt shot from 22 ft,,71-96,,
5:58.0,,,71-96,,Defensive rebound by T. Thompson
5:50.0,,,71-96,,Shooting foul by J. Hickson (drawn by T. Thompson)
5:50.0,,,71-97,1,T. Thompson makes free throw 1 of 2
5:50.0,J. Eddie enters the game for G. Temple,,71-97,,
5:50.0,,,71-97,,J. McRae enters the game for M. Dellavedova
5:50.0,,,71-98,1,T. Thompson makes free throw 2 of 2
5:44.0,,,71-98,,Personal foul by I. Shumpert (drawn by R. Sessions)
5:44.0,,,71-98,,C. Frye enters the game for T. Thompson
5:32.0,Turnover by R. Sessions (lost ball),,71-98,,
5:16.0,,,71-98,,J. McRae misses 3-pt shot from 25 ft
5:16.0,Defensive rebound by J. Eddie,,71-98,,
5:04.0,J. Eddie misses 3-pt shot from 24 ft,,71-98,,
5:04.0,,,71-98,,Defensive rebound by C. Frye
4:56.0,Personal foul by J. Dudley (drawn by I. Shumpert),,71-98,,
4:56.0,D. Gooden enters the game for J. Dudley,,71-98,,
4:45.0,,,71-101,3,C. Frye makes 3-pt shot from 24 ft (assist by I. Shumpert)
4:29.0,D. Gooden misses 3-pt shot from 24 ft,,71-101,,
4:26.0,Offensive rebound by K. Oubre,,71-101,,
4:26.0,K. Oubre makes 2-pt shot at rim,2,73-101,,
4:19.0,,,73-101,,Cleveland full timeout
4:19.0,,,73-101,,S. Kaun enters the game for I. Shumpert
4:07.0,,,73-101,,J. Jones misses 2-pt shot from 14 ft
4:07.0,Defensive rebound by Team,,73-101,,
3:53.0,K. Oubre misses 2-pt shot from 19 ft,,73-101,,
3:52.0,,,73-101,,Defensive rebound by S. Kaun
3:38.0,,,73-101,,Turnover by J. McRae (lost ball)
3:20.0,Shooting foul by C. Frye (drawn by J. Hickson),,73-101,,
3:20.0,J. Hickson makes free throw 1 of 2,1,74-101,,
3:20.0,J. Hickson misses free throw 2 of 2,,74-101,,
3:19.0,,,74-101,,Defensive rebound by R. Jefferson
3:09.0,,,74-101,,Turnover by R. Jefferson (lost ball; steal by K. Oubre)
3:09.0,,,74-101,,Clear path foul by R. Jefferson
3:09.0,K. Oubre makes clear path free throw 1 of 2,1,75-101,,
3:09.0,K. Oubre misses clear path free throw 2 of 2,,75-101,,
3:09.0,Offensive rebound by Team,,75-101,,
2:58.0,J. Eddie misses 2-pt shot from 4 ft,,75-101,,
2:56.0,Offensive rebound by K. Oubre,,75-101,,
2:56.0,Turnover by K. Oubre (traveling),,75-101,,
2:37.0,,,75-103,2,J. McRae makes 2-pt shot from 1 ft
2:21.0,J. Hickson makes 2-pt shot from 5 ft (assist by R. Sessions),2,77-103,,
2:04.0,,,77-103,,C. Frye misses 3-pt shot from 22 ft
2:03.0,,,77-103,,Offensive rebound by S. Kaun
2:03.0,,,77-105,2,S. Kaun makes 2-pt shot from 2 ft
2:03.0,,,77-105,,Shooting foul by K. Oubre (drawn by S. Kaun)
2:03.0,,,77-105,,S. Kaun misses free throw 1 of 1
2:01.0,Defensive rebound by D. Gooden,,77-105,,
1:41.0,Shooting foul by J. McRae (drawn by R. Sessions),,77-105,,
1:41.0,R. Sessions makes free throw 1 of 2,1,78-105,,
1:41.0,R. Sessions makes free throw 2 of 2,1,79-105,,
1:21.0,,,79-108,3,J. McRae makes 3-pt shot from 24 ft (assist by R. Jefferson)
1:10.0,D. Gooden misses 2-pt shot from 1 ft,,79-108,,
1:10.0,Offensive rebound by J. Hickson,,79-108,,
