time,New York,pts.away,score,pts.home,Chicago
6:33.0,Defensive rebound by S. Vujacic,,15-12,,
6:12.0,J. Calderon misses 2-pt shot from 20 ft,,15-12,,
6:11.0,Offensive rebound by R. Lopez,,15-12,,
6:10.0,Turnover by Team (shot clock),,15-12,,
5:53.0,,,15-12,,Shooting foul by S. Vujacic (drawn by T. Gibson)
5:53.0,,,15-13,1,T. Gibson makes free throw 1 of 2
5:53.0,,,15-13,,N. Mirotic enters the game for P. Gasol
5:53.0,A. Afflalo enters the game for S. Vujacic,,15-13,,
5:53.0,,,15-14,1,T. Gibson makes free throw 2 of 2
5:42.0,J. Calderon misses 3-pt shot from 24 ft,,15-14,,
5:40.0,,,15-14,,Defensive rebound by T. Gibson
5:27.0,,,15-14,,N. Mirotic misses 3-pt shot from 26 ft
5:26.0,Defensive rebound by R. Lopez,,15-14,,
5:18.0,K. Porzingis misses 2-pt shot from 5 ft,,15-14,,
5:15.0,Offensive rebound by R. Lopez,,15-14,,
5:11.0,A. Afflalo misses 3-pt shot from 23 ft,,15-14,,
5:10.0,,,15-14,,Defensive rebound by J. Butler
5:07.0,,,15-16,2,M. Dunleavy makes 2-pt shot from 1 ft (assist by J. Butler)
4:51.0,K. Porzingis makes 2-pt shot from 21 ft (assist by J. Calderon),2,17-16,,
4:35.0,,,17-19,3,D. Rose makes 3-pt shot from 24 ft (assist by J. Butler)
4:26.0,Turnover by K. Porzingis (bad pass),,17-19,,
4:26.0,,,17-19,,A. Brooks enters the game for D. Rose
4:02.0,,,17-19,,A. Brooks misses 3-pt shot from 25 ft
4:01.0,Defensive rebound by Team,,17-19,,
3:41.0,C. Anthony makes 2-pt shot from 1 ft,2,19-19,,
3:24.0,,,19-19,,M. Dunleavy misses 2-pt shot from 1 ft (block by R. Lopez)
3:22.0,Defensive rebound by K. Porzingis,,19-19,,
3:15.0,Turnover by C. Anthony (lost ball; steal by T. Gibson),,19-19,,
3:11.0,,,19-19,,J. Butler misses 2-pt shot from 2 ft
3:10.0,Defensive rebound by C. Anthony,,19-19,,
2:54.0,K. Porzingis makes 2-pt shot at rim (assist by C. Anthony),2,21-19,,
2:38.0,,,21-19,,J. Butler misses 2-pt shot from 8 ft
2:37.0,Defensive rebound by R. Lopez,,21-19,,
2:34.0,New York full timeout,,21-19,,
2:34.0,,,21-19,,D. McDermott enters the game for M. Dunleavy
2:34.0,,,21-19,,B. Portis enters the game for T. Gibson
2:34.0,,,21-19,,J. Holiday enters the game for J. Butler
2:34.0,K. Seraphin enters the game for K. Porzingis,,21-19,,
2:34.0,D. Williams enters the game for R. Lopez,,21-19,,
2:24.0,K. Seraphin misses 2-pt shot from 8 ft,,21-19,,
2:23.0,,,21-19,,Defensive rebound by N. Mirotic
2:02.0,,,21-19,,Shooting foul by K. Seraphin (drawn by N. Mirotic)
2:02.0,,,21-20,1,N. Mirotic makes free throw 1 of 2
2:02.0,,,21-20,,N. Mirotic misses free throw 2 of 2
2:00.0,Defensive rebound by A. Afflalo,,21-20,,
1:48.0,D. Williams misses 3-pt shot from 25 ft,,21-20,,
1:47.0,,,21-20,,Defensive rebound by D. McDermott
1:41.0,,,21-20,,D. McDermott misses 3-pt shot from 24 ft
1:41.0,,,21-20,,Offensive rebound by N. Mirotic
1:41.0,,,21-20,,Shooting foul by D. Williams (drawn by N. Mirotic)
1:41.0,,,21-21,1,N. Mirotic makes free throw 1 of 2
1:41.0,J. Grant enters the game for J. Calderon,,21-21,,
1:41.0,,,21-22,1,N. Mirotic makes free throw 2 of 2
1:15.0,C. Anthony misses 2-pt shot from 18 ft,,21-22,,
1:13.0,Offensive rebound by D. Williams,,21-22,,
1:08.0,C. Anthony misses 2-pt shot from 3 ft (block by B. Portis),,21-22,,
1:06.0,Offensive rebound by Team,,21-22,,
0:56.0,C. Anthony makes 2-pt shot from 2 ft,2,23-22,,
0:50.0,,,23-25,3,D. McDermott makes 3-pt shot from 24 ft (assist by J. Holiday)
0:39.0,Turnover by J. Grant (lost ball; steal by A. Brooks),,23-25,,
0:34.0,,,23-27,2,D. McDermott makes 2-pt shot from 2 ft (assist by A. Brooks)
0:19.0,,,23-27,,Personal foul by J. Holiday
0:08.0,Turnover by J. Grant (traveling),,23-27,,
0:03.0,,,23-30,3,A. Brooks makes 3-pt shot from 28 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,D. Williams makes 2-pt shot from 16 ft (assist by A. Afflalo),2,25-30,,
11:23.0,,,25-30,,B. Portis misses 2-pt shot from 15 ft
11:22.0,Defensive rebound by A. Afflalo,,25-30,,
11:08.0,D. Williams misses 2-pt shot from 15 ft,,25-30,,
11:07.0,,,25-30,,Defensive rebound by N. Mirotic
10:59.0,,,25-30,,N. Mirotic misses 3-pt shot from 25 ft
10:58.0,Defensive rebound by L. Galloway,,25-30,,
10:50.0,K. Porzingis makes 3-pt shot from 26 ft (assist by D. Williams),3,28-30,,
10:27.0,,,28-30,,D. McDermott misses 3-pt shot from 25 ft
10:26.0,,,28-30,,Offensive rebound by B. Portis
10:12.0,,,28-32,2,B. Portis makes 2-pt shot from 4 ft (assist by A. Brooks)
9:55.0,A. Afflalo misses 2-pt shot from 9 ft,,28-32,,
9:54.0,,,28-32,,Defensive rebound by B. Portis
9:46.0,,,28-34,2,A. Brooks makes 2-pt shot from 3 ft (assist by B. Portis)
9:30.0,K. Porzingis makes 2-pt shot from 13 ft,2,30-34,,
9:05.0,,,30-34,,B. Portis misses 2-pt shot from 9 ft
9:04.0,Defensive rebound by K. Porzingis,,30-34,,
8:57.0,L. Galloway misses 2-pt shot from 22 ft,,30-34,,
8:56.0,,,30-34,,Defensive rebound by B. Portis
8:48.0,,,30-34,,Shooting foul by K. Porzingis (drawn by B. Portis)
8:48.0,,,30-34,,Chicago full timeout
8:48.0,R. Lopez enters the game for K. Porzingis,,30-34,,
8:48.0,,,30-34,,B. Portis misses free throw 1 of 2
8:48.0,,,30-34,,Offensive rebound by Team
8:48.0,,,30-34,,B. Portis misses free throw 2 of 2
8:46.0,Defensive rebound by A. Afflalo,,30-34,,
8:33.0,Shooting foul by D. McDermott (drawn by A. Afflalo),,30-34,,
8:33.0,A. Afflalo makes 2-pt shot from 10 ft,2,32-34,,
8:33.0,,,32-34,,J. Butler enters the game for J. Holiday
8:33.0,A. Afflalo makes free throw 1 of 1,1,33-34,,
8:21.0,Personal foul by R. Lopez,,33-34,,
8:13.0,,,33-34,,A. Brooks misses 2-pt shot from 15 ft
8:12.0,Defensive rebound by A. Afflalo,,33-34,,
8:05.0,R. Lopez makes 2-pt shot from 3 ft (assist by A. Afflalo),2,35-34,,
7:45.0,,,35-36,2,A. Brooks makes 2-pt shot from 8 ft
7:26.0,D. Williams makes 2-pt shot from 15 ft (assist by A. Afflalo),2,37-36,,
7:10.0,,,37-39,3,N. Mirotic makes 3-pt shot from 24 ft (assist by B. Portis)
6:49.0,A. Afflalo misses 2-pt shot from 13 ft,,37-39,,
6:48.0,Offensive rebound by R. Lopez,,37-39,,
6:47.0,,,37-39,,Personal foul by B. Portis
6:47.0,,,37-39,,D. Rose enters the game for A. Brooks
6:47.0,,,37-39,,P. Gasol enters the game for B. Portis
6:47.0,J. Calderon enters the game for L. Galloway,,37-39,,
6:47.0,C. Anthony enters the game for D. Williams,,37-39,,
6:32.0,C. Anthony makes 2-pt shot from 9 ft,2,39-39,,
6:32.0,Shooting foul by J. Butler (drawn by C. Anthony),,39-39,,
6:32.0,C. Anthony misses free throw 1 of 1,,39-39,,
6:30.0,,,39-39,,Defensive rebound by D. McDermott
6:11.0,,,39-42,3,N. Mirotic makes 3-pt shot from 23 ft (assist by P. Gasol)
5:52.0,R. Lopez misses 2-pt shot from 2 ft (block by P. Gasol),,39-42,,
5:49.0,Offensive rebound by R. Lopez,,39-42,,
5:48.0,R. Lopez misses 2-pt shot from 1 ft,,39-42,,
5:47.0,,,39-42,,Defensive rebound by J. Butler
5:40.0,,,39-42,,Shooting foul by J. Grant (drawn by D. McDermott)
5:40.0,,,39-42,,Chicago full timeout
5:40.0,,,39-43,1,D. McDermott makes free throw 1 of 2
5:40.0,,,39-44,1,D. McDermott makes free throw 2 of 2
5:21.0,J. Grant makes 3-pt shot from 24 ft (assist by A. Afflalo),3,42-44,,
5:08.0,,,42-44,,J. Butler misses 2-pt shot from 19 ft
5:07.0,Defensive rebound by J. Grant,,42-44,,
4:48.0,J. Grant makes 2-pt shot from 2 ft (assist by C. Anthony),2,44-44,,
4:27.0,,,44-46,2,J. Butler makes 2-pt shot from 13 ft (assist by D. McDermott)
4:11.0,Turnover by C. Anthony (lost ball; steal by J. Butler),,44-46,,
4:04.0,,,44-46,,D. Rose misses 2-pt shot from 21 ft
4:03.0,Defensive rebound by J. Grant,,44-46,,
3:46.0,C. Anthony misses 2-pt shot from 21 ft,,44-46,,
3:45.0,Offensive rebound by R. Lopez,,44-46,,
3:45.0,R. Lopez makes 2-pt shot from 2 ft,2,46-46,,
3:45.0,Shooting foul by D. Rose (drawn by R. Lopez),,46-46,,
3:45.0,K. Porzingis enters the game for J. Grant,,46-46,,
3:45.0,,,46-46,,M. Dunleavy enters the game for N. Mirotic
3:45.0,,,46-46,,T. Gibson enters the game for D. McDermott
3:45.0,R. Lopez makes free throw 1 of 1,1,47-46,,
3:22.0,,,47-48,2,D. Rose makes 2-pt shot from 4 ft (assist by P. Gasol)
3:02.0,A. Afflalo misses 2-pt shot from 21 ft,,47-48,,
3:01.0,,,47-48,,Defensive rebound by D. Rose
2:45.0,,,47-48,,D. Rose misses 3-pt shot from 25 ft
2:44.0,Defensive rebound by A. Afflalo,,47-48,,
2:33.0,A. Afflalo misses 2-pt shot from 2 ft,,47-48,,
2:32.0,Offensive rebound by A. Afflalo,,47-48,,
2:28.0,K. Porzingis makes 3-pt shot from 24 ft (assist by A. Afflalo),3,50-48,,
2:12.0,,,50-48,,T. Gibson misses 2-pt shot from 1 ft
2:11.0,Defensive rebound by K. Porzingis,,50-48,,
2:05.0,C. Anthony makes 2-pt shot from 20 ft,2,52-48,,
2:04.0,,,52-48,,Chicago full timeout
2:04.0,New York full timeout,,52-48,,
1:53.0,,,52-48,,P. Gasol misses 2-pt shot from 20 ft
1:51.0,,,52-48,,Offensive rebound by J. Butler
1:47.0,,,52-51,3,M. Dunleavy makes 3-pt shot from 23 ft (assist by J. Butler)
1:32.0,A. Afflalo makes 2-pt shot from 15 ft (assist by J. Calderon),2,54-51,,
1:13.0,,,54-51,,D. Rose misses 2-pt shot from 2 ft (block by R. Lopez)
1:12.0,Defensive rebound by Team,,54-51,,
0:56.0,A. Afflalo misses 2-pt shot from 20 ft,,54-51,,
0:55.0,,,54-51,,Defensive rebound by P. Gasol
0:51.0,,,54-53,2,D. Rose makes 2-pt shot from 1 ft (assist by M. Dunleavy)
0:31.0,J. Calderon makes 3-pt shot from 24 ft (assist by C. Anthony),3,57-53,,
0:15.0,,,57-55,2,M. Dunleavy makes 2-pt shot from 2 ft (assist by J. Butler)
0:00.0,R. Lopez misses 2-pt shot from 6 ft (block by T. Gibson),,57-55,,
0:00.0,Offensive rebound by Team,,57-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,C. Anthony misses 2-pt shot from 15 ft,,57-55,,
11:35.0,,,57-55,,Defensive rebound by M. Dunleavy
11:24.0,,,57-55,,Turnover by M. Dunleavy (lost ball; steal by S. Vujacic)
11:05.0,K. Porzingis misses 2-pt shot from 12 ft,,57-55,,
11:03.0,Offensive rebound by R. Lopez,,57-55,,
11:03.0,R. Lopez makes 2-pt shot from 3 ft,2,59-55,,
10:43.0,,,59-55,,J. Butler misses 3-pt shot from 23 ft
10:42.0,Defensive rebound by K. Porzingis,,59-55,,
10:26.0,R. Lopez misses 2-pt shot from 5 ft,,59-55,,
10:25.0,,,59-55,,Defensive rebound by M. Dunleavy
10:14.0,,,59-55,,P. Gasol misses 2-pt shot from 6 ft
10:13.0,Defensive rebound by S. Vujacic,,59-55,,
10:00.0,Shooting foul by T. Gibson (drawn by K. Porzingis),,59-55,,
10:00.0,K. Porzingis makes free throw 1 of 2,1,60-55,,
10:00.0,K. Porzingis misses free throw 2 of 2,,60-55,,
9:58.0,,,60-55,,Defensive rebound by P. Gasol
9:39.0,,,60-55,,D. Rose misses 3-pt shot from 22 ft
9:38.0,Defensive rebound by K. Porzingis,,60-55,,
9:28.0,Turnover by K. Porzingis (lost ball; steal by P. Gasol),,60-55,,
9:24.0,,,60-55,,Shooting foul by C. Anthony (drawn by T. Gibson)
9:24.0,,,60-55,,T. Gibson misses free throw 1 of 2
9:24.0,,,60-55,,Offensive rebound by Team
9:24.0,,,60-56,1,T. Gibson makes free throw 2 of 2
9:06.0,R. Lopez makes 2-pt shot from 1 ft (assist by J. Calderon),2,62-56,,
8:45.0,,,62-58,2,P. Gasol makes 2-pt shot from 20 ft (assist by J. Butler)
8:24.0,C. Anthony misses 2-pt shot from 4 ft,,62-58,,
8:23.0,Offensive rebound by K. Porzingis,,62-58,,
8:23.0,Shooting foul by T. Gibson (drawn by K. Porzingis),,62-58,,
8:23.0,K. Porzingis misses free throw 1 of 2,,62-58,,
8:23.0,Offensive rebound by Team,,62-58,,
8:23.0,K. Porzingis makes free throw 2 of 2,1,63-58,,
8:06.0,,,63-58,,M. Dunleavy misses 3-pt shot from 24 ft
8:05.0,Defensive rebound by S. Vujacic,,63-58,,
7:59.0,K. Porzingis makes 2-pt shot at rim (assist by R. Lopez),2,65-58,,
7:57.0,,,65-58,,Chicago full timeout
7:49.0,Personal foul by R. Lopez,,65-58,,
7:37.0,,,65-58,,D. Rose misses 2-pt shot from 2 ft
7:36.0,Defensive rebound by J. Calderon,,65-58,,
7:22.0,Shooting foul by T. Gibson (drawn by K. Porzingis),,65-58,,
7:22.0,K. Porzingis makes free throw 1 of 2,1,66-58,,
7:22.0,,,66-58,,N. Mirotic enters the game for T. Gibson
7:22.0,K. Porzingis makes free throw 2 of 2,1,67-58,,
7:02.0,,,67-60,2,D. Rose makes 2-pt shot from 15 ft (assist by M. Dunleavy)
6:44.0,J. Calderon makes 3-pt shot from 25 ft (assist by K. Porzingis),3,70-60,,
6:22.0,Personal foul by C. Anthony,,70-60,,
6:16.0,,,70-60,,J. Butler misses 2-pt shot from 3 ft (block by S. Vujacic)
6:14.0,Defensive rebound by S. Vujacic,,70-60,,
6:07.0,K. Porzingis misses 3-pt shot from 25 ft,,70-60,,
6:06.0,Offensive rebound by R. Lopez,,70-60,,
6:04.0,C. Anthony makes 3-pt shot from 24 ft (assist by R. Lopez),3,73-60,,
5:48.0,,,73-60,,P. Gasol misses 2-pt shot from 1 ft
5:47.0,Defensive rebound by S. Vujacic,,73-60,,
5:29.0,J. Calderon makes 2-pt shot from 16 ft,2,75-60,,
5:13.0,,,75-62,2,J. Butler makes 2-pt shot from 17 ft
5:03.0,C. Anthony makes 3-pt shot from 24 ft,3,78-62,,
4:55.0,,,78-62,,Shooting foul by S. Vujacic (drawn by J. Butler)
4:55.0,,,78-63,1,J. Butler makes free throw 1 of 2
4:55.0,,,78-63,,T. Gibson enters the game for P. Gasol
4:55.0,,,78-63,,D. McDermott enters the game for M. Dunleavy
4:55.0,,,78-63,,A. Brooks enters the game for D. Rose
4:55.0,A. Afflalo enters the game for S. Vujacic,,78-63,,
4:55.0,K. Seraphin enters the game for R. Lopez,,78-63,,
4:55.0,,,78-63,,J. Butler misses free throw 2 of 2
4:53.0,Defensive rebound by K. Seraphin,,78-63,,
4:32.0,A. Afflalo misses 2-pt shot from 11 ft,,78-63,,
4:31.0,,,78-63,,Defensive rebound by J. Butler
4:23.0,,,78-66,3,N. Mirotic makes 3-pt shot from 24 ft (assist by A. Brooks)
4:05.0,K. Porzingis makes 2-pt shot from 19 ft (assist by J. Calderon),2,80-66,,
3:43.0,,,80-66,,D. McDermott misses 3-pt shot from 24 ft
3:42.0,Defensive rebound by K. Seraphin,,80-66,,
3:26.0,C. Anthony misses 3-pt shot from 24 ft,,80-66,,
3:26.0,,,80-66,,Defensive rebound by Team
3:12.0,,,80-66,,N. Mirotic misses 2-pt shot from 2 ft (block by K. Seraphin)
3:11.0,Defensive rebound by K. Seraphin,,80-66,,
3:11.0,Turnover by K. Seraphin (lost ball; steal by T. Gibson),,80-66,,
3:04.0,,,80-66,,T. Gibson misses 2-pt shot at rim
3:03.0,Defensive rebound by C. Anthony,,80-66,,
3:01.0,Turnover by C. Anthony (lost ball; steal by J. Butler),,80-66,,
3:00.0,Personal foul by K. Porzingis,,80-66,,
3:00.0,,,80-67,1,T. Gibson makes free throw 1 of 2
3:00.0,D. Williams enters the game for K. Porzingis,,80-67,,
3:00.0,,,80-67,,J. Holiday enters the game for J. Butler
3:00.0,,,80-68,1,T. Gibson makes free throw 2 of 2
2:42.0,A. Afflalo makes 3-pt shot from 23 ft (assist by J. Calderon),3,83-68,,
2:32.0,,,83-68,,N. Mirotic misses 2-pt shot from 2 ft
2:31.0,Defensive rebound by A. Afflalo,,83-68,,
2:24.0,D. Williams makes 2-pt shot from 1 ft,2,85-68,,
2:24.0,,,85-68,,Chicago full timeout
2:24.0,New York full timeout,,85-68,,
2:24.0,,,85-68,,B. Portis enters the game for T. Gibson
2:12.0,,,85-68,,J. Holiday misses 3-pt shot from 24 ft
2:11.0,Defensive rebound by K. Seraphin,,85-68,,
1:48.0,A. Afflalo makes 2-pt shot from 20 ft,2,87-68,,
1:33.0,,,87-68,,Turnover by A. Brooks (lost ball)
1:33.0,,,87-68,,J. Butler enters the game for J. Holiday
1:13.0,C. Anthony misses 2-pt shot from 10 ft,,87-68,,
1:12.0,,,87-68,,Defensive rebound by B. Portis
1:07.0,,,87-70,2,J. Butler makes 2-pt shot from 1 ft (assist by A. Brooks)
0:46.0,C. Anthony makes 3-pt shot from 23 ft (assist by K. Seraphin),3,90-70,,
0:37.0,,,90-73,3,N. Mirotic makes 3-pt shot from 24 ft (assist by A. Brooks)
0:24.0,A. Afflalo makes 2-pt shot from 19 ft (assist by K. Seraphin),2,92-73,,
0:01.0,,,92-73,,J. Butler misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by J. Calderon,,92-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,92-76,3,A. Brooks makes 3-pt shot from 25 ft
11:34.0,Shooting foul by N. Mirotic (drawn by K. Seraphin),,92-76,,
11:34.0,K. Seraphin makes free throw 1 of 2,1,93-76,,
11:34.0,K. Seraphin makes free throw 2 of 2,1,94-76,,
11:17.0,,,94-79,3,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Butler)
10:57.0,A. Afflalo misses 3-pt shot from 24 ft (block by J. Butler),,94-79,,
10:55.0,,,94-79,,Defensive rebound by D. McDermott
10:47.0,,,94-79,,Turnover by B. Portis (lost ball)
10:35.0,D. Williams makes 2-pt shot from 1 ft,2,96-79,,
10:14.0,,,96-79,,Turnover by A. Brooks (lost ball; steal by L. Galloway)
10:11.0,L. Galloway makes 2-pt shot from 1 ft (assist by A. Afflalo),2,98-79,,
10:10.0,,,98-79,,Chicago full timeout
10:10.0,,,98-79,,D. Rose enters the game for J. Butler
10:10.0,,,98-79,,J. Holiday enters the game for A. Brooks
9:53.0,,,98-79,,N. Mirotic misses 2-pt shot from 9 ft
9:52.0,Defensive rebound by K. Seraphin,,98-79,,
9:33.0,K. Seraphin misses 2-pt shot from 4 ft (block by J. Holiday),,98-79,,
9:31.0,,,98-79,,Defensive rebound by D. McDermott
9:26.0,,,98-79,,Turnover by B. Portis (lost ball; steal by K. Seraphin)
9:17.0,J. Grant makes 3-pt shot from 25 ft (assist by A. Afflalo),3,101-79,,
9:03.0,,,101-79,,J. Holiday misses 2-pt shot from 5 ft
9:02.0,,,101-79,,Offensive rebound by J. Holiday
8:56.0,,,101-82,3,N. Mirotic makes 3-pt shot from 23 ft (assist by D. Rose)
8:37.0,D. Williams makes 2-pt shot from 17 ft,2,103-82,,
8:24.0,,,103-85,3,N. Mirotic makes 3-pt shot from 24 ft (assist by B. Portis)
8:09.0,L. Galloway misses 2-pt shot from 19 ft,,103-85,,
8:07.0,,,103-85,,Defensive rebound by N. Mirotic
7:58.0,,,103-87,2,B. Portis makes 2-pt shot from 17 ft (assist by D. Rose)
7:58.0,New York full timeout,,103-87,,
7:58.0,,,103-87,,M. Dunleavy enters the game for D. McDermott
7:58.0,C. Anthony enters the game for K. Seraphin,,103-87,,
7:58.0,J. Calderon enters the game for D. Williams,,103-87,,
7:58.0,R. Lopez enters the game for L. Galloway,,103-87,,
7:43.0,Turnover by A. Afflalo (lost ball),,103-87,,
7:33.0,,,103-87,,B. Portis misses 2-pt shot at rim
7:32.0,Defensive rebound by R. Lopez,,103-87,,
7:12.0,C. Anthony misses 3-pt shot from 24 ft,,103-87,,
7:11.0,Offensive rebound by R. Lopez,,103-87,,
7:11.0,R. Lopez misses 2-pt shot from 2 ft,,103-87,,
7:09.0,Offensive rebound by J. Grant,,103-87,,
7:03.0,J. Grant misses 3-pt shot from 25 ft,,103-87,,
7:02.0,,,103-87,,Defensive rebound by J. Holiday
6:54.0,,,103-89,2,N. Mirotic makes 2-pt shot from 2 ft (assist by D. Rose)
6:27.0,C. Anthony makes 2-pt shot from 19 ft,2,105-89,,
6:11.0,,,105-91,2,D. Rose makes 2-pt shot from 7 ft
5:55.0,J. Grant misses 2-pt shot from 2 ft,,105-91,,
5:53.0,,,105-91,,Defensive rebound by N. Mirotic
5:48.0,,,105-91,,N. Mirotic misses 3-pt shot from 24 ft
5:46.0,Defensive rebound by A. Afflalo,,105-91,,
5:22.0,C. Anthony misses 2-pt shot from 22 ft,,105-91,,
5:18.0,Offensive rebound by R. Lopez,,105-91,,
5:18.0,R. Lopez misses 2-pt shot from 1 ft,,105-91,,
5:17.0,,,105-91,,Defensive rebound by D. Rose
5:13.0,,,105-93,2,B. Portis makes 2-pt shot at rim (assist by J. Holiday)
5:10.0,New York full timeout,,105-93,,
5:10.0,,,105-93,,P. Gasol enters the game for B. Portis
5:10.0,,,105-93,,J. Butler enters the game for J. Holiday
5:10.0,K. Porzingis enters the game for J. Grant,,105-93,,
4:44.0,J. Calderon misses 3-pt shot from 24 ft,,105-93,,
4:43.0,,,105-93,,Defensive rebound by M. Dunleavy
4:31.0,,,105-95,2,D. Rose makes 2-pt shot from 8 ft (assist by J. Butler)
4:12.0,K. Porzingis makes 2-pt shot from 20 ft (assist by J. Calderon),2,107-95,,
3:45.0,,,107-98,3,D. Rose makes 3-pt shot from 26 ft (assist by P. Gasol)
3:25.0,K. Porzingis makes 2-pt shot from 2 ft (assist by J. Calderon),2,109-98,,
3:08.0,,,109-101,3,N. Mirotic makes 3-pt shot from 24 ft (assist by J. Butler)
2:37.0,C. Anthony makes 3-pt shot from 24 ft,3,112-101,,
2:24.0,Personal foul by A. Afflalo,,112-101,,
2:24.0,,,112-101,,Chicago full timeout
2:17.0,Personal foul by K. Porzingis,,112-101,,
2:17.0,,,112-102,1,N. Mirotic makes free throw 1 of 3
2:17.0,,,112-103,1,N. Mirotic makes free throw 2 of 3
2:17.0,,,112-104,1,N. Mirotic makes free throw 3 of 3
1:59.0,C. Anthony misses 2-pt shot from 18 ft,,112-104,,
1:57.0,,,112-104,,Defensive rebound by D. Rose
1:38.0,,,112-104,,J. Butler misses 2-pt shot from 2 ft (block by R. Lopez)
1:36.0,Defensive rebound by R. Lopez,,112-104,,
1:16.0,K. Porzingis misses 3-pt shot from 25 ft,,112-104,,
1:15.0,,,112-104,,Defensive rebound by M. Dunleavy
1:11.0,,,112-104,,N. Mirotic misses 3-pt shot from 25 ft
1:10.0,Defensive rebound by K. Porzingis,,112-104,,
1:05.0,Turnover by K. Porzingis (lost ball; steal by N. Mirotic),,112-104,,
0:56.0,,,112-104,,D. Rose misses 3-pt shot from 26 ft
0:54.0,,,112-104,,Offensive rebound by N. Mirotic
0:54.0,Personal foul by K. Porzingis,,112-104,,
0:40.0,,,112-104,,Turnover by M. Dunleavy (lost ball; steal by J. Calderon)
0:28.0,,,112-104,,Personal foul by N. Mirotic
0:24.0,,,112-104,,Personal foul by P. Gasol
0:24.0,J. Calderon makes free throw 1 of 2,1,113-104,,
0:24.0,J. Calderon misses free throw 2 of 2,,113-104,,
0:23.0,,,113-104,,Defensive rebound by P. Gasol
0:23.0,,,113-104,,Chicago full timeout
0:18.0,,,113-104,,M. Dunleavy misses 3-pt shot from 23 ft
0:17.0,Defensive rebound by J. Calderon,,113-104,,
0:17.0,,,113-104,,Personal take foul by P. Gasol
0:17.0,J. Calderon makes free throw 1 of 2,1,114-104,,
0:17.0,J. Calderon makes free throw 2 of 2,1,115-104,,
0:10.0,,,115-107,3,N. Mirotic makes 3-pt shot from 26 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
