time,Charlotte,pts.away,score,pts.home,Milwaukee
4:59.0,,,15-11,1,G. Monroe makes free throw 1 of 2
4:59.0,,,15-12,1,G. Monroe makes free throw 2 of 2
4:45.0,J. Lin misses 2-pt shot from 5 ft,,15-12,,
4:44.0,,,15-12,,Defensive rebound by M. Carter-Williams
4:36.0,,,15-14,2,R. Vaughn makes 2-pt shot from 11 ft (assist by K. Middleton)
4:20.0,J. Lin misses 3-pt shot from 26 ft,,15-14,,
4:18.0,,,15-14,,Defensive rebound by G. Antetokounmpo
4:04.0,,,15-16,2,G. Antetokounmpo makes 2-pt shot from 15 ft (assist by K. Middleton)
3:48.0,Turnover by A. Jefferson (bad pass),,15-16,,
3:41.0,J. Lamb enters the game for M. Williams,,15-16,,
3:31.0,,,15-16,,G. Antetokounmpo misses 2-pt shot from 6 ft
3:26.0,,,15-16,,Offensive rebound by K. Middleton
3:26.0,,,15-16,,K. Middleton misses 2-pt shot from 2 ft
3:26.0,,,15-16,,Offensive rebound by K. Middleton
3:19.0,,,15-16,,Turnover by K. Middleton (lost ball; steal by K. Walker)
3:09.0,K. Walker makes 2-pt shot at rim,2,17-16,,
3:02.0,,,17-16,,R. Vaughn misses 3-pt shot from 23 ft
3:00.0,,,17-16,,Offensive rebound by G. Antetokounmpo
2:59.0,,,17-18,2,G. Antetokounmpo makes 2-pt shot at rim
2:41.0,A. Jefferson misses 2-pt shot from 3 ft (block by G. Monroe),,17-18,,
2:41.0,,,17-18,,Defensive rebound by M. Carter-Williams
2:32.0,,,17-18,,R. Vaughn misses 3-pt shot from 22 ft
2:28.0,Defensive rebound by A. Jefferson,,17-18,,
2:21.0,K. Walker makes 3-pt shot from 25 ft,3,20-18,,
2:09.0,,,20-20,2,M. Carter-Williams makes 2-pt shot from 18 ft (assist by G. Antetokounmpo)
1:47.0,A. Jefferson makes 2-pt shot from 14 ft,2,22-20,,
1:46.0,,,22-20,,Milwaukee full timeout
1:46.0,Charlotte full timeout,,22-20,,
1:46.0,C. Zeller enters the game for F. Kaminsky,,22-20,,
1:46.0,M. Williams enters the game for J. Lin,,22-20,,
1:46.0,N. Batum enters the game for J. Lamb,,22-20,,
1:46.0,J. Lin enters the game for M. Williams,,22-20,,
1:46.0,J. Lamb enters the game for N. Batum,,22-20,,
1:46.0,,,22-20,,J. Parker enters the game for G. Antetokounmpo
1:31.0,,,22-20,,K. Middleton misses 2-pt shot from 20 ft
1:29.0,Defensive rebound by C. Zeller,,22-20,,
1:17.0,A. Jefferson makes 2-pt shot at rim,2,24-20,,
0:58.0,,,24-20,,K. Middleton misses 2-pt shot from 15 ft
0:56.0,Defensive rebound by A. Jefferson,,24-20,,
0:51.0,K. Walker makes 2-pt shot from 2 ft,2,26-20,,
0:43.0,,,26-20,,R. Vaughn misses 3-pt shot from 23 ft
0:41.0,Defensive rebound by Team,,26-20,,
0:34.0,Turnover by K. Walker (lost ball; steal by M. Carter-Williams),,26-20,,
0:26.0,,,26-22,2,J. Parker makes 2-pt shot at rim (assist by G. Monroe)
0:03.0,J. Lamb makes 2-pt shot from 20 ft (assist by K. Walker),2,28-22,,
0:00.0,,,28-25,3,M. Carter-Williams makes 3-pt shot from 39 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,28-27,2,R. Vaughn makes 2-pt shot from 14 ft (assist by M. Carter-Williams)
11:29.0,N. Batum misses 2-pt shot from 17 ft,,28-27,,
11:25.0,,,28-27,,Defensive rebound by J. Parker
11:12.0,,,28-27,,Turnover by G. Monroe (lost ball; steal by N. Batum)
11:02.0,Turnover by N. Batum (lost ball; steal by J. Parker),,28-27,,
10:52.0,,,28-30,3,M. Carter-Williams makes 3-pt shot from 25 ft
10:41.0,N. Batum makes 2-pt shot from 22 ft (assist by C. Zeller),2,30-30,,
10:30.0,,,30-30,,R. Vaughn misses 3-pt shot from 23 ft
10:28.0,Defensive rebound by N. Batum,,30-30,,
10:22.0,Turnover by J. Lin (step out of bounds),,30-30,,
10:09.0,,,30-30,,J. Parker misses 2-pt shot from 18 ft
10:09.0,,,30-30,,Offensive rebound by G. Monroe
10:09.0,Personal foul by J. Lamb,,30-30,,
10:00.0,,,30-30,,Turnover by O. Mayo (traveling)
9:49.0,N. Batum misses 3-pt shot from 24 ft,,30-30,,
9:47.0,,,30-30,,Defensive rebound by M. Carter-Williams
9:41.0,,,30-33,3,O. Mayo makes 3-pt shot from 25 ft (assist by M. Carter-Williams)
9:25.0,Shooting foul by G. Monroe (drawn by C. Zeller),,30-33,,
9:25.0,C. Zeller makes free throw 1 of 2,1,31-33,,
9:25.0,C. Zeller makes free throw 2 of 2,1,32-33,,
9:12.0,,,32-33,,O. Mayo misses 2-pt shot from 19 ft
9:11.0,Defensive rebound by N. Batum,,32-33,,
9:02.0,J. Lin misses 3-pt shot from 26 ft,,32-33,,
9:01.0,Offensive rebound by C. Zeller,,32-33,,
8:58.0,C. Zeller makes 2-pt shot from 1 ft,2,34-33,,
8:42.0,,,34-33,,Shooting foul by T. Hansbrough (drawn by G. Monroe)
8:42.0,Official timeout,,34-33,,
8:42.0,,,34-33,,G. Antetokounmpo enters the game for R. Vaughn
8:42.0,,,34-34,1,G. Monroe makes free throw 1 of 2
8:42.0,,,34-35,1,G. Monroe makes free throw 2 of 2
8:26.0,J. Lamb makes 2-pt shot from 19 ft,2,36-35,,
8:01.0,,,36-35,,Turnover by M. Carter-Williams (lost ball; steal by J. Lin)
8:00.0,,,36-35,,Personal foul by M. Carter-Williams
7:42.0,,,36-35,,Personal foul by O. Mayo
7:35.0,,,36-35,,Personal foul by G. Monroe
7:35.0,,,36-35,,M. Plumlee enters the game for G. Monroe
7:23.0,C. Zeller makes 2-pt shot from 6 ft,2,38-35,,
7:09.0,,,38-35,,Turnover by M. Carter-Williams (lost ball; steal by N. Batum)
7:03.0,J. Lamb makes 2-pt shot from 1 ft (assist by J. Lin),2,40-35,,
6:52.0,,,40-35,,G. Antetokounmpo misses 2-pt shot from 6 ft
6:52.0,,,40-35,,Offensive rebound by M. Plumlee
6:52.0,,,40-35,,Shooting foul by T. Hansbrough (drawn by G. Antetokounmpo)
6:52.0,,,40-35,,G. Antetokounmpo misses free throw 1 of 2
6:52.0,,,40-35,,Offensive rebound by Team
6:52.0,,,40-36,1,G. Antetokounmpo makes free throw 2 of 2
6:35.0,J. Lin misses 3-pt shot from 25 ft,,40-36,,
6:33.0,,,40-36,,Defensive rebound by M. Plumlee
6:24.0,,,40-38,2,M. Carter-Williams makes 2-pt shot from 17 ft
6:18.0,Charlotte full timeout,,40-38,,
6:18.0,F. Kaminsky enters the game for C. Zeller,,40-38,,
6:18.0,,,40-38,,K. Middleton enters the game for M. Carter-Williams
6:08.0,N. Batum makes 3-pt shot from 25 ft,3,43-38,,
5:54.0,,,43-38,,Turnover by J. Parker (traveling)
5:43.0,Turnover by J. Lin (lost ball; steal by M. Plumlee),,43-38,,
5:37.0,,,43-38,,O. Mayo misses 3-pt shot from 24 ft (block by N. Batum)
5:37.0,,,43-38,,Offensive rebound by Team
5:29.0,K. Walker enters the game for J. Lin,,43-38,,
5:29.0,M. Williams enters the game for J. Lamb,,43-38,,
5:26.0,,,43-38,,K. Middleton misses 2-pt shot from 13 ft
5:24.0,Defensive rebound by M. Williams,,43-38,,
5:08.0,N. Batum misses 3-pt shot from 26 ft,,43-38,,
5:06.0,,,43-38,,Defensive rebound by M. Plumlee
4:55.0,,,43-40,2,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton)
4:31.0,Turnover by F. Kaminsky (lost ball; steal by K. Middleton),,43-40,,
4:22.0,,,43-43,3,O. Mayo makes 3-pt shot from 25 ft (assist by J. Parker)
3:59.0,M. Williams makes 2-pt shot from 9 ft (assist by K. Walker),2,45-43,,
3:43.0,,,45-45,2,J. Parker makes 2-pt shot at rim (assist by K. Middleton)
3:25.0,T. Hansbrough misses 2-pt shot from 2 ft (block by M. Plumlee),,45-45,,
3:21.0,,,45-45,,Defensive rebound by G. Antetokounmpo
3:17.0,,,45-45,,J. Parker misses 2-pt shot from 2 ft (block by N. Batum)
3:14.0,Defensive rebound by F. Kaminsky,,45-45,,
3:09.0,M. Williams makes 3-pt shot from 23 ft,3,48-45,,
2:54.0,,,48-47,2,J. Parker makes 2-pt shot at rim (assist by K. Middleton)
2:47.0,Charlotte full timeout,,48-47,,
2:47.0,,,48-47,,Milwaukee full timeout
2:47.0,A. Jefferson enters the game for N. Batum,,48-47,,
2:47.0,J. Lin enters the game for T. Hansbrough,,48-47,,
2:29.0,F. Kaminsky misses 2-pt shot from 20 ft (block by M. Plumlee),,48-47,,
2:29.0,Offensive rebound by Team,,48-47,,
2:28.0,M. Williams misses 2-pt shot from 1 ft,,48-47,,
2:24.0,Offensive rebound by Team,,48-47,,
2:15.0,Turnover by Team (shot clock),,48-47,,
2:06.0,,,48-47,,K. Middleton misses 2-pt shot from 13 ft
2:04.0,Defensive rebound by K. Walker,,48-47,,
1:57.0,F. Kaminsky makes 2-pt shot from 2 ft,2,50-47,,
1:57.0,,,50-47,,Violation by M. Plumlee (def goaltending)
1:34.0,,,50-47,,M. Plumlee misses 2-pt shot from 9 ft
1:31.0,,,50-47,,Offensive rebound by J. Parker
1:26.0,,,50-50,3,K. Middleton makes 3-pt shot from 23 ft (assist by J. Parker)
1:15.0,Turnover by A. Jefferson (bad pass),,50-50,,
1:02.0,,,50-50,,Shooting foul by A. Jefferson (drawn by G. Antetokounmpo)
1:02.0,,,50-51,1,G. Antetokounmpo makes free throw 1 of 2
1:02.0,,,50-52,1,G. Antetokounmpo makes free throw 2 of 2
0:46.0,M. Williams misses 3-pt shot from 23 ft,,50-52,,
0:43.0,,,50-52,,Defensive rebound by M. Plumlee
0:33.0,,,50-52,,Turnover by K. Middleton (lost ball; steal by J. Lin)
0:23.0,F. Kaminsky misses 2-pt shot from 1 ft (block by M. Plumlee),,50-52,,
0:22.0,Offensive rebound by F. Kaminsky,,50-52,,
0:19.0,F. Kaminsky makes 2-pt shot from 1 ft,2,52-52,,
0:03.0,,,52-52,,Turnover by K. Middleton (lost ball; steal by J. Lin)
0:00.0,M. Williams misses 2-pt shot at rim (block by G. Antetokounmpo),,52-52,,
0:00.0,Offensive rebound by Team,,52-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,52-52,,Turnover by G. Antetokounmpo (lost ball; steal by M. Williams)
11:40.0,Shooting foul by M. Plumlee (drawn by M. Williams),,52-52,,
11:40.0,M. Williams makes free throw 1 of 2,1,53-52,,
11:40.0,M. Williams makes free throw 2 of 2,1,54-52,,
11:28.0,,,54-52,,K. Middleton misses 2-pt shot from 13 ft
11:26.0,Defensive rebound by C. Zeller,,54-52,,
11:17.0,Shooting foul by O. Mayo (drawn by K. Walker),,54-52,,
11:17.0,K. Walker misses free throw 1 of 3,,54-52,,
11:17.0,Offensive rebound by Team,,54-52,,
11:17.0,K. Walker makes free throw 2 of 3,1,55-52,,
11:17.0,K. Walker makes free throw 3 of 3,1,56-52,,
11:09.0,Personal foul by N. Batum,,56-52,,
11:01.0,,,56-52,,M. Plumlee misses 2-pt shot at rim (block by M. Williams)
10:58.0,Defensive rebound by C. Zeller,,56-52,,
10:52.0,F. Kaminsky misses 3-pt shot from 26 ft,,56-52,,
10:50.0,,,56-52,,Defensive rebound by K. Middleton
10:46.0,,,56-52,,J. Parker misses 2-pt shot from 1 ft
10:40.0,,,56-52,,Offensive rebound by M. Plumlee
10:40.0,,,56-54,2,M. Plumlee makes 2-pt shot at rim
10:20.0,N. Batum makes 2-pt shot from 20 ft (assist by C. Zeller),2,58-54,,
10:09.0,,,58-56,2,J. Parker makes 2-pt shot from 12 ft (assist by M. Plumlee)
9:54.0,Offensive foul by F. Kaminsky,,58-56,,
9:54.0,Turnover by F. Kaminsky (offensive foul),,58-56,,
9:42.0,,,58-56,,J. Parker misses 2-pt shot from 4 ft
9:40.0,,,58-56,,Offensive rebound by M. Plumlee
9:40.0,,,58-58,2,M. Plumlee makes 2-pt shot at rim
9:26.0,N. Batum misses 2-pt shot from 17 ft,,58-58,,
9:25.0,,,58-58,,Defensive rebound by G. Antetokounmpo
9:11.0,,,58-60,2,J. Parker makes 2-pt shot from 20 ft
8:56.0,M. Williams misses 3-pt shot from 25 ft,,58-60,,
8:55.0,Offensive rebound by Team,,58-60,,
8:55.0,,,58-60,,Loose ball foul by J. Parker
8:41.0,C. Zeller misses 2-pt shot from 13 ft,,58-60,,
8:40.0,,,58-60,,Defensive rebound by J. Parker
8:34.0,,,58-60,,G. Antetokounmpo misses 2-pt shot from 1 ft
8:32.0,,,58-60,,Offensive rebound by O. Mayo
8:17.0,,,58-62,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by O. Mayo)
7:58.0,F. Kaminsky misses 2-pt shot from 7 ft,,58-62,,
7:55.0,Offensive rebound by C. Zeller,,58-62,,
7:55.0,C. Zeller makes 2-pt shot at rim,2,60-62,,
7:42.0,,,60-65,3,K. Middleton makes 3-pt shot from 26 ft (assist by O. Mayo)
7:25.0,K. Walker misses 3-pt shot from 24 ft,,60-65,,
7:23.0,Offensive rebound by Team,,60-65,,
7:17.0,M. Williams misses 3-pt shot from 23 ft,,60-65,,
7:15.0,Offensive rebound by F. Kaminsky,,60-65,,
7:07.0,K. Walker misses 2-pt shot from 14 ft (block by O. Mayo),,60-65,,
7:05.0,,,60-65,,Defensive rebound by G. Antetokounmpo
7:01.0,,,60-65,,Shooting foul by M. Williams (drawn by G. Antetokounmpo)
7:01.0,,,60-66,1,G. Antetokounmpo makes free throw 1 of 2
7:01.0,,,60-66,,G. Antetokounmpo misses free throw 2 of 2
7:00.0,Defensive rebound by F. Kaminsky,,60-66,,
6:43.0,,,60-66,,Shooting block foul by M. Plumlee (drawn by M. Williams)
6:43.0,M. Williams misses free throw 1 of 2,,60-66,,
6:43.0,Offensive rebound by Team,,60-66,,
6:43.0,M. Williams makes free throw 2 of 2,1,61-66,,
6:24.0,,,61-68,2,J. Parker makes 2-pt shot from 2 ft (assist by G. Antetokounmpo)
6:07.0,A. Jefferson enters the game for C. Zeller,,61-68,,
6:07.0,,,61-68,,G. Monroe enters the game for M. Plumlee
6:00.0,K. Walker misses 3-pt shot from 26 ft,,61-68,,
5:59.0,,,61-68,,Defensive rebound by J. Parker
5:56.0,,,61-68,,Turnover by J. Parker (offensive foul)
5:56.0,,,61-68,,Offensive charge foul by J. Parker
5:56.0,,,61-68,,Milwaukee full timeout
5:56.0,,,61-68,,M. Carter-Williams enters the game for O. Mayo
5:36.0,K. Walker misses 2-pt shot from 19 ft,,61-68,,
5:34.0,,,61-68,,Defensive rebound by G. Antetokounmpo
5:23.0,Violation by K. Walker (kicked ball),,61-68,,
5:19.0,,,61-68,,G. Antetokounmpo misses 2-pt shot from 22 ft
5:17.0,Defensive rebound by F. Kaminsky,,61-68,,
4:56.0,K. Walker misses 3-pt shot from 24 ft,,61-68,,
4:54.0,,,61-68,,Defensive rebound by G. Monroe
4:44.0,,,61-71,3,K. Middleton makes 3-pt shot from 25 ft
4:32.0,Charlotte full timeout,,61-71,,
4:32.0,J. Lin enters the game for F. Kaminsky,,61-71,,
4:17.0,J. Lin misses 2-pt shot from 8 ft,,61-71,,
4:16.0,,,61-71,,Defensive rebound by G. Monroe
3:59.0,,,61-73,2,M. Carter-Williams makes 2-pt shot from 6 ft (assist by G. Antetokounmpo)
3:49.0,N. Batum misses 3-pt shot from 25 ft,,61-73,,
3:43.0,,,61-73,,Defensive rebound by M. Carter-Williams
3:43.0,,,61-73,,Shooting foul by J. Lin (drawn by K. Middleton)
3:43.0,,,61-74,1,K. Middleton makes free throw 1 of 2
3:43.0,,,61-74,,K. Middleton misses free throw 2 of 2
3:42.0,Defensive rebound by N. Batum,,61-74,,
3:23.0,A. Jefferson makes 2-pt shot from 1 ft,2,63-74,,
2:59.0,,,63-74,,J. Parker misses 2-pt shot from 17 ft
2:56.0,Defensive rebound by Team,,63-74,,
2:55.0,,,63-74,,Loose ball foul by G. Antetokounmpo
2:55.0,J. Lin makes free throw 1 of 2,1,64-74,,
2:55.0,J. Lin makes free throw 2 of 2,1,65-74,,
2:47.0,Personal foul by N. Batum,,65-74,,
2:47.0,,,65-74,,R. Vaughn enters the game for J. Parker
2:34.0,,,65-74,,Turnover by K. Middleton (lost ball; steal by J. Lin)
2:26.0,J. Lin misses 2-pt shot from 3 ft (block by K. Middleton),,65-74,,
2:22.0,,,65-74,,Defensive rebound by M. Carter-Williams
2:18.0,,,65-74,,R. Vaughn misses 3-pt shot from 23 ft
2:16.0,Defensive rebound by M. Williams,,65-74,,
2:07.0,M. Williams misses 2-pt shot from 4 ft,,65-74,,
2:05.0,,,65-74,,Defensive rebound by G. Monroe
1:56.0,,,65-74,,G. Antetokounmpo misses 2-pt shot from 17 ft
1:54.0,Defensive rebound by N. Batum,,65-74,,
1:44.0,Turnover by K. Walker (lost ball; steal by G. Antetokounmpo),,65-74,,
1:38.0,,,65-76,2,G. Antetokounmpo makes 2-pt shot at rim
1:21.0,J. Lin makes 2-pt shot at rim,2,67-76,,
1:13.0,,,67-76,,R. Vaughn misses 2-pt shot from 18 ft (block by M. Williams)
1:13.0,Defensive rebound by Team,,67-76,,
1:13.0,J. Lamb enters the game for K. Walker,,67-76,,
1:01.0,J. Lin misses 2-pt shot from 9 ft (block by M. Carter-Williams),,67-76,,
0:59.0,,,67-76,,Defensive rebound by M. Carter-Williams
0:58.0,,,67-78,2,M. Carter-Williams makes 2-pt shot from 2 ft
0:46.0,J. Lamb makes 3-pt shot from 26 ft (assist by J. Lin),3,70-78,,
0:27.0,,,70-78,,G. Antetokounmpo misses 2-pt shot from 11 ft
0:25.0,Defensive rebound by A. Jefferson,,70-78,,
0:02.0,Turnover by N. Batum (bad pass),,70-78,,
0:01.0,,,70-78,,G. Antetokounmpo misses 3-pt shot from 26 ft
0:00.0,,,70-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,Turnover by K. Walker (bad pass),,70-78,,
11:31.0,,,70-78,,R. Vaughn misses 3-pt shot from 23 ft
11:29.0,Defensive rebound by K. Walker,,70-78,,
11:12.0,A. Jefferson misses 2-pt shot from 5 ft (block by G. Monroe),,70-78,,
11:12.0,Offensive rebound by C. Zeller,,70-78,,
11:10.0,C. Zeller makes 2-pt shot at rim,2,72-78,,
10:54.0,,,72-80,2,J. Parker makes 2-pt shot from 17 ft (assist by R. Vaughn)
10:35.0,A. Jefferson misses 2-pt shot from 12 ft,,72-80,,
10:32.0,,,72-80,,Defensive rebound by J. Parker
10:10.0,,,72-80,,J. Parker misses 3-pt shot from 24 ft
10:08.0,,,72-80,,Offensive rebound by O. Mayo
10:04.0,,,72-80,,Turnover by O. Mayo (lost ball; steal by J. Lamb)
9:57.0,C. Zeller makes 2-pt shot at rim (assist by J. Lamb),2,74-80,,
9:42.0,,,74-80,,Turnover by J. Parker (lost ball; steal by A. Jefferson)
9:40.0,Turnover by J. Lamb (step out of bounds),,74-80,,
9:30.0,,,74-80,,Turnover by J. Parker (bad pass)
9:16.0,J. Lamb makes 3-pt shot from 26 ft (assist by K. Walker),3,77-80,,
9:03.0,,,77-80,,G. Monroe misses 2-pt shot from 6 ft
9:01.0,Defensive rebound by K. Walker,,77-80,,
8:59.0,Turnover by J. Lin (traveling),,77-80,,
8:59.0,Official timeout,,77-80,,
8:59.0,,,77-80,,K. Middleton enters the game for R. Vaughn
8:45.0,,,77-80,,Turnover by G. Monroe (lost ball; steal by J. Lamb)
8:41.0,J. Lamb makes 2-pt shot from 1 ft,2,79-80,,
8:29.0,,,79-80,,M. Carter-Williams misses 3-pt shot from 24 ft
8:27.0,Defensive rebound by J. Lamb,,79-80,,
8:07.0,J. Lamb misses 3-pt shot from 26 ft,,79-80,,
8:05.0,,,79-80,,Defensive rebound by O. Mayo
7:54.0,,,79-80,,Turnover by K. Middleton (traveling)
7:54.0,N. Batum enters the game for J. Lin,,79-80,,
7:37.0,Charlotte full timeout,,79-80,,
7:37.0,,,79-80,,G. Antetokounmpo enters the game for O. Mayo
7:33.0,J. Lamb misses 3-pt shot from 25 ft,,79-80,,
7:31.0,Offensive rebound by C. Zeller,,79-80,,
7:17.0,Turnover by J. Lamb (offensive foul),,79-80,,
7:17.0,Offensive charge foul by J. Lamb,,79-80,,
7:00.0,,,79-80,,Turnover by G. Monroe (lost ball)
6:43.0,K. Walker makes 3-pt shot from 26 ft (assist by J. Lamb),3,82-80,,
6:25.0,,,82-82,2,J. Parker makes 2-pt shot from 2 ft (assist by M. Carter-Williams)
6:01.0,N. Batum misses 2-pt shot from 19 ft,,82-82,,
5:58.0,,,82-82,,Defensive rebound by G. Antetokounmpo
5:42.0,,,82-82,,J. Parker misses 2-pt shot from 21 ft
5:41.0,Defensive rebound by J. Lamb,,82-82,,
5:30.0,K. Walker makes 2-pt shot at rim (assist by A. Jefferson),2,84-82,,
5:18.0,Personal foul by J. Lamb,,84-82,,
5:11.0,,,84-84,2,K. Middleton makes 2-pt shot from 17 ft
4:53.0,,,84-84,,Personal foul by G. Antetokounmpo
4:39.0,A. Jefferson misses 2-pt shot from 9 ft (block by G. Monroe),,84-84,,
4:35.0,,,84-84,,Defensive rebound by G. Monroe
4:24.0,,,84-86,2,K. Middleton makes 2-pt shot from 1 ft
4:12.0,K. Walker misses 3-pt shot from 23 ft (block by M. Carter-Williams),,84-86,,
4:09.0,,,84-86,,Defensive rebound by G. Monroe
4:08.0,,,84-86,,Turnover by G. Antetokounmpo (traveling)
3:54.0,J. Lamb misses 3-pt shot from 25 ft,,84-86,,
3:52.0,,,84-86,,Defensive rebound by J. Parker
3:36.0,,,84-86,,G. Antetokounmpo misses 2-pt shot from 4 ft (block by A. Jefferson)
3:34.0,Defensive rebound by C. Zeller,,84-86,,
3:34.0,M. Williams enters the game for A. Jefferson,,84-86,,
3:34.0,C. Zeller makes 2-pt shot from 3 ft,2,86-86,,
3:34.0,Shooting foul by M. Carter-Williams (drawn by C. Zeller),,86-86,,
3:34.0,C. Zeller makes free throw 1 of 1,1,87-86,,
3:18.0,,,87-86,,Turnover by G. Monroe (lost ball; steal by J. Lamb)
3:09.0,M. Williams makes 3-pt shot from 24 ft (assist by N. Batum),3,90-86,,
3:09.0,,,90-86,,Milwaukee full timeout
3:02.0,,,90-86,,Shooting foul by K. Walker (drawn by K. Middleton)
3:02.0,,,90-87,1,K. Middleton makes free throw 1 of 2
3:02.0,,,90-88,1,K. Middleton makes free throw 2 of 2
2:44.0,K. Walker makes 2-pt shot from 20 ft,2,92-88,,
2:30.0,,,92-88,,K. Middleton misses 2-pt shot from 17 ft
2:29.0,,,92-88,,Offensive rebound by J. Parker
2:29.0,,,92-88,,Shooting foul by M. Williams (drawn by J. Parker)
2:29.0,,,92-89,1,J. Parker makes free throw 1 of 2
2:29.0,,,92-89,,J. Parker misses free throw 2 of 2
2:27.0,Defensive rebound by N. Batum,,92-89,,
2:05.0,M. Williams misses 3-pt shot from 24 ft,,92-89,,
2:02.0,,,92-89,,Defensive rebound by G. Antetokounmpo
1:52.0,,,92-91,2,K. Middleton makes 2-pt shot from 1 ft
