time,Miami,pts.away,score,pts.home,Toronto
1:34.0,J. Johnson misses 2-pt shot from 5 ft (block by T. Ross),,13-18,,
1:34.0,Offensive rebound by J. Johnson,,13-18,,
1:34.0,Turnover by Team (shot clock),,13-18,,
1:34.0,,,13-18,,P. Patterson enters the game for N. Powell
1:26.0,,,13-18,,Offensive foul by B. Biyombo
1:26.0,,,13-18,,Turnover by B. Biyombo (offensive foul)
1:10.0,J. Richardson makes 3-pt shot from 25 ft (assist by J. Johnson),3,16-18,,
0:57.0,,,16-18,,P. Patterson misses 2-pt shot from 16 ft
0:57.0,Defensive rebound by J. Johnson,,16-18,,
0:47.0,J. Johnson misses 2-pt shot from 14 ft,,16-18,,
0:46.0,,,16-18,,Defensive rebound by P. Patterson
0:34.0,,,16-18,,C. Joseph misses 2-pt shot from 17 ft
0:33.0,Defensive rebound by J. Richardson,,16-18,,
0:18.0,G. Dragic misses 2-pt shot from 1 ft,,16-18,,
0:18.0,Offensive rebound by J. Winslow,,16-18,,
0:17.0,A. Stoudemire makes 2-pt shot from 1 ft,2,18-18,,
0:02.0,,,18-18,,D. DeRozan misses 2-pt shot from 18 ft
0:01.0,Defensive rebound by G. Dragic,,18-18,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,J. Johnson makes 2-pt shot from 1 ft,2,20-18,,
11:25.0,,,20-20,2,T. Ross makes 2-pt shot from 16 ft
11:01.0,J. Johnson makes 2-pt shot from 7 ft,2,22-20,,
10:41.0,,,22-22,2,T. Ross makes 2-pt shot from 7 ft
10:31.0,,,22-22,,Def 3 sec tech foul by B. Biyombo
10:31.0,J. Johnson makes technical free throw,1,23-22,,
10:28.0,,,23-22,,Personal foul by C. Joseph
10:14.0,J. Johnson makes 2-pt shot from 7 ft,2,25-22,,
9:56.0,,,25-24,2,C. Joseph makes 2-pt shot from 2 ft
9:39.0,G. Dragic misses 3-pt shot from 24 ft,,25-24,,
9:39.0,,,25-24,,Defensive rebound by C. Joseph
9:34.0,Personal foul by G. Dragic,,25-24,,
9:16.0,,,25-26,2,T. Ross makes 2-pt shot from 1 ft (assist by C. Joseph)
9:02.0,G. Dragic misses 2-pt shot from 3 ft,,25-26,,
9:01.0,Offensive rebound by Team,,25-26,,
9:01.0,D. Wade enters the game for G. Dragic,,25-26,,
9:01.0,H. Whiteside enters the game for A. Stoudemire,,25-26,,
8:53.0,Shooting foul by B. Biyombo (drawn by H. Whiteside),,25-26,,
8:53.0,Official timeout,,25-26,,
8:53.0,,,25-26,,J. Valanciunas enters the game for B. Biyombo
8:53.0,H. Whiteside makes free throw 1 of 2,1,26-26,,
8:53.0,H. Whiteside makes free throw 2 of 2,1,27-26,,
8:37.0,,,27-26,,T. Ross misses 2-pt shot from 16 ft
8:36.0,Defensive rebound by D. Wade,,27-26,,
8:26.0,D. Wade misses 2-pt shot from 17 ft,,27-26,,
8:25.0,Offensive rebound by Team,,27-26,,
8:24.0,,,27-26,,Loose ball foul by C. Joseph
8:24.0,,,27-26,,K. Lowry enters the game for C. Joseph
8:12.0,J. Johnson misses 2-pt shot from 6 ft (block by D. Carroll),,27-26,,
8:11.0,Offensive rebound by H. Whiteside,,27-26,,
8:10.0,Jump ball: D. Carroll vs. H. Whiteside (D. Wade gains possession),,,,Jump ball: D. Carroll vs. H. Whiteside (D. Wade gains possession)
8:03.0,J. Richardson makes 3-pt shot from 23 ft (assist by D. Wade),3,30-26,,
7:40.0,,,30-26,,J. Valanciunas misses 2-pt shot from 15 ft
7:40.0,Defensive rebound by D. Wade,,30-26,,
7:31.0,Turnover by D. Wade (lost ball; steal by J. Valanciunas),,30-26,,
7:29.0,Personal foul by J. Winslow,,30-26,,
7:17.0,,,30-29,3,T. Ross makes 3-pt shot from 24 ft (assist by P. Patterson)
6:57.0,H. Whiteside misses 2-pt shot from 15 ft,,30-29,,
6:57.0,,,30-29,,Defensive rebound by P. Patterson
6:46.0,Personal foul by J. Johnson,,30-29,,
6:46.0,L. Deng enters the game for J. Johnson,,30-29,,
6:46.0,U. Haslem enters the game for H. Whiteside,,30-29,,
6:34.0,,,30-29,,J. Valanciunas misses 2-pt shot from 7 ft
6:34.0,Defensive rebound by J. Winslow,,30-29,,
6:25.0,Turnover by J. Winslow (lost ball; steal by J. Valanciunas),,30-29,,
6:15.0,,,30-32,3,D. Carroll makes 3-pt shot from 24 ft (assist by T. Ross)
6:15.0,Miami full timeout,,30-32,,
6:15.0,,,30-32,,D. DeRozan enters the game for D. Carroll
6:15.0,G. Dragic enters the game for J. Richardson,,30-32,,
6:15.0,G. Green enters the game for J. Winslow,,30-32,,
6:02.0,L. Deng makes 3-pt shot from 24 ft (assist by G. Dragic),3,33-32,,
5:48.0,,,33-32,,Shooting foul by D. Wade (drawn by T. Ross)
5:48.0,,,33-32,,T. Ross misses free throw 1 of 3
5:48.0,,,33-32,,Offensive rebound by Team
5:48.0,,,33-33,1,T. Ross makes free throw 2 of 3
5:48.0,,,33-34,1,T. Ross makes free throw 3 of 3
5:32.0,G. Green misses 2-pt shot from 20 ft,,33-34,,
5:32.0,,,33-34,,Defensive rebound by J. Valanciunas
5:16.0,,,33-34,,J. Valanciunas misses 2-pt shot from 13 ft (block by G. Green)
5:15.0,Defensive rebound by G. Green,,33-34,,
5:12.0,Turnover by L. Deng (lost ball; steal by K. Lowry),,33-34,,
5:09.0,,,33-34,,Turnover by K. Lowry (lost ball; steal by L. Deng)
5:04.0,U. Haslem makes 2-pt shot from 1 ft (assist by G. Green),2,35-34,,
4:46.0,,,35-36,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by D. DeRozan)
4:32.0,D. Wade misses 2-pt shot from 7 ft,,35-36,,
4:31.0,,,35-36,,Defensive rebound by J. Valanciunas
4:20.0,,,35-36,,P. Patterson misses 3-pt shot from 24 ft
4:20.0,Defensive rebound by U. Haslem,,35-36,,
4:01.0,L. Deng misses 2-pt shot from 19 ft,,35-36,,
4:01.0,,,35-36,,Defensive rebound by J. Valanciunas
3:45.0,,,35-38,2,P. Patterson makes 2-pt shot from 1 ft (assist by J. Valanciunas)
3:31.0,G. Dragic misses 2-pt shot from 16 ft,,35-38,,
3:30.0,Offensive rebound by G. Green,,35-38,,
3:24.0,G. Green misses 2-pt shot at rim,,35-38,,
3:23.0,Offensive rebound by U. Haslem,,35-38,,
3:23.0,J. Winslow enters the game for G. Green,,35-38,,
3:23.0,J. Johnson enters the game for D. Wade,,35-38,,
3:23.0,,,35-38,,D. Carroll enters the game for T. Ross
3:23.0,,,35-38,,N. Powell enters the game for P. Patterson
3:23.0,Turnover by U. Haslem (lost ball; steal by K. Lowry),,35-38,,
3:23.0,Jump ball: U. Haslem vs. K. Lowry (D. DeRozan gains possession),,,,Jump ball: U. Haslem vs. K. Lowry (D. DeRozan gains possession)
3:10.0,,,35-38,,Turnover by D. Carroll (lost ball; steal by L. Deng)
3:04.0,L. Deng misses 2-pt shot at rim,,35-38,,
3:04.0,,,35-38,,Defensive rebound by N. Powell
2:58.0,,,35-41,3,D. Carroll makes 3-pt shot from 23 ft (assist by K. Lowry)
2:49.0,Miami full timeout,,35-41,,
2:49.0,,,35-41,,Toronto full timeout
2:49.0,H. Whiteside enters the game for U. Haslem,,35-41,,
2:36.0,J. Winslow misses 2-pt shot from 6 ft,,35-41,,
2:36.0,,,35-41,,Defensive rebound by D. Carroll
2:11.0,,,35-41,,K. Lowry misses 2-pt shot from 6 ft
2:11.0,Defensive rebound by H. Whiteside,,35-41,,
2:03.0,Turnover by J. Winslow (lost ball; steal by D. DeRozan),,35-41,,
1:37.0,,,35-41,,D. Carroll misses 3-pt shot from 26 ft
1:37.0,Defensive rebound by L. Deng,,35-41,,
1:29.0,,,35-41,,Personal block foul by N. Powell
1:18.0,G. Dragic makes 2-pt shot from 6 ft,2,37-41,,
0:57.0,,,37-41,,D. DeRozan misses 2-pt shot from 5 ft
0:56.0,Defensive rebound by J. Winslow,,37-41,,
0:53.0,,,37-41,,Shooting block foul by K. Lowry (drawn by G. Dragic)
0:53.0,G. Dragic makes free throw 1 of 2,1,38-41,,
0:53.0,,,38-41,,T. Ross enters the game for N. Powell
0:53.0,G. Dragic makes free throw 2 of 2,1,39-41,,
0:40.0,,,39-41,,T. Ross misses 3-pt shot from 23 ft
0:39.0,,,39-41,,Offensive rebound by T. Ross
0:34.0,,,39-41,,Turnover by K. Lowry (lost ball; steal by J. Johnson)
0:29.0,G. Dragic makes 2-pt shot from 2 ft,2,41-41,,
0:07.0,,,41-41,,D. DeRozan misses 2-pt shot from 4 ft
0:06.0,,,41-41,,Offensive rebound by Team
0:06.0,Loose ball foul by J. Winslow,,41-41,,
0:06.0,,,41-42,1,J. Valanciunas makes free throw 1 of 2
0:06.0,D. Wade enters the game for J. Winslow,,41-42,,
0:06.0,J. Richardson enters the game for G. Dragic,,41-42,,
0:06.0,,,41-42,,C. Joseph enters the game for T. Ross
0:06.0,,,41-43,1,J. Valanciunas makes free throw 2 of 2
0:00.0,D. Wade misses 2-pt shot from 19 ft,,41-43,,
0:00.0,Offensive rebound by Team,,41-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,D. Wade makes 3-pt shot from 25 ft,3,44-43,,
11:18.0,,,44-45,2,D. DeRozan makes 2-pt shot from 20 ft (assist by K. Lowry)
11:01.0,H. Whiteside makes 2-pt shot from 2 ft (assist by G. Dragic),2,46-45,,
10:46.0,,,46-45,,Shooting foul by H. Whiteside (drawn by J. Valanciunas)
10:46.0,,,46-46,1,J. Valanciunas makes free throw 1 of 2
10:46.0,,,46-47,1,J. Valanciunas makes free throw 2 of 2
10:35.0,Turnover by G. Dragic (lost ball; steal by D. Carroll),,46-47,,
10:25.0,,,46-47,,D. DeRozan misses 2-pt shot from 12 ft
10:24.0,Defensive rebound by Team,,46-47,,
10:23.0,,,46-47,,Loose ball foul by D. Carroll
10:09.0,L. Deng makes 2-pt shot from 6 ft,2,48-47,,
9:47.0,,,48-49,2,N. Powell makes 2-pt shot from 3 ft (assist by K. Lowry)
9:32.0,L. Deng misses 2-pt shot from 6 ft (block by J. Valanciunas),,48-49,,
9:31.0,,,48-49,,Defensive rebound by D. DeRozan
9:28.0,,,48-51,2,D. Carroll makes 2-pt shot from 1 ft (assist by D. DeRozan)
9:00.0,D. Wade makes 2-pt shot from 10 ft,2,50-51,,
8:43.0,,,50-51,,D. DeRozan misses 2-pt shot from 8 ft
8:42.0,Defensive rebound by H. Whiteside,,50-51,,
8:40.0,G. Dragic makes 2-pt shot from 2 ft,2,52-51,,
8:40.0,Shooting foul by D. Carroll (drawn by G. Dragic),,52-51,,
8:40.0,G. Dragic misses free throw 1 of 1,,52-51,,
8:39.0,,,52-51,,Defensive rebound by J. Valanciunas
8:28.0,Personal foul by J. Johnson,,52-51,,
8:16.0,,,52-51,,N. Powell misses 3-pt shot from 27 ft
8:15.0,Defensive rebound by G. Dragic,,52-51,,
8:08.0,G. Dragic makes 2-pt shot from 18 ft,2,54-51,,
7:54.0,,,54-53,2,D. DeRozan makes 2-pt shot from 15 ft
7:36.0,Shooting foul by N. Powell (drawn by D. Wade),,54-53,,
7:36.0,D. Wade makes free throw 1 of 2,1,55-53,,
7:36.0,D. Wade makes free throw 2 of 2,1,56-53,,
7:18.0,,,56-55,2,K. Lowry makes 2-pt shot from 18 ft
7:02.0,G. Dragic misses 2-pt shot from 16 ft,,56-55,,
7:02.0,,,56-55,,Defensive rebound by D. DeRozan
6:52.0,,,56-55,,D. DeRozan misses 2-pt shot from 5 ft (block by H. Whiteside)
6:51.0,Defensive rebound by D. Wade,,56-55,,
6:45.0,H. Whiteside makes 2-pt shot at rim (assist by J. Johnson),2,58-55,,
6:24.0,,,58-57,2,J. Valanciunas makes 2-pt shot from 6 ft (assist by D. DeRozan)
6:04.0,,,58-57,,Personal foul by D. DeRozan
5:54.0,J. Johnson misses 2-pt shot from 12 ft,,58-57,,
5:54.0,,,58-57,,Defensive rebound by D. Carroll
5:43.0,,,58-57,,D. Carroll misses 3-pt shot from 25 ft
5:43.0,Defensive rebound by H. Whiteside,,58-57,,
5:30.0,D. Wade misses 2-pt shot from 16 ft,,58-57,,
5:30.0,,,58-57,,Defensive rebound by D. Carroll
5:20.0,,,58-57,,K. Lowry misses 3-pt shot from 26 ft
5:20.0,Defensive rebound by L. Deng,,58-57,,
5:12.0,D. Wade makes 2-pt shot from 4 ft (assist by L. Deng),2,60-57,,
5:12.0,,,60-57,,Toronto full timeout
5:12.0,,,60-57,,C. Joseph enters the game for N. Powell
5:12.0,J. Winslow enters the game for J. Johnson,,60-57,,
5:12.0,J. Richardson enters the game for G. Dragic,,60-57,,
4:57.0,,,60-57,,D. DeRozan misses 2-pt shot from 19 ft
4:57.0,,,60-57,,Offensive rebound by C. Joseph
4:43.0,,,60-59,2,D. DeRozan makes 2-pt shot from 19 ft
4:16.0,J. Richardson makes 2-pt shot from 20 ft (assist by L. Deng),2,62-59,,
3:52.0,,,62-59,,J. Valanciunas misses 2-pt shot from 7 ft
3:51.0,Defensive rebound by D. Wade,,62-59,,
3:37.0,D. Wade misses 2-pt shot from 16 ft,,62-59,,
3:36.0,,,62-59,,Defensive rebound by J. Valanciunas
3:28.0,,,62-59,,K. Lowry misses 3-pt shot from 26 ft
3:27.0,Defensive rebound by H. Whiteside,,62-59,,
3:09.0,J. Richardson misses 2-pt shot from 10 ft,,62-59,,
3:09.0,,,62-59,,Defensive rebound by J. Valanciunas
2:51.0,Miami full timeout,,62-59,,
2:51.0,G. Dragic enters the game for D. Wade,,62-59,,
2:51.0,,,62-59,,B. Biyombo enters the game for D. Carroll
2:51.0,,,62-59,,T. Ross enters the game for J. Valanciunas
2:51.0,,,62-59,,P. Patterson enters the game for K. Lowry
2:48.0,,,62-59,,Turnover by P. Patterson (lost ball; steal by L. Deng)
2:34.0,,,62-59,,Def 3 sec tech foul by B. Biyombo
2:34.0,G. Dragic makes technical free throw,1,63-59,,
2:24.0,G. Dragic makes 2-pt shot from 13 ft,2,65-59,,
2:08.0,,,65-59,,D. DeRozan misses 2-pt shot from 19 ft
2:08.0,Defensive rebound by H. Whiteside,,65-59,,
1:49.0,J. Richardson misses 2-pt shot from 21 ft,,65-59,,
1:49.0,,,65-59,,Defensive rebound by D. DeRozan
1:42.0,,,65-59,,Shooting foul by J. Winslow (drawn by D. DeRozan)
1:42.0,,,65-60,1,D. DeRozan makes free throw 1 of 2
1:42.0,,,65-61,1,D. DeRozan makes free throw 2 of 2
1:34.0,G. Dragic makes 3-pt shot from 27 ft,3,68-61,,
1:34.0,Shooting foul by C. Joseph (drawn by G. Dragic),,68-61,,
1:34.0,J. Johnson enters the game for L. Deng,,68-61,,
1:34.0,G. Dragic misses free throw 1 of 1,,68-61,,
1:33.0,,,68-61,,Defensive rebound by B. Biyombo
1:11.0,,,68-61,,D. DeRozan misses 2-pt shot from 17 ft
1:10.0,Defensive rebound by J. Winslow,,68-61,,
0:59.0,Turnover by G. Dragic (lost ball; steal by T. Ross),,68-61,,
0:56.0,,,68-63,2,T. Ross makes 2-pt shot at rim
0:42.0,J. Johnson misses 2-pt shot from 19 ft,,68-63,,
0:41.0,,,68-63,,Defensive rebound by P. Patterson
0:32.0,,,68-63,,C. Joseph misses 2-pt shot from 18 ft
0:31.0,Defensive rebound by H. Whiteside,,68-63,,
0:12.0,Turnover by J. Johnson (lost ball),,68-63,,
0:01.0,,,68-63,,D. DeRozan misses 2-pt shot from 19 ft
0:00.0,,,68-63,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,68-63,,T. Ross misses 3-pt shot from 25 ft
11:47.0,,,68-63,,Offensive rebound by B. Biyombo
11:24.0,,,68-63,,C. Joseph misses 2-pt shot from 15 ft
11:23.0,Defensive rebound by H. Whiteside,,68-63,,
11:03.0,J. Johnson makes 2-pt shot from 17 ft,2,70-63,,
10:48.0,,,70-65,2,T. Ross makes 2-pt shot from 16 ft
10:22.0,G. Dragic makes 3-pt shot from 27 ft,3,73-65,,
10:06.0,,,73-65,,P. Patterson misses 3-pt shot from 25 ft
10:06.0,Defensive rebound by H. Whiteside,,73-65,,
9:50.0,G. Dragic makes 2-pt shot from 14 ft,2,75-65,,
9:50.0,,,75-65,,Toronto full timeout
9:50.0,,,75-65,,J. Valanciunas enters the game for N. Powell
9:50.0,,,75-65,,K. Lowry enters the game for B. Biyombo
9:35.0,,,75-65,,Turnover by C. Joseph (lost ball; steal by J. Johnson)
9:14.0,H. Whiteside misses 2-pt shot from 12 ft (block by J. Valanciunas),,75-65,,
9:13.0,,,75-65,,Defensive rebound by J. Valanciunas
9:06.0,,,75-65,,T. Ross misses 3-pt shot from 28 ft
9:06.0,Defensive rebound by H. Whiteside,,75-65,,
8:51.0,Turnover by G. Dragic (traveling),,75-65,,
8:34.0,,,75-67,2,C. Joseph makes 2-pt shot from 2 ft
8:08.0,J. Johnson makes 2-pt shot from 19 ft,2,77-67,,
7:48.0,,,77-67,,T. Ross misses 3-pt shot from 26 ft
7:48.0,Defensive rebound by H. Whiteside,,77-67,,
7:32.0,J. Richardson misses 2-pt shot from 17 ft,,77-67,,
7:31.0,,,77-67,,Defensive rebound by T. Ross
7:19.0,,,77-67,,Turnover by K. Lowry (lost ball; steal by H. Whiteside)
7:11.0,G. Dragic misses 2-pt shot from 6 ft,,77-67,,
7:11.0,Offensive rebound by J. Winslow,,77-67,,
7:07.0,J. Winslow misses 2-pt shot from 4 ft,,77-67,,
7:07.0,,,77-67,,Defensive rebound by J. Valanciunas
6:53.0,,,77-69,2,J. Valanciunas makes 2-pt shot from 3 ft
6:53.0,Miami full timeout,,77-69,,
6:53.0,,,77-69,,D. DeRozan enters the game for T. Ross
6:53.0,,,77-69,,D. Carroll enters the game for P. Patterson
6:53.0,U. Haslem enters the game for H. Whiteside,,77-69,,
6:53.0,L. Deng enters the game for G. Dragic,,77-69,,
6:53.0,D. Wade enters the game for J. Winslow,,77-69,,
6:43.0,,,77-69,,Personal foul by K. Lowry
6:31.0,D. Wade makes 2-pt shot from 14 ft,2,79-69,,
6:04.0,,,79-71,2,K. Lowry makes 2-pt shot from 2 ft
5:56.0,Turnover by J. Richardson (lost ball; steal by K. Lowry),,79-71,,
5:55.0,Loose ball foul by J. Richardson,,79-71,,
5:48.0,,,79-73,2,C. Joseph makes 2-pt shot from 17 ft
5:35.0,,,79-73,,Personal foul by K. Lowry
5:35.0,Personal foul by J. Richardson,,79-73,,
5:20.0,J. Johnson misses 3-pt shot from 28 ft,,79-73,,
5:19.0,,,79-73,,Defensive rebound by Team
5:19.0,Loose ball foul by J. Richardson,,79-73,,
5:19.0,H. Whiteside enters the game for J. Richardson,,79-73,,
5:19.0,G. Dragic enters the game for U. Haslem,,79-73,,
4:54.0,,,79-75,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by C. Joseph)
4:35.0,Shooting foul by K. Lowry (drawn by H. Whiteside),,79-75,,
4:35.0,H. Whiteside misses free throw 1 of 2,,79-75,,
4:35.0,Offensive rebound by Team,,79-75,,
4:35.0,H. Whiteside misses free throw 2 of 2,,79-75,,
4:34.0,,,79-75,,Defensive rebound by J. Valanciunas
4:10.0,,,79-75,,K. Lowry misses 2-pt shot from 10 ft
4:10.0,Defensive rebound by Team,,79-75,,
4:10.0,,,79-75,,Loose ball foul by J. Valanciunas
3:50.0,D. Wade makes 2-pt shot from 2 ft,2,81-75,,
3:35.0,,,81-75,,Turnover by C. Joseph (lost ball)
3:25.0,D. Wade misses 2-pt shot from 17 ft,,81-75,,
3:24.0,,,81-75,,Defensive rebound by K. Lowry
3:17.0,,,81-77,2,D. DeRozan makes 2-pt shot from 3 ft
3:17.0,,,81-77,,Shooting foul by H. Whiteside (drawn by D. DeRozan)
3:17.0,,,81-77,,D. DeRozan misses free throw 1 of 1
3:15.0,Defensive rebound by G. Dragic,,81-77,,
3:03.0,J. Johnson misses 2-pt shot from 12 ft,,81-77,,
3:02.0,Offensive rebound by J. Johnson,,81-77,,
3:01.0,J. Johnson makes 2-pt shot from 2 ft,2,83-77,,
2:43.0,,,83-79,2,D. DeRozan makes 2-pt shot from 16 ft
2:43.0,,,83-79,,Shooting foul by L. Deng (drawn by D. DeRozan)
2:43.0,Official timeout,,83-79,,
2:43.0,,,83-79,,B. Biyombo enters the game for J. Valanciunas
2:43.0,,,83-79,,D. DeRozan misses free throw 1 of 1
2:42.0,Defensive rebound by H. Whiteside,,83-79,,
2:18.0,J. Johnson misses 3-pt shot from 26 ft,,83-79,,
2:17.0,,,83-79,,Defensive rebound by D. DeRozan
1:56.0,,,83-79,,D. DeRozan misses 2-pt shot from 5 ft (block by D. Wade)
1:55.0,Defensive rebound by H. Whiteside,,83-79,,
1:40.0,D. Wade misses 2-pt shot from 19 ft,,83-79,,
1:39.0,,,83-79,,Defensive rebound by B. Biyombo
1:27.0,,,83-79,,D. DeRozan misses 2-pt shot from 18 ft
1:27.0,Defensive rebound by H. Whiteside,,83-79,,
1:08.0,G. Dragic misses 2-pt shot from 9 ft,,83-79,,
1:08.0,,,83-79,,Defensive rebound by C. Joseph
1:06.0,,,83-79,,Toronto full timeout
1:06.0,,,83-79,,J. Valanciunas enters the game for B. Biyombo
1:03.0,,,83-81,2,C. Joseph makes 2-pt shot from 2 ft
0:41.0,G. Dragic makes 3-pt shot from 23 ft (assist by D. Wade),3,86-81,,
0:41.0,,,86-81,,Toronto full timeout
0:41.0,J. Winslow enters the game for G. Dragic,,86-81,,
0:37.0,,,86-81,,C. Joseph misses 2-pt shot from 19 ft
0:36.0,,,86-81,,Offensive rebound by K. Lowry
0:33.0,,,86-81,,K. Lowry misses 2-pt shot from 4 ft (block by D. Wade)
0:32.0,Defensive rebound by J. Johnson,,86-81,,
0:29.0,,,86-81,,Personal foul by C. Joseph
0:28.0,,,86-81,,Personal take foul by D. Carroll
0:28.0,J. Johnson misses free throw 1 of 2,,86-81,,
0:28.0,Offensive rebound by Team,,86-81,,
0:28.0,J. Johnson makes free throw 2 of 2,1,87-81,,
0:23.0,,,87-81,,K. Lowry misses 3-pt shot from 29 ft
0:22.0,Defensive rebound by Team,,87-81,,
0:22.0,G. Dragic enters the game for J. Winslow,,87-81,,
