time,Houston,pts.away,score,pts.home,San Antonio
4:37.0,D. Howard misses free throw 1 of 1,,18-14,,
4:34.0,,,18-14,,Defensive rebound by K. Leonard
4:33.0,Personal foul by J. Harden (drawn by K. Leonard),,18-14,,
4:33.0,,,18-14,,D. Green enters the game for K. Leonard
4:33.0,C. Brewer enters the game for T. Ariza,,18-14,,
4:19.0,,,18-16,2,D. West makes 2-pt shot from 13 ft (assist by M. Ginobili)
3:56.0,T. Jones makes 2-pt shot from 8 ft (assist by T. Lawson),2,20-16,,
3:37.0,,,20-18,2,L. Aldridge makes 2-pt shot from 3 ft (assist by D. West)
3:22.0,J. Harden misses 2-pt shot from 12 ft,,20-18,,
3:18.0,,,20-18,,Defensive rebound by D. West
3:13.0,,,20-20,2,L. Aldridge makes 2-pt shot from 2 ft (assist by D. Green)
2:55.0,T. Lawson makes 2-pt shot from 16 ft,2,22-20,,
2:38.0,,,22-22,2,L. Aldridge makes 2-pt shot from 17 ft
2:13.0,Turnover by T. Lawson (bad pass; steal by L. Aldridge),,22-22,,
2:06.0,,,22-24,2,L. Aldridge makes 2-pt shot from 3 ft (assist by M. Ginobili)
2:03.0,Houston full timeout,,22-24,,
2:03.0,C. Capela enters the game for D. Howard,,22-24,,
2:03.0,J. Terry enters the game for J. Harden,,22-24,,
1:49.0,T. Jones misses 3-pt shot from 24 ft,,22-24,,
1:47.0,,,22-24,,Defensive rebound by D. Green
1:46.0,Personal foul by T. Lawson (drawn by P. Mills),,22-24,,
1:46.0,,,22-24,,J. Simmons enters the game for D. Green
1:26.0,,,22-24,,Turnover by J. Simmons (bad pass; steal by C. Capela)
1:23.0,C. Brewer makes 2-pt shot from 4 ft (assist by T. Lawson),2,24-24,,
1:23.0,,,24-24,,Shooting block foul by M. Ginobili (drawn by C. Brewer)
1:23.0,,,24-24,,B. Diaw enters the game for L. Aldridge
1:23.0,C. Brewer makes free throw 1 of 1,1,25-24,,
1:05.0,,,25-27,3,P. Mills makes 3-pt shot from 23 ft (assist by J. Simmons)
0:57.0,Shooting foul by B. Diaw (drawn by T. Jones),,25-27,,
0:57.0,T. Jones makes free throw 1 of 2,1,26-27,,
0:57.0,,,26-27,,Violation by M. Ginobili (lane)
0:57.0,T. Jones makes free throw 2 of 2,1,27-27,,
0:39.0,,,27-29,2,B. Diaw makes 2-pt shot from 19 ft (assist by M. Ginobili)
0:30.0,Offensive foul by T. Jones,,27-29,,
0:30.0,Turnover by T. Jones (offensive foul),,27-29,,
0:30.0,T. Ariza enters the game for T. Lawson,,27-29,,
0:30.0,P. Beverley enters the game for J. Terry,,27-29,,
0:06.0,,,27-29,,B. Diaw misses 2-pt shot from 8 ft
0:04.0,Defensive rebound by Team,,27-29,,
0:04.0,J. Harden enters the game for C. Capela,,27-29,,
0:04.0,T. Lawson enters the game for T. Jones,,27-29,,
0:04.0,,,27-29,,K. Leonard enters the game for B. Diaw
0:04.0,,,27-29,,D. Green enters the game for D. West
0:00.0,C. Brewer misses 2-pt shot from 2 ft,,27-29,,
0:00.0,Offensive rebound by J. Harden,,27-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,27-29,,M. Ginobili misses 2-pt shot from 2 ft (block by C. Capela)
11:48.0,,,27-29,,Offensive rebound by Team
11:48.0,,,27-29,,T. Parker enters the game for J. Simmons
11:44.0,,,27-29,,M. Ginobili misses 2-pt shot from 3 ft
11:42.0,,,27-29,,Offensive rebound by Team
11:42.0,Personal foul by C. Brewer (drawn by M. Ginobili),,27-29,,
11:34.0,,,27-29,,Shooting foul by T. Lawson (drawn by T. Parker)
11:34.0,,,27-30,1,T. Parker makes free throw 1 of 2
11:34.0,,,27-31,1,T. Parker makes free throw 2 of 2
11:15.0,T. Lawson makes 2-pt shot from 6 ft,2,29-31,,
11:04.0,,,29-31,,Turnover by T. Parker (lost ball; steal by T. Lawson)
11:00.0,T. Lawson misses 2-pt shot from 2 ft,,29-31,,
10:59.0,Offensive rebound by C. Brewer,,29-31,,
10:57.0,C. Brewer misses 2-pt shot from 2 ft,,29-31,,
10:56.0,,,29-31,,Defensive rebound by T. Parker
10:52.0,,,29-31,,P. Mills misses 3-pt shot from 24 ft
10:49.0,,,29-31,,Offensive rebound by M. Ginobili
10:36.0,,,29-31,,P. Mills misses 3-pt shot from 23 ft
10:35.0,Defensive rebound by T. Lawson,,29-31,,
10:30.0,Turnover by T. Lawson (bad pass; steal by M. Ginobili),,29-31,,
10:25.0,,,29-31,,T. Parker misses 2-pt shot from 18 ft
10:24.0,Defensive rebound by C. Capela,,29-31,,
10:15.0,C. Brewer makes 2-pt shot from 1 ft (assist by T. Lawson),2,31-31,,
10:02.0,,,31-31,,P. Mills misses 3-pt shot from 25 ft
10:01.0,Defensive rebound by C. Capela,,31-31,,
10:01.0,,,31-31,,Personal foul by M. Ginobili (drawn by C. Capela)
9:50.0,C. Brewer misses 2-pt shot from 16 ft,,31-31,,
9:49.0,,,31-31,,Defensive rebound by B. Diaw
9:40.0,,,31-31,,T. Parker misses 3-pt shot from 24 ft
9:38.0,Defensive rebound by T. Lawson,,31-31,,
9:21.0,C. Capela makes 2-pt shot at rim,2,33-31,,
9:18.0,,,33-31,,San Antonio full timeout
9:18.0,J. Harden enters the game for C. Capela,,33-31,,
9:18.0,T. Ariza enters the game for C. Brewer,,33-31,,
9:18.0,D. Howard enters the game for J. Terry,,33-31,,
9:18.0,,,33-31,,D. Green enters the game for P. Mills
9:05.0,,,33-33,2,D. West makes 2-pt shot from 17 ft (assist by T. Parker)
8:45.0,T. Jones misses 2-pt shot from 1 ft,,33-33,,
8:44.0,,,33-33,,Defensive rebound by Team
8:44.0,Loose ball foul by D. Howard (drawn by B. Diaw),,33-33,,
8:29.0,,,33-35,2,D. West makes 2-pt shot from 6 ft
8:05.0,,,33-35,,Personal foul by M. Ginobili (drawn by T. Ariza)
8:05.0,,,33-35,,K. Leonard enters the game for M. Ginobili
8:05.0,P. Beverley enters the game for T. Lawson,,33-35,,
7:54.0,J. Harden makes 2-pt shot from 16 ft,2,35-35,,
7:31.0,,,35-35,,B. Diaw misses 2-pt shot from 3 ft
7:30.0,Defensive rebound by T. Jones,,35-35,,
7:27.0,Turnover by T. Jones (lost ball; steal by B. Diaw),,35-35,,
7:16.0,,,35-37,2,D. West makes 2-pt shot from 19 ft (assist by T. Parker)
6:59.0,J. Harden makes 2-pt shot from 14 ft,2,37-37,,
6:42.0,,,37-39,2,K. Leonard makes 2-pt shot from 12 ft (assist by B. Diaw)
6:27.0,Shooting foul by D. West (drawn by D. Howard),,37-39,,
6:27.0,D. Howard makes free throw 1 of 2,1,38-39,,
6:27.0,D. Howard makes free throw 2 of 2,1,39-39,,
6:11.0,,,39-42,3,B. Diaw makes 3-pt shot from 25 ft (assist by K. Leonard)
5:56.0,Shooting foul by D. Green (drawn by D. Howard),,39-42,,
5:56.0,Official timeout,,39-42,,
5:56.0,,,39-42,,L. Aldridge enters the game for D. West
5:56.0,C. Capela enters the game for T. Jones,,39-42,,
5:56.0,D. Howard makes free throw 1 of 2,1,40-42,,
5:56.0,D. Howard makes free throw 2 of 2,1,41-42,,
5:38.0,,,41-42,,D. Green misses 2-pt shot from 15 ft
5:37.0,Defensive rebound by D. Howard,,41-42,,
5:27.0,D. Howard makes 2-pt shot at rim (assist by P. Beverley),2,43-42,,
5:16.0,Personal foul by P. Beverley (drawn by D. Green),,43-42,,
5:05.0,Personal foul by J. Harden (drawn by K. Leonard),,43-42,,
5:05.0,,,43-42,,K. Leonard misses free throw 1 of 2
5:05.0,,,43-42,,Offensive rebound by Team
5:05.0,,,43-42,,P. Mills enters the game for T. Parker
5:05.0,,,43-43,1,K. Leonard makes free throw 2 of 2
4:45.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,45-43,,
4:31.0,,,45-43,,B. Diaw misses 2-pt shot from 2 ft (block by C. Capela)
4:29.0,,,45-43,,Offensive rebound by B. Diaw
4:24.0,,,45-43,,D. Green misses 3-pt shot from 24 ft
4:22.0,Defensive rebound by D. Howard,,45-43,,
4:14.0,J. Harden makes 3-pt shot from 24 ft (assist by T. Ariza),3,48-43,,
4:03.0,,,48-45,2,K. Leonard makes 2-pt shot at rim
3:54.0,Turnover by J. Harden (lost ball; steal by D. Green),,48-45,,
3:48.0,,,48-48,3,D. Green makes 3-pt shot from 24 ft (assist by P. Mills)
3:48.0,Houston full timeout,,48-48,,
3:48.0,T. Jones enters the game for D. Howard,,48-48,,
3:27.0,T. Ariza makes 2-pt shot from 3 ft (assist by T. Jones),2,50-48,,
3:09.0,,,50-50,2,K. Leonard makes 2-pt shot at rim
2:47.0,Turnover by J. Harden (bad pass; steal by D. Green),,50-50,,
2:35.0,,,50-50,,Shooting foul by C. Capela (drawn by L. Aldridge)
2:35.0,,,50-52,2,L. Aldridge makes 2-pt shot from 1 ft
2:35.0,D. Howard enters the game for C. Capela,,50-52,,
2:35.0,,,50-53,1,L. Aldridge makes free throw 1 of 1
2:20.0,T. Ariza makes 2-pt shot from 8 ft (assist by P. Beverley),2,52-53,,
2:02.0,,,52-53,,B. Diaw misses 2-pt shot from 2 ft
2:00.0,,,52-53,,Offensive rebound by B. Diaw
1:58.0,,,52-55,2,B. Diaw makes 2-pt shot from 2 ft
1:44.0,T. Jones misses 2-pt shot from 1 ft,,52-55,,
1:43.0,,,52-55,,Defensive rebound by B. Diaw
1:31.0,,,52-58,3,K. Leonard makes 3-pt shot from 25 ft (assist by D. Green)
1:12.0,Turnover by T. Jones (traveling),,52-58,,
0:53.0,,,52-58,,Shooting foul by J. Harden (drawn by K. Leonard)
0:53.0,,,52-59,1,K. Leonard makes free throw 1 of 2
0:53.0,C. Brewer enters the game for J. Harden,,52-59,,
0:53.0,T. Lawson enters the game for T. Jones,,52-59,,
0:53.0,,,52-60,1,K. Leonard makes free throw 2 of 2
0:30.0,T. Ariza misses 2-pt shot from 3 ft,,52-60,,
0:28.0,,,52-60,,Defensive rebound by D. Green
0:09.0,,,52-60,,P. Mills misses 3-pt shot from 24 ft
0:07.0,Defensive rebound by D. Howard,,52-60,,
0:03.0,C. Brewer makes 3-pt shot from 24 ft (assist by D. Howard),3,55-60,,
0:00.0,,,55-60,,P. Mills misses 3-pt shot from 40 ft
0:00.0,,,55-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,55-60,,Turnover by T. Duncan (bad pass; steal by T. Ariza)
11:36.0,Shooting foul by L. Aldridge (drawn by P. Beverley),,55-60,,
11:36.0,P. Beverley makes free throw 1 of 2,1,56-60,,
11:36.0,P. Beverley misses free throw 2 of 2,,56-60,,
11:35.0,,,56-60,,Defensive rebound by K. Leonard
11:27.0,Def 3 sec tech foul by D. Howard,,56-60,,
11:27.0,,,56-61,1,K. Leonard makes technical free throw
11:17.0,,,56-61,,Turnover by L. Aldridge (bad pass)
10:59.0,T. Ariza makes 3-pt shot from 24 ft (assist by P. Beverley),3,59-61,,
10:41.0,,,59-63,2,L. Aldridge makes 2-pt shot from 19 ft (assist by T. Duncan)
10:19.0,C. Capela misses 2-pt shot from 3 ft,,59-63,,
10:17.0,,,59-63,,Defensive rebound by L. Aldridge
10:03.0,,,59-63,,Turnover by K. Leonard (bad pass; steal by J. Harden)
9:51.0,,,59-63,,Def 3 sec tech foul by T. Duncan
9:51.0,J. Harden makes technical free throw,1,60-63,,
9:36.0,Turnover by Team (shot clock),,60-63,,
9:18.0,,,60-65,2,L. Aldridge makes 2-pt shot from 4 ft
9:07.0,Shooting foul by T. Duncan (drawn by D. Howard),,60-65,,
9:07.0,D. Howard makes 2-pt shot at rim (assist by P. Beverley),2,62-65,,
9:07.0,D. Howard makes free throw 1 of 1,1,63-65,,
8:51.0,,,63-65,,T. Parker misses 2-pt shot from 16 ft
8:49.0,Defensive rebound by C. Capela,,63-65,,
8:36.0,P. Beverley makes 2-pt shot from 15 ft,2,65-65,,
8:09.0,,,65-67,2,K. Leonard makes 2-pt shot from 11 ft
7:50.0,D. Howard misses 2-pt shot from 6 ft,,65-67,,
7:49.0,,,65-67,,Defensive rebound by L. Aldridge
7:46.0,Personal foul by P. Beverley (drawn by T. Parker),,65-67,,
7:36.0,,,65-70,3,D. Green makes 3-pt shot from 24 ft (assist by K. Leonard)
7:21.0,C. Capela misses 2-pt shot from 3 ft,,65-70,,
7:18.0,Offensive rebound by T. Ariza,,65-70,,
7:14.0,T. Ariza misses 3-pt shot from 24 ft,,65-70,,
7:13.0,,,65-70,,Defensive rebound by T. Duncan
7:04.0,,,65-70,,T. Duncan misses 2-pt shot from 18 ft
7:03.0,Defensive rebound by C. Capela,,65-70,,
6:56.0,Turnover by D. Howard (3 sec),,65-70,,
6:56.0,T. Jones enters the game for C. Capela,,65-70,,
6:38.0,,,65-70,,K. Leonard misses 2-pt shot from 9 ft
6:37.0,Defensive rebound by D. Howard,,65-70,,
6:29.0,T. Jones makes 2-pt shot at rim (assist by T. Ariza),2,67-70,,
6:29.0,,,67-70,,San Antonio full timeout
6:08.0,,,67-72,2,L. Aldridge makes 2-pt shot from 2 ft (assist by T. Parker)
5:48.0,T. Jones misses 3-pt shot from 25 ft,,67-72,,
5:47.0,,,67-72,,Defensive rebound by T. Parker
5:38.0,,,67-74,2,L. Aldridge makes 2-pt shot from 11 ft (assist by T. Parker)
5:38.0,,,67-74,,Shooting foul by T. Jones (drawn by L. Aldridge)
5:38.0,,,67-74,,B. Diaw enters the game for T. Duncan
5:38.0,,,67-75,1,L. Aldridge makes free throw 1 of 1
5:24.0,,,67-75,,Personal foul by L. Aldridge (drawn by D. Howard)
5:11.0,Turnover by T. Ariza (lost ball),,67-75,,
4:53.0,,,67-75,,Turnover by B. Diaw (bad pass; steal by T. Ariza)
4:50.0,Turnover by J. Harden (bad pass; steal by B. Diaw),,67-75,,
4:45.0,,,67-77,2,B. Diaw makes 2-pt shot from 1 ft (assist by T. Parker)
4:45.0,,,67-77,,Shooting foul by P. Beverley (drawn by B. Diaw)
4:45.0,,,67-77,,P. Mills enters the game for T. Parker
4:45.0,C. Capela enters the game for D. Howard,,67-77,,
4:45.0,,,67-78,1,B. Diaw makes free throw 1 of 1
4:25.0,Turnover by J. Harden (bad pass; steal by D. Green),,67-78,,
4:13.0,,,67-81,3,K. Leonard makes 3-pt shot from 23 ft (assist by B. Diaw)
4:11.0,Houston full timeout,,67-81,,
4:11.0,T. Lawson enters the game for P. Beverley,,67-81,,
4:11.0,C. Brewer enters the game for T. Ariza,,67-81,,
4:11.0,,,67-81,,M. Ginobili enters the game for D. Green
3:58.0,C. Capela makes 2-pt shot at rim (assist by T. Lawson),2,69-81,,
3:40.0,,,69-81,,Turnover by K. Leonard (bad pass)
3:25.0,C. Brewer misses 3-pt shot from 23 ft,,69-81,,
3:24.0,Offensive rebound by C. Capela,,69-81,,
3:16.0,J. Harden misses 3-pt shot from 23 ft,,69-81,,
3:14.0,,,69-81,,Defensive rebound by B. Diaw
3:01.0,,,69-81,,Shooting foul by C. Capela (drawn by L. Aldridge)
3:01.0,,,69-82,1,L. Aldridge makes free throw 1 of 2
3:01.0,,,69-83,1,L. Aldridge makes free throw 2 of 2
2:49.0,J. Harden misses 3-pt shot from 25 ft,,69-83,,
2:48.0,,,69-83,,Defensive rebound by K. Leonard
2:43.0,,,69-83,,P. Mills misses 2-pt shot from 1 ft
2:42.0,Defensive rebound by J. Harden,,69-83,,
2:37.0,Shooting foul by B. Diaw (drawn by C. Brewer),,69-83,,
2:37.0,C. Brewer makes free throw 1 of 2,1,70-83,,
2:37.0,C. Brewer misses free throw 2 of 2,,70-83,,
2:35.0,,,70-83,,Defensive rebound by B. Diaw
2:19.0,,,70-83,,L. Aldridge misses 2-pt shot from 2 ft
2:19.0,,,70-83,,Offensive rebound by M. Ginobili
2:19.0,,,70-83,,Shooting foul by T. Jones (drawn by M. Ginobili)
2:19.0,,,70-84,1,M. Ginobili makes free throw 1 of 2
2:19.0,,,70-85,1,M. Ginobili makes free throw 2 of 2
2:07.0,Turnover by C. Brewer (bad pass),,70-85,,
1:58.0,Personal foul by C. Brewer (drawn by M. Ginobili),,70-85,,
1:58.0,,,70-86,1,M. Ginobili makes free throw 1 of 2
1:58.0,,,70-87,1,M. Ginobili makes free throw 2 of 2
1:40.0,T. Lawson misses 3-pt shot from 23 ft,,70-87,,
1:39.0,,,70-87,,Defensive rebound by L. Aldridge
1:32.0,,,70-89,2,M. Ginobili makes 2-pt shot from 8 ft (assist by P. Mills)
1:19.0,C. Brewer makes 2-pt shot from 2 ft (assist by T. Lawson),2,72-89,,
1:00.0,,,72-91,2,B. Diaw makes 2-pt shot from 13 ft
0:50.0,Turnover by J. Harden (bad pass; steal by P. Mills),,72-91,,
0:34.0,,,72-93,2,M. Ginobili makes 2-pt shot from 2 ft
0:28.0,J. Harden misses 3-pt shot from 26 ft,,72-93,,
0:27.0,,,72-93,,Defensive rebound by L. Aldridge
0:04.0,,,72-96,3,B. Diaw makes 3-pt shot from 25 ft (assist by M. Ginobili)
0:00.0,T. Lawson misses 3-pt shot from 26 ft,,72-96,,
0:00.0,Offensive rebound by Team,,72-96,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,T. Lawson makes 2-pt shot from 13 ft,2,74-96,,
11:22.0,,,74-96,,P. Mills misses 3-pt shot from 25 ft
11:20.0,Defensive rebound by D. Howard,,74-96,,
11:08.0,Shooting foul by B. Diaw (drawn by D. Howard),,74-96,,
11:08.0,D. Howard makes 2-pt shot from 1 ft (assist by T. Lawson),2,76-96,,
11:08.0,D. Howard misses free throw 1 of 1,,76-96,,
11:07.0,,,76-96,,Defensive rebound by B. Diaw
10:53.0,,,76-99,3,P. Mills makes 3-pt shot from 24 ft (assist by D. West)
10:38.0,J. Terry makes 3-pt shot from 26 ft (assist by T. Jones),3,79-99,,
10:26.0,,,79-102,3,P. Mills makes 3-pt shot from 24 ft
10:18.0,Shooting foul by D. West (drawn by D. Howard),,79-102,,
10:18.0,D. Howard misses free throw 1 of 2,,79-102,,
10:18.0,Offensive rebound by Team,,79-102,,
10:18.0,D. Howard makes free throw 2 of 2,1,80-102,,
10:04.0,Personal foul by C. Brewer (drawn by B. Diaw),,80-102,,
9:56.0,,,80-102,,M. Ginobili misses 2-pt shot from 22 ft
9:55.0,Defensive rebound by C. Brewer,,80-102,,
9:53.0,D. Howard makes 2-pt shot at rim (assist by C. Brewer),2,82-102,,
9:53.0,,,82-102,,San Antonio full timeout
9:37.0,,,82-104,2,B. Diaw makes 2-pt shot from 1 ft (assist by M. Ginobili)
9:18.0,T. Jones makes 2-pt shot from 2 ft (assist by D. Howard),2,84-104,,
9:01.0,,,84-104,,B. Diaw misses 2-pt shot at rim
8:59.0,Defensive rebound by T. Jones,,84-104,,
8:51.0,Turnover by D. Howard (bad pass),,84-104,,
8:42.0,,,84-106,2,B. Diaw makes 2-pt shot from 1 ft (assist by P. Mills)
8:42.0,,,84-106,,Shooting foul by T. Jones (drawn by B. Diaw)
8:42.0,,,84-106,,K. Leonard enters the game for M. Ginobili
8:42.0,C. Capela enters the game for T. Jones,,84-106,,
8:42.0,,,84-107,1,B. Diaw makes free throw 1 of 1
8:32.0,C. Brewer misses 3-pt shot from 24 ft,,84-107,,
8:31.0,,,84-107,,Defensive rebound by D. Green
8:15.0,,,84-107,,K. Leonard misses 2-pt shot from 3 ft
8:13.0,,,84-107,,Offensive rebound by B. Diaw
8:01.0,,,84-107,,K. Leonard misses 2-pt shot from 16 ft
7:59.0,Defensive rebound by J. Terry,,84-107,,
7:52.0,J. Terry makes 3-pt shot from 22 ft (assist by C. Brewer),3,87-107,,
7:41.0,Personal foul by C. Brewer (drawn by K. Leonard),,87-107,,
7:41.0,P. Beverley enters the game for T. Lawson,,87-107,,
7:41.0,,,87-107,,T. Parker enters the game for P. Mills
7:41.0,,,87-107,,L. Aldridge enters the game for B. Diaw
7:35.0,,,87-107,,Offensive foul by K. Leonard
7:35.0,,,87-107,,Turnover by K. Leonard (offensive foul)
7:16.0,Shooting foul by L. Aldridge (drawn by D. Howard),,87-107,,
7:16.0,D. Howard makes free throw 1 of 2,1,88-107,,
7:16.0,,,88-107,,J. Simmons enters the game for D. Green
7:16.0,D. Howard makes free throw 2 of 2,1,89-107,,
6:50.0,,,89-107,,D. West misses 2-pt shot from 14 ft
6:48.0,,,89-107,,Offensive rebound by L. Aldridge
6:47.0,,,89-107,,L. Aldridge misses 2-pt shot at rim
6:45.0,Defensive rebound by P. Beverley,,89-107,,
6:28.0,P. Beverley misses 2-pt shot at rim,,89-107,,
6:26.0,Offensive rebound by D. Howard,,89-107,,
6:23.0,J. Terry misses 3-pt shot from 25 ft,,89-107,,
6:21.0,Offensive rebound by P. Beverley,,89-107,,
6:18.0,P. Beverley misses 2-pt shot from 2 ft,,89-107,,
6:17.0,,,89-107,,Defensive rebound by L. Aldridge
6:04.0,,,89-107,,L. Aldridge misses 2-pt shot from 17 ft
6:03.0,Defensive rebound by C. Capela,,89-107,,
5:44.0,C. Brewer misses 2-pt shot from 9 ft,,89-107,,
5:43.0,,,89-107,,Defensive rebound by L. Aldridge
5:34.0,,,89-109,2,D. West makes 2-pt shot from 14 ft (assist by T. Parker)
5:22.0,Turnover by C. Brewer (bad pass; steal by L. Aldridge),,89-109,,
5:19.0,,,89-111,2,L. Aldridge makes 2-pt shot at rim
5:18.0,Houston full timeout,,89-111,,
5:18.0,K. McDaniels enters the game for C. Capela,,89-111,,
5:18.0,M. Harrell enters the game for C. Brewer,,89-111,,
5:00.0,Shooting foul by D. West (drawn by D. Howard),,89-111,,
5:00.0,D. Howard makes free throw 1 of 2,1,90-111,,
5:00.0,D. Howard makes free throw 2 of 2,1,91-111,,
4:39.0,,,91-111,,L. Aldridge misses 2-pt shot from 16 ft
4:38.0,Defensive rebound by J. Terry,,91-111,,
4:34.0,Shooting foul by J. Simmons (drawn by M. Harrell),,91-111,,
4:34.0,M. Harrell misses free throw 1 of 2,,91-111,,
4:34.0,Offensive rebound by Team,,91-111,,
4:34.0,M. Harrell misses free throw 2 of 2,,91-111,,
4:34.0,,,91-111,,Defensive rebound by K. Leonard
4:09.0,,,91-111,,J. Simmons misses 3-pt shot from 24 ft
4:07.0,,,91-111,,Offensive rebound by L. Aldridge
3:57.0,,,91-111,,B. Marjanovic enters the game for L. Aldridge
3:53.0,,,91-111,,K. Leonard misses 2-pt shot from 18 ft
3:50.0,Defensive rebound by M. Harrell,,91-111,,
3:43.0,M. Harrell makes 2-pt shot from 18 ft (assist by P. Beverley),2,93-111,,
3:19.0,,,93-111,,B. Marjanovic misses 2-pt shot from 7 ft
3:17.0,Defensive rebound by D. Howard,,93-111,,
3:12.0,P. Beverley makes 3-pt shot from 25 ft,3,96-111,,
2:52.0,,,96-113,2,J. Simmons makes 2-pt shot at rim (assist by B. Marjanovic)
2:26.0,M. Harrell misses 2-pt shot from 16 ft,,96-113,,
2:23.0,,,96-113,,Defensive rebound by T. Parker
2:11.0,,,96-115,2,K. Leonard makes 2-pt shot from 4 ft (assist by T. Parker)
2:07.0,,,96-115,,Personal take foul by T. Parker (drawn by P. Beverley)
2:07.0,Official timeout,,96-115,,
2:07.0,,,96-115,,K. Anderson enters the game for K. Leonard
