time,Milwaukee,pts.away,score,pts.home,Atlanta
2:35.0,M. Carter-Williams misses 2-pt shot from 10 ft,,24-21,,
2:32.0,,,24-21,,Defensive rebound by P. Millsap
2:27.0,,,24-21,,Turnover by D. Schroder (lost ball; steal by M. Carter-Williams)
2:15.0,Turnover by G. Antetokounmpo (bad pass; steal by T. Sefolosha),,24-21,,
2:09.0,,,24-24,3,D. Schroder makes 3-pt shot from 24 ft (assist by T. Sefolosha)
2:08.0,Milwaukee full timeout,,24-24,,
2:08.0,J. Parker enters the game for G. Antetokounmpo,,24-24,,
2:08.0,R. Vaughn enters the game for O. Mayo,,24-24,,
1:51.0,Shooting foul by T. Hardaway (drawn by M. Carter-Williams),,24-24,,
1:51.0,M. Carter-Williams makes free throw 1 of 2,1,25-24,,
1:51.0,M. Carter-Williams makes free throw 2 of 2,1,26-24,,
1:28.0,,,26-24,,P. Millsap misses 3-pt shot from 22 ft
1:26.0,Defensive rebound by M. Carter-Williams,,26-24,,
1:21.0,K. Middleton misses 2-pt shot from 19 ft,,26-24,,
1:20.0,Offensive rebound by Team,,26-24,,
1:20.0,,,26-24,,M. Scott enters the game for P. Millsap
1:20.0,,,26-24,,A. Horford enters the game for M. Muscala
1:15.0,K. Middleton misses 2-pt shot from 3 ft,,26-24,,
1:14.0,,,26-24,,Defensive rebound by A. Horford
1:06.0,,,26-26,2,M. Scott makes 2-pt shot at rim (assist by T. Sefolosha)
0:40.0,K. Middleton makes 3-pt shot from 24 ft (assist by G. Monroe),3,29-26,,
0:27.0,,,29-26,,Shooting foul by M. Carter-Williams (drawn by T. Sefolosha)
0:27.0,,,29-27,1,T. Sefolosha makes free throw 1 of 2
0:27.0,,,29-27,,T. Sefolosha misses free throw 2 of 2
0:26.0,Defensive rebound by K. Middleton,,29-27,,
0:08.0,K. Middleton makes 2-pt shot from 12 ft,2,31-27,,
0:03.0,Violation by J. Parker (def goaltending),,31-27,,
0:03.0,,,31-29,2,D. Schroder makes 2-pt shot at rim
0:00.0,K. Middleton misses 3-pt shot from 35 ft,,31-29,,
0:00.0,Offensive rebound by Team,,31-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,31-31,2,A. Horford makes 2-pt shot at rim (assist by D. Schroder)
11:31.0,G. Monroe makes 2-pt shot from 3 ft,2,33-31,,
11:18.0,,,33-33,2,T. Hardaway makes 2-pt shot from 8 ft (assist by D. Schroder)
11:08.0,,,33-33,,Personal foul by T. Hardaway (drawn by M. Carter-Williams)
10:59.0,G. Monroe makes 2-pt shot from 14 ft (assist by R. Vaughn),2,35-33,,
10:36.0,,,35-33,,T. Hardaway misses 3-pt shot from 22 ft
10:34.0,Defensive rebound by G. Monroe,,35-33,,
10:18.0,G. Monroe misses 2-pt shot from 6 ft,,35-33,,
10:16.0,,,35-33,,Defensive rebound by M. Scott
10:04.0,,,35-35,2,M. Scott makes 2-pt shot from 8 ft
9:44.0,J. Parker misses 2-pt shot from 16 ft,,35-35,,
9:43.0,,,35-35,,Defensive rebound by T. Hardaway
9:28.0,,,35-35,,Shooting foul by M. Carter-Williams (drawn by T. Hardaway)
9:28.0,,,35-36,1,T. Hardaway makes free throw 1 of 3
9:28.0,,,35-37,1,T. Hardaway makes free throw 2 of 3
9:28.0,G. Antetokounmpo enters the game for M. Carter-Williams,,35-37,,
9:28.0,,,35-38,1,T. Hardaway makes free throw 3 of 3
9:08.0,G. Antetokounmpo makes 2-pt shot from 6 ft,2,37-38,,
8:47.0,,,37-38,,T. Sefolosha misses 2-pt shot from 1 ft
8:45.0,Defensive rebound by O. Mayo,,37-38,,
8:40.0,J. Parker misses 2-pt shot from 4 ft (block by A. Horford),,37-38,,
8:38.0,,,37-38,,Defensive rebound by T. Sefolosha
8:32.0,,,37-38,,M. Scott misses 2-pt shot from 8 ft
8:29.0,Defensive rebound by G. Monroe,,37-38,,
8:22.0,J. Parker makes 2-pt shot at rim (assist by O. Mayo),2,39-38,,
8:14.0,,,39-38,,Atlanta full timeout
8:14.0,,,39-38,,P. Millsap enters the game for T. Sefolosha
8:14.0,,,39-38,,J. Teague enters the game for D. Schroder
8:14.0,,,39-38,,K. Korver enters the game for T. Hardaway
8:14.0,,,39-38,,K. Bazemore enters the game for M. Scott
8:14.0,M. Plumlee enters the game for G. Monroe,,39-38,,
8:02.0,,,39-40,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague)
7:50.0,Turnover by O. Mayo (bad pass),,39-40,,
7:34.0,Personal block foul by G. Antetokounmpo (drawn by A. Horford),,39-40,,
7:25.0,,,39-40,,P. Millsap misses 2-pt shot at rim (block by M. Plumlee)
7:24.0,,,39-40,,Offensive rebound by A. Horford
7:20.0,,,39-40,,K. Bazemore misses 3-pt shot from 23 ft
7:19.0,Defensive rebound by O. Mayo,,39-40,,
7:13.0,R. Vaughn makes 2-pt shot from 1 ft (assist by O. Mayo),2,41-40,,
7:01.0,,,41-40,,A. Horford misses 3-pt shot from 24 ft
7:00.0,Defensive rebound by G. Antetokounmpo,,41-40,,
6:42.0,Turnover by M. Plumlee (lost ball; steal by K. Korver),,41-40,,
6:32.0,,,41-40,,J. Teague misses 3-pt shot from 26 ft
6:30.0,Defensive rebound by M. Plumlee,,41-40,,
6:15.0,J. Parker misses 2-pt shot from 15 ft,,41-40,,
6:14.0,,,41-40,,Defensive rebound by A. Horford
6:02.0,,,41-40,,P. Millsap misses 2-pt shot from 12 ft
5:59.0,Defensive rebound by J. Parker,,41-40,,
5:53.0,Turnover by O. Mayo (bad pass),,41-40,,
5:53.0,Official timeout,,41-40,,
5:53.0,,,41-40,,M. Scott enters the game for A. Horford
5:53.0,K. Middleton enters the game for O. Mayo,,41-40,,
5:39.0,,,41-40,,M. Scott misses 2-pt shot from 4 ft
5:37.0,Defensive rebound by G. Antetokounmpo,,41-40,,
5:22.0,,,41-40,,Personal foul by K. Bazemore (drawn by M. Plumlee)
5:12.0,G. Antetokounmpo makes 2-pt shot from 19 ft (assist by K. Middleton),2,43-40,,
5:02.0,,,43-42,2,J. Teague makes 2-pt shot from 1 ft
4:50.0,K. Middleton misses 2-pt shot from 13 ft,,43-42,,
4:49.0,,,43-42,,Defensive rebound by K. Bazemore
4:38.0,Personal foul by M. Plumlee (drawn by P. Millsap),,43-42,,
4:36.0,Personal foul by R. Vaughn (drawn by J. Teague),,43-42,,
4:26.0,,,43-42,,J. Teague misses 2-pt shot from 9 ft (block by R. Vaughn)
4:24.0,,,43-42,,Offensive rebound by J. Teague
4:23.0,,,43-42,,J. Teague misses 2-pt shot from 1 ft
4:21.0,Defensive rebound by R. Vaughn,,43-42,,
4:20.0,Turnover by R. Vaughn (bad pass; steal by K. Korver),,43-42,,
4:09.0,,,43-42,,P. Millsap misses 2-pt shot from 7 ft
4:06.0,Defensive rebound by J. Parker,,43-42,,
3:56.0,Turnover by G. Antetokounmpo (bad pass; steal by K. Bazemore),,43-42,,
3:51.0,,,43-42,,J. Teague misses 2-pt shot at rim
3:50.0,Defensive rebound by G. Antetokounmpo,,43-42,,
3:44.0,R. Vaughn misses 2-pt shot from 1 ft,,43-42,,
3:41.0,Offensive rebound by M. Plumlee,,43-42,,
3:32.0,Shooting foul by M. Scott (drawn by J. Parker),,43-42,,
3:32.0,J. Parker misses free throw 1 of 2,,43-42,,
3:32.0,Offensive rebound by Team,,43-42,,
3:32.0,,,43-42,,D. Schroder enters the game for J. Teague
3:32.0,J. Parker makes free throw 2 of 2,1,44-42,,
3:17.0,,,44-42,,Turnover by M. Scott (lost ball; steal by M. Plumlee)
3:13.0,Shooting foul by K. Korver (drawn by K. Middleton),,44-42,,
3:13.0,K. Middleton makes free throw 1 of 2,1,45-42,,
3:13.0,,,45-42,,A. Horford enters the game for M. Scott
3:13.0,K. Middleton makes free throw 2 of 2,1,46-42,,
3:00.0,,,46-44,2,K. Korver makes 2-pt shot from 18 ft (assist by A. Horford)
2:41.0,R. Vaughn misses 3-pt shot from 24 ft,,46-44,,
2:39.0,Offensive rebound by M. Plumlee,,46-44,,
2:33.0,G. Antetokounmpo makes 2-pt shot from 19 ft (assist by K. Middleton),2,48-44,,
2:23.0,,,48-44,,P. Millsap misses 2-pt shot from 10 ft (block by G. Antetokounmpo)
2:21.0,Defensive rebound by J. Parker,,48-44,,
2:02.0,M. Plumlee makes 2-pt shot at rim (assist by R. Vaughn),2,50-44,,
1:45.0,,,50-44,,K. Bazemore misses 3-pt shot from 25 ft
1:43.0,,,50-44,,Offensive rebound by A. Horford
1:39.0,,,50-47,3,P. Millsap makes 3-pt shot from 22 ft (assist by K. Bazemore)
1:15.0,J. Parker makes 2-pt shot from 19 ft,2,52-47,,
1:04.0,,,52-47,,D. Schroder misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by M. Plumlee,,52-47,,
0:40.0,,,52-47,,Personal foul by K. Korver (drawn by J. Parker)
0:40.0,Milwaukee full timeout,,52-47,,
0:40.0,,,52-47,,T. Hardaway enters the game for K. Bazemore
0:40.0,J. Parker makes free throw 1 of 2,1,53-47,,
0:40.0,J. Parker makes free throw 2 of 2,1,54-47,,
0:34.0,,,54-47,,K. Bazemore enters the game for T. Hardaway
0:33.0,,,54-47,,Turnover by K. Bazemore (step out of bounds)
0:33.0,,,54-47,,T. Hardaway enters the game for K. Korver
0:10.0,R. Vaughn misses 3-pt shot from 24 ft,,54-47,,
0:09.0,Offensive rebound by J. Parker,,54-47,,
0:09.0,Turnover by Team (shot clock),,54-47,,
0:09.0,,,54-47,,K. Korver enters the game for K. Bazemore
0:01.0,,,54-50,3,P. Millsap makes 3-pt shot from 24 ft (assist by D. Schroder)
0:00.0,K. Middleton misses 3-pt shot from 45 ft,,54-50,,
0:00.0,Offensive rebound by Team,,54-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,54-50,,Shooting foul by G. Antetokounmpo (drawn by P. Millsap)
11:38.0,,,54-51,1,P. Millsap makes free throw 1 of 2
11:38.0,,,54-51,,P. Millsap misses free throw 2 of 2
11:37.0,Defensive rebound by J. Parker,,54-51,,
11:20.0,G. Antetokounmpo misses 2-pt shot from 21 ft,,54-51,,
11:19.0,,,54-51,,Defensive rebound by K. Bazemore
11:10.0,,,54-53,2,P. Millsap makes 2-pt shot from 1 ft
11:10.0,,,54-53,,Violation by Team (delay of game)
10:57.0,Turnover by M. Plumlee (lost ball; steal by J. Teague),,54-53,,
10:53.0,,,54-55,2,J. Teague makes 2-pt shot at rim
10:47.0,M. Carter-Williams makes 2-pt shot from 18 ft,2,56-55,,
10:25.0,Violation by M. Plumlee (def goaltending),,56-55,,
10:25.0,,,56-57,2,P. Millsap makes 2-pt shot from 1 ft (assist by J. Teague)
10:15.0,Shooting foul by J. Teague (drawn by M. Carter-Williams),,56-57,,
10:15.0,M. Carter-Williams makes free throw 1 of 2,1,57-57,,
10:15.0,M. Carter-Williams misses free throw 2 of 2,,57-57,,
10:14.0,,,57-57,,Defensive rebound by K. Bazemore
10:01.0,,,57-57,,Turnover by J. Teague (lost ball)
9:40.0,J. Parker makes 2-pt shot at rim (assist by M. Carter-Williams),2,59-57,,
9:27.0,,,59-59,2,A. Horford makes 2-pt shot from 22 ft (assist by J. Teague)
9:12.0,K. Middleton misses 2-pt shot from 17 ft,,59-59,,
9:10.0,,,59-59,,Defensive rebound by J. Teague
9:06.0,,,59-59,,J. Teague misses 2-pt shot at rim (block by K. Middleton)
9:04.0,Defensive rebound by M. Carter-Williams,,59-59,,
8:48.0,M. Plumlee misses 2-pt shot at rim,,59-59,,
8:46.0,,,59-59,,Defensive rebound by A. Horford
8:41.0,,,59-59,,P. Millsap misses 3-pt shot from 24 ft
8:39.0,Defensive rebound by G. Antetokounmpo,,59-59,,
8:23.0,M. Carter-Williams misses 3-pt shot from 23 ft,,59-59,,
8:21.0,Offensive rebound by M. Plumlee,,59-59,,
8:17.0,J. Parker makes 2-pt shot at rim,2,61-59,,
7:59.0,,,61-61,2,K. Bazemore makes 2-pt shot from 20 ft (assist by J. Teague)
7:44.0,,,61-61,,Personal foul by P. Millsap (drawn by G. Antetokounmpo)
7:30.0,G. Antetokounmpo misses 2-pt shot from 5 ft,,61-61,,
7:28.0,Offensive rebound by G. Antetokounmpo,,61-61,,
7:28.0,G. Antetokounmpo makes 2-pt shot at rim,2,63-61,,
7:17.0,Violation by M. Carter-Williams (kicked ball),,63-61,,
7:17.0,G. Monroe enters the game for M. Plumlee,,63-61,,
7:11.0,,,63-61,,Turnover by J. Teague (bad pass)
6:53.0,K. Middleton misses 2-pt shot from 12 ft,,63-61,,
6:52.0,Offensive rebound by M. Carter-Williams,,63-61,,
6:46.0,,,63-61,,Atlanta full timeout
6:46.0,,,63-61,,T. Sefolosha enters the game for K. Korver
6:46.0,Jump ball: G. Antetokounmpo vs. J. Teague (K. Middleton gains possession),,,,Jump ball: G. Antetokounmpo vs. J. Teague (K. Middleton gains possession)
6:44.0,,,63-61,,Personal foul by T. Sefolosha (drawn by K. Middleton)
6:44.0,,,63-61,,D. Schroder enters the game for J. Teague
6:44.0,,,63-61,,K. Korver enters the game for K. Bazemore
6:32.0,M. Carter-Williams misses 3-pt shot from 24 ft,,63-61,,
6:29.0,Offensive rebound by K. Middleton,,63-61,,
6:24.0,G. Monroe misses 2-pt shot from 1 ft (block by P. Millsap),,63-61,,
6:22.0,,,63-61,,Defensive rebound by P. Millsap
6:06.0,,,63-61,,T. Sefolosha misses 2-pt shot from 16 ft
6:02.0,Defensive rebound by J. Parker,,63-61,,
5:51.0,,,63-61,,M. Muscala enters the game for A. Horford
5:45.0,J. Parker makes 2-pt shot from 13 ft,2,65-61,,
5:19.0,,,65-61,,P. Millsap misses 3-pt shot from 25 ft
5:17.0,Defensive rebound by G. Antetokounmpo,,65-61,,
5:09.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,65-61,,
5:08.0,Offensive rebound by G. Monroe,,65-61,,
5:08.0,G. Monroe makes 2-pt shot at rim,2,67-61,,
4:56.0,,,67-61,,Shooting foul by G. Monroe (drawn by P. Millsap)
4:56.0,,,67-62,1,P. Millsap makes free throw 1 of 2
4:56.0,,,67-62,,T. Hardaway enters the game for K. Korver
4:56.0,,,67-62,,P. Millsap misses free throw 2 of 2
4:50.0,Defensive rebound by G. Monroe,,67-62,,
4:35.0,G. Monroe misses 2-pt shot from 2 ft,,67-62,,
4:33.0,,,67-62,,Defensive rebound by D. Schroder
4:26.0,,,67-62,,T. Sefolosha misses 3-pt shot from 25 ft
4:24.0,Defensive rebound by G. Antetokounmpo,,67-62,,
4:11.0,Shooting foul by M. Muscala (drawn by G. Monroe),,67-62,,
4:11.0,G. Monroe makes free throw 1 of 2,1,68-62,,
4:11.0,G. Monroe makes free throw 2 of 2,1,69-62,,
3:58.0,,,69-64,2,D. Schroder makes 2-pt shot from 14 ft (assist by T. Hardaway)
3:36.0,K. Middleton misses 3-pt shot from 24 ft,,69-64,,
3:35.0,,,69-64,,Defensive rebound by M. Muscala
3:25.0,,,69-64,,Turnover by D. Schroder (lost ball; steal by K. Middleton)
3:22.0,G. Antetokounmpo makes 2-pt shot at rim (assist by G. Monroe),2,71-64,,
2:56.0,,,71-64,,T. Hardaway misses 3-pt shot from 23 ft
2:55.0,Defensive rebound by M. Carter-Williams,,71-64,,
2:46.0,K. Middleton misses 2-pt shot from 12 ft,,71-64,,
2:45.0,,,71-64,,Defensive rebound by D. Schroder
2:40.0,,,71-64,,T. Hardaway misses 2-pt shot from 1 ft
2:40.0,Defensive rebound by G. Antetokounmpo,,71-64,,
2:40.0,,,71-64,,Personal foul by T. Sefolosha (drawn by G. Antetokounmpo)
2:40.0,Milwaukee full timeout,,71-64,,
2:40.0,,,71-64,,A. Horford enters the game for M. Muscala
2:40.0,R. Vaughn enters the game for J. Parker,,71-64,,
2:40.0,G. Antetokounmpo makes free throw 1 of 2,1,72-64,,
2:40.0,G. Antetokounmpo misses free throw 2 of 2,,72-64,,
2:38.0,,,72-64,,Defensive rebound by T. Sefolosha
2:24.0,Personal block foul by G. Antetokounmpo (drawn by D. Schroder),,72-64,,
2:24.0,,,72-64,,M. Scott enters the game for P. Millsap
2:22.0,Personal foul by M. Carter-Williams (drawn by D. Schroder),,72-64,,
2:22.0,O. Mayo enters the game for M. Carter-Williams,,72-64,,
2:14.0,,,72-64,,M. Scott misses 3-pt shot from 23 ft
2:12.0,Defensive rebound by O. Mayo,,72-64,,
1:58.0,G. Monroe makes 2-pt shot from 16 ft,2,74-64,,
1:39.0,,,74-66,2,A. Horford makes 2-pt shot from 21 ft (assist by T. Hardaway)
1:20.0,G. Monroe misses 2-pt shot from 8 ft,,74-66,,
1:18.0,,,74-66,,Defensive rebound by D. Schroder
1:02.0,,,74-68,2,M. Scott makes 2-pt shot from 9 ft (assist by D. Schroder)
0:40.0,Turnover by K. Middleton (lost ball; steal by T. Sefolosha),,74-68,,
0:34.0,,,74-68,,T. Sefolosha misses 2-pt shot at rim (block by G. Antetokounmpo)
0:34.0,,,74-68,,Offensive rebound by Team
0:31.0,,,74-68,,D. Schroder misses 3-pt shot from 25 ft
0:29.0,Defensive rebound by G. Antetokounmpo,,74-68,,
0:10.0,G. Monroe misses 2-pt shot at rim (block by T. Hardaway),,74-68,,
0:10.0,Offensive rebound by Team,,74-68,,
0:08.0,Shooting foul by M. Scott (drawn by G. Monroe),,74-68,,
0:08.0,G. Monroe misses free throw 1 of 2,,74-68,,
0:08.0,Offensive rebound by Team,,74-68,,
0:08.0,,,74-68,,K. Korver enters the game for T. Sefolosha
0:08.0,G. Monroe makes free throw 2 of 2,1,75-68,,
0:01.0,,,75-68,,D. Schroder misses 2-pt shot at rim (block by G. Monroe)
0:00.0,,,75-68,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,M. Plumlee makes 2-pt shot from 6 ft (assist by O. Mayo),2,77-68,,
11:21.0,Personal foul by R. Vaughn (drawn by T. Sefolosha),,77-68,,
11:13.0,,,77-70,2,K. Korver makes 2-pt shot from 21 ft (assist by D. Schroder)
11:01.0,,,77-70,,Personal foul by D. Schroder (drawn by O. Mayo)
11:00.0,Turnover by M. Plumlee (traveling),,77-70,,
10:52.0,,,77-70,,A. Horford misses 3-pt shot from 24 ft
10:49.0,,,77-70,,Offensive rebound by T. Sefolosha
10:47.0,,,77-70,,K. Korver misses 3-pt shot from 24 ft
10:44.0,Defensive rebound by O. Mayo,,77-70,,
10:36.0,O. Mayo misses 3-pt shot from 25 ft,,77-70,,
10:35.0,,,77-70,,Defensive rebound by M. Scott
10:29.0,,,77-72,2,T. Sefolosha makes 2-pt shot at rim (assist by D. Schroder)
10:18.0,G. Antetokounmpo misses 2-pt shot from 7 ft,,77-72,,
10:16.0,,,77-72,,Defensive rebound by D. Schroder
10:12.0,,,77-75,3,K. Korver makes 3-pt shot from 24 ft (assist by D. Schroder)
10:10.0,Milwaukee full timeout,,77-75,,
10:10.0,M. Carter-Williams enters the game for R. Vaughn,,77-75,,
9:56.0,Shooting foul by K. Korver (drawn by M. Carter-Williams),,77-75,,
9:56.0,M. Carter-Williams makes free throw 1 of 2,1,78-75,,
9:56.0,M. Carter-Williams misses free throw 2 of 2,,78-75,,
9:55.0,,,78-75,,Defensive rebound by A. Horford
9:38.0,,,78-75,,A. Horford misses 2-pt shot from 14 ft
9:35.0,Defensive rebound by M. Carter-Williams,,78-75,,
9:27.0,J. Parker misses 2-pt shot from 18 ft,,78-75,,
9:26.0,,,78-75,,Defensive rebound by K. Korver
9:17.0,,,78-75,,M. Scott misses 3-pt shot from 25 ft
9:15.0,,,78-75,,Offensive rebound by A. Horford
9:15.0,,,78-75,,A. Horford misses 2-pt shot at rim
9:14.0,Defensive rebound by Team,,78-75,,
8:56.0,Turnover by G. Antetokounmpo (lost ball; steal by A. Horford),,78-75,,
8:54.0,,,78-77,2,T. Sefolosha makes 2-pt shot at rim
8:54.0,,,78-77,,Shooting foul by M. Plumlee (drawn by T. Sefolosha)
8:54.0,G. Monroe enters the game for M. Plumlee,,78-77,,
8:54.0,,,78-77,,K. Bazemore enters the game for K. Korver
8:54.0,,,78-77,,T. Sefolosha misses free throw 1 of 1
8:53.0,Defensive rebound by J. Parker,,78-77,,
8:42.0,O. Mayo misses 2-pt shot from 18 ft,,78-77,,
8:41.0,,,78-77,,Defensive rebound by M. Scott
8:28.0,,,78-77,,T. Sefolosha misses 3-pt shot from 23 ft
8:26.0,Defensive rebound by O. Mayo,,78-77,,
8:20.0,O. Mayo makes 3-pt shot from 24 ft,3,81-77,,
8:03.0,,,81-80,3,D. Schroder makes 3-pt shot from 24 ft
7:47.0,G. Antetokounmpo misses 3-pt shot from 23 ft,,81-80,,
7:45.0,,,81-80,,Defensive rebound by K. Bazemore
7:42.0,,,81-80,,T. Sefolosha misses 2-pt shot from 1 ft (block by M. Carter-Williams)
7:42.0,Defensive rebound by Team,,81-80,,
7:42.0,K. Middleton enters the game for G. Antetokounmpo,,81-80,,
7:42.0,,,81-80,,P. Millsap enters the game for A. Horford
7:42.0,,,81-80,,K. Korver enters the game for T. Sefolosha
7:31.0,M. Carter-Williams misses 2-pt shot from 16 ft,,81-80,,
7:28.0,,,81-80,,Defensive rebound by D. Schroder
7:22.0,,,81-80,,Turnover by D. Schroder (bad pass; steal by O. Mayo)
7:11.0,Turnover by K. Middleton (bad pass; steal by K. Bazemore),,81-80,,
7:04.0,Personal foul by J. Parker (drawn by K. Bazemore),,81-80,,
6:57.0,,,81-82,2,P. Millsap makes 2-pt shot at rim (assist by D. Schroder)
6:43.0,J. Parker misses 2-pt shot from 8 ft,,81-82,,
6:42.0,,,81-82,,Defensive rebound by Team
6:35.0,Personal foul by G. Monroe (drawn by P. Millsap),,81-82,,
6:35.0,,,81-82,,J. Teague enters the game for D. Schroder
