time,Golden State,pts.away,score,pts.home,Cleveland
1:10.0,Defensive rebound by S. Curry,,96-89,,
0:54.0,S. Curry makes 2-pt shot from 1 ft (assist by A. Iguodala),2,98-89,,
0:54.0,,,98-89,,Cleveland full timeout
0:54.0,S. Livingston enters the game for S. Curry,,98-89,,
0:46.0,,,98-91,2,L. James makes 2-pt shot from 1 ft
0:46.0,Golden State full timeout,,98-91,,
0:46.0,S. Curry enters the game for H. Barnes,,98-91,,
0:45.0,,,98-91,,Personal foul by L. James
0:45.0,Golden State full timeout,,98-91,,
0:45.0,,,98-91,,T. Thompson enters the game for C. Frye
0:43.0,,,98-91,,Personal foul by J. Smith
0:43.0,K. Thompson makes free throw 1 of 2,1,99-91,,
0:43.0,,,99-91,,C. Frye enters the game for T. Thompson
0:43.0,K. Thompson makes free throw 2 of 2,1,100-91,,
0:31.0,,,100-93,2,K. Irving makes 2-pt shot from 2 ft
0:31.0,,,100-93,,Personal foul by C. Frye
0:31.0,S. Curry makes free throw 1 of 2,1,101-93,,
0:31.0,S. Curry makes free throw 2 of 2,1,102-93,,
0:24.0,,,102-95,2,L. James makes 2-pt shot from 2 ft
0:21.0,,,102-95,,Personal foul by C. Frye
0:21.0,S. Curry makes free throw 1 of 2,1,103-95,,
0:21.0,S. Curry makes free throw 2 of 2,1,104-95,,
0:14.0,,,104-97,2,L. James makes 2-pt shot at rim
0:14.0,,,104-97,,Personal foul by R. Jefferson
0:14.0,K. Thompson makes free throw 1 of 2,1,105-97,,
0:14.0,K. Thompson makes free throw 2 of 2,1,106-97,,
0:09.0,,,106-97,,Turnover by L. James (lost ball; steal by S. Curry)
0:08.0,,,106-97,,Personal foul by R. Jefferson
0:08.0,,,106-97,,D. Jones enters the game for R. Jefferson
0:08.0,S. Curry makes free throw 1 of 2,1,107-97,,
0:08.0,S. Curry makes free throw 2 of 2,1,108-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
