time,San Antonio,pts.away,score,pts.home,Minnesota
1:24.0,,,24-14,,Z. LaVine misses 2-pt shot from 17 ft
1:24.0,Defensive rebound by K. Leonard,,24-14,,
1:14.0,K. Leonard makes 2-pt shot from 21 ft,2,26-14,,
1:00.0,,,26-16,2,T. Jones makes 2-pt shot at rim
0:48.0,,,26-16,,Personal foul by G. Dieng (drawn by K. Leonard)
0:48.0,,,26-16,,S. Muhammad enters the game for A. Wiggins
0:48.0,K. Anderson enters the game for K. Leonard,,26-16,,
0:48.0,,,26-16,,A. Payne enters the game for K. Towns
0:35.0,P. Mills makes 2-pt shot from 21 ft,2,28-16,,
0:24.0,,,28-16,,G. Dieng misses 2-pt shot from 1 ft
0:23.0,Defensive rebound by Team,,28-16,,
0:01.0,D. West misses 2-pt shot from 15 ft,,28-16,,
0:00.0,Offensive rebound by Team,,28-16,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,,,28-16,,S. Muhammad misses 2-pt shot from 15 ft
11:36.0,,,28-16,,Offensive rebound by Team
11:36.0,,,28-16,,Turnover by Team (shot clock)
11:25.0,P. Mills makes 2-pt shot from 21 ft,2,30-16,,
11:04.0,,,30-19,3,Z. LaVine makes 3-pt shot from 26 ft (assist by G. Dieng)
10:52.0,D. West misses 2-pt shot from 5 ft (block by G. Dieng),,30-19,,
10:51.0,Offensive rebound by D. West,,30-19,,
10:40.0,M. Ginobili makes 3-pt shot from 23 ft (assist by B. Diaw),3,33-19,,
10:16.0,,,33-21,2,Z. LaVine makes 2-pt shot from 20 ft (assist by G. Dieng)
10:01.0,K. Anderson makes 2-pt shot from 2 ft (assist by M. Ginobili),2,35-21,,
9:56.0,,,35-21,,Minnesota full timeout
9:47.0,,,35-21,,Z. LaVine misses 2-pt shot from 17 ft
9:46.0,Defensive rebound by P. Mills,,35-21,,
9:39.0,Turnover by P. Mills (bad pass),,35-21,,
9:30.0,,,35-21,,T. Jones misses 2-pt shot from 18 ft
9:30.0,Defensive rebound by M. Ginobili,,35-21,,
9:19.0,Turnover by B. Diaw (lost ball; steal by Z. LaVine),,35-21,,
9:14.0,,,35-23,2,T. Jones makes 2-pt shot from 1 ft (assist by Z. LaVine)
9:08.0,,,35-23,,Personal foul by G. Dieng (drawn by M. Ginobili)
9:01.0,B. Diaw makes 2-pt shot from 1 ft (assist by M. Ginobili),2,37-23,,
8:50.0,,,37-23,,A. Payne misses 2-pt shot from 18 ft
8:49.0,Defensive rebound by M. Ginobili,,37-23,,
8:43.0,B. Diaw makes 2-pt shot from 1 ft (assist by K. Anderson),2,39-23,,
8:21.0,,,39-25,2,T. Jones makes 2-pt shot from 10 ft
7:58.0,K. Anderson misses 3-pt shot from 24 ft,,39-25,,
7:57.0,,,39-25,,Defensive rebound by G. Dieng
7:48.0,,,39-25,,T. Jones misses 3-pt shot from 25 ft
7:48.0,,,39-25,,Offensive rebound by S. Muhammad
7:48.0,,,39-25,,Shooting foul by B. Diaw (drawn by S. Muhammad)
7:48.0,,,39-26,1,S. Muhammad makes free throw 1 of 2
7:48.0,T. Duncan enters the game for M. Ginobili,,39-26,,
7:48.0,T. Parker enters the game for B. Diaw,,39-26,,
7:48.0,D. Green enters the game for P. Mills,,39-26,,
7:48.0,,,39-26,,N. Bjelica enters the game for A. Payne
7:48.0,,,39-26,,K. Towns enters the game for G. Dieng
7:48.0,,,39-27,1,S. Muhammad makes free throw 2 of 2
7:30.0,K. Anderson makes 2-pt shot from 2 ft,2,41-27,,
7:12.0,,,41-27,,Z. LaVine misses 2-pt shot from 9 ft
7:12.0,,,41-27,,Offensive rebound by Z. LaVine
7:09.0,,,41-27,,Turnover by Z. LaVine (lost ball; steal by K. Anderson)
6:54.0,D. West makes 2-pt shot at rim (assist by K. Anderson),2,43-27,,
6:37.0,,,43-29,2,K. Towns makes 2-pt shot from 15 ft (assist by T. Jones)
6:19.0,D. Green misses 3-pt shot from 25 ft,,43-29,,
6:19.0,,,43-29,,Defensive rebound by K. Towns
6:11.0,,,43-29,,A. Wiggins enters the game for Z. LaVine
6:11.0,,,43-29,,R. Rubio enters the game for T. Jones
6:11.0,K. Leonard enters the game for K. Anderson,,43-29,,
6:05.0,,,43-31,2,S. Muhammad makes 2-pt shot from 7 ft
6:05.0,San Antonio full timeout,,43-31,,
6:05.0,L. Aldridge enters the game for D. West,,43-31,,
5:45.0,T. Duncan misses 2-pt shot from 17 ft,,43-31,,
5:45.0,,,43-31,,Defensive rebound by N. Bjelica
5:28.0,,,43-31,,A. Wiggins misses 2-pt shot from 8 ft (block by T. Duncan)
5:27.0,Defensive rebound by T. Duncan,,43-31,,
5:09.0,D. Green makes 3-pt shot from 25 ft (assist by T. Duncan),3,46-31,,
4:57.0,,,46-31,,T. Prince enters the game for S. Muhammad
4:55.0,,,46-33,2,A. Wiggins makes 2-pt shot from 11 ft (assist by T. Prince)
4:55.0,,,46-33,,Shooting foul by L. Aldridge (drawn by A. Wiggins)
4:55.0,,,46-34,1,A. Wiggins makes free throw 1 of 1
4:41.0,L. Aldridge makes 2-pt shot at rim (assist by T. Duncan),2,48-34,,
4:29.0,,,48-34,,A. Wiggins misses 2-pt shot from 7 ft (block by T. Duncan)
4:28.0,Defensive rebound by T. Duncan,,48-34,,
4:13.0,T. Duncan misses 2-pt shot from 8 ft,,48-34,,
4:12.0,,,48-34,,Defensive rebound by K. Towns
3:57.0,,,48-34,,K. Towns misses 2-pt shot from 13 ft
3:56.0,Defensive rebound by D. Green,,48-34,,
3:38.0,Turnover by T. Duncan (3 sec),,48-34,,
3:25.0,,,48-34,,Turnover by K. Towns (offensive foul)
3:25.0,,,48-34,,Offensive foul by K. Towns
3:10.0,Offensive foul by L. Aldridge,,48-34,,
3:10.0,Turnover by L. Aldridge (offensive foul),,48-34,,
2:57.0,,,48-34,,Shooting foul by T. Duncan (drawn by A. Wiggins)
2:57.0,Official timeout,,48-34,,
2:57.0,P. Mills enters the game for T. Parker,,48-34,,
2:57.0,,,48-34,,Violation by Team (delay of game)
2:57.0,,,48-35,1,A. Wiggins makes free throw 1 of 2
2:57.0,,,48-36,1,A. Wiggins makes free throw 2 of 2
2:41.0,,,48-36,,Personal foul by R. Rubio (drawn by K. Leonard)
2:31.0,L. Aldridge misses 2-pt shot from 6 ft,,48-36,,
2:30.0,Offensive rebound by T. Duncan,,48-36,,
2:30.0,T. Duncan misses 2-pt shot from 1 ft,,48-36,,
2:29.0,Offensive rebound by L. Aldridge,,48-36,,
2:26.0,L. Aldridge makes 2-pt shot from 1 ft,2,50-36,,
2:11.0,,,50-36,,K. Towns misses 2-pt shot from 19 ft
2:10.0,Defensive rebound by D. Green,,50-36,,
2:06.0,Turnover by P. Mills (bad pass),,50-36,,
1:57.0,,,50-36,,R. Rubio misses 2-pt shot from 6 ft (block by T. Duncan)
1:56.0,,,50-36,,Offensive rebound by Team
1:44.0,,,50-36,,K. Towns misses 2-pt shot from 7 ft
1:43.0,Defensive rebound by D. Green,,50-36,,
1:24.0,D. Green makes 2-pt shot from 20 ft (assist by P. Mills),2,52-36,,
1:04.0,,,52-36,,A. Wiggins misses 2-pt shot from 2 ft (block by K. Leonard)
1:03.0,Defensive rebound by L. Aldridge,,52-36,,
0:49.0,K. Leonard misses 3-pt shot from 24 ft,,52-36,,
0:48.0,,,52-36,,Defensive rebound by K. Towns
0:37.0,,,52-36,,Turnover by T. Prince (lost ball; steal by P. Mills)
0:29.0,P. Mills misses 2-pt shot at rim,,52-36,,
0:29.0,,,52-36,,Defensive rebound by T. Prince
0:19.0,,,52-38,2,R. Rubio makes 2-pt shot from 19 ft
0:08.0,,,52-38,,Personal foul by R. Rubio (drawn by P. Mills)
0:08.0,,,52-38,,T. Jones enters the game for R. Rubio
0:08.0,M. Ginobili enters the game for D. Green,,52-38,,
0:01.0,P. Mills misses 3-pt shot from 25 ft,,52-38,,
0:00.0,Offensive rebound by Team,,52-38,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,52-40,2,K. Towns makes 2-pt shot from 21 ft (assist by A. Wiggins)
11:24.0,T. Parker misses 2-pt shot from 8 ft,,52-40,,
11:22.0,,,52-40,,Defensive rebound by K. Towns
11:11.0,,,52-40,,Shooting foul by T. Parker (drawn by A. Wiggins)
11:11.0,,,52-41,1,A. Wiggins makes free throw 1 of 2
11:11.0,,,52-42,1,A. Wiggins makes free throw 2 of 2
11:01.0,Turnover by T. Duncan (bad pass; steal by K. Garnett),,52-42,,
10:53.0,,,52-44,2,R. Rubio makes 2-pt shot from 19 ft (assist by A. Wiggins)
10:53.0,San Antonio full timeout,,52-44,,
10:53.0,K. Anderson enters the game for K. Leonard,,52-44,,
10:53.0,D. West enters the game for L. Aldridge,,52-44,,
10:53.0,B. Diaw enters the game for T. Duncan,,52-44,,
10:53.0,M. Ginobili enters the game for D. Green,,52-44,,
10:53.0,P. Mills enters the game for T. Parker,,52-44,,
10:42.0,M. Ginobili makes 3-pt shot from 26 ft (assist by D. West),3,55-44,,
10:18.0,,,55-44,,K. Towns misses 2-pt shot from 7 ft (block by K. Anderson)
10:17.0,Defensive rebound by K. Anderson,,55-44,,
9:56.0,P. Mills misses 3-pt shot from 24 ft,,55-44,,
9:55.0,Offensive rebound by D. West,,55-44,,
9:48.0,D. West makes 2-pt shot from 2 ft (assist by M. Ginobili),2,57-44,,
9:32.0,,,57-44,,A. Wiggins misses 2-pt shot from 1 ft (block by D. West)
9:31.0,Defensive rebound by P. Mills,,57-44,,
9:25.0,M. Ginobili misses 3-pt shot from 25 ft,,57-44,,
9:25.0,Offensive rebound by P. Mills,,57-44,,
9:19.0,P. Mills makes 2-pt shot from 2 ft,2,59-44,,
9:07.0,,,59-44,,Shooting foul by B. Diaw (drawn by K. Garnett)
9:07.0,,,59-45,1,K. Garnett makes free throw 1 of 2
9:07.0,,,59-46,1,K. Garnett makes free throw 2 of 2
8:43.0,D. West makes 2-pt shot at rim (assist by K. Anderson),2,61-46,,
8:22.0,,,61-46,,R. Rubio misses 3-pt shot from 26 ft
8:22.0,Defensive rebound by B. Diaw,,61-46,,
8:10.0,Shooting foul by K. Towns (drawn by M. Ginobili),,61-46,,
8:10.0,M. Ginobili makes free throw 1 of 2,1,62-46,,
8:10.0,M. Ginobili makes free throw 2 of 2,1,63-46,,
7:57.0,,,63-46,,Shooting foul by M. Ginobili (drawn by A. Wiggins)
7:57.0,,,63-47,1,A. Wiggins makes free throw 1 of 2
7:57.0,,,63-47,,A. Wiggins misses free throw 2 of 2
7:56.0,Defensive rebound by B. Diaw,,63-47,,
7:33.0,P. Mills misses 2-pt shot from 18 ft,,63-47,,
7:32.0,,,63-47,,Defensive rebound by K. Towns
7:21.0,,,63-47,,K. Towns misses 3-pt shot from 25 ft
7:20.0,Defensive rebound by K. Anderson,,63-47,,
7:12.0,K. Anderson makes 2-pt shot from 12 ft,2,65-47,,
6:54.0,,,65-47,,T. Prince misses 2-pt shot from 21 ft
6:54.0,Defensive rebound by B. Diaw,,65-47,,
6:46.0,,,65-47,,Z. LaVine enters the game for T. Prince
6:29.0,M. Ginobili misses 3-pt shot from 24 ft,,65-47,,
6:28.0,,,65-47,,Defensive rebound by K. Garnett
6:17.0,,,65-47,,Shooting foul by M. Ginobili (drawn by Z. LaVine)
6:17.0,,,65-48,1,Z. LaVine makes free throw 1 of 2
6:17.0,,,65-48,,G. Dieng enters the game for K. Garnett
6:17.0,,,65-48,,Z. LaVine misses free throw 2 of 2
6:16.0,Defensive rebound by K. Anderson,,65-48,,
5:59.0,D. West makes 2-pt shot from 2 ft (assist by M. Ginobili),2,67-48,,
5:59.0,Shooting foul by G. Dieng (drawn by D. West),,67-48,,
5:59.0,D. West misses free throw 1 of 1,,67-48,,
5:58.0,Offensive rebound by K. Anderson,,67-48,,
5:51.0,B. Diaw misses 2-pt shot at rim,,67-48,,
5:50.0,,,67-48,,Defensive rebound by K. Towns
5:37.0,,,67-48,,Z. LaVine misses 2-pt shot from 3 ft
5:35.0,,,67-48,,Offensive rebound by R. Rubio
5:29.0,,,67-50,2,Z. LaVine makes 2-pt shot from 19 ft (assist by R. Rubio)
5:11.0,P. Mills misses 2-pt shot from 18 ft,,67-50,,
5:10.0,,,67-50,,Defensive rebound by K. Towns
4:56.0,,,67-52,2,Z. LaVine makes 2-pt shot from 14 ft
4:39.0,B. Diaw makes 2-pt shot from 4 ft,2,69-52,,
4:21.0,,,69-54,2,G. Dieng makes 2-pt shot from 19 ft (assist by Z. LaVine)
4:06.0,P. Mills misses 3-pt shot from 22 ft,,69-54,,
4:05.0,,,69-54,,Defensive rebound by G. Dieng
3:51.0,,,69-57,3,R. Rubio makes 3-pt shot from 26 ft (assist by Z. LaVine)
3:42.0,Turnover by M. Ginobili (bad pass),,69-57,,
3:42.0,K. Leonard enters the game for M. Ginobili,,69-57,,
3:42.0,T. Parker enters the game for P. Mills,,69-57,,
3:33.0,,,69-57,,Turnover by Z. LaVine (lost ball)
3:33.0,L. Aldridge enters the game for D. West,,69-57,,
3:10.0,K. Leonard misses 3-pt shot from 24 ft,,69-57,,
3:09.0,Offensive rebound by Team,,69-57,,
3:09.0,Turnover by Team (shot clock),,69-57,,
3:09.0,,,69-57,,Minnesota full timeout
3:09.0,T. Duncan enters the game for B. Diaw,,69-57,,
3:01.0,Personal foul by K. Leonard (drawn by A. Wiggins),,69-57,,
3:01.0,,,69-57,,A. Wiggins misses free throw 1 of 2
3:01.0,,,69-57,,Offensive rebound by Team
3:01.0,,,69-57,,A. Wiggins misses free throw 2 of 2
3:01.0,Defensive rebound by L. Aldridge,,69-57,,
2:37.0,L. Aldridge misses 3-pt shot from 24 ft,,69-57,,
2:36.0,Offensive rebound by K. Anderson,,69-57,,
2:35.0,K. Anderson makes 2-pt shot at rim,2,71-57,,
2:11.0,,,71-57,,Turnover by G. Dieng (traveling)
2:11.0,,,71-57,,T. Jones enters the game for R. Rubio
1:51.0,K. Leonard misses 2-pt shot from 14 ft,,71-57,,
1:51.0,,,71-57,,Defensive rebound by Team
1:51.0,Loose ball foul by T. Duncan (drawn by G. Dieng),,71-57,,
1:51.0,,,71-58,1,G. Dieng makes free throw 1 of 2
1:51.0,,,71-58,,N. Bjelica enters the game for K. Towns
1:51.0,,,71-59,1,G. Dieng makes free throw 2 of 2
1:33.0,T. Parker makes 2-pt shot from 1 ft,2,73-59,,
1:20.0,,,73-59,,Turnover by A. Wiggins (lost ball; steal by K. Leonard)
1:15.0,Turnover by K. Anderson (bad pass),,73-59,,
1:15.0,,,73-59,,S. Muhammad enters the game for A. Wiggins
1:03.0,,,73-59,,N. Bjelica misses 3-pt shot from 26 ft
1:03.0,Defensive rebound by Team,,73-59,,
1:03.0,D. Green enters the game for K. Anderson,,73-59,,
0:48.0,L. Aldridge makes 2-pt shot from 3 ft (assist by T. Parker),2,75-59,,
0:48.0,Shooting foul by N. Bjelica (drawn by L. Aldridge),,75-59,,
0:48.0,L. Aldridge misses free throw 1 of 1,,75-59,,
0:47.0,Offensive rebound by K. Leonard,,75-59,,
0:31.0,T. Parker makes 2-pt shot from 16 ft,2,77-59,,
0:12.0,,,77-61,2,G. Dieng makes 2-pt shot from 17 ft (assist by Z. LaVine)
0:03.0,T. Parker misses 2-pt shot from 2 ft (block by N. Bjelica),,77-61,,
0:01.0,,,77-61,,Defensive rebound by G. Dieng
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,L. Aldridge makes 2-pt shot at rim (assist by T. Duncan),2,79-61,,
11:33.0,,,79-63,2,G. Dieng makes 2-pt shot from 19 ft (assist by N. Bjelica)
11:15.0,D. Green makes 3-pt shot from 24 ft (assist by T. Parker),3,82-63,,
11:00.0,,,82-63,,Z. LaVine misses 2-pt shot from 18 ft
11:00.0,Defensive rebound by L. Aldridge,,82-63,,
10:43.0,T. Parker misses 3-pt shot from 23 ft,,82-63,,
10:43.0,,,82-63,,Defensive rebound by T. Jones
10:36.0,,,82-63,,T. Jones misses 2-pt shot from 15 ft
10:35.0,,,82-63,,Offensive rebound by S. Muhammad
10:33.0,,,82-65,2,S. Muhammad makes 2-pt shot from 1 ft
10:20.0,K. Leonard misses 3-pt shot from 26 ft,,82-65,,
10:20.0,Offensive rebound by L. Aldridge,,82-65,,
9:56.0,L. Aldridge misses 2-pt shot from 1 ft,,82-65,,
9:55.0,,,82-65,,Defensive rebound by G. Dieng
9:47.0,,,82-65,,T. Jones misses 2-pt shot from 8 ft
9:46.0,Defensive rebound by L. Aldridge,,82-65,,
9:30.0,K. Leonard makes 3-pt shot from 23 ft (assist by T. Parker),3,85-65,,
9:22.0,,,85-65,,Minnesota full timeout
9:06.0,,,85-67,2,Z. LaVine makes 2-pt shot from 5 ft
8:48.0,K. Leonard makes 2-pt shot from 18 ft,2,87-67,,
8:31.0,,,87-67,,Turnover by G. Dieng (lost ball; steal by T. Duncan)
8:15.0,K. Leonard makes 2-pt shot at rim (assist by T. Parker),2,89-67,,
7:55.0,,,89-70,3,S. Muhammad makes 3-pt shot from 22 ft (assist by N. Bjelica)
7:44.0,Shooting foul by N. Bjelica (drawn by L. Aldridge),,89-70,,
7:44.0,L. Aldridge makes free throw 1 of 2,1,90-70,,
7:44.0,,,90-70,,K. Towns enters the game for N. Bjelica
7:44.0,J. Simmons enters the game for D. Green,,90-70,,
7:44.0,L. Aldridge makes free throw 2 of 2,1,91-70,,
7:24.0,,,91-70,,Turnover by G. Dieng (bad pass)
7:24.0,D. West enters the game for T. Duncan,,91-70,,
7:11.0,Turnover by T. Parker (lost ball; steal by T. Jones),,91-70,,
7:08.0,,,91-72,2,Z. LaVine makes 2-pt shot at rim (assist by S. Muhammad)
6:40.0,K. Leonard makes 3-pt shot from 24 ft (assist by T. Parker),3,94-72,,
6:24.0,,,94-72,,Z. LaVine misses 2-pt shot from 20 ft
6:23.0,Defensive rebound by K. Leonard,,94-72,,
6:00.0,T. Parker misses 2-pt shot from 18 ft,,94-72,,
5:59.0,,,94-72,,Defensive rebound by Z. LaVine
5:51.0,,,94-72,,S. Muhammad misses 2-pt shot from 17 ft
5:50.0,,,94-72,,Offensive rebound by K. Towns
5:49.0,,,94-74,2,S. Muhammad makes 2-pt shot from 2 ft (assist by K. Towns)
5:49.0,San Antonio full timeout,,94-74,,
5:49.0,P. Mills enters the game for T. Parker,,94-74,,
5:49.0,,,94-74,,A. Wiggins enters the game for T. Jones
5:30.0,K. Leonard misses 3-pt shot from 23 ft,,94-74,,
5:29.0,Offensive rebound by D. West,,94-74,,
5:20.0,Turnover by P. Mills (bad pass; steal by Z. LaVine),,94-74,,
5:16.0,,,94-74,,Shooting foul by P. Mills (drawn by Z. LaVine)
5:16.0,,,94-74,,Z. LaVine misses free throw 1 of 2
5:16.0,,,94-74,,Offensive rebound by Team
5:16.0,,,94-75,1,Z. LaVine makes free throw 2 of 2
4:59.0,Turnover by L. Aldridge (traveling),,94-75,,
4:33.0,,,94-75,,G. Dieng misses 2-pt shot from 6 ft
4:32.0,Defensive rebound by K. Leonard,,94-75,,
4:27.0,K. Leonard makes 2-pt shot from 1 ft,2,96-75,,
4:07.0,,,96-75,,S. Muhammad misses 2-pt shot from 17 ft
4:07.0,Defensive rebound by L. Aldridge,,96-75,,
3:58.0,J. Simmons makes 2-pt shot from 2 ft (assist by K. Leonard),2,98-75,,
3:36.0,,,98-75,,A. Wiggins misses 2-pt shot from 16 ft
3:36.0,,,98-75,,Offensive rebound by S. Muhammad
3:35.0,,,98-75,,Shooting foul by D. West (drawn by S. Muhammad)
3:35.0,,,98-76,1,S. Muhammad makes free throw 1 of 2
3:35.0,K. Anderson enters the game for K. Leonard,,98-76,,
3:35.0,B. Marjanovic enters the game for L. Aldridge,,98-76,,
3:35.0,R. Butler enters the game for P. Mills,,98-76,,
3:35.0,,,98-77,1,S. Muhammad makes free throw 2 of 2
3:17.0,D. West makes 2-pt shot from 9 ft,2,100-77,,
3:00.0,,,100-77,,S. Muhammad misses 2-pt shot from 1 ft
3:00.0,,,100-77,,Offensive rebound by K. Towns
2:59.0,,,100-77,,K. Towns misses 2-pt shot from 1 ft
2:57.0,Defensive rebound by D. West,,100-77,,
2:53.0,Shooting foul by Z. LaVine (drawn by J. Simmons),,100-77,,
2:53.0,Official timeout,,100-77,,
2:53.0,,,100-77,,N. Bjelica enters the game for K. Towns
2:53.0,,,100-77,,A. Payne enters the game for A. Wiggins
2:53.0,,,100-77,,T. Jones enters the game for Z. LaVine
2:53.0,J. Simmons makes free throw 1 of 2,1,101-77,,
2:53.0,J. Simmons misses free throw 2 of 2,,101-77,,
2:53.0,Offensive rebound by B. Marjanovic,,101-77,,
2:48.0,B. Marjanovic makes 2-pt shot from 1 ft,2,103-77,,
2:35.0,,,103-79,2,G. Dieng makes 2-pt shot from 19 ft (assist by T. Jones)
2:13.0,Shooting foul by A. Payne (drawn by D. West),,103-79,,
2:13.0,D. West makes free throw 1 of 2,1,104-79,,
2:13.0,D. West misses free throw 2 of 2,,104-79,,
2:12.0,,,104-79,,Defensive rebound by G. Dieng
1:56.0,,,104-81,2,S. Muhammad makes 2-pt shot from 1 ft
1:33.0,K. Anderson makes 2-pt shot from 12 ft,2,106-81,,
1:20.0,,,106-81,,Turnover by T. Jones (bad pass; steal by J. Simmons)
1:14.0,Turnover by B. Marjanovic (traveling),,106-81,,
1:00.0,,,106-83,2,G. Dieng makes 2-pt shot from 10 ft
0:44.0,,,106-83,,Personal foul by A. Payne (drawn by J. Simmons)
0:36.0,,,106-83,,Personal foul by G. Dieng (drawn by B. Marjanovic)
0:36.0,B. Marjanovic makes free throw 1 of 2,1,107-83,,
0:36.0,B. Marjanovic makes free throw 2 of 2,1,108-83,,
0:24.0,,,108-83,,N. Bjelica misses 3-pt shot from 23 ft
0:23.0,Defensive rebound by D. West,,108-83,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
