time,San Antonio,pts.away,score,pts.home,Utah
10:08.0,,,20-27,,Defensive rebound by J. Ingles
9:46.0,,,20-27,,J. Ingles misses 3-pt shot from 22 ft
9:46.0,Defensive rebound by T. Duncan,,20-27,,
9:21.0,K. Anderson misses 3-pt shot from 23 ft,,20-27,,
9:20.0,,,20-27,,Defensive rebound by R. Neto
9:14.0,,,20-27,,R. Neto misses 2-pt shot from 2 ft
9:14.0,Defensive rebound by J. Simmons,,20-27,,
9:02.0,Turnover by J. Simmons (lost ball),,20-27,,
8:42.0,,,20-27,,R. Hood misses 2-pt shot from 20 ft
8:41.0,Defensive rebound by K. Anderson,,20-27,,
8:36.0,Offensive charge foul by K. Anderson,,20-27,,
8:36.0,Turnover by K. Anderson (offensive foul),,20-27,,
8:36.0,,,20-27,,Utah full timeout
8:36.0,T. Parker enters the game for P. Mills,,20-27,,
8:36.0,K. Leonard enters the game for K. Anderson,,20-27,,
8:36.0,,,20-27,,T. Lyles enters the game for T. Booker
8:36.0,D. Green enters the game for J. Simmons,,20-27,,
8:24.0,,,20-27,,Turnover by T. Lyles (traveling)
8:08.0,T. Duncan misses 2-pt shot from 7 ft,,20-27,,
8:06.0,Offensive rebound by B. Diaw,,20-27,,
7:56.0,T. Parker misses 2-pt shot from 14 ft,,20-27,,
7:55.0,,,20-27,,Defensive rebound by R. Hood
7:46.0,,,20-27,,R. Hood misses 3-pt shot from 23 ft
7:45.0,Defensive rebound by T. Duncan,,20-27,,
7:35.0,K. Leonard makes 2-pt shot from 15 ft,2,22-27,,
7:14.0,,,22-29,2,D. Favors makes 2-pt shot from 20 ft
6:47.0,T. Parker misses 2-pt shot from 17 ft,,22-29,,
6:47.0,Offensive rebound by Team,,22-29,,
6:47.0,,,22-29,,Loose ball foul by R. Neto (drawn by T. Duncan)
6:47.0,,,22-29,,S. Mack enters the game for R. Neto
6:47.0,,,22-29,,G. Hayward enters the game for J. Ingles
6:47.0,,,22-29,,R. Gobert enters the game for T. Lyles
6:47.0,D. West enters the game for B. Diaw,,22-29,,
6:36.0,K. Leonard misses 2-pt shot from 20 ft,,22-29,,
6:33.0,Offensive rebound by D. West,,22-29,,
6:32.0,D. West makes 2-pt shot from 1 ft,2,24-29,,
6:19.0,,,24-31,2,G. Hayward makes 2-pt shot from 2 ft (assist by D. Favors)
5:54.0,D. West misses 2-pt shot from 11 ft,,24-31,,
5:53.0,Offensive rebound by T. Duncan,,24-31,,
5:41.0,T. Parker misses 2-pt shot from 2 ft,,24-31,,
5:41.0,Offensive rebound by D. West,,24-31,,
5:33.0,K. Leonard misses 2-pt shot from 9 ft,,24-31,,
5:33.0,,,24-31,,Defensive rebound by S. Mack
5:26.0,,,24-31,,S. Mack misses 2-pt shot from 6 ft
5:25.0,Defensive rebound by K. Leonard,,24-31,,
5:16.0,D. West makes 2-pt shot from 17 ft (assist by K. Leonard),2,26-31,,
5:15.0,,,26-31,,Utah full timeout
5:15.0,,,26-31,,C. Johnson enters the game for R. Hood
5:01.0,,,26-31,,G. Hayward misses 2-pt shot from 12 ft
5:01.0,Defensive rebound by K. Leonard,,26-31,,
4:37.0,K. Leonard makes 3-pt shot from 24 ft (assist by D. Green),3,29-31,,
4:22.0,,,29-31,,G. Hayward misses 3-pt shot from 24 ft
4:22.0,,,29-31,,Offensive rebound by Team
4:22.0,Loose ball foul by K. Leonard (drawn by R. Gobert),,29-31,,
4:22.0,L. Aldridge enters the game for T. Duncan,,29-31,,
4:07.0,,,29-31,,C. Johnson misses 3-pt shot from 24 ft
4:07.0,Defensive rebound by D. Green,,29-31,,
3:56.0,K. Leonard makes 2-pt shot from 8 ft,2,31-31,,
3:55.0,,,31-31,,Technical foul by C. Johnson
3:55.0,Technical foul by D. West,,31-31,,
3:42.0,,,31-31,,R. Gobert misses 2-pt shot from 2 ft
3:42.0,Defensive rebound by D. Green,,31-31,,
3:29.0,L. Aldridge makes 2-pt shot from 17 ft (assist by T. Parker),2,33-31,,
3:29.0,,,33-31,,Utah full timeout
3:29.0,,,33-31,,R. Hood enters the game for C. Johnson
3:17.0,,,33-31,,Turnover by S. Mack (bad pass)
2:58.0,K. Leonard makes 2-pt shot from 13 ft,2,35-31,,
2:31.0,,,35-31,,S. Mack misses 2-pt shot from 2 ft (block by D. West)
2:30.0,Defensive rebound by L. Aldridge,,35-31,,
2:16.0,L. Aldridge misses 2-pt shot from 2 ft,,35-31,,
2:15.0,,,35-31,,Defensive rebound by S. Mack
2:01.0,Personal foul by D. Green (drawn by G. Hayward),,35-31,,
2:01.0,San Antonio full timeout,,35-31,,
1:52.0,,,35-31,,G. Hayward misses 2-pt shot from 4 ft
1:52.0,Defensive rebound by T. Parker,,35-31,,
1:27.0,Turnover by Team (shot clock),,35-31,,
1:05.0,,,35-33,2,R. Hood makes 2-pt shot from 1 ft
0:49.0,D. West makes 2-pt shot from 4 ft,2,37-33,,
0:33.0,,,37-33,,Turnover by G. Hayward (bad pass)
0:10.0,T. Parker misses 2-pt shot from 16 ft (block by R. Gobert),,37-33,,
0:09.0,Offensive rebound by L. Aldridge,,37-33,,
0:09.0,,,37-33,,Violation by D. Favors (def goaltending)
0:09.0,L. Aldridge makes 2-pt shot from 1 ft,2,39-33,,
0:02.0,,,39-35,2,D. Favors makes 2-pt shot from 7 ft (assist by R. Hood)
0:01.0,D. Green misses 3-pt shot from 56 ft,,39-35,,
0:00.0,Offensive rebound by Team,,39-35,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,39-37,2,G. Hayward makes 2-pt shot from 3 ft (assist by S. Mack)
11:13.0,L. Aldridge makes 2-pt shot from 16 ft (assist by T. Parker),2,41-37,,
10:51.0,,,41-39,2,D. Favors makes 2-pt shot from 5 ft
10:34.0,T. Duncan makes 2-pt shot from 2 ft (assist by L. Aldridge),2,43-39,,
10:20.0,,,43-41,2,D. Favors makes 2-pt shot at rim (assist by R. Hood)
9:59.0,Shooting foul by R. Gobert (drawn by K. Leonard),,43-41,,
9:59.0,K. Leonard makes free throw 1 of 2,1,44-41,,
9:59.0,K. Leonard makes free throw 2 of 2,1,45-41,,
9:38.0,,,45-43,2,D. Favors makes 2-pt shot from 6 ft
9:18.0,L. Aldridge misses 2-pt shot from 3 ft,,45-43,,
9:18.0,,,45-43,,Defensive rebound by D. Favors
9:04.0,,,45-45,2,D. Favors makes 2-pt shot from 3 ft (assist by S. Mack)
8:47.0,T. Parker misses 2-pt shot from 15 ft,,45-45,,
8:47.0,Offensive rebound by Team,,45-45,,
8:47.0,Offensive foul by D. Green,,45-45,,
8:47.0,Turnover by D. Green (offensive foul),,45-45,,
8:36.0,Personal foul by L. Aldridge (drawn by S. Mack),,45-45,,
8:28.0,,,45-45,,S. Mack misses 2-pt shot from 15 ft
8:27.0,Defensive rebound by K. Leonard,,45-45,,
8:09.0,T. Parker makes 3-pt shot from 24 ft (assist by K. Leonard),3,48-45,,
7:51.0,,,48-45,,D. Favors misses 2-pt shot from 13 ft
7:50.0,Defensive rebound by L. Aldridge,,48-45,,
7:40.0,T. Duncan misses 2-pt shot from 17 ft,,48-45,,
7:40.0,Offensive rebound by Team,,48-45,,
7:40.0,,,48-45,,Loose ball foul by R. Gobert (drawn by L. Aldridge)
7:40.0,,,48-45,,T. Burke enters the game for S. Mack
7:18.0,T. Duncan makes 2-pt shot from 3 ft,2,50-45,,
7:18.0,,,50-45,,Violation by D. Favors (def goaltending)
7:03.0,,,50-47,2,R. Gobert makes 2-pt shot at rim (assist by G. Hayward)
7:03.0,San Antonio full timeout,,50-47,,
7:03.0,K. Anderson enters the game for D. Green,,50-47,,
6:46.0,Shooting foul by D. Favors (drawn by T. Parker),,50-47,,
6:46.0,T. Parker makes free throw 1 of 2,1,51-47,,
6:46.0,D. West enters the game for T. Duncan,,51-47,,
6:46.0,T. Parker makes free throw 2 of 2,1,52-47,,
6:32.0,,,52-49,2,D. Favors makes 2-pt shot from 11 ft
6:11.0,T. Parker misses 2-pt shot from 7 ft,,52-49,,
6:10.0,,,52-49,,Defensive rebound by R. Hood
5:49.0,,,52-49,,Turnover by T. Burke (bad pass; steal by K. Leonard)
5:45.0,K. Leonard makes 2-pt shot from 1 ft,2,54-49,,
5:34.0,,,54-49,,Turnover by G. Hayward (lost ball; steal by K. Leonard)
5:22.0,,,54-49,,Personal foul by R. Hood (drawn by K. Leonard)
5:22.0,,,54-49,,C. Johnson enters the game for R. Hood
5:22.0,,,54-49,,T. Booker enters the game for R. Gobert
5:22.0,R. Butler enters the game for K. Leonard,,54-49,,
5:22.0,P. Mills enters the game for T. Parker,,54-49,,
5:10.0,L. Aldridge makes 2-pt shot from 8 ft,2,56-49,,
4:55.0,Def 3 sec tech foul by D. West,,56-49,,
4:55.0,,,56-50,1,G. Hayward makes technical free throw
4:50.0,,,56-50,,Turnover by D. Favors (traveling)
4:37.0,L. Aldridge misses 2-pt shot from 11 ft,,56-50,,
4:36.0,,,56-50,,Defensive rebound by C. Johnson
4:21.0,,,56-50,,C. Johnson misses 3-pt shot from 23 ft
4:21.0,Defensive rebound by K. Anderson,,56-50,,
4:14.0,Turnover by D. West (bad pass),,56-50,,
3:51.0,,,56-50,,G. Hayward misses 2-pt shot from 15 ft
3:51.0,Defensive rebound by P. Mills,,56-50,,
3:41.0,K. Anderson misses 2-pt shot from 5 ft,,56-50,,
3:40.0,,,56-50,,Defensive rebound by D. Favors
3:31.0,,,56-52,2,G. Hayward makes 2-pt shot from 2 ft
3:14.0,P. Mills makes 3-pt shot from 24 ft (assist by D. West),3,59-52,,
2:53.0,,,59-55,3,T. Booker makes 3-pt shot from 22 ft (assist by D. Favors)
2:29.0,L. Aldridge makes 2-pt shot from 3 ft,2,61-55,,
2:29.0,,,61-55,,Utah full timeout
2:29.0,K. Leonard enters the game for K. Anderson,,61-55,,
2:15.0,,,61-55,,D. Favors misses 2-pt shot from 15 ft
2:13.0,Defensive rebound by D. West,,61-55,,
1:59.0,R. Butler misses 3-pt shot from 24 ft,,61-55,,
1:59.0,,,61-55,,Defensive rebound by G. Hayward
1:55.0,Personal foul by K. Leonard (drawn by G. Hayward),,61-55,,
1:55.0,T. Duncan enters the game for L. Aldridge,,61-55,,
1:55.0,,,61-55,,R. Gobert enters the game for D. Favors
1:55.0,,,61-55,,J. Ingles enters the game for G. Hayward
1:55.0,,,61-55,,R. Hood enters the game for C. Johnson
1:48.0,,,61-57,2,T. Burke makes 2-pt shot from 7 ft
1:37.0,,,61-57,,Personal foul by R. Hood (drawn by K. Leonard)
1:37.0,K. Leonard makes free throw 1 of 2,1,62-57,,
1:37.0,K. Leonard makes free throw 2 of 2,1,63-57,,
1:24.0,,,63-57,,R. Hood misses 2-pt shot from 12 ft
1:23.0,Defensive rebound by T. Duncan,,63-57,,
1:11.0,K. Leonard misses 2-pt shot from 15 ft,,63-57,,
1:11.0,,,63-57,,Defensive rebound by R. Hood
0:48.0,,,63-57,,J. Ingles misses 3-pt shot from 24 ft
0:47.0,Defensive rebound by R. Butler,,63-57,,
0:23.0,T. Duncan makes 2-pt shot from 2 ft (assist by P. Mills),2,65-57,,
0:03.0,,,65-57,,T. Burke misses 3-pt shot from 24 ft
0:02.0,Defensive rebound by K. Leonard,,65-57,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,P. Mills misses 3-pt shot from 22 ft,,65-57,,
11:43.0,,,65-57,,Defensive rebound by T. Booker
11:30.0,,,65-60,3,R. Hood makes 3-pt shot from 25 ft (assist by T. Burke)
11:08.0,P. Mills makes 3-pt shot from 24 ft (assist by T. Duncan),3,68-60,,
10:57.0,,,68-62,2,T. Burke makes 2-pt shot from 12 ft
10:57.0,,,68-62,,Shooting foul by T. Duncan (drawn by T. Burke)
10:57.0,D. Green enters the game for K. Leonard,,68-62,,
10:57.0,T. Parker enters the game for R. Butler,,68-62,,
10:57.0,,,68-63,1,T. Burke makes free throw 1 of 1
10:37.0,D. West misses 2-pt shot from 10 ft,,68-63,,
10:36.0,,,68-63,,Defensive rebound by T. Booker
10:26.0,,,68-63,,Shooting foul by D. West (drawn by T. Booker)
10:26.0,,,68-63,,T. Booker misses free throw 1 of 2
10:26.0,,,68-63,,Offensive rebound by Team
10:26.0,,,68-63,,T. Booker misses free throw 2 of 2
10:25.0,Defensive rebound by T. Duncan,,68-63,,
10:14.0,P. Mills makes 3-pt shot from 24 ft (assist by T. Parker),3,71-63,,
10:14.0,Shooting foul by T. Burke (drawn by P. Mills),,71-63,,
10:14.0,P. Mills misses free throw 1 of 1,,71-63,,
10:14.0,,,71-63,,Defensive rebound by R. Gobert
10:05.0,Personal foul by T. Duncan (drawn by R. Gobert),,71-63,,
9:55.0,,,71-65,2,R. Hood makes 2-pt shot from 21 ft
9:47.0,San Antonio full timeout,,71-65,,
9:32.0,D. Green misses 3-pt shot from 23 ft,,71-65,,
9:31.0,,,71-65,,Defensive rebound by T. Burke
9:16.0,,,71-65,,S. Mack misses 3-pt shot from 23 ft
9:15.0,Defensive rebound by Team,,71-65,,
9:14.0,K. Leonard enters the game for P. Mills,,71-65,,
8:58.0,Shooting foul by T. Burke (drawn by T. Parker),,71-65,,
8:58.0,T. Parker makes free throw 1 of 2,1,72-65,,
8:58.0,,,72-65,,G. Hayward enters the game for T. Burke
8:58.0,T. Parker makes free throw 2 of 2,1,73-65,,
8:41.0,Personal foul by T. Parker (drawn by S. Mack),,73-65,,
8:41.0,L. Aldridge enters the game for D. West,,73-65,,
8:41.0,,,73-65,,D. Favors enters the game for T. Booker
8:31.0,,,73-65,,R. Hood misses 2-pt shot from 5 ft
8:31.0,,,73-65,,Offensive rebound by R. Gobert
8:31.0,,,73-65,,R. Gobert misses 2-pt shot from 2 ft
8:31.0,,,73-65,,Offensive rebound by Team
8:25.0,,,73-65,,R. Gobert misses 2-pt shot from 3 ft
8:24.0,Defensive rebound by T. Duncan,,73-65,,
8:23.0,Turnover by T. Duncan (bad pass; steal by S. Mack),,73-65,,
8:05.0,,,73-65,,S. Mack misses 2-pt shot from 6 ft
8:04.0,Defensive rebound by Team,,73-65,,
7:48.0,K. Leonard makes 3-pt shot from 24 ft (assist by T. Parker),3,76-65,,
7:28.0,,,76-67,2,D. Favors makes 2-pt shot from 8 ft
7:13.0,T. Parker makes 2-pt shot from 2 ft (assist by T. Duncan),2,78-67,,
7:13.0,,,78-67,,Utah full timeout
7:13.0,,,78-67,,R. Neto enters the game for S. Mack
6:59.0,,,78-67,,Shooting foul by T. Duncan (drawn by D. Favors)
6:59.0,,,78-67,,D. Favors misses free throw 1 of 2
6:59.0,,,78-67,,Offensive rebound by Team
6:59.0,,,78-68,1,D. Favors makes free throw 2 of 2
6:41.0,K. Leonard makes 3-pt shot from 24 ft (assist by L. Aldridge),3,81-68,,
6:17.0,,,81-68,,Turnover by R. Hood (lost ball; steal by K. Leonard)
6:13.0,D. Green misses 2-pt shot from 3 ft,,81-68,,
6:13.0,,,81-68,,Defensive rebound by Team
5:56.0,,,81-68,,D. Favors misses 2-pt shot from 17 ft
5:55.0,Defensive rebound by T. Duncan,,81-68,,
5:38.0,L. Aldridge makes 2-pt shot from 2 ft,2,83-68,,
5:16.0,,,83-70,2,R. Neto makes 2-pt shot from 12 ft
4:53.0,K. Leonard misses 3-pt shot from 23 ft,,83-70,,
4:53.0,Offensive rebound by T. Parker,,83-70,,
4:32.0,T. Parker makes 3-pt shot from 24 ft (assist by K. Leonard),3,86-70,,
4:17.0,,,86-70,,Shooting foul by D. Green (drawn by G. Hayward)
4:17.0,,,86-71,1,G. Hayward makes free throw 1 of 2
4:17.0,,,86-71,,T. Booker enters the game for R. Gobert
4:17.0,K. Anderson enters the game for D. Green,,86-71,,
4:17.0,,,86-72,1,G. Hayward makes free throw 2 of 2
3:55.0,K. Leonard makes 2-pt shot from 14 ft,2,88-72,,
3:38.0,,,88-74,2,D. Favors makes 2-pt shot from 16 ft (assist by R. Hood)
3:20.0,Turnover by T. Duncan (bad pass; steal by D. Favors),,88-74,,
3:14.0,,,88-74,,T. Booker misses 2-pt shot from 2 ft
3:12.0,Defensive rebound by T. Duncan,,88-74,,
2:56.0,L. Aldridge makes 2-pt shot from 1 ft (assist by T. Parker),2,90-74,,
2:56.0,Shooting foul by D. Favors (drawn by L. Aldridge),,90-74,,
2:56.0,San Antonio full timeout,,90-74,,
2:56.0,D. West enters the game for T. Duncan,,90-74,,
2:56.0,,,90-74,,S. Mack enters the game for R. Neto
2:56.0,P. Mills enters the game for T. Parker,,90-74,,
2:56.0,L. Aldridge makes free throw 1 of 1,1,91-74,,
2:38.0,,,91-74,,S. Mack misses 2-pt shot from 1 ft
2:37.0,,,91-74,,Offensive rebound by T. Booker
2:37.0,,,91-74,,T. Booker misses 2-pt shot from 1 ft
2:35.0,Defensive rebound by L. Aldridge,,91-74,,
2:22.0,P. Mills makes 2-pt shot from 2 ft,2,93-74,,
1:59.0,,,93-74,,G. Hayward misses 2-pt shot from 1 ft (block by L. Aldridge)
1:58.0,Defensive rebound by L. Aldridge,,93-74,,
1:54.0,San Antonio full timeout,,93-74,,
1:54.0,,,93-74,,T. Lyles enters the game for G. Hayward
1:54.0,,,93-74,,C. Johnson enters the game for D. Favors
1:54.0,,,93-74,,R. Gobert enters the game for R. Hood
1:54.0,,,93-74,,J. Ingles enters the game for T. Booker
1:54.0,B. Marjanovic enters the game for K. Leonard,,93-74,,
1:54.0,R. Butler enters the game for L. Aldridge,,93-74,,
1:54.0,R. McCallum enters the game for P. Mills,,93-74,,
1:54.0,J. Simmons enters the game for D. West,,93-74,,
1:40.0,J. Simmons misses 2-pt shot from 10 ft,,93-74,,
1:40.0,,,93-74,,Defensive rebound by R. Gobert
1:30.0,,,93-74,,Turnover by S. Mack (bad pass; steal by J. Simmons)
1:09.0,K. Anderson misses 2-pt shot from 14 ft,,93-74,,
1:08.0,,,93-74,,Defensive rebound by R. Gobert
0:59.0,,,93-76,2,R. Gobert makes 2-pt shot from 1 ft (assist by S. Mack)
0:47.0,J. Simmons makes 3-pt shot from 22 ft (assist by R. McCallum),3,96-76,,
0:37.0,,,96-78,2,S. Mack makes 2-pt shot from 3 ft
0:26.0,R. McCallum misses 2-pt shot from 16 ft,,96-78,,
0:25.0,,,96-78,,Defensive rebound by C. Johnson
0:12.0,,,96-78,,S. Mack misses 3-pt shot from 22 ft
0:11.0,Defensive rebound by B. Marjanovic,,96-78,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
