time,Miami,pts.away,score,pts.home,Milwaukee
3:05.0,,,24-19,,M. Carter-Williams misses 2-pt shot at rim (block by J. McRoberts)
3:03.0,Defensive rebound by L. Deng,,24-19,,
3:00.0,D. Wade makes 2-pt shot at rim,2,26-19,,
2:47.0,,,26-19,,Turnover by K. Middleton (bad pass; steal by B. Udrih)
2:41.0,L. Deng makes 2-pt shot at rim (assist by B. Udrih),2,28-19,,
2:40.0,,,28-19,,Milwaukee full timeout
2:40.0,G. Green enters the game for L. Deng,,28-19,,
2:40.0,C. Bosh enters the game for D. Wade,,28-19,,
2:40.0,,,28-19,,G. Monroe enters the game for J. Parker
2:40.0,,,28-19,,G. Antetokounmpo enters the game for M. Carter-Williams
2:40.0,,,28-19,,T. Ennis enters the game for M. Plumlee
2:20.0,,,28-21,2,G. Antetokounmpo makes 2-pt shot from 9 ft
1:57.0,C. Bosh misses 2-pt shot from 15 ft,,28-21,,
1:56.0,Offensive rebound by Team,,28-21,,
1:47.0,J. McRoberts makes 2-pt shot from 15 ft (assist by G. Green),2,30-21,,
1:32.0,,,30-21,,Turnover by G. Antetokounmpo (lost ball; steal by G. Green)
1:28.0,G. Green misses 2-pt shot at rim (block by G. Antetokounmpo),,30-21,,
1:25.0,,,30-21,,Defensive rebound by T. Ennis
1:20.0,,,30-23,2,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by J. Bayless)
1:02.0,Turnover by B. Udrih (bad pass; steal by G. Antetokounmpo),,30-23,,
1:02.0,Personal foul by J. McRoberts (drawn by G. Antetokounmpo),,30-23,,
0:58.0,Violation by G. Green (kicked ball),,30-23,,
0:55.0,Personal foul by J. Winslow (drawn by K. Middleton),,30-23,,
0:55.0,,,30-24,1,K. Middleton makes free throw 1 of 3
0:55.0,,,30-25,1,K. Middleton makes free throw 2 of 3
0:55.0,,,30-26,1,K. Middleton makes free throw 3 of 3
0:44.0,B. Udrih makes 3-pt shot from 26 ft (assist by J. Winslow),3,33-26,,
0:29.0,,,33-26,,Turnover by T. Ennis (bad pass; steal by G. Green)
0:23.0,G. Green misses 2-pt shot from 8 ft,,33-26,,
0:22.0,,,33-26,,Defensive rebound by G. Antetokounmpo
0:06.0,Personal foul by J. Winslow (drawn by K. Middleton),,33-26,,
0:06.0,,,33-27,1,K. Middleton makes free throw 1 of 2
0:06.0,,,33-28,1,K. Middleton makes free throw 2 of 2
0:05.0,,,33-28,,Personal take foul by T. Ennis (drawn by B. Udrih)
0:02.0,G. Green misses 3-pt shot from 23 ft,,33-28,,
0:01.0,Offensive rebound by J. Winslow,,33-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,33-28,,Turnover by T. Ennis (bad pass; steal by C. Bosh)
11:36.0,J. Winslow misses 2-pt shot from 1 ft,,33-28,,
11:34.0,Offensive rebound by G. Green,,33-28,,
11:34.0,G. Green makes 2-pt shot at rim,2,35-28,,
11:17.0,,,35-28,,Turnover by G. Antetokounmpo (lost ball; steal by G. Green)
11:13.0,G. Green makes 2-pt shot at rim (assist by J. McRoberts),2,37-28,,
11:08.0,Personal foul by G. Green (drawn by J. Bayless),,37-28,,
10:52.0,,,37-28,,G. Antetokounmpo misses 2-pt shot from 5 ft
10:50.0,,,37-28,,Offensive rebound by G. Monroe
10:50.0,,,37-30,2,G. Monroe makes 2-pt shot at rim
10:27.0,Shooting foul by T. Ennis (drawn by J. Winslow),,37-30,,
10:27.0,J. Winslow makes free throw 1 of 2,1,38-30,,
10:27.0,G. Dragic enters the game for B. Udrih,,38-30,,
10:27.0,A. Stoudemire enters the game for J. McRoberts,,38-30,,
10:27.0,J. Winslow makes free throw 2 of 2,1,39-30,,
10:11.0,,,39-30,,Turnover by R. Vaughn (bad pass)
9:58.0,G. Green misses 3-pt shot from 23 ft,,39-30,,
9:57.0,,,39-30,,Defensive rebound by T. Ennis
9:53.0,,,39-32,2,R. Vaughn makes 2-pt shot from 19 ft (assist by T. Ennis)
9:32.0,,,39-32,,Personal foul by G. Monroe (drawn by G. Dragic)
9:23.0,A. Stoudemire makes 2-pt shot at rim (assist by C. Bosh),2,41-32,,
8:57.0,Official timeout,,41-32,,
8:57.0,,,41-32,,J. Parker enters the game for T. Ennis
8:57.0,,,41-32,,Turnover by Team (5 sec inbounds)
8:41.0,A. Stoudemire misses 2-pt shot from 5 ft,,41-32,,
8:38.0,Offensive rebound by A. Stoudemire,,41-32,,
8:37.0,A. Stoudemire misses 2-pt shot from 1 ft,,41-32,,
8:35.0,,,41-32,,Defensive rebound by R. Vaughn
8:30.0,,,41-32,,Turnover by J. Parker (step out of bounds)
8:15.0,C. Bosh makes 3-pt shot from 26 ft (assist by G. Dragic),3,44-32,,
7:54.0,,,44-34,2,J. Parker makes 2-pt shot from 17 ft
7:36.0,G. Green misses 3-pt shot from 26 ft,,44-34,,
7:35.0,Offensive rebound by C. Bosh,,44-34,,
7:28.0,J. Winslow makes 2-pt shot at rim (assist by C. Bosh),2,46-34,,
7:06.0,,,46-34,,G. Antetokounmpo misses 2-pt shot at rim
7:05.0,Defensive rebound by A. Stoudemire,,46-34,,
7:02.0,Offensive foul by G. Dragic,,46-34,,
7:02.0,Turnover by G. Dragic (offensive foul),,46-34,,
7:02.0,D. Wade enters the game for C. Bosh,,46-34,,
7:02.0,L. Deng enters the game for G. Green,,46-34,,
7:02.0,,,46-34,,K. Middleton enters the game for R. Vaughn
6:48.0,,,46-36,2,K. Middleton makes 2-pt shot from 5 ft
6:36.0,Turnover by G. Dragic (bad pass; steal by G. Antetokounmpo),,46-36,,
6:33.0,,,46-38,2,G. Antetokounmpo makes 2-pt shot at rim
6:31.0,Miami full timeout,,46-38,,
6:31.0,,,46-38,,M. Carter-Williams enters the game for J. Bayless
6:12.0,A. Stoudemire misses 2-pt shot from 6 ft (block by G. Monroe),,46-38,,
6:09.0,,,46-38,,Defensive rebound by G. Monroe
6:05.0,,,46-40,2,G. Monroe makes 2-pt shot from 4 ft (assist by J. Parker)
6:05.0,,,46-40,,Shooting foul by A. Stoudemire (drawn by G. Monroe)
6:05.0,,,46-40,,G. Monroe misses free throw 1 of 1
6:04.0,,,46-40,,Offensive rebound by Team
6:02.0,,,46-40,,J. Parker misses 2-pt shot from 1 ft (block by A. Stoudemire)
6:02.0,Defensive rebound by Team,,46-40,,
5:46.0,Shooting foul by M. Carter-Williams (drawn by G. Dragic),,46-40,,
5:46.0,G. Dragic misses free throw 1 of 2,,46-40,,
5:46.0,Offensive rebound by Team,,46-40,,
5:46.0,G. Dragic makes free throw 2 of 2,1,47-40,,
5:27.0,,,47-40,,Turnover by G. Antetokounmpo (bad pass)
5:15.0,G. Dragic makes 3-pt shot from 24 ft (assist by D. Wade),3,50-40,,
5:02.0,,,50-40,,Turnover by M. Carter-Williams (bad pass; steal by G. Dragic)
4:53.0,Shooting foul by G. Antetokounmpo (drawn by D. Wade),,50-40,,
4:53.0,D. Wade makes free throw 1 of 2,1,51-40,,
4:53.0,D. Wade misses free throw 2 of 2,,51-40,,
4:52.0,,,51-40,,Defensive rebound by G. Antetokounmpo
4:40.0,,,51-40,,K. Middleton misses 2-pt shot from 12 ft
4:39.0,,,51-40,,Offensive rebound by J. Parker
4:39.0,,,51-42,2,J. Parker makes 2-pt shot at rim
4:21.0,Jump ball: K. Middleton vs. D. Wade (G. Dragic gains possession),,,,Jump ball: K. Middleton vs. D. Wade (G. Dragic gains possession)
4:19.0,Turnover by G. Dragic (lost ball),,51-42,,
4:00.0,,,51-42,,K. Middleton misses 2-pt shot from 7 ft
3:59.0,,,51-42,,Offensive rebound by K. Middleton
3:55.0,,,51-42,,G. Antetokounmpo misses 3-pt shot from 24 ft
3:54.0,Defensive rebound by L. Deng,,51-42,,
3:44.0,G. Dragic misses 2-pt shot from 15 ft,,51-42,,
3:43.0,,,51-42,,Defensive rebound by M. Carter-Williams
3:41.0,,,51-42,,Turnover by J. Parker (offensive goaltending)
3:17.0,L. Deng makes 2-pt shot from 19 ft (assist by D. Wade),2,53-42,,
3:01.0,,,53-42,,Turnover by M. Carter-Williams (bad pass; steal by D. Wade)
2:56.0,Turnover by D. Wade (bad pass; steal by M. Carter-Williams),,53-42,,
2:53.0,,,53-44,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
2:50.0,Turnover by J. Winslow (back court),,53-44,,
2:50.0,,,53-44,,Milwaukee full timeout
2:50.0,C. Bosh enters the game for A. Stoudemire,,53-44,,
2:37.0,,,53-44,,G. Monroe misses 2-pt shot from 2 ft (block by D. Wade)
2:34.0,,,53-44,,Offensive rebound by G. Monroe
2:33.0,,,53-44,,G. Monroe misses 2-pt shot from 1 ft (block by C. Bosh)
2:31.0,Defensive rebound by J. Winslow,,53-44,,
2:17.0,G. Dragic misses 3-pt shot from 23 ft,,53-44,,
2:16.0,,,53-44,,Defensive rebound by Team
2:16.0,B. Udrih enters the game for G. Dragic,,53-44,,
2:00.0,,,53-44,,Shooting foul by J. Winslow (drawn by G. Monroe)
2:00.0,,,53-45,1,G. Monroe makes free throw 1 of 2
2:00.0,G. Green enters the game for J. Winslow,,53-45,,
2:00.0,,,53-46,1,G. Monroe makes free throw 2 of 2
1:44.0,L. Deng misses 2-pt shot from 14 ft,,53-46,,
1:42.0,,,53-46,,Defensive rebound by M. Carter-Williams
1:22.0,,,53-46,,K. Middleton misses 3-pt shot from 27 ft
1:21.0,Defensive rebound by C. Bosh,,53-46,,
1:10.0,C. Bosh misses 2-pt shot from 15 ft,,53-46,,
1:09.0,,,53-46,,Defensive rebound by G. Antetokounmpo
0:56.0,,,53-46,,J. Parker misses 2-pt shot from 19 ft
0:54.0,Defensive rebound by C. Bosh,,53-46,,
0:41.0,C. Bosh makes 2-pt shot from 13 ft (assist by D. Wade),2,55-46,,
0:31.0,,,55-48,2,J. Parker makes 2-pt shot from 3 ft (assist by M. Carter-Williams)
0:25.0,Miami full timeout,,55-48,,
0:25.0,G. Dragic enters the game for B. Udrih,,55-48,,
0:07.0,L. Deng misses 2-pt shot at rim,,55-48,,
0:07.0,Offensive rebound by Team,,55-48,,
0:07.0,Turnover by Team (shot clock),,55-48,,
0:00.0,,,55-48,,G. Antetokounmpo misses 3-pt shot from 24 ft
0:00.0,,,55-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,,,55-48,,Turnover by J. Parker (step out of bounds)
11:40.0,Shooting foul by M. Carter-Williams (drawn by C. Bosh),,55-48,,
11:40.0,C. Bosh makes free throw 1 of 2,1,56-48,,
11:40.0,C. Bosh makes free throw 2 of 2,1,57-48,,
11:29.0,Personal foul by G. Dragic (drawn by M. Carter-Williams),,57-48,,
11:19.0,,,57-50,2,M. Carter-Williams makes 2-pt shot from 14 ft (assist by G. Antetokounmpo)
10:56.0,Turnover by G. Dragic (bad pass; steal by M. Carter-Williams),,57-50,,
10:52.0,,,57-52,2,J. Parker makes 2-pt shot at rim (assist by M. Carter-Williams)
10:29.0,A. Stoudemire makes 2-pt shot at rim (assist by C. Bosh),2,59-52,,
10:08.0,,,59-52,,G. Monroe misses 2-pt shot from 2 ft
10:06.0,Defensive rebound by A. Stoudemire,,59-52,,
9:43.0,L. Deng makes 2-pt shot from 21 ft (assist by G. Dragic),2,61-52,,
9:26.0,,,61-52,,Shooting foul by A. Stoudemire (drawn by G. Monroe)
9:26.0,,,61-53,1,G. Monroe makes free throw 1 of 2
9:26.0,,,61-54,1,G. Monroe makes free throw 2 of 2
9:01.0,D. Wade misses 2-pt shot from 1 ft,,61-54,,
8:59.0,,,61-54,,Defensive rebound by K. Middleton
8:55.0,,,61-54,,Shooting foul by C. Bosh (drawn by G. Antetokounmpo)
8:55.0,,,61-55,1,G. Antetokounmpo makes free throw 1 of 2
8:55.0,,,61-56,1,G. Antetokounmpo makes free throw 2 of 2
8:34.0,Turnover by C. Bosh (bad pass; steal by K. Middleton),,61-56,,
8:29.0,,,61-58,2,M. Carter-Williams makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
8:29.0,Miami full timeout,,61-58,,
8:18.0,Shooting foul by M. Carter-Williams (drawn by C. Bosh),,61-58,,
8:18.0,C. Bosh makes free throw 1 of 2,1,62-58,,
8:18.0,C. Bosh makes free throw 2 of 2,1,63-58,,
7:54.0,,,63-58,,Shooting foul by G. Dragic (drawn by G. Monroe)
7:54.0,,,63-59,1,G. Monroe makes free throw 1 of 2
7:54.0,,,63-60,1,G. Monroe makes free throw 2 of 2
7:41.0,L. Deng misses 2-pt shot from 20 ft,,63-60,,
7:39.0,,,63-60,,Defensive rebound by M. Carter-Williams
7:33.0,,,63-62,2,M. Carter-Williams makes 2-pt shot at rim
7:18.0,,,63-62,,Personal block foul by M. Carter-Williams (drawn by G. Dragic)
7:18.0,,,63-62,,J. Bayless enters the game for M. Carter-Williams
7:11.0,D. Wade makes 2-pt shot from 16 ft (assist by G. Dragic),2,65-62,,
6:58.0,,,65-62,,G. Monroe misses 2-pt shot from 1 ft
6:56.0,Defensive rebound by L. Deng,,65-62,,
6:51.0,D. Wade makes 2-pt shot at rim (assist by G. Dragic),2,67-62,,
6:38.0,,,67-62,,K. Middleton misses 2-pt shot from 11 ft
6:34.0,Defensive rebound by A. Stoudemire,,67-62,,
6:33.0,G. Green enters the game for C. Bosh,,67-62,,
6:33.0,,,67-62,,M. Plumlee enters the game for G. Monroe
6:32.0,Turnover by D. Wade (lost ball),,67-62,,
6:32.0,Jump ball: J. Parker vs. D. Wade (K. Middleton gains possession),,,,Jump ball: J. Parker vs. D. Wade (K. Middleton gains possession)
6:19.0,,,67-64,2,G. Antetokounmpo makes 2-pt shot from 1 ft
6:02.0,Shooting foul by J. Parker (drawn by L. Deng),,67-64,,
6:02.0,L. Deng makes free throw 1 of 2,1,68-64,,
6:02.0,L. Deng makes free throw 2 of 2,1,69-64,,
5:47.0,,,69-66,2,G. Antetokounmpo makes 2-pt shot from 16 ft (assist by J. Bayless)
5:30.0,D. Wade makes 2-pt shot from 19 ft,2,71-66,,
5:10.0,,,71-68,2,G. Antetokounmpo makes 2-pt shot at rim
4:50.0,L. Deng misses 2-pt shot from 15 ft,,71-68,,
4:49.0,,,71-68,,Defensive rebound by K. Middleton
4:43.0,,,71-68,,Shooting foul by L. Deng (drawn by J. Parker)
4:43.0,,,71-69,1,J. Parker makes free throw 1 of 2
4:43.0,J. McRoberts enters the game for A. Stoudemire,,71-69,,
4:43.0,B. Udrih enters the game for G. Dragic,,71-69,,
4:43.0,,,71-70,1,J. Parker makes free throw 2 of 2
4:20.0,B. Udrih misses 3-pt shot from 27 ft,,71-70,,
4:18.0,Offensive rebound by L. Deng,,71-70,,
4:05.0,D. Wade misses 2-pt shot from 18 ft,,71-70,,
4:05.0,Offensive rebound by L. Deng,,71-70,,
4:05.0,Shooting foul by J. Parker (drawn by L. Deng),,71-70,,
4:05.0,L. Deng makes free throw 1 of 2,1,72-70,,
4:05.0,J. Winslow enters the game for D. Wade,,72-70,,
4:05.0,L. Deng makes free throw 2 of 2,1,73-70,,
3:56.0,,,73-70,,K. Middleton misses 3-pt shot from 26 ft
3:55.0,Defensive rebound by B. Udrih,,73-70,,
3:38.0,J. Winslow misses 2-pt shot from 16 ft,,73-70,,
3:37.0,Offensive rebound by Team,,73-70,,
3:37.0,C. Bosh enters the game for L. Deng,,73-70,,
3:19.0,G. Green makes 2-pt shot from 1 ft (assist by J. Winslow),2,75-70,,
3:02.0,,,75-72,2,G. Antetokounmpo makes 2-pt shot from 2 ft
2:33.0,G. Green makes 3-pt shot from 22 ft (assist by J. McRoberts),3,78-72,,
2:20.0,,,78-72,,Shooting foul by C. Bosh (drawn by G. Antetokounmpo)
2:20.0,,,78-74,2,G. Antetokounmpo makes 2-pt shot from 1 ft
2:20.0,,,78-74,,Milwaukee full timeout
2:20.0,,,78-74,,R. Vaughn enters the game for J. Parker
2:20.0,,,78-75,1,G. Antetokounmpo makes free throw 1 of 1
2:04.0,J. McRoberts misses 2-pt shot from 1 ft,,78-75,,
2:02.0,,,78-75,,Defensive rebound by M. Plumlee
1:57.0,,,78-75,,Turnover by K. Middleton (bad pass; steal by B. Udrih)
1:49.0,G. Green misses 2-pt shot from 1 ft (block by G. Antetokounmpo),,78-75,,
1:47.0,,,78-75,,Defensive rebound by K. Middleton
1:40.0,,,78-75,,J. Bayless misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by C. Bosh,,78-75,,
1:33.0,,,78-75,,Personal block foul by G. Antetokounmpo (drawn by C. Bosh)
1:33.0,C. Bosh misses free throw 1 of 2,,78-75,,
1:33.0,Offensive rebound by Team,,78-75,,
1:33.0,C. Bosh makes free throw 2 of 2,1,79-75,,
1:22.0,,,79-77,2,M. Plumlee makes 2-pt shot from 8 ft (assist by G. Antetokounmpo)
1:10.0,Turnover by B. Udrih (lost ball; steal by G. Antetokounmpo),,79-77,,
1:03.0,,,79-80,3,R. Vaughn makes 3-pt shot from 27 ft (assist by G. Antetokounmpo)
0:40.0,J. McRoberts misses 2-pt shot from 3 ft,,79-80,,
0:39.0,,,79-80,,Defensive rebound by M. Plumlee
0:14.0,,,79-80,,K. Middleton misses 2-pt shot from 20 ft
0:13.0,Defensive rebound by J. McRoberts,,79-80,,
0:11.0,Turnover by J. McRoberts (lost ball; steal by M. Plumlee),,79-80,,
0:05.0,,,79-83,3,R. Vaughn makes 3-pt shot from 23 ft (assist by J. Bayless)
0:00.0,B. Udrih makes 2-pt shot from 15 ft,2,81-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Shooting foul by G. Antetokounmpo (drawn by C. Bosh),,81-83,,
11:49.0,C. Bosh makes free throw 1 of 2,1,82-83,,
11:49.0,C. Bosh makes free throw 2 of 2,1,83-83,,
11:38.0,,,83-85,2,M. Plumlee makes 2-pt shot at rim (assist by G. Antetokounmpo)
11:17.0,C. Bosh misses 2-pt shot from 15 ft,,83-85,,
11:16.0,,,83-85,,Defensive rebound by J. Bayless
10:51.0,,,83-85,,R. Vaughn misses 3-pt shot from 25 ft (block by G. Green)
10:49.0,Defensive rebound by C. Bosh,,83-85,,
10:38.0,G. Dragic makes 2-pt shot from 14 ft,2,85-85,,
10:08.0,,,85-85,,J. Bayless misses 3-pt shot from 26 ft
10:07.0,,,85-85,,Offensive rebound by J. Parker
10:04.0,,,85-85,,J. Bayless misses 3-pt shot from 27 ft
10:03.0,Defensive rebound by G. Green,,85-85,,
9:47.0,C. Bosh makes 3-pt shot from 24 ft (assist by G. Dragic),3,88-85,,
9:19.0,,,88-85,,G. Antetokounmpo misses 2-pt shot from 2 ft
9:18.0,Defensive rebound by J. Winslow,,88-85,,
9:13.0,Shooting foul by R. Vaughn (drawn by G. Green),,88-85,,
9:13.0,G. Green misses free throw 1 of 2,,88-85,,
9:13.0,Offensive rebound by Team,,88-85,,
9:13.0,G. Green makes free throw 2 of 2,1,89-85,,
8:53.0,,,89-85,,J. Parker misses 2-pt shot from 15 ft
8:52.0,Defensive rebound by J. Winslow,,89-85,,
8:43.0,G. Dragic misses 2-pt shot from 11 ft,,89-85,,
8:41.0,,,89-85,,Defensive rebound by M. Plumlee
8:33.0,,,89-85,,J. Bayless misses 2-pt shot from 3 ft
8:32.0,,,89-85,,Offensive rebound by Team
8:32.0,Official timeout,,89-85,,
8:32.0,,,89-85,,G. Monroe enters the game for M. Plumlee
8:17.0,,,89-87,2,G. Monroe makes 2-pt shot from 2 ft
8:03.0,Shooting foul by G. Monroe (drawn by C. Bosh),,89-87,,
8:03.0,C. Bosh makes 2-pt shot from 3 ft (assist by G. Dragic),2,91-87,,
8:03.0,C. Bosh makes free throw 1 of 1,1,92-87,,
7:57.0,,,92-87,,Shooting foul by J. McRoberts (drawn by G. Monroe)
7:57.0,,,92-88,1,G. Monroe makes free throw 1 of 2
7:57.0,B. Udrih enters the game for C. Bosh,,92-88,,
7:57.0,D. Wade enters the game for G. Dragic,,92-88,,
7:57.0,A. Stoudemire enters the game for J. McRoberts,,92-88,,
7:57.0,L. Deng enters the game for G. Green,,92-88,,
7:57.0,,,92-88,,K. Middleton enters the game for R. Vaughn
7:57.0,,,92-89,1,G. Monroe makes free throw 2 of 2
7:44.0,Turnover by D. Wade (bad pass),,92-89,,
7:26.0,,,92-89,,G. Monroe misses 2-pt shot from 1 ft (block by D. Wade)
7:24.0,,,92-89,,Offensive rebound by K. Middleton
7:21.0,,,92-89,,Shooting foul by L. Deng (drawn by G. Antetokounmpo)
7:21.0,,,92-90,1,G. Antetokounmpo makes free throw 1 of 2
7:21.0,,,92-90,,G. Antetokounmpo misses free throw 2 of 2
7:19.0,Defensive rebound by A. Stoudemire,,92-90,,
7:01.0,D. Wade misses 2-pt shot from 18 ft,,92-90,,
6:59.0,Offensive rebound by A. Stoudemire,,92-90,,
6:57.0,A. Stoudemire makes 2-pt shot at rim,2,94-90,,
6:39.0,,,94-92,2,K. Middleton makes 2-pt shot from 15 ft
6:18.0,Turnover by B. Udrih (bad pass; steal by J. Bayless),,94-92,,
6:08.0,,,94-92,,K. Middleton misses 2-pt shot at rim (block by A. Stoudemire)
6:06.0,Defensive rebound by L. Deng,,94-92,,
6:05.0,Shooting foul by J. Bayless (drawn by D. Wade),,94-92,,
6:05.0,D. Wade makes free throw 1 of 2,1,95-92,,
6:05.0,D. Wade makes free throw 2 of 2,1,96-92,,
5:44.0,,,96-92,,J. Parker misses 2-pt shot from 3 ft (block by D. Wade)
5:44.0,,,96-92,,Offensive rebound by J. Parker
5:44.0,,,96-92,,Milwaukee full timeout
5:44.0,,,96-92,,M. Carter-Williams enters the game for J. Bayless
5:43.0,,,96-92,,Turnover by J. Parker (lost ball)
5:43.0,Jump ball: J. Parker vs. A. Stoudemire (D. Wade gains possession),,,,Jump ball: J. Parker vs. A. Stoudemire (D. Wade gains possession)
5:25.0,L. Deng misses 3-pt shot from 23 ft,,96-92,,
5:24.0,,,96-92,,Defensive rebound by K. Middleton
5:24.0,Loose ball foul by A. Stoudemire (drawn by K. Middleton),,96-92,,
5:06.0,,,96-92,,G. Monroe misses 2-pt shot at rim
5:04.0,Defensive rebound by A. Stoudemire,,96-92,,
4:58.0,B. Udrih misses 2-pt shot from 10 ft,,96-92,,
4:57.0,,,96-92,,Defensive rebound by G. Antetokounmpo
4:46.0,Personal foul by D. Wade (drawn by J. Parker),,96-92,,
4:46.0,G. Dragic enters the game for B. Udrih,,96-92,,
