time,Portland,pts.away,score,pts.home,Sacramento
2:54.0,,,106-96,,B. McLemore enters the game for W. Cauley-Stein
2:46.0,,,106-96,,Shooting foul by M. Plumlee (drawn by D. Cousins)
2:46.0,E. Davis enters the game for M. Plumlee,,106-96,,
2:46.0,,,106-96,,D. Cousins misses free throw 1 of 2
2:46.0,,,106-96,,Offensive rebound by Team
2:46.0,,,106-97,1,D. Cousins makes free throw 2 of 2
2:29.0,,,106-97,,Personal foul by R. Rondo
2:20.0,C. McCollum misses 3-pt shot from 23 ft,,106-97,,
2:19.0,,,106-97,,Defensive rebound by B. McLemore
2:15.0,,,106-97,,Turnover by B. McLemore (lost ball; steal by M. Harkless)
1:58.0,D. Lillard misses 3-pt shot from 25 ft,,106-97,,
1:57.0,,,106-97,,Defensive rebound by S. Curry
1:48.0,,,106-97,,Turnover by B. McLemore (lost ball; steal by G. Henderson)
1:44.0,Turnover by D. Lillard (back court),,106-97,,
1:35.0,Personal foul by E. Davis,,106-97,,
1:35.0,,,106-98,1,D. Cousins makes free throw 1 of 2
1:35.0,,,106-99,1,D. Cousins makes free throw 2 of 2
1:14.0,C. McCollum makes 2-pt shot from 4 ft,2,108-99,,
1:04.0,,,108-99,,S. Curry misses 2-pt shot from 22 ft
1:04.0,Defensive rebound by C. McCollum,,108-99,,
0:42.0,G. Henderson misses 2-pt shot from 15 ft,,108-99,,
0:41.0,,,108-99,,Defensive rebound by D. Cousins
0:35.0,,,108-102,3,S. Curry makes 3-pt shot from 23 ft (assist by R. Rondo)
0:29.0,,,108-102,,Personal foul by D. Cousins
0:29.0,G. Henderson makes free throw 1 of 2,1,109-102,,
0:29.0,G. Henderson makes free throw 2 of 2,1,110-102,,
0:29.0,,,110-102,,Sacramento full timeout
0:17.0,,,110-105,3,R. Rondo makes 3-pt shot from 23 ft (assist by S. Curry)
0:17.0,,,110-105,,Personal foul by J. Anderson
0:17.0,G. Henderson misses free throw 1 of 2,,110-105,,
0:17.0,Offensive rebound by Team,,110-105,,
0:17.0,G. Henderson makes free throw 2 of 2,1,111-105,,
0:17.0,,,111-105,,Sacramento full timeout
0:15.0,,,111-107,2,J. Anderson makes 2-pt shot from 20 ft (assist by R. Rondo)
0:14.0,,,111-107,,Personal foul by S. Curry
0:14.0,D. Lillard makes free throw 1 of 2,1,112-107,,
0:14.0,D. Lillard makes free throw 2 of 2,1,113-107,,
0:13.0,,,113-107,,Turnover by D. Cousins (lost ball; steal by M. Harkless)
0:11.0,M. Harkless makes 2-pt shot at rim,2,115-107,,
0:04.0,,,115-107,,J. Anderson misses 3-pt shot from 27 ft
0:03.0,Defensive rebound by E. Davis,,115-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
