time,Philadelphia,pts.away,score,pts.home,Charlotte
10:44.0,N. Stauskas makes free throw 3 of 3,1,29-25,,
10:32.0,,,29-25,,J. Lin misses 2-pt shot from 15 ft (block by T. McConnell)
10:30.0,Defensive rebound by E. Brand,,29-25,,
10:28.0,N. Stauskas misses 2-pt shot at rim (block by J. Lin),,29-25,,
10:25.0,,,29-25,,Defensive rebound by F. Kaminsky
10:16.0,,,29-27,2,A. Jefferson makes 2-pt shot at rim (assist by J. Lin)
10:01.0,N. Stauskas makes 2-pt shot at rim (assist by J. Grant),2,31-27,,
9:53.0,,,31-27,,Charlotte full timeout
9:41.0,,,31-29,2,J. Lamb makes 2-pt shot from 1 ft (assist by J. Lin)
9:36.0,Shooting foul by F. Kaminsky (drawn by J. Grant),,31-29,,
9:36.0,J. Grant makes free throw 1 of 2,1,32-29,,
9:36.0,J. Grant misses free throw 2 of 2,,32-29,,
9:35.0,,,32-29,,Defensive rebound by F. Kaminsky
9:21.0,,,32-29,,Shooting foul by E. Brand (drawn by A. Jefferson)
9:21.0,,,32-30,1,A. Jefferson makes free throw 1 of 2
9:21.0,C. Landry enters the game for N. Stauskas,,32-30,,
9:21.0,I. Canaan enters the game for E. Brand,,32-30,,
9:21.0,H. Thompson enters the game for K. Marshall,,32-30,,
9:21.0,,,32-31,1,A. Jefferson makes free throw 2 of 2
9:07.0,T. McConnell misses 2-pt shot from 9 ft,,32-31,,
9:06.0,,,32-31,,Defensive rebound by F. Kaminsky
8:55.0,,,32-31,,F. Kaminsky misses 3-pt shot from 25 ft
8:54.0,Defensive rebound by Team,,32-31,,
8:40.0,I. Canaan misses 3-pt shot from 24 ft,,32-31,,
8:39.0,,,32-31,,Defensive rebound by F. Kaminsky
8:24.0,,,32-33,2,A. Jefferson makes 2-pt shot from 1 ft
8:24.0,,,32-33,,Shooting foul by C. Landry (drawn by A. Jefferson)
8:24.0,,,32-34,1,A. Jefferson makes free throw 1 of 1
8:08.0,C. Landry misses 2-pt shot from 15 ft,,32-34,,
8:07.0,,,32-34,,Defensive rebound by J. Lamb
8:01.0,,,32-36,2,J. Lamb makes 2-pt shot from 1 ft
8:01.0,,,32-36,,Shooting foul by J. Grant (drawn by J. Lamb)
8:01.0,,,32-37,1,J. Lamb makes free throw 1 of 1
7:47.0,H. Thompson makes 3-pt shot from 23 ft (assist by T. McConnell),3,35-37,,
7:39.0,,,35-37,,Offensive foul by F. Kaminsky
7:39.0,,,35-37,,Turnover by F. Kaminsky (offensive foul)
7:39.0,,,35-37,,N. Batum enters the game for J. Lamb
7:39.0,I. Smith enters the game for T. McConnell,,35-37,,
7:26.0,J. Grant misses 2-pt shot from 5 ft (block by A. Jefferson),,35-37,,
7:24.0,,,35-37,,Defensive rebound by J. Lin
7:20.0,,,35-39,2,F. Kaminsky makes 2-pt shot at rim (assist by J. Lin)
7:08.0,C. Landry misses 2-pt shot from 18 ft,,35-39,,
7:07.0,,,35-39,,Defensive rebound by J. Lin
7:01.0,,,35-42,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by N. Batum)
7:00.0,Philadelphia full timeout,,35-42,,
6:46.0,C. Landry makes 2-pt shot from 18 ft (assist by H. Thompson),2,37-42,,
6:30.0,,,37-44,2,A. Jefferson makes 2-pt shot from 1 ft (assist by N. Batum)
6:08.0,I. Canaan misses 2-pt shot at rim (block by F. Kaminsky),,37-44,,
6:05.0,,,37-44,,Defensive rebound by C. Lee
5:58.0,,,37-46,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by J. Lin)
5:49.0,H. Thompson makes 3-pt shot from 25 ft (assist by I. Smith),3,40-46,,
5:30.0,,,40-48,2,J. Lin makes 2-pt shot at rim
5:17.0,J. Grant makes 3-pt shot from 23 ft (assist by C. Landry),3,43-48,,
5:10.0,,,43-48,,Charlotte full timeout
5:10.0,,,43-48,,K. Walker enters the game for A. Jefferson
5:10.0,,,43-48,,C. Zeller enters the game for F. Kaminsky
5:10.0,R. Covington enters the game for J. Grant,,43-48,,
5:10.0,,,43-48,,M. Williams enters the game for C. Lee
5:01.0,,,43-50,2,N. Batum makes 2-pt shot at rim (assist by K. Walker)
4:47.0,I. Smith makes 2-pt shot from 17 ft (assist by C. Landry),2,45-50,,
4:29.0,,,45-50,,Turnover by M. Williams (lost ball)
4:11.0,I. Canaan misses 3-pt shot from 25 ft,,45-50,,
4:10.0,,,45-50,,Defensive rebound by C. Zeller
3:59.0,,,45-52,2,C. Zeller makes 2-pt shot from 1 ft (assist by K. Walker)
3:32.0,I. Smith misses 2-pt shot from 1 ft,,45-52,,
3:31.0,,,45-52,,Defensive rebound by C. Zeller
3:29.0,,,45-52,,Shooting foul by R. Covington (drawn by K. Walker)
3:29.0,,,45-53,1,K. Walker makes free throw 1 of 2
3:29.0,E. Brand enters the game for C. Landry,,45-53,,
3:29.0,,,45-53,,C. Lee enters the game for J. Lin
3:29.0,,,45-54,1,K. Walker makes free throw 2 of 2
3:18.0,Turnover by E. Brand (lost ball; steal by C. Zeller),,45-54,,
3:13.0,,,45-54,,Turnover by K. Walker (lost ball; steal by I. Canaan)
3:07.0,I. Smith misses 2-pt shot at rim,,45-54,,
3:06.0,,,45-54,,Defensive rebound by K. Walker
2:59.0,,,45-54,,C. Lee misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by I. Smith,,45-54,,
2:50.0,Turnover by I. Smith (lost ball; steal by C. Lee),,45-54,,
2:47.0,,,45-54,,Shooting foul by H. Thompson (drawn by C. Lee)
2:47.0,Official timeout,,45-54,,
2:47.0,N. Stauskas enters the game for H. Thompson,,45-54,,
2:47.0,,,45-55,1,C. Lee makes free throw 1 of 2
2:47.0,,,45-56,1,C. Lee makes free throw 2 of 2
2:24.0,I. Smith misses 3-pt shot from 25 ft,,45-56,,
2:23.0,,,45-56,,Defensive rebound by K. Walker
2:12.0,,,45-56,,N. Batum misses 2-pt shot from 14 ft
2:10.0,Defensive rebound by R. Covington,,45-56,,
2:04.0,E. Brand makes 2-pt shot from 1 ft (assist by N. Stauskas),2,47-56,,
2:04.0,Shooting foul by C. Lee (drawn by E. Brand),,47-56,,
2:04.0,E. Brand makes free throw 1 of 1,1,48-56,,
1:48.0,,,48-56,,C. Zeller misses 2-pt shot from 3 ft
1:47.0,Defensive rebound by R. Covington,,48-56,,
1:28.0,E. Brand misses 2-pt shot from 7 ft,,48-56,,
1:27.0,,,48-56,,Defensive rebound by N. Batum
1:16.0,,,48-56,,M. Williams misses 3-pt shot from 25 ft
1:15.0,Defensive rebound by I. Smith,,48-56,,
1:00.0,Shooting foul by K. Walker (drawn by I. Canaan),,48-56,,
1:00.0,I. Canaan makes free throw 1 of 3,1,49-56,,
1:00.0,I. Canaan misses free throw 2 of 3,,49-56,,
1:00.0,Offensive rebound by Team,,49-56,,
1:00.0,I. Canaan makes free throw 3 of 3,1,50-56,,
0:55.0,Personal foul by I. Canaan,,50-56,,
0:55.0,,,50-56,,K. Walker misses free throw 1 of 2
0:55.0,,,50-56,,Offensive rebound by Team
0:55.0,,,50-57,1,K. Walker makes free throw 2 of 2
0:50.0,Philadelphia full timeout,,50-57,,
0:33.0,I. Canaan misses 3-pt shot from 25 ft,,50-57,,
0:32.0,,,50-57,,Defensive rebound by K. Walker
0:12.0,,,50-59,2,K. Walker makes 2-pt shot from 5 ft
0:01.0,E. Brand misses 3-pt shot from 23 ft,,50-59,,
0:00.0,,,50-59,,Defensive rebound by K. Walker
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,C. Landry misses 2-pt shot from 17 ft,,50-59,,
11:36.0,,,50-59,,Defensive rebound by N. Batum
11:24.0,,,50-59,,K. Walker misses 2-pt shot from 16 ft
11:23.0,Defensive rebound by I. Smith,,50-59,,
11:15.0,C. Landry makes 2-pt shot from 7 ft,2,52-59,,
11:03.0,,,52-61,2,N. Batum makes 2-pt shot at rim (assist by K. Walker)
10:54.0,H. Thompson misses 2-pt shot from 2 ft,,52-61,,
10:51.0,Offensive rebound by C. Landry,,52-61,,
10:51.0,C. Landry makes 2-pt shot from 1 ft,2,54-61,,
10:35.0,,,54-61,,N. Batum misses 2-pt shot from 16 ft
10:34.0,Defensive rebound by I. Smith,,54-61,,
10:19.0,J. Grant misses 2-pt shot from 1 ft,,54-61,,
10:18.0,,,54-61,,Defensive rebound by N. Batum
10:16.0,Personal foul by C. Landry,,54-61,,
10:10.0,,,54-63,2,M. Williams makes 2-pt shot from 10 ft
9:57.0,Turnover by I. Smith (lost ball; steal by K. Walker),,54-63,,
9:51.0,,,54-65,2,N. Batum makes 2-pt shot at rim (assist by C. Lee)
9:40.0,C. Landry misses 2-pt shot from 4 ft,,54-65,,
9:38.0,,,54-65,,Defensive rebound by M. Williams
9:27.0,,,54-67,2,M. Williams makes 2-pt shot at rim (assist by N. Batum)
9:27.0,Philadelphia full timeout,,54-67,,
9:16.0,I. Smith misses 2-pt shot from 2 ft,,54-67,,
9:14.0,,,54-67,,Defensive rebound by K. Walker
9:05.0,,,54-67,,C. Zeller misses 2-pt shot from 1 ft (block by I. Canaan)
9:03.0,,,54-67,,Offensive rebound by C. Lee
8:56.0,,,54-67,,N. Batum misses 3-pt shot from 25 ft
8:55.0,,,54-67,,Offensive rebound by C. Lee
8:43.0,,,54-67,,M. Williams misses 3-pt shot from 23 ft
8:41.0,,,54-67,,Offensive rebound by C. Zeller
8:37.0,,,54-70,3,K. Walker makes 3-pt shot from 25 ft (assist by C. Zeller)
8:24.0,Shooting foul by C. Lee (drawn by J. Grant),,54-70,,
8:24.0,J. Grant makes free throw 1 of 2,1,55-70,,
8:24.0,N. Stauskas enters the game for I. Canaan,,55-70,,
8:24.0,J. Grant misses free throw 2 of 2,,55-70,,
8:20.0,,,55-70,,Defensive rebound by M. Williams
8:10.0,,,55-70,,Shooting foul by C. Landry (drawn by M. Williams)
8:10.0,,,55-70,,M. Williams misses free throw 1 of 2
8:10.0,,,55-70,,Offensive rebound by Team
8:10.0,R. Covington enters the game for J. Grant,,55-70,,
8:10.0,,,55-71,1,M. Williams makes free throw 2 of 2
7:55.0,C. Landry makes 2-pt shot from 2 ft,2,57-71,,
7:45.0,,,57-71,,K. Walker misses 2-pt shot from 9 ft
7:43.0,Defensive rebound by I. Smith,,57-71,,
7:38.0,H. Thompson makes 3-pt shot from 24 ft (assist by I. Smith),3,60-71,,
7:19.0,,,60-71,,Turnover by C. Lee (lost ball)
7:06.0,N. Stauskas misses 3-pt shot from 22 ft,,60-71,,
7:04.0,,,60-71,,Defensive rebound by K. Walker
6:49.0,,,60-71,,K. Walker misses 3-pt shot from 24 ft
6:47.0,Defensive rebound by R. Covington,,60-71,,
6:37.0,Turnover by I. Smith (lost ball; steal by C. Zeller),,60-71,,
6:29.0,Personal foul by R. Covington,,60-71,,
6:14.0,,,60-71,,M. Williams misses 3-pt shot from 25 ft
6:13.0,Defensive rebound by C. Landry,,60-71,,
5:52.0,N. Stauskas misses 3-pt shot from 25 ft,,60-71,,
5:51.0,,,60-71,,Defensive rebound by K. Walker
5:32.0,,,60-74,3,N. Batum makes 3-pt shot from 24 ft
5:16.0,C. Landry makes 2-pt shot at rim (assist by R. Covington),2,62-74,,
4:56.0,,,62-74,,Shooting foul by H. Thompson (drawn by N. Batum)
4:56.0,,,62-74,,N. Batum misses free throw 1 of 2
4:56.0,,,62-74,,Offensive rebound by Team
4:56.0,T. McConnell enters the game for H. Thompson,,62-74,,
4:56.0,E. Brand enters the game for C. Landry,,62-74,,
4:56.0,,,62-74,,A. Jefferson enters the game for C. Zeller
4:56.0,,,62-74,,J. Lin enters the game for C. Lee
4:56.0,,,62-75,1,N. Batum makes free throw 2 of 2
4:35.0,E. Brand makes 2-pt shot from 11 ft (assist by T. McConnell),2,64-75,,
4:18.0,,,64-77,2,N. Batum makes 2-pt shot from 9 ft
4:05.0,N. Stauskas misses 2-pt shot from 2 ft (block by M. Williams),,64-77,,
4:03.0,,,64-77,,Defensive rebound by A. Jefferson
3:44.0,,,64-77,,J. Lin misses 2-pt shot from 13 ft
3:43.0,Defensive rebound by E. Brand,,64-77,,
3:32.0,N. Stauskas misses 3-pt shot from 23 ft,,64-77,,
3:30.0,,,64-77,,Defensive rebound by A. Jefferson
3:20.0,K. Marshall enters the game for I. Smith,,64-77,,
3:20.0,,,64-77,,J. Lamb enters the game for N. Batum
3:16.0,,,64-77,,A. Jefferson misses 2-pt shot from 16 ft
3:15.0,Defensive rebound by E. Brand,,64-77,,
3:05.0,K. Marshall misses 3-pt shot from 25 ft,,64-77,,
3:04.0,Offensive rebound by R. Covington,,64-77,,
2:54.0,T. McConnell misses 2-pt shot from 19 ft,,64-77,,
2:53.0,Offensive rebound by R. Covington,,64-77,,
2:48.0,N. Stauskas misses 2-pt shot from 18 ft,,64-77,,
2:47.0,,,64-77,,Defensive rebound by A. Jefferson
2:24.0,,,64-77,,M. Williams misses 2-pt shot from 2 ft
2:23.0,,,64-77,,Offensive rebound by J. Lamb
2:15.0,,,64-77,,Charlotte full timeout
2:15.0,I. Canaan enters the game for N. Stauskas,,64-77,,
2:15.0,,,64-77,,F. Kaminsky enters the game for M. Williams
2:04.0,,,64-77,,F. Kaminsky misses 3-pt shot from 26 ft
2:03.0,Defensive rebound by I. Canaan,,64-77,,
1:54.0,E. Brand makes 2-pt shot from 18 ft (assist by I. Canaan),2,66-77,,
1:40.0,,,66-77,,Turnover by F. Kaminsky (bad pass)
1:30.0,,,66-77,,Personal foul by A. Jefferson
1:20.0,I. Canaan misses 3-pt shot from 23 ft,,66-77,,
1:19.0,,,66-77,,Defensive rebound by A. Jefferson
1:07.0,,,66-79,2,A. Jefferson makes 2-pt shot at rim (assist by J. Lin)
0:57.0,R. Covington misses 2-pt shot from 6 ft,,66-79,,
0:56.0,,,66-79,,Defensive rebound by J. Lamb
0:47.0,,,66-79,,J. Lamb misses 2-pt shot from 8 ft
0:46.0,Defensive rebound by R. Covington,,66-79,,
0:35.0,Turnover by E. Brand (lost ball; steal by A. Jefferson),,66-79,,
0:34.0,Personal foul by R. Covington,,66-79,,
0:34.0,Technical foul by E. Brand,,66-79,,
0:34.0,,,66-79,,K. Walker misses technical free throw
0:34.0,,,66-79,,Offensive rebound by Team
0:34.0,,,66-80,1,K. Walker makes free throw 1 of 2
0:34.0,,,66-81,1,K. Walker makes free throw 2 of 2
0:25.0,E. Brand misses 2-pt shot from 11 ft,,66-81,,
0:23.0,,,66-81,,Defensive rebound by J. Lin
0:03.0,,,66-81,,J. Lin misses 2-pt shot from 11 ft
0:01.0,Defensive rebound by R. Covington,,66-81,,
0:00.0,T. McConnell misses 3-pt shot from 38 ft,,66-81,,
0:00.0,Offensive rebound by Team,,66-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Personal foul by R. Covington,,66-81,,
11:32.0,,,66-81,,J. Lamb misses 3-pt shot from 24 ft
11:30.0,Defensive rebound by H. Thompson,,66-81,,
11:21.0,T. McConnell misses 2-pt shot from 7 ft,,66-81,,
11:20.0,Offensive rebound by E. Brand,,66-81,,
11:15.0,J. Grant misses 3-pt shot from 23 ft,,66-81,,
11:14.0,,,66-81,,Defensive rebound by C. Lee
10:56.0,,,66-81,,Turnover by J. Lamb (lost ball; steal by E. Brand)
10:49.0,R. Covington misses 3-pt shot from 25 ft,,66-81,,
10:48.0,,,66-81,,Defensive rebound by A. Jefferson
10:29.0,,,66-81,,Turnover by F. Kaminsky (offensive foul)
10:29.0,,,66-81,,Offensive charge foul by F. Kaminsky
10:29.0,N. Stauskas enters the game for R. Covington,,66-81,,
10:15.0,H. Thompson misses 2-pt shot from 1 ft,,66-81,,
10:14.0,,,66-81,,Defensive rebound by F. Kaminsky
10:07.0,,,66-81,,C. Lee misses 2-pt shot from 22 ft
10:06.0,Defensive rebound by E. Brand,,66-81,,
9:56.0,J. Grant makes 2-pt shot at rim (assist by T. McConnell),2,68-81,,
9:36.0,,,68-81,,A. Jefferson misses 2-pt shot from 4 ft (block by J. Grant)
9:34.0,Defensive rebound by E. Brand,,68-81,,
9:27.0,H. Thompson misses 3-pt shot from 25 ft,,68-81,,
9:25.0,,,68-81,,Defensive rebound by J. Lin
9:14.0,,,68-81,,F. Kaminsky misses 3-pt shot from 24 ft
9:13.0,Defensive rebound by T. McConnell,,68-81,,
9:09.0,J. Grant makes 2-pt shot at rim (assist by T. McConnell),2,70-81,,
9:09.0,,,70-81,,Charlotte full timeout
9:09.0,C. Landry enters the game for E. Brand,,70-81,,
8:55.0,,,70-83,2,J. Lin makes 2-pt shot from 1 ft
8:42.0,N. Stauskas makes 2-pt shot from 1 ft,2,72-83,,
8:27.0,,,72-83,,J. Lin misses 2-pt shot from 7 ft
8:25.0,Defensive rebound by N. Stauskas,,72-83,,
8:15.0,Shooting foul by A. Jefferson (drawn by J. Grant),,72-83,,
8:15.0,J. Grant makes free throw 1 of 2,1,73-83,,
8:15.0,,,73-83,,N. Batum enters the game for J. Lamb
8:15.0,J. Grant makes free throw 2 of 2,1,74-83,,
7:54.0,,,74-83,,Shooting foul by C. Landry (drawn by A. Jefferson)
7:54.0,,,74-84,1,A. Jefferson makes free throw 1 of 2
7:54.0,,,74-85,1,A. Jefferson makes free throw 2 of 2
7:35.0,T. McConnell misses 3-pt shot from 23 ft,,74-85,,
7:34.0,Offensive rebound by C. Landry,,74-85,,
7:24.0,J. Grant misses 2-pt shot from 5 ft (block by A. Jefferson),,74-85,,
7:22.0,Offensive rebound by N. Stauskas,,74-85,,
7:20.0,Turnover by N. Stauskas (lost ball; steal by C. Lee),,74-85,,
7:07.0,,,74-85,,C. Lee misses 3-pt shot from 25 ft
7:06.0,Defensive rebound by T. McConnell,,74-85,,
6:55.0,J. Grant makes 2-pt shot at rim,2,76-85,,
6:42.0,,,76-87,2,N. Batum makes 2-pt shot from 12 ft (assist by J. Lin)
6:35.0,Philadelphia full timeout,,76-87,,
6:35.0,R. Covington enters the game for J. Grant,,76-87,,
6:35.0,E. Brand enters the game for C. Landry,,76-87,,
6:35.0,,,76-87,,C. Zeller enters the game for C. Lee
6:35.0,,,76-87,,M. Williams enters the game for A. Jefferson
6:35.0,,,76-87,,K. Walker enters the game for F. Kaminsky
6:13.0,H. Thompson makes 3-pt shot from 23 ft (assist by T. McConnell),3,79-87,,
6:13.0,Violation by Team (jump ball),,79-87,,
6:01.0,,,79-87,,M. Williams misses 2-pt shot from 22 ft
6:00.0,Defensive rebound by H. Thompson,,79-87,,
5:49.0,H. Thompson misses 3-pt shot from 25 ft,,79-87,,
5:48.0,,,79-87,,Defensive rebound by C. Zeller
5:33.0,,,79-87,,N. Batum misses 2-pt shot from 17 ft
5:31.0,Defensive rebound by E. Brand,,79-87,,
5:22.0,Shooting foul by J. Lin (drawn by N. Stauskas),,79-87,,
5:22.0,N. Stauskas makes free throw 1 of 2,1,80-87,,
5:22.0,I. Smith enters the game for T. McConnell,,80-87,,
5:22.0,,,80-87,,C. Lee enters the game for J. Lin
5:22.0,N. Stauskas makes free throw 2 of 2,1,81-87,,
5:09.0,,,81-87,,N. Batum misses 3-pt shot from 25 ft
5:07.0,Defensive rebound by R. Covington,,81-87,,
4:57.0,Shooting foul by C. Lee (drawn by E. Brand),,81-87,,
4:57.0,E. Brand makes free throw 1 of 2,1,82-87,,
