time,Indiana,pts.away,score,pts.home,Cleveland
0:44.0,I. Mahinmi enters the game for J. Hill,,91-95,,
0:44.0,M. Ellis makes free throw 2 of 2,1,92-95,,
0:44.0,,,92-95,,Cleveland full timeout
0:27.0,,,92-97,2,K. Love makes 2-pt shot from 1 ft (assist by L. James)
0:27.0,Indiana full timeout,,92-97,,
0:27.0,,,92-97,,R. Jefferson enters the game for K. Love
0:27.0,J. Hill enters the game for I. Mahinmi,,92-97,,
0:27.0,C. Budinger enters the game for L. Allen,,92-97,,
0:19.0,P. George makes 3-pt shot from 24 ft,3,95-97,,
0:19.0,,,95-97,,Cleveland full timeout
0:19.0,,,95-97,,K. Love enters the game for T. Thompson
0:19.0,I. Mahinmi enters the game for J. Hill,,95-97,,
0:08.0,,,95-99,2,K. Love makes 2-pt shot at rim (assist by L. James)
0:08.0,Indiana full timeout,,95-99,,
0:08.0,,,95-99,,T. Thompson enters the game for K. Love
0:08.0,J. Hill enters the game for I. Mahinmi,,95-99,,
0:07.0,G. Hill makes 2-pt shot from 2 ft (assist by P. George),2,97-99,,
0:07.0,,,97-99,,Cleveland full timeout
0:07.0,I. Mahinmi enters the game for J. Hill,,97-99,,
0:07.0,,,97-99,,K. Love enters the game for T. Thompson
0:05.0,Personal foul by P. George (drawn by L. James),,97-99,,
0:05.0,,,97-100,1,L. James makes free throw 1 of 2
0:05.0,J. Hill enters the game for C. Budinger,,97-100,,
0:05.0,L. Allen enters the game for M. Ellis,,97-100,,
0:05.0,,,97-100,,T. Thompson enters the game for K. Love
0:05.0,,,97-101,1,L. James makes free throw 2 of 2
0:05.0,Indiana full timeout,,97-101,,
0:05.0,C. Budinger enters the game for I. Mahinmi,,97-101,,
0:05.0,M. Ellis enters the game for L. Allen,,97-101,,
0:02.0,P. George misses 3-pt shot from 28 ft,,97-101,,
0:01.0,Offensive rebound by J. Hill,,97-101,,
0:00.0,J. Hill misses 2-pt shot from 1 ft,,97-101,,
0:00.0,Offensive rebound by Team,,97-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
