time,Toronto,pts.away,score,pts.home,Miami
7:21.0,,,6-9,2,J. Winslow makes 2-pt shot from 17 ft
6:54.0,Turnover by D. Carroll (lost ball; steal by D. Wade),,6-9,,
6:50.0,,,6-9,,J. Winslow misses 2-pt shot from 2 ft
6:49.0,Defensive rebound by D. DeRozan,,6-9,,
6:43.0,P. Patterson misses 3-pt shot from 24 ft,,6-9,,
6:42.0,,,6-9,,Defensive rebound by D. Wade
6:29.0,,,6-9,,J. Johnson misses 3-pt shot from 24 ft
6:28.0,Defensive rebound by B. Biyombo,,6-9,,
6:21.0,K. Lowry misses 2-pt shot from 2 ft,,6-9,,
6:20.0,,,6-9,,Defensive rebound by L. Deng
6:10.0,,,6-9,,J. Johnson misses 2-pt shot from 3 ft
6:09.0,Defensive rebound by B. Biyombo,,6-9,,
6:07.0,Toronto full timeout,,6-9,,
5:56.0,D. DeRozan misses 2-pt shot from 18 ft,,6-9,,
5:55.0,,,6-9,,Defensive rebound by D. Wade
5:37.0,,,6-9,,D. Wade misses 2-pt shot from 6 ft
5:35.0,Defensive rebound by B. Biyombo,,6-9,,
5:29.0,D. Carroll makes 3-pt shot from 25 ft (assist by K. Lowry),3,9-9,,
5:01.0,,,9-12,3,G. Dragic makes 3-pt shot from 24 ft (assist by J. Winslow)
4:33.0,Turnover by B. Biyombo (offensive goaltending),,9-12,,
4:33.0,,,9-12,,J. Richardson enters the game for J. Johnson
4:33.0,,,9-12,,T. Johnson enters the game for G. Dragic
4:29.0,,,9-12,,Miami full timeout
4:29.0,T. Ross enters the game for P. Patterson,,9-12,,
4:24.0,Personal block foul by K. Lowry,,9-12,,
4:10.0,,,9-12,,J. Winslow misses 2-pt shot from 20 ft
4:09.0,Defensive rebound by D. Carroll,,9-12,,
4:04.0,K. Lowry makes 2-pt shot from 4 ft,2,11-12,,
3:47.0,,,11-12,,J. Richardson misses 2-pt shot from 2 ft (block by B. Biyombo)
3:46.0,Defensive rebound by D. Carroll,,11-12,,
3:38.0,D. DeRozan misses 2-pt shot from 2 ft,,11-12,,
3:37.0,,,11-12,,Defensive rebound by J. Richardson
3:31.0,,,11-12,,Shooting foul by B. Biyombo (drawn by T. Johnson)
3:31.0,,,11-13,1,T. Johnson makes free throw 1 of 2
3:31.0,,,11-13,,T. Johnson misses free throw 2 of 2
3:30.0,Defensive rebound by B. Biyombo,,11-13,,
3:17.0,,,11-13,,Personal foul by J. Winslow
3:00.0,K. Lowry makes 3-pt shot from 24 ft (assist by D. DeRozan),3,14-13,,
2:46.0,,,14-13,,L. Deng misses 3-pt shot from 24 ft
2:45.0,,,14-13,,Offensive rebound by T. Johnson
2:40.0,,,14-13,,D. Wade misses 2-pt shot from 3 ft
2:39.0,,,14-13,,Offensive rebound by Team
2:39.0,Personal foul by D. Carroll,,14-13,,
2:39.0,C. Joseph enters the game for K. Lowry,,14-13,,
2:39.0,,,14-13,,J. McRoberts enters the game for J. Winslow
2:39.0,,,14-13,,G. Dragic enters the game for D. Wade
2:39.0,J. Thompson enters the game for B. Biyombo,,14-13,,
2:33.0,Violation by J. Thompson (kicked ball),,14-13,,
2:27.0,,,14-13,,Shooting foul by D. Carroll (drawn by G. Dragic)
2:27.0,,,14-14,1,G. Dragic makes free throw 1 of 2
2:27.0,N. Powell enters the game for D. Carroll,,14-14,,
2:27.0,,,14-15,1,G. Dragic makes free throw 2 of 2
2:08.0,D. DeRozan makes 2-pt shot from 16 ft,2,16-15,,
1:46.0,,,16-15,,J. Richardson misses 2-pt shot from 12 ft
1:45.0,,,16-15,,Offensive rebound by L. Deng
1:44.0,,,16-17,2,L. Deng makes 2-pt shot from 1 ft
1:29.0,,,16-17,,Personal foul by J. McRoberts
1:17.0,C. Joseph misses 2-pt shot from 17 ft,,16-17,,
1:16.0,,,16-17,,Defensive rebound by T. Johnson
1:04.0,,,16-17,,Turnover by G. Dragic (lost ball; steal by N. Powell)
1:00.0,T. Ross makes 2-pt shot at rim (assist by N. Powell),2,18-17,,
0:49.0,Personal foul by J. Thompson,,18-17,,
0:49.0,,,18-18,1,T. Johnson makes free throw 1 of 2
0:49.0,,,18-18,,T. Johnson misses free throw 2 of 2
0:48.0,Defensive rebound by N. Powell,,18-18,,
0:33.0,Shooting foul by T. Johnson (drawn by D. DeRozan),,18-18,,
0:33.0,D. DeRozan makes free throw 1 of 2,1,19-18,,
0:33.0,D. DeRozan makes free throw 2 of 2,1,20-18,,
0:24.0,,,20-21,3,T. Johnson makes 3-pt shot from 24 ft (assist by G. Dragic)
0:01.0,T. Ross misses 3-pt shot from 24 ft,,20-21,,
0:01.0,,,20-21,,Defensive rebound by L. Deng
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,20-23,2,J. McRoberts makes 2-pt shot from 1 ft (assist by G. Dragic)
11:22.0,T. Ross misses 2-pt shot from 5 ft,,20-23,,
11:20.0,,,20-23,,Defensive rebound by J. Richardson
11:11.0,,,20-25,2,J. Johnson makes 2-pt shot from 3 ft
10:54.0,K. Lowry misses 2-pt shot from 17 ft,,20-25,,
10:53.0,,,20-25,,Defensive rebound by G. Dragic
10:50.0,Personal block foul by K. Lowry,,20-25,,
10:35.0,,,20-27,2,J. Johnson makes 2-pt shot from 20 ft
10:22.0,P. Patterson makes 2-pt shot from 7 ft,2,22-27,,
10:15.0,,,22-27,,Turnover by G. Dragic (bad pass)
10:15.0,B. Biyombo enters the game for J. Thompson,,22-27,,
9:56.0,T. Ross makes 2-pt shot at rim,2,24-27,,
9:49.0,,,24-29,2,G. Dragic makes 2-pt shot from 7 ft
9:49.0,,,24-29,,Shooting foul by C. Joseph (drawn by G. Dragic)
9:49.0,,,24-30,1,G. Dragic makes free throw 1 of 1
9:32.0,K. Lowry misses 3-pt shot from 25 ft,,24-30,,
9:31.0,,,24-30,,Defensive rebound by G. Dragic
9:27.0,,,24-30,,G. Dragic misses 2-pt shot from 2 ft
9:26.0,,,24-30,,Offensive rebound by J. McRoberts
9:25.0,,,24-32,2,J. McRoberts makes 2-pt shot at rim
9:21.0,Toronto full timeout,,24-32,,
9:21.0,D. DeRozan enters the game for K. Lowry,,24-32,,
9:06.0,T. Ross makes 2-pt shot from 9 ft (assist by C. Joseph),2,26-32,,
8:42.0,,,26-34,2,G. Dragic makes 2-pt shot from 1 ft
8:26.0,Shooting foul by G. Dragic (drawn by C. Joseph),,26-34,,
8:26.0,C. Joseph makes free throw 1 of 2,1,27-34,,
8:26.0,C. Joseph misses free throw 2 of 2,,27-34,,
8:25.0,Offensive rebound by C. Joseph,,27-34,,
8:08.0,D. DeRozan misses 2-pt shot from 7 ft,,27-34,,
8:07.0,,,27-34,,Defensive rebound by J. Richardson
8:01.0,,,27-34,,J. Johnson misses 2-pt shot from 8 ft
8:00.0,Defensive rebound by B. Biyombo,,27-34,,
7:49.0,Shooting foul by J. Johnson (drawn by B. Biyombo),,27-34,,
7:49.0,B. Biyombo misses free throw 1 of 2,,27-34,,
7:49.0,Offensive rebound by Team,,27-34,,
7:49.0,,,27-34,,L. Deng enters the game for T. Johnson
7:49.0,,,27-34,,D. Wade enters the game for J. Richardson
7:49.0,B. Biyombo makes free throw 2 of 2,1,28-34,,
7:41.0,,,28-36,2,G. Dragic makes 2-pt shot from 1 ft
7:30.0,C. Joseph makes 2-pt shot from 2 ft,2,30-36,,
7:21.0,,,30-36,,Shooting foul by C. Joseph (drawn by D. Wade)
7:21.0,,,30-37,1,D. Wade makes free throw 1 of 2
7:21.0,,,30-37,,J. Richardson enters the game for G. Dragic
7:21.0,,,30-37,,J. Winslow enters the game for J. McRoberts
7:21.0,K. Lowry enters the game for C. Joseph,,30-37,,
7:21.0,D. Carroll enters the game for T. Ross,,30-37,,
7:21.0,,,30-38,1,D. Wade makes free throw 2 of 2
6:58.0,D. DeRozan makes 2-pt shot from 14 ft,2,32-38,,
6:31.0,,,32-40,2,D. Wade makes 2-pt shot from 5 ft (assist by L. Deng)
6:22.0,Shooting foul by J. Richardson (drawn by D. DeRozan),,32-40,,
6:22.0,D. DeRozan makes free throw 1 of 2,1,33-40,,
6:22.0,D. DeRozan makes free throw 2 of 2,1,34-40,,
6:06.0,,,34-43,3,J. Richardson makes 3-pt shot from 23 ft (assist by L. Deng)
5:49.0,D. DeRozan makes 2-pt shot from 10 ft,2,36-43,,
5:49.0,Shooting foul by L. Deng (drawn by D. DeRozan),,36-43,,
5:49.0,Official timeout,,36-43,,
5:49.0,,,36-43,,T. Johnson enters the game for J. Johnson
5:49.0,D. DeRozan makes free throw 1 of 1,1,37-43,,
5:32.0,,,37-43,,L. Deng misses 3-pt shot from 24 ft
5:31.0,Defensive rebound by P. Patterson,,37-43,,
5:22.0,D. DeRozan makes 2-pt shot from 5 ft,2,39-43,,
5:04.0,,,39-43,,J. Winslow misses 2-pt shot from 16 ft
5:03.0,Defensive rebound by K. Lowry,,39-43,,
4:49.0,D. DeRozan misses 2-pt shot from 8 ft,,39-43,,
4:48.0,,,39-43,,Defensive rebound by L. Deng
4:33.0,,,39-45,2,J. Richardson makes 2-pt shot at rim (assist by D. Wade)
4:18.0,K. Lowry misses 2-pt shot from 1 ft,,39-45,,
4:17.0,,,39-45,,Defensive rebound by J. Winslow
4:12.0,,,39-45,,D. Wade misses 2-pt shot from 1 ft
4:11.0,Defensive rebound by D. Carroll,,39-45,,
4:01.0,P. Patterson makes 2-pt shot from 2 ft (assist by B. Biyombo),2,41-45,,
4:01.0,,,41-45,,Miami full timeout
4:01.0,T. Ross enters the game for P. Patterson,,41-45,,
4:01.0,,,41-45,,G. Dragic enters the game for T. Johnson
3:47.0,,,41-45,,J. Winslow misses 2-pt shot from 2 ft
3:46.0,,,41-45,,Offensive rebound by J. Winslow
3:32.0,,,41-48,3,G. Dragic makes 3-pt shot from 25 ft (assist by J. Richardson)
3:05.0,K. Lowry misses 2-pt shot from 22 ft,,41-48,,
3:04.0,Offensive rebound by B. Biyombo,,41-48,,
2:59.0,K. Lowry makes 2-pt shot from 3 ft (assist by B. Biyombo),2,43-48,,
2:42.0,Personal foul by D. DeRozan,,43-48,,
2:42.0,C. Joseph enters the game for K. Lowry,,43-48,,
2:35.0,,,43-50,2,G. Dragic makes 2-pt shot from 1 ft (assist by D. Wade)
2:10.0,C. Joseph misses 2-pt shot from 11 ft,,43-50,,
2:09.0,,,43-50,,Defensive rebound by D. Wade
2:01.0,,,43-50,,J. Richardson misses 3-pt shot from 24 ft
2:00.0,Defensive rebound by D. DeRozan,,43-50,,
1:51.0,Turnover by D. DeRozan (step out of bounds),,43-50,,
1:34.0,,,43-50,,Turnover by L. Deng (lost ball; steal by D. DeRozan)
1:15.0,Shooting foul by G. Dragic (drawn by D. Carroll),,43-50,,
1:15.0,D. Carroll misses free throw 1 of 2,,43-50,,
1:15.0,Offensive rebound by Team,,43-50,,
1:15.0,D. Carroll misses free throw 2 of 2,,43-50,,
1:14.0,,,43-50,,Defensive rebound by L. Deng
1:00.0,,,43-52,2,G. Dragic makes 2-pt shot from 2 ft
0:57.0,Toronto full timeout,,43-52,,
0:57.0,,,43-52,,T. Johnson enters the game for G. Dragic
0:43.0,T. Ross misses 3-pt shot from 23 ft,,43-52,,
0:42.0,,,43-52,,Defensive rebound by L. Deng
0:30.0,,,43-52,,D. Wade misses 3-pt shot from 25 ft
0:29.0,Defensive rebound by C. Joseph,,43-52,,
0:21.0,C. Joseph misses 2-pt shot from 1 ft,,43-52,,
0:20.0,Offensive rebound by Team,,43-52,,
0:20.0,,,43-52,,Loose ball foul by T. Johnson
0:20.0,B. Biyombo misses free throw 1 of 2,,43-52,,
0:20.0,Offensive rebound by Team,,43-52,,
0:20.0,N. Powell enters the game for C. Joseph,,43-52,,
0:20.0,B. Biyombo makes free throw 2 of 2,1,44-52,,
0:13.0,,,44-52,,Miami full timeout
0:13.0,,,44-52,,J. Johnson enters the game for J. Winslow
0:13.0,P. Patterson enters the game for N. Powell,,44-52,,
0:09.0,Personal block foul by P. Patterson,,44-52,,
0:09.0,,,44-52,,D. Wade misses free throw 1 of 2
0:09.0,,,44-52,,Offensive rebound by Team
0:09.0,,,44-52,,J. Winslow enters the game for J. Johnson
0:09.0,C. Joseph enters the game for D. Carroll,,44-52,,
0:09.0,,,44-53,1,D. Wade makes free throw 2 of 2
0:04.0,T. Ross misses 3-pt shot from 24 ft (block by D. Wade),,44-53,,
0:03.0,,,44-53,,Defensive rebound by J. Winslow
0:01.0,,,44-53,,J. Richardson misses 3-pt shot from 55 ft
0:00.0,,,44-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,44-53,,J. Johnson misses 2-pt shot from 1 ft
11:39.0,,,44-53,,Offensive rebound by G. Dragic
11:30.0,,,44-53,,Shooting foul by D. DeRozan (drawn by J. Winslow)
11:30.0,,,44-54,1,J. Winslow makes free throw 1 of 2
11:30.0,,,44-54,,J. Winslow misses free throw 2 of 2
11:29.0,Defensive rebound by P. Patterson,,44-54,,
11:20.0,D. DeRozan makes 2-pt shot from 19 ft,2,46-54,,
10:58.0,,,46-54,,G. Dragic misses 3-pt shot from 25 ft
10:57.0,Defensive rebound by B. Biyombo,,46-54,,
10:50.0,K. Lowry makes 2-pt shot from 2 ft,2,48-54,,
10:50.0,Shooting foul by J. Winslow (drawn by K. Lowry),,48-54,,
10:50.0,K. Lowry makes free throw 1 of 1,1,49-54,,
10:38.0,,,49-56,2,J. Winslow makes 2-pt shot at rim (assist by D. Wade)
10:22.0,D. Carroll misses 3-pt shot from 24 ft,,49-56,,
10:21.0,,,49-56,,Defensive rebound by J. Johnson
10:18.0,,,49-56,,Turnover by J. Johnson (bad pass)
10:04.0,B. Biyombo misses 2-pt shot from 2 ft,,49-56,,
10:03.0,,,49-56,,Defensive rebound by D. Wade
9:54.0,,,49-56,,L. Deng misses 2-pt shot from 2 ft (block by D. Carroll)
9:53.0,Defensive rebound by D. Carroll,,49-56,,
9:47.0,K. Lowry makes 3-pt shot from 25 ft,3,52-56,,
9:33.0,,,52-58,2,G. Dragic makes 2-pt shot from 6 ft
9:21.0,K. Lowry makes 2-pt shot from 2 ft,2,54-58,,
9:10.0,,,54-58,,Shooting foul by K. Lowry (drawn by J. Johnson)
9:10.0,,,54-59,1,J. Johnson makes free throw 1 of 2
9:10.0,,,54-60,1,J. Johnson makes free throw 2 of 2
8:46.0,D. DeRozan makes 2-pt shot from 18 ft,2,56-60,,
8:29.0,,,56-60,,Shooting foul by D. DeRozan (drawn by J. Winslow)
8:29.0,,,56-61,1,J. Winslow makes free throw 1 of 2
8:29.0,,,56-62,1,J. Winslow makes free throw 2 of 2
8:19.0,D. DeRozan misses 2-pt shot from 16 ft,,56-62,,
8:18.0,Offensive rebound by P. Patterson,,56-62,,
8:06.0,B. Biyombo makes 2-pt shot from 1 ft,2,58-62,,
7:47.0,,,58-64,2,J. Winslow makes 2-pt shot from 2 ft (assist by J. Johnson)
7:28.0,,,58-64,,Personal foul by J. Winslow
7:14.0,Turnover by Team (shot clock),,58-64,,
7:02.0,,,58-66,2,G. Dragic makes 2-pt shot from 2 ft (assist by D. Wade)
6:55.0,Toronto full timeout,,58-66,,
6:55.0,Offensive foul by B. Biyombo,,58-66,,
6:55.0,Turnover by B. Biyombo (offensive foul),,58-66,,
6:40.0,,,58-66,,D. Wade misses 2-pt shot from 17 ft
6:39.0,Defensive rebound by D. Carroll,,58-66,,
6:30.0,K. Lowry misses 2-pt shot from 8 ft,,58-66,,
6:29.0,Offensive rebound by K. Lowry,,58-66,,
6:27.0,Turnover by K. Lowry (bad pass),,58-66,,
6:09.0,,,58-66,,G. Dragic misses 2-pt shot from 2 ft
6:08.0,Defensive rebound by B. Biyombo,,58-66,,
5:57.0,,,58-66,,Personal foul by J. Winslow
5:57.0,,,58-66,,J. McRoberts enters the game for J. Winslow
5:43.0,D. DeRozan misses 2-pt shot from 20 ft,,58-66,,
5:42.0,,,58-66,,Defensive rebound by J. McRoberts
5:33.0,,,58-68,2,D. Wade makes 2-pt shot from 17 ft
5:19.0,K. Lowry makes 2-pt shot from 10 ft,2,60-68,,
5:08.0,,,60-70,2,G. Dragic makes 2-pt shot from 1 ft
5:08.0,,,60-70,,Shooting foul by K. Lowry (drawn by G. Dragic)
5:08.0,,,60-70,,J. Richardson enters the game for D. Wade
5:08.0,,,60-71,1,G. Dragic makes free throw 1 of 1
4:52.0,K. Lowry misses 2-pt shot from 6 ft,,60-71,,
4:51.0,,,60-71,,Defensive rebound by L. Deng
4:40.0,,,60-73,2,G. Dragic makes 2-pt shot from 19 ft
4:21.0,P. Patterson misses 3-pt shot from 24 ft,,60-73,,
4:20.0,Offensive rebound by P. Patterson,,60-73,,
4:16.0,P. Patterson makes 2-pt shot from 1 ft,2,62-73,,
4:02.0,,,62-73,,J. McRoberts misses 3-pt shot from 24 ft
4:01.0,Defensive rebound by D. DeRozan,,62-73,,
3:45.0,K. Lowry makes 2-pt shot from 1 ft,2,64-73,,
3:45.0,,,64-73,,Miami full timeout
3:45.0,C. Joseph enters the game for D. Carroll,,64-73,,
3:45.0,T. Ross enters the game for B. Biyombo,,64-73,,
3:45.0,L. Nogueira enters the game for K. Lowry,,64-73,,
3:26.0,,,64-75,2,J. Johnson makes 2-pt shot from 16 ft
3:04.0,C. Joseph makes 2-pt shot from 8 ft (assist by T. Ross),2,66-75,,
2:41.0,,,66-77,2,J. McRoberts makes 2-pt shot from 4 ft
2:27.0,D. DeRozan misses 2-pt shot from 17 ft,,66-77,,
2:26.0,,,66-77,,Defensive rebound by J. McRoberts
2:15.0,,,66-77,,G. Dragic misses 2-pt shot from 8 ft
2:14.0,Defensive rebound by L. Nogueira,,66-77,,
2:03.0,Shooting foul by J. McRoberts (drawn by D. DeRozan),,66-77,,
2:03.0,D. DeRozan makes free throw 1 of 2,1,67-77,,
2:03.0,D. DeRozan makes free throw 2 of 2,1,68-77,,
1:46.0,,,68-79,2,J. Richardson makes 2-pt shot from 10 ft
1:23.0,C. Joseph misses 2-pt shot from 11 ft,,68-79,,
1:21.0,,,68-79,,Defensive rebound by G. Dragic
1:06.0,,,68-79,,J. Richardson misses 2-pt shot from 19 ft
1:05.0,Defensive rebound by P. Patterson,,68-79,,
0:49.0,P. Patterson misses 2-pt shot from 7 ft,,68-79,,
0:48.0,,,68-79,,Defensive rebound by G. Dragic
0:42.0,,,68-79,,Turnover by J. Johnson (lost ball)
0:42.0,,,68-79,,D. Wade enters the game for G. Dragic
0:42.0,,,68-79,,T. Johnson enters the game for J. Johnson
0:33.0,C. Joseph makes 2-pt shot from 5 ft,2,70-79,,
0:17.0,,,70-82,3,D. Wade makes 3-pt shot from 25 ft
0:02.0,D. DeRozan makes 2-pt shot from 11 ft,2,72-82,,
0:01.0,,,72-82,,D. Wade misses 3-pt shot from 47 ft
0:00.0,,,72-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,L. Nogueira makes 2-pt shot at rim (assist by K. Lowry),2,74-82,,
11:24.0,,,74-82,,D. Wade misses 2-pt shot from 8 ft
11:23.0,,,74-82,,Offensive rebound by J. McRoberts
11:21.0,,,74-84,2,J. McRoberts makes 2-pt shot at rim
11:13.0,Turnover by K. Lowry (lost ball; steal by D. Wade),,74-84,,
11:08.0,,,74-86,2,J. Richardson makes 2-pt shot from 1 ft (assist by D. Wade)
10:46.0,K. Lowry makes 2-pt shot from 19 ft,2,76-86,,
10:24.0,Personal foul by J. Johnson,,76-86,,
10:15.0,,,76-86,,Turnover by D. Wade (lost ball; steal by J. Johnson)
10:08.0,K. Lowry misses 2-pt shot from 2 ft (block by J. Richardson),,76-86,,
10:07.0,,,76-86,,Defensive rebound by D. Wade
10:02.0,,,76-86,,D. Wade misses 2-pt shot from 5 ft
10:01.0,Defensive rebound by C. Joseph,,76-86,,
9:56.0,Shooting foul by T. Johnson (drawn by K. Lowry),,76-86,,
9:56.0,K. Lowry makes free throw 1 of 2,1,77-86,,
9:56.0,K. Lowry makes free throw 2 of 2,1,78-86,,
9:45.0,,,78-86,,D. Wade misses 2-pt shot from 21 ft
9:44.0,Defensive rebound by Team,,78-86,,
9:37.0,C. Joseph misses 2-pt shot from 11 ft,,78-86,,
9:35.0,,,78-86,,Defensive rebound by T. Johnson
9:26.0,,,78-86,,J. Johnson misses 2-pt shot from 19 ft
9:23.0,,,78-86,,Offensive rebound by J. McRoberts
9:22.0,,,78-88,2,J. McRoberts makes 2-pt shot from 1 ft
9:17.0,Shooting foul by J. Richardson (drawn by K. Lowry),,78-88,,
9:17.0,K. Lowry makes free throw 1 of 2,1,79-88,,
9:17.0,B. Biyombo enters the game for L. Nogueira,,79-88,,
9:17.0,D. DeRozan enters the game for T. Ross,,79-88,,
9:17.0,K. Lowry makes free throw 2 of 2,1,80-88,,
9:04.0,,,80-88,,J. McRoberts misses 2-pt shot from 3 ft
9:02.0,Defensive rebound by B. Biyombo,,80-88,,
8:46.0,K. Lowry makes 2-pt shot from 8 ft,2,82-88,,
8:45.0,,,82-88,,Miami full timeout
8:45.0,,,82-88,,G. Dragic enters the game for J. Johnson
8:45.0,,,82-88,,L. Deng enters the game for T. Johnson
8:20.0,,,82-88,,D. Wade misses 2-pt shot from 15 ft
8:19.0,Defensive rebound by B. Biyombo,,82-88,,
8:04.0,Turnover by J. Johnson (lost ball),,82-88,,
7:47.0,,,82-90,2,G. Dragic makes 2-pt shot from 16 ft
7:29.0,K. Lowry misses 2-pt shot from 20 ft,,82-90,,
7:28.0,,,82-90,,Defensive rebound by G. Dragic
7:06.0,,,82-90,,J. McRoberts misses 2-pt shot from 3 ft
7:05.0,Defensive rebound by B. Biyombo,,82-90,,
6:57.0,J. Johnson misses 3-pt shot from 24 ft,,82-90,,
6:56.0,,,82-90,,Defensive rebound by Team
6:56.0,Loose ball foul by K. Lowry,,82-90,,
6:56.0,,,82-90,,J. Winslow enters the game for J. McRoberts
6:40.0,,,82-92,2,D. Wade makes 2-pt shot from 16 ft
6:33.0,Toronto full timeout,,82-92,,
6:25.0,D. DeRozan misses 2-pt shot from 18 ft,,82-92,,
6:24.0,Offensive rebound by J. Johnson,,82-92,,
6:16.0,B. Biyombo misses 2-pt shot from 4 ft (block by D. Wade),,82-92,,
6:15.0,,,82-92,,Defensive rebound by J. Richardson
5:59.0,,,82-94,2,D. Wade makes 2-pt shot from 2 ft
5:38.0,D. DeRozan misses 2-pt shot from 5 ft (block by L. Deng),,82-94,,
5:37.0,Offensive rebound by Team,,82-94,,
5:37.0,P. Patterson enters the game for J. Johnson,,82-94,,
5:30.0,Shooting foul by G. Dragic (drawn by K. Lowry),,82-94,,
5:30.0,K. Lowry makes free throw 1 of 2,1,83-94,,
5:30.0,K. Lowry makes free throw 2 of 2,1,84-94,,
5:09.0,,,84-94,,G. Dragic misses 3-pt shot from 24 ft
5:08.0,Defensive rebound by P. Patterson,,84-94,,
5:03.0,C. Joseph misses 2-pt shot from 1 ft,,84-94,,
5:02.0,,,84-94,,Defensive rebound by J. Richardson
4:53.0,,,84-94,,D. Wade misses 2-pt shot from 20 ft
4:52.0,,,84-94,,Offensive rebound by Team
4:40.0,,,84-94,,L. Deng misses 3-pt shot from 25 ft
4:39.0,Defensive rebound by B. Biyombo,,84-94,,
4:29.0,K. Lowry misses 3-pt shot from 25 ft,,84-94,,
4:28.0,,,84-94,,Defensive rebound by Team
4:08.0,,,84-94,,Shooting foul by C. Joseph (drawn by D. Wade)
4:08.0,,,84-95,1,D. Wade makes free throw 1 of 2
4:08.0,T. Ross enters the game for B. Biyombo,,84-95,,
4:08.0,,,84-96,1,D. Wade makes free throw 2 of 2
3:50.0,K. Lowry misses 2-pt shot from 2 ft,,84-96,,
3:49.0,Offensive rebound by P. Patterson,,84-96,,
3:48.0,P. Patterson makes 2-pt shot from 2 ft,2,86-96,,
3:25.0,,,86-96,,G. Dragic misses 2-pt shot from 2 ft (block by P. Patterson)
3:24.0,Defensive rebound by T. Ross,,86-96,,
3:08.0,Jump ball: C. Joseph vs. D. Wade,,,,Jump ball: C. Joseph vs. D. Wade
2:57.0,D. DeRozan misses 3-pt shot from 24 ft,,86-96,,
2:56.0,Offensive rebound by P. Patterson,,86-96,,
2:42.0,Shooting foul by J. Winslow (drawn by K. Lowry),,86-96,,
2:42.0,Official timeout,,86-96,,
2:42.0,,,86-96,,J. Johnson enters the game for J. Winslow
2:42.0,K. Lowry makes free throw 1 of 2,1,87-96,,
2:42.0,K. Lowry makes free throw 2 of 2,1,88-96,,
2:17.0,,,88-99,3,J. Johnson makes 3-pt shot from 25 ft (assist by J. Richardson)
2:03.0,K. Lowry misses 2-pt shot from 1 ft (block by J. Richardson),,88-99,,
2:02.0,Offensive rebound by Team,,88-99,,
1:54.0,Turnover by D. DeRozan (traveling),,88-99,,
1:52.0,,,88-99,,Turnover by L. Deng (lost ball; steal by C. Joseph)
1:50.0,D. DeRozan misses 2-pt shot from 1 ft (block by D. Wade),,88-99,,
1:49.0,,,88-99,,Defensive rebound by Team
1:29.0,,,88-101,2,D. Wade makes 2-pt shot from 20 ft
1:13.0,K. Lowry misses 2-pt shot from 8 ft,,88-101,,
1:12.0,,,88-101,,Defensive rebound by D. Wade
0:48.0,,,88-101,,G. Dragic misses 2-pt shot from 4 ft
