time,Golden State,pts.away,score,pts.home,Oklahoma City
2:29.0,S. Livingston enters the game for K. Thompson,,17-20,,
2:20.0,Turnover by H. Barnes (lost ball),,17-20,,
2:03.0,,,17-20,,K. Durant misses 3-pt shot from 24 ft
2:01.0,,,17-20,,Offensive rebound by R. Westbrook
1:54.0,,,17-23,3,D. Waiters makes 3-pt shot from 24 ft (assist by K. Durant)
1:34.0,S. Livingston misses 2-pt shot from 7 ft,,17-23,,
1:33.0,,,17-23,,Defensive rebound by D. Waiters
1:22.0,,,17-23,,K. Durant misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by S. Livingston,,17-23,,
1:13.0,H. Barnes makes 3-pt shot from 23 ft (assist by S. Livingston),3,20-23,,
0:46.0,,,20-23,,D. Waiters misses 2-pt shot from 1 ft
0:46.0,Defensive rebound by S. Curry,,20-23,,
0:41.0,,,20-23,,Personal foul by S. Adams
0:41.0,,,20-23,,A. Roberson enters the game for S. Adams
0:41.0,,,20-23,,S. Ibaka enters the game for R. Westbrook
0:41.0,M. Speights enters the game for H. Barnes,,20-23,,
0:27.0,S. Livingston misses 2-pt shot from 14 ft,,20-23,,
0:27.0,,,20-23,,Defensive rebound by K. Durant
0:05.0,Personal foul by A. Iguodala,,20-23,,
0:02.0,,,20-23,,Turnover by R. Foye (lost ball; steal by D. Green)
0:00.0,M. Speights misses 3-pt shot from 56 ft,,20-23,,
0:00.0,Offensive rebound by Team,,20-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,A. Iguodala misses 3-pt shot from 22 ft,,20-23,,
11:41.0,,,20-23,,Defensive rebound by Team
11:24.0,,,20-25,2,E. Kanter makes 2-pt shot from 8 ft
11:03.0,M. Speights misses 2-pt shot from 5 ft,,20-25,,
11:03.0,Offensive rebound by M. Speights,,20-25,,
11:03.0,M. Speights misses 2-pt shot from 5 ft,,20-25,,
11:03.0,,,20-25,,Defensive rebound by S. Ibaka
10:49.0,,,20-27,2,E. Kanter makes 2-pt shot from 5 ft (assist by K. Durant)
10:31.0,H. Barnes misses 3-pt shot from 23 ft,,20-27,,
10:30.0,,,20-27,,Defensive rebound by A. Roberson
10:16.0,,,20-29,2,K. Durant makes 2-pt shot from 2 ft
10:16.0,Golden State full timeout,,20-29,,
10:16.0,K. Thompson enters the game for H. Barnes,,20-29,,
10:16.0,D. Green enters the game for M. Speights,,20-29,,
10:16.0,A. Bogut enters the game for L. Barbosa,,20-29,,
9:59.0,S. Livingston misses 2-pt shot from 17 ft,,20-29,,
9:58.0,Offensive rebound by A. Iguodala,,20-29,,
9:42.0,Shooting foul by S. Ibaka (drawn by D. Green),,20-29,,
9:42.0,D. Green misses free throw 1 of 2,,20-29,,
9:42.0,Offensive rebound by Team,,20-29,,
9:42.0,,,20-29,,R. Westbrook enters the game for D. Waiters
9:42.0,D. Green makes free throw 2 of 2,1,21-29,,
9:30.0,,,21-29,,E. Kanter misses 2-pt shot from 6 ft
9:29.0,Defensive rebound by D. Green,,21-29,,
9:23.0,D. Green misses 2-pt shot from 2 ft (block by E. Kanter),,21-29,,
9:22.0,,,21-29,,Defensive rebound by A. Roberson
9:18.0,,,21-29,,Shooting foul by K. Thompson (drawn by K. Durant)
9:18.0,,,21-30,1,K. Durant makes free throw 1 of 2
9:18.0,,,21-30,,D. Waiters enters the game for S. Ibaka
9:18.0,,,21-31,1,K. Durant makes free throw 2 of 2
8:53.0,D. Green misses 3-pt shot from 28 ft,,21-31,,
8:52.0,Offensive rebound by Team,,21-31,,
8:52.0,Turnover by Team (shot clock),,21-31,,
8:42.0,,,21-33,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
8:24.0,Turnover by S. Livingston (lost ball; steal by R. Westbrook),,21-33,,
8:18.0,,,21-33,,D. Waiters misses 3-pt shot from 23 ft
8:17.0,Defensive rebound by D. Green,,21-33,,
8:09.0,A. Iguodala makes 2-pt shot from 2 ft (assist by D. Green),2,23-33,,
7:51.0,,,23-33,,R. Westbrook misses 2-pt shot from 17 ft
7:47.0,Defensive rebound by A. Bogut,,23-33,,
7:34.0,K. Thompson misses 3-pt shot from 25 ft,,23-33,,
7:33.0,Offensive rebound by A. Iguodala,,23-33,,
7:28.0,Golden State full timeout,,23-33,,
7:28.0,,,23-33,,S. Adams enters the game for E. Kanter
7:28.0,S. Curry enters the game for S. Livingston,,23-33,,
7:20.0,S. Curry makes 3-pt shot from 26 ft (assist by A. Bogut),3,26-33,,
7:05.0,,,26-35,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
6:51.0,D. Green misses 3-pt shot from 25 ft,,26-35,,
6:50.0,,,26-35,,Defensive rebound by A. Roberson
6:39.0,Personal foul by K. Thompson,,26-35,,
6:35.0,,,26-35,,K. Durant misses 2-pt shot at rim
6:35.0,Defensive rebound by A. Bogut,,26-35,,
6:20.0,S. Curry misses 2-pt shot at rim (block by K. Durant),,26-35,,
6:19.0,,,26-35,,Defensive rebound by D. Waiters
6:07.0,,,26-35,,K. Durant misses 3-pt shot from 27 ft
6:05.0,Defensive rebound by Team,,26-35,,
5:49.0,A. Iguodala makes 2-pt shot from 1 ft,2,28-35,,
5:34.0,,,28-37,2,S. Adams makes 2-pt shot at rim (assist by K. Durant)
5:19.0,S. Curry misses 3-pt shot from 25 ft,,28-37,,
5:19.0,,,28-37,,Defensive rebound by A. Roberson
5:13.0,,,28-39,2,K. Durant makes 2-pt shot from 16 ft (assist by R. Westbrook)
4:55.0,Turnover by A. Iguodala (lost ball),,28-39,,
4:55.0,Official timeout,,28-39,,
4:55.0,H. Barnes enters the game for A. Iguodala,,28-39,,
4:44.0,,,28-41,2,K. Durant makes 2-pt shot from 5 ft (assist by R. Westbrook)
4:29.0,,,28-41,,Personal foul by K. Durant
4:23.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,31-41,,
4:02.0,,,31-41,,R. Westbrook misses 3-pt shot from 24 ft
4:02.0,Defensive rebound by D. Green,,31-41,,
3:51.0,,,31-41,,S. Ibaka enters the game for A. Roberson
3:47.0,,,31-41,,Personal foul by K. Durant
3:36.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,34-41,,
3:18.0,,,34-41,,R. Westbrook misses 2-pt shot from 19 ft
3:18.0,,,34-41,,Offensive rebound by Team
3:18.0,Loose ball foul by A. Bogut,,34-41,,
3:18.0,,,34-41,,Oklahoma City full timeout
3:13.0,,,34-43,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
2:52.0,Shooting foul by R. Westbrook (drawn by S. Curry),,34-43,,
2:52.0,S. Curry makes free throw 1 of 3,1,35-43,,
2:52.0,S. Curry makes free throw 2 of 3,1,36-43,,
2:52.0,,,36-43,,A. Roberson enters the game for D. Waiters
2:52.0,A. Iguodala enters the game for H. Barnes,,36-43,,
2:52.0,S. Curry makes free throw 3 of 3,1,37-43,,
2:38.0,,,37-43,,S. Adams misses 2-pt shot from 4 ft
2:37.0,Defensive rebound by S. Curry,,37-43,,
2:32.0,K. Thompson misses 3-pt shot from 24 ft,,37-43,,
2:32.0,Offensive rebound by S. Curry,,37-43,,
2:26.0,Turnover by S. Curry (lost ball; steal by K. Durant),,37-43,,
2:24.0,,,37-43,,Shooting foul by A. Bogut (drawn by R. Westbrook)
2:24.0,,,37-43,,R. Westbrook misses free throw 1 of 3
2:24.0,,,37-43,,Offensive rebound by Team
2:24.0,,,37-44,1,R. Westbrook makes free throw 2 of 3
2:24.0,,,37-44,,R. Westbrook misses free throw 3 of 3
2:24.0,,,37-44,,Offensive rebound by S. Adams
2:16.0,,,37-44,,S. Ibaka misses 3-pt shot from 25 ft
2:15.0,Defensive rebound by S. Curry,,37-44,,
2:09.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,40-44,,
1:57.0,Personal foul by A. Iguodala,,40-44,,
1:57.0,,,40-45,1,K. Durant makes free throw 1 of 2
1:57.0,,,40-46,1,K. Durant makes free throw 2 of 2
1:53.0,,,40-46,,Personal take foul by A. Roberson
1:53.0,A. Bogut misses free throw 1 of 2,,40-46,,
1:53.0,Offensive rebound by Team,,40-46,,
1:53.0,,,40-46,,D. Waiters enters the game for A. Roberson
1:53.0,A. Bogut makes free throw 2 of 2,1,41-46,,
1:35.0,,,41-46,,S. Adams misses 2-pt shot from 1 ft (block by A. Bogut)
1:34.0,,,41-46,,Offensive rebound by S. Adams
1:33.0,,,41-48,2,S. Ibaka makes 2-pt shot from 1 ft (assist by S. Adams)
1:33.0,,,41-48,,Shooting foul by D. Green (drawn by S. Ibaka)
1:33.0,,,41-48,,A. Roberson enters the game for S. Adams
1:33.0,H. Barnes enters the game for A. Bogut,,41-48,,
1:33.0,,,41-49,1,S. Ibaka makes free throw 1 of 1
1:20.0,Turnover by H. Barnes (lost ball; steal by D. Waiters),,41-49,,
1:13.0,,,41-49,,K. Durant misses 2-pt shot from 3 ft
1:12.0,,,41-49,,Offensive rebound by K. Durant
1:12.0,,,41-49,,K. Durant misses 2-pt shot from 3 ft
1:11.0,Defensive rebound by A. Iguodala,,41-49,,
1:07.0,,,41-49,,Personal foul by A. Roberson
1:07.0,A. Iguodala makes free throw 1 of 2,1,42-49,,
1:07.0,A. Iguodala misses free throw 2 of 2,,42-49,,
1:07.0,,,42-49,,Defensive rebound by Team
1:07.0,Loose ball foul by D. Green,,42-49,,
1:07.0,,,42-49,,S. Ibaka misses free throw 1 of 2
1:07.0,,,42-49,,Offensive rebound by Team
1:07.0,A. Varejao enters the game for D. Green,,42-49,,
1:07.0,,,42-49,,S. Ibaka misses free throw 2 of 2
1:07.0,Defensive rebound by A. Varejao,,42-49,,
0:55.0,S. Curry makes 3-pt shot from 27 ft,3,45-49,,
0:41.0,,,45-49,,K. Durant misses 3-pt shot from 25 ft
0:40.0,,,45-49,,Offensive rebound by S. Ibaka
0:40.0,,,45-51,2,S. Ibaka makes 2-pt shot at rim
0:33.0,Shooting foul by S. Ibaka (drawn by S. Curry),,45-51,,
0:33.0,S. Curry misses free throw 1 of 2,,45-51,,
0:33.0,Offensive rebound by Team,,45-51,,
0:33.0,,,45-51,,E. Kanter enters the game for S. Ibaka
0:33.0,,,45-51,,Oklahoma City full timeout
0:33.0,,,45-51,,A. Morrow enters the game for A. Roberson
0:33.0,S. Curry misses free throw 2 of 2,,45-51,,
0:31.0,,,45-51,,Defensive rebound by D. Waiters
0:27.0,,,45-53,2,R. Westbrook makes 2-pt shot from 2 ft
0:07.0,Shooting foul by E. Kanter (drawn by H. Barnes),,45-53,,
0:07.0,H. Barnes makes 2-pt shot from 2 ft,2,47-53,,
0:07.0,S. Livingston enters the game for A. Iguodala,,47-53,,
0:07.0,H. Barnes makes free throw 1 of 1,1,48-53,,
0:02.0,,,48-53,,R. Westbrook misses 2-pt shot at rim
0:01.0,Defensive rebound by S. Curry,,48-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,51-53,,
11:36.0,,,51-53,,Offensive charge foul by A. Roberson
11:36.0,,,51-53,,Turnover by A. Roberson (offensive foul)
11:23.0,K. Thompson makes 3-pt shot from 25 ft (assist by A. Bogut),3,54-53,,
11:00.0,,,54-55,2,R. Westbrook makes 2-pt shot at rim
10:44.0,K. Thompson misses 2-pt shot from 2 ft,,54-55,,
10:42.0,,,54-55,,Defensive rebound by K. Durant
10:38.0,,,54-57,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
10:27.0,A. Bogut misses 2-pt shot from 1 ft (block by S. Ibaka),,54-57,,
10:26.0,,,54-57,,Defensive rebound by R. Westbrook
10:23.0,,,54-57,,Turnover by K. Durant (lost ball; steal by D. Green)
10:17.0,D. Green makes 2-pt shot from 2 ft,2,56-57,,
10:00.0,,,56-57,,K. Durant misses 2-pt shot from 3 ft (block by A. Bogut)
9:59.0,Defensive rebound by A. Iguodala,,56-57,,
9:57.0,Shooting foul by A. Roberson (drawn by A. Iguodala),,56-57,,
9:57.0,A. Iguodala makes free throw 1 of 2,1,57-57,,
9:57.0,,,57-57,,Oklahoma City full timeout
9:57.0,,,57-57,,D. Waiters enters the game for A. Roberson
9:57.0,A. Iguodala misses free throw 2 of 2,,57-57,,
9:57.0,,,57-57,,Defensive rebound by R. Westbrook
9:37.0,,,57-57,,D. Waiters misses 3-pt shot from 25 ft
9:37.0,,,57-57,,Offensive rebound by R. Westbrook
9:15.0,,,57-57,,S. Ibaka misses 3-pt shot from 25 ft
9:15.0,Defensive rebound by S. Curry,,57-57,,
9:12.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,59-57,,
8:57.0,,,59-59,2,K. Durant makes 2-pt shot from 19 ft (assist by R. Westbrook)
8:43.0,S. Curry misses 3-pt shot from 25 ft,,59-59,,
8:41.0,,,59-59,,Defensive rebound by S. Ibaka
8:35.0,,,59-59,,R. Westbrook misses 2-pt shot from 2 ft
8:32.0,,,59-59,,Offensive rebound by R. Westbrook
8:32.0,,,59-61,2,R. Westbrook makes 2-pt shot from 1 ft
8:18.0,K. Thompson misses 2-pt shot from 13 ft,,59-61,,
8:17.0,Offensive rebound by Team,,59-61,,
8:17.0,,,59-61,,Loose ball foul by S. Adams
8:07.0,S. Curry makes 3-pt shot from 23 ft (assist by D. Green),3,62-61,,
7:42.0,,,62-63,2,K. Durant makes 2-pt shot from 6 ft
7:22.0,S. Curry misses 2-pt shot from 6 ft,,62-63,,
7:21.0,,,62-63,,Defensive rebound by S. Adams
7:18.0,,,62-63,,Shooting foul by S. Curry (drawn by R. Westbrook)
7:18.0,,,62-64,1,R. Westbrook makes free throw 1 of 2
7:18.0,F. Ezeli enters the game for A. Bogut,,62-64,,
7:18.0,,,62-65,1,R. Westbrook makes free throw 2 of 2
7:03.0,K. Thompson misses 3-pt shot from 25 ft,,62-65,,
7:03.0,,,62-65,,Defensive rebound by S. Adams
6:48.0,,,62-67,2,S. Adams makes 2-pt shot from 1 ft
6:48.0,,,62-67,,Shooting foul by F. Ezeli (drawn by S. Adams)
6:48.0,,,62-68,1,S. Adams makes free throw 1 of 1
6:37.0,F. Ezeli makes 2-pt shot at rim (assist by S. Curry),2,64-68,,
6:20.0,,,64-68,,R. Westbrook misses 2-pt shot from 17 ft
6:20.0,,,64-68,,Offensive rebound by S. Adams
6:17.0,,,64-68,,Turnover by S. Adams (lost ball; steal by K. Thompson)
6:13.0,Offensive foul by F. Ezeli,,64-68,,
6:13.0,Turnover by F. Ezeli (offensive foul),,64-68,,
6:13.0,H. Barnes enters the game for F. Ezeli,,64-68,,
6:13.0,,,64-68,,E. Kanter enters the game for S. Adams
5:56.0,,,64-68,,Turnover by E. Kanter (lost ball; steal by H. Barnes)
5:51.0,K. Thompson misses 3-pt shot from 25 ft,,64-68,,
5:50.0,,,64-68,,Defensive rebound by Team
5:50.0,Loose ball foul by S. Curry,,64-68,,
5:50.0,,,64-68,,A. Roberson enters the game for E. Kanter
5:37.0,,,64-68,,R. Westbrook misses 2-pt shot from 2 ft
5:37.0,,,64-68,,Offensive rebound by A. Roberson
5:36.0,,,64-70,2,A. Roberson makes 2-pt shot from 1 ft
5:23.0,Shooting foul by K. Durant (drawn by S. Curry),,64-70,,
5:23.0,S. Curry makes free throw 1 of 2,1,65-70,,
5:23.0,S. Curry makes free throw 2 of 2,1,66-70,,
5:07.0,,,66-70,,Shooting foul by A. Iguodala (drawn by K. Durant)
5:07.0,,,66-70,,K. Durant misses free throw 1 of 2
5:07.0,,,66-70,,Offensive rebound by Team
5:07.0,,,66-71,1,K. Durant makes free throw 2 of 2
4:58.0,S. Curry makes 3-pt shot from 26 ft,3,69-71,,
4:39.0,,,69-74,3,K. Durant makes 3-pt shot from 23 ft (assist by R. Westbrook)
4:21.0,S. Curry misses 3-pt shot from 25 ft,,69-74,,
4:21.0,Offensive rebound by A. Iguodala,,69-74,,
4:17.0,Turnover by K. Thompson (lost ball; steal by K. Durant),,69-74,,
4:12.0,,,69-74,,Offensive charge foul by A. Roberson
4:12.0,,,69-74,,Turnover by A. Roberson (offensive foul)
4:12.0,Golden State full timeout,,69-74,,
4:12.0,,,69-74,,A. Morrow enters the game for A. Roberson
4:12.0,S. Livingston enters the game for K. Thompson,,69-74,,
4:12.0,A. Bogut enters the game for A. Iguodala,,69-74,,
3:53.0,S. Curry makes 2-pt shot from 20 ft,2,71-74,,
3:40.0,,,71-74,,Turnover by R. Westbrook (lost ball; steal by D. Green)
3:27.0,S. Curry makes 2-pt shot from 1 ft (assist by S. Livingston),2,73-74,,
3:13.0,,,73-76,2,R. Westbrook makes 2-pt shot from 12 ft
3:13.0,,,73-76,,Shooting foul by S. Livingston (drawn by R. Westbrook)
3:13.0,,,73-76,,E. Kanter enters the game for A. Morrow
3:13.0,,,73-77,1,R. Westbrook makes free throw 1 of 1
3:03.0,Shooting foul by E. Kanter (drawn by S. Curry),,73-77,,
3:03.0,S. Curry makes free throw 1 of 2,1,74-77,,
3:03.0,S. Curry makes free throw 2 of 2,1,75-77,,
2:42.0,,,75-77,,R. Westbrook misses 3-pt shot from 25 ft
2:41.0,Defensive rebound by A. Bogut,,75-77,,
2:32.0,Turnover by D. Green (lost ball; steal by R. Westbrook),,75-77,,
2:29.0,,,75-77,,Shooting foul by D. Green (drawn by K. Durant)
2:29.0,,,75-77,,K. Durant misses free throw 1 of 2
2:29.0,,,75-77,,Offensive rebound by Team
2:29.0,A. Iguodala enters the game for D. Green,,75-77,,
2:29.0,,,75-78,1,K. Durant makes free throw 2 of 2
2:22.0,Turnover by A. Bogut (lost ball; steal by R. Westbrook),,75-78,,
2:18.0,,,75-78,,Shooting foul by H. Barnes (drawn by S. Ibaka)
2:18.0,,,75-79,1,S. Ibaka makes free throw 1 of 2
2:18.0,,,75-79,,S. Ibaka misses free throw 2 of 2
2:18.0,Defensive rebound by A. Iguodala,,75-79,,
2:16.0,,,75-79,,Personal take foul by E. Kanter
2:16.0,A. Bogut misses free throw 1 of 2,,75-79,,
2:16.0,Offensive rebound by Team,,75-79,,
2:16.0,A. Bogut misses free throw 2 of 2,,75-79,,
2:15.0,,,75-79,,Defensive rebound by S. Ibaka
1:56.0,,,75-81,2,E. Kanter makes 2-pt shot from 16 ft (assist by R. Westbrook)
1:55.0,Golden State full timeout,,75-81,,
1:55.0,,,75-81,,A. Morrow enters the game for S. Ibaka
1:55.0,M. Speights enters the game for A. Bogut,,75-81,,
1:33.0,M. Speights misses 3-pt shot from 25 ft,,75-81,,
1:31.0,Offensive rebound by S. Curry,,75-81,,
1:25.0,S. Curry misses 2-pt shot from 22 ft,,75-81,,
1:24.0,Offensive rebound by H. Barnes,,75-81,,
1:12.0,S. Curry misses 3-pt shot from 24 ft,,75-81,,
1:11.0,,,75-81,,Defensive rebound by R. Westbrook
1:03.0,,,75-81,,K. Durant misses 2-pt shot from 15 ft
1:02.0,,,75-81,,Offensive rebound by Team
0:48.0,,,75-81,,A. Morrow misses 3-pt shot from 25 ft
0:47.0,,,75-81,,Offensive rebound by E. Kanter
0:47.0,,,75-83,2,E. Kanter makes 2-pt shot from 2 ft
0:29.0,S. Livingston misses 2-pt shot from 15 ft,,75-83,,
0:28.0,,,75-83,,Defensive rebound by E. Kanter
0:04.0,,,75-83,,R. Westbrook misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by M. Speights,,75-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,75-83,,K. Durant misses 2-pt shot from 16 ft
11:45.0,Defensive rebound by K. Thompson,,75-83,,
11:26.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,78-83,,
11:07.0,,,78-83,,D. Waiters misses 2-pt shot from 4 ft
11:06.0,Defensive rebound by D. Green,,78-83,,
10:56.0,Offensive foul by M. Speights,,78-83,,
10:56.0,Turnover by M. Speights (offensive foul),,78-83,,
10:48.0,,,78-83,,Shooting foul by M. Speights (drawn by K. Durant)
10:48.0,,,78-84,1,K. Durant makes free throw 1 of 2
10:48.0,A. Bogut enters the game for M. Speights,,78-84,,
10:48.0,,,78-84,,R. Westbrook enters the game for A. Morrow
10:48.0,,,78-85,1,K. Durant makes free throw 2 of 2
10:25.0,K. Thompson misses 2-pt shot from 1 ft (block by K. Durant),,78-85,,
10:24.0,,,78-85,,Defensive rebound by K. Durant
10:18.0,,,78-85,,K. Durant misses 2-pt shot from 4 ft
10:17.0,,,78-85,,Offensive rebound by Team
10:04.0,,,78-85,,S. Adams misses 2-pt shot from 5 ft
10:03.0,Defensive rebound by D. Green,,78-85,,
9:54.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,81-85,,
9:33.0,,,81-85,,Shooting foul by K. Thompson (drawn by R. Westbrook)
9:33.0,,,81-86,1,R. Westbrook makes free throw 1 of 2
9:33.0,S. Curry enters the game for S. Livingston,,81-86,,
9:33.0,,,81-86,,S. Ibaka enters the game for R. Foye
9:33.0,,,81-87,1,R. Westbrook makes free throw 2 of 2
9:15.0,D. Green misses 3-pt shot from 23 ft (block by K. Durant),,81-87,,
9:14.0,,,81-87,,Defensive rebound by R. Westbrook
9:04.0,,,81-89,2,R. Westbrook makes 2-pt shot from 18 ft
8:43.0,S. Curry misses 3-pt shot from 23 ft,,81-89,,
8:42.0,Offensive rebound by A. Bogut,,81-89,,
8:37.0,K. Thompson makes 3-pt shot from 24 ft (assist by A. Bogut),3,84-89,,
8:29.0,,,84-89,,Oklahoma City full timeout
8:28.0,,,84-89,,A. Roberson enters the game for K. Durant
8:16.0,,,84-89,,R. Westbrook misses 2-pt shot from 16 ft
8:15.0,,,84-89,,Offensive rebound by S. Adams
8:06.0,,,84-89,,R. Westbrook misses 2-pt shot at rim (block by K. Thompson)
8:06.0,,,84-89,,Offensive rebound by Team
