time,Boston,pts.away,score,pts.home,Orlando
8:15.0,Defensive rebound by J. Crowder,,8-9,,
8:08.0,I. Thomas misses 3-pt shot from 25 ft,,8-9,,
8:06.0,,,8-9,,Defensive rebound by T. Harris
7:49.0,,,8-9,,E. Fournier misses 2-pt shot from 2 ft
7:48.0,Defensive rebound by J. Sullinger,,8-9,,
7:34.0,I. Thomas makes 2-pt shot from 13 ft (assist by J. Sullinger),2,10-9,,
7:20.0,Personal foul by A. Johnson (drawn by E. Payton),,10-9,,
7:09.0,,,10-9,,N. Vucevic misses 2-pt shot from 20 ft
7:07.0,Defensive rebound by J. Sullinger,,10-9,,
7:00.0,,,10-9,,Personal foul by E. Fournier (drawn by I. Thomas)
6:56.0,,,10-9,,Personal foul by C. Frye (drawn by J. Sullinger)
6:56.0,,,10-9,,A. Nicholson enters the game for C. Frye
6:50.0,A. Bradley misses 3-pt shot from 24 ft,,10-9,,
6:48.0,,,10-9,,Defensive rebound by N. Vucevic
6:39.0,,,10-9,,E. Payton misses 2-pt shot from 2 ft (block by J. Sullinger)
6:39.0,,,10-9,,Offensive rebound by Team
6:32.0,,,10-9,,Turnover by T. Harris (lost ball; steal by J. Sullinger)
6:27.0,A. Johnson misses 2-pt shot from 2 ft,,10-9,,
6:25.0,,,10-9,,Defensive rebound by E. Fournier
6:19.0,,,10-9,,E. Payton misses 2-pt shot from 17 ft
6:16.0,,,10-9,,Offensive rebound by E. Payton
6:12.0,,,10-9,,Turnover by E. Payton (bad pass; steal by J. Sullinger)
6:05.0,I. Thomas misses 3-pt shot from 23 ft,,10-9,,
6:03.0,,,10-9,,Defensive rebound by T. Harris
6:01.0,,,10-9,,Orlando full timeout
6:01.0,E. Turner enters the game for I. Thomas,,10-9,,
6:01.0,,,10-9,,V. Oladipo enters the game for E. Fournier
5:53.0,,,10-9,,V. Oladipo misses 2-pt shot from 21 ft
5:52.0,Defensive rebound by E. Turner,,10-9,,
5:38.0,Turnover by A. Johnson (lost ball; steal by T. Harris),,10-9,,
5:31.0,,,10-11,2,E. Payton makes 2-pt shot from 2 ft (assist by T. Harris)
5:17.0,Turnover by A. Bradley (bad pass),,10-11,,
5:17.0,J. Jerebko enters the game for A. Johnson,,10-11,,
5:04.0,,,10-11,,N. Vucevic misses 2-pt shot from 16 ft
5:03.0,Defensive rebound by E. Turner,,10-11,,
4:51.0,A. Bradley makes 2-pt shot from 15 ft (assist by J. Jerebko),2,12-11,,
4:33.0,,,12-13,2,E. Payton makes 2-pt shot from 1 ft (assist by V. Oladipo)
4:18.0,Turnover by J. Jerebko (traveling),,12-13,,
4:02.0,,,12-15,2,A. Nicholson makes 2-pt shot from 11 ft
3:40.0,J. Crowder misses 3-pt shot from 25 ft,,12-15,,
3:39.0,Offensive rebound by J. Jerebko,,12-15,,
3:36.0,J. Jerebko makes 2-pt shot from 3 ft,2,14-15,,
3:26.0,,,14-15,,Turnover by E. Payton (bad pass; steal by J. Sullinger)
3:22.0,E. Turner misses 2-pt shot from 2 ft,,14-15,,
3:19.0,,,14-15,,Defensive rebound by V. Oladipo
3:10.0,,,14-15,,V. Oladipo misses 3-pt shot from 24 ft
3:09.0,,,14-15,,Offensive rebound by T. Harris
3:09.0,,,14-17,2,T. Harris makes 2-pt shot at rim
3:09.0,Boston full timeout,,14-17,,
3:09.0,D. Lee enters the game for J. Sullinger,,14-17,,
2:57.0,Turnover by A. Bradley (bad pass),,14-17,,
2:41.0,,,14-19,2,N. Vucevic makes 2-pt shot from 12 ft (assist by E. Payton)
2:28.0,E. Turner misses 2-pt shot from 1 ft (block by T. Harris),,14-19,,
2:27.0,,,14-19,,Defensive rebound by T. Harris
2:18.0,,,14-19,,Turnover by V. Oladipo (traveling)
2:18.0,I. Thomas enters the game for A. Bradley,,14-19,,
2:18.0,,,14-19,,J. Smith enters the game for N. Vucevic
2:02.0,J. Crowder makes 2-pt shot from 1 ft (assist by E. Turner),2,16-19,,
1:37.0,,,16-19,,Turnover by Team (shot clock)
1:37.0,,,16-19,,S. Napier enters the game for E. Payton
1:21.0,J. Jerebko misses 2-pt shot from 18 ft,,16-19,,
1:20.0,,,16-19,,Defensive rebound by V. Oladipo
1:10.0,,,16-21,2,J. Smith makes 2-pt shot from 20 ft (assist by S. Napier)
0:51.0,I. Thomas makes 2-pt shot from 11 ft (assist by D. Lee),2,18-21,,
0:37.0,,,18-21,,V. Oladipo misses 2-pt shot from 17 ft
0:35.0,,,18-21,,Offensive rebound by J. Smith
0:34.0,,,18-21,,Turnover by J. Smith (bad pass; steal by E. Turner)
0:28.0,I. Thomas misses 3-pt shot from 25 ft,,18-21,,
0:27.0,Offensive rebound by D. Lee,,18-21,,
0:27.0,D. Lee makes 2-pt shot from 1 ft,2,20-21,,
0:05.0,,,20-21,,A. Nicholson misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by I. Thomas,,20-21,,
0:00.0,I. Thomas misses 3-pt shot from 25 ft,,20-21,,
0:00.0,Offensive rebound by Team,,20-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,20-21,,J. Smith misses 2-pt shot from 18 ft
11:47.0,Defensive rebound by J. Jerebko,,20-21,,
11:28.0,I. Thomas makes 3-pt shot from 24 ft (assist by E. Turner),3,23-21,,
11:05.0,,,23-21,,A. Gordon misses 2-pt shot from 19 ft
11:04.0,Defensive rebound by J. Jerebko,,23-21,,
10:56.0,Shooting foul by V. Oladipo (drawn by D. Lee),,23-21,,
10:56.0,D. Lee misses free throw 1 of 2,,23-21,,
10:56.0,Offensive rebound by Team,,23-21,,
10:56.0,D. Lee misses free throw 2 of 2,,23-21,,
10:55.0,,,23-21,,Defensive rebound by A. Nicholson
10:38.0,,,23-24,3,A. Nicholson makes 3-pt shot from 25 ft (assist by S. Napier)
10:18.0,J. Jerebko makes 3-pt shot from 23 ft (assist by D. Lee),3,26-24,,
10:02.0,,,26-26,2,V. Oladipo makes 2-pt shot from 20 ft
9:43.0,D. Lee makes 2-pt shot from 8 ft (assist by E. Turner),2,28-26,,
9:24.0,,,28-26,,S. Napier misses 3-pt shot from 25 ft
9:22.0,Defensive rebound by D. Lee,,28-26,,
9:03.0,E. Turner misses 2-pt shot from 4 ft (block by A. Nicholson),,28-26,,
9:01.0,,,28-26,,Defensive rebound by A. Gordon
8:55.0,,,28-29,3,A. Nicholson makes 3-pt shot from 25 ft (assist by S. Napier)
8:44.0,Turnover by I. Thomas (bad pass; steal by V. Oladipo),,28-29,,
8:41.0,,,28-31,2,V. Oladipo makes 2-pt shot at rim
8:41.0,Boston full timeout,,28-31,,
8:41.0,R. Hunter enters the game for J. Jerebko,,28-31,,
8:41.0,,,28-31,,E. Fournier enters the game for S. Napier
8:27.0,D. Lee makes 2-pt shot from 1 ft (assist by I. Thomas),2,30-31,,
8:12.0,,,30-33,2,E. Fournier makes 2-pt shot from 1 ft (assist by J. Smith)
7:57.0,R. Hunter misses 3-pt shot from 23 ft,,30-33,,
7:56.0,Offensive rebound by K. Olynyk,,30-33,,
7:49.0,E. Turner misses 3-pt shot from 25 ft,,30-33,,
7:48.0,,,30-33,,Defensive rebound by E. Fournier
7:28.0,,,30-35,2,V. Oladipo makes 2-pt shot from 10 ft
7:07.0,D. Lee makes 2-pt shot from 17 ft (assist by E. Turner),2,32-35,,
6:48.0,Personal foul by R. Hunter (drawn by E. Fournier),,32-35,,
6:48.0,A. Bradley enters the game for E. Turner,,32-35,,
6:48.0,,,32-35,,N. Vucevic enters the game for J. Smith
6:41.0,,,32-37,2,N. Vucevic makes 2-pt shot from 6 ft
6:24.0,D. Lee makes 2-pt shot from 2 ft (assist by I. Thomas),2,34-37,,
6:24.0,Shooting foul by N. Vucevic (drawn by D. Lee),,34-37,,
6:24.0,D. Lee makes free throw 1 of 1,1,35-37,,
6:06.0,,,35-40,3,V. Oladipo makes 3-pt shot from 25 ft (assist by N. Vucevic)
5:54.0,Turnover by I. Thomas (lost ball; steal by V. Oladipo),,35-40,,
5:44.0,,,35-40,,V. Oladipo misses 3-pt shot from 25 ft
5:43.0,,,35-40,,Offensive rebound by N. Vucevic
5:37.0,,,35-42,2,A. Nicholson makes 2-pt shot at rim (assist by N. Vucevic)
5:19.0,,,35-42,,Personal foul by V. Oladipo (drawn by I. Thomas)
5:19.0,Official timeout,,35-42,,
5:19.0,E. Turner enters the game for I. Thomas,,35-42,,
5:19.0,J. Crowder enters the game for D. Lee,,35-42,,
5:19.0,J. Sullinger enters the game for K. Olynyk,,35-42,,
5:19.0,A. Johnson enters the game for R. Hunter,,35-42,,
5:19.0,,,35-42,,E. Payton enters the game for A. Nicholson
5:19.0,,,35-42,,C. Frye enters the game for V. Oladipo
5:14.0,,,35-42,,Personal foul by A. Gordon (drawn by J. Crowder)
5:08.0,J. Crowder misses 3-pt shot from 24 ft,,35-42,,
5:06.0,,,35-42,,Defensive rebound by N. Vucevic
4:57.0,Personal foul by A. Johnson (drawn by C. Frye),,35-42,,
4:46.0,,,35-44,2,N. Vucevic makes 2-pt shot from 15 ft
4:33.0,A. Bradley makes 2-pt shot at rim (assist by A. Johnson),2,37-44,,
4:10.0,,,37-46,2,A. Gordon makes 2-pt shot from 19 ft
3:57.0,A. Johnson makes 2-pt shot from 6 ft (assist by A. Bradley),2,39-46,,
3:31.0,,,39-48,2,E. Fournier makes 2-pt shot from 1 ft
3:12.0,A. Bradley makes 3-pt shot from 24 ft (assist by J. Crowder),3,42-48,,
3:01.0,,,42-51,3,A. Gordon makes 3-pt shot from 25 ft (assist by E. Fournier)
2:47.0,,,42-51,,Personal foul by A. Gordon (drawn by A. Bradley)
2:47.0,,,42-51,,Orlando full timeout
2:47.0,,,42-51,,T. Harris enters the game for A. Gordon
2:47.0,A. Bradley misses free throw 1 of 2,,42-51,,
2:47.0,Offensive rebound by Team,,42-51,,
2:47.0,A. Bradley makes free throw 2 of 2,1,43-51,,
2:32.0,Personal foul by J. Sullinger (drawn by N. Vucevic),,43-51,,
2:21.0,,,43-51,,N. Vucevic misses 2-pt shot from 13 ft (block by J. Sullinger)
2:21.0,Defensive rebound by Team,,43-51,,
2:07.0,A. Bradley misses 2-pt shot from 19 ft,,43-51,,
2:06.0,Offensive rebound by A. Johnson,,43-51,,
1:59.0,A. Bradley misses 3-pt shot from 23 ft,,43-51,,
1:59.0,Offensive rebound by Team,,43-51,,
1:59.0,I. Thomas enters the game for E. Turner,,43-51,,
1:55.0,J. Sullinger misses 2-pt shot from 7 ft (block by C. Frye),,43-51,,
1:53.0,,,43-51,,Defensive rebound by T. Harris
1:35.0,,,43-51,,E. Payton misses 2-pt shot from 11 ft
1:34.0,Defensive rebound by J. Sullinger,,43-51,,
1:29.0,Shooting foul by C. Frye (drawn by A. Johnson),,43-51,,
1:29.0,Technical foul by J. Sullinger,,43-51,,
1:29.0,,,43-51,,T. Harris misses technical free throw
1:29.0,Offensive rebound by Team,,43-51,,
1:29.0,A. Johnson makes free throw 1 of 2,1,44-51,,
1:29.0,,,44-51,,A. Nicholson enters the game for C. Frye
1:29.0,A. Johnson makes free throw 2 of 2,1,45-51,,
1:11.0,,,45-51,,Turnover by N. Vucevic (bad pass; steal by J. Crowder)
1:06.0,A. Bradley misses 2-pt shot from 1 ft,,45-51,,
1:02.0,,,45-51,,Defensive rebound by A. Nicholson
0:57.0,,,45-51,,E. Payton misses 2-pt shot from 3 ft (block by J. Sullinger)
0:57.0,,,45-51,,Offensive rebound by Team
0:47.0,,,45-51,,E. Fournier misses 3-pt shot from 25 ft
0:46.0,Defensive rebound by J. Sullinger,,45-51,,
0:38.0,I. Thomas misses 2-pt shot from 2 ft (block by A. Nicholson),,45-51,,
0:36.0,,,45-51,,Defensive rebound by A. Nicholson
0:29.0,,,45-51,,T. Harris misses 3-pt shot from 23 ft
0:27.0,,,45-51,,Offensive rebound by Team
0:27.0,Loose ball foul by A. Bradley (drawn by N. Vucevic),,45-51,,
0:27.0,E. Turner enters the game for I. Thomas,,45-51,,
0:25.0,,,45-53,2,T. Harris makes 2-pt shot from 1 ft
0:06.0,Boston full timeout,,45-53,,
0:06.0,I. Thomas enters the game for A. Johnson,,45-53,,
0:06.0,,,45-53,,A. Gordon enters the game for N. Vucevic
0:01.0,J. Sullinger misses 2-pt shot from 17 ft,,45-53,,
0:01.0,Offensive rebound by Team,,45-53,,
0:01.0,Turnover by Team (shot clock),,45-53,,
0:00.0,,,45-53,,A. Gordon misses 3-pt shot from 59 ft
0:00.0,,,45-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,45-53,,T. Harris misses 2-pt shot from 1 ft
11:46.0,,,45-53,,Offensive rebound by T. Harris
11:46.0,,,45-53,,T. Harris misses 2-pt shot from 1 ft
11:46.0,,,45-53,,Offensive rebound by Team
11:38.0,,,45-56,3,C. Frye makes 3-pt shot from 24 ft (assist by T. Harris)
11:23.0,Shooting foul by N. Vucevic (drawn by J. Crowder),,45-56,,
11:23.0,J. Crowder makes free throw 1 of 2,1,46-56,,
11:23.0,J. Crowder makes free throw 2 of 2,1,47-56,,
11:23.0,,,47-56,,Turnover by C. Frye (bad pass)
11:14.0,A. Bradley misses 3-pt shot from 24 ft,,47-56,,
11:12.0,Offensive rebound by Team,,47-56,,
10:57.0,I. Thomas misses 2-pt shot from 10 ft (block by E. Payton),,47-56,,
10:55.0,Offensive rebound by A. Johnson,,47-56,,
10:52.0,A. Johnson misses 2-pt shot from 7 ft,,47-56,,
10:51.0,,,47-56,,Defensive rebound by N. Vucevic
10:44.0,,,47-56,,N. Vucevic misses 2-pt shot from 1 ft (block by A. Johnson)
10:40.0,,,47-56,,Offensive rebound by E. Fournier
10:40.0,,,47-58,2,E. Fournier makes 2-pt shot from 1 ft
10:30.0,A. Johnson makes 2-pt shot from 1 ft (assist by J. Crowder),2,49-58,,
10:18.0,,,49-58,,N. Vucevic misses 2-pt shot from 18 ft
10:17.0,Defensive rebound by J. Sullinger,,49-58,,
10:11.0,I. Thomas misses 2-pt shot from 20 ft,,49-58,,
10:10.0,,,49-58,,Defensive rebound by C. Frye
9:54.0,,,49-58,,E. Fournier misses 3-pt shot from 30 ft
9:53.0,,,49-58,,Offensive rebound by T. Harris
9:51.0,,,49-58,,Orlando full timeout
9:41.0,,,49-61,3,C. Frye makes 3-pt shot from 24 ft (assist by E. Payton)
9:16.0,J. Sullinger misses 2-pt shot from 15 ft,,49-61,,
9:15.0,Offensive rebound by Team,,49-61,,
9:15.0,,,49-61,,Loose ball foul by N. Vucevic (drawn by A. Johnson)
9:04.0,A. Bradley misses 3-pt shot from 23 ft,,49-61,,
9:03.0,,,49-61,,Defensive rebound by C. Frye
8:54.0,,,49-61,,E. Payton misses 2-pt shot from 2 ft (block by A. Bradley)
8:54.0,,,49-61,,Offensive rebound by Team
8:54.0,J. Jerebko enters the game for A. Johnson,,49-61,,
8:42.0,,,49-61,,E. Fournier misses 2-pt shot from 2 ft
8:41.0,,,49-61,,Offensive rebound by N. Vucevic
8:41.0,,,49-63,2,N. Vucevic makes 2-pt shot from 2 ft
8:23.0,J. Crowder makes 2-pt shot from 8 ft (assist by J. Sullinger),2,51-63,,
8:12.0,,,51-63,,C. Frye misses 3-pt shot from 25 ft
8:11.0,Defensive rebound by J. Sullinger,,51-63,,
7:59.0,A. Bradley makes 2-pt shot from 20 ft (assist by J. Jerebko),2,53-63,,
7:44.0,,,53-63,,T. Harris misses 3-pt shot from 26 ft
7:43.0,Defensive rebound by J. Sullinger,,53-63,,
7:30.0,J. Jerebko makes 2-pt shot from 19 ft (assist by I. Thomas),2,55-63,,
7:07.0,,,55-63,,E. Payton misses 2-pt shot from 15 ft
7:06.0,,,55-63,,Offensive rebound by T. Harris
6:56.0,,,55-65,2,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton)
6:40.0,Shooting foul by E. Payton (drawn by I. Thomas),,55-65,,
6:40.0,I. Thomas makes free throw 1 of 2,1,56-65,,
6:40.0,,,56-65,,V. Oladipo enters the game for E. Fournier
6:40.0,I. Thomas makes free throw 2 of 2,1,57-65,,
6:21.0,,,57-68,3,V. Oladipo makes 3-pt shot from 25 ft (assist by E. Payton)
5:59.0,J. Sullinger misses 2-pt shot from 6 ft,,57-68,,
5:57.0,,,57-68,,Defensive rebound by V. Oladipo
5:45.0,,,57-68,,V. Oladipo misses 3-pt shot from 24 ft
5:44.0,Defensive rebound by J. Sullinger,,57-68,,
5:41.0,Turnover by J. Sullinger (bad pass),,57-68,,
5:32.0,Violation by A. Bradley (kicked ball),,57-68,,
5:32.0,E. Turner enters the game for I. Thomas,,57-68,,
5:32.0,D. Lee enters the game for J. Sullinger,,57-68,,
5:23.0,,,57-68,,Shooting foul by E. Turner (drawn by V. Oladipo)
5:23.0,,,57-68,,V. Oladipo misses free throw 1 of 2
5:23.0,,,57-68,,Offensive rebound by Team
5:23.0,,,57-69,1,V. Oladipo makes free throw 2 of 2
5:10.0,E. Turner misses 2-pt shot from 11 ft,,57-69,,
5:08.0,,,57-69,,Defensive rebound by N. Vucevic
4:50.0,,,57-69,,C. Frye misses 3-pt shot from 27 ft
4:48.0,,,57-69,,Offensive rebound by N. Vucevic
4:46.0,,,57-71,2,N. Vucevic makes 2-pt shot from 2 ft
4:24.0,A. Bradley makes 2-pt shot from 19 ft (assist by J. Jerebko),2,59-71,,
4:04.0,,,59-73,2,N. Vucevic makes 2-pt shot from 2 ft
3:53.0,J. Crowder makes 2-pt shot from 15 ft (assist by E. Turner),2,61-73,,
3:53.0,Shooting foul by T. Harris (drawn by J. Crowder),,61-73,,
3:53.0,,,61-73,,A. Nicholson enters the game for C. Frye
3:53.0,J. Crowder misses free throw 1 of 1,,61-73,,
3:52.0,,,61-73,,Defensive rebound by N. Vucevic
3:30.0,,,61-75,2,T. Harris makes 2-pt shot at rim (assist by V. Oladipo)
3:20.0,E. Turner misses 2-pt shot from 13 ft,,61-75,,
3:19.0,,,61-75,,Defensive rebound by V. Oladipo
3:13.0,,,61-75,,T. Harris misses 2-pt shot from 6 ft
3:12.0,Defensive rebound by D. Lee,,61-75,,
3:06.0,J. Jerebko misses 3-pt shot from 25 ft,,61-75,,
3:05.0,,,61-75,,Defensive rebound by A. Nicholson
2:48.0,,,61-75,,Turnover by N. Vucevic (3 sec)
2:48.0,Boston full timeout,,61-75,,
2:48.0,I. Thomas enters the game for J. Crowder,,61-75,,
2:48.0,K. Olynyk enters the game for E. Turner,,61-75,,
2:38.0,K. Olynyk misses 3-pt shot from 25 ft,,61-75,,
2:37.0,,,61-75,,Defensive rebound by V. Oladipo
2:21.0,,,61-75,,N. Vucevic misses 2-pt shot from 13 ft
2:19.0,,,61-75,,Offensive rebound by A. Nicholson
2:19.0,,,61-77,2,A. Nicholson makes 2-pt shot from 1 ft
1:58.0,I. Thomas misses 2-pt shot from 8 ft,,61-77,,
1:55.0,,,61-77,,Defensive rebound by V. Oladipo
1:33.0,,,61-77,,E. Payton misses 2-pt shot from 15 ft
1:31.0,Defensive rebound by K. Olynyk,,61-77,,
1:23.0,A. Bradley makes 3-pt shot from 25 ft (assist by I. Thomas),3,64-77,,
0:57.0,,,64-79,2,A. Nicholson makes 2-pt shot from 19 ft (assist by V. Oladipo)
0:49.0,I. Thomas misses 2-pt shot from 1 ft,,64-79,,
0:47.0,,,64-79,,Defensive rebound by A. Nicholson
0:37.0,,,64-81,2,N. Vucevic makes 2-pt shot from 3 ft
0:28.0,I. Thomas makes 2-pt shot from 1 ft (assist by D. Lee),2,66-81,,
0:28.0,Shooting foul by N. Vucevic (drawn by I. Thomas),,66-81,,
0:28.0,,,66-81,,Violation by Team (delay of game)
0:28.0,,,66-81,,S. Napier enters the game for T. Harris
0:28.0,,,66-81,,J. Smith enters the game for N. Vucevic
0:28.0,,,66-81,,A. Gordon enters the game for E. Payton
0:28.0,I. Thomas makes free throw 1 of 1,1,67-81,,
0:09.0,,,67-84,3,S. Napier makes 3-pt shot from 24 ft (assist by V. Oladipo)
0:02.0,A. Bradley misses 2-pt shot from 8 ft (block by V. Oladipo),,67-84,,
0:02.0,Offensive rebound by Team,,67-84,,
0:00.0,K. Olynyk misses 2-pt shot from 20 ft,,67-84,,
0:00.0,Offensive rebound by Team,,67-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:33.0,J. Crowder misses 3-pt shot from 25 ft,,67-84,,
11:32.0,,,67-84,,Defensive rebound by J. Smith
11:09.0,,,67-86,2,A. Gordon makes 2-pt shot from 2 ft (assist by V. Oladipo)
10:56.0,J. Crowder misses 3-pt shot from 25 ft,,67-86,,
10:55.0,,,67-86,,Defensive rebound by A. Nicholson
10:36.0,,,67-86,,Turnover by S. Napier (bad pass; steal by I. Thomas)
10:32.0,J. Crowder makes 2-pt shot from 2 ft (assist by I. Thomas),2,69-86,,
10:14.0,,,69-86,,A. Nicholson misses 2-pt shot from 11 ft
10:12.0,,,69-86,,Offensive rebound by A. Gordon
10:12.0,,,69-88,2,A. Gordon makes 2-pt shot from 1 ft
9:52.0,J. Crowder misses 2-pt shot from 9 ft,,69-88,,
9:51.0,,,69-88,,Defensive rebound by A. Gordon
9:39.0,,,69-90,2,J. Smith makes 2-pt shot from 19 ft (assist by V. Oladipo)
9:28.0,K. Olynyk makes 3-pt shot from 25 ft (assist by I. Thomas),3,72-90,,
9:19.0,,,72-90,,Turnover by Team (turnover)
9:19.0,J. Sullinger enters the game for D. Lee,,72-90,,
9:14.0,K. Olynyk misses 3-pt shot from 26 ft,,72-90,,
9:14.0,Offensive rebound by Team,,72-90,,
9:14.0,,,72-90,,Loose ball foul by J. Smith (drawn by J. Sullinger)
9:14.0,,,72-90,,E. Payton enters the game for S. Napier
9:10.0,K. Olynyk misses 2-pt shot from 5 ft,,72-90,,
9:08.0,,,72-90,,Defensive rebound by V. Oladipo
9:02.0,,,72-92,2,J. Smith makes 2-pt shot from 13 ft (assist by A. Gordon)
8:48.0,J. Crowder misses 3-pt shot from 25 ft,,72-92,,
8:47.0,Offensive rebound by J. Sullinger,,72-92,,
8:47.0,Shooting foul by V. Oladipo (drawn by J. Sullinger),,72-92,,
8:47.0,Official timeout,,72-92,,
8:47.0,E. Turner enters the game for I. Thomas,,72-92,,
8:47.0,J. Sullinger misses free throw 1 of 2,,72-92,,
8:47.0,Offensive rebound by Team,,72-92,,
8:47.0,J. Sullinger makes free throw 2 of 2,1,73-92,,
8:31.0,,,73-92,,V. Oladipo misses 3-pt shot from 25 ft
8:30.0,Defensive rebound by K. Olynyk,,73-92,,
8:08.0,J. Sullinger misses 2-pt shot from 14 ft,,73-92,,
8:04.0,Offensive rebound by E. Turner,,73-92,,
8:04.0,E. Turner makes 2-pt shot from 2 ft,2,75-92,,
7:46.0,,,75-92,,A. Nicholson misses 3-pt shot from 25 ft
7:44.0,,,75-92,,Offensive rebound by J. Smith
7:31.0,,,75-92,,J. Smith misses 2-pt shot from 19 ft
7:30.0,,,75-92,,Offensive rebound by A. Nicholson
7:30.0,Personal foul by T. Rozier (drawn by A. Nicholson),,75-92,,
7:30.0,,,75-92,,T. Harris enters the game for A. Nicholson
7:30.0,A. Johnson enters the game for K. Olynyk,,75-92,,
7:10.0,,,75-92,,V. Oladipo misses 2-pt shot from 1 ft (block by J. Crowder)
7:10.0,,,75-92,,Offensive rebound by Team
7:06.0,,,75-92,,E. Payton misses 2-pt shot from 16 ft
7:05.0,Defensive rebound by E. Turner,,75-92,,
6:52.0,T. Rozier misses 2-pt shot from 2 ft,,75-92,,
6:51.0,Offensive rebound by J. Sullinger,,75-92,,
6:51.0,J. Sullinger makes 2-pt shot from 1 ft,2,77-92,,
6:36.0,,,77-92,,Offensive foul by J. Smith
6:36.0,,,77-92,,Turnover by J. Smith (offensive foul)
6:36.0,,,77-92,,N. Vucevic enters the game for J. Smith
6:24.0,T. Rozier makes 2-pt shot from 8 ft (assist by E. Turner),2,79-92,,
6:09.0,,,79-94,2,T. Harris makes 2-pt shot at rim (assist by E. Payton)
5:49.0,J. Sullinger misses 2-pt shot from 9 ft,,79-94,,
5:48.0,,,79-94,,Defensive rebound by E. Payton
5:39.0,,,79-94,,N. Vucevic misses 2-pt shot from 18 ft
5:38.0,Defensive rebound by T. Rozier,,79-94,,
5:34.0,,,79-94,,Personal foul by N. Vucevic (drawn by J. Sullinger)
5:34.0,,,79-94,,Orlando full timeout
5:34.0,,,79-94,,Technical foul by N. Vucevic (drawn by J. Sullinger)
5:34.0,A. Bradley enters the game for J. Crowder,,79-94,,
5:34.0,I. Thomas enters the game for E. Turner,,79-94,,
5:34.0,T. Rozier makes technical free throw,1,80-94,,
5:26.0,Turnover by A. Johnson (offensive foul),,80-94,,
5:26.0,Offensive foul by A. Johnson,,80-94,,
5:17.0,Personal foul by I. Thomas (drawn by V. Oladipo),,80-94,,
5:08.0,,,80-94,,N. Vucevic misses 2-pt shot from 8 ft
5:07.0,,,80-94,,Offensive rebound by T. Harris
4:52.0,,,80-94,,Turnover by T. Harris (bad pass)
4:43.0,I. Thomas makes 2-pt shot from 10 ft (assist by A. Johnson),2,82-94,,
4:28.0,,,82-94,,Shooting foul by A. Johnson (drawn by V. Oladipo)
4:28.0,,,82-95,1,V. Oladipo makes free throw 1 of 2
4:28.0,,,82-96,1,V. Oladipo makes free throw 2 of 2
4:19.0,I. Thomas makes 2-pt shot from 1 ft,2,84-96,,
4:07.0,,,84-96,,Shooting foul by I. Thomas (drawn by E. Payton)
4:07.0,,,84-97,1,E. Payton makes free throw 1 of 2
