time,LA Clippers,pts.away,score,pts.home,Portland
6:20.0,Defensive rebound by Team,,13-9,,
6:13.0,C. Paul misses 2-pt shot from 9 ft,,13-9,,
6:13.0,,,13-9,,Defensive rebound by Team
5:55.0,,,13-9,,C. McCollum misses 3-pt shot from 24 ft
5:55.0,Defensive rebound by D. Jordan,,13-9,,
5:48.0,L. Stephenson misses 2-pt shot from 2 ft (block by A. Aminu),,13-9,,
5:47.0,,,13-9,,Defensive rebound by A. Aminu
5:41.0,,,13-9,,D. Lillard misses 3-pt shot from 24 ft
5:40.0,Defensive rebound by D. Jordan,,13-9,,
5:35.0,LA Clippers full timeout,,13-9,,
5:35.0,,,13-9,,A. Crabbe enters the game for C. McCollum
5:20.0,J. Redick misses 3-pt shot from 24 ft,,13-9,,
5:19.0,,,13-9,,Defensive rebound by N. Vonleh
5:11.0,,,13-9,,N. Vonleh misses 2-pt shot from 19 ft
5:09.0,,,13-9,,Offensive rebound by M. Plumlee
5:03.0,,,13-11,2,D. Lillard makes 2-pt shot from 1 ft
5:03.0,,,13-11,,Shooting foul by L. Stephenson (drawn by D. Lillard)
5:03.0,A. Rivers enters the game for L. Stephenson,,13-11,,
5:03.0,J. Crawford enters the game for C. Paul,,13-11,,
5:03.0,,,13-12,1,D. Lillard makes free throw 1 of 1
4:55.0,J. Redick makes 3-pt shot from 24 ft (assist by A. Rivers),3,16-12,,
4:55.0,Shooting foul by A. Crabbe (drawn by J. Redick),,16-12,,
4:55.0,J. Redick misses free throw 1 of 1,,16-12,,
4:54.0,,,16-12,,Defensive rebound by M. Plumlee
4:32.0,,,16-12,,A. Aminu misses 2-pt shot from 17 ft
4:31.0,Defensive rebound by D. Jordan,,16-12,,
4:22.0,B. Griffin misses 2-pt shot from 21 ft,,16-12,,
4:21.0,,,16-12,,Defensive rebound by Team
4:21.0,,,16-12,,G. Henderson enters the game for A. Aminu
4:06.0,,,16-12,,A. Crabbe misses 2-pt shot from 19 ft
4:04.0,Defensive rebound by D. Jordan,,16-12,,
3:47.0,Turnover by J. Crawford (bad pass; steal by G. Henderson),,16-12,,
3:43.0,,,16-12,,Shooting foul by J. Redick (drawn by G. Henderson)
3:43.0,,,16-13,1,G. Henderson makes free throw 1 of 2
3:43.0,J. Smith enters the game for B. Griffin,,16-13,,
3:43.0,,,16-13,,E. Davis enters the game for M. Plumlee
3:43.0,,,16-13,,C. Alexander enters the game for N. Vonleh
3:43.0,W. Johnson enters the game for J. Redick,,16-13,,
3:43.0,,,16-13,,G. Henderson misses free throw 2 of 2
3:42.0,Defensive rebound by J. Smith,,16-13,,
3:26.0,D. Jordan makes 2-pt shot at rim (assist by J. Crawford),2,18-13,,
3:10.0,,,18-13,,G. Henderson misses 2-pt shot from 17 ft
3:09.0,Defensive rebound by Team,,18-13,,
2:50.0,A. Rivers makes 2-pt shot from 8 ft,2,20-13,,
2:48.0,,,20-13,,Portland full timeout
2:36.0,,,20-15,2,D. Lillard makes 2-pt shot from 7 ft (assist by G. Henderson)
2:23.0,A. Rivers misses 3-pt shot from 24 ft,,20-15,,
2:22.0,,,20-15,,Defensive rebound by E. Davis
2:08.0,,,20-15,,A. Crabbe misses 3-pt shot from 24 ft
2:05.0,,,20-15,,Offensive rebound by C. Alexander
2:05.0,,,20-17,2,C. Alexander makes 2-pt shot at rim
1:48.0,J. Crawford misses 2-pt shot from 20 ft,,20-17,,
1:48.0,,,20-17,,Defensive rebound by G. Henderson
1:33.0,,,20-17,,C. Alexander misses 2-pt shot from 8 ft (block by D. Jordan)
1:32.0,Defensive rebound by J. Smith,,20-17,,
1:28.0,,,20-17,,Personal foul by E. Davis (drawn by D. Jordan)
1:28.0,,,20-17,,C. McCollum enters the game for D. Lillard
1:28.0,L. Mbah a Moute enters the game for D. Jordan,,20-17,,
1:18.0,J. Smith misses 2-pt shot from 21 ft,,20-17,,
1:18.0,,,20-17,,Defensive rebound by C. Alexander
1:08.0,Personal foul by W. Johnson (drawn by G. Henderson),,20-17,,
1:08.0,,,20-17,,M. Harkless enters the game for C. Alexander
1:00.0,,,20-19,2,C. McCollum makes 2-pt shot from 9 ft
0:51.0,Turnover by J. Smith (turnover),,20-19,,
0:32.0,,,20-21,2,C. McCollum makes 2-pt shot at rim
0:21.0,J. Crawford makes 3-pt shot from 24 ft,3,23-21,,
0:02.0,,,23-21,,Shooting foul by L. Mbah a Moute (drawn by C. McCollum)
0:02.0,,,23-22,1,C. McCollum makes free throw 1 of 2
0:02.0,,,23-23,1,C. McCollum makes free throw 2 of 2
0:00.0,J. Crawford misses 3-pt shot from 24 ft,,23-23,,
0:00.0,Offensive rebound by Team,,23-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,23-23,,G. Henderson misses 2-pt shot from 18 ft
11:37.0,,,23-23,,Offensive rebound by E. Davis
11:17.0,,,23-23,,G. Henderson misses 3-pt shot from 22 ft
11:16.0,,,23-23,,Offensive rebound by E. Davis
11:15.0,,,23-25,2,E. Davis makes 2-pt shot from 1 ft
11:03.0,,,23-25,,Personal foul by A. Crabbe (drawn by J. Crawford)
10:56.0,J. Smith makes 2-pt shot from 6 ft,2,25-25,,
10:46.0,Personal foul by J. Crawford (drawn by G. Henderson),,25-25,,
10:39.0,,,25-27,2,C. McCollum makes 2-pt shot from 19 ft
10:26.0,A. Rivers makes 2-pt shot from 15 ft,2,27-27,,
10:15.0,,,27-27,,C. McCollum misses 3-pt shot from 25 ft
10:14.0,Defensive rebound by W. Johnson,,27-27,,
10:04.0,Offensive foul by L. Mbah a Moute,,27-27,,
10:04.0,Turnover by L. Mbah a Moute (offensive foul),,27-27,,
9:42.0,,,27-27,,M. Harkless misses 3-pt shot from 23 ft
9:41.0,Defensive rebound by A. Rivers,,27-27,,
9:27.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by J. Smith),2,29-27,,
9:09.0,,,29-27,,A. Crabbe misses 2-pt shot from 4 ft
9:09.0,,,29-27,,Offensive rebound by E. Davis
8:53.0,,,29-29,2,E. Davis makes 2-pt shot at rim (assist by A. Crabbe)
8:36.0,J. Smith misses 3-pt shot from 23 ft,,29-29,,
8:35.0,Offensive rebound by L. Mbah a Moute,,29-29,,
8:25.0,J. Crawford makes 3-pt shot from 24 ft,3,32-29,,
8:04.0,Violation by W. Johnson (kicked ball),,32-29,,
8:04.0,Official timeout,,32-29,,
8:04.0,B. Griffin enters the game for J. Smith,,32-29,,
7:55.0,,,32-29,,G. Henderson misses 2-pt shot from 4 ft
7:55.0,,,32-29,,Offensive rebound by E. Davis
7:53.0,,,32-31,2,E. Davis makes 2-pt shot from 1 ft
7:40.0,J. Crawford makes 3-pt shot from 26 ft (assist by B. Griffin),3,35-31,,
7:25.0,,,35-31,,Turnover by G. Henderson (bad pass; steal by W. Johnson)
7:25.0,Turnover by W. Johnson (step out of bounds),,35-31,,
7:25.0,C. Paul enters the game for A. Rivers,,35-31,,
7:25.0,D. Jordan enters the game for L. Mbah a Moute,,35-31,,
7:25.0,,,35-31,,M. Plumlee enters the game for C. McCollum
7:25.0,,,35-31,,D. Lillard enters the game for A. Crabbe
7:15.0,,,35-33,2,D. Lillard makes 2-pt shot from 1 ft
7:03.0,J. Crawford misses 2-pt shot from 17 ft,,35-33,,
7:02.0,,,35-33,,Defensive rebound by G. Henderson
6:53.0,,,35-33,,D. Lillard misses 3-pt shot from 24 ft
6:52.0,,,35-33,,Offensive rebound by M. Plumlee
6:46.0,,,35-33,,D. Lillard misses 2-pt shot from 1 ft
6:45.0,,,35-33,,Offensive rebound by E. Davis
6:45.0,,,35-35,2,E. Davis makes 2-pt shot at rim
6:43.0,,,35-35,,Violation by Team (delay of game)
6:31.0,Shooting foul by M. Plumlee (drawn by B. Griffin),,35-35,,
6:31.0,B. Griffin makes free throw 1 of 2,1,36-35,,
6:31.0,J. Redick enters the game for J. Crawford,,36-35,,
6:31.0,B. Griffin misses free throw 2 of 2,,36-35,,
6:30.0,,,36-35,,Defensive rebound by M. Harkless
6:15.0,,,36-37,2,M. Plumlee makes 2-pt shot at rim
5:49.0,W. Johnson misses 3-pt shot from 24 ft,,36-37,,
5:47.0,,,36-37,,Defensive rebound by E. Davis
5:39.0,,,36-37,,Turnover by D. Lillard (bad pass)
5:39.0,,,36-37,,Portland full timeout
5:39.0,,,36-37,,A. Aminu enters the game for M. Harkless
5:24.0,J. Redick misses 2-pt shot from 20 ft,,36-37,,
5:23.0,,,36-37,,Defensive rebound by D. Lillard
5:15.0,,,36-37,,A. Aminu misses 3-pt shot from 24 ft
5:13.0,Defensive rebound by D. Jordan,,36-37,,
4:59.0,C. Paul misses 3-pt shot from 24 ft,,36-37,,
4:58.0,Offensive rebound by D. Jordan,,36-37,,
4:58.0,D. Jordan makes 2-pt shot at rim,2,38-37,,
4:37.0,,,38-37,,D. Lillard misses 2-pt shot from 21 ft
4:36.0,,,38-37,,Offensive rebound by Team
4:36.0,L. Stephenson enters the game for W. Johnson,,38-37,,
4:35.0,,,38-37,,Turnover by E. Davis (turnover)
4:13.0,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul),2,40-37,,
3:46.0,,,40-40,3,A. Aminu makes 3-pt shot from 24 ft (assist by D. Lillard)
3:34.0,B. Griffin makes 2-pt shot from 1 ft,2,42-40,,
3:20.0,,,42-42,2,A. Aminu makes 2-pt shot from 1 ft
3:07.0,B. Griffin makes 2-pt shot from 19 ft (assist by L. Stephenson),2,44-42,,
2:48.0,,,44-42,,D. Lillard misses 2-pt shot from 4 ft
2:46.0,,,44-42,,Offensive rebound by Team
2:46.0,LA Clippers full timeout,,44-42,,
2:46.0,,,44-42,,C. McCollum enters the game for G. Henderson
2:38.0,,,44-42,,Turnover by A. Aminu (traveling)
2:22.0,J. Redick misses 2-pt shot from 20 ft,,44-42,,
2:22.0,,,44-42,,Defensive rebound by E. Davis
2:11.0,,,44-42,,A. Aminu misses 3-pt shot from 23 ft
2:10.0,,,44-42,,Offensive rebound by Team
2:04.0,,,44-44,2,M. Plumlee makes 2-pt shot from 5 ft (assist by D. Lillard)
1:53.0,,,44-44,,Personal foul by C. McCollum (drawn by J. Redick)
1:47.0,J. Redick misses 2-pt shot from 2 ft,,44-44,,
1:46.0,,,44-44,,Defensive rebound by C. McCollum
1:27.0,,,44-44,,A. Aminu misses 2-pt shot from 1 ft (block by L. Stephenson)
1:26.0,,,44-44,,Offensive rebound by A. Aminu
1:24.0,Personal foul by B. Griffin (drawn by A. Aminu),,44-44,,
1:15.0,,,44-46,2,D. Lillard makes 2-pt shot from 16 ft
1:10.0,,,44-46,,Personal take foul by E. Davis (drawn by D. Jordan)
1:10.0,D. Jordan makes free throw 1 of 2,1,45-46,,
1:10.0,,,45-46,,A. Crabbe enters the game for E. Davis
1:10.0,D. Jordan misses free throw 2 of 2,,45-46,,
1:09.0,,,45-46,,Defensive rebound by A. Aminu
0:54.0,,,45-46,,D. Lillard misses 3-pt shot from 24 ft
0:53.0,,,45-46,,Offensive rebound by M. Plumlee
0:50.0,,,45-46,,D. Lillard misses 2-pt shot from 5 ft
0:50.0,,,45-46,,Offensive rebound by Team
0:50.0,Loose ball foul by D. Jordan (drawn by D. Lillard),,45-46,,
0:50.0,Violation by Team (delay of game),,45-46,,
0:50.0,,,45-47,1,D. Lillard makes free throw 1 of 2
0:50.0,,,45-48,1,D. Lillard makes free throw 2 of 2
0:47.0,,,45-48,,Personal take foul by D. Lillard (drawn by D. Jordan)
0:47.0,D. Jordan misses free throw 1 of 2,,45-48,,
0:47.0,Offensive rebound by Team,,45-48,,
0:47.0,D. Jordan misses free throw 2 of 2,,45-48,,
0:46.0,,,45-48,,Defensive rebound by Team
0:45.0,A. Rivers enters the game for D. Jordan,,45-48,,
0:32.0,,,45-48,,C. McCollum misses 2-pt shot from 2 ft
0:31.0,Defensive rebound by B. Griffin,,45-48,,
0:27.0,Turnover by B. Griffin (lost ball; steal by D. Lillard),,45-48,,
0:24.0,,,45-48,,Turnover by A. Crabbe (lost ball; steal by C. Paul)
0:21.0,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul),2,47-48,,
0:00.0,,,47-48,,D. Lillard misses 2-pt shot from 23 ft
0:00.0,,,47-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,47-48,,Turnover by N. Vonleh (3 sec)
11:34.0,C. Paul makes 2-pt shot from 5 ft,2,49-48,,
11:18.0,,,49-50,2,C. McCollum makes 2-pt shot from 1 ft (assist by D. Lillard)
10:53.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,51-50,,
10:22.0,,,51-50,,C. McCollum misses 2-pt shot from 14 ft
10:21.0,Defensive rebound by B. Griffin,,51-50,,
10:09.0,C. Paul misses 2-pt shot from 10 ft,,51-50,,
10:08.0,,,51-50,,Defensive rebound by A. Aminu
9:54.0,,,51-50,,A. Aminu misses 2-pt shot from 2 ft
9:54.0,Defensive rebound by B. Griffin,,51-50,,
9:47.0,Turnover by D. Jordan (lost ball; steal by N. Vonleh),,51-50,,
9:39.0,,,51-52,2,C. McCollum makes 2-pt shot from 8 ft (assist by A. Aminu)
9:20.0,J. Redick misses 2-pt shot from 17 ft,,51-52,,
9:20.0,,,51-52,,Defensive rebound by N. Vonleh
9:13.0,,,51-52,,Shooting foul by J. Redick (drawn by M. Plumlee)
9:13.0,,,51-53,1,M. Plumlee makes free throw 1 of 2
9:13.0,,,51-54,1,M. Plumlee makes free throw 2 of 2
9:02.0,B. Griffin misses 2-pt shot from 20 ft,,51-54,,
9:00.0,,,51-54,,Defensive rebound by A. Aminu
8:49.0,Personal foul by C. Paul (drawn by N. Vonleh),,51-54,,
8:39.0,,,51-56,2,N. Vonleh makes 2-pt shot from 2 ft
8:16.0,B. Griffin misses 2-pt shot from 15 ft,,51-56,,
8:15.0,,,51-56,,Defensive rebound by M. Plumlee
8:08.0,,,51-58,2,D. Lillard makes 2-pt shot from 20 ft
8:08.0,LA Clippers full timeout,,51-58,,
7:55.0,B. Griffin makes 2-pt shot from 2 ft (assist by J. Redick),2,53-58,,
7:44.0,,,53-58,,M. Plumlee misses 2-pt shot at rim (block by D. Jordan)
7:43.0,Defensive rebound by D. Jordan,,53-58,,
7:37.0,Turnover by J. Redick (lost ball; steal by M. Plumlee),,53-58,,
7:37.0,Personal foul by D. Jordan (drawn by D. Lillard),,53-58,,
7:28.0,,,53-58,,Turnover by D. Lillard (lost ball; steal by J. Redick)
7:23.0,J. Redick misses 3-pt shot from 24 ft,,53-58,,
7:22.0,,,53-58,,Defensive rebound by M. Plumlee
7:12.0,,,53-58,,A. Aminu misses 3-pt shot from 22 ft
7:11.0,Defensive rebound by D. Jordan,,53-58,,
6:57.0,Turnover by C. Paul (offensive foul),,53-58,,
6:57.0,Offensive foul by C. Paul,,53-58,,
6:38.0,,,53-61,3,D. Lillard makes 3-pt shot from 24 ft
6:12.0,C. Paul misses 3-pt shot from 24 ft,,53-61,,
6:11.0,,,53-61,,Defensive rebound by M. Plumlee
6:04.0,,,53-61,,C. McCollum misses 2-pt shot from 1 ft
6:03.0,,,53-61,,Offensive rebound by A. Aminu
6:03.0,,,53-63,2,A. Aminu makes 2-pt shot from 2 ft
5:42.0,C. Paul makes 2-pt shot from 16 ft (assist by B. Griffin),2,55-63,,
5:22.0,,,55-63,,C. McCollum misses 2-pt shot from 16 ft
5:20.0,Defensive rebound by C. Paul,,55-63,,
5:17.0,Shooting foul by C. McCollum (drawn by C. Paul),,55-63,,
5:17.0,C. Paul makes free throw 1 of 2,1,56-63,,
5:17.0,,,56-63,,A. Crabbe enters the game for C. McCollum
5:17.0,W. Johnson enters the game for J. Redick,,56-63,,
5:17.0,J. Crawford enters the game for L. Stephenson,,56-63,,
5:17.0,,,56-63,,G. Henderson enters the game for A. Aminu
5:17.0,C. Paul makes free throw 2 of 2,1,57-63,,
4:59.0,,,57-65,2,M. Plumlee makes 2-pt shot from 3 ft (assist by A. Crabbe)
4:44.0,C. Paul makes 2-pt shot from 18 ft (assist by B. Griffin),2,59-65,,
4:25.0,,,59-65,,Offensive charge foul by M. Plumlee
4:25.0,,,59-65,,Turnover by M. Plumlee (offensive foul)
4:25.0,,,59-65,,E. Davis enters the game for M. Plumlee
4:13.0,C. Paul misses 2-pt shot from 7 ft,,59-65,,
4:13.0,,,59-65,,Defensive rebound by N. Vonleh
4:13.0,A. Rivers enters the game for C. Paul,,59-65,,
4:00.0,,,59-65,,Shooting foul by B. Griffin (drawn by N. Vonleh)
4:00.0,,,59-66,1,N. Vonleh makes free throw 1 of 2
4:00.0,,,59-67,1,N. Vonleh makes free throw 2 of 2
3:51.0,Shooting foul by A. Crabbe (drawn by J. Crawford),,59-67,,
3:51.0,J. Crawford makes 2-pt shot from 12 ft (assist by B. Griffin),2,61-67,,
3:51.0,J. Crawford makes free throw 1 of 1,1,62-67,,
3:29.0,,,62-67,,D. Lillard misses 3-pt shot from 24 ft
3:28.0,Defensive rebound by B. Griffin,,62-67,,
3:18.0,J. Crawford makes 3-pt shot from 24 ft (assist by B. Griffin),3,65-67,,
3:18.0,,,65-67,,Portland full timeout
3:02.0,,,65-70,3,A. Crabbe makes 3-pt shot from 25 ft (assist by D. Lillard)
2:47.0,J. Crawford misses 2-pt shot from 18 ft,,65-70,,
2:46.0,Offensive rebound by D. Jordan,,65-70,,
2:46.0,Shooting foul by N. Vonleh (drawn by D. Jordan),,65-70,,
2:46.0,D. Jordan makes free throw 1 of 2,1,66-70,,
2:46.0,J. Smith enters the game for B. Griffin,,66-70,,
2:46.0,,,66-70,,A. Aminu enters the game for N. Vonleh
2:46.0,D. Jordan misses free throw 2 of 2,,66-70,,
2:45.0,Offensive rebound by J. Smith,,66-70,,
2:38.0,D. Jordan makes 2-pt shot at rim (assist by W. Johnson),2,68-70,,
2:26.0,,,68-70,,Turnover by D. Lillard (lost ball)
2:11.0,A. Rivers misses 3-pt shot from 25 ft,,68-70,,
2:09.0,,,68-70,,Defensive rebound by A. Aminu
2:03.0,Violation by W. Johnson (kicked ball),,68-70,,
1:52.0,,,68-70,,G. Henderson misses 2-pt shot from 14 ft
1:51.0,Defensive rebound by D. Jordan,,68-70,,
1:39.0,W. Johnson makes 2-pt shot from 21 ft (assist by D. Jordan),2,70-70,,
1:15.0,,,70-70,,D. Lillard misses 2-pt shot from 2 ft
1:13.0,,,70-70,,Offensive rebound by E. Davis
1:13.0,,,70-72,2,E. Davis makes 2-pt shot from 2 ft
0:53.0,A. Rivers misses 2-pt shot from 4 ft (block by A. Aminu),,70-72,,
0:52.0,,,70-72,,Defensive rebound by G. Henderson
0:44.0,,,70-72,,G. Henderson misses 3-pt shot from 22 ft
0:43.0,Defensive rebound by W. Johnson,,70-72,,
0:36.0,J. Crawford makes 3-pt shot from 24 ft,3,73-72,,
0:17.0,,,73-75,3,A. Aminu makes 3-pt shot from 22 ft (assist by D. Lillard)
0:05.0,,,73-75,,Personal take foul by A. Crabbe (drawn by J. Crawford)
0:05.0,J. Redick enters the game for D. Jordan,,73-75,,
0:01.0,J. Crawford misses 3-pt shot from 24 ft,,73-75,,
0:00.0,,,73-75,,Defensive rebound by G. Henderson
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,J. Crawford misses 2-pt shot from 6 ft,,73-75,,
11:47.0,Offensive rebound by L. Mbah a Moute,,73-75,,
11:43.0,L. Mbah a Moute misses 2-pt shot from 1 ft (block by E. Davis),,73-75,,
11:42.0,Offensive rebound by W. Johnson,,73-75,,
11:31.0,J. Smith misses 3-pt shot from 24 ft,,73-75,,
11:31.0,,,73-75,,Defensive rebound by G. Henderson
11:18.0,,,73-75,,G. Henderson misses 2-pt shot from 5 ft
11:17.0,Defensive rebound by L. Mbah a Moute,,73-75,,
11:04.0,A. Rivers makes 2-pt shot from 7 ft (assist by J. Smith),2,75-75,,
10:38.0,,,75-77,2,G. Henderson makes 2-pt shot from 19 ft
10:26.0,,,75-77,,Personal foul by A. Crabbe (drawn by J. Crawford)
10:18.0,A. Rivers misses 3-pt shot from 24 ft,,75-77,,
10:17.0,,,75-77,,Defensive rebound by E. Davis
10:10.0,Personal foul by J. Smith (drawn by C. McCollum),,75-77,,
10:03.0,,,75-77,,C. McCollum misses 2-pt shot from 5 ft (block by J. Smith)
10:02.0,Defensive rebound by J. Smith,,75-77,,
9:59.0,Turnover by J. Smith (bad pass; steal by A. Aminu),,75-77,,
9:51.0,,,75-77,,G. Henderson misses 2-pt shot from 2 ft (block by J. Smith)
9:51.0,,,75-77,,Offensive rebound by E. Davis
9:51.0,,,75-79,2,E. Davis makes 2-pt shot from 2 ft
9:51.0,Violation by J. Smith (def goaltending),,75-79,,
9:40.0,J. Smith misses 2-pt shot from 2 ft,,75-79,,
9:39.0,,,75-79,,Defensive rebound by G. Henderson
9:24.0,,,75-79,,Turnover by A. Crabbe (bad pass; steal by A. Rivers)
9:19.0,A. Rivers makes 2-pt shot at rim,2,77-79,,
9:06.0,,,77-79,,C. McCollum misses 2-pt shot from 2 ft
9:06.0,,,77-79,,Offensive rebound by E. Davis
9:06.0,Personal foul by J. Smith (drawn by E. Davis),,77-79,,
8:56.0,,,77-79,,A. Aminu misses 2-pt shot from 11 ft
8:56.0,,,77-79,,Offensive rebound by E. Davis
8:53.0,,,77-79,,E. Davis misses 2-pt shot from 4 ft
8:52.0,Defensive rebound by J. Smith,,77-79,,
8:44.0,J. Crawford misses 2-pt shot from 10 ft,,77-79,,
8:44.0,,,77-79,,Defensive rebound by A. Aminu
8:39.0,Personal foul by J. Smith (drawn by C. McCollum),,77-79,,
8:39.0,Official timeout,,77-79,,
8:39.0,B. Griffin enters the game for L. Mbah a Moute,,77-79,,
8:39.0,,,77-79,,D. Lillard enters the game for C. McCollum
8:31.0,,,77-79,,D. Lillard misses 3-pt shot from 25 ft
8:30.0,Defensive rebound by J. Smith,,77-79,,
8:11.0,W. Johnson makes 2-pt shot from 21 ft (assist by B. Griffin),2,79-79,,
7:48.0,,,79-81,2,E. Davis makes 2-pt shot from 2 ft (assist by A. Crabbe)
7:22.0,B. Griffin misses 3-pt shot from 27 ft,,79-81,,
7:21.0,,,79-81,,Defensive rebound by D. Lillard
7:15.0,,,79-81,,A. Aminu misses 2-pt shot from 1 ft
7:14.0,Defensive rebound by J. Smith,,79-81,,
7:06.0,A. Rivers makes 2-pt shot from 5 ft,2,81-81,,
6:51.0,,,81-81,,Shooting foul by J. Smith (drawn by E. Davis)
6:51.0,,,81-82,1,E. Davis makes free throw 1 of 2
6:51.0,C. Paul enters the game for W. Johnson,,81-82,,
6:51.0,,,81-83,1,E. Davis makes free throw 2 of 2
6:43.0,Shooting foul by A. Crabbe (drawn by J. Crawford),,81-83,,
6:43.0,,,81-83,,C. McCollum enters the game for A. Crabbe
6:43.0,J. Crawford makes free throw 1 of 2,1,82-83,,
6:43.0,J. Crawford makes free throw 2 of 2,1,83-83,,
6:25.0,,,83-85,2,D. Lillard makes 2-pt shot from 2 ft
6:07.0,B. Griffin misses 2-pt shot from 19 ft,,83-85,,
6:07.0,,,83-85,,Defensive rebound by A. Aminu
5:57.0,,,83-85,,C. McCollum misses 3-pt shot from 26 ft
5:56.0,,,83-85,,Offensive rebound by E. Davis
5:53.0,,,83-85,,Turnover by E. Davis (bad pass; steal by J. Smith)
5:37.0,B. Griffin misses 2-pt shot from 2 ft,,83-85,,
5:35.0,,,83-85,,Defensive rebound by E. Davis
5:30.0,,,83-85,,C. McCollum misses 2-pt shot from 6 ft
5:29.0,Defensive rebound by J. Smith,,83-85,,
5:22.0,LA Clippers full timeout,,83-85,,
5:22.0,J. Redick enters the game for A. Rivers,,83-85,,
5:22.0,D. Jordan enters the game for J. Smith,,83-85,,
5:22.0,,,83-85,,M. Plumlee enters the game for G. Henderson
5:07.0,C. Paul misses 3-pt shot from 24 ft,,83-85,,
5:07.0,,,83-85,,Defensive rebound by A. Aminu
4:49.0,,,83-85,,Turnover by D. Lillard (lost ball)
4:39.0,Offensive foul by B. Griffin,,83-85,,
4:39.0,Turnover by B. Griffin (offensive foul),,83-85,,
4:24.0,Personal foul by J. Crawford (drawn by M. Plumlee),,83-85,,
4:24.0,,,83-85,,M. Plumlee misses free throw 1 of 2
4:24.0,,,83-85,,Offensive rebound by Team
4:24.0,,,83-86,1,M. Plumlee makes free throw 2 of 2
4:13.0,B. Griffin makes 2-pt shot from 15 ft (assist by C. Paul),2,85-86,,
3:58.0,Personal foul by B. Griffin (drawn by M. Plumlee),,85-86,,
