time,Cleveland,pts.away,score,pts.home,Golden State
7:10.0,,,102-94,2,K. Thompson makes 2-pt shot from 5 ft (assist by S. Curry)
6:46.0,L. James misses 3-pt shot from 27 ft,,102-94,,
6:45.0,,,102-94,,Defensive rebound by S. Curry
6:39.0,,,102-96,2,S. Curry makes 2-pt shot from 12 ft
6:20.0,K. Irving makes 2-pt shot from 8 ft,2,104-96,,
6:08.0,J. Smith enters the game for I. Shumpert,,104-96,,
6:08.0,,,104-96,,Turnover by A. Iguodala (lost ball; steal by T. Thompson)
6:08.0,Jump ball: H. Barnes vs. T. Thompson (J. Smith gains possession),,,,Jump ball: H. Barnes vs. T. Thompson (J. Smith gains possession)
5:50.0,K. Irving makes 2-pt shot from 14 ft,2,106-96,,
5:40.0,,,106-96,,S. Curry misses 2-pt shot from 21 ft
5:39.0,Defensive rebound by L. James,,106-96,,
5:33.0,K. Irving makes 3-pt shot from 26 ft (assist by L. James),3,109-96,,
5:18.0,,,109-96,,H. Barnes misses 3-pt shot from 25 ft
5:17.0,,,109-96,,Offensive rebound by S. Curry
5:05.0,,,109-96,,S. Livingston misses 2-pt shot from 13 ft
5:04.0,Defensive rebound by L. James,,109-96,,
4:43.0,L. James misses 2-pt shot from 16 ft,,109-96,,
4:41.0,Offensive rebound by Team,,109-96,,
4:41.0,Cleveland full timeout,,109-96,,
4:41.0,,,109-96,,B. Rush enters the game for S. Livingston
4:19.0,Turnover by L. James (lost ball; steal by B. Rush),,109-96,,
4:10.0,,,109-96,,S. Curry misses 3-pt shot from 23 ft
4:09.0,Defensive rebound by T. Thompson,,109-96,,
3:52.0,K. Irving misses 2-pt shot from 19 ft,,109-96,,
3:52.0,,,109-96,,Defensive rebound by Team
3:41.0,,,109-96,,B. Rush misses 3-pt shot from 23 ft
3:40.0,Defensive rebound by L. James,,109-96,,
3:22.0,L. James makes 2-pt shot from 9 ft,2,111-96,,
3:22.0,Shooting foul by B. Rush (drawn by L. James),,111-96,,
3:22.0,I. Shumpert enters the game for K. Love,,111-96,,
3:22.0,L. James makes free throw 1 of 1,1,112-96,,
3:11.0,,,112-96,,H. Barnes misses 2-pt shot from 2 ft
3:10.0,Defensive rebound by T. Thompson,,112-96,,
2:51.0,L. James misses 3-pt shot from 26 ft,,112-96,,
2:50.0,,,112-96,,Defensive rebound by B. Rush
2:33.0,,,112-96,,H. Barnes misses 3-pt shot from 26 ft
2:32.0,Defensive rebound by K. Irving,,112-96,,
2:17.0,K. Irving misses 2-pt shot from 5 ft (block by S. Curry),,112-96,,
2:15.0,,,112-96,,Defensive rebound by Team
2:15.0,,,112-96,,Golden State full timeout
2:15.0,,,112-96,,M. Speights enters the game for A. Iguodala
2:15.0,,,112-96,,J. McAdoo enters the game for H. Barnes
2:15.0,,,112-96,,A. Varejao enters the game for K. Thompson
2:15.0,,,112-96,,L. Barbosa enters the game for S. Curry
1:53.0,,,112-96,,M. Speights misses 3-pt shot from 30 ft
1:52.0,Defensive rebound by T. Thompson,,112-96,,
1:52.0,Cleveland full timeout,,112-96,,
1:52.0,M. Williams enters the game for L. James,,112-96,,
1:52.0,T. Mozgov enters the game for T. Thompson,,112-96,,
1:52.0,M. Dellavedova enters the game for J. Smith,,112-96,,
1:52.0,J. Jones enters the game for I. Shumpert,,112-96,,
1:52.0,D. Jones enters the game for K. Irving,,112-96,,
1:27.0,M. Dellavedova misses 3-pt shot from 24 ft (block by B. Rush),,112-96,,
1:26.0,,,112-96,,Defensive rebound by J. McAdoo
1:18.0,,,112-96,,L. Barbosa misses 2-pt shot from 3 ft
1:18.0,,,112-96,,Offensive rebound by A. Varejao
1:09.0,Personal foul by D. Jones,,112-96,,
1:01.0,Personal foul by T. Mozgov,,112-96,,
1:01.0,,,112-96,,A. Varejao misses free throw 1 of 2
1:01.0,,,112-96,,Offensive rebound by Team
1:01.0,,,112-97,1,A. Varejao makes free throw 2 of 2
0:39.0,Offensive charge foul by M. Williams,,112-97,,
0:39.0,Turnover by M. Williams (offensive foul),,112-97,,
0:22.0,,,112-97,,Turnover by M. Speights (back court)
0:00.0,End of 4th quarter,,,,End of 4th quarter
