time,Orlando,pts.away,score,pts.home,Cleveland
0:00.0,,,13-29,,M. Dellavedova misses 2-pt shot from 5 ft
0:00.0,,,13-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,T. Harris misses 3-pt shot from 24 ft,,13-29,,
11:38.0,,,13-29,,Defensive rebound by M. Dellavedova
11:18.0,,,13-29,,M. Dellavedova misses 3-pt shot from 26 ft
11:17.0,Defensive rebound by T. Harris,,13-29,,
11:00.0,D. Dedmon makes 2-pt shot from 6 ft (assist by M. Hezonja),2,15-29,,
10:46.0,,,15-29,,J. Jones misses 3-pt shot from 25 ft
10:46.0,Defensive rebound by D. Dedmon,,15-29,,
10:35.0,V. Oladipo misses 2-pt shot from 13 ft,,15-29,,
10:34.0,,,15-29,,Defensive rebound by I. Shumpert
10:18.0,,,15-29,,T. Mozgov misses 2-pt shot from 10 ft
10:16.0,Defensive rebound by A. Nicholson,,15-29,,
10:04.0,,,15-29,,Personal foul by R. Jefferson (drawn by T. Harris)
9:49.0,T. Harris misses 3-pt shot from 22 ft,,15-29,,
9:49.0,,,15-29,,Defensive rebound by T. Mozgov
9:40.0,,,15-31,2,T. Mozgov makes 2-pt shot at rim (assist by M. Dellavedova)
9:17.0,M. Hezonja misses 3-pt shot from 25 ft,,15-31,,
9:17.0,,,15-31,,Defensive rebound by M. Dellavedova
9:00.0,,,15-31,,I. Shumpert misses 3-pt shot from 24 ft
9:00.0,Defensive rebound by T. Harris,,15-31,,
8:46.0,V. Oladipo misses 2-pt shot from 15 ft,,15-31,,
8:45.0,,,15-31,,Defensive rebound by T. Mozgov
8:39.0,,,15-31,,Cleveland full timeout
8:39.0,E. Payton enters the game for V. Oladipo,,15-31,,
8:39.0,N. Vucevic enters the game for D. Dedmon,,15-31,,
8:39.0,,,15-31,,L. James enters the game for R. Jefferson
8:25.0,,,15-33,2,L. James makes 2-pt shot from 21 ft (assist by T. Mozgov)
8:05.0,Turnover by N. Vucevic (traveling),,15-33,,
7:49.0,,,15-33,,L. James misses 2-pt shot from 17 ft
7:48.0,Defensive rebound by N. Vucevic,,15-33,,
7:40.0,N. Vucevic misses 2-pt shot from 19 ft,,15-33,,
7:40.0,,,15-33,,Defensive rebound by L. James
7:25.0,,,15-35,2,L. James makes 2-pt shot at rim (assist by T. Mozgov)
7:15.0,,,15-35,,Personal foul by L. James (drawn by T. Harris)
7:15.0,,,15-35,,K. Irving enters the game for M. Dellavedova
7:03.0,N. Vucevic misses 2-pt shot from 15 ft,,15-35,,
7:03.0,,,15-35,,Defensive rebound by L. James
6:57.0,A. Gordon enters the game for A. Nicholson,,15-35,,
6:55.0,,,15-35,,Shooting foul by T. Harris (drawn by T. Mozgov)
6:55.0,,,15-36,1,T. Mozgov makes free throw 1 of 2
6:55.0,E. Fournier enters the game for T. Harris,,15-36,,
6:55.0,,,15-37,1,T. Mozgov makes free throw 2 of 2
6:34.0,E. Payton misses 2-pt shot from 15 ft,,15-37,,
6:34.0,,,15-37,,Defensive rebound by L. James
6:25.0,Def 3 sec tech foul by N. Vucevic,,15-37,,
6:25.0,,,15-38,1,K. Irving makes technical free throw
6:19.0,,,15-40,2,T. Mozgov makes 2-pt shot at rim (assist by K. Irving)
6:19.0,,,15-40,,Shooting foul by N. Vucevic (drawn by T. Mozgov)
6:19.0,D. Dedmon enters the game for N. Vucevic,,15-40,,
6:19.0,,,15-40,,J. Smith enters the game for I. Shumpert
6:19.0,,,15-41,1,T. Mozgov makes free throw 1 of 1
6:07.0,M. Hezonja misses 2-pt shot at rim,,15-41,,
6:06.0,Offensive rebound by M. Hezonja,,15-41,,
6:05.0,M. Hezonja makes 2-pt shot from 1 ft,2,17-41,,
5:46.0,,,17-44,3,L. James makes 3-pt shot from 26 ft (assist by J. Jones)
5:43.0,Offensive foul by E. Payton,,17-44,,
5:43.0,Turnover by E. Payton (offensive foul),,17-44,,
5:43.0,Official timeout,,17-44,,
5:43.0,S. Napier enters the game for E. Payton,,17-44,,
5:43.0,,,17-44,,K. Love enters the game for J. Jones
5:33.0,,,17-44,,Shooting foul by A. Gordon (drawn by K. Love)
5:33.0,,,17-45,1,K. Love makes free throw 1 of 3
5:33.0,,,17-46,1,K. Love makes free throw 2 of 3
5:33.0,,,17-46,,K. Love misses free throw 3 of 3
5:32.0,Defensive rebound by D. Dedmon,,17-46,,
5:17.0,A. Gordon makes 2-pt shot from 7 ft (assist by E. Fournier),2,19-46,,
5:02.0,,,19-46,,K. Irving misses 2-pt shot from 21 ft
5:01.0,Defensive rebound by A. Gordon,,19-46,,
4:59.0,,,19-46,,Personal foul by T. Mozgov (drawn by A. Gordon)
4:59.0,,,19-46,,T. Thompson enters the game for T. Mozgov
4:43.0,A. Gordon makes 2-pt shot at rim (assist by M. Hezonja),2,21-46,,
4:19.0,,,21-46,,K. Irving misses 3-pt shot from 23 ft
4:18.0,Defensive rebound by S. Napier,,21-46,,
4:09.0,A. Gordon makes 3-pt shot from 24 ft (assist by S. Napier),3,24-46,,
4:08.0,,,24-46,,Cleveland full timeout
3:54.0,Personal foul by E. Fournier (drawn by L. James),,24-46,,
3:48.0,,,24-46,,J. Smith misses 2-pt shot from 9 ft
3:47.0,,,24-46,,Offensive rebound by J. Smith
3:45.0,,,24-46,,Turnover by K. Irving (step out of bounds)
3:33.0,Turnover by E. Fournier (lost ball; steal by J. Smith),,24-46,,
3:24.0,,,24-46,,L. James misses 2-pt shot from 1 ft
3:22.0,Defensive rebound by D. Dedmon,,24-46,,
3:14.0,Turnover by S. Napier (bad pass; steal by L. James),,24-46,,
3:08.0,,,24-48,2,L. James makes 2-pt shot from 1 ft (assist by K. Love)
2:54.0,S. Napier makes 2-pt shot from 2 ft,2,26-48,,
2:40.0,,,26-48,,Shooting foul by D. Dedmon (drawn by T. Thompson)
2:40.0,Orlando full timeout,,26-48,,
2:40.0,,,26-48,,T. Thompson misses free throw 1 of 2
2:40.0,,,26-48,,Offensive rebound by Team
2:40.0,,,26-48,,T. Thompson misses free throw 2 of 2
2:36.0,Defensive rebound by D. Dedmon,,26-48,,
2:25.0,,,26-48,,Personal foul by K. Irving (drawn by S. Napier)
2:15.0,M. Hezonja misses 2-pt shot from 17 ft,,26-48,,
2:14.0,,,26-48,,Defensive rebound by J. Smith
1:55.0,,,26-50,2,L. James makes 2-pt shot at rim
1:45.0,Shooting foul by K. Love (drawn by S. Napier),,26-50,,
1:45.0,S. Napier makes free throw 1 of 2,1,27-50,,
1:45.0,S. Napier makes free throw 2 of 2,1,28-50,,
1:28.0,,,28-52,2,T. Thompson makes 2-pt shot at rim (assist by K. Love)
1:19.0,,,28-52,,Personal foul by J. Smith (drawn by E. Fournier)
1:19.0,E. Fournier makes free throw 1 of 2,1,29-52,,
1:19.0,E. Fournier makes free throw 2 of 2,1,30-52,,
1:08.0,,,30-54,2,K. Irving makes 2-pt shot from 1 ft
0:54.0,D. Dedmon makes 2-pt shot at rim (assist by E. Fournier),2,32-54,,
0:35.0,,,32-54,,Shooting foul by S. Napier (drawn by K. Irving)
0:35.0,,,32-55,1,K. Irving makes free throw 1 of 2
0:35.0,,,32-55,,K. Irving misses free throw 2 of 2
0:34.0,Defensive rebound by A. Gordon,,32-55,,
0:27.0,S. Napier misses 3-pt shot from 27 ft,,32-55,,
0:27.0,,,32-55,,Defensive rebound by L. James
0:22.0,,,32-55,,Turnover by K. Love (bad pass)
0:01.0,S. Napier misses 2-pt shot from 19 ft,,32-55,,
0:00.0,,,32-55,,Defensive rebound by L. James
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,E. Fournier makes 2-pt shot from 4 ft (assist by N. Vucevic),2,34-55,,
11:31.0,Personal foul by C. Frye (drawn by T. Thompson),,34-55,,
11:16.0,,,34-58,3,J. Smith makes 3-pt shot from 23 ft (assist by K. Irving)
11:01.0,Turnover by E. Fournier (bad pass),,34-58,,
10:44.0,,,34-58,,J. Smith misses 3-pt shot from 26 ft
10:43.0,,,34-58,,Offensive rebound by T. Thompson
10:39.0,,,34-58,,K. Irving misses 3-pt shot from 22 ft
10:37.0,Defensive rebound by N. Vucevic,,34-58,,
10:23.0,E. Payton misses 2-pt shot from 9 ft,,34-58,,
10:22.0,,,34-58,,Defensive rebound by K. Love
10:14.0,,,34-58,,L. James misses 2-pt shot from 14 ft
10:13.0,Defensive rebound by C. Frye,,34-58,,
10:07.0,E. Fournier misses 3-pt shot from 26 ft,,34-58,,
10:04.0,Offensive rebound by Team,,34-58,,
9:55.0,N. Vucevic makes 2-pt shot from 17 ft (assist by E. Payton),2,36-58,,
9:28.0,,,36-60,2,K. Irving makes 2-pt shot from 1 ft
9:13.0,T. Harris makes 2-pt shot from 5 ft,2,38-60,,
9:04.0,Violation by N. Vucevic (kicked ball),,38-60,,
8:47.0,,,38-60,,K. Love misses 3-pt shot from 26 ft
8:47.0,Defensive rebound by T. Harris,,38-60,,
8:36.0,C. Frye makes 3-pt shot from 25 ft (assist by T. Harris),3,41-60,,
8:22.0,,,41-60,,Shooting foul by C. Frye (drawn by K. Love)
8:22.0,,,41-61,1,K. Love makes free throw 1 of 2
8:22.0,,,41-61,,K. Love misses free throw 2 of 2
8:21.0,Defensive rebound by N. Vucevic,,41-61,,
8:09.0,,,41-61,,Personal foul by L. James (drawn by T. Harris)
7:58.0,E. Fournier misses 3-pt shot from 24 ft,,41-61,,
7:58.0,Offensive rebound by E. Payton,,41-61,,
7:45.0,N. Vucevic makes 2-pt shot from 12 ft,2,43-61,,
7:31.0,,,43-61,,K. Irving misses 3-pt shot from 26 ft
7:30.0,,,43-61,,Offensive rebound by T. Thompson
7:18.0,,,43-61,,K. Love misses 2-pt shot from 12 ft
7:17.0,Defensive rebound by T. Harris,,43-61,,
7:10.0,T. Harris misses 2-pt shot from 3 ft (block by J. Smith),,43-61,,
7:09.0,,,43-61,,Defensive rebound by K. Love
7:08.0,Personal foul by E. Fournier (drawn by L. James),,43-61,,
7:00.0,,,43-63,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
6:45.0,Turnover by E. Payton (traveling),,43-63,,
6:33.0,Personal foul by C. Frye (drawn by K. Love),,43-63,,
6:33.0,Technical foul by T. Harris,,43-63,,
6:33.0,,,43-64,1,K. Irving makes technical free throw
6:29.0,Jump ball: E. Fournier vs. T. Thompson (J. Smith gains possession),,,,Jump ball: E. Fournier vs. T. Thompson (J. Smith gains possession)
6:17.0,,,43-64,,J. Smith misses 3-pt shot from 25 ft
6:16.0,,,43-64,,Offensive rebound by Team
6:10.0,,,43-64,,Turnover by Team (shot clock)
6:10.0,Shooting foul by J. Smith (drawn by E. Fournier),,43-64,,
6:10.0,E. Fournier makes free throw 1 of 2,1,44-64,,
6:10.0,E. Fournier makes free throw 2 of 2,1,45-64,,
5:48.0,,,45-64,,K. Irving misses 2-pt shot from 8 ft
5:47.0,,,45-64,,Offensive rebound by K. Irving
5:47.0,Personal foul by N. Vucevic (drawn by K. Irving),,45-64,,
5:47.0,,,45-64,,Cleveland full timeout
5:47.0,J. Smith enters the game for N. Vucevic,,45-64,,
5:47.0,,,45-64,,I. Shumpert enters the game for J. Smith
5:47.0,,,45-64,,K. Irving misses free throw 1 of 2
5:47.0,,,45-64,,Offensive rebound by Team
5:47.0,,,45-65,1,K. Irving makes free throw 2 of 2
5:32.0,J. Smith makes 2-pt shot from 1 ft (assist by E. Payton),2,47-65,,
5:02.0,,,47-65,,K. Irving misses 2-pt shot from 15 ft
4:58.0,,,47-65,,Offensive rebound by T. Thompson
4:58.0,,,47-67,2,T. Thompson makes 2-pt shot from 1 ft
4:45.0,E. Payton misses 2-pt shot from 3 ft,,47-67,,
4:45.0,Offensive rebound by E. Payton,,47-67,,
4:39.0,E. Fournier misses 3-pt shot from 25 ft,,47-67,,
4:39.0,,,47-67,,Defensive rebound by K. Love
4:37.0,Personal foul by C. Frye (drawn by L. James),,47-67,,
4:37.0,,,47-68,1,L. James makes free throw 1 of 2
4:37.0,V. Oladipo enters the game for E. Payton,,47-68,,
4:37.0,A. Nicholson enters the game for C. Frye,,47-68,,
4:37.0,,,47-68,,M. Dellavedova enters the game for K. Irving
4:37.0,,,47-68,,L. James misses free throw 2 of 2
4:35.0,Defensive rebound by J. Smith,,47-68,,
4:21.0,V. Oladipo makes 2-pt shot from 20 ft,2,49-68,,
3:59.0,,,49-70,2,L. James makes 2-pt shot from 17 ft
3:45.0,V. Oladipo misses 3-pt shot from 24 ft,,49-70,,
3:44.0,,,49-70,,Defensive rebound by K. Love
3:31.0,,,49-73,3,L. James makes 3-pt shot from 25 ft (assist by M. Dellavedova)
3:08.0,A. Nicholson misses 2-pt shot from 10 ft,,49-73,,
3:06.0,,,49-73,,Defensive rebound by K. Love
2:57.0,,,49-73,,L. James misses 3-pt shot from 26 ft
2:56.0,Defensive rebound by J. Smith,,49-73,,
2:41.0,A. Nicholson misses 3-pt shot from 26 ft,,49-73,,
2:41.0,,,49-73,,Defensive rebound by K. Love
2:30.0,,,49-73,,I. Shumpert misses 2-pt shot from 19 ft
2:29.0,,,49-73,,Offensive rebound by T. Thompson
2:11.0,,,49-76,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by I. Shumpert)
2:11.0,Orlando full timeout,,49-76,,
2:11.0,A. Gordon enters the game for T. Harris,,49-76,,
2:11.0,M. Hezonja enters the game for E. Fournier,,49-76,,
1:54.0,M. Hezonja misses 3-pt shot from 25 ft,,49-76,,
1:54.0,,,49-76,,Defensive rebound by K. Love
1:49.0,,,49-79,3,L. James makes 3-pt shot from 25 ft
1:22.0,V. Oladipo misses 2-pt shot from 21 ft,,49-79,,
1:21.0,,,49-79,,Defensive rebound by K. Love
1:06.0,,,49-79,,M. Dellavedova misses 3-pt shot from 25 ft
1:05.0,,,49-79,,Offensive rebound by K. Love
1:05.0,Personal foul by J. Smith (drawn by T. Thompson),,49-79,,
1:05.0,,,49-79,,T. Thompson misses free throw 1 of 2
1:05.0,,,49-79,,Offensive rebound by Team
1:05.0,,,49-80,1,T. Thompson makes free throw 2 of 2
0:49.0,J. Smith makes 2-pt shot from 18 ft (assist by V. Oladipo),2,51-80,,
0:33.0,,,51-80,,L. James misses 2-pt shot from 16 ft
0:32.0,,,51-80,,Offensive rebound by T. Thompson
0:32.0,Personal foul by J. Smith (drawn by T. Thompson),,51-80,,
0:32.0,,,51-80,,T. Thompson misses free throw 1 of 2
0:32.0,,,51-80,,Offensive rebound by Team
0:32.0,,,51-81,1,T. Thompson makes free throw 2 of 2
0:22.0,,,51-81,,Personal foul by M. Dellavedova (drawn by V. Oladipo)
0:11.0,V. Oladipo misses 2-pt shot from 19 ft,,51-81,,
0:10.0,Offensive rebound by Team,,51-81,,
0:08.0,,,51-81,,Loose ball foul by I. Shumpert (drawn by J. Smith)
0:08.0,J. Smith makes free throw 1 of 2,1,52-81,,
0:08.0,J. Smith makes free throw 2 of 2,1,53-81,,
0:02.0,,,53-81,,L. James misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by A. Nicholson,,53-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,53-84,3,R. Jefferson makes 3-pt shot from 26 ft (assist by M. Dellavedova)
11:30.0,,,53-84,,Personal foul by I. Shumpert (drawn by M. Hezonja)
11:20.0,A. Nicholson makes 3-pt shot from 23 ft (assist by A. Gordon),3,56-84,,
10:57.0,,,56-84,,J. Jones misses 3-pt shot from 24 ft
10:57.0,Defensive rebound by A. Gordon,,56-84,,
10:47.0,D. Dedmon makes 2-pt shot at rim (assist by A. Gordon),2,58-84,,
10:27.0,,,58-84,,M. Dellavedova misses 3-pt shot from 25 ft
10:26.0,Defensive rebound by M. Hezonja,,58-84,,
10:18.0,M. Hezonja misses 3-pt shot from 24 ft,,58-84,,
10:17.0,,,58-84,,Defensive rebound by T. Mozgov
10:07.0,,,58-84,,R. Jefferson misses 3-pt shot from 24 ft
10:06.0,,,58-84,,Offensive rebound by T. Mozgov
9:57.0,,,58-84,,T. Mozgov misses 2-pt shot from 3 ft
9:56.0,Defensive rebound by M. Hezonja,,58-84,,
9:49.0,D. Dedmon makes 2-pt shot at rim (assist by M. Hezonja),2,60-84,,
9:32.0,,,60-84,,Shooting foul by A. Nicholson (drawn by J. Jones)
9:32.0,,,60-85,1,J. Jones makes free throw 1 of 3
9:32.0,,,60-86,1,J. Jones makes free throw 2 of 3
9:32.0,,,60-87,1,J. Jones makes free throw 3 of 3
9:16.0,A. Nicholson misses 3-pt shot from 24 ft,,60-87,,
9:15.0,Offensive rebound by A. Gordon,,60-87,,
9:09.0,Turnover by A. Gordon (lost ball; steal by R. Jefferson),,60-87,,
8:56.0,,,60-89,2,J. Jones makes 2-pt shot from 1 ft (assist by M. Dellavedova)
8:36.0,A. Gordon makes 2-pt shot from 11 ft,2,62-89,,
8:19.0,Personal foul by D. Dedmon (drawn by T. Mozgov),,62-89,,
8:19.0,Official timeout,,62-89,,
8:14.0,,,62-89,,Turnover by M. Dellavedova (bad pass)
8:01.0,Turnover by M. Hezonja (bad pass; steal by T. Mozgov),,62-89,,
7:48.0,Personal foul by A. Nicholson (drawn by T. Mozgov),,62-89,,
7:48.0,,,62-89,,M. Williams enters the game for M. Dellavedova
7:35.0,,,62-92,3,M. Williams makes 3-pt shot from 26 ft (assist by R. Jefferson)
7:19.0,M. Hezonja misses 2-pt shot from 21 ft,,62-92,,
7:19.0,,,62-92,,Defensive rebound by T. Mozgov
7:07.0,,,62-92,,M. Williams misses 2-pt shot from 11 ft
7:05.0,Defensive rebound by M. Hezonja,,62-92,,
6:51.0,Shooting foul by R. Jefferson (drawn by S. Napier),,62-92,,
6:51.0,S. Napier makes free throw 1 of 2,1,63-92,,
6:51.0,,,63-92,,Violation by Team (delay of game)
6:51.0,,,63-92,,A. Varejao enters the game for T. Mozgov
6:51.0,,,63-92,,J. Cunningham enters the game for I. Shumpert
6:51.0,S. Napier makes free throw 2 of 2,1,64-92,,
6:36.0,,,64-92,,R. Jefferson misses 3-pt shot from 24 ft
6:36.0,Defensive rebound by S. Napier,,64-92,,
6:15.0,M. Hezonja makes 3-pt shot from 25 ft,3,67-92,,
5:57.0,,,67-92,,J. Cunningham misses 2-pt shot from 19 ft
5:56.0,Defensive rebound by D. Dedmon,,67-92,,
5:41.0,A. Nicholson misses 2-pt shot from 11 ft,,67-92,,
5:40.0,,,67-92,,Defensive rebound by A. Varejao
5:34.0,,,67-92,,M. Williams misses 3-pt shot from 23 ft
5:34.0,Defensive rebound by A. Gordon,,67-92,,
5:31.0,,,67-92,,Personal foul by M. Williams (drawn by M. Hezonja)
5:31.0,,,67-92,,Cleveland full timeout
5:19.0,Offensive foul by M. Hezonja,,67-92,,
5:19.0,Turnover by M. Hezonja (offensive foul),,67-92,,
5:04.0,,,67-92,,Shooting foul by A. Nicholson (drawn by M. Williams)
5:04.0,,,67-93,1,M. Williams makes free throw 1 of 3
5:04.0,,,67-94,1,M. Williams makes free throw 2 of 3
5:04.0,,,67-95,1,M. Williams makes free throw 3 of 3
4:44.0,S. Napier misses 3-pt shot from 26 ft,,67-95,,
4:44.0,Offensive rebound by A. Nicholson,,67-95,,
4:42.0,Shooting foul by A. Varejao (drawn by A. Nicholson),,67-95,,
4:42.0,A. Nicholson makes free throw 1 of 2,1,68-95,,
4:42.0,A. Nicholson misses free throw 2 of 2,,68-95,,
4:40.0,,,68-95,,Defensive rebound by J. Jones
4:20.0,,,68-95,,Shooting foul by A. Gordon (drawn by R. Jefferson)
4:20.0,,,68-95,,R. Jefferson misses free throw 1 of 3
4:20.0,,,68-95,,Offensive rebound by Team
4:20.0,,,68-95,,R. Jefferson misses free throw 2 of 3
4:20.0,,,68-95,,Offensive rebound by Team
4:20.0,,,68-95,,R. Jefferson misses free throw 3 of 3
4:17.0,Defensive rebound by A. Gordon,,68-95,,
4:02.0,D. Dedmon misses 2-pt shot from 15 ft,,68-95,,
4:02.0,Offensive rebound by Team,,68-95,,
4:02.0,,,68-95,,Personal foul by J. Cunningham (drawn by M. Hezonja)
4:02.0,M. Hezonja makes free throw 1 of 2,1,69-95,,
4:02.0,M. Hezonja makes free throw 2 of 2,1,70-95,,
3:47.0,,,70-95,,M. Williams misses 3-pt shot from 24 ft
3:46.0,Defensive rebound by A. Nicholson,,70-95,,
3:34.0,A. Gordon misses 2-pt shot from 15 ft,,70-95,,
3:33.0,,,70-95,,Defensive rebound by J. Cunningham
3:28.0,,,70-95,,Turnover by J. Cunningham (bad pass; steal by S. Napier)
3:21.0,S. Napier makes 2-pt shot from 1 ft,2,72-95,,
3:12.0,,,72-95,,J. Cunningham misses 2-pt shot from 2 ft (block by D. Dedmon)
3:11.0,Defensive rebound by S. Napier,,72-95,,
3:08.0,Turnover by S. Napier (bad pass),,72-95,,
