time,San Antonio,pts.away,score,pts.home,Houston
2:33.0,K. Leonard makes free throw 1 of 1,1,21-9,,
2:15.0,,,21-9,,Turnover by J. Terry (bad pass)
2:00.0,K. Anderson makes 2-pt shot from 1 ft (assist by P. Mills),2,23-9,,
2:00.0,,,23-9,,Houston full timeout
2:00.0,,,23-9,,T. Ariza enters the game for J. Harden
2:00.0,,,23-9,,T. Lawson enters the game for T. Jones
2:00.0,D. Green enters the game for K. Leonard,,23-9,,
1:39.0,,,23-11,2,T. Lawson makes 2-pt shot from 1 ft (assist by D. Motiejunas)
1:21.0,K. Anderson makes 3-pt shot from 23 ft (assist by D. West),3,26-11,,
1:04.0,,,26-11,,Turnover by D. Motiejunas (lost ball)
0:44.0,Turnover by K. Anderson (bad pass; steal by T. Lawson),,26-11,,
0:42.0,Personal foul by P. Mills (drawn by J. Terry),,26-11,,
0:22.0,,,26-11,,T. Lawson misses 2-pt shot from 21 ft
0:21.0,Defensive rebound by P. Mills,,26-11,,
0:00.0,D. Green misses 3-pt shot from 25 ft,,26-11,,
0:00.0,Offensive rebound by Team,,26-11,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,D. Green misses 3-pt shot from 22 ft,,26-11,,
11:36.0,,,26-11,,Defensive rebound by D. Howard
11:20.0,,,26-13,2,C. Brewer makes 2-pt shot from 1 ft
11:10.0,B. Diaw makes 2-pt shot from 4 ft (assist by D. West),2,28-13,,
10:57.0,,,28-13,,T. Lawson misses 2-pt shot from 9 ft
10:57.0,Defensive rebound by Team,,28-13,,
10:57.0,,,28-13,,Loose ball foul by D. Howard (drawn by D. West)
10:45.0,D. West makes 2-pt shot from 18 ft (assist by K. Anderson),2,30-13,,
10:29.0,,,30-13,,Turnover by J. Terry (step out of bounds)
10:29.0,,,30-13,,J. Smith enters the game for C. Brewer
10:06.0,D. West makes 2-pt shot from 13 ft (assist by K. Anderson),2,32-13,,
9:50.0,,,32-13,,T. Ariza misses 2-pt shot from 15 ft
9:49.0,Defensive rebound by D. Green,,32-13,,
9:32.0,D. Green makes 2-pt shot from 2 ft (assist by B. Diaw),2,34-13,,
9:07.0,,,34-15,2,J. Terry makes 2-pt shot from 18 ft
8:54.0,D. West misses 2-pt shot from 16 ft,,34-15,,
8:53.0,,,34-15,,Defensive rebound by D. Howard
8:49.0,,,34-15,,Offensive foul by T. Lawson
8:49.0,,,34-15,,Turnover by T. Lawson (offensive foul)
8:49.0,Official timeout,,34-15,,
8:49.0,T. Duncan enters the game for D. West,,34-15,,
8:49.0,K. Leonard enters the game for K. Anderson,,34-15,,
8:49.0,,,34-15,,J. Harden enters the game for J. Terry
8:49.0,,,34-15,,P. Beverley enters the game for T. Lawson
8:36.0,,,34-15,,Personal foul by P. Beverley (drawn by P. Mills)
8:25.0,P. Mills misses 3-pt shot from 23 ft,,34-15,,
8:24.0,,,34-15,,Defensive rebound by J. Smith
8:19.0,,,34-15,,J. Harden misses 2-pt shot from 3 ft (block by D. Green)
8:19.0,Defensive rebound by D. Green,,34-15,,
8:04.0,Turnover by K. Leonard (lost ball; steal by T. Ariza),,34-15,,
8:00.0,,,34-15,,Offensive charge foul by J. Harden
8:00.0,,,34-15,,Turnover by J. Harden (offensive foul)
7:37.0,D. Green misses 2-pt shot from 21 ft,,34-15,,
7:36.0,,,34-15,,Defensive rebound by J. Smith
7:26.0,,,34-18,3,T. Ariza makes 3-pt shot from 23 ft (assist by J. Smith)
7:26.0,San Antonio full timeout,,34-18,,
7:26.0,T. Parker enters the game for P. Mills,,34-18,,
7:26.0,L. Aldridge enters the game for B. Diaw,,34-18,,
7:14.0,Turnover by T. Duncan (bad pass),,34-18,,
7:05.0,,,34-18,,J. Harden misses 2-pt shot from 7 ft (block by K. Leonard)
7:05.0,,,34-18,,Offensive rebound by Team
7:05.0,K. Anderson enters the game for D. Green,,34-18,,
6:50.0,,,34-18,,J. Smith misses 2-pt shot from 8 ft
6:47.0,Defensive rebound by K. Leonard,,34-18,,
6:46.0,San Antonio full timeout,,34-18,,
6:36.0,T. Parker makes 2-pt shot from 1 ft (assist by T. Duncan),2,36-18,,
6:23.0,,,36-18,,J. Smith misses 3-pt shot from 24 ft
6:22.0,Defensive rebound by L. Aldridge,,36-18,,
6:10.0,L. Aldridge misses 2-pt shot from 18 ft,,36-18,,
6:10.0,,,36-18,,Defensive rebound by P. Beverley
6:05.0,,,36-18,,Shooting foul by K. Leonard (drawn by J. Harden)
6:05.0,,,36-19,1,J. Harden makes free throw 1 of 2
6:05.0,,,36-20,1,J. Harden makes free throw 2 of 2
5:53.0,L. Aldridge misses 2-pt shot from 19 ft,,36-20,,
5:52.0,,,36-20,,Defensive rebound by J. Harden
5:46.0,,,36-23,3,J. Harden makes 3-pt shot from 24 ft
5:29.0,Shooting foul by P. Beverley (drawn by K. Anderson),,36-23,,
5:29.0,K. Anderson makes free throw 1 of 2,1,37-23,,
5:29.0,K. Anderson makes free throw 2 of 2,1,38-23,,
5:16.0,,,38-25,2,J. Smith makes 2-pt shot from 5 ft
4:52.0,K. Anderson misses 3-pt shot from 23 ft,,38-25,,
4:49.0,,,38-25,,Defensive rebound by P. Beverley
4:35.0,,,38-25,,D. Howard misses 2-pt shot from 3 ft (block by L. Aldridge)
4:34.0,,,38-25,,Offensive rebound by J. Smith
4:31.0,,,38-27,2,D. Howard makes 2-pt shot at rim (assist by J. Smith)
4:02.0,K. Leonard makes 3-pt shot from 25 ft (assist by K. Anderson),3,41-27,,
3:54.0,,,41-29,2,J. Harden makes 2-pt shot from 2 ft
3:27.0,L. Aldridge makes 2-pt shot from 2 ft (assist by T. Duncan),2,43-29,,
3:13.0,,,43-31,2,J. Harden makes 2-pt shot from 5 ft
2:48.0,T. Parker makes 3-pt shot from 26 ft (assist by T. Duncan),3,46-31,,
2:40.0,,,46-31,,Houston full timeout
2:40.0,,,46-31,,J. Terry enters the game for P. Beverley
2:40.0,D. West enters the game for T. Duncan,,46-31,,
2:21.0,,,46-31,,D. Howard misses 2-pt shot from 8 ft
2:20.0,Defensive rebound by K. Leonard,,46-31,,
2:07.0,T. Parker misses 2-pt shot from 20 ft,,46-31,,
2:06.0,,,46-31,,Defensive rebound by D. Howard
1:52.0,,,46-31,,J. Smith misses 2-pt shot from 5 ft
1:51.0,Defensive rebound by K. Leonard,,46-31,,
1:45.0,Turnover by L. Aldridge (traveling),,46-31,,
1:45.0,P. Mills enters the game for T. Parker,,46-31,,
1:45.0,,,46-31,,D. Motiejunas enters the game for J. Smith
1:31.0,,,46-31,,J. Harden misses 2-pt shot from 2 ft
1:30.0,,,46-31,,Offensive rebound by J. Harden
1:19.0,Violation by K. Anderson (kicked ball),,46-31,,
1:19.0,D. Green enters the game for K. Anderson,,46-31,,
1:11.0,,,46-31,,D. Motiejunas misses 3-pt shot from 24 ft
1:10.0,Defensive rebound by D. Green,,46-31,,
0:56.0,L. Aldridge misses 2-pt shot from 9 ft,,46-31,,
0:56.0,Offensive rebound by L. Aldridge,,46-31,,
0:55.0,Shooting foul by D. Motiejunas (drawn by L. Aldridge),,46-31,,
0:55.0,L. Aldridge makes free throw 1 of 2,1,47-31,,
0:55.0,L. Aldridge makes free throw 2 of 2,1,48-31,,
0:44.0,,,48-31,,J. Terry misses 3-pt shot from 25 ft
0:44.0,Defensive rebound by K. Leonard,,48-31,,
0:39.0,K. Leonard makes 3-pt shot from 24 ft,3,51-31,,
0:29.0,,,51-31,,D. Motiejunas misses 2-pt shot from 2 ft
0:27.0,,,51-31,,Offensive rebound by D. Motiejunas
0:20.0,,,51-31,,J. Harden misses 3-pt shot from 26 ft
0:19.0,,,51-31,,Offensive rebound by D. Howard
0:16.0,,,51-31,,J. Terry misses 3-pt shot from 23 ft
0:16.0,Defensive rebound by Team,,51-31,,
0:16.0,,,51-31,,Loose ball foul by D. Motiejunas (drawn by D. Green)
0:16.0,D. Green misses free throw 1 of 2,,51-31,,
0:16.0,Offensive rebound by Team,,51-31,,
0:16.0,D. Green misses free throw 2 of 2,,51-31,,
0:16.0,,,51-31,,Defensive rebound by D. Howard
0:06.0,Personal foul by D. Green (drawn by J. Harden),,51-31,,
0:00.0,,,51-31,,D. Motiejunas misses 3-pt shot from 26 ft
0:00.0,,,51-31,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Turnover by T. Duncan (bad pass; steal by D. Howard),,51-31,,
11:40.0,,,51-31,,T. Ariza misses 3-pt shot from 25 ft
11:39.0,Defensive rebound by L. Aldridge,,51-31,,
11:23.0,T. Parker misses 2-pt shot from 9 ft,,51-31,,
11:22.0,,,51-31,,Defensive rebound by D. Howard
11:13.0,,,51-31,,J. Smith misses 2-pt shot from 5 ft
11:11.0,,,51-31,,Offensive rebound by J. Smith
11:08.0,,,51-31,,J. Smith misses 2-pt shot from 2 ft
11:08.0,Defensive rebound by T. Duncan,,51-31,,
11:03.0,D. Green makes 3-pt shot from 25 ft,3,54-31,,
10:44.0,,,54-31,,D. Howard misses 2-pt shot from 5 ft
10:43.0,Defensive rebound by L. Aldridge,,54-31,,
10:33.0,T. Duncan misses 2-pt shot from 17 ft,,54-31,,
10:32.0,,,54-31,,Defensive rebound by P. Beverley
10:26.0,Personal foul by T. Duncan (drawn by D. Howard),,54-31,,
10:16.0,,,54-31,,D. Howard misses 2-pt shot from 5 ft
10:15.0,Defensive rebound by L. Aldridge,,54-31,,
10:05.0,K. Leonard makes 3-pt shot from 24 ft (assist by L. Aldridge),3,57-31,,
9:50.0,,,57-31,,Turnover by J. Smith (traveling)
9:39.0,,,57-31,,Personal foul by J. Smith (drawn by L. Aldridge)
9:24.0,T. Parker makes 2-pt shot from 1 ft,2,59-31,,
9:15.0,,,59-33,2,J. Harden makes 2-pt shot from 2 ft
9:01.0,T. Duncan misses 2-pt shot from 6 ft,,59-33,,
9:00.0,,,59-33,,Defensive rebound by J. Smith
8:53.0,,,59-33,,J. Harden misses 2-pt shot from 21 ft
8:52.0,Defensive rebound by T. Duncan,,59-33,,
8:32.0,L. Aldridge misses 2-pt shot from 18 ft,,59-33,,
8:31.0,,,59-33,,Defensive rebound by D. Howard
8:25.0,,,59-33,,J. Harden misses 3-pt shot from 26 ft
8:24.0,Defensive rebound by L. Aldridge,,59-33,,
8:06.0,T. Parker makes 3-pt shot from 24 ft (assist by K. Leonard),3,62-33,,
8:06.0,,,62-33,,Houston full timeout
8:06.0,,,62-33,,C. Brewer enters the game for J. Smith
8:06.0,,,62-33,,J. Terry enters the game for P. Beverley
7:52.0,,,62-35,2,D. Howard makes 2-pt shot from 4 ft (assist by T. Ariza)
7:27.0,D. Green makes 3-pt shot from 24 ft (assist by T. Parker),3,65-35,,
7:04.0,,,65-35,,C. Brewer misses 3-pt shot from 23 ft
7:03.0,Defensive rebound by T. Parker,,65-35,,
6:52.0,L. Aldridge misses 2-pt shot from 17 ft,,65-35,,
6:52.0,,,65-35,,Defensive rebound by D. Howard
6:46.0,,,65-38,3,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden)
6:27.0,T. Duncan makes 2-pt shot from 2 ft (assist by T. Parker),2,67-38,,
6:01.0,,,67-40,2,J. Harden makes 2-pt shot from 11 ft
5:36.0,L. Aldridge makes 2-pt shot from 16 ft (assist by T. Parker),2,69-40,,
5:26.0,Personal foul by D. Green (drawn by J. Harden),,69-40,,
5:26.0,P. Mills enters the game for T. Parker,,69-40,,
5:18.0,,,69-40,,C. Brewer misses 2-pt shot from 3 ft
5:18.0,,,69-40,,Offensive rebound by Team
5:18.0,Loose ball foul by D. Green (drawn by D. Howard),,69-40,,
5:18.0,K. Anderson enters the game for T. Duncan,,69-40,,
5:11.0,,,69-40,,D. Howard misses 2-pt shot from 10 ft
5:10.0,Defensive rebound by K. Anderson,,69-40,,
5:01.0,P. Mills misses 3-pt shot from 24 ft,,69-40,,
5:00.0,Offensive rebound by L. Aldridge,,69-40,,
5:00.0,Shooting foul by D. Howard (drawn by L. Aldridge),,69-40,,
5:00.0,L. Aldridge makes free throw 1 of 2,1,70-40,,
5:00.0,L. Aldridge makes free throw 2 of 2,1,71-40,,
4:48.0,Personal foul by D. Green (drawn by D. Howard),,71-40,,
4:46.0,J. Simmons enters the game for D. Green,,71-40,,
4:34.0,,,71-42,2,C. Brewer makes 2-pt shot from 1 ft (assist by J. Harden)
4:14.0,K. Anderson misses 2-pt shot from 10 ft (block by T. Ariza),,71-42,,
4:13.0,Offensive rebound by K. Anderson,,71-42,,
4:13.0,Turnover by K. Anderson (step out of bounds),,71-42,,
3:57.0,,,71-44,2,J. Terry makes 2-pt shot from 3 ft
3:36.0,Turnover by K. Leonard (back court),,71-44,,
3:36.0,D. West enters the game for L. Aldridge,,71-44,,
3:27.0,,,71-46,2,D. Howard makes 2-pt shot from 4 ft (assist by J. Terry)
3:10.0,K. Leonard misses 2-pt shot from 20 ft,,71-46,,
3:10.0,,,71-46,,Defensive rebound by T. Ariza
3:03.0,,,71-48,2,J. Terry makes 2-pt shot from 2 ft
3:02.0,San Antonio full timeout,,71-48,,
3:02.0,,,71-48,,P. Beverley enters the game for T. Ariza
3:02.0,B. Diaw enters the game for J. Simmons,,71-48,,
2:43.0,D. West makes 2-pt shot from 17 ft (assist by B. Diaw),2,73-48,,
2:21.0,,,73-48,,P. Beverley misses 2-pt shot from 11 ft
2:20.0,Defensive rebound by B. Diaw,,73-48,,
2:01.0,K. Anderson misses 2-pt shot from 19 ft,,73-48,,
2:00.0,,,73-48,,Defensive rebound by D. Howard
1:57.0,Personal foul by P. Mills (drawn by C. Brewer),,73-48,,
1:57.0,,,73-49,1,C. Brewer makes free throw 1 of 2
1:57.0,T. Parker enters the game for K. Anderson,,73-49,,
1:57.0,,,73-49,,D. Motiejunas enters the game for D. Howard
1:57.0,,,73-50,1,C. Brewer makes free throw 2 of 2
1:35.0,Turnover by B. Diaw (bad pass),,73-50,,
1:30.0,,,73-52,2,P. Beverley makes 2-pt shot from 1 ft (assist by C. Brewer)
1:18.0,,,73-52,,Personal foul by D. Motiejunas (drawn by D. West)
1:10.0,Shooting foul by C. Brewer (drawn by B. Diaw),,73-52,,
1:10.0,B. Diaw misses free throw 1 of 2,,73-52,,
1:10.0,Offensive rebound by Team,,73-52,,
1:10.0,B. Diaw makes free throw 2 of 2,1,74-52,,
1:00.0,,,74-52,,Turnover by D. Motiejunas (bad pass; steal by D. West)
0:53.0,K. Leonard misses 2-pt shot from 3 ft,,74-52,,
0:52.0,,,74-52,,Defensive rebound by P. Beverley
0:52.0,Personal foul by D. West (drawn by P. Beverley),,74-52,,
0:52.0,,,74-53,1,P. Beverley makes free throw 1 of 2
0:52.0,,,74-54,1,P. Beverley makes free throw 2 of 2
0:37.0,K. Leonard misses 3-pt shot from 25 ft,,74-54,,
0:37.0,,,74-54,,Defensive rebound by J. Harden
0:29.0,,,74-57,3,J. Terry makes 3-pt shot from 23 ft (assist by P. Beverley)
0:10.0,T. Parker makes 2-pt shot from 2 ft,2,76-57,,
0:04.0,,,76-57,,Turnover by J. Harden (step out of bounds)
0:00.0,P. Mills misses 2-pt shot from 20 ft,,76-57,,
0:00.0,Offensive rebound by Team,,76-57,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:56.0,Shooting block foul by K. Leonard (drawn by J. Harden),,76-57,,
11:56.0,,,76-58,1,J. Harden makes free throw 1 of 2
11:56.0,,,76-59,1,J. Harden makes free throw 2 of 2
11:33.0,D. Green misses 3-pt shot from 23 ft,,76-59,,
11:32.0,Offensive rebound by D. West,,76-59,,
11:22.0,,,76-59,,Personal block foul by D. Howard (drawn by T. Parker)
11:09.0,T. Parker misses 2-pt shot from 14 ft,,76-59,,
11:08.0,,,76-59,,Defensive rebound by D. Howard
11:04.0,Violation by D. Green (def goaltending),,76-59,,
11:04.0,,,76-61,2,P. Beverley makes 2-pt shot from 4 ft
10:52.0,,,76-61,,Personal foul by P. Beverley (drawn by T. Parker)
10:52.0,K. Anderson enters the game for T. Parker,,76-61,,
10:52.0,T. Duncan enters the game for D. West,,76-61,,
10:51.0,Turnover by P. Mills (back court),,76-61,,
10:42.0,,,76-61,,J. Harden misses 2-pt shot from 11 ft
10:41.0,Defensive rebound by D. Green,,76-61,,
10:30.0,,,76-61,,Personal foul by C. Brewer (drawn by K. Leonard)
10:20.0,K. Leonard misses 2-pt shot from 11 ft,,76-61,,
10:19.0,,,76-61,,Defensive rebound by P. Beverley
10:13.0,,,76-63,2,P. Beverley makes 2-pt shot from 1 ft
9:50.0,P. Mills makes 2-pt shot from 18 ft (assist by T. Duncan),2,78-63,,
9:38.0,,,78-63,,Turnover by J. Harden (bad pass; steal by K. Leonard)
9:34.0,Shooting foul by P. Beverley (drawn by K. Anderson),,78-63,,
9:34.0,K. Anderson makes 2-pt shot from 11 ft (assist by P. Mills),2,80-63,,
9:34.0,L. Aldridge enters the game for T. Duncan,,80-63,,
9:34.0,,,80-63,,T. Ariza enters the game for J. Terry
9:34.0,K. Anderson misses free throw 1 of 1,,80-63,,
9:34.0,,,80-63,,Defensive rebound by J. Harden
9:21.0,,,80-63,,J. Harden misses 3-pt shot from 24 ft
9:21.0,,,80-63,,Offensive rebound by Team
9:21.0,Loose ball foul by D. Green (drawn by D. Howard),,80-63,,
9:21.0,,,80-63,,Offensive foul by P. Beverley
9:21.0,,,80-63,,Turnover by P. Beverley (offensive foul)
9:21.0,,,80-63,,J. Terry enters the game for P. Beverley
9:06.0,,,80-63,,Shooting block foul by D. Howard (drawn by K. Leonard)
9:06.0,K. Leonard makes free throw 1 of 2,1,81-63,,
9:06.0,,,81-63,,J. Smith enters the game for D. Howard
9:06.0,K. Leonard makes free throw 2 of 2,1,82-63,,
8:54.0,,,82-63,,J. Harden misses 3-pt shot from 22 ft
8:53.0,Defensive rebound by D. Green,,82-63,,
8:36.0,L. Aldridge misses 2-pt shot from 15 ft,,82-63,,
8:35.0,,,82-63,,Defensive rebound by C. Brewer
8:31.0,Shooting block foul by K. Anderson (drawn by C. Brewer),,82-63,,
8:31.0,Official timeout,,82-63,,
8:31.0,T. Parker enters the game for K. Leonard,,82-63,,
8:31.0,R. Butler enters the game for D. Green,,82-63,,
8:31.0,,,82-64,1,C. Brewer makes free throw 1 of 2
8:31.0,,,82-65,1,C. Brewer makes free throw 2 of 2
8:20.0,,,82-65,,Personal foul by J. Smith (drawn by L. Aldridge)
8:20.0,L. Aldridge makes free throw 1 of 2,1,83-65,,
8:20.0,L. Aldridge makes free throw 2 of 2,1,84-65,,
8:08.0,Violation by P. Mills (kicked ball),,84-65,,
7:52.0,,,84-68,3,J. Harden makes 3-pt shot from 25 ft (assist by T. Ariza)
7:35.0,L. Aldridge makes 2-pt shot from 2 ft,2,86-68,,
7:18.0,,,86-68,,Turnover by J. Terry (lost ball; steal by K. Anderson)
7:12.0,Turnover by R. Butler (bad pass; steal by J. Harden),,86-68,,
6:57.0,,,86-70,2,C. Brewer makes 2-pt shot from 2 ft (assist by J. Smith)
6:31.0,L. Aldridge misses 2-pt shot from 10 ft,,86-70,,
6:30.0,,,86-70,,Defensive rebound by C. Brewer
6:25.0,,,86-70,,Shooting foul by T. Parker (drawn by C. Brewer)
6:25.0,,,86-71,1,C. Brewer makes free throw 1 of 2
6:25.0,,,86-71,,C. Brewer misses free throw 2 of 2
6:24.0,,,86-71,,Offensive rebound by C. Brewer
6:18.0,,,86-73,2,J. Harden makes 2-pt shot from 2 ft (assist by J. Terry)
6:18.0,San Antonio full timeout,,86-73,,
6:18.0,D. Green enters the game for K. Anderson,,86-73,,
6:18.0,K. Leonard enters the game for P. Mills,,86-73,,
5:59.0,T. Parker misses 2-pt shot from 16 ft,,86-73,,
5:58.0,Offensive rebound by L. Aldridge,,86-73,,
5:57.0,L. Aldridge makes 2-pt shot from 1 ft,2,88-73,,
5:42.0,,,88-73,,J. Terry misses 3-pt shot from 22 ft
5:41.0,Defensive rebound by K. Leonard,,88-73,,
5:34.0,R. Butler misses 2-pt shot from 3 ft (block by T. Ariza),,88-73,,
5:33.0,,,88-73,,Defensive rebound by J. Terry
5:30.0,,,88-75,2,J. Harden makes 2-pt shot from 2 ft (assist by J. Terry)
5:21.0,,,88-75,,Personal block foul by T. Ariza (drawn by K. Leonard)
5:21.0,K. Leonard makes free throw 1 of 2,1,89-75,,
5:21.0,T. Duncan enters the game for R. Butler,,89-75,,
5:21.0,,,89-75,,D. Howard enters the game for C. Brewer
5:21.0,K. Leonard makes free throw 2 of 2,1,90-75,,
4:59.0,,,90-75,,J. Smith misses 2-pt shot from 2 ft
4:58.0,,,90-75,,Offensive rebound by D. Howard
4:58.0,,,90-77,2,D. Howard makes 2-pt shot at rim
4:40.0,L. Aldridge makes 2-pt shot from 2 ft (assist by T. Duncan),2,92-77,,
4:31.0,,,92-80,3,J. Harden makes 3-pt shot from 24 ft
4:09.0,Shooting foul by T. Ariza (drawn by K. Leonard),,92-80,,
4:09.0,K. Leonard makes free throw 1 of 2,1,93-80,,
4:09.0,K. Leonard makes free throw 2 of 2,1,94-80,,
3:50.0,,,94-83,3,J. Terry makes 3-pt shot from 25 ft (assist by T. Ariza)
3:27.0,T. Duncan misses 2-pt shot from 8 ft,,94-83,,
3:26.0,,,94-83,,Defensive rebound by T. Ariza
3:19.0,,,94-83,,J. Harden misses 2-pt shot from 2 ft
3:18.0,,,94-83,,Offensive rebound by D. Howard
3:13.0,,,94-83,,J. Terry misses 2-pt shot from 9 ft
3:12.0,Defensive rebound by D. Green,,94-83,,
3:08.0,Shooting foul by T. Ariza (drawn by L. Aldridge),,94-83,,
3:08.0,L. Aldridge makes free throw 1 of 2,1,95-83,,
3:08.0,L. Aldridge makes free throw 2 of 2,1,96-83,,
3:07.0,Personal take foul by T. Duncan (drawn by D. Howard),,96-83,,
3:07.0,,,96-84,1,D. Howard makes free throw 1 of 2
3:07.0,,,96-84,,D. Howard misses free throw 2 of 2
3:07.0,Defensive rebound by L. Aldridge,,96-84,,
2:57.0,,,96-84,,Personal foul by T. Ariza (drawn by K. Leonard)
2:57.0,,,96-84,,Houston full timeout
2:57.0,K. Leonard misses free throw 1 of 2,,96-84,,
2:57.0,Offensive rebound by Team,,96-84,,
2:57.0,K. Leonard makes free throw 2 of 2,1,97-84,,
2:57.0,Personal take foul by L. Aldridge (drawn by D. Howard),,97-84,,
2:57.0,,,97-85,1,D. Howard makes free throw 1 of 2
