time,San Antonio,pts.away,score,pts.home,Dallas
10:22.0,Personal foul by D. West (drawn by Z. Pachulia),,62-30,,
10:22.0,B. Diaw enters the game for D. West,,62-30,,
10:17.0,,,62-30,,Offensive foul by Z. Pachulia
10:17.0,,,62-30,,Turnover by Z. Pachulia (offensive foul)
9:58.0,Turnover by T. Parker (traveling),,62-30,,
9:49.0,Shooting block foul by B. Diaw (drawn by D. Williams),,62-30,,
9:49.0,,,62-31,1,D. Williams makes free throw 1 of 2
9:49.0,,,62-32,1,D. Williams makes free throw 2 of 2
9:38.0,K. Leonard misses 2-pt shot from 20 ft,,62-32,,
9:37.0,,,62-32,,Defensive rebound by D. Nowitzki
9:32.0,,,62-32,,D. Williams misses 3-pt shot from 24 ft
9:30.0,Defensive rebound by B. Diaw,,62-32,,
9:16.0,L. Aldridge misses 2-pt shot from 18 ft,,62-32,,
9:15.0,Offensive rebound by B. Diaw,,62-32,,
9:12.0,D. Green makes 3-pt shot from 24 ft (assist by B. Diaw),3,65-32,,
8:58.0,,,65-34,2,W. Matthews makes 2-pt shot from 8 ft
8:46.0,,,65-34,,Personal foul by C. Parsons (drawn by K. Leonard)
8:39.0,K. Leonard makes 2-pt shot from 1 ft (assist by B. Diaw),2,67-34,,
8:23.0,,,67-36,2,D. Nowitzki makes 2-pt shot from 10 ft (assist by D. Williams)
8:08.0,T. Parker makes 2-pt shot from 6 ft (assist by K. Leonard),2,69-36,,
7:53.0,,,69-36,,C. Parsons misses 2-pt shot from 13 ft (block by L. Aldridge)
7:51.0,Defensive rebound by Team,,69-36,,
7:28.0,T. Parker makes 2-pt shot from 15 ft,2,71-36,,
7:16.0,,,71-38,2,Z. Pachulia makes 2-pt shot at rim (assist by D. Williams)
7:15.0,,,71-38,,Technical foul by Z. Pachulia
7:15.0,,,71-38,,S. Mejri enters the game for Z. Pachulia
7:15.0,K. Leonard makes technical free throw,1,72-38,,
6:52.0,B. Diaw makes 3-pt shot from 24 ft (assist by L. Aldridge),3,75-38,,
6:34.0,,,75-38,,D. Nowitzki misses 2-pt shot from 2 ft (block by L. Aldridge)
6:32.0,Defensive rebound by T. Parker,,75-38,,
6:25.0,T. Parker misses 2-pt shot from 16 ft,,75-38,,
6:24.0,,,75-38,,Defensive rebound by W. Matthews
6:18.0,,,75-40,2,D. Nowitzki makes 2-pt shot from 1 ft (assist by W. Matthews)
5:57.0,Shooting foul by D. Nowitzki (drawn by K. Leonard),,75-40,,
5:57.0,K. Leonard makes 2-pt shot from 4 ft,2,77-40,,
5:57.0,,,77-40,,Dallas full timeout
5:57.0,,,77-40,,Technical foul by W. Matthews
5:57.0,,,77-40,,D. Powell enters the game for D. Nowitzki
5:57.0,,,77-40,,R. Felton enters the game for W. Matthews
5:57.0,,,77-40,,C. Villanueva enters the game for S. Mejri
5:57.0,K. Leonard makes technical free throw,1,78-40,,
5:57.0,K. Leonard makes free throw 1 of 1,1,79-40,,
5:37.0,,,79-42,2,D. Powell makes 2-pt shot at rim (assist by C. Villanueva)
5:11.0,K. Leonard misses 3-pt shot from 24 ft,,79-42,,
5:10.0,,,79-42,,Defensive rebound by C. Villanueva
5:01.0,Violation by L. Aldridge (def goaltending),,79-42,,
5:01.0,,,79-44,2,D. Williams makes 2-pt shot from 1 ft
4:46.0,Turnover by K. Leonard (bad pass; steal by R. Felton),,79-44,,
4:42.0,,,79-46,2,R. Felton makes 2-pt shot at rim
4:26.0,Offensive charge foul by T. Parker,,79-46,,
4:26.0,Turnover by T. Parker (offensive foul),,79-46,,
4:26.0,K. Anderson enters the game for K. Leonard,,79-46,,
4:13.0,,,79-46,,Shooting foul by D. Green (drawn by D. Powell)
4:13.0,,,79-47,1,D. Powell makes free throw 1 of 2
4:13.0,,,79-47,,D. Powell misses free throw 2 of 2
4:12.0,Defensive rebound by L. Aldridge,,79-47,,
3:55.0,K. Anderson misses 2-pt shot from 2 ft (block by C. Parsons),,79-47,,
3:53.0,Offensive rebound by L. Aldridge,,79-47,,
3:53.0,L. Aldridge makes 2-pt shot at rim,2,81-47,,
3:43.0,,,81-47,,D. Williams misses 2-pt shot from 5 ft
3:42.0,Defensive rebound by D. Green,,81-47,,
3:40.0,,,81-47,,Violation by C. Parsons (kicked ball)
3:40.0,J. Simmons enters the game for D. Green,,81-47,,
3:24.0,T. Parker misses 2-pt shot from 13 ft,,81-47,,
3:23.0,,,81-47,,Defensive rebound by R. Felton
3:18.0,,,81-49,2,R. Felton makes 2-pt shot from 5 ft
3:03.0,Turnover by T. Parker (bad pass; steal by C. Parsons),,81-49,,
2:58.0,,,81-49,,C. Parsons misses 2-pt shot from 6 ft (block by J. Simmons)
2:56.0,Defensive rebound by K. Anderson,,81-49,,
2:56.0,,,81-49,,Personal foul by R. Felton (drawn by K. Anderson)
2:56.0,San Antonio full timeout,,81-49,,
2:56.0,,,81-49,,J. Barea enters the game for C. Parsons
2:56.0,,,81-49,,J. Anderson enters the game for D. Williams
2:56.0,P. Mills enters the game for L. Aldridge,,81-49,,
2:56.0,R. Butler enters the game for T. Parker,,81-49,,
2:42.0,J. Simmons misses 3-pt shot from 22 ft,,81-49,,
2:41.0,,,81-49,,Defensive rebound by D. Powell
2:33.0,Personal foul by P. Mills (drawn by D. Powell),,81-49,,
2:33.0,,,81-50,1,D. Powell makes free throw 1 of 2
2:33.0,,,81-51,1,D. Powell makes free throw 2 of 2
2:18.0,Turnover by R. Butler (bad pass; steal by D. Powell),,81-51,,
2:10.0,,,81-53,2,C. Villanueva makes 2-pt shot at rim (assist by R. Felton)
1:53.0,,,81-53,,Personal foul by R. Felton (drawn by J. Simmons)
1:53.0,J. Simmons makes free throw 1 of 2,1,82-53,,
1:53.0,J. Simmons makes free throw 2 of 2,1,83-53,,
1:47.0,Personal foul by J. Simmons,,83-53,,
1:47.0,,,83-54,1,J. Barea makes free throw 1 of 2
1:47.0,,,83-55,1,J. Barea makes free throw 2 of 2
1:33.0,J. Simmons makes 2-pt shot at rim,2,85-55,,
1:18.0,,,85-58,3,C. Villanueva makes 3-pt shot from 24 ft (assist by R. Felton)
1:05.0,K. Anderson makes 2-pt shot from 13 ft,2,87-58,,
0:52.0,,,87-58,,Turnover by C. Villanueva (bad pass; steal by K. Anderson)
0:45.0,,,87-58,,Personal foul by J. Barea
0:45.0,P. Mills misses free throw 1 of 2,,87-58,,
0:45.0,Offensive rebound by Team,,87-58,,
0:45.0,P. Mills makes free throw 2 of 2,1,88-58,,
0:33.0,,,88-60,2,R. Felton makes 2-pt shot from 3 ft
0:08.0,B. Diaw misses 2-pt shot from 17 ft,,88-60,,
0:06.0,,,88-60,,Defensive rebound by C. Villanueva
0:01.0,,,88-60,,J. Barea misses 3-pt shot from 24 ft
0:00.0,,,88-60,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,88-60,,Turnover by J. Anderson (bad pass; steal by R. Butler)
11:25.0,K. Anderson misses 2-pt shot from 15 ft,,88-60,,
11:24.0,,,88-60,,Defensive rebound by J. McGee
11:07.0,,,88-60,,J. Barea misses 3-pt shot from 22 ft
11:06.0,Defensive rebound by K. Anderson,,88-60,,
11:01.0,P. Mills makes 2-pt shot from 17 ft (assist by K. Anderson),2,90-60,,
10:49.0,,,90-60,,Shooting foul by K. Anderson (drawn by C. Villanueva)
10:49.0,,,90-61,1,C. Villanueva makes free throw 1 of 2
10:49.0,,,90-62,1,C. Villanueva makes free throw 2 of 2
10:36.0,P. Mills makes 3-pt shot from 24 ft (assist by J. Simmons),3,93-62,,
10:26.0,Shooting block foul by P. Mills (drawn by J. Anderson),,93-62,,
10:26.0,,,93-63,1,J. Anderson makes free throw 1 of 2
10:26.0,,,93-64,1,J. Anderson makes free throw 2 of 2
10:16.0,P. Mills misses 2-pt shot from 5 ft,,93-64,,
10:14.0,Offensive rebound by B. Marjanovic,,93-64,,
10:14.0,B. Marjanovic makes 2-pt shot at rim,2,95-64,,
10:06.0,,,95-67,3,J. Anderson makes 3-pt shot from 23 ft (assist by R. Felton)
9:45.0,R. Butler misses 2-pt shot from 17 ft,,95-67,,
9:44.0,,,95-67,,Defensive rebound by J. McGee
9:38.0,,,95-69,2,J. Anderson makes 2-pt shot from 1 ft
9:38.0,,,95-69,,Shooting foul by K. Anderson (drawn by J. Anderson)
9:38.0,San Antonio full timeout,,95-69,,
9:38.0,,,95-70,1,J. Anderson makes free throw 1 of 1
9:26.0,Turnover by J. Simmons (bad pass; steal by R. Felton),,95-70,,
9:21.0,,,95-70,,C. Villanueva misses 3-pt shot from 25 ft
9:19.0,,,95-70,,Offensive rebound by J. Anderson
9:19.0,,,95-70,,J. Anderson misses 2-pt shot from 2 ft (block by B. Marjanovic)
9:16.0,,,95-70,,Offensive rebound by J. McGee
9:16.0,,,95-70,,J. McGee misses 2-pt shot from 1 ft
9:14.0,Defensive rebound by R. Butler,,95-70,,
9:14.0,,,95-70,,Personal foul by J. Barea
9:14.0,R. McCallum enters the game for P. Mills,,95-70,,
9:07.0,Offensive foul by B. Marjanovic,,95-70,,
9:07.0,Turnover by B. Marjanovic (offensive foul),,95-70,,
8:55.0,,,95-70,,C. Villanueva misses 2-pt shot from 16 ft
8:54.0,,,95-70,,Offensive rebound by J. McGee
8:53.0,,,95-72,2,J. McGee makes 2-pt shot at rim
8:29.0,Shooting foul by J. Barea (drawn by J. Simmons),,95-72,,
8:29.0,J. Simmons misses free throw 1 of 2,,95-72,,
8:29.0,Offensive rebound by Team,,95-72,,
8:29.0,M. Bonner enters the game for K. Anderson,,95-72,,
8:29.0,J. Simmons makes free throw 2 of 2,1,96-72,,
8:22.0,,,96-74,2,J. McGee makes 2-pt shot at rim (assist by J. Barea)
8:04.0,San Antonio full timeout,,96-74,,
7:53.0,R. Butler makes 3-pt shot from 25 ft (assist by M. Bonner),3,99-74,,
7:35.0,,,99-76,2,J. Anderson makes 2-pt shot from 14 ft
7:12.0,Shooting foul by J. McGee (drawn by B. Marjanovic),,99-76,,
7:12.0,B. Marjanovic makes free throw 1 of 2,1,100-76,,
7:12.0,,,100-76,,S. Mejri enters the game for R. Felton
7:12.0,,,100-76,,D. Powell enters the game for C. Villanueva
7:12.0,,,100-76,,J. Evans enters the game for J. McGee
7:12.0,B. Marjanovic misses free throw 2 of 2,,100-76,,
7:11.0,,,100-76,,Defensive rebound by S. Mejri
7:02.0,,,100-76,,Shooting foul by R. McCallum (drawn by J. Barea)
7:02.0,,,100-76,,J. Barea misses free throw 1 of 2
7:02.0,,,100-76,,Offensive rebound by Team
7:02.0,,,100-77,1,J. Barea makes free throw 2 of 2
6:42.0,M. Bonner makes 2-pt shot from 14 ft (assist by R. McCallum),2,102-77,,
6:29.0,,,102-77,,J. Barea misses 2-pt shot from 8 ft
6:28.0,Defensive rebound by B. Marjanovic,,102-77,,
6:12.0,R. McCallum misses 2-pt shot from 10 ft,,102-77,,
6:11.0,,,102-77,,Defensive rebound by S. Mejri
5:59.0,,,102-77,,D. Powell misses 3-pt shot from 22 ft
5:59.0,Defensive rebound by R. McCallum,,102-77,,
5:43.0,Shooting foul by D. Powell (drawn by M. Bonner),,102-77,,
5:43.0,M. Bonner makes free throw 1 of 2,1,103-77,,
5:43.0,K. Anderson enters the game for J. Simmons,,103-77,,
5:43.0,M. Bonner makes free throw 2 of 2,1,104-77,,
5:22.0,,,104-77,,Shooting foul by R. Butler (drawn by D. Powell)
5:22.0,,,104-78,1,D. Powell makes free throw 1 of 2
5:22.0,,,104-78,,D. Powell misses free throw 2 of 2
5:21.0,Defensive rebound by M. Bonner,,104-78,,
5:00.0,M. Bonner makes 3-pt shot from 25 ft (assist by R. McCallum),3,107-78,,
4:45.0,Personal take foul by M. Bonner (drawn by D. Powell),,107-78,,
4:45.0,,,107-79,1,D. Powell makes free throw 1 of 2
4:45.0,J. Simmons enters the game for M. Bonner,,107-79,,
4:45.0,,,107-80,1,D. Powell makes free throw 2 of 2
4:33.0,R. Butler makes 2-pt shot from 19 ft,2,109-80,,
4:17.0,,,109-80,,S. Mejri misses 2-pt shot from 3 ft
4:17.0,Defensive rebound by B. Marjanovic,,109-80,,
4:07.0,Shooting foul by S. Mejri (drawn by B. Marjanovic),,109-80,,
4:07.0,,,109-80,,Dallas full timeout
4:07.0,,,109-80,,C. Villanueva enters the game for J. Barea
4:07.0,B. Marjanovic makes free throw 1 of 2,1,110-80,,
4:07.0,B. Marjanovic makes free throw 2 of 2,1,111-80,,
3:50.0,,,111-80,,C. Villanueva misses 2-pt shot from 3 ft
3:48.0,,,111-80,,Offensive rebound by Team
3:44.0,,,111-80,,Turnover by C. Villanueva (bad pass; steal by J. Simmons)
3:28.0,R. McCallum makes 2-pt shot at rim (assist by B. Marjanovic),2,113-80,,
3:28.0,,,113-80,,Violation by J. Anderson (def goaltending)
3:11.0,,,113-82,2,C. Villanueva makes 2-pt shot from 5 ft
