time,Denver,pts.away,score,pts.home,Portland
5:28.0,M. Miller makes 2-pt shot from 3 ft (assist by J. Nurkic),2,15-10,,
5:12.0,,,15-13,3,A. Aminu makes 3-pt shot from 24 ft (assist by D. Lillard)
5:02.0,E. Mudiay misses 2-pt shot from 1 ft,,15-13,,
5:00.0,,,15-13,,Defensive rebound by A. Aminu
4:54.0,,,15-13,,M. Harkless misses 2-pt shot from 1 ft
4:54.0,Defensive rebound by Team,,15-13,,
4:54.0,,,15-13,,B. Roberts enters the game for C. McCollum
4:54.0,,,15-13,,A. Crabbe enters the game for M. Harkless
4:43.0,Turnover by E. Mudiay (lost ball; steal by M. Plumlee),,15-13,,
4:39.0,,,15-15,2,M. Plumlee makes 2-pt shot from 1 ft
4:17.0,J. Nurkic makes 2-pt shot from 6 ft (assist by M. Miller),2,17-15,,
4:02.0,,,17-15,,Shooting foul by M. Miller (drawn by A. Crabbe)
4:02.0,,,17-15,,A. Crabbe misses free throw 1 of 3
4:02.0,,,17-15,,Offensive rebound by Team
4:02.0,,,17-16,1,A. Crabbe makes free throw 2 of 3
4:02.0,J. Sampson enters the game for M. Miller,,17-16,,
4:02.0,,,17-17,1,A. Crabbe makes free throw 3 of 3
3:48.0,E. Mudiay misses 2-pt shot from 10 ft,,17-17,,
3:47.0,Offensive rebound by N. Jokic,,17-17,,
3:47.0,N. Jokic makes 2-pt shot from 2 ft,2,19-17,,
3:27.0,,,19-17,,Turnover by M. Plumlee (lost ball; steal by J. Nurkic)
3:24.0,Turnover by J. Nurkic (lost ball; steal by M. Plumlee),,19-17,,
3:18.0,,,19-17,,Shooting foul by J. Nurkic (drawn by A. Aminu)
3:18.0,,,19-18,1,A. Aminu makes free throw 1 of 2
3:18.0,,,19-18,,E. Davis enters the game for M. Plumlee
3:18.0,K. Faried enters the game for J. Nurkic,,19-18,,
3:18.0,W. Barton enters the game for G. Harris,,19-18,,
3:18.0,,,19-19,1,A. Aminu makes free throw 2 of 2
3:01.0,N. Jokic makes 2-pt shot at rim (assist by E. Mudiay),2,21-19,,
2:44.0,,,21-19,,E. Davis misses 2-pt shot from 1 ft
2:42.0,Defensive rebound by N. Jokic,,21-19,,
2:39.0,E. Mudiay makes 2-pt shot from 1 ft (assist by N. Jokic),2,23-19,,
2:29.0,,,23-19,,D. Lillard misses 3-pt shot from 22 ft
2:28.0,Defensive rebound by W. Barton,,23-19,,
2:18.0,K. Faried makes 2-pt shot from 3 ft (assist by W. Barton),2,25-19,,
2:00.0,,,25-19,,Shooting foul by K. Faried (drawn by E. Davis)
2:00.0,Denver full timeout,,25-19,,
2:00.0,,,25-19,,N. Vonleh enters the game for A. Aminu
2:00.0,,,25-19,,E. Davis misses free throw 1 of 2
2:00.0,,,25-19,,Offensive rebound by Team
2:00.0,,,25-19,,E. Davis misses free throw 2 of 2
1:59.0,Defensive rebound by K. Faried,,25-19,,
1:49.0,,,25-19,,Personal foul by B. Roberts
1:39.0,E. Mudiay makes 2-pt shot from 1 ft,2,27-19,,
1:39.0,,,27-19,,Violation by N. Vonleh (def goaltending)
1:24.0,,,27-21,2,A. Crabbe makes 2-pt shot from 16 ft
1:24.0,,,27-21,,Shooting foul by J. Sampson (drawn by A. Crabbe)
1:24.0,,,27-22,1,A. Crabbe makes free throw 1 of 1
1:16.0,Turnover by N. Jokic (lost ball; steal by D. Lillard),,27-22,,
1:11.0,,,27-22,,D. Lillard misses 2-pt shot from 1 ft
1:10.0,Defensive rebound by N. Jokic,,27-22,,
1:05.0,Turnover by K. Faried (lost ball; steal by A. Crabbe),,27-22,,
1:01.0,,,27-22,,Shooting foul by N. Jokic (drawn by D. Lillard)
1:01.0,,,27-23,1,D. Lillard makes free throw 1 of 2
1:01.0,,,27-24,1,D. Lillard makes free throw 2 of 2
0:51.0,Shooting foul by N. Vonleh (drawn by K. Faried),,27-24,,
0:51.0,K. Faried misses free throw 1 of 2,,27-24,,
0:51.0,Offensive rebound by Team,,27-24,,
0:51.0,K. Faried makes free throw 2 of 2,1,28-24,,
0:30.0,,,28-26,2,N. Vonleh makes 2-pt shot from 7 ft
0:10.0,E. Mudiay misses 2-pt shot from 1 ft (block by N. Vonleh),,28-26,,
0:08.0,,,28-26,,Defensive rebound by Team
0:08.0,,,28-26,,C. McCollum enters the game for N. Vonleh
0:08.0,A. Toupane enters the game for N. Jokic,,28-26,,
0:06.0,Personal take foul by K. Faried,,28-26,,
0:06.0,,,28-26,,E. Davis misses free throw 1 of 2
0:06.0,,,28-26,,Offensive rebound by Team
0:06.0,N. Jokic enters the game for A. Toupane,,28-26,,
0:06.0,,,28-26,,N. Vonleh enters the game for B. Roberts
0:06.0,,,28-27,1,E. Davis makes free throw 2 of 2
0:00.0,N. Jokic makes 3-pt shot from 25 ft (assist by E. Mudiay),3,31-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,31-27,,C. McCollum misses 2-pt shot from 7 ft (block by D. Augustin)
11:45.0,Defensive rebound by D. Augustin,,31-27,,
11:40.0,D. Augustin misses 2-pt shot from 1 ft (block by C. McCollum),,31-27,,
11:39.0,,,31-27,,Defensive rebound by Team
11:19.0,,,31-29,2,E. Davis makes 2-pt shot from 5 ft (assist by C. McCollum)
11:02.0,W. Barton makes 2-pt shot from 9 ft,2,33-29,,
10:49.0,,,33-32,3,A. Crabbe makes 3-pt shot from 25 ft (assist by C. McCollum)
10:33.0,,,33-32,,Def 3 sec tech foul by E. Davis
10:33.0,W. Barton makes technical free throw,1,34-32,,
10:18.0,W. Barton misses 3-pt shot from 25 ft,,34-32,,
10:16.0,Offensive rebound by J. Nurkic,,34-32,,
10:08.0,Turnover by J. Nurkic (lost ball; steal by E. Davis),,34-32,,
9:58.0,,,34-32,,Turnover by E. Davis (lost ball; steal by J. Sampson)
9:51.0,,,34-32,,Personal foul by P. Connaughton
9:43.0,D. Augustin misses 3-pt shot from 25 ft,,34-32,,
9:43.0,,,34-32,,Defensive rebound by P. Connaughton
9:34.0,,,34-32,,C. McCollum misses 2-pt shot from 2 ft (block by J. Nurkic)
9:32.0,,,34-32,,Offensive rebound by P. Connaughton
9:27.0,,,34-32,,N. Vonleh misses 3-pt shot from 24 ft
9:26.0,,,34-32,,Offensive rebound by E. Davis
9:24.0,,,34-35,3,A. Crabbe makes 3-pt shot from 24 ft (assist by E. Davis)
9:23.0,Denver full timeout,,34-35,,
9:05.0,J. Sampson misses 2-pt shot from 7 ft (block by N. Vonleh),,34-35,,
9:05.0,Offensive rebound by K. Faried,,34-35,,
9:05.0,Shooting foul by E. Davis (drawn by K. Faried),,34-35,,
9:05.0,K. Faried makes free throw 1 of 2,1,35-35,,
9:05.0,K. Faried makes free throw 2 of 2,1,36-35,,
8:51.0,,,36-35,,P. Connaughton misses 2-pt shot from 2 ft (block by K. Faried)
8:49.0,,,36-35,,Offensive rebound by E. Davis
8:48.0,,,36-37,2,E. Davis makes 2-pt shot at rim
8:31.0,K. Faried misses 2-pt shot from 5 ft,,36-37,,
8:29.0,Offensive rebound by J. Nurkic,,36-37,,
8:28.0,J. Nurkic misses 2-pt shot from 1 ft,,36-37,,
8:27.0,Offensive rebound by J. Sampson,,36-37,,
8:23.0,J. Sampson misses 2-pt shot from 5 ft (block by N. Vonleh),,36-37,,
8:23.0,Offensive rebound by W. Barton,,36-37,,
8:20.0,W. Barton misses 2-pt shot from 1 ft,,36-37,,
8:19.0,,,36-37,,Defensive rebound by N. Vonleh
8:14.0,,,36-37,,P. Connaughton misses 3-pt shot from 23 ft
8:13.0,,,36-37,,Offensive rebound by A. Crabbe
8:04.0,,,36-37,,C. McCollum misses 3-pt shot from 25 ft
8:03.0,Defensive rebound by K. Faried,,36-37,,
7:56.0,K. Faried makes 2-pt shot at rim (assist by D. Augustin),2,38-37,,
7:33.0,,,38-37,,N. Vonleh misses 3-pt shot from 26 ft
7:32.0,Defensive rebound by J. Nurkic,,38-37,,
7:29.0,Turnover by J. Nurkic (traveling),,38-37,,
7:29.0,G. Harris enters the game for J. Sampson,,38-37,,
7:21.0,,,38-37,,Shooting foul by D. Augustin (drawn by A. Crabbe)
7:21.0,,,38-38,1,A. Crabbe makes free throw 1 of 3
7:21.0,,,38-39,1,A. Crabbe makes free throw 2 of 3
7:21.0,,,38-40,1,A. Crabbe makes free throw 3 of 3
7:03.0,J. Nurkic misses 2-pt shot from 1 ft,,38-40,,
7:02.0,,,38-40,,Defensive rebound by P. Connaughton
6:50.0,,,38-40,,C. McCollum misses 3-pt shot from 25 ft
6:49.0,Defensive rebound by G. Harris,,38-40,,
6:40.0,G. Harris makes 2-pt shot from 16 ft,2,40-40,,
6:30.0,,,40-42,2,C. McCollum makes 2-pt shot from 2 ft
6:12.0,K. Faried makes 3-pt shot from 23 ft (assist by D. Augustin),3,43-42,,
6:12.0,,,43-42,,Portland full timeout
6:12.0,,,43-42,,M. Plumlee enters the game for E. Davis
6:12.0,E. Mudiay enters the game for K. Faried,,43-42,,
6:12.0,N. Jokic enters the game for W. Barton,,43-42,,
5:58.0,,,43-42,,Turnover by N. Vonleh (traveling)
5:47.0,G. Harris misses 2-pt shot at rim,,43-42,,
5:45.0,Offensive rebound by N. Jokic,,43-42,,
5:40.0,D. Augustin misses 3-pt shot from 26 ft,,43-42,,
5:38.0,,,43-42,,Defensive rebound by C. McCollum
5:38.0,Personal foul by G. Harris,,43-42,,
5:25.0,,,43-42,,M. Plumlee misses 2-pt shot from 7 ft
5:23.0,Defensive rebound by N. Jokic,,43-42,,
5:16.0,Turnover by D. Augustin (lost ball; steal by C. McCollum),,43-42,,
5:12.0,,,43-44,2,A. Crabbe makes 2-pt shot at rim (assist by C. McCollum)
4:49.0,E. Mudiay misses 2-pt shot from 12 ft,,43-44,,
4:47.0,,,43-44,,Defensive rebound by N. Vonleh
4:35.0,,,43-44,,Shooting foul by J. Nurkic (drawn by M. Plumlee)
4:35.0,,,43-45,1,M. Plumlee makes free throw 1 of 2
4:35.0,M. Miller enters the game for D. Augustin,,43-45,,
4:35.0,,,43-45,,D. Lillard enters the game for C. McCollum
4:35.0,,,43-46,1,M. Plumlee makes free throw 2 of 2
4:20.0,E. Mudiay makes 3-pt shot from 26 ft (assist by N. Jokic),3,46-46,,
4:00.0,,,46-49,3,D. Lillard makes 3-pt shot from 25 ft (assist by A. Crabbe)
3:53.0,Turnover by G. Harris (step out of bounds),,46-49,,
3:53.0,,,46-49,,M. Harkless enters the game for N. Vonleh
3:39.0,,,46-49,,A. Crabbe misses 3-pt shot from 22 ft
3:39.0,Defensive rebound by M. Miller,,46-49,,
3:32.0,N. Jokic makes 2-pt shot at rim (assist by M. Miller),2,48-49,,
3:24.0,Personal foul by N. Jokic,,48-49,,
3:17.0,,,48-49,,D. Lillard misses 3-pt shot from 25 ft
3:17.0,Defensive rebound by N. Jokic,,48-49,,
3:06.0,E. Mudiay makes 2-pt shot from 3 ft (assist by J. Nurkic),2,50-49,,
2:52.0,,,50-49,,A. Crabbe misses 2-pt shot from 16 ft
2:51.0,,,50-49,,Offensive rebound by M. Harkless
2:47.0,,,50-52,3,P. Connaughton makes 3-pt shot from 25 ft (assist by M. Harkless)
2:33.0,,,50-52,,Personal foul by M. Harkless
2:33.0,Official timeout,,50-52,,
2:24.0,G. Harris misses 2-pt shot from 21 ft,,50-52,,
2:24.0,,,50-52,,Defensive rebound by P. Connaughton
2:14.0,,,50-54,2,D. Lillard makes 2-pt shot at rim
1:59.0,Turnover by J. Nurkic (lost ball),,50-54,,
1:46.0,,,50-54,,M. Harkless misses 3-pt shot from 25 ft
1:46.0,Defensive rebound by E. Mudiay,,50-54,,
1:39.0,Shooting foul by M. Harkless (drawn by J. Nurkic),,50-54,,
1:39.0,J. Nurkic misses free throw 1 of 2,,50-54,,
1:39.0,Offensive rebound by Team,,50-54,,
1:39.0,J. Nurkic misses free throw 2 of 2,,50-54,,
1:38.0,,,50-54,,Defensive rebound by D. Lillard
1:18.0,,,50-54,,Turnover by D. Lillard (lost ball; steal by M. Miller)
1:14.0,Shooting foul by P. Connaughton (drawn by E. Mudiay),,50-54,,
1:14.0,E. Mudiay makes free throw 1 of 2,1,51-54,,
1:14.0,E. Mudiay makes free throw 2 of 2,1,52-54,,
1:01.0,,,52-56,2,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard)
0:50.0,G. Harris misses 2-pt shot from 11 ft,,52-56,,
0:48.0,,,52-56,,Defensive rebound by M. Plumlee
0:47.0,,,52-56,,Turnover by M. Plumlee (lost ball; steal by J. Nurkic)
0:43.0,J. Nurkic makes 2-pt shot from 2 ft (assist by G. Harris),2,54-56,,
0:32.0,,,54-56,,D. Lillard misses 3-pt shot from 25 ft
0:31.0,,,54-56,,Offensive rebound by P. Connaughton
0:28.0,,,54-56,,Turnover by P. Connaughton (lost ball; steal by J. Nurkic)
0:25.0,E. Mudiay makes 2-pt shot at rim (assist by M. Miller),2,56-56,,
0:05.0,,,56-58,2,D. Lillard makes 2-pt shot from 1 ft
0:00.0,M. Miller misses 3-pt shot from 23 ft,,56-58,,
0:00.0,Offensive rebound by Team,,56-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,56-61,3,D. Lillard makes 3-pt shot from 26 ft (assist by C. McCollum)
11:28.0,M. Miller misses 2-pt shot from 17 ft,,56-61,,
11:27.0,Offensive rebound by J. Nurkic,,56-61,,
11:22.0,Offensive foul by J. Nurkic,,56-61,,
11:22.0,Turnover by J. Nurkic (offensive foul),,56-61,,
11:11.0,,,56-63,2,C. McCollum makes 2-pt shot from 2 ft (assist by D. Lillard)
11:04.0,,,56-63,,Personal foul by A. Aminu
10:55.0,G. Harris makes 2-pt shot from 13 ft (assist by E. Mudiay),2,58-63,,
10:43.0,,,58-65,2,A. Aminu makes 2-pt shot at rim (assist by D. Lillard)
10:25.0,G. Harris makes 3-pt shot from 24 ft (assist by E. Mudiay),3,61-65,,
10:11.0,Personal foul by M. Miller,,61-65,,
10:06.0,,,61-65,,C. McCollum misses 3-pt shot from 26 ft
10:05.0,,,61-65,,Offensive rebound by M. Plumlee
9:56.0,,,61-65,,D. Lillard misses 3-pt shot from 25 ft
9:55.0,,,61-65,,Offensive rebound by M. Plumlee
9:53.0,,,61-65,,Turnover by M. Plumlee (bad pass)
9:43.0,E. Mudiay misses 3-pt shot from 26 ft,,61-65,,
9:42.0,,,61-65,,Defensive rebound by M. Plumlee
9:36.0,,,61-65,,Turnover by C. McCollum (lost ball; steal by M. Miller)
9:21.0,J. Nurkic misses 2-pt shot from 3 ft (block by M. Harkless),,61-65,,
9:19.0,,,61-65,,Defensive rebound by D. Lillard
9:14.0,,,61-68,3,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard)
9:13.0,Denver full timeout,,61-68,,
9:00.0,Turnover by E. Mudiay (traveling),,61-68,,
8:40.0,,,61-71,3,M. Harkless makes 3-pt shot from 23 ft (assist by M. Plumlee)
8:25.0,N. Jokic misses 2-pt shot from 4 ft (block by M. Harkless),,61-71,,
8:24.0,,,61-71,,Defensive rebound by D. Lillard
8:17.0,,,61-71,,D. Lillard misses 2-pt shot from 18 ft
8:16.0,Defensive rebound by E. Mudiay,,61-71,,
8:07.0,,,61-71,,Personal foul by A. Aminu
7:50.0,G. Harris makes 2-pt shot from 21 ft,2,63-71,,
7:40.0,,,63-71,,Turnover by D. Lillard (lost ball; steal by J. Nurkic)
7:36.0,J. Nurkic makes 2-pt shot at rim (assist by E. Mudiay),2,65-71,,
7:13.0,,,65-71,,C. McCollum misses 2-pt shot from 4 ft (block by J. Nurkic)
7:11.0,,,65-71,,Offensive rebound by A. Aminu
7:09.0,,,65-74,3,A. Aminu makes 3-pt shot from 22 ft
6:56.0,Turnover by J. Nurkic (lost ball; steal by A. Aminu),,65-74,,
6:33.0,,,65-74,,A. Aminu misses 3-pt shot from 23 ft
6:33.0,Defensive rebound by G. Harris,,65-74,,
6:24.0,J. Nurkic misses 2-pt shot from 12 ft,,65-74,,
6:24.0,,,65-74,,Defensive rebound by M. Plumlee
6:16.0,,,65-77,3,D. Lillard makes 3-pt shot from 25 ft (assist by C. McCollum)
6:16.0,Denver full timeout,,65-77,,
6:16.0,K. Faried enters the game for M. Miller,,65-77,,
6:16.0,W. Barton enters the game for J. Nurkic,,65-77,,
5:58.0,Turnover by G. Harris (lost ball; steal by M. Harkless),,65-77,,
5:50.0,,,65-77,,D. Lillard misses 2-pt shot at rim
5:47.0,Defensive rebound by E. Mudiay,,65-77,,
5:40.0,E. Mudiay makes 2-pt shot from 13 ft,2,67-77,,
5:22.0,,,67-77,,C. McCollum misses 3-pt shot from 26 ft
5:21.0,Defensive rebound by N. Jokic,,67-77,,
5:11.0,W. Barton misses 3-pt shot from 26 ft,,67-77,,
5:10.0,,,67-77,,Defensive rebound by M. Plumlee
4:52.0,,,67-77,,C. McCollum misses 2-pt shot from 18 ft
4:51.0,Defensive rebound by K. Faried,,67-77,,
4:47.0,N. Jokic makes 2-pt shot from 2 ft (assist by W. Barton),2,69-77,,
4:47.0,Shooting foul by D. Lillard (drawn by N. Jokic),,69-77,,
4:47.0,,,69-77,,P. Connaughton enters the game for M. Harkless
4:47.0,,,69-77,,A. Crabbe enters the game for D. Lillard
4:47.0,N. Jokic makes free throw 1 of 1,1,70-77,,
4:29.0,,,70-77,,Shooting foul by N. Jokic (drawn by M. Plumlee)
4:29.0,,,70-78,1,M. Plumlee makes free throw 1 of 2
4:29.0,,,70-79,1,M. Plumlee makes free throw 2 of 2
4:22.0,E. Mudiay misses 2-pt shot from 2 ft (block by M. Plumlee),,70-79,,
4:22.0,Offensive rebound by Team,,70-79,,
4:16.0,E. Mudiay misses 2-pt shot from 14 ft,,70-79,,
4:14.0,,,70-79,,Defensive rebound by A. Aminu
4:00.0,,,70-81,2,C. McCollum makes 2-pt shot from 1 ft
3:42.0,N. Jokic misses 3-pt shot from 25 ft,,70-81,,
3:41.0,Offensive rebound by K. Faried,,70-81,,
3:40.0,K. Faried misses 2-pt shot from 1 ft,,70-81,,
3:40.0,Offensive rebound by K. Faried,,70-81,,
3:40.0,K. Faried misses 2-pt shot from 1 ft,,70-81,,
3:40.0,Offensive rebound by K. Faried,,70-81,,
3:38.0,K. Faried makes 2-pt shot at rim,2,72-81,,
3:38.0,Shooting foul by A. Aminu (drawn by K. Faried),,72-81,,
3:38.0,K. Faried misses free throw 1 of 1,,72-81,,
3:36.0,,,72-81,,Defensive rebound by A. Crabbe
3:24.0,,,72-81,,Turnover by M. Plumlee (lost ball; steal by K. Faried)
3:17.0,W. Barton makes 3-pt shot from 25 ft (assist by N. Jokic),3,75-81,,
3:17.0,,,75-81,,Portland full timeout
3:17.0,,,75-81,,E. Davis enters the game for A. Aminu
3:17.0,,,75-81,,N. Vonleh enters the game for M. Plumlee
3:17.0,A. Toupane enters the game for N. Jokic,,75-81,,
2:55.0,,,75-81,,N. Vonleh misses 2-pt shot from 3 ft
2:54.0,Defensive rebound by W. Barton,,75-81,,
2:46.0,W. Barton makes 2-pt shot from 1 ft,2,77-81,,
2:27.0,,,77-83,2,C. McCollum makes 2-pt shot from 16 ft
2:02.0,A. Toupane misses 3-pt shot from 24 ft,,77-83,,
2:01.0,,,77-83,,Defensive rebound by A. Crabbe
1:50.0,,,77-83,,P. Connaughton misses 3-pt shot from 23 ft
1:49.0,Defensive rebound by E. Mudiay,,77-83,,
1:38.0,E. Mudiay misses 2-pt shot from 11 ft,,77-83,,
1:37.0,,,77-83,,Defensive rebound by E. Davis
1:16.0,,,77-85,2,N. Vonleh makes 2-pt shot at rim (assist by E. Davis)
1:00.0,E. Mudiay makes 2-pt shot from 4 ft,2,79-85,,
0:38.0,,,79-85,,A. Crabbe misses 2-pt shot from 16 ft
0:35.0,Defensive rebound by A. Toupane,,79-85,,
0:24.0,Turnover by K. Faried (offensive goaltending),,79-85,,
0:24.0,J. Nurkic enters the game for G. Harris,,79-85,,
0:24.0,D. Augustin enters the game for E. Mudiay,,79-85,,
0:11.0,Personal foul by D. Augustin,,79-85,,
0:01.0,,,79-87,2,C. McCollum makes 2-pt shot from 18 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,K. Faried misses 2-pt shot from 13 ft,,79-87,,
11:48.0,,,79-87,,Defensive rebound by P. Connaughton
11:41.0,,,79-87,,P. Connaughton misses 2-pt shot from 7 ft (block by K. Faried)
11:41.0,,,79-87,,Offensive rebound by Team
11:27.0,,,79-90,3,B. Roberts makes 3-pt shot from 26 ft (assist by A. Crabbe)
11:10.0,Turnover by J. Nurkic (lost ball; steal by B. Roberts),,79-90,,
11:09.0,,,79-92,2,B. Roberts makes 2-pt shot at rim
11:09.0,,,79-92,,Shooting foul by A. Toupane (drawn by B. Roberts)
11:09.0,,,79-93,1,B. Roberts makes free throw 1 of 1
10:59.0,Turnover by J. Nurkic (offensive foul),,79-93,,
10:59.0,Offensive foul by J. Nurkic,,79-93,,
10:41.0,,,79-93,,Turnover by N. Vonleh (lost ball; steal by D. Augustin)
10:27.0,A. Toupane misses 3-pt shot from 23 ft,,79-93,,
10:27.0,,,79-93,,Defensive rebound by B. Roberts
10:15.0,,,79-93,,Shooting foul by K. Faried (drawn by N. Vonleh)
10:15.0,,,79-94,1,N. Vonleh makes free throw 1 of 2
10:15.0,,,79-95,1,N. Vonleh makes free throw 2 of 2
9:59.0,D. Augustin misses 2-pt shot from 15 ft,,79-95,,
9:57.0,,,79-95,,Defensive rebound by E. Davis
9:39.0,,,79-95,,Offensive foul by E. Davis
9:39.0,,,79-95,,Turnover by E. Davis (offensive foul)
9:20.0,W. Barton misses 3-pt shot from 25 ft,,79-95,,
9:19.0,Offensive rebound by K. Faried,,79-95,,
9:16.0,K. Faried misses 2-pt shot at rim,,79-95,,
9:15.0,,,79-95,,Defensive rebound by N. Vonleh
9:03.0,,,79-95,,E. Davis misses 2-pt shot at rim
9:02.0,,,79-95,,Offensive rebound by E. Davis
9:02.0,,,79-97,2,E. Davis makes 2-pt shot at rim
9:02.0,Denver full timeout,,79-97,,
9:02.0,,,79-97,,L. Montero enters the game for A. Crabbe
9:02.0,G. Harris enters the game for A. Toupane,,79-97,,
8:51.0,G. Harris misses 3-pt shot from 27 ft,,79-97,,
8:50.0,,,79-97,,Defensive rebound by E. Davis
8:35.0,,,79-97,,P. Connaughton misses 3-pt shot from 25 ft
8:34.0,Defensive rebound by J. Nurkic,,79-97,,
8:25.0,D. Augustin makes 2-pt shot from 12 ft,2,81-97,,
8:09.0,,,81-97,,N. Vonleh misses 2-pt shot from 15 ft
8:08.0,Defensive rebound by G. Harris,,81-97,,
8:03.0,Shooting foul by B. Roberts (drawn by G. Harris),,81-97,,
8:03.0,G. Harris makes free throw 1 of 2,1,82-97,,
8:03.0,N. Jokic enters the game for K. Faried,,82-97,,
8:03.0,G. Harris makes free throw 2 of 2,1,83-97,,
7:45.0,,,83-97,,Turnover by L. Montero (lost ball; steal by J. Nurkic)
7:25.0,J. Nurkic makes 2-pt shot at rim (assist by D. Augustin),2,85-97,,
7:13.0,,,85-97,,Offensive foul by E. Davis
7:13.0,,,85-97,,Turnover by E. Davis (offensive foul)
7:13.0,,,85-97,,Violation by Team (jump ball)
7:05.0,G. Harris makes 2-pt shot from 1 ft (assist by J. Nurkic),2,87-97,,
7:05.0,,,87-97,,Portland full timeout
7:05.0,E. Mudiay enters the game for W. Barton,,87-97,,
6:50.0,,,87-97,,B. Roberts misses 2-pt shot from 19 ft
6:50.0,,,87-97,,Offensive rebound by N. Vonleh
6:33.0,,,87-99,2,B. Roberts makes 2-pt shot from 17 ft (assist by N. Vonleh)
6:18.0,,,87-99,,Personal foul by N. Vonleh
6:03.0,E. Mudiay makes 2-pt shot from 13 ft,2,89-99,,
5:49.0,,,89-99,,L. Montero misses 3-pt shot from 26 ft
5:48.0,Defensive rebound by J. Nurkic,,89-99,,
5:41.0,D. Augustin makes 2-pt shot from 16 ft,2,91-99,,
5:41.0,Shooting foul by B. Roberts (drawn by D. Augustin),,91-99,,
