time,New Orleans,pts.away,score,pts.home,Dallas
6:41.0,,,12-12,2,W. Matthews makes 2-pt shot at rim (assist by C. Parsons)
6:31.0,New Orleans full timeout,,12-12,,
6:31.0,,,12-12,,D. Powell enters the game for D. Nowitzki
6:31.0,,,12-12,,D. Williams enters the game for W. Matthews
6:31.0,,,12-12,,R. Felton enters the game for J. Barea
6:31.0,J. Holiday enters the game for A. Gee,,12-12,,
6:18.0,J. Holiday misses 3-pt shot from 23 ft,,12-12,,
6:17.0,Offensive rebound by A. Davis,,12-12,,
6:17.0,,,12-12,,Loose ball foul by D. Powell (drawn by A. Davis)
6:10.0,N. Cole misses 2-pt shot from 18 ft,,12-12,,
6:09.0,,,12-12,,Defensive rebound by Z. Pachulia
5:52.0,,,12-12,,D. Williams misses 2-pt shot from 8 ft (block by J. Holiday)
5:51.0,Defensive rebound by K. Perkins,,12-12,,
5:40.0,A. Davis misses 2-pt shot from 17 ft,,12-12,,
5:39.0,,,12-12,,Defensive rebound by R. Felton
5:30.0,,,12-12,,Z. Pachulia misses 2-pt shot from 13 ft
5:29.0,Defensive rebound by A. Davis,,12-12,,
5:19.0,J. Holiday makes 2-pt shot from 12 ft,2,14-12,,
5:00.0,,,14-12,,Turnover by D. Williams (bad pass; steal by J. Holiday)
4:56.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,16-12,,
4:28.0,,,16-14,2,D. Powell makes 2-pt shot from 2 ft (assist by Z. Pachulia)
4:17.0,N. Cole makes 2-pt shot from 20 ft (assist by K. Perkins),2,18-14,,
4:05.0,,,18-16,2,D. Williams makes 2-pt shot from 19 ft (assist by R. Felton)
3:53.0,E. Gordon makes 2-pt shot from 2 ft,2,20-16,,
3:43.0,,,20-18,2,D. Williams makes 2-pt shot from 3 ft
3:27.0,N. Cole misses 2-pt shot from 22 ft,,20-18,,
3:26.0,,,20-18,,Defensive rebound by Z. Pachulia
3:18.0,,,20-18,,Shooting foul by E. Gordon (drawn by D. Williams)
3:18.0,,,20-19,1,D. Williams makes free throw 1 of 2
3:18.0,,,20-19,,W. Matthews enters the game for C. Parsons
3:18.0,R. Anderson enters the game for K. Perkins,,20-19,,
3:18.0,,,20-20,1,D. Williams makes free throw 2 of 2
3:02.0,E. Gordon misses 3-pt shot from 23 ft,,20-20,,
3:01.0,,,20-20,,Defensive rebound by D. Powell
2:39.0,,,20-22,2,R. Felton makes 2-pt shot from 13 ft
2:31.0,J. Holiday misses 2-pt shot from 3 ft,,20-22,,
2:28.0,,,20-22,,Defensive rebound by D. Williams
2:24.0,,,20-22,,W. Matthews misses 3-pt shot from 24 ft
2:22.0,Defensive rebound by R. Anderson,,20-22,,
2:05.0,A. Davis misses 2-pt shot at rim (block by Z. Pachulia),,20-22,,
2:04.0,,,20-22,,Defensive rebound by Z. Pachulia
1:57.0,,,20-22,,R. Felton misses 3-pt shot from 23 ft
1:55.0,Defensive rebound by R. Anderson,,20-22,,
1:43.0,J. Holiday makes 2-pt shot at rim,2,22-22,,
1:42.0,,,22-22,,Dallas full timeout
1:42.0,,,22-22,,J. McGee enters the game for Z. Pachulia
1:42.0,,,22-22,,D. Nowitzki enters the game for D. Powell
1:42.0,T. Douglas enters the game for N. Cole,,22-22,,
1:31.0,,,22-22,,Turnover by R. Felton (bad pass; steal by R. Anderson)
1:27.0,J. Holiday makes 2-pt shot from 1 ft (assist by R. Anderson),2,24-22,,
1:07.0,,,24-25,3,D. Williams makes 3-pt shot from 24 ft (assist by D. Nowitzki)
0:43.0,R. Anderson misses 2-pt shot from 21 ft,,24-25,,
0:43.0,,,24-25,,Defensive rebound by R. Felton
0:32.0,,,24-25,,Turnover by D. Williams (bad pass; steal by J. Holiday)
0:28.0,A. Davis makes 2-pt shot at rim (assist by T. Douglas),2,26-25,,
0:06.0,,,26-25,,J. McGee misses 2-pt shot from 8 ft
0:05.0,,,26-25,,Offensive rebound by J. McGee
0:05.0,,,26-25,,J. McGee misses 2-pt shot from 1 ft
0:03.0,Defensive rebound by A. Davis,,26-25,,
0:01.0,T. Douglas misses 2-pt shot from 11 ft,,26-25,,
0:00.0,Offensive rebound by Team,,26-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,26-27,2,D. Nowitzki makes 2-pt shot from 10 ft
11:22.0,A. Gee misses 2-pt shot from 15 ft,,26-27,,
11:20.0,,,26-27,,Defensive rebound by D. Nowitzki
11:12.0,,,26-27,,D. Nowitzki misses 3-pt shot from 25 ft
11:11.0,Defensive rebound by A. Gee,,26-27,,
11:03.0,Turnover by A. Davis (3 sec),,26-27,,
11:03.0,,,26-27,,J. Barea enters the game for R. Felton
10:51.0,Personal foul by A. Gee (drawn by J. McGee),,26-27,,
10:51.0,O. Asik enters the game for A. Davis,,26-27,,
10:36.0,,,26-27,,D. Nowitzki misses 2-pt shot at rim
10:35.0,Defensive rebound by A. Gee,,26-27,,
10:29.0,Shooting foul by J. McGee (drawn by J. Holiday),,26-27,,
10:29.0,J. Holiday misses free throw 1 of 2,,26-27,,
10:29.0,Offensive rebound by Team,,26-27,,
10:29.0,J. Holiday makes free throw 2 of 2,1,27-27,,
10:12.0,,,27-27,,D. Nowitzki misses 2-pt shot from 16 ft
10:11.0,Defensive rebound by R. Anderson,,27-27,,
10:03.0,J. Holiday makes 2-pt shot from 1 ft,2,29-27,,
9:52.0,,,29-27,,D. Williams misses 2-pt shot from 19 ft
9:50.0,Defensive rebound by A. Gee,,29-27,,
9:44.0,T. Douglas misses 3-pt shot from 25 ft,,29-27,,
9:42.0,,,29-27,,Defensive rebound by D. Nowitzki
9:32.0,,,29-27,,J. Barea misses 2-pt shot from 4 ft
9:30.0,Defensive rebound by T. Douglas,,29-27,,
9:22.0,R. Anderson misses 2-pt shot from 1 ft,,29-27,,
9:21.0,,,29-27,,Defensive rebound by J. McGee
9:00.0,,,29-29,2,D. Nowitzki makes 2-pt shot from 2 ft (assist by D. Williams)
8:49.0,Shooting foul by J. McGee (drawn by O. Asik),,29-29,,
8:49.0,Official timeout,,29-29,,
8:49.0,,,29-29,,R. Felton enters the game for D. Williams
8:49.0,N. Cole enters the game for T. Douglas,,29-29,,
8:49.0,O. Asik makes free throw 1 of 2,1,30-29,,
8:49.0,O. Asik misses free throw 2 of 2,,30-29,,
8:48.0,,,30-29,,Defensive rebound by J. McGee
8:28.0,,,30-31,2,W. Matthews makes 2-pt shot from 18 ft (assist by J. Barea)
8:17.0,Turnover by O. Asik (lost ball; steal by J. Barea),,30-31,,
7:58.0,,,30-31,,J. Barea misses 3-pt shot from 25 ft
7:58.0,Defensive rebound by N. Cole,,30-31,,
7:47.0,N. Cole misses 2-pt shot from 10 ft,,30-31,,
7:45.0,,,30-31,,Defensive rebound by J. Barea
7:36.0,,,30-34,3,R. Felton makes 3-pt shot from 23 ft (assist by J. Barea)
7:22.0,R. Anderson makes 2-pt shot from 16 ft (assist by A. Gee),2,32-34,,
7:06.0,,,32-36,2,J. Barea makes 2-pt shot at rim
6:57.0,R. Anderson misses 3-pt shot from 24 ft,,32-36,,
6:57.0,,,32-36,,Defensive rebound by J. McGee
6:52.0,,,32-36,,Dallas full timeout
6:52.0,,,32-36,,C. Parsons enters the game for D. Nowitzki
6:52.0,,,32-36,,Z. Pachulia enters the game for W. Matthews
6:52.0,,,32-36,,C. Villanueva enters the game for J. McGee
6:52.0,A. Davis enters the game for O. Asik,,32-36,,
6:52.0,,,32-36,,Violation by Team (delay of game)
6:33.0,,,32-38,2,Z. Pachulia makes 2-pt shot from 3 ft
6:21.0,J. Holiday misses 2-pt shot from 17 ft,,32-38,,
6:19.0,,,32-38,,Defensive rebound by Team
6:05.0,,,32-38,,Z. Pachulia misses 2-pt shot from 4 ft
6:04.0,Defensive rebound by A. Gee,,32-38,,
5:58.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,34-38,,
5:43.0,,,34-40,2,R. Felton makes 2-pt shot from 17 ft
5:28.0,J. Holiday makes 3-pt shot from 24 ft,3,37-40,,
5:11.0,,,37-40,,J. Barea misses 3-pt shot from 24 ft
5:10.0,Defensive rebound by A. Gee,,37-40,,
5:00.0,R. Anderson misses 3-pt shot from 24 ft,,37-40,,
4:59.0,,,37-40,,Defensive rebound by C. Villanueva
4:49.0,,,37-40,,Turnover by R. Felton (traveling)
4:49.0,,,37-40,,D. Williams enters the game for J. Barea
4:49.0,E. Gordon enters the game for J. Holiday,,37-40,,
4:33.0,E. Gordon misses 2-pt shot from 2 ft,,37-40,,
4:31.0,,,37-40,,Defensive rebound by R. Felton
4:20.0,,,37-40,,C. Villanueva misses 2-pt shot from 5 ft (block by A. Davis)
4:18.0,Defensive rebound by R. Anderson,,37-40,,
4:13.0,Turnover by R. Anderson (bad pass; steal by C. Parsons),,37-40,,
4:07.0,,,37-40,,Turnover by D. Williams (lost ball; steal by N. Cole)
3:44.0,E. Gordon misses 2-pt shot from 8 ft,,37-40,,
3:43.0,,,37-40,,Defensive rebound by Z. Pachulia
3:24.0,,,37-42,2,R. Felton makes 2-pt shot from 1 ft
3:12.0,E. Gordon misses 3-pt shot from 25 ft,,37-42,,
3:11.0,,,37-42,,Defensive rebound by Z. Pachulia
3:04.0,,,37-42,,C. Villanueva misses 3-pt shot from 25 ft
3:02.0,Defensive rebound by A. Davis,,37-42,,
2:56.0,N. Cole makes 2-pt shot at rim,2,39-42,,
2:48.0,,,39-42,,Dallas full timeout
2:48.0,New Orleans full timeout,,39-42,,
2:48.0,,,39-42,,D. Nowitzki enters the game for C. Villanueva
2:48.0,O. Asik enters the game for R. Anderson,,39-42,,
2:37.0,,,39-44,2,C. Parsons makes 2-pt shot at rim
2:24.0,N. Cole makes 2-pt shot from 15 ft,2,41-44,,
2:03.0,,,41-47,3,C. Parsons makes 3-pt shot from 26 ft (assist by R. Felton)
1:43.0,A. Gee makes 2-pt shot from 18 ft (assist by E. Gordon),2,43-47,,
1:26.0,Personal foul by A. Gee (drawn by Z. Pachulia),,43-47,,
1:16.0,,,43-47,,D. Williams misses 3-pt shot from 25 ft
1:14.0,Defensive rebound by A. Gee,,43-47,,
1:03.0,A. Davis misses 2-pt shot from 16 ft,,43-47,,
1:00.0,Offensive rebound by O. Asik,,43-47,,
1:00.0,E. Gordon makes 3-pt shot from 25 ft (assist by O. Asik),3,46-47,,
0:40.0,,,46-47,,D. Nowitzki misses 3-pt shot from 24 ft
0:39.0,Defensive rebound by E. Gordon,,46-47,,
0:29.0,E. Gordon makes 2-pt shot from 7 ft,2,48-47,,
0:08.0,,,48-47,,D. Williams misses 2-pt shot from 19 ft
0:06.0,Defensive rebound by A. Gee,,48-47,,
0:01.0,N. Cole misses 3-pt shot from 27 ft,,48-47,,
0:00.0,Offensive rebound by Team,,48-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,48-47,,D. Nowitzki misses 2-pt shot from 18 ft
11:44.0,Defensive rebound by N. Cole,,48-47,,
11:29.0,A. Davis misses 2-pt shot from 11 ft,,48-47,,
11:27.0,,,48-47,,Defensive rebound by D. Nowitzki
11:18.0,,,48-47,,Turnover by Z. Pachulia (lost ball; steal by N. Cole)
11:12.0,N. Cole makes 2-pt shot from 14 ft,2,50-47,,
10:47.0,,,50-47,,W. Matthews misses 3-pt shot from 25 ft
10:47.0,Defensive rebound by N. Cole,,50-47,,
10:39.0,N. Cole misses 2-pt shot from 15 ft,,50-47,,
10:37.0,Offensive rebound by O. Asik,,50-47,,
10:33.0,E. Gordon misses 2-pt shot from 19 ft,,50-47,,
10:32.0,,,50-47,,Defensive rebound by J. Barea
10:24.0,,,50-47,,Turnover by J. Barea (lost ball; steal by N. Cole)
10:22.0,Turnover by N. Cole (kicked ball),,50-47,,
10:17.0,Personal foul by O. Asik (drawn by Z. Pachulia),,50-47,,
10:15.0,,,50-47,,Z. Pachulia misses 2-pt shot from 9 ft
10:14.0,Defensive rebound by A. Gee,,50-47,,
10:09.0,Turnover by A. Davis (lost ball),,50-47,,
9:54.0,,,50-49,2,D. Nowitzki makes 2-pt shot from 17 ft (assist by J. Barea)
9:43.0,,,50-49,,Personal foul by W. Matthews (drawn by E. Gordon)
9:31.0,N. Cole misses 2-pt shot from 10 ft,,50-49,,
9:29.0,,,50-49,,Defensive rebound by W. Matthews
9:20.0,Personal foul by A. Gee (drawn by C. Parsons),,50-49,,
9:09.0,,,50-49,,W. Matthews misses 3-pt shot from 24 ft
9:08.0,Defensive rebound by O. Asik,,50-49,,
9:05.0,Turnover by O. Asik (lost ball; steal by Z. Pachulia),,50-49,,
9:01.0,,,50-49,,D. Nowitzki misses 2-pt shot from 1 ft
9:00.0,,,50-49,,Offensive rebound by Z. Pachulia
9:00.0,,,50-51,2,Z. Pachulia makes 2-pt shot at rim
8:55.0,Shooting foul by C. Parsons (drawn by A. Gee),,50-51,,
8:55.0,New Orleans full timeout,,50-51,,
8:55.0,A. Gee misses free throw 1 of 2,,50-51,,
8:55.0,Offensive rebound by Team,,50-51,,
8:55.0,A. Gee makes free throw 2 of 2,1,51-51,,
8:40.0,,,51-51,,D. Nowitzki misses 2-pt shot from 23 ft
8:39.0,Defensive rebound by A. Davis,,51-51,,
8:15.0,E. Gordon misses 2-pt shot from 9 ft,,51-51,,
8:12.0,Offensive rebound by A. Davis,,51-51,,
8:12.0,A. Davis makes 2-pt shot from 1 ft,2,53-51,,
7:55.0,,,53-51,,J. Barea misses 2-pt shot from 19 ft
7:54.0,Defensive rebound by A. Davis,,53-51,,
7:46.0,N. Cole makes 2-pt shot from 16 ft,2,55-51,,
7:46.0,,,55-51,,Dallas full timeout
7:46.0,,,55-51,,D. Williams enters the game for D. Nowitzki
7:46.0,,,55-51,,D. Powell enters the game for J. Barea
7:35.0,,,55-54,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Williams)
7:21.0,Turnover by O. Asik (bad pass; steal by C. Parsons),,55-54,,
7:13.0,,,55-54,,W. Matthews misses 3-pt shot from 25 ft
7:12.0,Defensive rebound by N. Cole,,55-54,,
7:01.0,Turnover by O. Asik (lost ball),,55-54,,
6:49.0,,,55-54,,Turnover by C. Parsons (lost ball; steal by N. Cole)
6:39.0,A. Davis makes 2-pt shot from 20 ft (assist by N. Cole),2,57-54,,
6:10.0,,,57-54,,C. Parsons misses 2-pt shot from 10 ft
6:09.0,Defensive rebound by N. Cole,,57-54,,
5:50.0,N. Cole misses 2-pt shot from 2 ft,,57-54,,
5:49.0,Offensive rebound by Team,,57-54,,
5:49.0,,,57-54,,R. Felton enters the game for C. Parsons
5:46.0,A. Davis makes 2-pt shot from 13 ft (assist by A. Gee),2,59-54,,
5:28.0,,,59-56,2,D. Williams makes 2-pt shot from 13 ft
5:21.0,A. Gee makes 2-pt shot from 1 ft,2,61-56,,
5:08.0,,,61-58,2,Z. Pachulia makes 2-pt shot from 18 ft (assist by R. Felton)
4:59.0,Turnover by N. Cole (bad pass),,61-58,,
4:59.0,R. Anderson enters the game for A. Davis,,61-58,,
4:46.0,,,61-58,,Turnover by Z. Pachulia (traveling)
4:28.0,R. Anderson misses 2-pt shot from 13 ft,,61-58,,
4:27.0,,,61-58,,Defensive rebound by Z. Pachulia
4:19.0,,,61-58,,Turnover by R. Felton (bad pass)
4:19.0,J. Holiday enters the game for A. Gee,,61-58,,
4:07.0,R. Anderson makes 3-pt shot from 27 ft (assist by N. Cole),3,64-58,,
4:04.0,,,64-58,,Dallas full timeout
3:48.0,,,64-58,,Offensive foul by Z. Pachulia
3:48.0,,,64-58,,Turnover by Z. Pachulia (offensive foul)
3:48.0,,,64-58,,C. Parsons enters the game for Z. Pachulia
3:48.0,,,64-58,,J. McGee enters the game for W. Matthews
3:48.0,,,64-58,,D. Nowitzki enters the game for D. Powell
3:48.0,A. Davis enters the game for O. Asik,,64-58,,
3:35.0,N. Cole makes 2-pt shot from 18 ft,2,66-58,,
3:14.0,,,66-58,,D. Nowitzki misses 2-pt shot from 11 ft
3:13.0,Defensive rebound by R. Anderson,,66-58,,
3:07.0,N. Cole misses 2-pt shot from 6 ft,,66-58,,
3:05.0,,,66-58,,Defensive rebound by J. McGee
2:59.0,,,66-58,,Turnover by D. Williams (bad pass)
2:39.0,R. Anderson misses 2-pt shot from 1 ft,,66-58,,
2:38.0,Offensive rebound by R. Anderson,,66-58,,
2:38.0,R. Anderson makes 2-pt shot from 1 ft,2,68-58,,
2:23.0,,,68-60,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by D. Williams)
2:08.0,A. Davis misses 2-pt shot from 6 ft,,68-60,,
2:06.0,Offensive rebound by A. Davis,,68-60,,
2:05.0,A. Davis misses 2-pt shot from 2 ft (block by J. McGee),,68-60,,
2:03.0,Offensive rebound by A. Davis,,68-60,,
2:03.0,A. Davis makes 2-pt shot from 1 ft,2,70-60,,
1:53.0,,,70-60,,D. Nowitzki misses 3-pt shot from 25 ft
1:51.0,Defensive rebound by J. Holiday,,70-60,,
1:47.0,J. Holiday misses 3-pt shot from 26 ft,,70-60,,
1:46.0,Offensive rebound by N. Cole,,70-60,,
1:35.0,A. Davis misses 2-pt shot from 20 ft,,70-60,,
1:34.0,,,70-60,,Defensive rebound by C. Parsons
1:14.0,,,70-60,,D. Nowitzki misses 2-pt shot from 10 ft
1:13.0,Defensive rebound by R. Anderson,,70-60,,
1:11.0,,,70-60,,Technical foul by Team
1:11.0,Technical foul by Team,,70-60,,
1:11.0,,,70-60,,W. Matthews enters the game for D. Williams
1:04.0,R. Anderson misses 3-pt shot from 26 ft,,70-60,,
1:02.0,Offensive rebound by R. Anderson,,70-60,,
0:58.0,Shooting foul by R. Felton (drawn by R. Anderson),,70-60,,
0:58.0,R. Anderson makes free throw 1 of 2,1,71-60,,
0:58.0,T. Douglas enters the game for N. Cole,,71-60,,
0:58.0,R. Anderson makes free throw 2 of 2,1,72-60,,
0:37.0,,,72-60,,Shooting foul by E. Gordon (drawn by C. Parsons)
0:37.0,,,72-60,,C. Parsons misses free throw 1 of 2
0:37.0,,,72-60,,Offensive rebound by Team
0:37.0,,,72-61,1,C. Parsons makes free throw 2 of 2
0:31.0,Turnover by J. Holiday (lost ball; steal by R. Felton),,72-61,,
0:26.0,,,72-64,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by C. Parsons)
0:14.0,Shooting foul by J. McGee (drawn by A. Davis),,72-64,,
0:14.0,A. Davis makes free throw 1 of 2,1,73-64,,
0:14.0,O. Asik enters the game for R. Anderson,,73-64,,
0:14.0,A. Davis makes free throw 2 of 2,1,74-64,,
0:04.0,,,74-66,2,R. Felton makes 2-pt shot from 22 ft
0:01.0,J. Holiday misses 3-pt shot from 34 ft,,74-66,,
0:00.0,Offensive rebound by Team,,74-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,A. Davis makes 2-pt shot from 18 ft (assist by J. Holiday),2,76-66,,
11:28.0,,,76-66,,C. Parsons misses 2-pt shot from 23 ft
11:27.0,Defensive rebound by A. Davis,,76-66,,
11:14.0,A. Davis makes 2-pt shot from 17 ft (assist by T. Douglas),2,78-66,,
11:04.0,,,78-66,,R. Felton misses 2-pt shot from 2 ft
11:04.0,,,78-66,,Offensive rebound by Team
11:04.0,,,78-66,,J. Barea enters the game for R. Felton
10:56.0,,,78-68,2,W. Matthews makes 2-pt shot from 3 ft
10:44.0,R. Anderson misses 3-pt shot from 25 ft,,78-68,,
10:44.0,,,78-68,,Defensive rebound by J. Barea
10:33.0,,,78-68,,D. Nowitzki misses 2-pt shot from 10 ft
10:32.0,Defensive rebound by A. Davis,,78-68,,
10:32.0,,,78-68,,Loose ball foul by J. McGee (drawn by A. Davis)
10:17.0,J. Holiday misses 3-pt shot from 25 ft,,78-68,,
10:16.0,,,78-68,,Defensive rebound by Team
10:04.0,,,78-71,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea)
9:48.0,Offensive foul by A. Davis,,78-71,,
9:48.0,Turnover by A. Davis (offensive foul),,78-71,,
9:35.0,,,78-74,3,J. Barea makes 3-pt shot from 24 ft (assist by D. Nowitzki)
9:29.0,New Orleans full timeout,,78-74,,
9:29.0,,,78-74,,Z. Pachulia enters the game for J. McGee
9:29.0,N. Cole enters the game for E. Gordon,,78-74,,
9:13.0,A. Davis makes 2-pt shot from 16 ft (assist by N. Cole),2,80-74,,
9:03.0,Personal foul by T. Douglas (drawn by D. Nowitzki),,80-74,,
8:50.0,Personal block foul by N. Cole (drawn by W. Matthews),,80-74,,
8:35.0,,,80-76,2,Z. Pachulia makes 2-pt shot from 7 ft
8:11.0,A. Davis misses 2-pt shot from 15 ft,,80-76,,
8:11.0,,,80-76,,Defensive rebound by J. Barea
7:58.0,,,80-76,,C. Parsons misses 2-pt shot from 6 ft
7:57.0,Defensive rebound by J. Holiday,,80-76,,
7:52.0,Turnover by N. Cole (bad pass; steal by J. Barea),,80-76,,
7:35.0,,,80-76,,D. Nowitzki misses 2-pt shot from 10 ft
7:34.0,Defensive rebound by N. Cole,,80-76,,
7:12.0,Shooting foul by C. Parsons (drawn by J. Holiday),,80-76,,
7:12.0,J. Holiday misses free throw 1 of 2,,80-76,,
7:12.0,Offensive rebound by Team,,80-76,,
7:12.0,,,80-76,,C. Villanueva enters the game for D. Nowitzki
7:12.0,J. Holiday makes free throw 2 of 2,1,81-76,,
6:58.0,,,81-79,3,W. Matthews makes 3-pt shot from 26 ft (assist by C. Villanueva)
6:48.0,Shooting foul by J. Barea (drawn by A. Davis),,81-79,,
6:48.0,A. Davis makes free throw 1 of 2,1,82-79,,
6:48.0,A. Davis misses free throw 2 of 2,,82-79,,
6:47.0,,,82-79,,Defensive rebound by J. Barea
6:37.0,,,82-79,,C. Villanueva misses 3-pt shot from 25 ft
6:36.0,Defensive rebound by N. Cole,,82-79,,
6:21.0,Turnover by J. Holiday (bad pass; steal by Z. Pachulia),,82-79,,
6:12.0,,,82-82,3,W. Matthews makes 3-pt shot from 26 ft (assist by C. Parsons)
5:55.0,J. Holiday makes 3-pt shot from 26 ft (assist by T. Douglas),3,85-82,,
5:39.0,,,85-82,,Shooting foul by R. Anderson (drawn by J. Barea)
5:39.0,Official timeout,,85-82,,
5:39.0,,,85-82,,R. Felton enters the game for C. Parsons
5:39.0,E. Gordon enters the game for T. Douglas,,85-82,,
5:39.0,,,85-83,1,J. Barea makes free throw 1 of 3
5:39.0,,,85-84,1,J. Barea makes free throw 2 of 3
5:39.0,,,85-85,1,J. Barea makes free throw 3 of 3
5:28.0,Turnover by J. Holiday (bad pass),,85-85,,
5:12.0,,,85-85,,C. Villanueva misses 2-pt shot from 11 ft
5:11.0,Defensive rebound by N. Cole,,85-85,,
4:59.0,Shooting foul by C. Villanueva (drawn by A. Davis),,85-85,,
4:59.0,A. Davis makes free throw 1 of 2,1,86-85,,
4:59.0,,,86-85,,D. Nowitzki enters the game for C. Villanueva
4:59.0,A. Davis makes free throw 2 of 2,1,87-85,,
4:39.0,,,87-85,,Shooting foul by N. Cole (drawn by R. Felton)
4:39.0,,,87-86,1,R. Felton makes free throw 1 of 2
4:39.0,,,87-87,1,R. Felton makes free throw 2 of 2
4:27.0,R. Anderson makes 3-pt shot from 26 ft (assist by J. Holiday),3,90-87,,
4:06.0,,,90-89,2,D. Nowitzki makes 2-pt shot from 1 ft
3:53.0,J. Holiday makes 2-pt shot from 7 ft,2,92-89,,
3:36.0,Personal foul by J. Holiday (drawn by D. Nowitzki),,92-89,,
3:36.0,,,92-90,1,D. Nowitzki makes free throw 1 of 2
3:36.0,,,92-91,1,D. Nowitzki makes free throw 2 of 2
3:22.0,E. Gordon makes 3-pt shot from 24 ft (assist by J. Holiday),3,95-91,,
3:03.0,,,95-91,,D. Nowitzki misses 2-pt shot from 14 ft
3:02.0,Defensive rebound by J. Holiday,,95-91,,
2:54.0,N. Cole misses 3-pt shot from 26 ft,,95-91,,
