time,LA Lakers,pts.away,score,pts.home,Houston
5:30.0,L. Williams makes free throw 3 of 3,1,18-16,,
5:13.0,,,18-16,,D. Howard misses 2-pt shot from 2 ft
5:12.0,,,18-16,,Offensive rebound by T. Jones
5:10.0,,,18-16,,T. Jones misses 2-pt shot from 1 ft (block by R. Hibbert)
5:09.0,Defensive rebound by K. Bryant,,18-16,,
5:04.0,K. Bryant misses 3-pt shot from 25 ft,,18-16,,
5:03.0,,,18-16,,Defensive rebound by T. Ariza
4:55.0,,,18-19,3,T. Lawson makes 3-pt shot from 25 ft (assist by T. Ariza)
4:39.0,R. Hibbert misses 2-pt shot from 1 ft (block by T. Jones),,18-19,,
4:38.0,Offensive rebound by K. Bryant,,18-19,,
4:32.0,R. Hibbert makes 2-pt shot at rim (assist by K. Bryant),2,20-19,,
4:15.0,,,20-21,2,J. Harden makes 2-pt shot from 2 ft
4:05.0,K. Bryant makes 3-pt shot from 24 ft,3,23-21,,
3:56.0,,,23-21,,T. Ariza misses 3-pt shot from 23 ft
3:55.0,Defensive rebound by L. Williams,,23-21,,
3:51.0,K. Bryant misses 2-pt shot from 11 ft,,23-21,,
3:49.0,,,23-21,,Defensive rebound by T. Ariza
3:38.0,,,23-21,,T. Jones misses 2-pt shot from 2 ft (block by R. Hibbert)
3:37.0,Defensive rebound by L. Williams,,23-21,,
3:33.0,D. Russell makes 2-pt shot at rim (assist by K. Bryant),2,25-21,,
3:21.0,Personal foul by D. Russell (drawn by J. Harden),,25-21,,
3:21.0,J. Randle enters the game for K. Bryant,,25-21,,
3:21.0,R. Sacre enters the game for L. Nance,,25-21,,
3:21.0,N. Young enters the game for R. Hibbert,,25-21,,
3:21.0,M. Huertas enters the game for D. Russell,,25-21,,
3:21.0,,,25-21,,C. Brewer enters the game for T. Ariza
3:21.0,,,25-21,,C. Capela enters the game for D. Howard
3:16.0,,,25-21,,Turnover by T. Jones (bad pass; steal by L. Williams)
3:07.0,Turnover by L. Williams (bad pass; steal by C. Brewer),,25-21,,
3:01.0,,,25-23,2,J. Harden makes 2-pt shot from 1 ft
2:39.0,J. Randle misses 2-pt shot from 18 ft,,25-23,,
2:38.0,,,25-23,,Defensive rebound by T. Lawson
2:35.0,,,25-23,,Shooting foul by M. Huertas (drawn by T. Lawson)
2:35.0,LA Lakers full timeout,,25-23,,
2:35.0,,,25-23,,M. Thornton enters the game for J. Harden
2:35.0,,,25-24,1,T. Lawson makes free throw 1 of 2
2:35.0,,,25-25,1,T. Lawson makes free throw 2 of 2
2:25.0,Turnover by L. Williams (bad pass; steal by T. Lawson),,25-25,,
2:21.0,,,25-25,,Shooting foul by M. Huertas (drawn by C. Brewer)
2:21.0,,,25-25,,C. Brewer misses free throw 1 of 2
2:21.0,,,25-25,,Offensive rebound by Team
2:21.0,,,25-26,1,C. Brewer makes free throw 2 of 2
2:03.0,Turnover by M. Huertas (bad pass; steal by C. Brewer),,25-26,,
1:54.0,,,25-26,,M. Thornton misses 3-pt shot from 24 ft
1:53.0,Defensive rebound by J. Randle,,25-26,,
1:47.0,Turnover by J. Randle (lost ball; steal by C. Brewer),,25-26,,
1:34.0,,,25-26,,T. Jones misses 2-pt shot from 9 ft
1:33.0,Defensive rebound by J. Randle,,25-26,,
1:26.0,L. Williams misses 2-pt shot from 9 ft,,25-26,,
1:23.0,,,25-26,,Defensive rebound by T. Jones
1:14.0,,,25-26,,C. Capela misses 2-pt shot at rim
1:14.0,,,25-26,,Offensive rebound by C. Capela
1:14.0,,,25-26,,Turnover by C. Capela (lost ball; steal by J. Randle)
1:14.0,Jump ball: C. Capela vs. J. Randle (M. Huertas gains possession),,,,Jump ball: C. Capela vs. J. Randle (M. Huertas gains possession)
0:52.0,Turnover by J. Randle (bad pass; steal by C. Capela),,25-26,,
0:46.0,,,25-28,2,M. Thornton makes 2-pt shot at rim (assist by C. Brewer)
0:36.0,R. Sacre misses 2-pt shot from 2 ft (block by T. Jones),,25-28,,
0:35.0,,,25-28,,Defensive rebound by C. Brewer
0:31.0,,,25-30,2,T. Jones makes 2-pt shot at rim (assist by M. Thornton)
0:12.0,L. Williams misses 3-pt shot from 26 ft,,25-30,,
0:11.0,,,25-30,,Defensive rebound by Team
0:08.0,,,25-30,,J. Harden enters the game for C. Capela
0:04.0,Personal take foul by L. Williams,,25-30,,
0:03.0,,,25-32,2,J. Harden makes 2-pt shot at rim (assist by C. Brewer)
0:00.0,,,25-32,,Personal foul by C. Brewer (drawn by N. Young)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,25-32,,Shooting foul by M. Huertas (drawn by C. Capela)
11:43.0,,,25-32,,C. Capela misses free throw 1 of 2
11:43.0,,,25-32,,Offensive rebound by Team
11:43.0,,,25-33,1,C. Capela makes free throw 2 of 2
11:34.0,Offensive foul by R. Sacre,,25-33,,
11:34.0,Turnover by R. Sacre (offensive foul),,25-33,,
11:21.0,,,25-35,2,M. Thornton makes 2-pt shot from 13 ft
11:01.0,Shooting foul by T. Jones (drawn by L. Williams),,25-35,,
11:01.0,L. Williams makes free throw 1 of 2,1,26-35,,
11:01.0,,,26-35,,D. Motiejunas enters the game for C. Capela
11:01.0,,,26-35,,D. Howard enters the game for T. Jones
11:01.0,D. Russell enters the game for M. Huertas,,26-35,,
11:01.0,L. Williams makes free throw 2 of 2,1,27-35,,
10:49.0,,,27-38,3,M. Thornton makes 3-pt shot from 24 ft
10:41.0,Turnover by J. Randle (bad pass; steal by T. Lawson),,27-38,,
10:34.0,,,27-41,3,M. Thornton makes 3-pt shot from 24 ft (assist by T. Lawson)
10:30.0,LA Lakers full timeout,,27-41,,
10:30.0,K. Bryant enters the game for L. Williams,,27-41,,
10:07.0,J. Randle misses 2-pt shot from 7 ft,,27-41,,
10:06.0,Offensive rebound by J. Randle,,27-41,,
9:59.0,J. Randle misses 2-pt shot from 5 ft (block by D. Howard),,27-41,,
9:57.0,Offensive rebound by N. Young,,27-41,,
9:52.0,N. Young misses 3-pt shot from 24 ft,,27-41,,
9:51.0,,,27-41,,Defensive rebound by D. Howard
9:38.0,,,27-44,3,M. Thornton makes 3-pt shot from 24 ft (assist by C. Brewer)
9:23.0,J. Randle misses 2-pt shot from 17 ft,,27-44,,
9:23.0,,,27-44,,Defensive rebound by D. Howard
9:14.0,,,27-44,,M. Thornton misses 3-pt shot from 25 ft
9:14.0,Defensive rebound by R. Sacre,,27-44,,
8:56.0,D. Russell misses 2-pt shot from 7 ft,,27-44,,
8:54.0,,,27-44,,Defensive rebound by M. Thornton
8:40.0,,,27-46,2,D. Howard makes 2-pt shot at rim (assist by D. Motiejunas)
8:27.0,N. Young makes 2-pt shot from 19 ft (assist by D. Russell),2,29-46,,
8:12.0,,,29-48,2,D. Howard makes 2-pt shot at rim (assist by C. Brewer)
8:12.0,,,29-48,,Shooting foul by J. Randle (drawn by D. Howard)
8:12.0,R. Hibbert enters the game for R. Sacre,,29-48,,
8:12.0,L. Nance enters the game for J. Randle,,29-48,,
8:12.0,,,29-49,1,D. Howard makes free throw 1 of 1
7:59.0,D. Russell misses 3-pt shot from 24 ft,,29-49,,
7:59.0,,,29-49,,Defensive rebound by D. Motiejunas
7:43.0,,,29-49,,Shooting foul by N. Young (drawn by D. Howard)
7:43.0,,,29-49,,D. Howard misses free throw 1 of 2
7:43.0,,,29-49,,Offensive rebound by Team
7:43.0,,,29-49,,J. Harden enters the game for M. Thornton
7:43.0,,,29-49,,T. Ariza enters the game for C. Brewer
7:43.0,,,29-49,,P. Beverley enters the game for T. Lawson
7:43.0,,,29-49,,D. Howard misses free throw 2 of 2
7:42.0,Defensive rebound by L. Nance,,29-49,,
7:18.0,L. Nance misses 2-pt shot from 5 ft,,29-49,,
7:18.0,Offensive rebound by Team,,29-49,,
7:18.0,Turnover by Team (shot clock),,29-49,,
7:02.0,,,29-51,2,D. Motiejunas makes 2-pt shot from 8 ft
6:49.0,Offensive foul by L. Nance,,29-51,,
6:49.0,Turnover by L. Nance (offensive foul),,29-51,,
6:31.0,,,29-51,,Shooting foul by L. Nance (drawn by D. Motiejunas)
6:31.0,,,29-51,,D. Motiejunas misses free throw 1 of 2
6:31.0,,,29-51,,Offensive rebound by Team
6:31.0,,,29-51,,D. Motiejunas misses free throw 2 of 2
6:31.0,Defensive rebound by R. Hibbert,,29-51,,
6:08.0,K. Bryant misses 3-pt shot from 28 ft,,29-51,,
6:08.0,,,29-51,,Defensive rebound by D. Howard
6:05.0,,,29-51,,Turnover by D. Howard (bad pass; steal by K. Bryant)
6:00.0,K. Bryant makes 3-pt shot from 23 ft,3,32-51,,
5:56.0,,,32-51,,Turnover by J. Harden (traveling)
5:56.0,LA Lakers full timeout,,32-51,,
5:45.0,K. Bryant makes 2-pt shot from 19 ft,2,34-51,,
5:29.0,,,34-51,,Turnover by D. Motiejunas (bad pass; steal by D. Russell)
5:21.0,,,34-51,,Personal foul by P. Beverley (drawn by K. Bryant)
5:09.0,L. Nance makes 2-pt shot from 19 ft,2,36-51,,
4:56.0,,,36-51,,Turnover by J. Harden (bad pass; steal by L. Nance)
4:50.0,K. Bryant makes 3-pt shot from 24 ft (assist by N. Young),3,39-51,,
4:34.0,,,39-51,,P. Beverley misses 3-pt shot from 25 ft
4:33.0,Defensive rebound by L. Nance,,39-51,,
4:27.0,Shooting foul by J. Harden (drawn by K. Bryant),,39-51,,
4:27.0,K. Bryant makes free throw 1 of 3,1,40-51,,
4:27.0,K. Bryant makes free throw 2 of 3,1,41-51,,
4:27.0,,,41-51,,T. Jones enters the game for D. Motiejunas
4:27.0,K. Bryant makes free throw 3 of 3,1,42-51,,
4:06.0,,,42-51,,J. Harden misses 2-pt shot from 12 ft
4:05.0,,,42-51,,Offensive rebound by D. Howard
4:05.0,,,42-53,2,D. Howard makes 2-pt shot at rim
3:48.0,,,42-53,,T. Lawson enters the game for P. Beverley
3:40.0,R. Hibbert makes 2-pt shot from 12 ft,2,44-53,,
3:21.0,,,44-53,,Shooting foul by R. Hibbert (drawn by D. Howard)
3:21.0,,,44-53,,D. Howard misses free throw 1 of 2
3:21.0,,,44-53,,Offensive rebound by Team
3:21.0,,,44-53,,D. Howard misses free throw 2 of 2
3:21.0,Defensive rebound by L. Nance,,44-53,,
3:01.0,D. Russell misses 2-pt shot from 10 ft,,44-53,,
2:59.0,,,44-53,,Defensive rebound by T. Ariza
2:48.0,,,44-53,,J. Harden misses 2-pt shot from 15 ft
2:47.0,Defensive rebound by L. Nance,,44-53,,
2:42.0,K. Bryant misses 3-pt shot from 24 ft,,44-53,,
2:41.0,,,44-53,,Defensive rebound by T. Jones
2:35.0,,,44-55,2,J. Harden makes 2-pt shot from 1 ft (assist by T. Lawson)
2:19.0,R. Hibbert misses 2-pt shot from 4 ft (block by T. Jones),,44-55,,
2:18.0,,,44-55,,Defensive rebound by T. Ariza
2:12.0,,,44-57,2,T. Jones makes 2-pt shot at rim (assist by T. Ariza)
2:05.0,LA Lakers full timeout,,44-57,,
2:05.0,,,44-57,,Houston full timeout
1:47.0,R. Hibbert misses 2-pt shot at rim,,44-57,,
1:46.0,Offensive rebound by R. Hibbert,,44-57,,
1:46.0,R. Hibbert makes 2-pt shot at rim,2,46-57,,
1:23.0,,,46-57,,T. Jones misses 2-pt shot from 4 ft
1:23.0,Defensive rebound by N. Young,,46-57,,
1:06.0,R. Hibbert misses 2-pt shot from 19 ft,,46-57,,
1:05.0,Offensive rebound by L. Nance,,46-57,,
1:01.0,L. Nance misses 2-pt shot from 1 ft,,46-57,,
1:01.0,,,46-57,,Defensive rebound by T. Jones
0:56.0,,,46-57,,J. Harden misses 2-pt shot from 3 ft
0:55.0,,,46-57,,Offensive rebound by T. Jones
0:55.0,,,46-57,,T. Jones misses 2-pt shot from 2 ft
0:55.0,,,46-57,,Offensive rebound by D. Howard
0:55.0,,,46-57,,Shooting foul by R. Hibbert (drawn by D. Howard)
0:55.0,,,46-58,1,D. Howard makes free throw 1 of 2
0:55.0,,,46-59,1,D. Howard makes free throw 2 of 2
0:49.0,Turnover by D. Russell (bad pass; steal by T. Ariza),,46-59,,
0:45.0,,,46-61,2,D. Howard makes 2-pt shot at rim (assist by T. Ariza)
0:36.0,D. Russell misses 3-pt shot from 25 ft,,46-61,,
0:35.0,,,46-61,,Defensive rebound by J. Harden
0:28.0,,,46-61,,J. Harden misses 2-pt shot from 3 ft (block by R. Hibbert)
0:27.0,,,46-61,,Offensive rebound by T. Jones
0:24.0,,,46-61,,T. Jones misses 2-pt shot from 6 ft
0:24.0,,,46-61,,Offensive rebound by D. Howard
0:24.0,,,46-63,2,D. Howard makes 2-pt shot from 1 ft
0:02.0,D. Russell misses 2-pt shot from 6 ft,,46-63,,
0:01.0,,,46-63,,Defensive rebound by T. Jones
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,46-63,,P. Beverley misses 3-pt shot from 23 ft
11:44.0,Defensive rebound by R. Hibbert,,46-63,,
11:31.0,Turnover by L. Williams (bad pass; steal by J. Harden),,46-63,,
11:25.0,,,46-63,,J. Harden misses 2-pt shot from 2 ft
11:21.0,,,46-63,,Offensive rebound by C. Capela
11:21.0,,,46-65,2,C. Capela makes 2-pt shot at rim
11:03.0,Jump ball: D. Howard vs. D. Russell (P. Beverley gains possession),,,,Jump ball: D. Howard vs. D. Russell (P. Beverley gains possession)
11:03.0,Turnover by D. Russell (lost ball; steal by D. Howard),,46-65,,
10:48.0,,,46-65,,Shooting foul by R. Hibbert (drawn by D. Howard)
10:48.0,,,46-65,,D. Howard misses free throw 1 of 2
10:48.0,,,46-65,,Offensive rebound by Team
10:48.0,,,46-66,1,D. Howard makes free throw 2 of 2
10:44.0,Turnover by D. Russell (bad pass; steal by T. Ariza),,46-66,,
10:41.0,,,46-66,,Turnover by T. Ariza (bad pass; steal by L. Williams)
10:34.0,Shooting foul by P. Beverley (drawn by L. Williams),,46-66,,
10:34.0,L. Williams makes free throw 1 of 2,1,47-66,,
10:34.0,L. Williams makes free throw 2 of 2,1,48-66,,
10:20.0,,,48-66,,T. Ariza misses 3-pt shot from 24 ft
10:20.0,,,48-66,,Offensive rebound by Team
10:20.0,Loose ball foul by R. Hibbert (drawn by D. Howard),,48-66,,
10:14.0,,,48-66,,Shooting foul by D. Russell (drawn by J. Harden)
10:14.0,,,48-67,1,J. Harden makes free throw 1 of 2
10:14.0,,,48-68,1,J. Harden makes free throw 2 of 2
10:01.0,L. Nance misses 2-pt shot from 15 ft,,48-68,,
10:01.0,,,48-68,,Defensive rebound by D. Howard
9:54.0,,,48-68,,J. Harden misses 3-pt shot from 24 ft
9:54.0,,,48-68,,Offensive rebound by P. Beverley
9:52.0,,,48-70,2,P. Beverley makes 2-pt shot from 1 ft
9:39.0,K. Bryant makes 2-pt shot from 9 ft (assist by D. Russell),2,50-70,,
9:24.0,,,50-70,,T. Ariza misses 2-pt shot from 15 ft
9:22.0,Defensive rebound by R. Hibbert,,50-70,,
9:13.0,D. Russell makes 3-pt shot from 27 ft (assist by L. Williams),3,53-70,,
8:56.0,,,53-70,,J. Harden misses 2-pt shot from 16 ft
8:55.0,Defensive rebound by K. Bryant,,53-70,,
8:36.0,D. Russell misses 3-pt shot from 27 ft,,53-70,,
8:34.0,,,53-70,,Defensive rebound by C. Capela
8:21.0,,,53-70,,C. Capela misses 2-pt shot from 2 ft
8:20.0,Defensive rebound by R. Hibbert,,53-70,,
8:12.0,L. Williams makes 2-pt shot from 1 ft,2,55-70,,
8:11.0,,,55-70,,Houston full timeout
8:03.0,,,55-73,3,T. Ariza makes 3-pt shot from 24 ft (assist by P. Beverley)
7:48.0,L. Williams makes 3-pt shot from 26 ft (assist by D. Russell),3,58-73,,
7:30.0,,,58-73,,T. Ariza misses 3-pt shot from 23 ft
7:29.0,,,58-73,,Offensive rebound by P. Beverley
7:26.0,,,58-73,,P. Beverley misses 2-pt shot from 3 ft
7:26.0,Defensive rebound by K. Bryant,,58-73,,
7:20.0,D. Russell misses 3-pt shot from 25 ft,,58-73,,
7:18.0,,,58-73,,Defensive rebound by P. Beverley
7:08.0,,,58-73,,Turnover by D. Howard (traveling)
7:08.0,,,58-73,,T. Jones enters the game for C. Capela
6:56.0,L. Nance misses 2-pt shot from 20 ft,,58-73,,
6:55.0,,,58-73,,Defensive rebound by D. Howard
6:38.0,,,58-75,2,J. Harden makes 2-pt shot from 2 ft
6:21.0,K. Bryant makes 2-pt shot from 12 ft,2,60-75,,
5:55.0,,,60-75,,P. Beverley misses 2-pt shot from 3 ft
5:54.0,Defensive rebound by R. Hibbert,,60-75,,
5:44.0,L. Williams misses 2-pt shot from 6 ft,,60-75,,
5:44.0,Offensive rebound by L. Williams,,60-75,,
5:40.0,K. Bryant misses 3-pt shot from 24 ft,,60-75,,
5:40.0,,,60-75,,Defensive rebound by T. Jones
5:37.0,,,60-75,,Shooting foul by L. Williams (drawn by J. Harden)
5:37.0,,,60-76,1,J. Harden makes free throw 1 of 2
5:37.0,,,60-76,,C. Brewer enters the game for T. Ariza
5:37.0,,,60-76,,T. Lawson enters the game for P. Beverley
5:37.0,,,60-77,1,J. Harden makes free throw 2 of 2
5:28.0,,,60-77,,Violation by T. Lawson (kicked ball)
5:22.0,L. Nance makes 2-pt shot from 2 ft (assist by K. Bryant),2,62-77,,
4:58.0,,,62-80,3,C. Brewer makes 3-pt shot from 24 ft (assist by T. Jones)
4:42.0,L. Williams misses 2-pt shot from 15 ft,,62-80,,
4:40.0,Offensive rebound by K. Bryant,,62-80,,
4:32.0,K. Bryant makes 3-pt shot from 25 ft,3,65-80,,
4:19.0,,,65-83,3,T. Jones makes 3-pt shot from 23 ft (assist by T. Lawson)
3:54.0,K. Bryant makes 2-pt shot from 14 ft,2,67-83,,
3:48.0,,,67-85,2,J. Harden makes 2-pt shot from 2 ft (assist by T. Lawson)
3:48.0,,,67-85,,Shooting foul by L. Williams (drawn by J. Harden)
3:48.0,J. Randle enters the game for L. Nance,,67-85,,
3:48.0,M. Huertas enters the game for D. Russell,,67-85,,
3:48.0,,,67-85,,C. Capela enters the game for D. Howard
3:48.0,,,67-86,1,J. Harden makes free throw 1 of 1
3:38.0,Shooting foul by C. Brewer (drawn by L. Williams),,67-86,,
3:38.0,L. Williams misses free throw 1 of 2,,67-86,,
3:38.0,Offensive rebound by Team,,67-86,,
3:38.0,R. Sacre enters the game for R. Hibbert,,67-86,,
3:38.0,L. Williams makes free throw 2 of 2,1,68-86,,
3:27.0,,,68-86,,Turnover by T. Lawson (bad pass; steal by K. Bryant)
3:21.0,J. Randle makes 2-pt shot at rim (assist by M. Huertas),2,70-86,,
3:04.0,,,70-86,,J. Harden misses 2-pt shot from 4 ft (block by R. Sacre)
3:03.0,Defensive rebound by K. Bryant,,70-86,,
3:00.0,Turnover by M. Huertas (offensive foul),,70-86,,
3:00.0,Offensive foul by M. Huertas,,70-86,,
3:00.0,,,70-86,,M. Thornton enters the game for J. Harden
2:45.0,,,70-86,,T. Jones misses 3-pt shot from 24 ft
2:45.0,Defensive rebound by L. Williams,,70-86,,
2:39.0,R. Sacre makes 2-pt shot from 2 ft (assist by L. Williams),2,72-86,,
2:22.0,,,72-86,,T. Lawson misses 3-pt shot from 25 ft
2:21.0,Defensive rebound by J. Randle,,72-86,,
2:07.0,M. Huertas misses 3-pt shot from 24 ft,,72-86,,
2:06.0,Offensive rebound by J. Randle,,72-86,,
2:03.0,J. Randle misses 2-pt shot from 3 ft (block by C. Capela),,72-86,,
2:01.0,,,72-86,,Defensive rebound by C. Brewer
1:57.0,,,72-89,3,C. Brewer makes 3-pt shot from 24 ft (assist by T. Lawson)
1:33.0,L. Williams misses 3-pt shot from 24 ft,,72-89,,
1:32.0,,,72-89,,Defensive rebound by C. Capela
1:29.0,,,72-89,,Turnover by T. Lawson (bad pass; steal by K. Bryant)
1:24.0,K. Bryant misses 3-pt shot from 23 ft,,72-89,,
1:23.0,,,72-89,,Defensive rebound by Team
1:23.0,Loose ball foul by J. Randle (drawn by C. Capela),,72-89,,
1:23.0,,,72-89,,C. Capela misses free throw 1 of 2
1:23.0,,,72-89,,Offensive rebound by Team
1:23.0,,,72-89,,C. Capela misses free throw 2 of 2
1:23.0,Defensive rebound by J. Randle,,72-89,,
1:09.0,,,72-89,,Personal foul by C. Brewer (drawn by K. Bryant)
1:01.0,K. Bryant makes 2-pt shot from 22 ft (assist by M. Huertas),2,74-89,,
0:39.0,,,74-89,,T. Jones misses 2-pt shot from 4 ft
0:39.0,Defensive rebound by J. Randle,,74-89,,
0:34.0,,,74-89,,Personal foul by C. Capela (drawn by R. Sacre)
0:34.0,R. Sacre makes free throw 1 of 2,1,75-89,,
0:34.0,R. Sacre makes free throw 2 of 2,1,76-89,,
0:26.0,,,76-89,,M. Thornton misses 2-pt shot from 15 ft
0:26.0,Defensive rebound by Team,,76-89,,
0:07.0,K. Bryant misses 2-pt shot from 18 ft (block by C. Brewer),,76-89,,
0:04.0,,,76-89,,Defensive rebound by C. Capela
0:00.0,,,76-91,2,T. Jones makes 2-pt shot from 2 ft (assist by M. Thornton)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,J. Randle misses 2-pt shot from 4 ft,,76-91,,
11:39.0,Offensive rebound by Team,,76-91,,
11:36.0,N. Young makes 2-pt shot from 20 ft (assist by D. Russell),2,78-91,,
11:19.0,,,78-91,,Offensive charge foul by C. Capela
11:19.0,,,78-91,,Turnover by C. Capela (offensive foul)
10:59.0,J. Randle misses 2-pt shot from 7 ft,,78-91,,
10:58.0,,,78-91,,Defensive rebound by T. Jones
10:45.0,,,78-93,2,M. Thornton makes 2-pt shot from 12 ft
10:22.0,N. Young makes 3-pt shot from 24 ft (assist by M. Huertas),3,81-93,,
10:09.0,,,81-93,,M. Thornton misses 2-pt shot at rim
10:08.0,,,81-93,,Offensive rebound by C. Capela
10:08.0,,,81-95,2,C. Capela makes 2-pt shot at rim
10:04.0,Turnover by M. Huertas (bad pass; steal by C. Brewer),,81-95,,
9:55.0,,,81-95,,M. Thornton misses 3-pt shot from 24 ft
9:55.0,Defensive rebound by J. Randle,,81-95,,
9:48.0,N. Young misses 3-pt shot from 24 ft,,81-95,,
9:47.0,,,81-95,,Defensive rebound by M. Thornton
9:33.0,,,81-97,2,C. Capela makes 2-pt shot at rim (assist by T. Lawson)
9:09.0,R. Sacre makes 2-pt shot from 15 ft (assist by J. Randle),2,83-97,,
8:55.0,,,83-97,,Turnover by T. Lawson (bad pass; steal by M. Huertas)
8:51.0,N. Young makes 3-pt shot from 22 ft (assist by M. Huertas),3,86-97,,
8:28.0,,,86-100,3,M. Thornton makes 3-pt shot from 22 ft (assist by T. Lawson)
8:10.0,R. Sacre misses 2-pt shot from 6 ft,,86-100,,
8:08.0,Offensive rebound by Team,,86-100,,
8:08.0,LA Lakers full timeout,,86-100,,
8:08.0,,,86-100,,D. Motiejunas enters the game for C. Capela
8:08.0,,,86-100,,D. Howard enters the game for T. Jones
8:08.0,,,86-100,,P. Beverley enters the game for T. Lawson
8:08.0,,,86-100,,J. Harden enters the game for C. Brewer
8:08.0,,,86-100,,T. Ariza enters the game for M. Thornton
7:59.0,J. Randle makes 2-pt shot at rim,2,88-100,,
7:41.0,,,88-102,2,D. Motiejunas makes 2-pt shot from 5 ft (assist by J. Harden)
7:27.0,N. Young makes 3-pt shot from 24 ft,3,91-102,,
7:10.0,,,91-102,,Turnover by D. Motiejunas (lost ball; steal by D. Russell)
7:06.0,Turnover by M. Huertas (bad pass; steal by J. Harden),,91-102,,
7:02.0,Personal foul by D. Russell (drawn by J. Harden),,91-102,,
6:54.0,,,91-102,,Turnover by D. Motiejunas (bad pass)
6:32.0,R. Sacre misses 2-pt shot from 16 ft,,91-102,,
6:31.0,,,91-102,,Defensive rebound by J. Harden
6:25.0,,,91-102,,J. Harden misses 2-pt shot from 22 ft
6:23.0,,,91-102,,Offensive rebound by P. Beverley
6:19.0,,,91-104,2,D. Motiejunas makes 2-pt shot from 8 ft (assist by P. Beverley)
5:58.0,D. Russell misses 3-pt shot from 28 ft,,91-104,,
5:56.0,Offensive rebound by R. Sacre,,91-104,,
5:50.0,Turnover by M. Huertas (bad pass; steal by T. Ariza),,91-104,,
5:47.0,,,91-104,,Shooting foul by J. Randle (drawn by T. Ariza)
